RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL 3 PUTTS > 25',TOTAL 3 PUTTS
1,0,28780,Nicholas Thompson,57,77
2,0,20070,Matt Bettencourt,49,77
3,0,20691,Greg Owen,46,52
4,0,24924,Bill Haas,45,52
5,0,26851,Marc Leishman,44,53
5,0,01724,Jeff Maggert,44,56
5,0,21959,Ted Purdy,44,61
5,0,27214,Kevin Streelman,44,55
9,0,23638,Brendon de Jonge,43,52
9,0,20634,Peter Lonard,43,53
11,0,24358,Robert Garrigus,41,52
11,0,27141,J.B. Holmes,41,50
13,0,22892,Jason Gore,40,51
13,0,25240,D.A. Points,40,55
13,0,23788,D.J. Trahan,40,50
16,0,10885,Robert Allenby,39,46
16,0,26695,Michael Letzig,39,49
18,0,10425,Jay Williamson,38,48
18,0,24663,Y.E. Yang,38,45
20,0,24925,Jonathan Byrd,37,54
20,0,23718,Nathan Green,37,44
20,0,23353,J.J. Henry,37,43
20,0,27120,Troy Matteson,37,42
20,0,01797,Rocco Mediate,37,46
20,0,23623,Bo Van Pelt,37,47
20,0,21878,Mark Wilson,37,45
27,0,01161,Mark Calcavecchia,36,52
27,0,21753,Brian Davis,36,54
27,0,01707,Steve Lowery,36,54
27,0,23548,Bill Lunde,36,49
27,0,22913,John Rollins,36,41
27,0,22293,Heath Slocum,36,52
27,0,26668,Marc Turnesa,36,48
34,0,08931,Glen Day,35,45
34,0,12782,Tim Herron,35,43
34,0,12705,Cliff Kresge,35,40
34,0,24781,Hunter Mahan,35,40
34,0,07749,Brett Quigley,35,46
34,0,29221,Webb Simpson,35,44
34,0,27963,Chris Stroud,35,44
41,0,20498,Briny Baird,34,41
41,0,28475,Jeff Overton,34,40
41,0,28620,Aron Price,34,50
41,0,25919,Brian Vranesh,34,37
45,0,12652,Cameron Beckman,33,44
45,0,20472,Alex Cejka,33,40
45,0,06621,Joe Durant,33,42
45,0,07457,Steve Flesch,33,46
45,0,25900,Lucas Glover,33,45
45,0,01706,Davis Love III,33,42
45,0,01766,Billy Mayfair,33,53
45,0,24490,George McNeill,33,38
45,0,01941,Tom Pernice Jr.,33,42
45,0,01945,Kenny Perry,33,41
55,0,12716,Charley Hoffman,32,41
55,0,24912,Will MacKenzie,32,51
55,0,20572,Rod Pampling,32,38
55,0,28118,Peter Tomasulo,32,42
55,0,23349,Charles Warren,32,39
60,0,06251,Chris DiMarco,31,37
60,0,25686,Jason Dufner,31,44
60,0,27936,Martin Laird,31,40
60,0,22961,David Mathis,31,36
60,0,24449,Parker McLachlin,31,36
60,0,24140,Sean O'Hair,31,44
60,0,02214,Kirk Triplett,31,58
67,0,20850,Daniel Chopra,30,42
