RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES
1,0,26497,Casey Wittenberg,.56,1,180
2,0,10117,Bob Heintz,.62,1,162
3,0,23048,Eric Axley,.93,1,108
3,0,31416,Derek Fathauer,.93,1,108
5,0,23108,Matt Kuchar,1.04,3,288
5,0,27120,Troy Matteson,1.04,3,288
7,0,30711,Colt Knost,1.11,2,180
7,0,25345,Carl Pettersson,1.11,3,270
7,0,23325,Vaughn Taylor,1.11,3,270
10,0,06197,Michael Allen,1.28,3,234
10,0,01577,Lee Janzen,1.28,3,234
10,0,01928,Corey Pavin,1.28,3,234
10,0,25804,Bubba Watson,1.28,3,234
14,0,20160,Charlie Wi,1.31,4,306
15,0,21731,Freddie Jacobson,1.39,4,288
15,0,27466,Spencer Levin,1.39,3,216
17,0,10809,Jim Furyk,1.46,5,342
17,0,28158,Steve Marino,1.46,5,342
19,0,08793,Tiger Woods,1.48,4,270
20,0,22371,Aaron Baddeley,1.52,3,198
21,0,06251,Chris DiMarco,1.54,5,324
21,0,21805,Harrison Frazar,1.54,5,324
21,0,22348,Nick O'Hern,1.54,5,324
21,0,06527,Steve Stricker,1.54,5,324
25,0,19846,Brian Gay,1.59,6,378
26,0,26596,Ryan Moore,1.63,5,306
27,0,24357,K.J. Choi,1.67,3,180
27,0,21753,Brian Davis,1.67,6,360
27,0,21961,Charles Howell III,1.67,6,360
27,0,02239,Scott Verplank,1.67,6,360
31,0,08931,Glen Day,1.71,4,234
31,0,01707,Steve Lowery,1.71,4,234
33,0,01948,Tim Petrovic,1.74,5,288
33,0,23621,Rory Sabbatini,1.74,5,288
35,0,12510,Chad Campbell,1.75,6,342
36,0,20472,Alex Cejka,1.85,5,270
36,0,20229,Stewart Cink,1.85,5,270
36,0,01313,Steve Elkington,1.85,4,216
36,0,01329,Brad Faxon,1.85,2,108
36,0,20634,Peter Lonard,1.85,4,216
41,0,10860,Justin Leonard,1.94,7,360
42,0,23135,Tim Clark,1.96,6,306
42,0,22293,Heath Slocum,1.96,6,306
44,0,01945,Kenny Perry,2.02,8,396
45,0,20127,Chris Riley,2.08,6,288
46,0,02206,David Toms,2.12,8,378
47,0,22961,David Mathis,2.14,5,234
47,0,26476,Chez Reavie,2.14,5,234
49,0,24507,Jason Bohn,2.16,7,324
49,0,23983,Luke Donald,2.16,7,324
51,0,24846,Ricky Barnes,2.22,4,180
51,0,01132,Mark Brooks,2.22,4,180
51,0,06522,Ernie Els,2.22,6,270
51,0,25396,Kevin Na,2.22,8,360
51,0,22548,Patrick Sheehan,2.22,4,180
51,0,30927,Brendon Todd,2.22,2,90
57,0,27060,John Mallinger,2.29,7,306
57,0,07749,Brett Quigley,2.29,7,306
59,0,10733,Kent Jones,2.31,5,216
59,0,12602,Dean Wilson,2.31,5,216
61,0,23541,Ben Crane,2.34,8,342
61,0,23353,J.J. Henry,2.34,8,342
61,0,22913,John Rollins,2.34,8,342
64,0,01810,Phil Mickelson,2.38,6,252
64,0,31323,Gary Woodland,2.38,3,126
66,0,20593,Greg Chalmers,2.43,7,288
67,0,10585,Scott McCarron,2.47,8,324
67,0,20691,Greg Owen,2.47,8,324
67,0,23497,Tag Ridings,2.47,4,162
67,0,08845,Scott Sterling,2.47,4,162
71,0,20645,John Senden,2.50,9,360
71,0,06595,Kevin Sutherland,2.50,9,360
73,0,01035,Tommy Armour III,2.53,5,198
73,0,20848,Ángel Cabrera,2.53,5,198
73,0,26300,Matt Jones,2.53,5,198
73,0,01677,Tom Lehman,2.53,5,198
73,0,26881,Jarrod Lyle,2.53,5,198
78,0,28089,Jason Day,2.56,6,234
78,0,21209,Sergio Garcia,2.56,6,234
78,0,23800,Bryce Molder,2.56,6,234
81,0,07867,Woody Austin,2.61,8,306
81,0,12652,Cameron Beckman,2.61,8,306
81,0,20157,Retief Goosen,2.61,8,306
81,0,27933,John Merrick,2.61,8,306
85,0,08075,Jerry Kelly,2.63,9,342
85,0,24503,Jeff Klauk,2.63,9,342
87,0,23718,Nathan Green,2.65,10,378
88,0,20574,Mathew Goggin,2.78,6,216
88,0,01473,Todd Hamilton,2.78,6,216
88,0,12782,Tim Herron,2.78,8,288
88,0,06012,Greg Kraft,2.78,2,72
88,0,24449,Parker McLachlin,2.78,5,180
88,0,25562,Andres Romero,2.78,5,180
88,0,22405,Justin Rose,2.78,7,252
88,0,24502,Adam Scott,2.78,4,144
88,0,25632,Jimmy Walker,2.78,6,216
88,0,27095,Nick Watney,2.78,9,324
98,0,30925,Dustin Johnson,2.94,9,306
98,0,22046,Geoff Ogilvy,2.94,9,306
100,0,06004,Stephen Ames,2.96,8,270
101,0,20766,Padraig Harrington,2.99,7,234
101,0,21949,Joe Ogilvie,2.99,7,234
101,0,25190,Jeff Quinney,2.99,7,234
104,0,01161,Mark Calcavecchia,3.03,6,198
105,0,25900,Lucas Glover,3.06,11,360
105,0,25240,D.A. Points,3.06,11,360
107,0,24358,Robert Garrigus,3.13,9,288
107,0,29718,Anthony Kim,3.13,9,288
