RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES
1,0,26420,Richard Johnson,.65,2,306
2,0,01329,Brad Faxon,.79,1,126
2,0,01928,Corey Pavin,.79,2,252
2,0,22295,Darron Stiles,.79,1,126
5,0,23800,Bryce Molder,1.19,3,252
6,0,23135,Tim Clark,1.23,4,324
6,0,23983,Luke Donald,1.23,4,324
6,0,20160,Charlie Wi,1.23,4,324
9,0,26476,Chez Reavie,1.28,3,234
10,0,26881,Jarrod Lyle,1.39,3,216
10,0,02239,Scott Verplank,1.39,5,360
12,0,24490,George McNeill,1.48,4,270
13,0,21878,Mark Wilson,1.52,6,396
14,0,09011,David Duval,1.59,2,126
15,0,20593,Greg Chalmers,1.63,5,306
15,0,01320,Bob Estes,1.63,5,306
15,0,27933,John Merrick,1.63,5,306
18,0,23623,Bo Van Pelt,1.67,6,360
19,0,01313,Steve Elkington,1.71,4,234
19,0,26679,Kevin Stadler,1.71,4,234
21,0,23325,Vaughn Taylor,1.74,5,288
22,0,08075,Jerry Kelly,1.75,6,342
23,0,06004,Stephen Ames,1.85,5,270
23,0,20157,Retief Goosen,1.85,6,324
23,0,24024,Zach Johnson,1.85,7,378
23,0,01810,Phil Mickelson,1.85,5,270
23,0,21949,Joe Ogilvie,1.85,5,270
23,0,25345,Carl Pettersson,1.85,5,270
23,0,25818,Scott Piercy,1.85,5,270
23,0,06527,Steve Stricker,1.85,6,324
23,0,25632,Jimmy Walker,1.85,5,270
32,0,06251,Chris DiMarco,1.94,7,360
32,0,28158,Steve Marino,1.94,7,360
34,0,22046,Geoff Ogilvy,1.96,6,306
35,0,22961,David Mathis,1.98,5,252
36,0,07749,Brett Quigley,2.05,7,342
36,0,10423,Mike Weir,2.05,7,342
38,0,20229,Stewart Cink,2.08,6,288
38,0,31416,Derek Fathauer,2.08,3,144
38,0,23621,Rory Sabbatini,2.08,6,288
41,0,21209,Sergio Garcia,2.14,5,234
41,0,25804,Bubba Watson,2.14,5,234
41,0,12602,Dean Wilson,2.14,5,234
44,0,20104,Ken Duke,2.22,6,270
44,0,25900,Lucas Glover,2.22,8,360
44,0,10117,Bob Heintz,2.22,4,180
44,0,24503,Jeff Klauk,2.22,8,360
44,0,23497,Tag Ridings,2.22,4,180
49,0,02206,David Toms,2.27,9,396
50,0,20127,Chris Riley,2.29,7,306
51,0,01035,Tommy Armour III,2.31,5,216
51,0,30711,Colt Knost,2.31,5,216
51,0,12705,Cliff Kresge,2.31,5,216
51,0,24138,Ian Poulter,2.31,5,216
55,0,30925,Dustin Johnson,2.34,8,342
56,0,22621,Ben Curtis,2.38,6,252
56,0,21753,Brian Davis,2.38,9,378
56,0,28089,Jason Day,2.38,6,252
56,0,19846,Brian Gay,2.38,9,378
56,0,20766,Padraig Harrington,2.38,6,252
56,0,20572,Rod Pampling,2.38,6,252
56,0,21959,Ted Purdy,2.38,9,378
63,0,20498,Briny Baird,2.43,7,288
64,0,01948,Tim Petrovic,2.47,8,324
65,0,23541,Ben Crane,2.50,9,360
65,0,10809,Jim Furyk,2.50,9,360
65,0,28475,Jeff Overton,2.50,9,360
68,0,28087,Kris Blanks,2.53,5,198
69,0,01473,Todd Hamilton,2.56,6,234
69,0,27466,Spencer Levin,2.56,6,234
69,0,23320,Ryan Palmer,2.56,6,234
72,0,08793,Tiger Woods,2.59,7,270
73,0,12782,Tim Herron,2.61,8,306
74,0,21961,Charles Howell III,2.65,10,378
74,0,25396,Kevin Na,2.65,10,378
76,0,22371,Aaron Baddeley,2.78,6,216
76,0,07223,Brian Bateman,2.78,3,108
76,0,01142,Bart Bryant,2.78,6,216
76,0,08931,Glen Day,2.78,7,252
76,0,23638,Brendon de Jonge,2.78,8,288
76,0,12716,Charley Hoffman,2.78,11,396
76,0,29718,Anthony Kim,2.78,8,288
76,0,26301,James Nitties,2.78,8,288
76,0,20691,Greg Owen,2.78,10,360
76,0,25190,Jeff Quinney,2.78,7,252
76,0,24502,Adam Scott,2.78,4,144
