RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,ATTEMPTS,2 PUTT OR BETTER %
1,0,23778,Brad Adamonis,.00,0,246,100.0
1,0,06197,Michael Allen,.00,0,233,100.0
1,0,10885,Robert Allenby,.00,0,209,100.0
1,0,06004,Stephen Ames,.00,0,204,100.0
1,0,23048,Eric Axley,.00,0,248,100.0
1,0,20498,Briny Baird,.00,0,266,100.0
1,0,07223,Brian Bateman,.00,0,184,100.0
1,0,12652,Cameron Beckman,.00,0,279,100.0
1,0,23614,Rich Beem,.00,0,226,100.0
1,0,20070,Matt Bettencourt,.00,0,341,100.0
1,0,28087,Kris Blanks,.00,0,179,100.0
1,0,24507,Jason Bohn,.00,0,315,100.0
1,0,01142,Bart Bryant,.00,0,204,100.0
1,0,12510,Chad Campbell,.00,0,269,100.0
1,0,20593,Greg Chalmers,.00,0,267,100.0
1,0,20229,Stewart Cink,.00,0,218,100.0
1,0,23135,Tim Clark,.00,0,250,100.0
1,0,23541,Ben Crane,.00,0,310,100.0
1,0,22621,Ben Curtis,.00,0,193,100.0
1,0,08931,Glen Day,.00,0,244,100.0
1,0,23638,Brendon de Jonge,.00,0,293,100.0
1,0,06251,Chris DiMarco,.00,0,383,100.0
1,0,23983,Luke Donald,.00,0,251,100.0
1,0,25686,Jason Dufner,.00,0,314,100.0
1,0,20104,Ken Duke,.00,0,314,100.0
1,0,06621,Joe Durant,.00,0,163,100.0
1,0,09011,David Duval,.00,0,156,100.0
1,0,01320,Bob Estes,.00,0,306,100.0
1,0,07457,Steve Flesch,.00,0,237,100.0
1,0,21805,Harrison Frazar,.00,0,346,100.0
1,0,10809,Jim Furyk,.00,0,274,100.0
1,0,21209,Sergio Garcia,.00,0,172,100.0
1,0,24358,Robert Garrigus,.00,0,266,100.0
1,0,25900,Lucas Glover,.00,0,302,100.0
1,0,20574,Mathew Goggin,.00,0,242,100.0
1,0,20157,Retief Goosen,.00,0,244,100.0
1,0,06643,Paul Goydos,.00,0,252,100.0
1,0,23718,Nathan Green,.00,0,373,100.0
1,0,24924,Bill Haas,.00,0,330,100.0
1,0,20766,Padraig Harrington,.00,0,223,100.0
1,0,10117,Bob Heintz,.00,0,210,100.0
1,0,23353,J.J. Henry,.00,0,273,100.0
1,0,21350,Ryuji Imada,.00,0,296,100.0
1,0,21731,Freddie Jacobson,.00,0,292,100.0
1,0,26420,Richard Johnson,.00,0,273,100.0
1,0,24024,Zach Johnson,.00,0,303,100.0
1,0,10733,Kent Jones,.00,0,233,100.0
1,0,26300,Matt Jones,.00,0,166,100.0
1,0,08075,Jerry Kelly,.00,0,317,100.0
1,0,24503,Jeff Klauk,.00,0,335,100.0
1,0,30711,Colt Knost,.00,0,207,100.0
1,0,06012,Greg Kraft,.00,0,168,100.0
1,0,12705,Cliff Kresge,.00,0,279,100.0
1,0,23108,Matt Kuchar,.00,0,274,100.0
1,0,27936,Martin Laird,.00,0,233,100.0
1,0,01677,Tom Lehman,.00,0,108,100.0
1,0,26851,Marc Leishman,.00,0,303,100.0
1,0,10860,Justin Leonard,.00,0,312,100.0
1,0,26695,Michael Letzig,.00,0,363,100.0
1,0,20634,Peter Lonard,.00,0,291,100.0
1,0,01706,Davis Love III,.00,0,304,100.0
1,0,01707,Steve Lowery,.00,0,298,100.0
1,0,26881,Jarrod Lyle,.00,0,189,100.0
1,0,01724,Jeff Maggert,.00,0,253,100.0
1,0,27060,John Mallinger,.00,0,304,100.0
1,0,28158,Steve Marino,.00,0,335,100.0
1,0,22961,David Mathis,.00,0,261,100.0
1,0,27120,Troy Matteson,.00,0,301,100.0
1,0,01766,Billy Mayfair,.00,0,277,100.0
1,0,24449,Parker McLachlin,.00,0,270,100.0
1,0,24490,George McNeill,.00,0,299,100.0
1,0,01797,Rocco Mediate,.00,0,268,100.0
1,0,27933,John Merrick,.00,0,253,100.0
1,0,01810,Phil Mickelson,.00,0,231,100.0
1,0,23800,Bryce Molder,.00,0,201,100.0
1,0,26596,Ryan Moore,.00,0,284,100.0
1,0,25396,Kevin Na,.00,0,314,100.0
1,0,26301,James Nitties,.00,0,307,100.0
1,0,24140,Sean O'Hair,.00,0,233,100.0
1,0,22348,Nick O'Hern,.00,0,332,100.0
1,0,21949,Joe Ogilvie,.00,0,341,100.0
1,0,22046,Geoff Ogilvy,.00,0,232,100.0
1,0,27683,Leif Olson,.00,0,174,100.0
1,0,28475,Jeff Overton,.00,0,335,100.0
1,0,20691,Greg Owen,.00,0,278,100.0
1,0,23320,Ryan Palmer,.00,0,267,100.0
1,0,20572,Rod Pampling,.00,0,261,100.0
1,0,01928,Corey Pavin,.00,0,205,100.0
1,0,24361,Pat Perez,.00,0,267,100.0
1,0,01941,Tom Pernice Jr.,.00,0,310,100.0
1,0,01945,Kenny Perry,.00,0,287,100.0
1,0,01948,Tim Petrovic,.00,0,374,100.0
1,0,24138,Ian Poulter,.00,0,193,100.0
1,0,06539,Rick Price,.00,0,156,100.0
1,0,07749,Brett Quigley,.00,0,304,100.0
1,0,25190,Jeff Quinney,.00,0,293,100.0
1,0,26476,Chez Reavie,.00,0,274,100.0
1,0,23497,Tag Ridings,.00,0,157,100.0
1,0,20127,Chris Riley,.00,0,295,100.0
1,0,22913,John Rollins,.00,0,330,100.0
1,0,22405,Justin Rose,.00,0,222,100.0
1,0,20645,John Senden,.00,0,315,100.0
1,0,22548,Patrick Sheehan,.00,0,138,100.0
1,0,29221,Webb Simpson,.00,0,356,100.0
1,0,27649,Brandt Snedeker,.00,0,253,100.0
1,0,08845,Scott Sterling,.00,0,160,100.0
1,0,22295,Darron Stiles,.00,0,172,100.0
1,0,06527,Steve Stricker,.00,0,282,100.0
1,0,27963,Chris Stroud,.00,0,288,100.0
1,0,23325,Vaughn Taylor,.00,0,308,100.0
1,0,28118,Peter Tomasulo,.00,0,184,100.0
1,0,23788,D.J. Trahan,.00,0,295,100.0
1,0,25919,Brian Vranesh,.00,0,167,100.0
1,0,26951,Johnson Wagner,.00,0,275,100.0
1,0,25632,Jimmy Walker,.00,0,287,100.0
1,0,23349,Charles Warren,.00,0,189,100.0
1,0,27095,Nick Watney,.00,0,276,100.0
1,0,25804,Bubba Watson,.00,0,242,100.0
1,0,26498,Matt Weibring,.00,0,224,100.0
1,0,10423,Mike Weir,.00,0,290,100.0
1,0,10425,Jay Williamson,.00,0,209,100.0
1,0,31323,Gary Woodland,.00,0,121,100.0
1,0,08793,Tiger Woods,.00,0,212,100.0
1,0,24663,Y.E. Yang,.00,0,265,100.0
125,0,20850,Daniel Chopra,.27,1,367,99.7
126,0,19846,Brian Gay,.28,1,362,99.7
126,0,12716,Charley Hoffman,.28,1,361,99.7
126,0,25240,D.A. Points,.28,1,351,99.7
129,0,28780,Nicholas Thompson,.29,1,347,99.7
130,0,12782,Tim Herron,.30,1,335,99.7
130,0,10585,Scott McCarron,.30,1,330,99.7
130,0,23623,Bo Van Pelt,.30,1,331,99.7
133,0,20160,Charlie Wi,.31,1,322,99.6
133,0,21878,Mark Wilson,.31,1,326,99.6
135,0,21961,Charles Howell III,.32,1,309,99.6
135,0,22293,Heath Slocum,.32,1,310,99.6
135,0,27214,Kevin Streelman,.32,1,315,99.6
135,0,02239,Scott Verplank,.32,1,309,99.6
139,0,02206,David Toms,.33,1,300,99.6
140,0,07867,Woody Austin,.34,1,291,99.6
140,0,06595,Kevin Sutherland,.34,1,292,99.6
142,0,20472,Alex Cejka,.35,1,289,99.6
142,0,24781,Hunter Mahan,.35,1,282,99.6
142,0,28620,Aron Price,.35,1,285,99.6
142,0,23621,Rory Sabbatini,.35,1,282,99.6
146,0,29718,Anthony Kim,.36,1,276,99.6
146,0,23548,Bill Lunde,.36,1,276,99.6
146,0,25345,Carl Pettersson,.36,1,279,99.6
149,0,25818,Scott Piercy,.37,1,270,99.6
149,0,12602,Dean Wilson,.37,1,268,99.6
151,0,01577,Lee Janzen,.38,1,261,99.6
152,0,22371,Aaron Baddeley,.40,1,253,99.6
152,0,27141,J.B. Holmes,.40,1,250,99.6
154,0,01161,Mark Calcavecchia,.41,1,245,99.5
154,0,27466,Spencer Levin,.41,1,245,99.5
156,0,30925,Dustin Johnson,.42,1,239,99.5
157,0,01473,Todd Hamilton,.43,1,231,99.5
157,0,26668,Marc Turnesa,.43,1,231,99.5
159,0,06522,Ernie Els,.44,1,229,99.5
159,0,26289,Boo Weekley,.44,1,229,99.5
161,0,28089,Jason Day,.46,1,216,99.5
161,0,26679,Kevin Stadler,.46,1,217,99.5
163,0,24846,Ricky Barnes,.47,1,215,99.5
163,0,06567,Vijay Singh,.47,1,211,99.5
163,0,26497,Casey Wittenberg,.47,1,212,99.5
166,0,31416,Derek Fathauer,.48,1,209,99.5
166,0,27770,Camilo Villegas,.48,1,208,99.5
168,0,01313,Steve Elkington,.49,1,206,99.5
169,0,01035,Tommy Armour III,.52,1,191,99.4
169,0,24357,K.J. Choi,.52,1,192,99.4
171,0,24502,Adam Scott,.57,1,176,99.4
172,0,01132,Mark Brooks,.60,1,167,99.4
172,0,30927,Brendon Todd,.60,1,167,99.4
174,0,25562,Andres Romero,.61,1,164,99.3
175,0,20848,Ángel Cabrera,.62,1,162,99.3
175,0,21959,Ted Purdy,.62,2,322,99.3
177,0,01226,Fred Couples,.63,1,160,99.3
178,0,24925,Jonathan Byrd,.64,2,312,99.3
179,0,20098,Stuart Appleby,.75,2,267,99.2
180,0,21753,Brian Davis,.77,3,388,99.2
181,0,22892,Jason Gore,.78,2,258,99.2
182,0,01329,Brad Faxon,.93,2,214,99.0
183,0,24912,Will MacKenzie,1.30,3,230,98.7
184,0,02214,Kirk Triplett,1.75,4,229,98.2
