RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL 1 PUTTS,TOTAL ROUNDS
1,0,01329,Brad Faxon,7.99,767,96
2,0,01024,Billy Andrade,7.71,663,86
3,0,06643,Paul Goydos,7.68,745,97
4,0,11653,Paul Curry,7.67,491,64
5,0,19881,Robert Damron,7.64,695,91
6,0,20127,Chris Riley,7.50,705,94
7,0,23621,Rory Sabbatini,7.46,619,83
8,0,01331,Rick Fehr,7.45,529,71
8,0,10117,Bob Heintz,7.45,633,85
8,0,07753,Kevin Wentworth,7.45,596,80
11,0,01098,Jay Don Blake,7.43,691,93
12,0,20094,Jonathan Kaye,7.42,831,112
13,0,01323,Brad Fabel,7.41,652,88
13,0,10585,Scott McCarron,7.41,726,98
15,0,19846,Brian Gay,7.39,732,99
16,0,06613,Tommy Tolles,7.38,443,60
17,0,11032,Frank Lickliter II,7.36,773,105
18,0,01042,Paul Azinger,7.33,528,72
18,0,02131,Mike Springer,7.33,594,81
20,0,08931,Glen Day,7.30,672,92
21,0,01928,Corey Pavin,7.28,539,74
21,0,02218,Ted Tryba,7.28,808,111
23,0,08375,Paul Stankowski,7.26,530,73
24,0,08993,Franklin Langham,7.24,659,91
25,0,10425,Jay Williamson,7.23,737,102
26,0,01887,Mark O'Meara,7.22,397,55
27,0,01619,Skip Kendall,7.21,807,112
28,0,01489,Steve Hart,7.20,504,70
28,0,01823,Larry Mize,7.20,497,69
28,0,10912,Craig Perks,7.20,590,82
31,0,21593,Keith Nolan,7.19,410,57
31,0,22064,Craig Spence,7.19,611,85
33,0,07749,Brett Quigley,7.17,452,63
34,0,01175,Jim Carter,7.15,672,94
34,0,12823,Carlos Franco,7.15,601,84
36,0,21949,Joe Ogilvie,7.14,650,91
36,0,01941,Tom Pernice Jr.,7.14,685,96
38,0,06522,Ernie Els,7.13,485,68
38,0,21209,Sergio Garcia,7.13,371,52
38,0,01810,Phil Mickelson,7.13,570,80
41,0,01374,Robin Freeman,7.12,698,98
41,0,06617,Brian Henninger,7.12,634,89
43,0,01132,Mark Brooks,7.11,626,88
43,0,21805,Harrison Frazar,7.11,498,70
43,0,21007,Gabriel Hjertstedt,7.11,590,83
43,0,01599,Steve Jones,7.11,505,71
43,0,08075,Jerry Kelly,7.11,789,111
43,0,06090,Jim McGovern,7.11,377,53
49,0,01072,Chip Beck,7.10,348,49
49,0,01116,Michael Bradley,7.10,518,73
49,0,01203,Russ Cochran,7.10,504,71
49,0,01361,Dan Forsman,7.10,625,88
49,0,08537,J.P. Hayes,7.10,632,89
49,0,12449,Ryan Howison,7.10,575,81
49,0,01761,Len Mattiace,7.10,760,107
56,0,06004,Stephen Ames,7.09,674,95
56,0,06088,Steve Gotsche,7.09,631,89
56,0,06140,Sean Murphy,7.09,709,100
59,0,20043,Edward Fryatt,7.08,687,97
60,0,01723,Andrew Magee,7.07,516,73
60,0,08547,John Maginnes,7.07,700,99
62,0,01457,Jay Haas,7.06,544,77
62,0,20095,Carl Paulson,7.06,727,103
64,0,01418,Bill Glasson,7.05,656,93
64,0,06062,Charles Raulerson,7.05,691,98
64,0,02010,Loren Roberts,7.05,606,86
64,0,11011,Mike Sposa,7.05,515,73
