RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# OF HOLES
1,0,01958,Dan Pohl,83.16,395,475
2,0,01938,David Peoples,82.03,598,729
3,0,02321,Fuzzy Zoeller,81.55,504,618
4,0,01385,Jim Gallagher Jr.,79.45,607,764
5,0,01226,Fred Couples,79.36,419,528
6,0,01418,Bill Glasson,79.30,586,739
7,0,01219,John Cook,79.24,603,761
8,0,06034,Marco Dawson,79.14,683,863
9,0,01313,Steve Elkington,79.11,602,761
10,0,01706,Davis Love III,79.10,632,799
11,0,01306,David Edwards,79.07,593,750
12,0,02146,Payne Stewart,79.04,656,830
13,0,01553,John Huston,79.01,719,910
14,0,01677,Tom Lehman,78.84,637,808
15,0,01971,Dillard Pruitt,78.70,750,953
16,0,01690,Bruce Lietzke,78.66,376,478
17,0,01975,Tom Purtzer,78.43,400,510
18,0,01060,Dave Barr,78.34,698,891
19,0,01876,Greg Norman,78.31,390,498
20,0,01042,Paul Azinger,78.14,579,741
20,0,01648,Billy Kratzert,78.14,379,485
22,0,01320,Bob Estes,78.08,741,949
23,0,02133,Craig Stadler,78.04,526,674
24,0,01527,Scott Hoch,77.94,696,893
25,0,06332,Neal Lancaster,77.92,681,874
26,0,01771,Blaine McCallister,77.85,682,876
27,0,01928,Corey Pavin,77.78,679,873
28,0,02223,Bob Tway,77.74,405,521
29,0,01723,Andrew Magee,77.71,530,682
30,0,01823,Larry Mize,77.50,565,729
31,0,01550,Ed Humenik,77.49,647,835
32,0,02101,Joey Sindelar,77.35,461,596
33,0,01203,Russ Cochran,77.32,634,820
33,0,01569,Peter Jacobsen,77.32,617,798
35,0,01457,Jay Haas,77.27,775,1003
36,0,02033,Dave Rummells,77.15,557,722
37,0,01098,Jay Don Blake,77.02,496,644
38,0,01837,Gil Morgan,76.82,643,837
39,0,01890,Brett Ogle,76.77,337,439
40,0,01846,Jodie Mudd,76.62,403,526
41,0,02180,Harry Taylor,76.59,674,880
42,0,01766,Billy Mayfair,76.55,891,1164
42,0,01968,Nick Price,76.55,506,661
44,0,02010,Loren Roberts,76.51,762,996
45,0,01887,Mark O'Meara,76.50,573,749
46,0,01707,Steve Lowery,76.46,747,977
47,0,01945,Kenny Perry,76.44,649,849
48,0,01724,Jeff Maggert,76.39,660,864
49,0,06006,JC Anderson,76.35,510,668
50,0,01926,Steve Pate,76.32,580,760
51,0,01006,John Adams,76.30,589,772
52,0,01116,Michael Bradley,76.23,465,610
53,0,06128,Steve Lamontagne,76.22,625,820
54,0,01725,John Mahaffey,76.20,557,731
55,0,02225,Howard Twitty,76.14,603,792
56,0,02242,Lanny Wadkins,76.13,504,662
57,0,01715,Mark Lye,76.11,430,565
58,0,01633,Tom Kite,76.09,490,644
59,0,02256,Tom Watson,76.07,372,489
60,0,01143,Brad Bryant,76.06,680,894
61,0,01549,Mike Hulbert,76.02,669,880
62,0,01200,Keith Clearwater,76.00,700,921
63,0,01185,Brandel Chamblee,75.97,610,803
64,0,01783,Mark McCumber,75.91,545,718
65,0,01323,Brad Fabel,75.90,551,726
66,0,01475,Donnie Hammond,75.77,660,871
67,0,01607,Brian Kamm,75.70,595,786
68,0,01361,Dan Forsman,75.69,576,761
69,0,02298,Jim Woodward,75.57,331,438
70,0,02100,Tim Simpson,75.51,660,874
71,0,01682,Wayne Levi,75.48,545,722
72,0,01331,Rick Fehr,75.47,717,950
72,0,06044,Scott Gump,75.47,689,913
74,0,01564,David Jackson,75.21,537,714
75,0,01093,Ronnie Black,75.03,574,765
75,0,02170,Hal Sutton,75.03,580,773
77,0,01035,Tommy Armour III,75.00,378,504
77,0,06086,Russell Beiersdorf,75.00,696,928
79,0,08045,Perry Moss,74.97,593,791
80,0,02214,Kirk Triplett,74.91,654,873
81,0,01161,Mark Calcavecchia,74.87,569,760
82,0,01261,Jay Delsing,74.85,643,859
83,0,02246,Duffy Waldorf,74.81,487,651
84,0,01249,John Daly,74.75,373,499
85,0,02131,Mike Springer,74.72,529,708
86,0,01577,Lee Janzen,74.67,619,829
87,0,01559,Hale Irwin,74.66,492,659
88,0,01197,Bobby Clampett,74.63,353,473
89,0,02245,Grant Waite,74.54,606,813
90,0,01891,David Ogrin,74.53,708,950
91,0,02067,Ted Schulz,74.52,588,789
92,0,01096,Phil Blackmar,74.50,558,749
93,0,01619,Skip Kendall,74.48,715,960
94,0,06058,John Flannery,74.41,660,887
94,0,01533,P.H. Horgan III,74.41,599,805
94,0,01797,Rocco Mediate,74.41,628,844
94,0,02218,Ted Tryba,74.41,663,891
98,0,01390,Buddy Gardner,74.38,357,480
99,0,01510,Nolan Henke,74.34,591,795
100,0,02135,Mike Standly,74.32,570,767
101,0,02104,Jeff Sluman,74.28,615,828
102,0,01388,Robert Gamez,74.26,574,773
103,0,01024,Billy Andrade,74.25,597,804
103,0,06136,Mike Schuchart,74.25,519,699
105,0,01191,Barry Cheesman,74.23,533,718
105,0,01810,Phil Mickelson,74.23,455,613
107,0,01201,Lennie Clements,74.12,610,823
108,0,02090,Tom Sieckmann,74.05,642,867
109,0,01072,Chip Beck,74.02,550,743
109,0,01378,David Frost,74.02,473,639
111,0,01014,Fulton Allem,74.01,689,931
111,0,02206,David Toms,74.01,561,758
113,0,01408,Kelly Gibson,73.95,670,906
113,0,06617,Brian Henninger,73.95,619,837
115,0,06575,Dudley Hart,73.88,608,823
116,0,06197,Michael Allen,73.83,553,749
117,0,01414,Bob Gilder,73.81,513,695
118,0,02111,Mike Smith,73.79,625,847
119,0,01132,Mark Brooks,73.74,671,910
120,0,02294,Willie Wood,73.73,494,670
121,0,01129,Bill Britton,73.72,620,841
122,0,02049,Gene Sauers,73.67,610,828
123,0,01444,Ken Green,73.63,391,531
124,0,01196,Brian Claar,73.62,776,1054
125,0,06599,John Elliott,73.57,451,613
126,0,01307,Joel Edwards,73.53,625,850
127,0,02185,Lance Ten Broeck,73.52,647,880
128,0,01920,Craig Parry,73.50,452,615
128,0,02267,D.A. Weibring,73.50,577,785
130,0,02099,Scott Simpson,73.45,498,678
131,0,06090,Jim McGovern,73.41,878,1196
132,0,06284,Jim Hallet,73.36,592,807
133,0,01374,Robin Freeman,73.30,549,749
134,0,01701,Bob Lohr,73.29,653,891
135,0,01435,Wayne Grady,73.26,315,430
136,0,02007,Larry Rinker,73.17,529,723
137,0,02159,Curtis Strange,73.06,556,761
138,0,01381,Fred Funk,73.00,895,1226
139,0,02279,Mark Wiebe,72.93,609,835
140,0,01946,Peter Persons,72.91,662,908
141,0,01736,Roger Maltbie,72.86,392,538
141,0,02224,Greg Twiggs,72.86,553,759
143,0,06643,Paul Goydos,72.66,699,962
144,0,02217,Dennis Trixler,72.60,583,803
145,0,02190,Doug Tewell,72.59,519,715
146,0,02241,Bobby Wadkins,72.53,441,608
147,0,01329,Brad Faxon,72.47,495,683
148,0,01288,Ed Dougherty,72.38,773,1068
149,0,01284,Mike Donald,72.26,594,822
150,0,01218,Jeff Cook,72.23,554,767
151,0,02303,Robert Wrenn,72.12,520,721
152,0,01049,Ian Baker-Finch,72.02,381,529
153,0,10795,Neale Smith,72.00,360,500
154,0,06566,Jaime Gomez,71.91,622,865
155,0,07569,Mark Carnevale,71.82,678,944
156,0,01282,Trevor Dodds,71.79,509,709
157,0,02322,Richard Zokol,71.78,491,684
158,0,01469,Dan Halldorson,71.77,511,712
159,0,05319,Gene Jones,71.75,386,538
160,0,01235,Ben Crenshaw,71.62,429,599
161,0,01930,Eddie Pearce,71.58,393,549
162,0,10195,Tim Conley,71.52,452,632
163,0,01864,Larry Nelson,71.46,363,508
164,0,01248,Rick Dalpos,71.43,395,553
165,0,01353,Bruce Fleisher,71.41,662,927
166,0,02201,Jim Thorpe,71.40,362,507
167,0,01157,Tom Byrum,71.36,563,789
168,0,06124,Patrick Burke,71.30,410,575
169,0,06012,Greg Kraft,71.25,466,654
170,0,02255,Denis Watson,71.09,364,512
171,0,01755,Dick Mast,70.93,549,774
172,0,08759,Tad Rhyan,70.59,528,748
173,0,01346,Ed Fiori,70.54,716,1015
174,0,01849,Bill Murchison,70.29,336,478
175,0,08553,Lee Porter,69.94,335,479
176,0,01468,Gary Hallberg,69.62,518,744
177,0,01659,Massy Kuramoto,68.43,349,510
178,0,01761,Len Mattiace,68.21,487,714
179,0,10207,Jimmy Johnston,68.13,436,640
180,0,01068,Andy Bean,68.09,335,492
181,0,06589,Jeff Woodland,68.02,504,741
182,0,01557,John Inman,67.98,688,1012
183,0,01495,Morris Hatalsky,67.09,426,635
184,0,06401,Marty Schiene,66.18,405,612
185,0,01934,Dave Peege,65.89,394,598
186,0,01443,Hubert Green,65.61,372,567
187,0,06144,John Dowdall,65.02,368,566
188,0,06691,Greg Cesario,63.27,329,520
189,0,06247,David Delong,62.92,302,480
