RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ADJUSTMENT,TOTAL ROUNDS
117,0,21878,Mark Wilson,71.098,6145,40.536,87
118,0,27933,John Merrick,71.102,7708,42.122,109
119,0,26951,Johnson Wagner,71.113,6028,16.630,85
120,0,27330,Josh Teater,71.116,7157,25.687,101
121,0,07867,Woody Austin,71.121,6572,42.269,93
122,0,26679,Kevin Stadler,71.149,6085,33.821,86
123,0,26420,Richard Johnson,71.156,6361,43.017,90
124,0,27936,Martin Laird,71.158,6445,30.422,91
125,0,20436,Garrett Willis,71.159,5797,38.020,82
126,0,22378,Trevor Immelman,71.162,3925,- 11.106,55
127,0,12782,Tim Herron,71.171,5602,20.537,79
128,0,01577,Lee Janzen,71.194,5452,29.943,77
129,0,25818,Scott Piercy,71.196,6217,48.211,88
130,0,24490,George McNeill,71.207,5609,16.318,79
131,0,24138,Ian Poulter,71.211,3505,- 15.656,49
132,0,20472,Alex Cejka,71.219,5776,- 7.267,81
133,0,12714,Chris Tidland,71.255,5460,26.608,77
134,0,24358,Robert Garrigus,71.264,5028,31.776,71
135,0,27060,John Mallinger,71.270,5539,20.069,78
136,0,26301,James Nitties,71.277,6516,41.452,92
137,0,10425,Jay Williamson,71.290,5367,51.009,76
138,0,21949,Joe Ogilvie,71.296,7025,33.271,99
139,0,27120,Troy Matteson,71.310,5950,40.031,84
140,0,01797,Rocco Mediate,71.341,5047,18.218,71
141,0,23621,Rory Sabbatini,71.366,5551,15.542,78
142,0,28087,Kris Blanks,71.371,6464,30.725,91
143,0,21753,Brian Davis,71.376,7186,22.940,101
144,0,12652,Cameron Beckman,71.395,4832,22.893,68
145,0,12705,Cliff Kresge,71.417,3552,18.836,50
146,0,23718,Nathan Green,71.421,6130,12.194,86
147,0,01766,Billy Mayfair,71.426,5536,35.198,78
148,0,01724,Jeff Maggert,71.445,5403,26.797,76
149,0,32640,Troy Merritt,71.486,6108,39.767,86
150,0,01116,Michael Bradley,71.498,5443,62.329,77
151,0,20572,Rod Pampling,71.501,5481,24.564,77
152,0,25892,Steve Wheatcroft,71.530,5296,- 2.759,74
153,0,06643,Paul Goydos,71.532,5565,14.508,78
154,0,10423,Mike Weir,71.571,4091,- 11.454,57
155,0,20070,Matt Bettencourt,71.575,6496,17.331,91
156,0,08385,Omar Uresti,71.579,5264,32.817,74
157,0,31560,Brian Stuard,71.595,5771,28.166,81
158,0,33419,Cameron Tringale,71.598,3913,24.869,55
159,0,20378,Mathias Grönberg,71.614,4353,15.473,61
160,0,22056,Cameron Percy,71.622,5183,45.435,73
161,0,01619,Skip Kendall,71.640,4126,29.129,58
162,0,27797,Derek Lamely,71.666,5782,22.967,81
163,0,20574,Mathew Goggin,71.672,6061,31.107,85
164,0,09011,David Duval,71.688,5083,6.820,71
164,0,23548,Bill Lunde,71.688,5638,25.374,79
166,0,01249,John Daly,71.697,4486,30.914,63
167,0,22946,Henrik Bjornstad,71.722,5132,31.991,72
168,0,23613,Rich Barcelo,71.751,5018,4.535,70
169,0,20691,Greg Owen,71.770,4930,22.105,69
170,0,28780,Nicholas Thompson,71.815,6284,35.750,88
171,0,26287,Roland Thatcher,71.820,5149,22.075,72
172,0,21959,Ted Purdy,71.824,6161,15.855,86
173,0,28500,Martin Flores,71.882,5354,37.149,75
174,0,20663,Brenden Pappas,71.966,4701,48.742,66
175,0,23307,Roger Tambellini,71.969,5505,36.590,77
176,0,27302,Garth Mulroy,72.000,3789,26.983,53
177,0,29285,Brent Delahoussaye,72.032,4078,27.847,57
178,0,07457,Steve Flesch,72.041,5586,33.201,78
179,0,27613,David Lutterus,72.170,4966,13.735,69
180,0,20850,Daniel Chopra,72.194,5317,25.390,74
181,0,01707,Steve Lowery,72.202,4815,22.552,67
182,0,22122,Andrew McLardy,72.217,3736,19.267,52
183,0,01161,Mark Calcavecchia,72.222,3605,6.082,50
184,0,07363,Craig Bowden,72.229,4036,8.834,56
185,0,12755,Vance Veazey,72.323,4189,5.736,58
186,0,20105,Jeff Gove,72.401,4098,28.859,57
187,0,32617,Jerod Turner,72.602,3895,25.524,54
188,0,26392,Chris Wilson,72.682,4693,31.300,65
189,0,06514,Kevin Johnson,72.878,4494,24.422,62
190,0,24227,Justin Bolli,72.881,3982,26.460,55
191,0,06012,Greg Kraft,73.070,3782,17.663,52
192,0,01329,Brad Faxon,73.116,4217,23.730,58
