RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# OF HOLES
46,0,07003,David Berganio Jr.,76.42,577,755
47,0,06575,Dudley Hart,76.37,543,711
48,0,02159,Curtis Strange,76.29,457,599
49,0,02246,Duffy Waldorf,76.20,653,857
50,0,01723,Andrew Magee,76.18,678,890
51,0,20229,Stewart Cink,76.17,697,915
52,0,01457,Jay Haas,76.07,550,723
53,0,01724,Jeff Maggert,76.06,702,923
54,0,01748,Doug Martin,75.85,804,1060
55,0,06621,Joe Durant,75.84,763,1006
56,0,02099,Scott Simpson,75.83,549,724
56,0,02146,Payne Stewart,75.83,593,782
58,0,01943,Chris Perry,75.82,737,972
59,0,06522,Ernie Els,75.80,404,533
59,0,02135,Mike Standly,75.80,595,785
61,0,01116,Michael Bradley,75.77,519,685
62,0,20099,Doug Barron,75.71,748,988
63,0,01093,Ronnie Black,75.70,542,716
64,0,01185,Brandel Chamblee,75.69,545,720
64,0,01388,Robert Gamez,75.69,573,757
66,0,01331,Rick Fehr,75.52,506,670
66,0,01707,Steve Lowery,75.52,654,866
68,0,01385,Jim Gallagher Jr.,75.47,563,746
69,0,02256,Tom Watson,75.42,362,480
70,0,01633,Tom Kite,75.36,517,686
71,0,01553,John Huston,75.32,528,701
72,0,19881,Robert Damron,75.22,689,916
73,0,01157,Tom Byrum,75.19,776,1032
74,0,01361,Dan Forsman,75.17,563,749
74,0,06527,Steve Stricker,75.17,336,447
76,0,01261,Jay Delsing,75.00,555,740
76,0,01823,Larry Mize,75.00,576,768
78,0,07749,Brett Quigley,74.95,688,918
79,0,01096,Phil Blackmar,74.93,523,698
80,0,02101,Joey Sindelar,74.87,724,967
80,0,08385,Omar Uresti,74.87,730,975
82,0,06617,Brian Henninger,74.86,533,712
83,0,06595,Kevin Sutherland,74.84,601,803
84,0,06034,Marco Dawson,74.82,514,687
85,0,01175,Jim Carter,74.77,732,979
86,0,02218,Ted Tryba,74.73,686,918
87,0,01042,Paul Azinger,74.69,419,561
88,0,01717,Sandy Lyle,74.66,380,509
88,0,06132,Sonny Skinner,74.66,501,671
90,0,10809,Jim Furyk,74.65,742,994
91,0,02049,Gene Sauers,74.61,379,508
92,0,01323,Brad Fabel,74.60,693,929
93,0,07101,Dave Stockton Jr.,74.57,654,877
94,0,06044,Scott Gump,74.52,819,1099
95,0,08375,Paul Stankowski,74.48,677,909
96,0,01035,Tommy Armour III,74.44,670,900
96,0,01098,Jay Don Blake,74.44,635,853
98,0,02214,Kirk Triplett,74.26,681,917
99,0,01761,Len Mattiace,74.19,710,957
100,0,02206,David Toms,74.02,547,739
101,0,10457,Frank Nobilo,74.00,424,573
102,0,06332,Neal Lancaster,73.81,620,840
103,0,01307,Joel Edwards,73.80,617,836
103,0,10207,Jimmy Johnston,73.80,600,813
105,0,02095,Larry Silveira,73.77,374,507
106,0,02133,Craig Stadler,73.72,474,643
107,0,01329,Brad Faxon,73.69,451,612
108,0,01682,Wayne Levi,73.67,470,638
109,0,02100,Tim Simpson,73.60,421,572
110,0,10860,Justin Leonard,73.57,707,961
110,0,01766,Billy Mayfair,73.57,654,889
112,0,01381,Fred Funk,73.54,942,1281
113,0,10962,Bradley Hughes,73.50,563,766
113,0,01996,Mike Reid,73.50,624,849
115,0,01941,Tom Pernice Jr.,73.39,546,744
116,0,01132,Mark Brooks,73.33,583,795
117,0,01510,Nolan Henke,73.29,579,790
118,0,01475,Donnie Hammond,73.17,480,656
119,0,07867,Woody Austin,73.16,567,775
120,0,01968,Nick Price,73.15,425,581
121,0,01487,Jeff Hart,73.13,615,841
122,0,02279,Mark Wiebe,73.12,536,733
123,0,01196,Brian Claar,73.04,409,560
123,0,01891,David Ogrin,73.04,691,946
125,0,01378,David Frost,73.03,436,597
126,0,01014,Fulton Allem,73.00,457,626
127,0,06581,David Sutherland,72.97,548,751
128,0,06515,Shaun Micheel,72.93,326,447
129,0,06012,Greg Kraft,72.91,670,919
130,0,07465,Hideki Kase,72.84,547,751
131,0,10505,Shane Bertsch,72.82,568,780
131,0,01960,Don Pooley,72.82,544,747
133,0,10963,Jimmy Green,72.81,565,776
134,0,08537,J.P. Hayes,72.80,645,886
135,0,06643,Paul Goydos,72.78,722,992
136,0,10837,Kevin Burton,72.73,536,737
137,0,06315,Pete Jordan,72.68,705,970
138,0,02267,D.A. Weibring,72.67,444,611
139,0,08075,Jerry Kelly,72.66,574,790
140,0,20098,Stuart Appleby,72.60,506,697
140,0,05466,Jack O'Keefe,72.60,506,697
142,0,10569,Mike Brisky,72.54,692,954
143,0,08339,Spike McRoy,72.50,472,651
144,0,12826,Paul Claxton,72.44,489,675
145,0,12387,Michael Christie,72.36,589,814
145,0,12663,Phil Tataurangi,72.36,508,702
147,0,08265,Eric Johnson,72.33,494,683
148,0,11032,Frank Lickliter II,72.32,627,867
149,0,20158,Anthony Rodriguez,72.29,360,498
150,0,02010,Loren Roberts,72.12,613,850
151,0,02294,Willie Wood,72.06,575,798
152,0,02166,Chip Sullivan,72.02,435,604
152,0,02226,Tray Tyner,72.02,556,772
154,0,06036,Scott Dunlap,71.91,599,833
155,0,02008,Lee Rinker,71.88,644,896
156,0,06214,Guy Boros,71.76,531,740
157,0,07087,Hugh Royer III,71.70,489,682
158,0,06124,Patrick Burke,71.47,456,638
159,0,01905,Joe Ozaki,71.45,408,571
160,0,02007,Larry Rinker,71.33,637,893
161,0,01353,Bruce Fleisher,71.21,465,653
162,0,06144,John Dowdall,71.19,425,597
163,0,21007,Gabriel Hjertstedt,71.17,479,673
164,0,01533,P.H. Horgan III,71.16,612,860
165,0,01133,Billy Ray Brown,71.00,497,700
166,0,06090,Jim McGovern,70.98,592,834
167,0,01444,Ken Green,70.91,329,464
168,0,01326,Nick Faldo,70.72,326,461
168,0,02225,Howard Twitty,70.72,285,403
170,0,06577,John Wilson,70.70,555,785
171,0,01288,Ed Dougherty,70.68,405,573
172,0,02239,Scott Verplank,70.61,382,541
172,0,02292,Bob Wolcott,70.61,454,643
174,0,10875,Todd Demsey,70.48,413,586
175,0,07267,Allen Doyle,70.42,676,960
176,0,01139,Olin Browne,69.67,749,1075
177,0,01040,Emlyn Aubrey,69.54,484,696
177,0,01306,David Edwards,69.54,532,765
179,0,07363,Craig Bowden,69.47,396,570
180,0,01201,Lennie Clements,69.41,590,850
181,0,07547,Craig Kanada,69.38,315,454
182,0,02242,Lanny Wadkins,69.20,501,724
183,0,07235,John Morse,69.18,660,954
184,0,02131,Mike Springer,69.01,383,555
185,0,01928,Corey Pavin,68.78,401,583
186,0,08547,John Maginnes,68.76,702,1021
187,0,01011,Rafael Alarcon,68.74,486,707
188,0,08931,Glen Day,68.68,535,779
189,0,01864,Larry Nelson,68.58,310,452
190,0,10213,Dicky Pride,68.49,513,749
191,0,08553,Lee Porter,68.34,531,777
192,0,02115,Taylor Smith,67.83,466,687
193,0,01072,Chip Beck,67.21,332,494
194,0,01489,Steve Hart,64.16,444,692
195,0,01346,Ed Fiori,61.51,310,504
