object_name,field_name,field_type,field_description
ScheduleTournament,champions,NON_NULL,
ScheduleTournament,championEarnings,SCALAR,Built-in String
ScheduleTournament,beautyImageAsset,OBJECT,
ScheduleTournament,status,OBJECT,
ScheduleTournament,tournamentStatus,NON_NULL,
ScheduleTournament,sortDate,SCALAR,Built-in String
ScheduleTournament,sequenceNumber,NON_NULL,
ScheduleTournament,purse,SCALAR,Built-in String
ScheduleTournament,ticketsURL,SCALAR,Built-in String
ScheduleTournament,tourStandingHeading,SCALAR,Built-in String
ScheduleTournament,tourStandingValue,SCALAR,Built-in String
ScheduleTournament,display,NON_NULL,
ScheduleTournament,tournamentCategoryInfo,OBJECT,
ScheduleTournament,ticketmasterAttractionId,SCALAR,Built-in String
ScheduleTournament,androidTicketmasterApiKey,SCALAR,Built-in String
ScheduleTournament,androidTicketmasterScheme,SCALAR,Built-in String
ScheduleTournament,iosTicketmasterApiKey,SCALAR,Built-in String
ScheduleTournament,ticketsEnabled,NON_NULL,
ScheduleTournament,tournamentSiteURL,SCALAR,Built-in String
ScheduleTournament,useTournamentSiteURL,NON_NULL,
ScheduleChampion,displayName,NON_NULL,
ScheduleChampion,playerId,NON_NULL,
ScheduleTournamentStatus,roundStatusDisplay,NON_NULL,
ScheduleTournamentStatus,roundDisplay,NON_NULL,
ScheduleTournamentStatus,roundStatus,NON_NULL,
ScheduleTournamentStatus,roundStatusColor,NON_NULL,
TournamentCategoryInfo,type,NON_NULL,
TournamentCategoryInfo,logoLightAsset,NON_NULL,
TournamentCategoryInfo,logoDarkAsset,NON_NULL,
TournamentCategoryInfo,label,NON_NULL,
ScheduleTournamentFilter,type,NON_NULL,
ScheduleTournamentFilter,name,NON_NULL,
ScheduleUpcoming,id,NON_NULL,
ScheduleUpcoming,tournaments,NON_NULL,
ScheduleUpcoming,filters,LIST,
LeaderboardDrawerV2,tournamentName,NON_NULL,
LeaderboardDrawerV2,id,NON_NULL,
LeaderboardDrawerV2,currentHole,SCALAR,Built-in Int
LeaderboardDrawerV2,currentRound,NON_NULL,
LeaderboardDrawerV2,player,NON_NULL,
LeaderboardDrawerV2,backNine,NON_NULL,
LeaderboardDrawerV2,teeTime,NON_NULL,
LeaderboardDrawerV2,groupNumber,NON_NULL,
LeaderboardDrawerV2,playerState,ENUM,
LeaderboardDrawerV2,roundScores,NON_NULL,
RoundScore,roundNumber,NON_NULL,
RoundScore,currentRound,NON_NULL,
RoundScore,currentHole,NON_NULL,
RoundScore,complete,NON_NULL,
RoundScore,groupNumber,NON_NULL,
RoundScore,firstNine,NON_NULL,
RoundScore,secondNine,NON_NULL,
RoundScore,parTotal,NON_NULL,
RoundScore,total,NON_NULL,
RoundScore,scoreToPar,NON_NULL,
RoundScore,courseName,NON_NULL,
RoundScore,courseId,SCALAR,Built-in String
RoundScore,tourcastURI,SCALAR,Built-in String
ScorecardRow,total,NON_NULL,
ScorecardRow,totalLabel,NON_NULL,
ScorecardRow,parTotal,NON_NULL,
ScorecardRow,holes,NON_NULL,
HoleScore,holeNumber,NON_NULL,
HoleScore,par,NON_NULL,
HoleScore,yardage,NON_NULL,
HoleScore,sequenceNumber,NON_NULL,
HoleScore,score,NON_NULL,
HoleScore,status,NON_NULL,
HoleScore,roundScore,NON_NULL,
ScorecardCompressedV3,id,NON_NULL,
ScorecardCompressedV3,payload,NON_NULL,
ScorecardV3,tournamentName,NON_NULL,
ScorecardV3,id,NON_NULL,
ScorecardV3,currentHole,SCALAR,Built-in Int
ScorecardV3,currentRound,NON_NULL,
ScorecardV3,player,NON_NULL,
ScorecardV3,backNine,NON_NULL,
ScorecardV3,teeTime,SCALAR,"The `AWSTimestamp` scalar type provided by AWS AppSync, represents the number of seconds that have elapsed since `1970-01-01T00:00Z`. Negative values are also accepted and these represent the number of seconds till `1970-01-01T00:00Z`.  Timestamps are serialized and deserialized as integers. The minimum supported timestamp value is **`-31557014167219200`** which corresponds to `-1000000000-01-01T00:00Z`. The maximum supported timestamp value is **`31556889864403199`** which corresponds to `1000000000-12-31T23:59:59.999999999Z`."
ScorecardV3,groupNumber,NON_NULL,
ScorecardV3,playerState,ENUM,
ScorecardV3,roundScores,NON_NULL,
ScorecardV3,hideSov,NON_NULL,
ScorecardV3,profileEnabled,NON_NULL,
PlayerScorecardStats,id,NON_NULL,
PlayerScorecardStats,rounds,NON_NULL,
PlayerScorecardRoundStats,round,NON_NULL,
PlayerScorecardRoundStats,displayName,NON_NULL,
PlayerScorecardRoundStats,roundStatus,NON_NULL,
PlayerScorecardRoundStats,strokesGained,NON_NULL,
PlayerScorecardRoundStats,performance,NON_NULL,
PlayerScorecardRoundStats,scoring,NON_NULL,
StrokesGainedStats,statId,NON_NULL,
StrokesGainedStats,graph,NON_NULL,
StrokesGainedStats,label,NON_NULL,
StrokesGainedStats,shortLabel,NON_NULL,
StrokesGainedStats,total,NON_NULL,
StrokesGainedStats,totalNum,NON_NULL,
StrokesGainedStats,rank,NON_NULL,
StrokesGainedStats,yearToDate,NON_NULL,
StrokesGainedStats,yearToDateNum,NON_NULL,
ScorecardStatsItem,label,NON_NULL,
ScorecardStatsItem,total,NON_NULL,
ScorecardStatsItem,rank,NON_NULL,
ScorecardStatsItem,yearToDate,NON_NULL,
ScorecardStatsItem,statId,NON_NULL,
PlayerScorecardStatsCompressed,id,NON_NULL,
PlayerScorecardStatsCompressed,payload,NON_NULL,
HistoricalPlayerScorecards,playerId,NON_NULL,
HistoricalPlayerScorecards,tours,NON_NULL,
HistoricalScorecardTour,tourCode,NON_NULL,
HistoricalScorecardTour,years,NON_NULL,
HistoricalScorecardYear,year,NON_NULL,
HistoricalScorecardYear,displayYear,NON_NULL,
HistoricalScorecardYear,tournamentPills,NON_NULL,
StatTournamentPill,tournamentId,NON_NULL,
StatTournamentPill,displayName,NON_NULL,
StatTournamentPill,endDateDisplay,SCALAR,Built-in String
PlayoffScorecard,id,NON_NULL,
PlayoffScorecard,holeDetail,NON_NULL,
PlayoffScorecard,tourcastURI,SCALAR,Built-in String
PlayoffScorecard,locationDetail,NON_NULL,
PlayoffScorecard,courseId,NON_NULL,
PlayoffScorecard,courseName,NON_NULL,
PlayoffScorecard,players,NON_NULL,
PlayoffScorecard,playoff,NON_NULL,
PlayoffScorecard,drawersEnabled,NON_NULL,
PlayoffScorecard,detailViewEnabled,NON_NULL,
PlayoffScorecard,title,NON_NULL,
ScorecardHeaderPlayer,active,NON_NULL,
ScorecardHeaderPlayer,finalRoundTotal,NON_NULL,
ScorecardHeaderPlayer,position,NON_NULL,
ScorecardHeaderPlayer,roundDisplay,NON_NULL,
ScorecardHeaderPlayer,total,NON_NULL,
ScorecardHeaderPlayer,player,NON_NULL,
ShotDetails,displayType,NON_NULL,
ShotDetails,id,NON_NULL,
ShotDetails,playerId,NON_NULL,
ShotDetails,tournamentId,NON_NULL,
ShotDetails,round,NON_NULL,
ShotDetails,lineColor,NON_NULL,
ShotDetails,textColor,SCALAR,Built-in String
ShotDetails,message,NON_NULL,
ShotDetails,holes,NON_NULL,
ShotDetails,defaultHolePickle,NON_NULL,
ShotDetailHole,holeNumber,NON_NULL,
ShotDetailHole,displayHoleNumber,NON_NULL,
ShotDetailHole,par,NON_NULL,
ShotDetailHole,score,NON_NULL,
ShotDetailHole,rank,SCALAR,Built-in String
ShotDetailHole,yardage,NON_NULL,
ShotDetailHole,green,NON_NULL,
ShotDetailHole,status,NON_NULL,
ShotDetailHole,fairwayCenter,NON_NULL,
ShotDetailHole,teeOverview,NON_NULL,
ShotDetailHole,teeGreen,NON_NULL,
ShotDetailHole,pinOverview,NON_NULL,
ShotDetailHole,pinGreen,NON_NULL,
ShotDetailHole,holePickleLeftToRightAsset,NON_NULL,
ShotDetailHole,holePickleBottomToTopAsset,NON_NULL,
ShotDetailHole,holePickleGreenBottomToTopAsset,NON_NULL,
ShotDetailHole,holePickleGreenLeftToRightAsset,NON_NULL,
ShotDetailHole,strokes,NON_NULL,
ShotDetailHole,enhancedPickle,OBJECT,
StrokeCoordinates,x,NON_NULL,
StrokeCoordinates,y,NON_NULL,
StrokeCoordinates,z,NON_NULL,
StrokeCoordinates,tourcastX,NON_NULL,
StrokeCoordinates,tourcastY,NON_NULL,
StrokeCoordinates,tourcastZ,NON_NULL,
StrokeCoordinates,enhancedX,NON_NULL,
StrokeCoordinates,enhancedY,NON_NULL,
PointOfInterestCoords,leftToRightCoords,NON_NULL,
PointOfInterestCoords,bottomToTopCoords,NON_NULL,
HoleStroke,strokeNumber,NON_NULL,
HoleStroke,playByPlay,NON_NULL,
HoleStroke,playByPlayLabel,NON_NULL,
HoleStroke,distance,NON_NULL,
HoleStroke,distanceRemaining,NON_NULL,
HoleStroke,strokeType,NON_NULL,
HoleStroke,overview,NON_NULL,
HoleStroke,green,NON_NULL,
HoleStroke,finalStroke,NON_NULL,
HoleStroke,showMarker,NON_NULL,
HoleStroke,groupShowMarker,NON_NULL,
HoleStroke,markerText,NON_NULL,
HoleStroke,videoId,SCALAR,Built-in String
HoleStroke,player,OBJECT,
HoleStroke,fromLocationCode,NON_NULL,
HoleStroke,toLocationCode,NON_NULL,
HoleStroke,fromLocation,NON_NULL,
HoleStroke,toLocation,NON_NULL,
HoleStroke,radarData,OBJECT,
ShotLinkCoordWrapper,leftToRightCoords,NON_NULL,
ShotLinkCoordWrapper,bottomToTopCoords,NON_NULL,
ShotLinkCoordinates,fromCoords,NON_NULL,
ShotLinkCoordinates,toCoords,NON_NULL,
TspStrokePlayer,firstName,SCALAR,Built-in String
TspStrokePlayer,lastName,SCALAR,Built-in String
TspStrokePlayer,color,SCALAR,Built-in String
TspStrokePlayer,playerId,SCALAR,Built-in Int
TspStrokePlayer,playerIdString,SCALAR,Built-in String
TspStrokePlayer,displayName,SCALAR,Built-in String
TspStrokePlayer,shortName,SCALAR,Built-in String
RadarData,apexRange,NON_NULL,
RadarData,apexSide,NON_NULL,
RadarData,apexHeight,NON_NULL,
RadarData,clubSpeed,NON_NULL,
RadarData,ballSpeed,NON_NULL,
RadarData,smashFactor,NON_NULL,
RadarData,launchSpin,NON_NULL,
RadarData,spinAxis,NON_NULL,
RadarData,verticalLaunchAngle,NON_NULL,
RadarData,horizontalLaunchAngle,NON_NULL,
RadarData,actualFlightTime,NON_NULL,
RadarData,ballImpactMeasured,SCALAR,Built-in String
RadarData,ballTrajectory,NON_NULL,
RadarData,normalizedTrajectoryV2,NON_NULL,
RadarBallTracjectory,kind,NON_NULL,
RadarBallTracjectory,xFit,NON_NULL,
RadarBallTracjectory,yFit,NON_NULL,
RadarBallTracjectory,zFit,NON_NULL,
RadarBallTracjectory,spinRateFit,NON_NULL,
RadarBallTracjectory,timeInterval,NON_NULL,
RadarBallTracjectory,validTimeInterval,NON_NULL,
RadarBallTracjectory,measuredTimeInterval,NON_NULL,
RadarBallTracjectory,type,SCALAR,Built-in String
RadarNormalizedTrajectory,valid,NON_NULL,
RadarNormalizedTrajectory,carry,SCALAR,Built-in Int
RadarNormalizedTrajectory,carrySide,SCALAR,Built-in Int
RadarNormalizedTrajectory,curve,SCALAR,Built-in Int
RadarNormalizedTrajectory,maxHeight,SCALAR,Built-in Int
RadarNormalizedTrajectory,xFit,LIST,
RadarNormalizedTrajectory,yFit,LIST,
RadarNormalizedTrajectory,zFit,LIST,
RadarNormalizedTrajectory,timeInterval,LIST,
RadarNormalizedTrajectory,windVelocity,LIST,
RadarNormalizedTrajectory,spinAxis,SCALAR,Built-in Float
RadarNormalizedTrajectory,validTimeInterval,LIST,
RadarNormalizedTrajectoryV2,valid,NON_NULL,
RadarNormalizedTrajectoryV2,carry,SCALAR,Built-in Float
RadarNormalizedTrajectoryV2,carrySide,SCALAR,Built-in Float
RadarNormalizedTrajectoryV2,curve,SCALAR,Built-in Float
RadarNormalizedTrajectoryV2,maxHeight,SCALAR,Built-in Float
RadarNormalizedTrajectoryV2,xFit,LIST,
RadarNormalizedTrajectoryV2,yFit,LIST,
RadarNormalizedTrajectoryV2,zFit,LIST,
RadarNormalizedTrajectoryV2,timeInterval,LIST,
RadarNormalizedTrajectoryV2,windVelocity,LIST,
RadarNormalizedTrajectoryV2,spinAxis,SCALAR,Built-in Float
RadarNormalizedTrajectoryV2,validTimeInterval,LIST,
HolePickle,leftToRight,NON_NULL,
HolePickle,bottomToTop,NON_NULL,
HolePickle,greenLeftToRight,NON_NULL,
HolePickle,greenBottomToTop,NON_NULL,
HolePickle,leftToRightAsset,NON_NULL,
HolePickle,bottomToTopAsset,NON_NULL,
HolePickle,greenLeftToRightAsset,NON_NULL,
HolePickle,greenBottomToTopAsset,NON_NULL,
ShotDetailsCompressed,id,NON_NULL,
ShotDetailsCompressed,payload,NON_NULL,
ShotDetailsCompressedV3,id,NON_NULL,
ShotDetailsCompressedV3,payload,NON_NULL,
GroupShotDetails,id,NON_NULL,
GroupShotDetails,tournamentId,NON_NULL,
GroupShotDetails,groupNumber,NON_NULL,
GroupShotDetails,round,NON_NULL,
GroupShotDetails,displayType,NON_NULL,
GroupShotDetails,message,NON_NULL,
GroupShotDetails,players,NON_NULL,
GroupShotDetails,holes,NON_NULL,
GroupShotDetails,shotVideo,OBJECT,
GroupShotDetails,shotVideos,LIST,
GroupShotDetails,defaultHolePickle,NON_NULL,
GroupShotDetailsPlayer,id,NON_NULL,
GroupShotDetailsPlayer,firstName,NON_NULL,
GroupShotDetailsPlayer,lastName,NON_NULL,
GroupShotDetailsPlayer,displayName,NON_NULL,
GroupShotDetailsPlayer,shortName,NON_NULL,
GroupShotDetailsPlayer,lineColor,NON_NULL,
GroupShotDetailsHole,holeNumber,NON_NULL,
GroupShotDetailsHole,displayHoleNumber,NON_NULL,
GroupShotDetailsHole,par,NON_NULL,
GroupShotDetailsHole,rank,SCALAR,Built-in String
GroupShotDetailsHole,yardage,NON_NULL,
GroupShotDetailsHole,green,NON_NULL,
GroupShotDetailsHole,activePlayers,NON_NULL,
GroupShotDetailsHole,teeOverview,NON_NULL,
GroupShotDetailsHole,teeGreen,NON_NULL,
GroupShotDetailsHole,pinOverview,NON_NULL,
GroupShotDetailsHole,pinGreen,NON_NULL,
GroupShotDetailsHole,fairwayCenter,NON_NULL,
GroupShotDetailsHole,holePickleLeftToRightAsset,NON_NULL,
GroupShotDetailsHole,holePickleBottomToTopAsset,NON_NULL,
GroupShotDetailsHole,holePickleGreenBottomToTopAsset,NON_NULL,
GroupShotDetailsHole,holePickleGreenLeftToRightAsset,NON_NULL,
GroupShotDetailsHole,strokes,NON_NULL,
GroupShotDetailsHole,enhancedPickle,OBJECT,
GroupShotDetailsStroke,strokeNumber,NON_NULL,
GroupShotDetailsStroke,playByPlayLabel,NON_NULL,
GroupShotDetailsStroke,players,NON_NULL,
GroupShotDetailsStrokePlayer,playerId,NON_NULL,
GroupShotDetailsStrokePlayer,displayName,NON_NULL,
GroupShotDetailsStrokePlayer,shortName,NON_NULL,
GroupShotDetailsStrokePlayer,playByPlay,NON_NULL,
GroupShotDetailsStrokePlayer,strokeType,NON_NULL,
GroupShotDetailsStrokePlayer,finalShot,NON_NULL,
GroupShotDetailsStrokePlayer,distance,NON_NULL,
GroupShotDetailsStrokePlayer,distanceRemaining,NON_NULL,
GroupShotDetailsStrokePlayer,status,NON_NULL,
GroupShotDetailsStrokePlayer,score,NON_NULL,
GroupShotDetailsStrokePlayer,overview,NON_NULL,
GroupShotDetailsStrokePlayer,green,NON_NULL,
GroupShotDetailsStrokePlayer,showMarker,NON_NULL,
GroupShotDetailsStrokePlayer,markerText,NON_NULL,
GroupShotDetailsStrokePlayer,videoId,SCALAR,Built-in String
GroupShotDetailsStrokePlayer,fromLocationCode,NON_NULL,
GroupShotDetailsStrokePlayer,toLocationCode,NON_NULL,
GroupShotDetailsStrokePlayer,fromLocation,NON_NULL,
GroupShotDetailsStrokePlayer,toLocation,NON_NULL,
GroupShotDetailsStrokePlayer,radarData,OBJECT,
GroupShotDetailsCompressed,id,NON_NULL,
GroupShotDetailsCompressed,payload,NON_NULL,
TeamShotDetails,id,NON_NULL,
TeamShotDetails,tournamentId,NON_NULL,
TeamShotDetails,groupNumber,NON_NULL,
TeamShotDetails,round,NON_NULL,
TeamShotDetails,displayType,NON_NULL,
TeamShotDetails,message,NON_NULL,
TeamShotDetails,teams,NON_NULL,
TeamShotDetails,holes,NON_NULL,
TeamShotDetails,shotVideo,OBJECT,
TeamShotDetails,shotVideos,LIST,
TeamShotDetails,defaultHolePickle,NON_NULL,
GroupShotDetailsTeam,teamId,NON_NULL,
GroupShotDetailsTeam,teamName,NON_NULL,
GroupShotDetailsTeam,players,LIST,
TeamShotDetailsCompressed,id,NON_NULL,
TeamShotDetailsCompressed,payload,NON_NULL,
TeeTimes,id,NON_NULL,
TeeTimes,courses,NON_NULL,
TeeTimes,rounds,NON_NULL,
TeeTimes,defaultRound,NON_NULL,
TeeTimes,timezone,NON_NULL,
TeeTimes,informationSections,NON_NULL,
TeeTimes,drawersEnabled,NON_NULL,
TeeTimes,hideSov,NON_NULL,
TeeTimeRound,id,NON_NULL,
TeeTimeRound,roundInt,NON_NULL,
TeeTimeRound,roundStatusDisplay,NON_NULL,
TeeTimeRound,roundDisplay,NON_NULL,
TeeTimeRound,roundStatus,NON_NULL,
TeeTimeRound,roundStatusColor,NON_NULL,
TeeTimeRound,groups,NON_NULL,
Group,groupNumber,NON_NULL,
Group,teeTime,NON_NULL,
Group,startTee,NON_NULL,
Group,groupHole,NON_NULL,
Group,groupSort,NON_NULL,
Group,groupLocation,NON_NULL,
Group,groupLocationCode,NON_NULL,
Group,tourcastURI,SCALAR,Built-in String
Group,groupStatus,NON_NULL,
Group,holeLocation,NON_NULL,
Group,backNine,NON_NULL,
Group,players,NON_NULL,
Group,courseId,SCALAR,Built-in String
Group,courseName,SCALAR,Built-in String
Group,showScorecard,NON_NULL,
TeeTimesV2,id,NON_NULL,
TeeTimesV2,courses,NON_NULL,
TeeTimesV2,rounds,NON_NULL,
TeeTimesV2,defaultRound,NON_NULL,
TeeTimesV2,timezone,NON_NULL,
TeeTimesV2,informationSections,NON_NULL,
TeeTimesV2,teeTimesFeatures,NON_NULL,
TeeTimesV2,drawersEnabled,NON_NULL,
TeeTimesV2,hideSov,NON_NULL,
TeeTimeRoundV2,id,NON_NULL,
TeeTimeRoundV2,roundInt,NON_NULL,
TeeTimeRoundV2,roundStatusDisplay,NON_NULL,
TeeTimeRoundV2,roundDisplay,NON_NULL,
TeeTimeRoundV2,roundStatus,NON_NULL,
TeeTimeRoundV2,roundStatusColor,NON_NULL,
TeeTimeRoundV2,groups,NON_NULL,
GroupV2,groupNumber,NON_NULL,
GroupV2,teeTime,NON_NULL,
GroupV2,startTee,NON_NULL,
GroupV2,tourcastURI,SCALAR,Built-in String
GroupV2,backNine,NON_NULL,
GroupV2,players,NON_NULL,
GroupV2,courseId,SCALAR,Built-in String
GroupV2,courseName,SCALAR,Built-in String
GroupV2,showScorecard,NON_NULL,
Tournament,id,NON_NULL,
Tournament,tournamentName,NON_NULL,
Tournament,tournamentLogoAsset,NON_NULL,
Tournament,tournamentLocation,NON_NULL,
Tournament,tournamentStatus,NON_NULL,
Tournament,features,LIST,
Tournament,formatType,NON_NULL,
Tournament,roundStatusDisplay,NON_NULL,
Tournament,roundDisplay,NON_NULL,
Tournament,roundStatus,NON_NULL,
Tournament,roundStatusColor,NON_NULL,
Tournament,currentRound,NON_NULL,
Tournament,timezone,NON_NULL,
Tournament,seasonYear,NON_NULL,
Tournament,displayDate,NON_NULL,
Tournament,country,NON_NULL,
Tournament,state,NON_NULL,
Tournament,city,NON_NULL,
Tournament,scoredLevel,NON_NULL,
Tournament,events,NON_NULL,
Tournament,courses,NON_NULL,
Tournament,weather,OBJECT,
Tournament,ticketsURL,SCALAR,Built-in String
Tournament,tournamentSiteURL,SCALAR,Built-in String
Tournament,useTournamentSiteURL,NON_NULL,
Tournament,pdfUrl,SCALAR,Built-in String
Tournament,conductedByLabel,SCALAR,Built-in String
Tournament,conductedByLink,SCALAR,Built-in String
Tournament,beautyImageAsset,NON_NULL,
Tournament,shouldSubscribe,SCALAR,Built-in Boolean
Tournament,infoPath,SCALAR,Built-in String
Tournament,hideRolexClock,NON_NULL,
Tournament,hideSov,NON_NULL,
Tournament,ticketsEnabled,NON_NULL,
Tournament,headshotBaseUrl,SCALAR,Built-in String
Tournament,rightRailConfig,OBJECT,
Tournament,tournamentCategoryInfo,OBJECT,
Event,id,NON_NULL,
Event,eventName,NON_NULL,
Event,leaderboardId,NON_NULL,
TournamentWeather,logoAsset,NON_NULL,
TournamentWeather,logoDarkAsset,NON_NULL,
TournamentWeather,logoAccessibility,NON_NULL,
TournamentWeather,tempF,NON_NULL,
TournamentWeather,tempC,NON_NULL,
TournamentWeather,condition,NON_NULL,
TournamentWeather,windDirection,NON_NULL,
TournamentWeather,windSpeedMPH,NON_NULL,
TournamentWeather,windSpeedKPH,NON_NULL,
TournamentWeather,precipitation,NON_NULL,
TournamentWeather,humidity,NON_NULL,
TournamentRightRailConfig,imageUrl,NON_NULL,
TournamentRightRailConfig,imageAltText,NON_NULL,
TournamentRightRailConfig,buttonLink,SCALAR,Built-in String
TournamentRightRailConfig,buttonText,SCALAR,Built-in String
Field,tournamentName,NON_NULL,
Field,id,NON_NULL,
Field,lastUpdated,SCALAR,"The `AWSTimestamp` scalar type provided by AWS AppSync, represents the number of seconds that have elapsed since `1970-01-01T00:00Z`. Negative values are also accepted and these represent the number of seconds till `1970-01-01T00:00Z`.  Timestamps are serialized and deserialized as integers. The minimum supported timestamp value is **`-31557014167219200`** which corresponds to `-1000000000-01-01T00:00Z`. The maximum supported timestamp value is **`31556889864403199`** which corresponds to `1000000000-12-31T23:59:59.999999999Z`."
Field,message,SCALAR,Built-in String
Field,players,NON_NULL,
Field,alternates,NON_NULL,
Field,features,NON_NULL,
Field,standingsHeader,NON_NULL,
Field,hideSov,NON_NULL,
PlayerField,id,NON_NULL,
PlayerField,alphaSort,NON_NULL,
PlayerField,firstName,NON_NULL,
PlayerField,lastName,NON_NULL,
PlayerField,shortName,NON_NULL,
PlayerField,displayName,NON_NULL,
PlayerField,amateur,NON_NULL,
PlayerField,favorite,NON_NULL,
PlayerField,country,NON_NULL,
PlayerField,countryFlag,NON_NULL,
PlayerField,qualifier,SCALAR,Built-in String
PlayerField,alternate,NON_NULL,
PlayerField,withdrawn,NON_NULL,
PlayerField,status,NON_NULL,
PlayerField,owgr,SCALAR,Built-in String
PlayerField,rankingPoints,SCALAR,Built-in String
PlayerField,rankLogoLight,SCALAR,Built-in String
PlayerField,rankLogoDark,SCALAR,Built-in String
PlayerField,teammate,OBJECT,
PlayerFieldTeammate,id,NON_NULL,
PlayerFieldTeammate,alphaSort,NON_NULL,
PlayerFieldTeammate,firstName,NON_NULL,
PlayerFieldTeammate,lastName,NON_NULL,
PlayerFieldTeammate,shortName,NON_NULL,
PlayerFieldTeammate,displayName,NON_NULL,
PlayerFieldTeammate,amateur,NON_NULL,
PlayerFieldTeammate,favorite,NON_NULL,
PlayerFieldTeammate,country,NON_NULL,
PlayerFieldTeammate,countryFlag,NON_NULL,
PlayerFieldTeammate,qualifier,SCALAR,Built-in String
PlayerFieldTeammate,qualifierId,SCALAR,Built-in String
PlayerFieldTeammate,alternate,NON_NULL,
PlayerFieldTeammate,withdrawn,NON_NULL,
PlayerFieldTeammate,status,NON_NULL,
PlayerFieldTeammate,owgr,SCALAR,Built-in String
PlayerFieldTeammate,rankingPoints,SCALAR,Built-in String
GroupedField,tournamentName,NON_NULL,
GroupedField,id,NON_NULL,
GroupedField,lastUpdated,SCALAR,"The `AWSTimestamp` scalar type provided by AWS AppSync, represents the number of seconds that have elapsed since `1970-01-01T00:00Z`. Negative values are also accepted and these represent the number of seconds till `1970-01-01T00:00Z`.  Timestamps are serialized and deserialized as integers. The minimum supported timestamp value is **`-31557014167219200`** which corresponds to `-1000000000-01-01T00:00Z`. The maximum supported timestamp value is **`31556889864403199`** which corresponds to `1000000000-12-31T23:59:59.999999999Z`."
GroupedField,message,SCALAR,Built-in String
GroupedField,players,NON_NULL,
GroupedField,alternates,NON_NULL,
GroupedField,features,NON_NULL,
GroupedField,standingsHeader,NON_NULL,
PlayerGroup,title,NON_NULL,
PlayerGroup,fieldGroups,NON_NULL,
FieldGroup,groupId,SCALAR,Built-in String
FieldGroup,groupTitle,NON_NULL,
FieldGroup,players,NON_NULL,
FieldStats,tournamentId,NON_NULL,
FieldStats,fieldStatType,NON_NULL,
FieldStats,players,NON_NULL,
FieldStats,statHeaders,LIST,
FieldStats,tournamentSeasonHeaders,LIST,
FieldStatCurrentForm,playerId,NON_NULL,
FieldStatCurrentForm,totalRounds,NON_NULL,
FieldStatCurrentForm,tournamentResults,NON_NULL,
FieldStatCurrentForm,strokesGained,NON_NULL,
FieldStatCurrentForm,strokesGainedHeader,NON_NULL,
FieldStatTournamentResult,tournamentId,NON_NULL,
FieldStatTournamentResult,endDate,NON_NULL,
FieldStatTournamentResult,name,NON_NULL,
FieldStatTournamentResult,tourCode,NON_NULL,
FieldStatTournamentResult,position,NON_NULL,
FieldStatTournamentResult,score,NON_NULL,
FieldStatTournamentResult,season,NON_NULL,
FieldStatTournamentResult,columnIndex,NON_NULL,
FieldStatStrokesGained,statId,NON_NULL,
FieldStatStrokesGained,statValue,NON_NULL,
FieldStatStrokesGained,statColor,NON_NULL,
FieldStatCourseFit,playerId,NON_NULL,
FieldStatCourseFit,totalRounds,NON_NULL,
FieldStatCourseFit,score,NON_NULL,
FieldStatCourseFit,stats,NON_NULL,
FieldStatCourseFitStat,statValue,NON_NULL,
FieldStatCourseFitStat,statRank,NON_NULL,
FieldStatCourseFitStat,statColor,NON_NULL,
SeasonDisplayHeader,startYear,NON_NULL,
SeasonDisplayHeader,endYear,SCALAR,Built-in Int
PlayerBioWrapper,id,NON_NULL,
PlayerBioWrapper,firstName,NON_NULL,
PlayerBioWrapper,lastName,NON_NULL,
PlayerBioWrapper,displayName,NON_NULL,
PlayerBioWrapper,country,NON_NULL,
PlayerBioWrapper,countryFlag,NON_NULL,
PlayerBioWrapper,bioLink,NON_NULL,
PlayerBioWrapper,playerBio,OBJECT,
PlayerBioWrapper,owgr,SCALAR,Built-in Int
PlayerBioWrapper,rank,OBJECT,
PlayerBio,heightImperial,SCALAR,Built-in String
PlayerBio,heightImperialAccessibilityText,SCALAR,Built-in String
PlayerBio,heightMeters,SCALAR,Built-in String
PlayerBio,weightImperial,SCALAR,Built-in String
PlayerBio,weightKilograms,SCALAR,Built-in String
PlayerBio,age,SCALAR,Built-in String
PlayerBio,born,SCALAR,Built-in String
PlayerBio,bornAccessibilityText,SCALAR,Built-in String
PlayerBio,birthplace,NON_NULL,
PlayerBio,turnedPro,SCALAR,Built-in String
PlayerBio,overview,SCALAR,Built-in String
PlayerBio,school,SCALAR,Built-in String
PlayerBio,degree,SCALAR,Built-in String
PlayerBio,graduationYear,SCALAR,Built-in String
PlayerBio,residence,NON_NULL,
PlayerBio,playsFrom,NON_NULL,
PlayerBio,family,SCALAR,Built-in String
PlayerBio,social,LIST,
PlayerBio,personal,LIST,
PlayerBio,careerEarnings,SCALAR,Built-in String
PlayerBio,pronunciation,SCALAR,Built-in String
PlayerBio,exemptions,LIST,
PlayerBio,websiteURL,SCALAR,Built-in String
PlayerBio,deceased,NON_NULL,
PlayerBio,deceasedDate,SCALAR,Built-in String
PlayerBio,primaryTour,SCALAR,Built-in String
PlayerBioLocation,city,SCALAR,Built-in String
PlayerBioLocation,state,SCALAR,Built-in String
PlayerBioLocation,stateCode,SCALAR,Built-in String
PlayerBioLocation,country,SCALAR,Built-in String
PlayerBioLocation,countryCode,SCALAR,Built-in String
PlayerBioSocial,type,NON_NULL,
PlayerBioSocial,url,NON_NULL,
