YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,ATTEMPTS,2 PUTT OR BETTER %
2017,1,0,29476,Kyle Reifers,0.0,0,160,100.0
2017,1,0,23621,Rory Sabbatini,0.0,0,106,100.0
2017,1,0,33418,Shawn Stefani,0.0,0,116,100.0
2017,1,0,27963,Chris Stroud,0.0,0,94,100.0
2017,1,0,31560,Brian Stuard,0.0,0,128,100.0
2017,1,0,33419,Cameron Tringale,0.0,0,117,100.0
2017,1,0,32333,Kevin Tway,0.0,0,142,100.0
2017,1,0,28132,Tyrone Van Aswegen,0.0,0,169,100.0
2017,1,0,25804,Bubba Watson,0.0,0,107,100.0
2017,1,0,25892,Steve Wheatcroft,0.0,0,78,100.0
2017,38,0,27644,Brian Harman,0.56,1,179,99.44
2017,39,0,25834,Daniel Summerhays,0.57,1,176,99.43
2017,40,0,12510,Chad Campbell,0.58,1,173,99.42
2017,40,0,25900,Lucas Glover,0.58,1,172,99.42
2017,42,0,27214,Kevin Streelman,0.59,1,169,99.41
2017,43,0,29725,Tony Finau,0.6,1,168,99.4
2017,43,0,23325,Vaughn Taylor,0.6,1,166,99.4
2017,45,0,29478,Kevin Kisner,0.63,1,158,99.37
2017,45,0,34264,Hudson Swafford,0.63,1,159,99.37
2017,47,0,34174,John Huh,0.64,1,157,99.36
2017,47,0,23108,Matt Kuchar,0.64,1,156,99.36
2017,49,0,39975,Michael Kim,0.65,1,154,99.35
2017,49,0,29926,Danny Lee,0.65,1,154,99.35
2017,51,0,39324,J.J. Spaun,0.66,1,152,99.34
2017,52,0,27974,Sung Kang,0.67,1,150,99.33
2017,53,0,22046,Geoff Ogilvy,0.68,1,146,99.32
2017,54,0,30926,Chris Kirk,0.7,1,142,99.3
2017,55,0,34360,Patrick Reed,0.72,1,139,99.28
2017,55,0,33448,Justin Thomas,0.72,1,138,99.28
2017,57,0,34409,David Lingmerth,0.73,1,137,99.27
2017,57,0,29289,S.Y. Noh,0.73,1,137,99.27
2017,59,0,28500,Martin Flores,0.74,1,135,99.26
2017,59,0,36801,Mark Hubbard,0.74,1,135,99.26
2017,61,0,47959,Bryson DeChambeau,0.75,1,134,99.25
2017,61,0,29518,Brendan Steele,0.75,1,134,99.25
2017,63,0,35545,Blayne Barber,0.77,1,130,99.23
2017,63,0,29461,Jamie Lovemark,0.77,1,130,99.23
2017,63,0,34466,Peter Malnati,0.77,1,130,99.23
2017,66,0,21961,Charles Howell III,0.78,1,128,99.22
2017,66,0,46601,Trey Mullinax,0.78,1,129,99.22
2017,68,0,28252,Seamus Power,0.79,1,127,99.21
2017,69,0,24358,Robert Garrigus,0.82,1,122,99.18
2017,69,0,27095,Nick Watney,0.82,1,122,99.18
2017,71,0,34046,Jordan Spieth,0.83,1,121,99.17
2017,72,0,25396,Kevin Na,0.85,1,118,99.15
2017,73,0,32102,Rickie Fowler,0.86,1,116,99.14
2017,74,0,33122,Russell Knox,0.88,1,114,99.12
2017,75,0,29720,Andres Gonzales,0.93,1,108,99.07
2017,76,0,19803,Ryan Armour,0.97,1,103,99.03
2017,76,0,20104,Ken Duke,0.97,1,103,99.03
2017,76,0,25632,Jimmy Walker,0.97,1,103,99.03
2017,79,0,30191,Julián Etulain,1.0,1,100,99.0
2017,80,0,26300,Matt Jones,1.01,1,99,98.99
2017,81,0,24138,Ian Poulter,1.03,1,97,98.97
2017,82,0,20771,Steven Alker,1.06,1,94,98.94
2017,83,0,25191,Gonzalo Fernandez-Castaño,1.14,1,88,98.86
2017,84,0,22405,Justin Rose,1.15,1,87,98.85
2017,85,0,34098,Russell Henley,1.17,2,171,98.83
2017,86,0,30852,Ryo Ishikawa,1.18,1,85,98.82
2017,86,0,26331,Charl Schwartzel,1.18,1,85,98.82
2017,86,0,25349,Tim Wilkinson,1.18,1,85,98.82
2017,89,0,33204,Shane Lowry,1.19,1,84,98.81
2017,90,0,20229,Stewart Cink,1.2,2,166,98.8
2017,91,0,25572,Graeme McDowell,1.22,1,82,98.78
2017,91,0,24502,Adam Scott,1.22,1,82,98.78
2017,93,0,23353,J.J. Henry,1.26,2,159,98.74
2017,94,0,35532,Tom Hoge,1.27,1,79,98.73
2017,95,0,22986,Søren Kjeldsen,1.3,1,77,98.7
2017,95,0,34358,Jonathan Randolph,1.3,1,77,98.7
2017,97,0,34431,Robert Streb,1.31,2,153,98.69
2017,98,0,10809,Jim Furyk,1.33,1,75,98.67
2017,98,0,29222,Billy Hurley III,1.33,2,150,98.67
2017,100,0,32448,James Hahn,1.34,2,149,98.66
2017,101,0,29479,Scott Brown,1.38,2,145,98.62
2017,102,0,26758,David Hearn,1.42,2,141,98.58
2017,103,0,48081,Xander Schauffele,1.44,2,139,98.56
2017,104,0,27466,Spencer Levin,1.46,2,137,98.54
2017,105,0,48084,Wesley Bryan,1.48,2,135,98.52
2017,105,0,24024,Zach Johnson,1.48,2,135,98.52
2017,105,0,33413,Ben Martin,1.48,2,135,98.52
2017,108,0,47128,Richy Werenski,1.5,2,133,98.5
2017,109,0,27936,Martin Laird,1.53,2,131,98.47
2017,110,0,26596,Ryan Moore,1.57,2,127,98.43
2017,111,0,46970,Jon Rahm,1.59,2,126,98.41
2017,111,0,27064,Jhonattan Vegas,1.59,2,126,98.41
2017,113,0,33461,Morgan Hoffmann,1.6,2,125,98.4
2017,113,0,27141,J.B. Holmes,1.6,2,125,98.4
2017,113,0,46440,Smylie Kaufman,1.6,2,125,98.4
2017,113,0,37189,Harold Varner III,1.6,3,187,98.4
2017,117,0,24781,Hunter Mahan,1.61,2,124,98.39
2017,118,0,12716,Charley Hoffman,1.63,3,184,98.37
2017,118,0,36689,Brooks Koepka,1.63,2,123,98.37
2017,120,0,31416,Derek Fathauer,1.65,2,121,98.35
2017,121,0,36699,Patrick Rodgers,1.67,2,120,98.33
2017,122,0,29485,Brett Stegmaier,1.68,2,119,98.32
2017,123,0,27129,Luke List,1.69,3,177,98.31
2017,124,0,37454,Whee Kim,1.71,2,117,98.29
2017,125,0,32757,Patton Kizzire,1.74,2,115,98.26
2017,126,0,20472,Alex Cejka,1.75,2,114,98.25
2017,126,0,34099,Harris English,1.75,2,114,98.25
2017,128,0,6522,Ernie Els,1.79,1,56,98.21
2017,128,0,29223,Sam Saunders,1.79,2,112,98.21
2017,130,0,25493,Nick Taylor,1.86,3,161,98.14
2017,131,0,29420,Billy Horschel,1.9,3,158,98.1
2017,131,0,31323,Gary Woodland,1.9,2,105,98.1
2017,133,0,46501,Ollie Schniederjans,1.94,3,155,98.06
2017,134,0,40058,Zac Blair,1.95,3,154,98.05
2017,135,0,40009,Dominic Bozzelli,1.96,2,102,98.04
2017,136,0,33399,Adam Hadwin,1.97,3,152,98.03
2017,137,0,23320,Ryan Palmer,1.98,2,101,98.02
2017,138,0,34021,Bud Cauley,2.04,3,147,97.96
2017,138,0,39954,Cody Gribble,2.04,3,147,97.96
2017,140,0,27958,Ryan Blaum,2.07,3,145,97.93
2017,141,0,35110,Brett Drewitt,2.11,2,95,97.89
2017,141,0,23497,Tag Ridings,2.11,2,95,97.89
2017,143,0,27895,Jonas Blixt,2.13,2,94,97.87
2017,144,0,33948,Byeong Hun An,2.15,2,93,97.85
2017,144,0,25720,Chad Collins,2.15,2,93,97.85
2017,144,0,28679,Fabián Gómez,2.15,2,93,97.85
2017,147,0,46550,Brandon Hagy,2.16,3,139,97.84
2017,147,0,31202,William McGirt,2.16,3,139,97.84
2017,149,0,26499,Rafa Cabrera Bello,2.17,2,92,97.83
2017,149,0,37278,Nicholas Lindheim,2.17,2,92,97.83
2017,149,0,1810,Phil Mickelson,2.17,3,138,97.83
2017,152,0,23541,Ben Crane,2.22,3,135,97.78
2017,152,0,32150,Michael Thompson,2.22,2,90,97.78
2017,154,0,25364,Paul Casey,2.27,3,132,97.73
2017,154,0,46732,Rick Lamb,2.27,2,88,97.73
2017,154,0,24140,Sean O'Hair,2.27,3,132,97.73
2017,157,0,27649,Brandt Snedeker,2.33,2,86,97.67
2017,158,0,20593,Greg Chalmers,2.34,3,128,97.66
2017,158,0,31646,Emiliano Grillo,2.34,3,128,97.66
2017,160,0,28307,Matt Every,2.36,3,127,97.64
2017,160,0,20572,Rod Pampling,2.36,3,127,97.64
2017,160,0,26289,Boo Weekley,2.36,3,127,97.64
2017,163,0,29221,Webb Simpson,2.37,4,169,97.63
2017,164,0,28093,Miguel Angel Carballo,2.38,2,84,97.62
2017,165,0,25240,D.A. Points,2.4,3,125,97.6
2017,166,0,31557,Jim Herman,2.46,3,122,97.54
2017,167,0,26951,Johnson Wagner,2.56,3,117,97.44
2017,168,0,35506,Mackenzie Hughes,2.6,5,192,97.4
2017,169,0,32366,Kevin Chappell,2.61,3,115,97.39
2017,170,0,46443,Brian Campbell,2.63,2,76,97.37
2017,171,0,25686,Jason Dufner,2.7,4,148,97.3
2017,172,0,34213,Grayson Murray,2.84,5,176,97.16
2017,173,0,31420,Anirban Lahiri,2.86,3,105,97.14
2017,174,0,35891,Cameron Smith,2.96,4,135,97.04
2017,175,0,30692,Scott Stallings,2.99,4,134,97.01
2017,176,0,25818,Scott Piercy,3.0,3,100,97.0
2017,177,0,49771,J.T. Poston,3.01,4,133,96.99
2017,178,0,32839,Hideki Matsuyama,3.03,3,99,96.97
2017,179,0,35879,Kelly Kraft,3.05,4,131,96.95
2017,180,0,25198,Francesco Molinari,3.23,4,124,96.77
2017,181,0,35450,Patrick Cantlay,3.53,3,85,96.47
2017,181,0,21209,Sergio Garcia,3.53,3,85,96.47
2017,183,0,30110,Kyle Stanley,3.65,8,219,96.35
2017,184,0,28420,Ryan Brehm,3.73,5,134,96.27
2017,185,0,48822,Sebastián Muñoz,4.05,3,74,95.95
2017,186,0,20157,Retief Goosen,4.23,3,71,95.77
2017,187,0,35300,Andrew Loupe,4.26,4,94,95.74
2017,188,0,32200,Roberto Castro,4.42,5,113,95.58
2017,189,0,30944,Jason Kokrak,4.85,8,165,95.15
2017,189,0,27770,Camilo Villegas,4.85,5,103,95.15
2010,1,0,1116,Michael Bradley,0.0,0,122,100.0
2010,1,0,12510,Chad Campbell,0.0,0,165,100.0
2010,1,0,24357,K.J. Choi,0.0,0,103,100.0
2010,1,0,11123,Chris Couch,0.0,0,117,100.0
2010,1,0,23541,Ben Crane,0.0,0,114,100.0
2010,1,0,22621,Ben Curtis,0.0,0,130,100.0
2010,1,0,1313,Steve Elkington,0.0,0,104,100.0
2010,1,0,6522,Ernie Els,0.0,0,91,100.0
2010,1,0,28307,Matt Every,0.0,0,103,100.0
2010,1,0,10809,Jim Furyk,0.0,0,103,100.0
2010,1,0,19846,Brian Gay,0.0,0,157,100.0
2010,1,0,20157,Retief Goosen,0.0,0,114,100.0
2010,1,0,20766,Padraig Harrington,0.0,0,80,100.0
2010,1,0,23353,J.J. Henry,0.0,0,157,100.0
2010,1,0,21350,Ryuji Imada,0.0,0,153,100.0
2010,1,0,21731,Freddie Jacobson,0.0,0,154,100.0
2010,1,0,6514,Kevin Johnson,0.0,0,104,100.0
2010,1,0,24024,Zach Johnson,0.0,0,136,100.0
2010,1,0,26300,Matt Jones,0.0,0,132,100.0
2010,1,0,10860,Justin Leonard,0.0,0,156,100.0
2010,1,0,27466,Spencer Levin,0.0,0,202,100.0
2010,1,0,10585,Scott McCarron,0.0,0,155,100.0
2010,1,0,22122,Andrew McLardy,0.0,0,93,100.0
2010,1,0,1797,Rocco Mediate,0.0,0,127,100.0
2010,1,0,27933,John Merrick,0.0,0,195,100.0
2010,1,0,22046,Geoff Ogilvy,0.0,0,102,100.0
2010,1,0,20572,Rod Pampling,0.0,0,148,100.0
2010,1,0,25345,Carl Pettersson,0.0,0,161,100.0
2010,1,0,24138,Ian Poulter,0.0,0,58,100.0
2010,1,0,28620,Aron Price,0.0,0,111,100.0
2010,1,0,22405,Justin Rose,0.0,0,122,100.0
2010,1,0,26882,Michael Sim,0.0,0,80,100.0
2010,1,0,22293,Heath Slocum,0.0,0,151,100.0
2010,1,0,8375,Paul Stankowski,0.0,0,113,100.0
2010,1,0,27963,Chris Stroud,0.0,0,143,100.0
2010,1,0,6595,Kevin Sutherland,0.0,0,155,100.0
2010,1,0,12755,Vance Veazey,0.0,0,98,100.0
2010,1,0,24663,Y.E. Yang,0.0,0,109,100.0
2010,39,0,26695,Michael Letzig,0.6,1,168,99.4
2010,39,0,21878,Mark Wilson,0.6,1,168,99.4
2010,41,0,24507,Jason Bohn,0.65,1,153,99.3
2010,41,0,20593,Greg Chalmers,0.65,1,155,99.3
2010,43,0,23409,James Driscoll,0.66,1,152,99.3
2010,43,0,1577,Lee Janzen,0.66,1,151,99.3
2010,45,0,25562,Andres Romero,0.69,1,145,99.3
2010,46,0,1706,Davis Love III,0.72,1,139,99.2
2010,47,0,10885,Robert Allenby,0.76,1,132,99.2
2010,47,0,32640,Troy Merritt,0.76,1,132,99.2
2010,49,0,20229,Stewart Cink,0.78,1,128,99.2
2010,49,0,26951,Johnson Wagner,0.78,1,129,99.2
2010,51,0,1707,Steve Lowery,0.79,1,126,99.2
2010,51,0,20127,Chris Riley,0.79,1,126,99.2
2010,51,0,25804,Bubba Watson,0.79,1,127,99.2
2010,54,0,26851,Marc Leishman,0.81,1,123,99.1
2010,55,0,24490,George McNeill,0.83,1,120,99.1
2010,56,0,6527,Steve Stricker,0.84,1,119,99.1
2010,57,0,6621,Joe Durant,0.86,1,116,99.1
2010,58,0,1619,Skip Kendall,0.88,1,113,99.1
2010,59,0,25892,Steve Wheatcroft,0.93,1,108,99.0
2010,60,0,23983,Luke Donald,0.94,1,106,99.0
2010,61,0,6515,Shaun Micheel,0.95,1,105,99.0
2010,62,0,23613,Rich Barcelo,0.96,1,104,99.0
2010,62,0,27613,David Lutterus,0.96,1,104,99.0
2010,64,0,30925,Dustin Johnson,0.97,1,103,99.0
2010,65,0,27330,Josh Teater,1.0,2,200,99.0
2010,65,0,2239,Scott Verplank,1.0,1,100,99.0
2010,67,0,26392,Chris Wilson,1.03,1,97,98.9
2010,68,0,23638,Brendon de Jonge,1.05,2,191,98.9
2010,68,0,1329,Brad Faxon,1.05,1,95,98.9
2010,70,0,1249,John Daly,1.06,1,94,98.9
2010,71,0,7363,Craig Bowden,1.08,1,93,98.9
2010,72,0,26881,Jarrod Lyle,1.09,1,92,98.9
2010,73,0,20848,Ángel Cabrera,1.1,1,91,98.9
2010,74,0,20378,Mathias Grönberg,1.11,1,90,98.8
2010,75,0,24227,Justin Bolli,1.12,1,89,98.8
2010,75,0,20645,John Senden,1.12,2,179,98.8
2010,77,0,12705,Cliff Kresge,1.15,1,87,98.8
2010,77,0,25190,Jeff Quinney,1.15,2,174,98.8
2010,79,0,25364,Paul Casey,1.16,1,86,98.8
2010,80,0,12602,Dean Wilson,1.18,1,85,98.8
2010,81,0,20098,Stuart Appleby,1.22,2,164,98.7
2010,81,0,22371,Aaron Baddeley,1.22,2,164,98.7
2010,81,0,23673,Michael Connell,1.22,2,164,98.7
2010,84,0,24361,Pat Perez,1.23,2,162,98.7
2010,84,0,25818,Scott Piercy,1.23,2,162,98.7
2010,86,0,32102,Rickie Fowler,1.24,2,161,98.7
2010,86,0,27649,Brandt Snedeker,1.24,2,161,98.7
2010,88,0,21961,Charles Howell III,1.28,2,156,98.7
2010,89,0,12714,Chris Tidland,1.3,2,154,98.7
2010,90,0,23108,Matt Kuchar,1.33,2,150,98.6
2010,90,0,27302,Garth Mulroy,1.33,1,75,98.6
2010,92,0,21959,Ted Purdy,1.35,2,148,98.6
2010,92,0,22913,John Rollins,1.35,2,148,98.6
2010,94,0,29910,Blake Adams,1.36,2,147,98.6
2010,94,0,20436,Garrett Willis,1.36,2,147,98.6
2010,96,0,23320,Ryan Palmer,1.37,2,146,98.6
2010,97,0,25396,Kevin Na,1.39,2,144,98.6
2010,98,0,2206,David Toms,1.41,2,142,98.5
2010,99,0,25720,Chad Collins,1.43,2,140,98.5
2010,100,0,24358,Robert Garrigus,1.44,2,139,98.5
2010,101,0,1320,Bob Estes,1.46,2,137,98.5
2010,102,0,27141,J.B. Holmes,1.47,2,136,98.5
2010,102,0,10423,Mike Weir,1.47,1,68,98.5
2010,104,0,9011,David Duval,1.48,2,135,98.5
2010,104,0,23800,Bryce Molder,1.48,2,135,98.5
2010,106,0,6004,Stephen Ames,1.52,2,132,98.4
2010,106,0,7457,Steve Flesch,1.52,2,132,98.4
2010,106,0,24140,Sean O'Hair,1.52,2,132,98.4
2010,109,0,1724,Jeff Maggert,1.57,2,127,98.4
2010,110,0,28475,Jeff Overton,1.59,2,126,98.4
2010,111,0,22056,Cameron Percy,1.6,2,125,98.4
2010,112,0,22946,Henrik Bjornstad,1.61,2,124,98.3
2010,113,0,20691,Greg Owen,1.63,2,123,98.3
2010,114,0,27770,Camilo Villegas,1.65,2,121,98.3
2010,115,0,23322,Brett Wetterich,1.69,2,118,98.3
2010,116,0,21209,Sergio Garcia,1.72,1,58,98.2
2010,117,0,24846,Ricky Barnes,1.76,3,170,98.2
2010,118,0,29221,Webb Simpson,1.78,3,169,98.2
2010,119,0,26301,James Nitties,1.83,3,164,98.1
2010,120,0,20574,Mathew Goggin,1.85,3,162,98.1
2010,121,0,21949,Joe Ogilvie,1.86,3,161,98.1
2010,122,0,20686,Jeev Milkha Singh,1.87,2,107,98.1
2010,123,0,20105,Jeff Gove,1.89,2,106,98.1
2010,124,0,20850,Daniel Chopra,1.98,2,101,98.0
2010,125,0,27436,Graham DeLaet,1.99,3,151,98.0
2010,126,0,24502,Adam Scott,2.0,2,100,98.0
2010,127,0,22378,Trevor Immelman,2.04,2,98,97.9
2010,128,0,28087,Kris Blanks,2.07,3,145,97.9
2010,129,0,27095,Nick Watney,2.08,3,144,97.9
2010,130,0,23623,Bo Van Pelt,2.14,3,140,97.8
2010,131,0,26596,Ryan Moore,2.16,3,139,97.8
2010,132,0,28158,Steve Marino,2.17,3,138,97.8
2010,133,0,8385,Omar Uresti,2.19,3,137,97.8
2010,133,0,10425,Jay Williamson,2.19,3,137,97.8
2010,135,0,26679,Kevin Stadler,2.22,3,135,97.7
2010,136,0,23548,Bill Lunde,2.26,3,133,97.7
2010,136,0,24781,Hunter Mahan,2.26,3,133,97.7
2010,138,0,27120,Troy Matteson,2.31,4,173,97.6
2010,139,0,20070,Matt Bettencourt,2.34,3,128,97.6
2010,139,0,8075,Jerry Kelly,2.34,4,171,97.6
2010,141,0,23718,Nathan Green,2.35,4,170,97.6
2010,142,0,8725,Tom Gillis,2.37,4,169,97.6
2010,143,0,7867,Woody Austin,2.38,4,168,97.6
2010,143,0,27797,Derek Lamely,2.38,3,126,97.6
2010,145,0,20160,Charlie Wi,2.4,4,167,97.6
2010,146,0,21753,Brian Davis,2.41,4,166,97.5
2010,147,0,24912,Will MacKenzie,2.44,3,123,97.5
2010,148,0,24925,Jonathan Byrd,2.48,4,161,97.5
2010,148,0,6251,Chris DiMarco,2.48,4,161,97.5
2010,150,0,12652,Cameron Beckman,2.5,3,120,97.5
2010,150,0,28237,Rory McIlroy,2.5,2,80,97.5
2010,152,0,29285,Brent Delahoussaye,2.52,3,119,97.4
2010,153,0,1941,Tom Pernice Jr.,2.54,3,118,97.4
2010,154,0,25240,D.A. Points,2.55,4,157,97.4
2010,155,0,7749,Brett Quigley,2.56,5,195,97.4
2010,155,0,27214,Kevin Streelman,2.56,4,156,97.4
2010,155,0,26287,Roland Thatcher,2.56,4,156,97.4
2010,158,0,20498,Briny Baird,2.6,4,154,97.4
2010,158,0,6012,Greg Kraft,2.6,2,77,97.4
2010,160,0,8537,J.P. Hayes,2.65,3,113,97.3
2010,161,0,23325,Vaughn Taylor,2.68,4,149,97.3
2010,162,0,6567,Vijay Singh,2.7,3,111,97.3
2010,163,0,27936,Martin Laird,2.82,4,142,97.1
2010,164,0,1945,Kenny Perry,2.86,3,105,97.1
2010,165,0,1948,Tim Petrovic,2.87,5,174,97.1
2010,166,0,28500,Martin Flores,2.88,4,139,97.1
2010,166,0,6643,Paul Goydos,2.88,4,139,97.1
2010,168,0,1766,Billy Mayfair,2.9,4,138,97.1
2010,169,0,20663,Brenden Pappas,2.91,3,103,97.0
2010,170,0,23135,Tim Clark,2.92,4,137,97.0
2010,171,0,24924,Bill Haas,2.96,4,135,97.0
2010,172,0,27060,John Mallinger,2.99,4,134,97.0
2010,172,0,30946,Alex Prugh,2.99,5,167,97.0
2010,174,0,12716,Charley Hoffman,3.01,4,133,96.9
2010,175,0,25632,Jimmy Walker,3.31,4,121,96.6
2010,175,0,26289,Boo Weekley,3.31,5,151,96.6
2010,177,0,28089,Jason Day,3.33,5,150,96.6
2010,178,0,33419,Cameron Tringale,3.41,3,88,96.5
2010,178,0,32617,Jerod Turner,3.41,3,88,96.5
2010,180,0,31560,Brian Stuard,3.51,6,171,96.4
2010,181,0,12782,Tim Herron,3.57,4,112,96.4
2010,181,0,1810,Phil Mickelson,3.57,4,112,96.4
2010,183,0,25900,Lucas Glover,3.73,5,134,96.2
2010,184,0,26420,Richard Johnson,3.75,6,160,96.2
2010,185,0,23307,Roger Tambellini,3.82,5,131,96.1
2010,185,0,28780,Nicholas Thompson,3.82,5,131,96.1
2010,187,0,23621,Rory Sabbatini,4.11,6,146,95.8
2010,188,0,23788,D.J. Trahan,5.33,9,169,94.6
2010,189,0,20472,Alex Cejka,5.34,7,131,94.6
2010,190,0,25686,Jason Dufner,5.44,8,147,94.5
2010,191,0,23349,Charles Warren,5.56,6,108,94.4
2010,192,0,1161,Mark Calcavecchia,6.9,4,58,93.1
2019,1,0,49303,Anders Albertson,0.0,0,91,100.0
2019,1,0,27958,Ryan Blaum,0.0,0,141,100.0
2019,1,0,27895,Jonas Blixt,0.0,0,131,100.0
2019,1,0,40009,Dominic Bozzelli,0.0,0,103,100.0
2019,1,0,47504,Sam Burns,0.0,0,114,100.0
2019,1,0,35450,Patrick Cantlay,0.0,0,119,100.0
2019,1,0,25364,Paul Casey,0.0,0,111,100.0
2019,1,0,34021,Bud Cauley,0.0,0,116,100.0
2019,1,0,51766,Wyndham Clark,0.0,0,140,100.0
2019,1,0,39997,Corey Conners,0.0,0,146,100.0
2019,1,0,28089,Jason Day,0.0,0,100,100.0
2019,1,0,6522,Ernie Els,0.0,0,61,100.0
2019,1,0,40098,Matt Fitzpatrick,0.0,0,58,100.0
2019,1,0,30911,Tommy Fleetwood,0.0,0,90,100.0
2019,1,0,24924,Bill Haas,0.0,0,104,100.0
2019,1,0,34563,Chesson Hadley,0.0,0,132,100.0
2019,1,0,34363,Tyrrell Hatton,0.0,0,82,100.0
2019,1,0,34098,Russell Henley,0.0,0,134,100.0
2019,1,0,23353,J.J. Henry,0.0,0,69,100.0
2019,1,0,29420,Billy Horschel,0.0,0,106,100.0
2019,1,0,36799,Stephan Jaeger,0.0,0,94,100.0
2019,1,0,30925,Dustin Johnson,0.0,0,107,100.0
2019,1,0,26300,Matt Jones,0.0,0,132,100.0
2019,1,0,37454,Whee Kim,0.0,0,93,100.0
2019,1,0,23108,Matt Kuchar,0.0,0,119,100.0
2019,1,0,27936,Martin Laird,0.0,0,159,100.0
2019,1,0,34261,Scott Langley,0.0,0,110,100.0
2019,1,0,27129,Luke List,0.0,0,107,100.0
2019,1,0,1810,Phil Mickelson,0.0,0,85,100.0
2019,1,0,25198,Francesco Molinari,0.0,0,73,100.0
2019,1,0,26596,Ryan Moore,0.0,0,111,100.0
2019,1,0,23320,Ryan Palmer,0.0,0,96,100.0
2019,1,0,30946,Alex Prugh,0.0,0,106,100.0
2019,1,0,34256,Andrew Putnam,0.0,0,100,100.0
2019,1,0,36699,Patrick Rodgers,0.0,0,93,100.0
2019,1,0,48081,Xander Schauffele,0.0,0,88,100.0
2019,1,0,30786,Brady Schnell,0.0,0,79,100.0
2019,1,0,39327,Ben Silverman,0.0,0,108,100.0
2019,1,0,35891,Cameron Smith,0.0,0,77,100.0
2019,1,0,27649,Brandt Snedeker,0.0,0,131,100.0
2019,1,0,29518,Brendan Steele,0.0,0,112,100.0
2019,1,0,21528,Henrik Stenson,0.0,0,74,100.0
2019,1,0,27214,Kevin Streelman,0.0,0,108,100.0
2019,1,0,34264,Hudson Swafford,0.0,0,103,100.0
2019,1,0,33448,Justin Thomas,0.0,0,103,100.0
2019,1,0,35617,Martin Trainer,0.0,0,86,100.0
2019,1,0,25804,Bubba Watson,0.0,0,94,100.0
2019,1,0,49964,Aaron Wise,0.0,0,105,100.0
2019,49,0,47128,Richy Werenski,0.64,1,157,99.36
2019,50,0,34099,Harris English,0.68,1,147,99.32
2019,51,0,29479,Scott Brown,0.69,1,145,99.31
2019,51,0,19846,Brian Gay,0.69,1,144,99.31
2019,51,0,31560,Brian Stuard,0.69,1,144,99.31
2019,54,0,26476,Chez Reavie,0.7,1,142,99.3
2019,55,0,34076,Joel Dahmen,0.71,1,140,99.29
2019,56,0,27974,Sung Kang,0.72,1,139,99.28
2019,56,0,35449,Adam Long,0.72,1,138,99.28
2019,56,0,34466,Peter Malnati,0.72,1,138,99.28
2019,59,0,32102,Rickie Fowler,0.74,1,136,99.26
2019,60,0,33667,Carlos Ortiz,0.75,1,133,99.25
2019,60,0,25818,Scott Piercy,0.75,1,134,99.25
2019,62,0,33410,Andrew Landry,0.76,1,132,99.24
2019,63,0,29535,Brice Garnett,0.77,1,130,99.23
2019,64,0,32200,Roberto Castro,0.79,1,126,99.21
2019,64,0,32791,K.H. Lee,0.79,1,127,99.21
2019,64,0,27556,Ted Potter Jr.,0.79,1,127,99.21
2019,64,0,49960,Sepp Straka,0.79,1,126,99.21
2019,68,0,52372,Cameron Champ,0.8,1,125,99.2
2019,68,0,39954,Cody Gribble,0.8,1,125,99.2
2019,70,0,40026,Daniel Berger,0.81,1,123,99.19
2019,70,0,47990,Kyle Jones,0.81,1,123,99.19
2019,72,0,31323,Gary Woodland,0.83,1,120,99.17
2019,73,0,33486,Roger Sloan,0.85,1,117,99.15
2019,74,0,37340,Chase Wright,0.86,1,116,99.14
2019,75,0,45609,Tyler Duncan,0.87,1,115,99.13
2019,76,0,46435,Austin Cook,0.88,1,114,99.12
2019,76,0,36689,Brooks Koepka,0.88,1,114,99.12
2019,76,0,34431,Robert Streb,0.88,1,113,99.12
2019,79,0,29725,Tony Finau,0.9,1,111,99.1
2019,80,0,28679,Fabián Gómez,0.92,1,109,99.08
2019,81,0,27963,Chris Stroud,0.93,1,108,99.07
2019,82,0,33948,Byeong Hun An,0.97,1,103,99.03
2019,83,0,30191,Julián Etulain,0.98,1,102,99.02
2019,83,0,10809,Jim Furyk,0.98,1,102,99.02
2019,85,0,24024,Zach Johnson,0.99,1,101,99.01
2019,86,0,28775,Nate Lashley,1.0,1,100,99.0
2019,87,0,46402,Talor Gooch,1.04,1,96,98.96
2019,87,0,25572,Graeme McDowell,1.04,1,96,98.96
2019,89,0,46523,Joey Garber,1.05,1,95,98.95
2019,90,0,39975,Michael Kim,1.06,1,94,98.94
2019,90,0,26851,Marc Leishman,1.06,1,94,98.94
2019,92,0,25493,Nick Taylor,1.12,2,178,98.88
2019,93,0,24781,Hunter Mahan,1.14,1,88,98.86
2019,94,0,32816,Satoshi Kodaira,1.16,1,86,98.84
2019,94,0,32058,José de Jesús Rodríguez,1.16,1,86,98.84
2019,96,0,26499,Rafa Cabrera Bello,1.18,1,85,98.82
2019,97,0,30978,Kiradech Aphibarnrat,1.19,1,84,98.81
2019,98,0,20572,Rod Pampling,1.22,1,82,98.78
2019,99,0,34306,John Chin,1.27,1,79,98.73
2019,100,0,27644,Brian Harman,1.28,2,156,98.72
2019,101,0,22371,Aaron Baddeley,1.33,1,75,98.67
2019,101,0,21209,Sergio Garcia,1.33,1,75,98.67
2019,103,0,31557,Jim Herman,1.35,1,74,98.65
