YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS,RELATIVE TO PAR
2013,85,0,23983,Luke Donald,61.95,394,636,-0.21
2013,85,0,25834,Daniel Summerhays,61.95,666,1075,-0.19
2013,87,0,25900,Lucas Glover,61.79,443,717,-0.14
2013,88,0,29479,Scott Brown,61.76,470,761,-0.12
2013,89,0,23541,Ben Crane,61.73,471,763,-0.11
2013,90,0,24361,Pat Perez,61.72,545,883,-0.14
2013,91,0,26758,David Hearn,61.7,625,1013,-0.21
2013,92,0,27936,Martin Laird,61.59,449,729,-0.12
2013,93,0,30110,Kyle Stanley,61.54,512,832,-0.13
2013,93,0,29518,Brendan Steele,61.54,656,1066,-0.18
2013,95,0,28679,Fabián Gómez,61.32,474,773,-0.13
2013,96,0,6567,Vijay Singh,61.09,405,663,-0.13
2013,97,0,22378,Trevor Immelman,61.08,521,853,-0.07
2013,98,0,30692,Scott Stallings,61.07,557,912,-0.17
2013,99,0,25345,Carl Pettersson,61.04,539,883,-0.16
2013,100,0,21209,Sergio Garcia,61.02,393,644,-0.25
2013,101,0,24227,Justin Bolli,61.01,388,636,-0.05
2013,102,0,12716,Charley Hoffman,61.0,613,1005,-0.16
2013,103,0,22621,Ben Curtis,60.97,389,638,-0.15
2013,104,0,12510,Chad Campbell,60.96,609,999,-0.18
2013,105,0,26331,Charl Schwartzel,60.84,449,738,-0.23
2013,106,0,27644,Brian Harman,60.82,641,1054,-0.13
2013,107,0,27933,John Merrick,60.76,576,948,-0.15
2013,108,0,35539,Luke Guthrie,60.71,547,901,-0.12
2013,109,0,20645,John Senden,60.59,512,845,-0.11
2013,110,0,34431,Robert Streb,60.55,511,844,-0.17
2013,111,0,34021,Bud Cauley,60.49,467,772,-0.15
2013,111,0,27503,Steve LeBrun,60.49,444,734,-0.12
2013,113,0,28310,Lee Williams,60.31,427,708,-0.13
2013,114,0,30163,Henrik Norlander,60.27,490,813,-0.12
2013,115,0,37273,Derek Ernst,60.21,410,681,-0.11
2013,116,0,24846,Ricky Barnes,60.16,542,901,-0.12
2013,117,0,30926,Chris Kirk,60.04,670,1116,-0.23
2013,118,0,19970,Robert Karlsson,60.0,306,510,-0.15
2013,119,0,22046,Geoff Ogilvy,59.86,343,573,-0.07
2013,120,0,22056,Cameron Percy,59.8,470,786,-0.11
2013,121,0,34099,Harris English,59.79,675,1129,-0.17
2013,122,0,21099,David Lynn,59.74,463,775,-0.13
2013,123,0,22913,John Rollins,59.51,554,931,-0.17
2013,124,0,20691,Greg Owen,59.47,543,913,-0.18
2013,125,0,6522,Ernie Els,59.43,394,663,-0.09
2013,126,0,20766,Padraig Harrington,59.42,287,483,-0.15
2013,127,0,26851,Marc Leishman,59.41,527,887,-0.14
2013,128,0,23621,Rory Sabbatini,59.36,590,994,-0.23
2013,129,0,28307,Matt Every,59.28,658,1110,-0.19
2013,130,0,25804,Bubba Watson,59.17,487,823,-0.22
2013,131,0,27770,Camilo Villegas,59.12,525,888,-0.16
2013,132,0,26951,Johnson Wagner,59.03,425,720,-0.08
2013,133,0,20229,Stewart Cink,58.98,453,768,-0.17
2013,134,0,6004,Stephen Ames,58.94,356,604,-0.07
2013,135,0,28089,Jason Day,58.74,494,841,-0.16
2013,136,0,24399,Scott Gardiner,58.66,420,716,-0.12
2013,137,0,28259,Sangmoon Bae,58.62,585,998,-0.11
2013,138,0,23320,Ryan Palmer,58.57,557,951,-0.22
2013,138,0,25562,Andres Romero,58.57,417,712,-0.15
2013,140,0,28237,Rory McIlroy,58.54,329,562,-0.21
2013,141,0,31323,Gary Woodland,58.48,669,1144,-0.18
2013,142,0,23108,Matt Kuchar,58.46,560,958,-0.23
2013,143,0,27895,Jonas Blixt,58.42,541,926,-0.13
2013,144,0,21731,Freddie Jacobson,58.33,371,636,-0.19
2013,145,0,32448,James Hahn,58.27,539,925,-0.16
2013,146,0,24494,Erik Compton,57.98,516,890,-0.11
2013,147,0,10885,Robert Allenby,57.89,411,710,-0.1
2013,148,0,28475,Jeff Overton,57.84,590,1020,-0.18
2013,149,0,29740,Brad Fritsch,57.74,541,937,-0.17
2013,149,0,25336,Alistair Presnell,57.74,362,627,-0.16
2013,151,0,33461,Morgan Hoffmann,57.59,421,731,-0.21
2013,152,0,1810,Phil Mickelson,57.27,445,777,-0.23
2013,153,0,20848,Ángel Cabrera,57.23,447,781,-0.13
2013,154,0,27120,Troy Matteson,56.98,457,802,-0.17
2013,155,0,30750,Tommy Gainey,56.94,591,1038,-0.14
2013,156,0,30852,Ryo Ishikawa,56.33,427,758,-0.1
2013,157,0,33869,Eric Meierdierks,56.3,286,508,-0.11
2013,158,0,34360,Patrick Reed,56.24,572,1017,-0.18
2013,159,0,25818,Scott Piercy,56.13,481,857,-0.19
2013,160,0,24140,Sean O'Hair,56.03,390,696,-0.09
2013,161,0,24358,Robert Garrigus,55.95,376,672,-0.15
2013,162,0,1116,Michael Bradley,55.54,326,587,-0.03
2013,163,0,30944,Jason Kokrak,55.03,542,985,-0.18
2013,164,0,23409,James Driscoll,54.65,470,860,-0.17
2013,165,0,25274,Steven Bowditch,54.56,431,790,-0.19
2013,166,0,21961,Charles Howell III,54.53,602,1104,-0.21
2013,167,0,22792,Peter Hanson,54.37,249,458,-0.17
2013,168,0,10423,Mike Weir,54.26,350,645,-0.16
2013,169,0,26497,Casey Wittenberg,54.19,453,836,-0.14
2013,170,0,23452,Nicolas Colsaerts,54.14,268,495,-0.12
2013,171,0,12782,Tim Herron,53.74,323,601,-0.15
2013,172,0,33418,Shawn Stefani,53.68,365,680,-0.13
2013,173,0,23497,Tag Ridings,53.59,425,793,-0.2
2013,174,0,29289,S.Y. Noh,53.49,452,845,-0.15
2013,175,0,28500,Martin Flores,53.35,558,1046,-0.19
2013,176,0,30925,Dustin Johnson,53.21,373,701,-0.17
2013,177,0,25632,Jimmy Walker,53.17,545,1025,-0.2
2013,178,0,22371,Aaron Baddeley,51.31,411,801,-0.16
2013,179,0,32698,Bobby Gates,51.07,263,515,-0.09
2013,180,0,27129,Luke List,46.32,321,693,-0.09
2014,1,0,2206,David Toms,74.27,557,750,-0.13
2014,2,0,23135,Tim Clark,74.01,638,862,-0.1
2014,3,0,22293,Heath Slocum,73.01,633,867,-0.08
2014,4,0,25444,Justin Hicks,72.79,912,1253,-0.09
2014,5,0,10809,Jim Furyk,71.9,660,918,-0.19
2014,6,0,29222,Billy Hurley III,70.69,709,1003,-0.11
2014,7,0,20104,Ken Duke,70.47,649,921,-0.11
2014,8,0,24024,Zach Johnson,70.02,822,1174,-0.18
2014,9,0,26596,Ryan Moore,69.28,602,869,-0.18
2014,10,0,25572,Graeme McDowell,69.06,442,640,-0.19
2014,11,0,27556,Ted Potter Jr.,68.94,575,834,-0.09
2014,12,0,21528,Henrik Stenson,68.82,362,526,-0.19
2014,13,0,26289,Boo Weekley,68.28,536,785,-0.09
2014,14,0,27933,John Merrick,68.06,682,1002,-0.1
2014,14,0,27214,Kevin Streelman,68.06,569,836,-0.17
2014,16,0,23638,Brendon de Jonge,67.97,868,1277,-0.13
2014,17,0,26758,David Hearn,67.9,770,1134,-0.17
2014,18,0,28780,Nicholas Thompson,67.39,653,969,-0.1
2014,19,0,23108,Matt Kuchar,67.33,711,1056,-0.22
2014,20,0,21753,Brian Davis,67.23,755,1123,-0.12
2014,21,0,34174,John Huh,67.18,655,975,-0.09
2014,22,0,33122,Russell Knox,67.01,774,1155,-0.14
2014,23,0,21878,Mark Wilson,66.84,528,790,-0.09
2014,24,0,29420,Billy Horschel,66.77,643,963,-0.19
2014,25,0,23541,Ben Crane,66.51,717,1078,-0.11
2014,26,0,1724,Jeff Maggert,66.34,406,612,-0.02
2014,27,0,8075,Jerry Kelly,66.05,605,916,-0.16
2014,28,0,25834,Daniel Summerhays,65.91,808,1226,-0.13
2014,29,0,32366,Kevin Chappell,65.89,790,1199,-0.18
2014,30,0,28092,D.H. Lee,65.81,412,626,-0.05
2014,31,0,29479,Scott Brown,65.78,763,1160,-0.12
2014,32,0,29425,Andrew Svoboda,65.69,603,918,-0.15
2014,33,0,31202,William McGirt,65.67,767,1168,-0.11
2014,34,0,24357,K.J. Choi,65.62,607,925,-0.14
2014,35,0,31560,Brian Stuard,65.56,674,1028,-0.14
2014,36,0,22621,Ben Curtis,65.54,580,885,-0.12
2014,37,0,29926,Danny Lee,65.27,624,956,-0.14
2014,38,0,26679,Kevin Stadler,65.19,590,905,-0.16
2014,39,0,24781,Hunter Mahan,65.13,652,1001,-0.13
2014,40,0,24663,Y.E. Yang,65.04,547,841,-0.07
2014,41,0,33419,Cameron Tringale,64.97,881,1356,-0.16
2014,42,0,25396,Kevin Na,64.84,699,1078,-0.2
2014,43,0,23353,J.J. Henry,64.75,698,1078,-0.11
2014,43,0,27095,Nick Watney,64.75,507,783,-0.16
2014,45,0,27649,Brandt Snedeker,64.66,591,914,-0.15
2014,46,0,24507,Jason Bohn,64.65,653,1010,-0.11
2014,47,0,37273,Derek Ernst,64.62,568,879,-0.08
2014,48,0,33418,Shawn Stefani,64.56,512,793,-0.16
2014,49,0,33413,Ben Martin,64.34,563,875,-0.17
2014,50,0,35541,John Peterson,64.27,491,764,-0.08
2014,51,0,25900,Lucas Glover,64.25,417,649,-0.13
2014,52,0,34098,Russell Henley,64.13,667,1040,-0.13
2014,52,0,30927,Brendon Todd,64.13,810,1263,-0.14
2014,54,0,20645,John Senden,63.99,718,1122,-0.19
2014,55,0,20498,Briny Baird,63.94,399,624,-0.1
2014,56,0,24912,Will MacKenzie,63.72,641,1006,-0.14
2014,57,0,25686,Jason Dufner,63.65,373,586,-0.18
2014,58,0,23623,Bo Van Pelt,63.59,592,931,-0.16
2014,59,0,27466,Spencer Levin,63.53,439,691,-0.12
2014,60,0,32200,Roberto Castro,63.38,514,811,-0.1
2014,61,0,34264,Hudson Swafford,63.3,507,801,-0.12
2014,62,0,12510,Chad Campbell,63.24,406,642,-0.14
2014,63,0,10860,Justin Leonard,63.17,542,858,-0.14
2014,64,0,24924,Bill Haas,63.15,713,1129,-0.19
2014,65,0,24490,George McNeill,63.02,610,968,-0.18
2014,66,0,27963,Chris Stroud,62.94,630,1001,-0.16
2014,67,0,23983,Luke Donald,62.87,381,606,-0.18
2014,68,0,29221,Webb Simpson,62.48,641,1026,-0.2
2014,69,0,19846,Brian Gay,62.4,546,875,-0.08
2014,70,0,30110,Kyle Stanley,62.36,618,991,-0.07
2014,71,0,27936,Martin Laird,62.27,477,766,-0.2
2014,72,0,29478,Kevin Kisner,62.11,600,966,-0.19
2014,73,0,10885,Robert Allenby,62.07,599,965,-0.12
2014,73,0,32640,Troy Merritt,62.07,473,762,-0.13
2014,75,0,32150,Michael Thompson,62.0,514,829,-0.18
2014,76,0,32448,James Hahn,61.98,626,1010,-0.12
2014,77,0,31557,Jim Herman,61.95,412,665,-0.06
2014,78,0,24925,Jonathan Byrd,61.92,556,898,-0.11
2014,79,0,27064,Jhonattan Vegas,61.9,546,882,-0.13
2014,80,0,25240,D.A. Points,61.86,472,763,-0.09
2014,81,0,33141,Keegan Bradley,61.85,574,928,-0.19
2014,82,0,30926,Chris Kirk,61.8,741,1199,-0.19
2014,83,0,28486,Michael Putnam,61.75,775,1255,-0.16
2014,84,0,7867,Woody Austin,61.74,489,792,-0.12
2014,85,0,28259,Sangmoon Bae,61.62,557,904,-0.16
2014,86,0,32102,Rickie Fowler,61.39,520,847,-0.23
2014,87,0,24502,Adam Scott,61.17,479,783,-0.29
2014,88,0,27436,Graham DeLaet,61.13,541,885,-0.23
2014,89,0,27330,Josh Teater,61.1,633,1036,-0.13
2014,90,0,6567,Vijay Singh,61.06,643,1053,-0.14
2014,91,0,24361,Pat Perez,61.02,634,1039,-0.14
2014,92,0,35139,Richard Lee,60.99,516,846,-0.09
2014,93,0,20396,Lee Westwood,60.97,364,597,-0.21
2014,94,0,25804,Bubba Watson,60.95,473,776,-0.23
2014,95,0,21209,Sergio Garcia,60.87,336,552,-0.16
2014,96,0,32839,Hideki Matsuyama,60.69,542,893,-0.23
2014,97,0,20098,Stuart Appleby,60.57,705,1164,-0.14
2014,98,0,27644,Brian Harman,60.51,849,1403,-0.18
2014,99,0,26329,Louis Oosthuizen,60.48,251,415,-0.09
2014,100,0,34409,David Lingmerth,60.44,553,915,-0.12
2014,101,0,27770,Camilo Villegas,60.38,698,1156,-0.2
2014,102,0,27408,Martin Kaymer,60.33,403,668,-0.18
2014,103,0,34261,Scott Langley,60.31,658,1091,-0.16
2014,104,0,34431,Robert Streb,60.2,534,887,-0.18
2014,105,0,24138,Ian Poulter,60.18,340,565,-0.18
2014,106,0,26331,Charl Schwartzel,60.16,450,748,-0.2
2014,107,0,22913,John Rollins,60.11,553,920,-0.1
2014,108,0,25364,Paul Casey,60.1,366,609,-0.25
2014,109,0,35732,Wes Roach,60.06,418,696,-0.1
2014,110,0,28237,Rory McIlroy,60.0,399,665,-0.3
2014,111,0,34265,Will Wilcox,59.93,335,559,-0.21
2014,112,0,34099,Harris English,59.63,607,1018,-0.19
2014,112,0,29535,Brice Garnett,59.63,644,1080,-0.17
2014,114,0,25720,Chad Collins,59.62,502,842,-0.12
2014,115,0,25191,Gonzalo Fernandez-Castaño,59.5,570,958,-0.15
2014,116,0,21731,Freddie Jacobson,59.37,659,1110,-0.14
2014,117,0,12716,Charley Hoffman,59.35,622,1048,-0.18
2014,118,0,22378,Trevor Immelman,59.24,548,925,-0.12
2014,119,0,23800,Bryce Molder,59.23,523,883,-0.15
2014,120,0,32334,Charlie Beljan,59.2,547,924,-0.17
2014,121,0,26851,Marc Leishman,59.15,559,945,-0.17
2014,122,0,20848,Ángel Cabrera,59.14,498,842,-0.12
2014,123,0,24494,Erik Compton,59.09,608,1029,-0.16
2014,124,0,1706,Davis Love III,59.05,509,862,-0.13
2014,125,0,31323,Gary Woodland,59.01,596,1010,-0.2
2014,126,0,29740,Brad Fritsch,59.0,318,539,-0.17
2014,127,0,25345,Carl Pettersson,58.98,693,1175,-0.16
2014,128,0,23320,Ryan Palmer,58.94,547,928,-0.19
2014,129,0,28089,Jason Day,58.89,265,450,-0.25
2014,130,0,35539,Luke Guthrie,58.87,617,1048,-0.17
2014,131,0,20229,Stewart Cink,58.83,583,991,-0.15
2014,132,0,20593,Greg Chalmers,58.72,589,1003,-0.16
2014,133,0,26956,Bronson La'Cassie,58.63,292,498,-0.1
2014,134,0,20160,Charlie Wi,58.6,528,901,-0.12
2014,135,0,25349,Tim Wilkinson,58.59,580,990,-0.13
2014,136,0,32333,Kevin Tway,58.58,379,647,-0.13
2014,137,0,29518,Brendan Steele,58.5,568,971,-0.2
2014,138,0,22046,Geoff Ogilvy,58.49,589,1007,-0.11
2014,139,0,30750,Tommy Gainey,58.45,484,828,-0.12
2014,140,0,28307,Matt Every,58.4,518,887,-0.17
2014,141,0,26951,Johnson Wagner,58.18,466,801,-0.16
2014,142,0,1810,Phil Mickelson,58.12,401,690,-0.12
2014,143,0,34046,Jordan Spieth,57.95,634,1094,-0.19
2014,144,0,24358,Robert Garrigus,57.87,581,1004,-0.21
2014,145,0,28475,Jeff Overton,57.66,527,914,-0.19
2014,146,0,34563,Chesson Hadley,57.62,567,984,-0.18
2014,147,0,26300,Matt Jones,57.59,474,823,-0.15
2014,148,0,34021,Bud Cauley,57.52,367,638,-0.21
2014,149,0,28500,Martin Flores,57.28,535,934,-0.18
2014,150,0,22405,Justin Rose,57.18,410,717,-0.2
2014,151,0,36689,Brooks Koepka,56.9,330,580,-0.2
2014,152,0,30692,Scott Stallings,56.78,490,863,-0.13
2014,153,0,25562,Andres Romero,56.72,557,982,-0.19
2014,154,0,30944,Jason Kokrak,56.65,473,835,-0.19
2014,155,0,31193,Jim Renner,56.56,405,716,-0.14
2014,156,0,27895,Jonas Blixt,56.32,334,593,-0.18
2014,157,0,27141,J.B. Holmes,56.23,587,1044,-0.17
2014,158,0,30925,Dustin Johnson,56.2,322,573,-0.26
2014,159,0,29289,S.Y. Noh,56.17,578,1029,-0.18
2014,160,0,20157,Retief Goosen,56.01,601,1073,-0.19
2014,161,0,34360,Patrick Reed,55.79,573,1027,-0.21
2014,162,0,27120,Troy Matteson,55.47,370,667,-0.12
2014,163,0,25274,Steven Bowditch,55.12,592,1074,-0.2
2014,164,0,22371,Aaron Baddeley,55.08,439,797,-0.18
2014,165,0,24846,Ricky Barnes,54.78,590,1077,-0.17
2014,166,0,24140,Sean O'Hair,54.6,499,914,-0.17
2014,167,0,23621,Rory Sabbatini,54.58,489,896,-0.11
2014,168,0,28132,Tyrone Van Aswegen,54.51,483,886,-0.17
2014,169,0,33461,Morgan Hoffmann,54.3,669,1232,-0.21
2014,170,0,29461,Jamie Lovemark,53.63,347,647,-0.13
2014,171,0,6522,Ernie Els,53.02,456,860,-0.19
2014,172,0,21961,Charles Howell III,52.22,683,1308,-0.23
2014,173,0,10423,Mike Weir,51.79,376,726,-0.1
2014,174,0,23409,James Driscoll,51.64,410,794,-0.13
2014,175,0,25632,Jimmy Walker,51.25,514,1003,-0.25
2014,176,0,30852,Ryo Ishikawa,51.18,433,846,-0.19
2014,177,0,35300,Andrew Loupe,51.1,347,679,-0.18
2022,1,0,19803,Ryan Armour,74.75,379,507,-0.13
2022,2,0,32816,Satoshi Kodaira,73.42,417,568,-0.13
2022,3,0,31560,Brian Stuard,71.13,675,949,-0.09
2022,4,0,26476,Chez Reavie,70.25,725,1032,-0.13
2022,5,0,45526,Abraham Ancer,70.09,450,642,-0.2
2022,6,0,27214,Kevin Streelman,69.77,771,1105,-0.16
2022,7,0,30927,Brendon Todd,69.45,673,969,-0.17
2022,8,0,45609,Tyler Duncan,69.27,620,895,-0.23
2022,9,0,34076,Joel Dahmen,68.5,722,1054,-0.16
2022,10,0,27936,Martin Laird,68.44,579,846,-0.17
2022,11,0,23325,Vaughn Taylor,67.88,374,551,-0.18
2022,12,0,31557,Jim Herman,67.62,401,593,-0.09
2022,13,0,46414,Aaron Rai,67.52,657,973,-0.16
2022,14,0,29535,Brice Garnett,67.43,563,835,-0.18
2022,15,0,55708,Hayden Buckley,67.29,718,1067,-0.2
2022,16,0,34098,Russell Henley,67.2,590,878,-0.21
2022,17,0,25900,Lucas Glover,66.78,784,1174,-0.16
2022,18,0,30978,Kiradech Aphibarnrat,66.73,347,520,-0.16
2022,19,0,35879,Kelly Kraft,66.71,521,781,-0.16
2022,20,0,46435,Austin Cook,66.21,484,731,-0.15
2022,21,0,39997,Corey Conners,66.03,686,1039,-0.22
2022,22,0,49298,Kramer Hickok,65.98,671,1017,-0.12
2022,23,0,29478,Kevin Kisner,65.84,503,764,-0.23
2022,24,0,32150,Michael Thompson,65.79,673,1023,-0.16
2022,25,0,33122,Russell Knox,65.77,709,1078,-0.17
2022,26,0,27644,Brian Harman,65.4,705,1078,-0.18
2022,27,0,50525,Collin Morikawa,65.37,455,696,-0.23
2022,28,0,35449,Adam Long,65.36,685,1048,-0.19
2022,29,0,34256,Andrew Putnam,65.24,732,1122,-0.18
2022,30,0,31646,Emiliano Grillo,64.83,623,961,-0.21
2022,31,0,52375,Doug Ghim,64.82,643,992,-0.15
2022,32,0,47993,Denny McCarthy,64.81,779,1202,-0.19
2022,33,0,34174,John Huh,64.68,542,838,-0.22
2022,34,0,39436,Joshua Creel,64.58,330,511,-0.11
2022,34,0,30926,Chris Kirk,64.58,598,926,-0.21
2022,36,0,36871,Matthew NeSmith,64.56,714,1106,-0.19
2022,37,0,39971,Sungjae Im,64.53,693,1074,-0.27
2022,38,0,36326,David Lipsky,64.15,655,1021,-0.19
2022,39,0,32640,Troy Merritt,64.07,690,1077,-0.19
2022,40,0,36801,Mark Hubbard,63.97,483,755,-0.2
2022,41,0,37455,Si Woo Kim,63.93,741,1159,-0.18
2022,42,0,29420,Billy Horschel,63.88,511,800,-0.23
2022,43,0,50095,Austin Smotherman,63.86,553,866,-0.23
2022,44,0,51950,Max McGreevy,63.51,489,770,-0.13
2022,45,0,29518,Brendan Steele,63.41,546,861,-0.19
2022,46,0,40115,Adam Svensson,63.39,734,1158,-0.2
2022,47,0,27649,Brandt Snedeker,63.2,426,674,-0.16
2022,48,0,33399,Adam Hadwin,63.18,664,1051,-0.22
2022,49,0,24024,Zach Johnson,63.03,479,760,-0.17
2022,50,0,23108,Matt Kuchar,62.97,556,883,-0.2
2022,51,0,32791,K.H. Lee,62.92,772,1227,-0.2
2022,51,0,30163,Henrik Norlander,62.92,521,828,-0.16
2022,51,0,29221,Webb Simpson,62.92,453,720,-0.22
2022,54,0,28775,Nate Lashley,62.89,527,838,-0.23
2022,55,0,40006,Erik van Rooyen,62.84,367,584,-0.16
2022,56,0,39324,J.J. Spaun,62.68,665,1061,-0.21
2022,57,0,40098,Matt Fitzpatrick,62.52,447,715,-0.2
2022,58,0,48081,Xander Schauffele,62.49,528,845,-0.29
2022,59,0,39953,Chase Seiffert,62.48,318,509,-0.14
2022,60,0,46970,Jon Rahm,62.39,511,819,-0.28
2022,61,0,21961,Charles Howell III,62.37,406,651,-0.23
2022,62,0,39546,Keith Mitchell,62.31,653,1048,-0.19
2022,63,0,47983,Chad Ramey,62.24,473,760,-0.15
2022,63,0,47995,Davis Riley,62.24,699,1123,-0.21
2022,65,0,52374,Brandon Wu,62.13,461,742,-0.19
2022,66,0,51890,Greyson Sigg,62.0,615,992,-0.17
2022,67,0,24138,Ian Poulter,61.95,324,523,-0.13
2022,68,0,54628,Lee Hodges,61.92,709,1145,-0.2
2022,69,0,45522,Christiaan Bezuidenhout,61.87,503,813,-0.2
2022,70,0,28252,Seamus Power,61.85,509,823,-0.21
2022,71,0,29908,C.T. Pan,61.76,604,978,-0.18
2022,72,0,31420,Anirban Lahiri,61.66,529,858,-0.19
2022,73,0,49947,Taylor Moore,61.63,665,1079,-0.2
2022,74,0,24925,Jonathan Byrd,61.53,363,590,-0.18
2022,75,0,33141,Keegan Bradley,61.42,578,941,-0.21
2022,75,0,22405,Justin Rose,61.42,355,578,-0.17
2022,77,0,27974,Sung Kang,61.37,518,844,-0.16
2022,78,0,48822,Sebastián Muñoz,61.35,600,978,-0.2
2022,79,0,47529,Mito Pereira,61.28,652,1064,-0.22
2022,80,0,49766,Hank Lebioda,61.2,571,933,-0.2
2022,81,0,46402,Talor Gooch,61.1,468,766,-0.21
2022,82,0,23621,Rory Sabbatini,61.01,424,695,-0.21
