YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR 3 BIRDIES OR BETTER,PAR 3 HOLES
2009,99,0,20229,Stewart Cink,13.19,38,288
2009,100,0,24663,Y.E. Yang,13.13,44,335
2009,101,0,21753,Brian Davis,13.1,55,420
2009,102,0,24507,Jason Bohn,13.09,47,359
2009,103,0,1035,Tommy Armour III,13.03,31,238
2009,104,0,23048,Eric Axley,13.01,38,292
2009,105,0,1707,Steve Lowery,12.98,44,339
2009,106,0,7749,Brett Quigley,12.96,49,378
2009,106,0,23621,Rory Sabbatini,12.96,42,324
2009,108,0,27933,John Merrick,12.84,47,366
2009,109,0,23983,Luke Donald,12.83,39,304
2009,110,0,27095,Nick Watney,12.82,45,351
2009,111,0,27963,Chris Stroud,12.81,46,359
2009,111,0,10425,Jay Williamson,12.81,36,281
2009,113,0,20160,Charlie Wi,12.8,48,375
2009,114,0,10733,Kent Jones,12.79,38,297
2009,115,0,23718,Nathan Green,12.77,54,423
2009,116,0,25818,Scott Piercy,12.72,44,346
2009,117,0,24925,Jonathan Byrd,12.71,46,362
2009,117,0,30711,Colt Knost,12.71,37,291
2009,119,0,6595,Kevin Sutherland,12.66,49,387
2009,120,0,24924,Bill Haas,12.63,47,372
2009,121,0,28620,Aron Price,12.6,46,365
2009,122,0,21350,Ryuji Imada,12.57,43,342
2009,123,0,23349,Charles Warren,12.55,32,255
2009,124,0,26420,Richard Johnson,12.54,43,343
2009,125,0,24503,Jeff Klauk,12.53,50,399
2009,126,0,22621,Ben Curtis,12.5,31,248
2009,126,0,1473,Todd Hamilton,12.5,42,336
2009,126,0,25804,Bubba Watson,12.5,37,296
2009,129,0,26851,Marc Leishman,12.47,46,369
2009,130,0,28118,Peter Tomasulo,12.4,31,250
2009,131,0,29221,Webb Simpson,12.34,47,381
2009,132,0,20766,Padraig Harrington,12.26,32,261
2009,133,0,22348,Nick O'Hern,12.23,45,368
2009,134,0,28780,Nicholas Thompson,12.21,48,393
2009,135,0,6197,Michael Allen,12.2,36,295
2009,136,0,22961,David Mathis,12.17,41,337
2009,137,0,23788,D.J. Trahan,12.14,47,387
2009,138,0,10585,Scott McCarron,12.13,45,371
2009,139,0,26881,Jarrod Lyle,12.12,32,264
2009,140,0,26679,Kevin Stadler,12.08,32,265
2009,141,0,28475,Jeff Overton,12.06,45,373
2009,142,0,7223,Brian Bateman,12.05,27,224
2009,142,0,25562,Andres Romero,12.05,27,224
2009,144,0,20848,Ángel Cabrera,12.04,26,216
2009,145,0,26289,Boo Weekley,12.01,37,308
2009,146,0,29718,Anthony Kim,11.99,35,292
2009,147,0,6621,Joe Durant,11.97,31,259
2009,147,0,20634,Peter Lonard,11.97,42,351
2009,149,0,6251,Chris DiMarco,11.9,47,395
2009,150,0,6539,Rick Price,11.76,26,221
2009,151,0,27936,Martin Laird,11.72,34,290
2009,152,0,20098,Stuart Appleby,11.71,37,316
2009,153,0,25686,Jason Dufner,11.65,43,369
2009,154,0,30925,Dustin Johnson,11.64,39,335
2009,155,0,20645,John Senden,11.63,47,404
2009,156,0,10809,Jim Furyk,11.57,39,337
2009,157,0,6522,Ernie Els,11.54,30,260
2009,158,0,24912,Will MacKenzie,11.51,32,278
2009,159,0,26476,Chez Reavie,11.49,37,322
2009,160,0,25345,Carl Pettersson,11.4,39,342
2009,161,0,23541,Ben Crane,11.38,43,378
2009,162,0,24357,K.J. Choi,11.37,29,255
2009,162,0,22295,Darron Stiles,11.37,24,211
2009,164,0,1320,Bob Estes,11.36,36,317
2009,165,0,12705,Cliff Kresge,11.29,36,319
2009,166,0,1797,Rocco Mediate,11.18,36,322
2009,167,0,1313,Steve Elkington,11.03,32,290
2009,168,0,27120,Troy Matteson,10.82,42,388
2009,169,0,23778,Brad Adamonis,10.8,31,287
2009,170,0,21209,Sergio Garcia,10.78,25,232
2009,171,0,22293,Heath Slocum,10.77,42,390
2009,172,0,25632,Jimmy Walker,10.6,32,302
2009,173,0,21961,Charles Howell III,9.98,40,401
2009,174,0,27649,Brandt Snedeker,9.79,32,327
2009,175,0,20157,Retief Goosen,9.76,29,297
2009,176,0,24502,Adam Scott,9.71,20,206
2009,177,0,1329,Brad Faxon,9.43,23,244
2009,178,0,7867,Woody Austin,9.36,32,342
2009,179,0,26668,Marc Turnesa,9.32,29,311
2009,180,0,24846,Ricky Barnes,9.29,25,269
2009,181,0,23614,Rich Beem,9.15,29,317
2009,182,0,8931,Glen Day,8.31,27,325
2009,182,0,22913,John Rollins,8.31,31,373
2009,184,0,24138,Ian Poulter,7.14,16,224
2017,1,0,35532,Tom Hoge,21.62,40,185
2017,2,0,25572,Graeme McDowell,20.61,47,228
2017,3,0,37278,Nicholas Lindheim,19.56,44,225
2017,4,0,27649,Brandt Snedeker,18.78,37,197
2017,5,0,27770,Camilo Villegas,18.75,54,288
2017,6,0,25818,Scott Piercy,18.45,50,271
2017,7,0,32102,Rickie Fowler,17.76,54,304
2017,8,0,19803,Ryan Armour,17.72,42,237
2017,9,0,27129,Luke List,17.42,69,396
2017,10,0,35545,Blayne Barber,17.36,50,288
2017,11,0,26476,Chez Reavie,17.14,66,385
2017,12,0,29289,S.Y. Noh,17.09,60,351
2017,13,0,32757,Patton Kizzire,16.99,52,306
2017,14,0,23497,Tag Ridings,16.88,40,237
2017,15,0,34046,Jordan Spieth,16.83,52,309
2017,16,0,35891,Cameron Smith,16.82,56,333
2017,17,0,24358,Robert Garrigus,16.72,49,293
2017,18,0,34466,Peter Malnati,16.62,57,343
2017,19,0,29485,Brett Stegmaier,16.61,51,307
2017,20,0,36689,Brooks Koepka,16.25,52,320
2017,21,0,49771,J.T. Poston,16.15,57,353
2017,22,0,48084,Wesley Bryan,16.03,59,368
2017,23,0,27644,Brian Harman,15.92,64,402
2017,24,0,39324,J.J. Spaun,15.85,55,347
2017,25,0,31646,Emiliano Grillo,15.8,55,348
2017,26,0,47959,Bryson DeChambeau,15.79,57,361
2017,27,0,26300,Matt Jones,15.56,35,225
2017,28,0,28307,Matt Every,15.55,44,283
2017,29,0,40058,Zac Blair,15.54,62,399
2017,30,0,30925,Dustin Johnson,15.52,43,277
2017,30,0,24502,Adam Scott,15.52,36,232
2017,30,0,33419,Cameron Tringale,15.52,52,335
2017,33,0,22046,Geoff Ogilvy,15.46,45,291
2017,34,0,20771,Steven Alker,15.42,39,253
2017,35,0,34099,Harris English,15.26,47,308
2017,36,0,27958,Ryan Blaum,15.17,59,389
2017,36,0,34174,John Huh,15.17,54,356
2017,38,0,25396,Kevin Na,15.15,50,330
2017,39,0,34409,David Lingmerth,15.13,46,304
2017,40,0,20157,Retief Goosen,15.05,28,186
2017,40,0,34098,Russell Henley,15.05,59,392
2017,42,0,35110,Brett Drewitt,15.02,32,213
2017,42,0,30191,Julián Etulain,15.02,38,253
2017,44,0,26499,Rafa Cabrera Bello,15.0,36,240
2017,45,0,46440,Smylie Kaufman,14.98,43,287
2017,45,0,32640,Troy Merritt,14.98,46,307
2017,47,0,28089,Jason Day,14.94,39,261
2017,47,0,25686,Jason Dufner,14.94,49,328
2017,49,0,31420,Anirban Lahiri,14.93,43,288
2017,50,0,40026,Daniel Berger,14.91,51,342
2017,51,0,31560,Brian Stuard,14.9,52,349
2017,52,0,29740,Brad Fritsch,14.83,31,209
2017,53,0,25834,Daniel Summerhays,14.78,56,379
2017,54,0,35506,Mackenzie Hughes,14.77,61,413
2017,54,0,27963,Chris Stroud,14.77,35,237
2017,56,0,33948,Byeong Hun An,14.73,43,292
2017,57,0,40009,Dominic Bozzelli,14.72,39,265
2017,58,0,27436,Graham DeLaet,14.61,45,308
2017,59,0,26951,Johnson Wagner,14.57,37,254
2017,60,0,23621,Rory Sabbatini,14.56,38,261
2017,61,0,26851,Marc Leishman,14.44,52,360
2017,62,0,22405,Justin Rose,14.4,37,257
2017,63,0,47128,Richy Werenski,14.38,43,299
2017,64,0,33413,Ben Martin,14.33,46,321
2017,64,0,32839,Hideki Matsuyama,14.33,43,300
2017,64,0,33448,Justin Thomas,14.33,45,314
2017,67,0,33141,Keegan Bradley,14.32,59,412
2017,68,0,25240,D.A. Points,14.29,39,273
2017,69,0,27095,Nick Watney,14.23,40,281
2017,70,0,35450,Patrick Cantlay,14.21,28,197
2017,70,0,48822,Sebastián Muñoz,14.21,28,197
2017,72,0,35879,Kelly Kraft,14.19,41,289
2017,73,0,33399,Adam Hadwin,14.11,56,397
2017,73,0,46970,Jon Rahm,14.11,47,333
2017,75,0,32150,Michael Thompson,14.1,32,227
2017,76,0,29720,Andres Gonzales,14.08,39,277
2017,77,0,23800,Bryce Molder,14.05,42,299
2017,78,0,27895,Jonas Blixt,14.04,40,285
2017,79,0,30944,Jason Kokrak,14.03,54,385
2017,79,0,27936,Martin Laird,14.03,47,335
2017,81,0,34360,Patrick Reed,13.97,56,401
2017,81,0,29221,Webb Simpson,13.97,56,401
2017,83,0,46732,Rick Lamb,13.93,28,201
2017,84,0,25349,Tim Wilkinson,13.92,33,237
2017,85,0,29926,Danny Lee,13.89,50,360
2017,86,0,23983,Luke Donald,13.85,27,195
2017,87,0,29908,C.T. Pan,13.83,48,347
2017,88,0,37454,Whee Kim,13.79,40,290
2017,89,0,20593,Greg Chalmers,13.78,39,283
2017,89,0,29223,Sam Saunders,13.78,39,283
2017,91,0,28132,Tyrone Van Aswegen,13.74,54,393
2017,92,0,27466,Spencer Levin,13.7,47,343
2017,93,0,12716,Charley Hoffman,13.69,59,431
2017,94,0,29725,Tony Finau,13.67,57,417
2017,94,0,33122,Russell Knox,13.67,38,278
2017,94,0,23108,Matt Kuchar,13.67,51,373
2017,97,0,25364,Paul Casey,13.61,49,360
2017,97,0,30110,Kyle Stanley,13.61,55,404
2017,99,0,29420,Billy Horschel,13.58,47,346
2017,100,0,29222,Billy Hurley III,13.48,43,319
2017,101,0,28500,Martin Flores,13.46,44,327
2017,102,0,25345,Carl Pettersson,13.45,32,238
2017,103,0,34358,Jonathan Randolph,13.44,34,253
2017,104,0,33120,Mark Anderson,13.4,28,209
2017,105,0,24924,Bill Haas,13.37,46,344
2017,106,0,39954,Cody Gribble,13.36,41,307
2017,107,0,28420,Ryan Brehm,13.27,41,309
2017,108,0,20229,Stewart Cink,13.26,50,377
2017,109,0,34213,Grayson Murray,13.22,48,363
2017,110,0,33204,Shane Lowry,13.2,26,197
2017,111,0,46443,Brian Campbell,13.17,27,205
2017,112,0,27141,J.B. Holmes,13.11,40,305
2017,113,0,28093,Miguel Angel Carballo,13.1,30,229
2017,114,0,23353,J.J. Henry,12.93,45,348
2017,115,0,25191,Gonzalo Fernandez-Castaño,12.89,29,225
2017,115,0,27214,Kevin Streelman,12.89,46,357
2017,117,0,25198,Francesco Molinari,12.85,37,288
2017,118,0,22371,Aaron Baddeley,12.83,29,226
2017,119,0,29479,Scott Brown,12.81,47,367
2017,120,0,32366,Kevin Chappell,12.74,46,361
2017,121,0,25493,Nick Taylor,12.73,49,385
2017,122,0,31416,Derek Fathauer,12.54,38,303
2017,122,0,30926,Chris Kirk,12.54,42,335
2017,124,0,26758,David Hearn,12.46,43,345
2017,124,0,1810,Phil Mickelson,12.46,40,321
2017,124,0,30692,Scott Stallings,12.46,39,313
2017,127,0,46601,Trey Mullinax,12.39,41,331
2017,128,0,19846,Brian Gay,12.38,39,315
2017,129,0,29461,Jamie Lovemark,12.37,48,388
2017,130,0,34021,Bud Cauley,12.36,44,356
2017,130,0,24357,K.J. Choi,12.36,33,267
2017,132,0,24138,Ian Poulter,12.32,34,276
2017,133,0,23325,Vaughn Taylor,12.31,41,333
2017,134,0,12510,Chad Campbell,12.24,48,392
2017,135,0,32333,Kevin Tway,12.18,43,353
2017,136,0,31202,William McGirt,12.16,40,329
2017,137,0,21209,Sergio Garcia,12.1,30,248
2017,138,0,39975,Michael Kim,12.09,44,364
2017,139,0,21961,Charles Howell III,12.05,40,332
2017,140,0,46501,Ollie Schniederjans,12.0,42,350
2017,141,0,31557,Jim Herman,11.96,36,301
2017,141,0,29478,Kevin Kisner,11.96,47,393
2017,143,0,27974,Sung Kang,11.92,49,411
2017,144,0,23541,Ben Crane,11.88,38,320
2017,145,0,34431,Robert Streb,11.87,45,379
2017,146,0,24846,Ricky Barnes,11.86,44,371
2017,147,0,24140,Sean O'Hair,11.8,40,339
2017,148,0,36801,Mark Hubbard,11.71,35,299
2017,149,0,37189,Harold Varner III,11.56,46,398
2017,150,0,27064,Jhonattan Vegas,11.52,41,356
2017,151,0,20472,Alex Cejka,11.5,36,313
2017,152,0,22056,Cameron Percy,11.49,30,261
2017,153,0,32448,James Hahn,11.43,44,385
2017,154,0,31323,Gary Woodland,11.36,41,361
2017,155,0,33418,Shawn Stefani,11.31,31,274
2017,156,0,25900,Lucas Glover,11.26,41,364
2017,156,0,34264,Hudson Swafford,11.26,41,364
2017,158,0,29518,Brendan Steele,11.14,37,332
2017,159,0,48081,Xander Schauffele,11.11,41,369
2017,160,0,28252,Seamus Power,11.08,36,325
2017,161,0,24024,Zach Johnson,11.04,34,308
2017,162,0,10809,Jim Furyk,11.0,23,209
2017,163,0,25892,Steve Wheatcroft,10.99,21,191
2017,164,0,6522,Ernie Els,10.95,23,210
2017,165,0,33461,Morgan Hoffmann,10.92,39,357
2017,166,0,35300,Andrew Loupe,10.9,23,211
2017,167,0,24507,Jason Bohn,10.8,31,287
2017,167,0,20104,Ken Duke,10.8,31,287
2017,167,0,23320,Ryan Palmer,10.8,23,213
2017,170,0,36699,Patrick Rodgers,10.74,32,298
2017,171,0,24361,Pat Perez,10.64,38,357
2017,172,0,20572,Rod Pampling,10.53,30,285
2017,173,0,22986,Søren Kjeldsen,10.5,21,200
2017,174,0,28679,Fabián Gómez,10.34,24,232
2017,175,0,26331,Charl Schwartzel,10.25,25,244
2017,176,0,26289,Boo Weekley,10.2,30,294
2017,177,0,25632,Jimmy Walker,10.12,26,257
2017,178,0,29476,Kyle Reifers,10.11,36,356
2017,179,0,25274,Steven Bowditch,9.87,22,223
2017,180,0,46550,Brandon Hagy,9.71,30,309
2017,181,0,26329,Louis Oosthuizen,9.68,24,248
2017,182,0,30852,Ryo Ishikawa,9.65,22,228
2017,183,0,25804,Bubba Watson,9.6,24,250
2017,184,0,26596,Ryan Moore,9.49,30,316
2017,185,0,28237,Rory McIlroy,9.38,18,192
2017,186,0,24781,Hunter Mahan,9.34,27,289
2017,187,0,29974,Branden Grace,9.27,23,248
2017,188,0,25720,Chad Collins,8.37,21,251
2017,189,0,37455,Si Woo Kim,7.72,23,298
2017,190,0,32200,Roberto Castro,7.69,21,273
2010,1,0,26695,Michael Letzig,18.66,64,343
2010,2,0,9011,David Duval,18.28,53,290
2010,3,0,8725,Tom Gillis,18.23,72,395
2010,4,0,8375,Paul Stankowski,18.0,45,250
2010,5,0,2206,David Toms,17.92,62,346
2010,6,0,24361,Pat Perez,17.91,65,363
2010,7,0,27797,Derek Lamely,17.82,59,331
2010,8,0,6515,Shaun Micheel,17.5,49,280
2010,9,0,6527,Steve Stricker,17.14,48,280
2010,10,0,25364,Paul Casey,17.12,38,222
2010,11,0,28620,Aron Price,17.02,48,282
2010,12,0,26851,Marc Leishman,17.01,58,341
2010,13,0,24024,Zach Johnson,16.9,60,355
2010,14,0,1329,Brad Faxon,16.81,40,238
2010,15,0,12510,Chad Campbell,16.71,63,377
2010,16,0,23135,Tim Clark,16.62,57,343
2010,17,0,23349,Charles Warren,16.28,42,258
2010,18,0,1116,Michael Bradley,16.23,50,308
2010,19,0,28500,Martin Flores,16.07,49,305
2010,20,0,28089,Jason Day,16.0,52,325
2010,21,0,26300,Matt Jones,15.89,58,365
2010,22,0,21731,Freddie Jacobson,15.87,53,334
2010,23,0,30925,Dustin Johnson,15.67,50,319
2010,24,0,28475,Jeff Overton,15.63,55,352
2010,25,0,21350,Ryuji Imada,15.62,57,365
2010,25,0,27214,Kevin Streelman,15.62,57,365
2010,27,0,26882,Michael Sim,15.6,39,250
2010,28,0,12714,Chris Tidland,15.53,48,309
2010,29,0,23718,Nathan Green,15.52,54,348
2010,30,0,1577,Lee Janzen,15.51,49,316
2010,31,0,8537,J.P. Hayes,15.48,50,323
2010,32,0,25190,Jeff Quinney,15.47,58,375
2010,33,0,24507,Jason Bohn,15.45,53,343
2010,34,0,6251,Chris DiMarco,15.43,56,363
2010,35,0,27466,Spencer Levin,15.37,69,449
2010,36,0,11123,Chris Couch,15.3,41,268
2010,37,0,21753,Brian Davis,15.29,63,412
2010,38,0,10885,Robert Allenby,15.28,44,288
2010,39,0,25396,Kevin Na,15.24,57,374
2010,40,0,1707,Steve Lowery,15.22,42,276
2010,41,0,12755,Vance Veazey,15.19,36,237
2010,42,0,10809,Jim Furyk,15.15,45,297
2010,42,0,25240,D.A. Points,15.15,55,363
2010,44,0,23322,Brett Wetterich,15.14,33,218
2010,45,0,20663,Brenden Pappas,15.13,41,271
2010,46,0,1249,John Daly,15.08,38,252
2010,47,0,27649,Brandt Snedeker,15.07,55,365
2010,48,0,26596,Ryan Moore,15.02,47,313
2010,49,0,12602,Dean Wilson,15.0,33,220
2010,50,0,20160,Charlie Wi,14.91,58,389
2010,51,0,20593,Greg Chalmers,14.88,57,383
2010,52,0,32102,Rickie Fowler,14.87,58,390
2010,53,0,10423,Mike Weir,14.85,34,229
2010,54,0,28158,Steve Marino,14.83,47,317
2010,55,0,32640,Troy Merritt,14.81,52,351
2010,55,0,21878,Mark Wilson,14.81,52,351
2010,57,0,31560,Brian Stuard,14.8,49,331
2010,58,0,24781,Hunter Mahan,14.71,49,333
2010,59,0,6012,Greg Kraft,14.62,31,212
2010,60,0,25818,Scott Piercy,14.61,52,356
2010,61,0,24357,K.J. Choi,14.59,48,329
2010,62,0,19846,Brian Gay,14.58,57,391
2010,62,0,23800,Bryce Molder,14.58,50,343
2010,64,0,23638,Brendon de Jonge,14.56,68,467
2010,65,0,7363,Craig Bowden,14.54,33,227
2010,66,0,1724,Jeff Maggert,14.52,45,310
2010,67,0,1948,Tim Petrovic,14.45,61,422
2010,67,0,23325,Vaughn Taylor,14.45,51,353
2010,69,0,22046,Geoff Ogilvy,14.41,34,236
2010,70,0,1706,Davis Love III,14.38,45,313
2010,70,0,22405,Justin Rose,14.38,45,313
2010,72,0,10585,Scott McCarron,14.32,53,370
2010,73,0,27613,David Lutterus,14.29,40,280
2010,74,0,25562,Andres Romero,14.24,42,295
2010,75,0,27095,Nick Watney,14.2,49,345
2010,76,0,10425,Jay Williamson,14.19,44,310
2010,77,0,24502,Adam Scott,14.13,38,269
2010,78,0,20436,Garrett Willis,14.07,47,334
2010,79,0,22946,Henrik Bjornstad,13.99,41,293
2010,80,0,7867,Woody Austin,13.95,53,380
2010,81,0,2239,Scott Verplank,13.94,40,287
2010,82,0,23673,Michael Connell,13.93,50,359
2010,82,0,30946,Alex Prugh,13.93,50,359
2010,84,0,24924,Bill Haas,13.92,49,352
2010,85,0,20691,Greg Owen,13.83,39,282
2010,86,0,20498,Briny Baird,13.8,49,355
2010,87,0,26679,Kevin Stadler,13.79,48,348
2010,88,0,20378,Mathias Grönberg,13.77,34,247
2010,89,0,27436,Graham DeLaet,13.73,49,357
2010,90,0,25686,Jason Dufner,13.71,48,350
2010,90,0,7457,Steve Flesch,13.71,44,321
2010,90,0,12782,Tim Herron,13.71,44,321
2010,93,0,1313,Steve Elkington,13.68,42,307
2010,94,0,6004,Stephen Ames,13.67,41,300
2010,95,0,29910,Blake Adams,13.66,47,344
2010,96,0,22293,Heath Slocum,13.65,52,381
2010,97,0,24358,Robert Garrigus,13.64,39,286
2010,97,0,23108,Matt Kuchar,13.64,51,374
2010,99,0,25632,Jimmy Walker,13.61,46,338
2010,100,0,10860,Justin Leonard,13.6,48,353
2010,101,0,21949,Joe Ogilvie,13.58,55,405
2010,102,0,25720,Chad Collins,13.56,48,354
2010,103,0,20472,Alex Cejka,13.55,45,332
2010,104,0,27936,Martin Laird,13.54,49,362
2010,105,0,26301,James Nitties,13.53,51,377
2010,106,0,20157,Retief Goosen,13.52,38,281
2010,106,0,26289,Boo Weekley,13.52,48,355
2010,108,0,8075,Jerry Kelly,13.45,53,394
2010,109,0,1797,Rocco Mediate,13.36,39,292
2010,110,0,12716,Charley Hoffman,13.29,46,346
2010,110,0,24490,George McNeill,13.29,42,316
2010,112,0,24846,Ricky Barnes,13.25,55,415
2010,112,0,1619,Skip Kendall,13.25,31,234
2010,114,0,20645,John Senden,13.14,54,411
2010,115,0,1810,Phil Mickelson,13.13,39,297
2010,116,0,32617,Jerod Turner,13.12,29,221
2010,117,0,6643,Paul Goydos,13.1,41,313
2010,118,0,27933,John Merrick,13.01,57,438
2010,118,0,26951,Johnson Wagner,13.01,45,346
2010,120,0,33419,Cameron Tringale,13.0,29,223
2010,121,0,7749,Brett Quigley,12.98,51,393
2010,122,0,6595,Kevin Sutherland,12.96,46,355
2010,123,0,23623,Bo Van Pelt,12.9,53,411
2010,124,0,23320,Ryan Palmer,12.83,44,343
2010,124,0,27330,Josh Teater,12.83,53,413
2010,126,0,25345,Carl Pettersson,12.81,52,406
2010,127,0,22122,Andrew McLardy,12.8,27,211
2010,128,0,1941,Tom Pernice Jr.,12.71,37,291
2010,129,0,23307,Roger Tambellini,12.7,40,315
2010,130,0,24663,Y.E. Yang,12.69,34,268
2010,131,0,23613,Rich Barcelo,12.68,36,284
2010,132,0,27060,John Mallinger,12.66,40,316
2010,133,0,20229,Stewart Cink,12.58,39,310
2010,134,0,27120,Troy Matteson,12.57,42,334
2010,135,0,28307,Matt Every,12.5,31,248
2010,135,0,25900,Lucas Glover,12.5,36,288
2010,137,0,1161,Mark Calcavecchia,12.44,24,193
2010,138,0,28087,Kris Blanks,12.43,46,370
2010,139,0,26881,Jarrod Lyle,12.39,27,218
2010,140,0,12652,Cameron Beckman,12.36,34,275
2010,141,0,23621,Rory Sabbatini,12.22,38,311
2010,142,0,20127,Chris Riley,12.12,36,297
2010,143,0,20572,Rod Pampling,12.06,38,315
2010,144,0,27302,Garth Mulroy,12.04,26,216
2010,145,0,23548,Bill Lunde,12.0,39,325
2010,146,0,22371,Aaron Baddeley,11.98,46,384
2010,147,0,1320,Bob Estes,11.96,39,326
2010,148,0,20098,Stuart Appleby,11.92,49,411
2010,149,0,25892,Steve Wheatcroft,11.88,36,303
2010,150,0,21961,Charles Howell III,11.85,50,422
2010,151,0,24925,Jonathan Byrd,11.82,41,347
2010,152,0,22913,John Rollins,11.76,38,323
2010,153,0,20686,Jeev Milkha Singh,11.74,27,230
2010,154,0,23983,Luke Donald,11.72,32,273
2010,155,0,23541,Ben Crane,11.66,38,326
2010,156,0,20105,Jeff Gove,11.64,27,232
2010,156,0,24912,Will MacKenzie,11.64,34,292
2010,156,0,22056,Cameron Percy,11.64,34,292
2010,159,0,27770,Camilo Villegas,11.62,33,284
2010,160,0,24227,Justin Bolli,11.61,26,224
2010,161,0,23409,James Driscoll,11.6,37,319
2010,162,0,26420,Richard Johnson,11.52,41,356
2010,163,0,6567,Vijay Singh,11.42,33,289
2010,164,0,29221,Webb Simpson,11.41,46,403
2010,165,0,20574,Mathew Goggin,11.4,39,342
2010,166,0,23788,D.J. Trahan,11.32,42,371
2010,166,0,26392,Chris Wilson,11.32,30,265
2010,168,0,24140,Sean O'Hair,11.21,36,321
2010,169,0,1945,Kenny Perry,11.19,30,268
2010,169,0,26287,Roland Thatcher,11.19,33,295
2010,171,0,27141,J.B. Holmes,11.08,44,397
2010,171,0,21959,Ted Purdy,11.08,39,352
2010,173,0,25804,Bubba Watson,10.97,34,310
2010,174,0,27963,Chris Stroud,10.87,40,368
2010,175,0,1766,Billy Mayfair,10.76,34,316
2010,176,0,21209,Sergio Garcia,10.73,22,205
2010,177,0,22621,Ben Curtis,10.71,33,308
2010,178,0,20766,Padraig Harrington,10.67,24,225
2010,179,0,23353,J.J. Henry,10.64,40,376
2010,180,0,29285,Brent Delahoussaye,10.3,24,233
2010,181,0,28780,Nicholas Thompson,10.28,37,360
2010,182,0,6522,Ernie Els,10.14,28,276
2010,183,0,22378,Trevor Immelman,10.05,22,219
2010,184,0,6621,Joe Durant,9.85,27,274
2010,185,0,8385,Omar Uresti,9.57,29,303
2010,186,0,24138,Ian Poulter,9.47,18,190
2010,187,0,6514,Kevin Johnson,9.13,23,252
2010,188,0,20070,Matt Bettencourt,9.12,34,373
2010,189,0,28237,Rory McIlroy,9.0,18,200
2010,190,0,20848,Ángel Cabrera,8.61,21,244
2010,191,0,20850,Daniel Chopra,8.17,25,306
2010,192,0,12705,Cliff Kresge,6.86,14,204
2019,1,0,29420,Billy Horschel,18.41,67,364
2019,2,0,47959,Bryson DeChambeau,17.96,51,284
2019,3,0,52372,Cameron Champ,17.94,54,301
2019,4,0,35450,Patrick Cantlay,17.71,51,288
2019,5,0,29926,Danny Lee,17.68,58,328
2019,6,0,46435,Austin Cook,17.62,46,261
2019,7,0,32640,Troy Merritt,17.5,42,240
2019,8,0,26851,Marc Leishman,17.25,49,284
2019,9,0,33418,Shawn Stefani,17.21,53,308
2019,10,0,20472,Alex Cejka,17.07,35,205
2019,10,0,32150,Michael Thompson,17.07,49,287
2019,12,0,34256,Andrew Putnam,16.94,51,301
2019,13,0,26329,Louis Oosthuizen,16.92,44,260
2019,14,0,33448,Justin Thomas,16.9,48,284
2019,15,0,34076,Joel Dahmen,16.75,65,388
2019,16,0,26476,Chez Reavie,16.71,62,371
2019,17,0,19803,Ryan Armour,16.62,62,373
2019,18,0,23325,Vaughn Taylor,16.53,61,369
2019,19,0,28237,Rory McIlroy,16.42,44,268
2019,20,0,35879,Kelly Kraft,16.41,54,329
2019,21,0,30944,Jason Kokrak,16.21,59,364
2019,22,0,32839,Hideki Matsuyama,16.19,57,352
2019,23,0,46970,Jon Rahm,16.18,44,272
2019,23,0,23621,Rory Sabbatini,16.18,61,377
2019,25,0,27141,J.B. Holmes,16.14,46,285
2019,26,0,39997,Corey Conners,15.94,55,345
2019,27,0,32757,Patton Kizzire,15.88,47,296
2019,28,0,25818,Scott Piercy,15.84,54,341
2019,29,0,36689,Brooks Koepka,15.75,46,292
2019,30,0,31646,Emiliano Grillo,15.71,49,312
2019,30,0,31420,Anirban Lahiri,15.71,44,280
2019,32,0,39327,Ben Silverman,15.64,43,275
2019,33,0,47993,Denny McCarthy,15.55,51,328
2019,34,0,47128,Richy Werenski,15.52,52,335
2019,35,0,23320,Ryan Palmer,15.47,41,265
2019,36,0,34046,Jordan Spieth,15.46,49,317
2019,37,0,49766,Hank Lebioda,15.44,44,285
2019,37,0,49964,Aaron Wise,15.44,42,272
2019,39,0,35732,Wes Roach,15.42,39,253
2019,40,0,47347,Adam Schenk,15.38,62,403
2019,41,0,32200,Roberto Castro,15.36,45,293
2019,41,0,49960,Sepp Straka,15.36,45,293
2019,41,0,37189,Harold Varner III,15.36,51,332
2019,44,0,25900,Lucas Glover,15.34,56,365
2019,45,0,27895,Jonas Blixt,15.21,47,309
2019,46,0,23108,Matt Kuchar,15.14,48,317
2019,47,0,32102,Rickie Fowler,15.13,46,304
2019,48,0,40098,Matt Fitzpatrick,15.12,31,205
2019,49,0,26596,Ryan Moore,15.1,45,298
2019,50,0,34261,Scott Langley,15.05,45,299
2019,51,0,29223,Sam Saunders,14.95,45,301
2019,52,0,34021,Bud Cauley,14.85,49,330
2019,53,0,40115,Adam Svensson,14.76,40,271
2019,54,0,31323,Gary Woodland,14.67,49,334
2019,55,0,33486,Roger Sloan,14.66,50,341
2019,56,0,30925,Dustin Johnson,14.59,41,281
2019,56,0,26951,Johnson Wagner,14.59,34,233
2019,58,0,25396,Kevin Na,14.58,35,240
2019,59,0,29484,Peter Uihlein,14.56,46,316
2019,60,0,48822,Sebastián Muñoz,14.55,47,323
2019,61,0,29221,Webb Simpson,14.52,45,310
