YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG RTP,TOTAL HOLES,TOTAL RTP
2015,174,0,20848,Ángel Cabrera,0.634,41,26.0
2015,175,0,25562,Andres Romero,0.647,68,44.0
2015,176,0,28780,Nicholas Thompson,0.653,72,47.0
2015,177,0,24502,Adam Scott,0.656,32,21.0
2015,178,0,26851,Marc Leishman,0.66,53,35.0
2015,179,0,28475,Jeff Overton,0.677,93,63.0
2015,180,0,27895,Jonas Blixt,0.678,59,40.0
2015,181,0,32334,Charlie Beljan,0.68,50,34.0
2015,182,0,26329,Louis Oosthuizen,0.684,38,26.0
2015,183,0,30736,Oscar Fraustro,0.7,50,35.0
2015,184,0,29223,Sam Saunders,0.727,66,48.0
2012,1,0,22378,Trevor Immelman,0.329,70,23.0
2012,2,0,11123,Chris Couch,0.354,65,23.0
2012,3,0,22405,Justin Rose,0.365,52,19.0
2012,4,0,20574,Mathew Goggin,0.373,67,25.0
2012,5,0,23983,Luke Donald,0.375,64,24.0
2012,5,0,25686,Jason Dufner,0.375,56,21.0
2012,7,0,21961,Charles Howell III,0.384,112,43.0
2012,8,0,22348,Nick O'Hern,0.39,105,41.0
2012,9,0,2206,David Toms,0.396,48,19.0
2012,10,0,10809,Jim Furyk,0.397,73,29.0
2012,11,0,24024,Zach Johnson,0.398,88,35.0
2012,12,0,34021,Bud Cauley,0.4,85,34.0
2012,12,0,26331,Charl Schwartzel,0.4,35,14.0
2012,14,0,24925,Jonathan Byrd,0.403,67,27.0
2012,15,0,28308,Troy Kelly,0.41,61,25.0
2012,16,0,28500,Martin Flores,0.413,104,43.0
2012,17,0,10860,Justin Leonard,0.414,87,36.0
2012,17,0,25396,Kevin Na,0.414,87,36.0
2012,19,0,20396,Lee Westwood,0.417,36,15.0
2012,19,0,21878,Mark Wilson,0.417,84,35.0
2012,21,0,6522,Ernie Els,0.421,76,32.0
2012,22,0,23718,Nathan Green,0.422,64,27.0
2012,23,0,21528,Henrik Stenson,0.426,61,26.0
2012,24,0,24924,Bill Haas,0.427,82,35.0
2012,25,0,23800,Bryce Molder,0.43,93,40.0
2012,26,0,1810,Phil Mickelson,0.432,74,32.0
2012,27,0,21350,Ryuji Imada,0.433,97,42.0
2012,28,0,24502,Adam Scott,0.435,46,20.0
2012,29,0,32200,Roberto Castro,0.436,78,34.0
2012,30,0,1797,Rocco Mediate,0.439,82,36.0
2012,31,0,26300,Matt Jones,0.44,50,22.0
2012,31,0,1766,Billy Mayfair,0.44,109,48.0
2012,31,0,31202,William McGirt,0.44,91,40.0
2012,34,0,20593,Greg Chalmers,0.442,95,42.0
2012,34,0,20160,Charlie Wi,0.442,95,42.0
2012,36,0,26758,David Hearn,0.446,112,50.0
2012,37,0,8725,Tom Gillis,0.449,98,44.0
2012,38,0,25632,Jimmy Walker,0.45,131,59.0
2012,39,0,27141,J.B. Holmes,0.451,82,37.0
2012,39,0,29926,Danny Lee,0.451,71,32.0
2012,41,0,22371,Aaron Baddeley,0.452,84,38.0
2012,41,0,1116,Michael Bradley,0.452,73,33.0
2012,41,0,27974,Sung Kang,0.452,93,42.0
2012,44,0,35139,Richard Lee,0.455,77,35.0
2012,45,0,6527,Steve Stricker,0.457,46,21.0
2012,46,0,32150,Michael Thompson,0.458,83,38.0
2012,47,0,20623,Gavin Coles,0.459,61,28.0
2012,48,0,23135,Tim Clark,0.462,65,30.0
2012,48,0,20766,Padraig Harrington,0.462,52,24.0
2012,50,0,6567,Vijay Singh,0.463,82,38.0
2012,51,0,22961,David Mathis,0.465,101,47.0
2012,51,0,27120,Troy Matteson,0.465,86,40.0
2012,53,0,28475,Jeff Overton,0.466,103,48.0
2012,53,0,27963,Chris Stroud,0.466,88,41.0
2012,55,0,29222,Billy Hurley III,0.467,107,50.0
2012,56,0,20104,Ken Duke,0.468,111,52.0
2012,56,0,1320,Bob Estes,0.468,79,37.0
2012,58,0,27649,Brandt Snedeker,0.471,85,40.0
2012,59,0,28307,Matt Every,0.474,57,27.0
2012,60,0,24358,Robert Garrigus,0.475,59,28.0
2012,60,0,32698,Bobby Gates,0.475,99,47.0
2012,62,0,21209,Sergio Garcia,0.476,63,30.0
2012,63,0,29910,Blake Adams,0.477,109,52.0
2012,63,0,19846,Brian Gay,0.477,107,51.0
2012,65,0,23548,Bill Lunde,0.478,69,33.0
2012,66,0,28237,Rory McIlroy,0.481,27,13.0
2012,66,0,27302,Garth Mulroy,0.481,54,26.0
2012,66,0,24663,Y.E. Yang,0.481,77,37.0
2012,69,0,25892,Steve Wheatcroft,0.482,56,27.0
2012,70,0,21753,Brian Davis,0.484,93,45.0
2012,70,0,23108,Matt Kuchar,0.484,62,30.0
2012,72,0,8075,Jerry Kelly,0.485,97,47.0
2012,73,0,27895,Jonas Blixt,0.487,76,37.0
2012,74,0,24361,Pat Perez,0.488,80,39.0
2012,74,0,27095,Nick Watney,0.488,80,39.0
2012,76,0,6251,Chris DiMarco,0.49,104,51.0
2012,76,0,24490,George McNeill,0.49,98,48.0
2012,78,0,23541,Ben Crane,0.493,69,34.0
2012,78,0,1941,Tom Pernice Jr.,0.493,69,34.0
2012,78,0,23325,Vaughn Taylor,0.493,71,35.0
2012,81,0,27797,Derek Lamely,0.494,77,38.0
2012,81,0,20572,Rod Pampling,0.494,87,43.0
2012,81,0,29476,Kyle Reifers,0.494,79,39.0
2012,84,0,6004,Stephen Ames,0.5,46,23.0
2012,84,0,12510,Chad Campbell,0.5,78,39.0
2012,84,0,12782,Tim Herron,0.5,100,50.0
2012,84,0,27466,Spencer Levin,0.5,72,36.0
2012,84,0,25457,Alexandre Rocha,0.5,56,28.0
2012,84,0,30927,Brendon Todd,0.5,102,51.0
2012,84,0,33419,Cameron Tringale,0.5,94,47.0
2012,84,0,31323,Gary Woodland,0.5,66,33.0
2012,92,0,26951,Johnson Wagner,0.505,97,49.0
2012,93,0,23353,J.J. Henry,0.507,75,38.0
2012,93,0,29518,Brendan Steele,0.507,75,38.0
2012,95,0,22548,Patrick Sheehan,0.508,59,30.0
2012,96,0,23409,James Driscoll,0.51,100,51.0
2012,97,0,24494,Erik Compton,0.512,86,44.0
2012,97,0,22913,John Rollins,0.512,84,43.0
2012,99,0,1249,John Daly,0.513,39,20.0
2012,99,0,23621,Rory Sabbatini,0.513,80,41.0
2012,101,0,29478,Kevin Kisner,0.515,66,34.0
2012,102,0,25345,Carl Pettersson,0.516,93,48.0
2012,102,0,26679,Kevin Stadler,0.516,62,32.0
2012,104,0,26851,Marc Leishman,0.517,89,46.0
2012,105,0,27214,Kevin Streelman,0.518,83,43.0
2012,106,0,30711,Colt Knost,0.519,104,54.0
2012,106,0,23320,Ryan Palmer,0.519,79,41.0
2012,106,0,20645,John Senden,0.519,77,40.0
2012,109,0,24781,Hunter Mahan,0.522,67,35.0
2012,110,0,33141,Keegan Bradley,0.523,65,34.0
2012,110,0,32366,Kevin Chappell,0.523,86,45.0
2012,112,0,28089,Jason Day,0.524,63,33.0
2012,112,0,30925,Dustin Johnson,0.524,42,22.0
2012,112,0,26596,Ryan Moore,0.524,84,44.0
2012,115,0,24940,Edward Loar,0.525,59,31.0
2012,116,0,27933,John Merrick,0.526,76,40.0
2012,116,0,23788,D.J. Trahan,0.526,78,41.0
2012,118,0,34174,John Huh,0.527,91,48.0
2012,118,0,10213,Dicky Pride,0.527,55,29.0
2012,120,0,22046,Geoff Ogilvy,0.528,53,28.0
2012,121,0,24138,Ian Poulter,0.532,47,25.0
2012,122,0,29221,Webb Simpson,0.533,60,32.0
2012,123,0,1724,Jeff Maggert,0.535,71,38.0
2012,124,0,23638,Brendon de Jonge,0.54,124,67.0
2012,124,0,30926,Chris Kirk,0.54,87,47.0
2012,126,0,31558,J.J. Killeen,0.541,135,73.0
2012,127,0,20098,Stuart Appleby,0.542,72,39.0
2012,128,0,12652,Cameron Beckman,0.543,70,38.0
2012,128,0,34099,Harris English,0.543,105,57.0
2012,130,0,27330,Josh Teater,0.546,97,53.0
2012,131,0,21407,Arjun Atwal,0.547,75,41.0
2012,131,0,28093,Miguel Angel Carballo,0.547,75,41.0
2012,133,0,32334,Charlie Beljan,0.553,38,21.0
2012,133,0,28087,Kris Blanks,0.553,76,42.0
2012,135,0,23204,Gary Christian,0.554,83,46.0
2012,136,0,23623,Bo Van Pelt,0.556,63,35.0
2012,137,0,27436,Graham DeLaet,0.557,88,49.0
2012,138,0,12716,Charley Hoffman,0.558,86,48.0
2012,139,0,29420,Billy Horschel,0.561,57,32.0
2012,139,0,30944,Jason Kokrak,0.561,82,46.0
2012,139,0,20691,Greg Owen,0.561,66,37.0
2012,139,0,26476,Chez Reavie,0.561,66,37.0
2012,143,0,24357,K.J. Choi,0.563,71,40.0
2012,143,0,27644,Brian Harman,0.563,103,58.0
2012,145,0,30692,Scott Stallings,0.565,69,39.0
2012,146,0,20070,Matt Bettencourt,0.568,88,50.0
2012,146,0,27060,John Mallinger,0.568,74,42.0
2012,148,0,27064,Jhonattan Vegas,0.57,93,53.0
2012,149,0,10885,Robert Allenby,0.574,68,39.0
2012,149,0,1706,Davis Love III,0.574,47,27.0
2012,151,0,25572,Graeme McDowell,0.575,40,23.0
2012,152,0,22621,Ben Curtis,0.578,45,26.0
2012,153,0,29479,Scott Brown,0.58,50,29.0
2012,154,0,6036,Scott Dunlap,0.585,41,24.0
2012,154,0,25818,Scott Piercy,0.585,82,48.0
2012,154,0,8793,Tiger Woods,0.585,41,24.0
2012,157,0,20848,Ángel Cabrera,0.587,46,27.0
2012,158,0,25240,D.A. Points,0.588,80,47.0
2012,159,0,22293,Heath Slocum,0.593,86,51.0
2012,160,0,26329,Louis Oosthuizen,0.594,32,19.0
2012,161,0,24140,Sean O'Hair,0.596,89,53.0
2012,161,0,26287,Roland Thatcher,0.596,47,28.0
2012,163,0,27556,Ted Potter Jr.,0.597,77,46.0
2012,164,0,21731,Freddie Jacobson,0.6,55,33.0
2012,165,0,20229,Stewart Cink,0.603,68,41.0
2012,165,0,24604,Hunter Haas,0.603,63,38.0
2012,167,0,33122,Russell Knox,0.607,56,34.0
2012,168,0,28455,Will Claxton,0.613,80,49.0
2012,169,0,24507,Jason Bohn,0.615,65,40.0
2012,170,0,33120,Mark Anderson,0.616,86,53.0
2012,170,0,27770,Camilo Villegas,0.616,73,45.0
2012,172,0,23903,Stephen Gangluff,0.617,60,37.0
2012,173,0,24846,Ricky Barnes,0.624,93,58.0
2012,174,0,25562,Andres Romero,0.625,64,40.0
2012,175,0,29289,S.Y. Noh,0.628,94,59.0
2012,175,0,25804,Bubba Watson,0.628,43,27.0
2012,177,0,30750,Tommy Gainey,0.63,100,63.0
2012,177,0,25834,Daniel Summerhays,0.63,81,51.0
2012,179,0,20850,Daniel Chopra,0.631,65,41.0
2012,180,0,6034,Marco Dawson,0.636,44,28.0
2012,180,0,30852,Ryo Ishikawa,0.636,55,35.0
2012,180,0,26289,Boo Weekley,0.636,44,28.0
2012,183,0,27936,Martin Laird,0.645,62,40.0
2012,184,0,28259,Sangmoon Bae,0.65,80,52.0
2012,185,0,6573,Brandt Jobe,0.654,52,34.0
2012,186,0,30110,Kyle Stanley,0.66,53,35.0
2012,187,0,23542,Tommy Biershenk,0.679,84,57.0
2012,188,0,22582,Kyle Thompson,0.682,44,30.0
2012,189,0,32102,Rickie Fowler,0.71,62,44.0
2012,190,0,19970,Robert Karlsson,0.732,41,30.0
2012,191,0,21805,Harrison Frazar,0.735,49,36.0
2008,1,0,6527,Steve Stricker,0.319,72,23.0
2008,2,0,9011,David Duval,0.321,53,17.0
2008,3,0,21209,Sergio Garcia,0.347,49,17.0
2008,4,0,20127,Chris Riley,0.356,59,21.0
2008,5,0,10423,Mike Weir,0.361,72,26.0
2008,6,0,20498,Briny Baird,0.373,83,31.0
2008,7,0,8931,Glen Day,0.387,62,24.0
2008,8,0,12652,Cameron Beckman,0.389,72,28.0
2008,9,0,28158,Steve Marino,0.393,112,44.0
2008,10,0,23048,Eric Axley,0.395,129,51.0
2008,11,0,20098,Stuart Appleby,0.397,68,27.0
2008,12,0,20157,Retief Goosen,0.4,50,20.0
2008,13,0,23108,Matt Kuchar,0.404,89,36.0
2008,13,0,12680,Shigeki Maruyama,0.404,57,23.0
2008,15,0,7749,Brett Quigley,0.407,86,35.0
2008,16,0,7547,Craig Kanada,0.413,80,33.0
2008,17,0,25349,Tim Wilkinson,0.416,89,37.0
2008,18,0,12782,Tim Herron,0.419,105,44.0
2008,19,0,6595,Kevin Sutherland,0.42,100,42.0
2008,20,0,20623,Gavin Coles,0.425,40,17.0
2008,21,0,7457,Steve Flesch,0.429,84,36.0
2008,22,0,20160,Charlie Wi,0.43,86,37.0
2008,23,0,26668,Marc Turnesa,0.433,97,42.0
2008,24,0,12660,Jesper Parnevik,0.435,108,47.0
2008,25,0,1035,Tommy Armour III,0.438,73,32.0
2008,25,0,20850,Daniel Chopra,0.438,89,39.0
2008,27,0,20574,Mathew Goggin,0.44,91,40.0
2008,28,0,8075,Jerry Kelly,0.441,93,41.0
2008,29,0,6012,Greg Kraft,0.444,63,28.0
2008,29,0,1810,Phil Mickelson,0.444,54,24.0
2008,29,0,2223,Bob Tway,0.444,63,28.0
2008,32,0,11032,Frank Lickliter II,0.446,121,54.0
2008,33,0,1320,Bob Estes,0.448,87,39.0
2008,34,0,1941,Tom Pernice Jr.,0.449,107,48.0
2008,35,0,26500,Alejandro Cañizares,0.45,60,27.0
2008,36,0,20105,Jeff Gove,0.452,42,19.0
2008,37,0,10875,Todd Demsey,0.455,99,45.0
2008,38,0,21949,Joe Ogilvie,0.456,103,47.0
2008,39,0,10809,Jim Furyk,0.457,81,37.0
2008,39,0,6575,Dudley Hart,0.457,92,42.0
2008,41,0,20572,Rod Pampling,0.459,85,39.0
2008,42,0,22621,Ben Curtis,0.463,67,31.0
2008,42,0,2002,John Riegger,0.463,67,31.0
2008,44,0,21753,Brian Davis,0.465,142,66.0
2008,44,0,22378,Trevor Immelman,0.465,71,33.0
2008,44,0,27060,John Mallinger,0.465,99,46.0
2008,44,0,24449,Parker McLachlin,0.465,114,53.0
2008,48,0,6567,Vijay Singh,0.466,58,27.0
2008,49,0,20433,Mark Hensby,0.468,79,37.0
2008,49,0,1766,Billy Mayfair,0.468,109,51.0
2008,51,0,20229,Stewart Cink,0.471,68,32.0
2008,51,0,23125,Brad Elder,0.471,68,32.0
2008,51,0,25190,Jeff Quinney,0.471,85,40.0
2008,54,0,6004,Stephen Ames,0.472,72,34.0
2008,54,0,25720,Chad Collins,0.472,89,42.0
2008,54,0,20382,Stephen Leaney,0.472,53,25.0
2008,57,0,2239,Scott Verplank,0.473,55,26.0
2008,58,0,6522,Ernie Els,0.474,38,18.0
2008,59,0,23353,J.J. Henry,0.476,103,49.0
2008,60,0,22348,Nick O'Hern,0.477,88,42.0
2008,61,0,8537,J.P. Hayes,0.478,92,44.0
2008,62,0,10585,Scott McCarron,0.479,73,35.0
2008,63,0,27649,Brandt Snedeker,0.481,77,37.0
2008,64,0,1707,Steve Lowery,0.482,83,40.0
2008,64,0,21959,Ted Purdy,0.482,56,27.0
2008,66,0,22371,Aaron Baddeley,0.483,87,42.0
2008,67,0,20766,Padraig Harrington,0.486,37,18.0
2008,68,0,26695,Michael Letzig,0.488,82,40.0
2008,68,0,27095,Nick Watney,0.488,82,40.0
2008,70,0,25900,Lucas Glover,0.489,88,43.0
2008,70,0,21961,Charles Howell III,0.489,92,45.0
2008,72,0,12602,Dean Wilson,0.49,96,47.0
2008,73,0,1577,Lee Janzen,0.493,75,37.0
2008,74,0,21350,Ryuji Imada,0.494,81,40.0
2008,75,0,23157,Richard Johnson,0.495,93,46.0
2008,75,0,27214,Kevin Streelman,0.495,109,54.0
2008,77,0,1142,Bart Bryant,0.5,72,36.0
2008,77,0,6643,Paul Goydos,0.5,82,41.0
2008,77,0,23718,Nathan Green,0.5,130,65.0
2008,77,0,25345,Carl Pettersson,0.5,102,51.0
2008,77,0,19913,Ron Whittaker,0.5,56,28.0
2008,82,0,23409,James Driscoll,0.505,95,48.0
2008,82,0,19846,Brian Gay,0.505,99,50.0
2008,82,0,25396,Kevin Na,0.505,95,48.0
2008,82,0,22548,Patrick Sheehan,0.505,101,51.0
2008,86,0,27936,Martin Laird,0.506,83,42.0
2008,87,0,23540,Jason Allred,0.507,69,35.0
2008,87,0,25632,Jimmy Walker,0.507,69,35.0
2008,89,0,24357,K.J. Choi,0.509,55,28.0
2008,89,0,24912,Will MacKenzie,0.509,55,28.0
2008,91,0,10860,Justin Leonard,0.511,90,46.0
2008,92,0,1161,Mark Calcavecchia,0.512,43,22.0
2008,92,0,23541,Ben Crane,0.512,84,43.0
2008,94,0,1706,Davis Love III,0.513,76,39.0
2008,95,0,27141,J.B. Holmes,0.514,74,38.0
2008,95,0,29718,Anthony Kim,0.514,70,36.0
2008,95,0,1677,Tom Lehman,0.514,35,18.0
2008,95,0,12309,Bob Sowards,0.514,74,38.0
2008,99,0,20848,Ángel Cabrera,0.516,31,16.0
2008,99,0,22806,Doug LaBelle II,0.516,62,32.0
2008,99,0,27613,David Lutterus,0.516,62,32.0
2008,102,0,6251,Chris DiMarco,0.518,85,44.0
2008,102,0,21731,Freddie Jacobson,0.518,85,44.0
2008,104,0,26420,Richard Johnson,0.519,77,40.0
2008,105,0,23325,Vaughn Taylor,0.52,100,52.0
2008,106,0,22293,Heath Slocum,0.521,71,37.0
2008,107,0,26951,Johnson Wagner,0.523,88,46.0
2008,108,0,19803,Ryan Armour,0.525,99,52.0
2008,108,0,25804,Bubba Watson,0.525,80,42.0
2008,110,0,23778,Brad Adamonis,0.526,97,51.0
2008,110,0,24924,Bill Haas,0.526,97,51.0
2008,112,0,24925,Jonathan Byrd,0.527,74,39.0
2008,112,0,20443,Jin Park,0.527,74,39.0
2008,112,0,21878,Mark Wilson,0.527,112,59.0
2008,115,0,26289,Boo Weekley,0.528,72,38.0
2008,116,0,8845,Scott Sterling,0.529,68,36.0
2008,116,0,8385,Omar Uresti,0.529,68,36.0
2008,118,0,21461,Kenneth Ferrie,0.531,64,34.0
2008,119,0,23623,Bo Van Pelt,0.535,86,46.0
2008,120,0,20378,Mathias Grönberg,0.536,112,60.0
2008,121,0,25364,Paul Casey,0.537,41,22.0
2008,121,0,23621,Rory Sabbatini,0.537,67,36.0
2008,123,0,6090,Jim McGovern,0.538,78,42.0
2008,123,0,1797,Rocco Mediate,0.538,78,42.0
2008,123,0,28475,Jeff Overton,0.538,117,63.0
2008,126,0,23135,Tim Clark,0.539,76,41.0
2008,126,0,1948,Tim Petrovic,0.539,89,48.0
2008,128,0,21633,Steve Allan,0.54,50,27.0
2008,128,0,20104,Ken Duke,0.54,124,67.0
2008,128,0,20663,Brenden Pappas,0.54,63,34.0
2008,131,0,24140,Sean O'Hair,0.541,85,46.0
2008,132,0,1388,Robert Gamez,0.544,79,43.0
2008,132,0,24361,Pat Perez,0.544,68,37.0
2008,134,0,25562,Andres Romero,0.545,55,30.0
2008,135,0,1226,Fred Couples,0.547,53,29.0
2008,136,0,1928,Corey Pavin,0.548,73,40.0
2008,137,0,27120,Troy Matteson,0.549,91,50.0
2008,137,0,10425,Jay Williamson,0.549,71,39.0
2008,139,0,24138,Ian Poulter,0.551,49,27.0
2008,139,0,23497,Tag Ridings,0.551,69,38.0
2008,141,0,12510,Chad Campbell,0.553,85,47.0
2008,142,0,26631,Cody Freeman,0.556,72,40.0
2008,142,0,22046,Geoff Ogilvy,0.556,45,25.0
2008,142,0,27963,Chris Stroud,0.556,63,35.0
2008,145,0,6573,Brandt Jobe,0.558,52,29.0
2008,145,0,25842,Jon Mills,0.558,77,43.0
2008,147,0,22913,John Rollins,0.56,75,42.0
2008,148,0,24227,Justin Bolli,0.563,71,40.0
2008,149,0,10505,Shane Bertsch,0.564,101,57.0
2008,150,0,24502,Adam Scott,0.567,30,17.0
2008,151,0,7867,Woody Austin,0.569,109,62.0
2008,151,0,26300,Matt Jones,0.569,102,58.0
2008,153,0,27561,Nick Flanagan,0.57,86,49.0
2008,153,0,28780,Nicholas Thompson,0.57,107,61.0
2008,155,0,12826,Paul Claxton,0.571,56,32.0
2008,156,0,1313,Steve Elkington,0.573,82,47.0
2008,156,0,27933,John Merrick,0.573,82,47.0
2008,158,0,24663,Y.E. Yang,0.577,71,41.0
2008,159,0,12823,Carlos Franco,0.578,83,48.0
2008,159,0,12705,Cliff Kresge,0.578,83,48.0
2008,161,0,2206,David Toms,0.581,62,36.0
2008,162,0,24490,George McNeill,0.584,101,59.0
2008,162,0,23797,Brett Rumford,0.584,77,45.0
2008,164,0,6034,Marco Dawson,0.585,65,38.0
2008,165,0,12716,Charley Hoffman,0.586,87,51.0
2008,166,0,1945,Kenny Perry,0.587,75,44.0
2008,167,0,22892,Jason Gore,0.589,95,56.0
2008,168,0,24358,Robert Garrigus,0.591,88,52.0
2008,169,0,10885,Robert Allenby,0.598,82,49.0
2008,169,0,20634,Peter Lonard,0.598,87,52.0
2008,171,0,23614,Rich Beem,0.603,78,47.0
2008,172,0,1553,John Huston,0.604,48,29.0
2008,173,0,24781,Hunter Mahan,0.61,77,47.0
2008,174,0,30925,Dustin Johnson,0.615,91,56.0
2008,174,0,20645,John Senden,0.615,78,48.0
2008,176,0,23320,Ryan Palmer,0.616,73,45.0
2008,177,0,10649,Tom Scherrer,0.617,47,29.0
2008,178,0,1724,Jeff Maggert,0.62,100,62.0
2008,179,0,20472,Alex Cejka,0.623,69,43.0
2008,180,0,27770,Camilo Villegas,0.625,64,40.0
2008,181,0,6197,Michael Allen,0.627,75,47.0
2008,182,0,26596,Ryan Moore,0.63,81,51.0
2008,183,0,24024,Zach Johnson,0.632,68,43.0
2008,183,0,23788,D.J. Trahan,0.632,76,48.0
2008,185,0,26476,Chez Reavie,0.634,82,52.0
2008,186,0,10733,Kent Jones,0.639,61,39.0
2008,187,0,1139,Olin Browne,0.646,79,51.0
2008,188,0,22582,Kyle Thompson,0.65,60,39.0
2008,189,0,1473,Todd Hamilton,0.653,98,64.0
2008,190,0,1024,Billy Andrade,0.672,61,41.0
2008,191,0,23349,Charles Warren,0.675,77,52.0
2008,192,0,25594,Travis Perkins,0.686,51,35.0
2008,193,0,26679,Kevin Stadler,0.696,79,55.0
2008,194,0,6621,Joe Durant,0.697,89,62.0
2008,195,0,28089,Jason Day,0.707,75,53.0
2008,196,0,21805,Harrison Frazar,0.711,45,32.0
2008,197,0,30750,Tommy Gainey,0.727,44,32.0
2006,1,0,1928,Corey Pavin,0.37,54,20.0
2006,2,0,6522,Ernie Els,0.379,58,22.0
2006,3,0,6567,Vijay Singh,0.386,88,34.0
2006,4,0,2206,David Toms,0.388,80,31.0
2006,5,0,1685,J.L. Lewis,0.389,54,21.0
2006,6,0,8835,Kris Cox,0.395,76,30.0
2006,7,0,23621,Rory Sabbatini,0.404,52,21.0
2006,8,0,6012,Greg Kraft,0.414,58,24.0
2006,9,0,23541,Ben Crane,0.415,82,34.0
2006,10,0,11011,Mike Sposa,0.416,77,32.0
2006,11,0,10809,Jim Furyk,0.417,48,20.0
2006,12,0,1042,Paul Azinger,0.424,85,36.0
2006,13,0,6197,Michael Allen,0.43,79,34.0
2006,14,0,23135,Tim Clark,0.436,55,24.0
2006,14,0,21209,Sergio Garcia,0.436,39,17.0
2006,16,0,1948,Tim Petrovic,0.438,105,46.0
2006,17,0,1666,Bernhard Langer,0.439,66,29.0
2006,18,0,19846,Brian Gay,0.447,132,59.0
2006,18,0,7749,Brett Quigley,0.447,103,46.0
2006,20,0,19824,Craig Barlow,0.448,58,26.0
2006,20,0,21350,Ryuji Imada,0.448,134,60.0
2006,22,0,20229,Stewart Cink,0.45,80,36.0
2006,23,0,24507,Jason Bohn,0.452,84,38.0
2006,24,0,24925,Jonathan Byrd,0.453,53,24.0
2006,25,0,6251,Chris DiMarco,0.456,57,26.0
2006,26,0,10733,Kent Jones,0.458,96,44.0
2006,26,0,12660,Jesper Parnevik,0.458,96,44.0
2006,28,0,1887,Mark O'Meara,0.46,63,29.0
2006,29,0,25900,Lucas Glover,0.462,91,42.0
2006,29,0,1619,Skip Kendall,0.462,52,24.0
2006,31,0,20634,Peter Lonard,0.463,67,31.0
2006,31,0,26596,Ryan Moore,0.463,67,31.0
2006,33,0,24357,K.J. Choi,0.464,97,45.0
2006,34,0,2223,Bob Tway,0.465,86,40.0
2006,35,0,22371,Aaron Baddeley,0.467,90,42.0
2006,36,0,22378,Trevor Immelman,0.468,62,29.0
2006,36,0,20572,Rod Pampling,0.468,77,36.0
2006,38,0,6527,Steve Stricker,0.469,32,15.0
2006,39,0,1329,Brad Faxon,0.47,115,54.0
2006,39,0,8075,Jerry Kelly,0.47,100,47.0
2006,41,0,20098,Stuart Appleby,0.475,80,38.0
2006,42,0,27120,Troy Matteson,0.477,109,52.0
2006,42,0,2110,Jerry Smith,0.477,86,41.0
2006,44,0,23409,James Driscoll,0.479,117,56.0
2006,44,0,8385,Omar Uresti,0.479,48,23.0
2006,46,0,6034,Marco Dawson,0.482,85,41.0
2006,47,0,1132,Mark Brooks,0.483,87,42.0
2006,47,0,6643,Paul Goydos,0.483,60,29.0
2006,49,0,1320,Bob Estes,0.484,64,31.0
2006,50,0,22946,Henrik Bjornstad,0.485,99,48.0
2006,50,0,20127,Chris Riley,0.485,103,50.0
2006,50,0,6595,Kevin Sutherland,0.485,101,49.0
2006,53,0,6373,José María Olazábal,0.488,41,20.0
2006,53,0,2104,Jeff Sluman,0.488,86,42.0
2006,55,0,20850,Daniel Chopra,0.49,104,51.0
2006,56,0,8375,Paul Stankowski,0.491,53,26.0
2006,57,0,1219,John Cook,0.492,61,30.0
2006,58,0,23353,J.J. Henry,0.494,87,43.0
2006,58,0,21470,Daisuke Maruyama,0.494,87,43.0
2006,60,0,23718,Nathan Green,0.495,105,52.0
2006,60,0,26420,Richard Johnson,0.495,95,47.0
2006,60,0,12680,Shigeki Maruyama,0.495,103,51.0
2006,60,0,25345,Carl Pettersson,0.495,91,45.0
2006,60,0,27095,Nick Watney,0.495,105,52.0
2006,65,0,20099,Doug Barron,0.5,74,37.0
2006,65,0,23983,Luke Donald,0.5,44,22.0
2006,65,0,21961,Charles Howell III,0.5,78,39.0
2006,65,0,12662,Thomas Levet,0.5,46,23.0
2006,65,0,21949,Joe Ogilvie,0.5,72,36.0
2006,65,0,1941,Tom Pernice Jr.,0.5,100,50.0
2006,65,0,25632,Jimmy Walker,0.5,78,39.0
2006,65,0,8793,Tiger Woods,0.5,14,7.0
2006,73,0,28475,Jeff Overton,0.504,113,57.0
2006,74,0,21407,Arjun Atwal,0.505,109,55.0
2006,75,0,20094,Jonathan Kaye,0.506,77,39.0
2006,75,0,11032,Frank Lickliter II,0.506,77,39.0
2006,77,0,24140,Sean O'Hair,0.507,69,35.0
2006,77,0,21878,Mark Wilson,0.507,69,35.0
2006,79,0,24924,Bill Haas,0.509,106,54.0
2006,80,0,2239,Scott Verplank,0.51,51,26.0
2006,81,0,1553,John Huston,0.511,94,48.0
2006,82,0,24361,Pat Perez,0.512,43,22.0
2006,83,0,22913,John Rollins,0.513,78,40.0
2006,84,0,1024,Billy Andrade,0.514,70,36.0
2006,84,0,12760,Danny Ellis,0.514,70,36.0
2006,84,0,1810,Phil Mickelson,0.514,35,18.0
2006,87,0,12645,Brent Geiberger,0.517,116,60.0
2006,87,0,24024,Zach Johnson,0.517,89,46.0
2006,89,0,20628,Arron Oberholser,0.518,56,29.0
2006,90,0,20472,Alex Cejka,0.519,79,41.0
2006,91,0,20498,Briny Baird,0.522,67,35.0
2006,92,0,2214,Kirk Triplett,0.523,44,23.0
2006,93,0,20548,Hidemichi Tanaka,0.524,84,44.0
2006,94,0,1599,Steve Jones,0.526,97,51.0
