YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,% MADE,ATTEMPTS,PUTTS MADE
2013,1,0,27649,Brandt Snedeker,19.13,596,114
2013,2,0,1810,Phil Mickelson,19.07,561,107
2013,3,0,30926,Chris Kirk,18.94,808,153
2013,4,0,26331,Charl Schwartzel,18.82,558,105
2013,5,0,28259,Sangmoon Bae,18.76,773,145
2013,6,0,34046,Jordan Spieth,18.73,662,124
2013,7,0,32102,Rickie Fowler,18.65,606,113
2013,8,0,22792,Peter Hanson,18.52,324,60
2013,9,0,23409,James Driscoll,18.07,653,118
2013,10,0,22371,Aaron Baddeley,17.93,580,104
2013,11,0,34099,Harris English,17.9,877,157
2013,12,0,6004,Stephen Ames,17.79,461,82
2013,12,0,20593,Greg Chalmers,17.79,714,127
2013,12,0,27556,Ted Potter Jr.,17.79,562,100
2013,15,0,29420,Billy Horschel,17.69,882,156
2013,16,0,34261,Scott Langley,17.48,675,118
2013,17,0,25572,Graeme McDowell,17.45,384,67
2013,18,0,23320,Ryan Palmer,17.42,706,123
2013,19,0,6527,Steve Stricker,17.4,362,63
2013,20,0,26758,David Hearn,17.39,742,129
2013,21,0,34098,Russell Henley,17.35,703,122
2013,22,0,20160,Charlie Wi,17.16,641,110
2013,23,0,24507,Jason Bohn,17.14,665,114
2013,24,0,24494,Erik Compton,17.07,703,120
2013,25,0,21209,Sergio Garcia,17.0,494,84
2013,26,0,33461,Morgan Hoffmann,16.95,531,90
2013,27,0,10809,Jim Furyk,16.94,673,114
2013,28,0,24024,Zach Johnson,16.89,740,125
2013,29,0,23135,Tim Clark,16.75,412,69
2013,29,0,21961,Charles Howell III,16.75,830,139
2013,31,0,1320,Bob Estes,16.67,636,106
2013,31,0,29221,Webb Simpson,16.67,696,116
2013,33,0,23800,Bryce Molder,16.64,721,120
2013,34,0,21753,Brian Davis,16.54,792,131
2013,35,0,23983,Luke Donald,16.52,442,73
2013,36,0,10423,Mike Weir,16.48,437,72
2013,37,0,27095,Nick Watney,16.46,820,135
2013,38,0,28679,Fabián Gómez,16.42,597,98
2013,39,0,35139,Richard Lee,16.4,799,131
2013,40,0,36884,Ben Kohles,16.33,692,113
2013,41,0,28307,Matt Every,16.21,796,129
2013,42,0,21731,Freddie Jacobson,16.19,451,73
2013,43,0,23788,D.J. Trahan,16.18,414,67
2013,44,0,25240,D.A. Points,16.11,689,111
2013,45,0,35539,Luke Guthrie,16.1,646,104
2013,46,0,23108,Matt Kuchar,16.09,696,112
2013,47,0,26851,Marc Leishman,16.08,659,106
2013,48,0,19846,Brian Gay,16.02,649,104
2013,49,0,25632,Jimmy Walker,15.99,763,122
2013,50,0,34409,David Lingmerth,15.9,566,90
2013,51,0,21099,David Lynn,15.89,598,95
2013,52,0,34360,Patrick Reed,15.86,763,121
2013,53,0,23325,Vaughn Taylor,15.82,392,62
2013,54,0,30925,Dustin Johnson,15.74,540,85
2013,54,0,8793,Tiger Woods,15.74,432,68
2013,56,0,12716,Charley Hoffman,15.67,753,118
2013,57,0,28089,Jason Day,15.66,613,96
2013,58,0,24924,Bill Haas,15.62,730,114
