YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,RELATIVE TO PAR
2013,1,0,6573,Brandt Jobe,"27' 1""",758.75,28,+2
2013,2,0,34409,David Lingmerth,"27' 9""",1387.917,50,+1
2013,3,0,33418,Shawn Stefani,"28' 4""",1105.5,39,-1
2013,4,0,25900,Lucas Glover,"28' 5""",824.5,29,+6
2013,5,0,30852,Ryo Ishikawa,"28' 6""",1423.333,50,+12
2013,5,0,28475,Jeff Overton,"28' 6""",1680.333,59,+1
2013,7,0,22405,Justin Rose,"28' 8""",831.667,29,-1
2013,8,0,20104,Ken Duke,"28' 9""",977.417,34,+2
2013,9,0,22961,David Mathis,"29' 2""",1049.75,36,+2
2013,10,0,23541,Ben Crane,"29' 3""",1023.25,35,E
2013,11,0,30163,Henrik Norlander,"29' 4""",1348.5,46,+3
2013,11,0,28780,Nicholas Thompson,"29' 4""",1728.917,59,+8
2013,11,0,31323,Gary Woodland,"29' 4""",2260.417,77,-3
2013,14,0,24357,K.J. Choi,"29' 5""",883.167,30,+2
2013,15,0,34360,Patrick Reed,"29' 6""",1945.083,66,-6
2013,15,0,27649,Brandt Snedeker,"29' 6""",1210.583,41,+5
2013,17,0,34099,Harris English,"29' 9""",1903.583,64,+1
2013,18,0,24846,Ricky Barnes,"29' 10""",1490.25,50,+3
2013,18,0,21731,Freddie Jacobson,"29' 10""",1015.583,34,-1
2013,20,0,22621,Ben Curtis,"29' 11""",658.75,22,+3
2013,21,0,27644,Brian Harman,"30' 0""",2009.5,67,+5
2013,21,0,10423,Mike Weir,"30' 0""",540.333,18,+3
2013,23,0,25240,D.A. Points,"30' 1""",1111.917,37,-6
2013,24,0,30925,Dustin Johnson,"30' 4""",1667.25,55,+2
2013,24,0,27129,Luke List,"30' 4""",1606.667,53,+1
2013,26,0,28259,Sangmoon Bae,"30' 6""",1495.75,49,+4
2013,26,0,28307,Matt Every,"30' 6""",1340.167,44,+4
2013,28,0,22295,Darron Stiles,"30' 7""",855.5,28,-2
2013,28,0,21878,Mark Wilson,"30' 7""",733.5,24,E
2013,30,0,27770,Camilo Villegas,"30' 8""",1531.25,50,+1
2013,31,0,24781,Hunter Mahan,"31' 4""",1284.917,41,+3
2013,32,0,20098,Stuart Appleby,"31' 5""",1319.833,42,+10
2013,32,0,23638,Brendon de Jonge,"31' 5""",1632.167,52,+1
2013,32,0,29740,Brad Fritsch,"31' 5""",1885.833,60,+1
2013,35,0,1810,Phil Mickelson,"31' 6""",1008.167,32,-3
2013,35,0,29518,Brendan Steele,"31' 6""",1636.0,52,-5
2013,37,0,30926,Chris Kirk,"31' 7""",1893.75,60,-1
2013,37,0,28237,Rory McIlroy,"31' 7""",789.333,25,+4
2013,39,0,21209,Sergio Garcia,"31' 8""",1077.0,34,-3
