YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES
2013,48,0,27649,Brandt Snedeker,2.29,7,306
2013,48,0,20396,Lee Westwood,2.29,7,306
2013,50,0,29479,Scott Brown,2.31,5,216
2013,50,0,1724,Jeff Maggert,2.31,5,216
2013,52,0,22806,Doug LaBelle II,2.38,6,252
2013,52,0,21099,David Lynn,2.38,6,252
2013,54,0,26679,Kevin Stadler,2.43,7,288
2013,54,0,29518,Brendan Steele,2.43,7,288
2013,56,0,10809,Jim Furyk,2.47,8,324
2013,56,0,21961,Charles Howell III,2.47,8,324
2013,56,0,26300,Matt Jones,2.47,8,324
2013,59,0,28679,Fabián Gómez,2.53,5,198
2013,60,0,10213,Dicky Pride,2.56,6,234
2013,61,0,27933,John Merrick,2.61,8,306
2013,62,0,21753,Brian Davis,2.63,9,342
2013,63,0,20848,Ángel Cabrera,2.78,8,288
2013,63,0,28307,Matt Every,2.78,9,324
2013,63,0,22792,Peter Hanson,2.78,5,180
2013,63,0,20766,Padraig Harrington,2.78,5,180
2013,63,0,35139,Richard Lee,2.78,8,288
2013,63,0,34409,David Lingmerth,2.78,6,216
2013,63,0,23320,Ryan Palmer,2.78,9,324
2013,63,0,6527,Steve Stricker,2.78,6,216
2013,63,0,20160,Charlie Wi,2.78,7,252
2013,72,0,24024,Zach Johnson,2.92,10,342
2013,73,0,23800,Bryce Molder,2.94,9,306
2013,74,0,6522,Ernie Els,2.99,7,234
2013,75,0,23541,Ben Crane,3.03,6,198
2013,75,0,34099,Harris English,3.03,12,396
2013,75,0,22961,David Mathis,3.03,6,198
2013,78,0,27963,Chris Stroud,3.06,11,360
2013,79,0,1810,Phil Mickelson,3.09,10,324
2013,79,0,25345,Carl Pettersson,3.09,10,324
2013,81,0,23638,Brendon de Jonge,3.11,14,450
2013,82,0,30750,Tommy Gainey,3.13,9,288
2013,82,0,34098,Russell Henley,3.13,9,288
2013,84,0,24227,Justin Bolli,3.17,4,126
2013,84,0,1116,Michael Bradley,3.17,4,126
2013,84,0,30852,Ryo Ishikawa,3.17,8,252
2013,87,0,24924,Bill Haas,3.22,11,342
2013,88,0,25274,Steven Bowditch,3.24,7,216
2013,88,0,34261,Scott Langley,3.24,7,216
2013,88,0,27503,Steve LeBrun,3.24,7,216
2013,91,0,28500,Martin Flores,3.27,10,306
2013,92,0,31323,Gary Woodland,3.28,13,396
2013,93,0,24494,Erik Compton,3.33,9,270
2013,93,0,25818,Scott Piercy,3.33,9,270
2013,95,0,28237,Rory McIlroy,3.42,8,234
2013,95,0,30692,Scott Stallings,3.42,8,234
2013,97,0,23353,J.J. Henry,3.47,10,288
2013,97,0,26851,Marc Leishman,3.47,10,288
2013,97,0,24140,Sean O'Hair,3.47,5,144
2013,97,0,33419,Cameron Tringale,3.47,10,288
2013,101,0,27330,Josh Teater,3.51,12,342
2013,102,0,27120,Troy Matteson,3.54,7,198
2013,102,0,29289,S.Y. Noh,3.54,7,198
2013,104,0,22056,Cameron Percy,3.57,9,252
2013,104,0,22913,John Rollins,3.57,9,252
2013,106,0,32366,Kevin Chappell,3.59,11,306
2013,106,0,23621,Rory Sabbatini,3.59,11,306
2013,108,0,34021,Bud Cauley,3.7,6,162
2013,108,0,37273,Derek Ernst,3.7,6,162
2013,108,0,24358,Robert Garrigus,3.7,8,216
2013,108,0,36884,Ben Kohles,3.7,8,216
2013,108,0,20572,Rod Pampling,3.7,4,108
2013,108,0,24361,Pat Perez,3.7,10,270
2013,108,0,22295,Darron Stiles,3.7,4,108
2013,108,0,34431,Robert Streb,3.7,8,216
2013,108,0,27214,Kevin Streelman,3.7,12,324
2013,108,0,23623,Bo Van Pelt,3.7,10,270
2013,108,0,26951,Johnson Wagner,3.7,6,162
2013,119,0,29420,Billy Horschel,3.79,15,396
2013,120,0,27095,Nick Watney,3.8,13,342
2013,121,0,30925,Dustin Johnson,3.82,11,288
2013,121,0,30944,Jason Kokrak,3.82,11,288
2013,121,0,27770,Camilo Villegas,3.82,11,288
2013,124,0,33461,Morgan Hoffmann,3.85,9,234
2013,125,0,28089,Jason Day,3.89,14,360
2013,126,0,20229,Stewart Cink,3.97,10,252
2013,127,0,25686,Jason Dufner,4.01,13,324
2013,128,0,30163,Henrik Norlander,4.07,11,270
2013,128,0,20645,John Senden,4.07,11,270
2013,130,0,24357,K.J. Choi,4.09,14,342
2013,131,0,8725,Tom Gillis,4.17,9,216
2013,131,0,22378,Trevor Immelman,4.17,9,216
2013,131,0,28092,D.H. Lee,4.17,9,216
2013,131,0,25240,D.A. Points,4.17,12,288
2013,135,0,27436,Graham DeLaet,4.23,16,378
2013,135,0,28780,Nicholas Thompson,4.23,16,378
2013,137,0,25804,Bubba Watson,4.25,13,306
2013,138,0,27936,Martin Laird,4.27,10,234
2013,138,0,20691,Greg Owen,4.27,10,234
2013,140,0,23325,Vaughn Taylor,4.32,7,162
2013,140,0,21878,Mark Wilson,4.32,7,162
2013,142,0,12716,Charley Hoffman,4.39,15,342
2013,143,0,12510,Chad Campbell,4.44,12,270
2013,143,0,25900,Lucas Glover,4.44,8,180
2013,143,0,31557,Jim Herman,4.44,8,180
2013,143,0,25572,Graeme McDowell,4.44,8,180
2013,143,0,27556,Ted Potter Jr.,4.44,8,180
2013,143,0,24502,Adam Scott,4.44,12,270
2013,143,0,28135,Aaron Watkins,4.44,4,90
2013,150,0,28259,Sangmoon Bae,4.51,13,288
2013,150,0,29740,Brad Fritsch,4.51,13,288
2013,152,0,24846,Ricky Barnes,4.55,9,198
2013,153,0,34174,John Huh,4.58,14,306
2013,153,0,34360,Patrick Reed,4.58,14,306
2013,155,0,10885,Robert Allenby,4.63,5,108
2013,155,0,20098,Stuart Appleby,4.63,15,324
2013,157,0,31202,William McGirt,4.76,12,252
2013,157,0,20443,Jin Park,4.76,6,126
2013,157,0,22405,Justin Rose,4.76,12,252
2013,160,0,26289,Boo Weekley,4.83,20,414
2013,161,0,23452,Nicolas Colsaerts,4.86,7,144
2013,162,0,28455,Will Claxton,4.94,8,162
2013,162,0,27129,Luke List,4.94,8,162
2013,162,0,34046,Jordan Spieth,4.94,16,324
2013,165,0,22046,Geoff Ogilvy,5.0,9,180
2013,166,0,32150,Michael Thompson,5.05,10,198
2013,167,0,26596,Ryan Moore,5.19,14,270
2013,168,0,32334,Charlie Beljan,5.56,9,162
2013,168,0,22621,Ben Curtis,5.56,10,180
2013,168,0,19970,Robert Karlsson,5.56,10,180
2013,168,0,27408,Martin Kaymer,5.56,13,234
2013,168,0,33869,Eric Meierdierks,5.56,6,108
2013,168,0,30110,Kyle Stanley,5.56,13,234
2013,168,0,23788,D.J. Trahan,5.56,9,162
2013,175,0,24490,George McNeill,5.93,16,270
2013,175,0,21528,Henrik Stenson,5.93,16,270
2013,177,0,6567,Vijay Singh,6.02,13,216
2013,177,0,33418,Shawn Stefani,6.02,13,216
2013,179,0,25444,Justin Hicks,6.67,18,270
2013,180,0,24399,Scott Gardiner,8.33,12,144
2014,1,0,22371,Aaron Baddeley,0.4,1,252
2014,2,0,32334,Charlie Beljan,0.46,1,216
2014,3,0,20848,Ángel Cabrera,0.93,2,216
2014,3,0,32102,Rickie Fowler,0.93,3,324
2014,5,0,25572,Graeme McDowell,1.11,3,270
2014,5,0,25396,Kevin Na,1.11,4,360
2014,7,0,23638,Brendon de Jonge,1.16,5,432
2014,8,0,34563,Chesson Hadley,1.19,3,252
2014,9,0,24024,Zach Johnson,1.21,5,414
2014,10,0,26758,David Hearn,1.32,5,378
2014,10,0,23108,Matt Kuchar,1.32,5,378
2014,12,0,27895,Jonas Blixt,1.39,3,216
2014,12,0,19846,Brian Gay,1.39,4,288
2014,12,0,21731,Freddie Jacobson,1.39,5,360
2014,15,0,33461,Morgan Hoffmann,1.46,5,342
2014,16,0,33413,Ben Martin,1.48,4,270
2014,16,0,1810,Phil Mickelson,1.48,4,270
2014,18,0,27556,Ted Potter Jr.,1.52,3,198
2014,18,0,25834,Daniel Summerhays,1.52,6,396
2014,20,0,35539,Luke Guthrie,1.54,5,324
2014,21,0,22378,Trevor Immelman,1.59,4,252
2014,22,0,21961,Charles Howell III,1.62,7,432
2014,23,0,26300,Matt Jones,1.63,5,306
2014,23,0,29478,Kevin Kisner,1.63,5,306
2014,23,0,26851,Marc Leishman,1.63,5,306
2014,26,0,24924,Bill Haas,1.71,8,468
2014,26,0,2206,David Toms,1.71,4,234
2014,26,0,24663,Y.E. Yang,1.71,4,234
2014,29,0,24507,Jason Bohn,1.74,5,288
2014,30,0,34261,Scott Langley,1.75,6,342
2014,31,0,31323,Gary Woodland,1.77,7,396
2014,32,0,36689,Brooks Koepka,1.85,4,216
2014,32,0,27936,Martin Laird,1.85,4,216
2014,34,0,29926,Danny Lee,1.98,5,252
2014,34,0,35139,Richard Lee,1.98,5,252
2014,34,0,24140,Sean O'Hair,1.98,5,252
2014,37,0,28089,Jason Day,2.02,4,198
2014,37,0,20396,Lee Westwood,2.02,4,198
2014,37,0,34265,Will Wilcox,2.02,4,198
2014,40,0,29535,Brice Garnett,2.05,7,342
2014,41,0,23541,Ben Crane,2.08,6,288
2014,41,0,29740,Brad Fritsch,2.08,3,144
2014,41,0,27120,Troy Matteson,2.08,3,144
2014,41,0,28237,Rory McIlroy,2.08,6,288
2014,41,0,35541,John Peterson,2.08,3,144
2014,46,0,30925,Dustin Johnson,2.14,5,234
2014,46,0,29461,Jamie Lovemark,2.14,5,234
2014,48,0,24357,K.J. Choi,2.16,7,324
2014,48,0,29221,Webb Simpson,2.16,7,324
2014,50,0,12510,Chad Campbell,2.22,4,180
2014,50,0,31202,William McGirt,2.22,8,360
2014,50,0,23320,Ryan Palmer,2.22,8,360
2014,50,0,27963,Chris Stroud,2.22,8,360
2014,50,0,32150,Michael Thompson,2.22,6,270
2014,50,0,21878,Mark Wilson,2.22,4,180
2014,56,0,34098,Russell Henley,2.29,7,306
2014,57,0,23983,Luke Donald,2.31,5,216
2014,57,0,27644,Brian Harman,2.31,10,432
2014,57,0,32640,Troy Merritt,2.31,5,216
2014,60,0,33141,Keegan Bradley,2.34,8,342
2014,61,0,23135,Tim Clark,2.38,6,252
2014,61,0,30852,Ryo Ishikawa,2.38,6,252
2014,61,0,27408,Martin Kaymer,2.38,6,252
2014,61,0,30944,Jason Kokrak,2.38,6,252
2014,61,0,26956,Bronson La'Cassie,2.38,3,126
2014,66,0,22405,Justin Rose,2.43,7,288
2014,66,0,31560,Brian Stuard,2.43,7,288
2014,68,0,33419,Cameron Tringale,2.44,11,450
2014,69,0,28500,Martin Flores,2.47,8,324
2014,70,0,10809,Jim Furyk,2.5,9,360
2014,70,0,27649,Brandt Snedeker,2.5,9,360
2014,70,0,26679,Kevin Stadler,2.5,9,360
2014,73,0,30692,Scott Stallings,2.53,5,198
2014,73,0,25632,Jimmy Walker,2.53,10,396
2014,75,0,29425,Andrew Svoboda,2.59,7,270
2014,76,0,24494,Erik Compton,2.61,8,306
2014,76,0,27436,Graham DeLaet,2.61,8,306
2014,76,0,25804,Bubba Watson,2.61,8,306
2014,79,0,26596,Ryan Moore,2.63,9,342
2014,80,0,28307,Matt Every,2.78,9,324
2014,80,0,21209,Sergio Garcia,2.78,7,252
2014,80,0,23353,J.J. Henry,2.78,9,324
2014,80,0,8075,Jerry Kelly,2.78,9,324
2014,80,0,33122,Russell Knox,2.78,10,360
2014,80,0,10860,Justin Leonard,2.78,8,288
2014,80,0,1724,Jeff Maggert,2.78,5,180
2014,80,0,24490,George McNeill,2.78,8,288
2014,80,0,25345,Carl Pettersson,2.78,9,324
2014,80,0,28780,Nicholas Thompson,2.78,6,216
2014,80,0,26951,Johnson Wagner,2.78,5,180
2014,80,0,20160,Charlie Wi,2.78,6,216
2014,92,0,30927,Brendon Todd,2.89,13,450
2014,93,0,20645,John Senden,2.9,12,414
2014,94,0,20593,Greg Chalmers,2.94,9,306
2014,95,0,28259,Sangmoon Bae,2.96,8,270
2014,96,0,10885,Robert Allenby,2.99,7,234
2014,96,0,34409,David Lingmerth,2.99,7,234
2014,98,0,23409,James Driscoll,3.03,6,198
2014,99,0,24846,Ricky Barnes,3.06,11,360
2014,99,0,29289,S.Y. Noh,3.06,11,360
2014,101,0,25274,Steven Bowditch,3.09,10,324
2014,101,0,29222,Billy Hurley III,3.09,10,324
2014,101,0,24361,Pat Perez,3.09,10,324
2014,101,0,25349,Tim Wilkinson,3.09,10,324
2014,105,0,1706,Davis Love III,3.13,9,288
2014,106,0,27141,J.B. Holmes,3.22,11,342
2014,106,0,29518,Brendan Steele,3.22,11,342
2014,108,0,25364,Paul Casey,3.24,7,216
2014,109,0,6522,Ernie Els,3.27,10,306
2014,109,0,24502,Adam Scott,3.27,10,306
2014,109,0,6567,Vijay Singh,3.27,10,306
2014,112,0,34021,Bud Cauley,3.33,6,180
2014,112,0,23621,Rory Sabbatini,3.33,9,270
2014,114,0,23800,Bryce Molder,3.42,8,234
2014,114,0,33418,Shawn Stefani,3.42,8,234
2014,116,0,25444,Justin Hicks,3.44,13,378
2014,117,0,34174,John Huh,3.47,10,288
2014,117,0,28132,Tyrone Van Aswegen,3.47,10,288
2014,119,0,24781,Hunter Mahan,3.51,12,342
2014,120,0,32200,Roberto Castro,3.54,7,198
2014,120,0,25720,Chad Collins,3.54,7,198
2014,120,0,28486,Michael Putnam,3.54,14,396
2014,123,0,22621,Ben Curtis,3.57,9,252
2014,123,0,24912,Will MacKenzie,3.57,9,252
2014,123,0,22913,John Rollins,3.57,9,252
2014,126,0,22046,Geoff Ogilvy,3.59,11,306
2014,126,0,23623,Bo Van Pelt,3.59,11,306
2014,128,0,34046,Jordan Spieth,3.62,15,414
2014,129,0,20157,Retief Goosen,3.7,14,378
2014,129,0,26329,Louis Oosthuizen,3.7,6,162
2014,129,0,27330,Josh Teater,3.7,12,324
2014,132,0,30926,Chris Kirk,3.78,17,450
2014,133,0,12716,Charley Hoffman,3.79,15,396
2014,134,0,34360,Patrick Reed,3.8,13,342
2014,135,0,28475,Jeff Overton,3.82,11,288
2014,135,0,34431,Robert Streb,3.82,11,288
2014,135,0,27095,Nick Watney,3.82,11,288
2014,138,0,24925,Jonathan Byrd,3.85,9,234
2014,138,0,21528,Henrik Stenson,3.85,9,234
2014,140,0,27466,Spencer Levin,3.89,7,180
2014,140,0,35300,Andrew Loupe,3.89,7,180
2014,140,0,27770,Camilo Villegas,3.89,14,360
2014,140,0,10423,Mike Weir,3.89,7,180
2014,144,0,25191,Gonzalo Fernandez-Castaño,3.92,12,306
2014,145,0,20229,Stewart Cink,3.97,15,378
2014,145,0,26331,Charl Schwartzel,3.97,10,252
2014,145,0,22293,Heath Slocum,3.97,10,252
2014,148,0,32839,Hideki Matsuyama,4.01,13,324
2014,149,0,29479,Scott Brown,4.04,16,396
2014,149,0,34264,Hudson Swafford,4.04,8,198
2014,151,0,32448,James Hahn,4.07,11,270
2014,151,0,25562,Andres Romero,4.07,11,270
2014,153,0,34099,Harris English,4.09,14,342
2014,153,0,29420,Billy Horschel,4.09,14,342
2014,155,0,25686,Jason Dufner,4.17,9,216
2014,155,0,37273,Derek Ernst,4.17,9,216
2014,155,0,30750,Tommy Gainey,4.17,9,216
2014,155,0,24358,Robert Garrigus,4.17,12,288
2014,155,0,28092,D.H. Lee,4.17,6,144
2014,155,0,24138,Ian Poulter,4.17,9,216
2014,155,0,27214,Kevin Streelman,4.17,12,288
2014,162,0,7867,Woody Austin,4.32,7,162
2014,162,0,20498,Briny Baird,4.32,7,162
2014,164,0,20098,Stuart Appleby,4.39,15,342
2014,164,0,21753,Brian Davis,4.39,15,342
2014,166,0,32366,Kevin Chappell,4.5,17,378
2014,167,0,25240,D.A. Points,4.63,10,216
2014,167,0,31193,Jim Renner,4.63,5,108
2014,169,0,27933,John Merrick,4.68,16,342
2014,170,0,27064,Jhonattan Vegas,4.86,14,288
2014,171,0,32333,Kevin Tway,4.94,8,162
2014,172,0,35732,Wes Roach,5.05,10,198
2014,173,0,26289,Boo Weekley,5.56,15,270
2014,174,0,31557,Jim Herman,6.11,11,180
2014,175,0,20104,Ken Duke,6.21,19,306
2014,176,0,25900,Lucas Glover,6.79,11,162
2014,177,0,30110,Kyle Stanley,8.15,22,270
2022,1,0,32366,Kevin Chappell,0.56,1,180
2022,2,0,29974,Branden Grace,0.69,1,144
2022,3,0,34563,Chesson Hadley,0.79,2,252
2022,4,0,45526,Abraham Ancer,0.93,2,216
2022,5,0,33141,Keegan Bradley,0.98,3,306
2022,6,0,35879,Kelly Kraft,1.01,2,198
2022,7,0,23108,Matt Kuchar,1.04,3,288
2022,8,0,34174,John Huh,1.19,3,252
2022,8,0,35891,Cameron Smith,1.19,3,252
2022,8,0,37189,Harold Varner III,1.19,3,252
2022,11,0,27214,Kevin Streelman,1.23,4,324
2022,11,0,56278,Matthew Wolff,1.23,2,162
2022,13,0,27936,Martin Laird,1.28,3,234
2022,14,0,19803,Ryan Armour,1.39,2,144
2022,14,0,23983,Luke Donald,1.39,3,216
2022,14,0,46402,Talor Gooch,1.39,4,288
2022,14,0,12716,Charley Hoffman,1.39,3,216
2022,14,0,29926,Danny Lee,1.39,2,144
2022,19,0,47988,Nick Hardy,1.52,3,198
2022,19,0,35617,Martin Trainer,1.52,3,198
2022,21,0,46414,Aaron Rai,1.54,5,324
2022,22,0,28775,Nate Lashley,1.59,4,252
2022,23,0,47504,Sam Burns,1.63,5,306
2022,24,0,30978,Kiradech Aphibarnrat,1.67,3,180
2022,24,0,24024,Zach Johnson,1.67,3,180
2022,24,0,47856,Seth Reeves,1.67,3,180
2022,27,0,33204,Shane Lowry,1.71,4,234
2022,27,0,50525,Collin Morikawa,1.71,4,234
2022,27,0,51634,Sahith Theegala,1.71,8,468
2022,30,0,29725,Tony Finau,1.75,6,342
2022,30,0,30926,Chris Kirk,1.75,6,342
2022,30,0,47995,Davis Riley,1.75,6,342
2022,30,0,30692,Scott Stallings,1.75,6,342
2022,34,0,52375,Doug Ghim,1.85,5,270
2022,34,0,46550,Brandon Hagy,1.85,4,216
2022,34,0,29420,Billy Horschel,1.85,5,270
2022,34,0,29908,C.T. Pan,1.85,6,324
2022,34,0,47983,Chad Ramey,1.85,4,216
2022,34,0,34360,Patrick Reed,1.85,5,270
2022,34,0,47347,Adam Schenk,1.85,5,270
2022,34,0,30927,Brendon Todd,1.85,6,324
2022,42,0,45157,Cam Davis,1.96,6,306
2022,42,0,48081,Xander Schauffele,1.96,6,306
2022,42,0,51890,Greyson Sigg,1.96,6,306
2022,45,0,27349,Alex Noren,1.98,5,252
2022,45,0,25818,Scott Piercy,1.98,5,252
2022,45,0,34431,Robert Streb,1.98,5,252
2022,48,0,47993,Denny McCarthy,2.02,8,396
2022,48,0,22405,Justin Rose,2.02,4,198
2022,48,0,32139,Danny Willett,2.02,4,198
2022,48,0,54783,Dylan Wu,2.02,4,198
2022,52,0,39977,Max Homa,2.05,7,342
2022,53,0,36326,David Lipsky,2.08,6,288
2022,53,0,40006,Erik van Rooyen,2.08,3,144
2022,53,0,48887,Matt Wallace,2.08,3,144
2022,53,0,47483,Will Zalatoris,2.08,6,288
2022,57,0,30911,Tommy Fleetwood,2.14,5,234
2022,57,0,30944,Jason Kokrak,2.14,5,234
2022,59,0,45486,Joaquin Niemann,2.16,7,324
2022,60,0,52372,Cameron Champ,2.22,4,180
2022,60,0,33399,Adam Hadwin,2.22,8,360
2022,60,0,27644,Brian Harman,2.22,8,360
2022,60,0,35506,Mackenzie Hughes,2.22,6,270
2022,60,0,25198,Francesco Molinari,2.22,4,180
2022,60,0,33419,Cameron Tringale,2.22,8,360
2022,66,0,46970,Jon Rahm,2.29,7,306
2022,66,0,27064,Jhonattan Vegas,2.29,7,306
2022,68,0,37212,Paul Barjon,2.31,5,216
2022,68,0,32448,James Hahn,2.31,5,216
2022,68,0,31420,Anirban Lahiri,2.31,5,216
2022,71,0,47529,Mito Pereira,2.34,8,342
2022,71,0,39324,J.J. Spaun,2.34,8,342
2022,73,0,34466,Peter Malnati,2.38,9,378
2022,73,0,28237,Rory McIlroy,2.38,6,252
2022,73,0,32640,Troy Merritt,2.38,9,378
2022,73,0,53165,Doc Redman,2.38,6,252
2022,77,0,45609,Tyler Duncan,2.43,7,288
2022,77,0,40098,Matt Fitzpatrick,2.43,7,288
2022,77,0,51894,Vince Whaley,2.43,7,288
2022,80,0,45522,Christiaan Bezuidenhout,2.47,8,324
2022,80,0,34098,Russell Henley,2.47,8,324
2022,80,0,39058,Lucas Herbert,2.47,4,162
2022,80,0,35532,Tom Hoge,2.47,8,324
2022,80,0,34256,Andrew Putnam,2.47,8,324
2022,80,0,26476,Chez Reavie,2.47,8,324
2022,80,0,33486,Roger Sloan,2.47,4,162
2022,80,0,32150,Michael Thompson,2.47,8,324
2022,88,0,46442,Maverick McNealy,2.5,9,360
2022,89,0,34264,Hudson Swafford,2.53,5,198
2022,89,0,27770,Camilo Villegas,2.53,5,198
2022,89,0,27095,Nick Watney,2.53,5,198
2022,92,0,35461,Beau Hossler,2.56,6,234
2022,92,0,48117,Kurt Kitayama,2.56,6,234
2022,92,0,49766,Hank Lebioda,2.56,6,234
2022,92,0,31560,Brian Stuard,2.56,6,234
2022,96,0,49298,Kramer Hickok,2.59,7,270
2022,97,0,24924,Bill Haas,2.61,8,306
2022,97,0,32839,Hideki Matsuyama,2.61,8,306
2022,99,0,46046,Scottie Scheffler,2.63,9,342
2022,100,0,27895,Jonas Blixt,2.78,3,108
2022,100,0,48084,Wesley Bryan,2.78,4,144
2022,100,0,39997,Corey Conners,2.78,10,360
2022,100,0,34076,Joel Dahmen,2.78,9,324
2022,100,0,24980,Scott Gutschewski,2.78,4,144
2022,100,0,54421,Garrick Higgo,2.78,4,144
2022,100,0,33597,Harry Higgs,2.78,6,216
2022,100,0,36801,Mark Hubbard,2.78,7,252
2022,100,0,37455,Si Woo Kim,2.78,11,396
2022,100,0,29478,Kevin Kisner,2.78,6,216
2022,100,0,33122,Russell Knox,2.78,9,324
2022,100,0,36689,Brooks Koepka,2.78,4,144
2022,100,0,36884,Ben Kohles,2.78,5,180
2022,100,0,35449,Adam Long,2.78,9,324
2022,100,0,46601,Trey Mullinax,2.78,7,252
2022,100,0,36871,Matthew NeSmith,2.78,10,360
2022,100,0,29289,S.Y. Noh,2.78,6,216
2022,100,0,40250,Taylor Pendrith,2.78,8,288
2022,100,0,24138,Ian Poulter,2.78,4,144
2022,100,0,27139,David Skinns,2.78,6,216
2022,100,0,46340,Alex Smalley,2.78,9,324
2022,100,0,49960,Sepp Straka,2.78,9,324
2022,100,0,40115,Adam Svensson,2.78,10,360
2022,100,0,48699,Callum Tarren,2.78,6,216
2022,100,0,25493,Nick Taylor,2.78,8,288
2022,100,0,31323,Gary Woodland,2.78,6,216
2022,126,0,51766,Wyndham Clark,2.91,11,378
2022,127,0,29970,Dylan Frittelli,2.92,10,342
2022,128,0,55708,Hayden Buckley,2.94,9,306
2022,128,0,32757,Patton Kizzire,2.94,9,306
2022,130,0,32662,Michael Gligic,2.96,8,270
2022,130,0,49771,J.T. Poston,2.96,8,270
2022,132,0,24925,Jonathan Byrd,3.03,6,198
2022,132,0,28089,Jason Day,3.03,6,198
2022,132,0,51950,Max McGreevy,3.03,6,198
2022,135,0,36852,Jim Knous,3.09,5,162
2022,135,0,32816,Satoshi Kodaira,3.09,5,162
2022,135,0,48822,Sebastián Muñoz,3.09,10,324
2022,135,0,33448,Justin Thomas,3.09,10,324
2022,139,0,34255,Joseph Bramlett,3.17,8,252
2022,139,0,32102,Rickie Fowler,3.17,8,252
2022,139,0,33490,Bo Hoag,3.17,4,126
2022,139,0,32791,K.H. Lee,3.17,12,378
2022,143,0,46435,Austin Cook,3.24,7,216
2022,144,0,36699,Patrick Rodgers,3.27,10,306
2022,145,0,25686,Jason Dufner,3.33,3,90
2022,145,0,31646,Emiliano Grillo,3.33,9,270
2022,145,0,26851,Marc Leishman,3.33,9,270
2022,145,0,40162,Justin Lower,3.33,9,270
2022,149,0,23320,Ryan Palmer,3.42,8,234
2022,150,0,50095,Austin Smotherman,3.47,10,288
2022,150,0,45540,Jared Wolfe,3.47,5,144
2022,152,0,26300,Matt Jones,3.54,7,198
2022,152,0,33667,Carlos Ortiz,3.54,7,198
2022,152,0,29221,Webb Simpson,3.54,7,198
2022,155,0,20229,Stewart Cink,3.57,9,252
2022,155,0,36799,Stephan Jaeger,3.57,9,252
2022,155,0,27129,Luke List,3.57,9,252
2022,155,0,34610,Matthias Schwab,3.57,9,252
2022,159,0,29535,Brice Garnett,3.7,8,216
2022,159,0,34363,Tyrrell Hatton,3.7,10,270
2022,159,0,27649,Brandt Snedeker,3.7,6,162
2022,159,0,47128,Richy Werenski,3.7,6,162
2022,163,0,49964,Aaron Wise,3.8,13,342
2022,164,0,35450,Patrick Cantlay,3.82,11,288
2022,164,0,34046,Jordan Spieth,3.82,11,288
2022,166,0,23325,Vaughn Taylor,3.89,7,180
2022,167,0,51997,Andrew Novak,3.97,10,252
2022,168,0,28252,Seamus Power,4.07,11,270
2022,169,0,54628,Lee Hodges,4.09,14,342
2022,170,0,49947,Taylor Moore,4.17,12,288
