YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,RATING
2013,1,0,29478,Kevin Kisner,9.3
2013,2,0,35879,Kelly Kraft,8.9
2013,3,0,10505,Shane Bertsch,8.8
2013,4,0,21350,Ryuji Imada,8.7
2013,5,0,7867,Woody Austin,8.6
2013,5,0,29926,Danny Lee,8.6
2013,5,0,12660,Jesper Parnevik,8.6
2013,8,0,22792,Peter Hanson,8.5
2013,8,0,19958,Miguel Angel Jiménez,8.5
2013,8,0,1619,Skip Kendall,8.5
2013,8,0,1810,Phil Mickelson,8.5
2013,8,0,33418,Shawn Stefani,8.5
2013,13,0,6004,Stephen Ames,8.4
2013,13,0,27958,Ryan Blaum,8.4
2013,13,0,6251,Chris DiMarco,8.4
2013,13,0,20157,Retief Goosen,8.4
2013,13,0,32448,James Hahn,8.4
2013,13,0,39975,Michael Kim,8.4
2013,13,0,1766,Billy Mayfair,8.4
2013,13,0,25562,Andres Romero,8.4
2013,13,0,30692,Scott Stallings,8.4
2013,22,0,31627,Todd Baek,8.3
2013,22,0,1142,Bart Bryant,8.3
2013,22,0,21753,Brian Davis,8.3
2013,22,0,22806,Doug LaBelle II,8.3
2013,22,0,25336,Alistair Presnell,8.3
2013,22,0,7013,Wes Short Jr.,8.3
2013,22,0,21951,Joey Snyder III,8.3
2013,22,0,34046,Jordan Spieth,8.3
2013,22,0,20935,Toru Taniguchi,8.3
2013,31,0,10944,Thomas Bjørn,8.2
2013,31,0,24507,Jason Bohn,8.2
2013,31,0,35450,Patrick Cantlay,8.2
2013,31,0,23541,Ben Crane,8.2
2013,31,0,20104,Ken Duke,8.2
2013,31,0,34099,Harris English,8.2
2013,31,0,19846,Brian Gay,8.2
2013,31,0,34409,David Lingmerth,8.2
2013,31,0,34360,Patrick Reed,8.2
2013,31,0,29221,Webb Simpson,8.2
2013,31,0,27649,Brandt Snedeker,8.2
2013,31,0,6527,Steve Stricker,8.2
2013,31,0,25892,Steve Wheatcroft,8.2
2013,31,0,35459,Chris Williams,8.2
2013,31,0,22110,Thaworn Wiratchant,8.2
2013,46,0,22371,Aaron Baddeley,8.1
2013,46,0,20070,Matt Bettencourt,8.1
2013,46,0,27895,Jonas Blixt,8.1
2013,46,0,25274,Steven Bowditch,8.1
2013,46,0,26499,Rafa Cabrera Bello,8.1
