YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,PUTTS MADE
2013,1,0,31202,William McGirt,63.33,120,76
2013,2,0,26758,David Hearn,62.67,150,94
2013,3,0,30711,Colt Knost,61.54,78,48
2013,4,0,8793,Tiger Woods,61.11,90,55
2013,5,0,1810,Phil Mickelson,60.53,114,69
2013,6,0,22806,Doug LaBelle II,60.4,101,61
2013,7,0,30163,Henrik Norlander,59.55,89,53
2013,8,0,6527,Steve Stricker,59.46,74,44
2013,9,0,27330,Josh Teater,59.38,128,76
2013,10,0,27649,Brandt Snedeker,58.16,98,57
2013,11,0,22056,Cameron Percy,57.69,104,60
2013,12,0,28259,Sangmoon Bae,57.48,127,73
2013,13,0,22371,Aaron Baddeley,57.47,87,50
2013,14,0,23800,Bryce Molder,57.36,129,74
2013,15,0,34174,John Huh,57.35,136,78
2013,16,0,29420,Billy Horschel,56.8,169,96
2013,17,0,27770,Camilo Villegas,56.62,136,77
2013,18,0,24227,Justin Bolli,56.52,69,39
2013,19,0,30692,Scott Stallings,56.38,149,84
2013,20,0,25336,Alistair Presnell,56.34,71,40
2013,21,0,20848,Ángel Cabrera,56.12,98,55
2013,22,0,20104,Ken Duke,56.06,132,74
2013,23,0,28089,Jason Day,56.0,100,56
2013,24,0,24507,Jason Bohn,55.86,145,81
2013,25,0,23409,James Driscoll,55.56,117,65
2013,26,0,10860,Justin Leonard,55.3,132,73
2013,27,0,28092,D.H. Lee,55.14,107,59
2013,28,0,19846,Brian Gay,55.04,129,71
2013,29,0,26497,Casey Wittenberg,55.0,100,55
2013,30,0,1116,Michael Bradley,54.93,71,39
2013,31,0,6004,Stephen Ames,54.84,62,34
2013,31,0,20766,Padraig Harrington,54.84,62,34
2013,33,0,28500,Martin Flores,54.74,137,75
2013,34,0,27436,Graham DeLaet,54.73,148,81
2013,35,0,23541,Ben Crane,54.63,108,59
2013,36,0,8075,Jerry Kelly,54.4,125,68
2013,37,0,27503,Steve LeBrun,54.37,103,56
2013,38,0,23983,Luke Donald,54.26,94,51
