YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,RATING
2013,1,0,29720,Andres Gonzales,8.7
2013,2,0,26329,Louis Oosthuizen,8.6
2013,2,0,21878,Mark Wilson,8.6
2013,4,0,7867,Woody Austin,8.5
2013,4,0,35545,Blayne Barber,8.5
2013,4,0,24507,Jason Bohn,8.5
2013,4,0,21646,David Branshaw,8.5
2013,8,0,1024,Billy Andrade,8.4
2013,8,0,22293,Heath Slocum,8.4
2013,10,0,22621,Ben Curtis,8.3
2013,10,0,27896,Ross Fisher,8.3
2013,10,0,33122,Russell Knox,8.3
2013,10,0,30110,Kyle Stanley,8.3
2013,10,0,21498,Hideto Tanihara,8.3
2013,15,0,1116,Michael Bradley,8.2
2013,15,0,24459,Richard Sterne,8.2
2013,17,0,23135,Tim Clark,8.1
2013,17,0,24358,Robert Garrigus,8.1
2013,17,0,10733,Kent Jones,8.1
2013,20,0,21753,Brian Davis,8.0
2013,20,0,8931,Glen Day,8.0
2013,20,0,22405,Justin Rose,8.0
2013,23,0,6621,Joe Durant,7.9
2013,23,0,34046,Jordan Spieth,7.9
2013,23,0,32139,Danny Willett,7.9
2013,26,0,12652,Cameron Beckman,7.8
2013,26,0,10809,Jim Furyk,7.8
2013,26,0,26733,John Kimbell,7.8
2013,26,0,22348,Nick O'Hern,7.8
2013,26,0,1945,Kenny Perry,7.8
2013,26,0,20127,Chris Riley,7.8
2013,26,0,23325,Vaughn Taylor,7.8
2013,26,0,2206,David Toms,7.8
2013,34,0,25444,Justin Hicks,7.7
2013,34,0,19958,Miguel Angel Jiménez,7.7
2013,34,0,24024,Zach Johnson,7.7
2013,34,0,36884,Ben Kohles,7.7
2013,34,0,20634,Peter Lonard,7.7
2013,34,0,23320,Ryan Palmer,7.7
2013,34,0,20443,Jin Park,7.7
2013,34,0,7013,Wes Short Jr.,7.7
2013,34,0,22295,Darron Stiles,7.7
2013,34,0,28780,Nicholas Thompson,7.7
2013,34,0,30927,Brendon Todd,7.7
2013,34,0,2256,Tom Watson,7.7
2013,46,0,32334,Charlie Beljan,7.6
2013,46,0,24357,K.J. Choi,7.6
2013,46,0,23638,Brendon de Jonge,7.6
2013,46,0,34174,John Huh,7.6
2013,46,0,24490,George McNeill,7.6
2013,46,0,26476,Chez Reavie,7.6
2013,46,0,29223,Sam Saunders,7.6
2013,53,0,22792,Peter Hanson,7.5
2013,53,0,26300,Matt Jones,7.5
2013,53,0,39975,Michael Kim,7.5
2013,53,0,32839,Hideki Matsuyama,7.5
2013,53,0,24502,Adam Scott,7.5
2013,53,0,34431,Robert Streb,7.5
2013,59,0,24461,Thomas Aiken,7.4
2013,59,0,35450,Patrick Cantlay,7.4
2013,59,0,23204,Gary Christian,7.4
2013,59,0,28455,Will Claxton,7.4
2013,59,0,24138,Ian Poulter,7.4
2013,59,0,23621,Rory Sabbatini,7.4
2013,59,0,26679,Kevin Stadler,7.4
2013,59,0,27095,Nick Watney,7.4
2013,67,0,24846,Ricky Barnes,7.3
2013,67,0,6034,Marco Dawson,7.3
2013,67,0,20105,Jeff Gove,7.3
2013,67,0,30925,Dustin Johnson,7.3
2013,67,0,24781,Hunter Mahan,7.3
2013,67,0,27349,Alex Noren,7.3
