YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,RELATIVE TO PAR
2013,1,0,23452,Nicolas Colsaerts,"6' 8""",13.333,2,E
2013,2,0,21878,Mark Wilson,"8' 7""",25.75,3,-1
2013,3,0,27933,John Merrick,"9' 0""",35.917,4,-1
2013,4,0,29479,Scott Brown,"13' 1""",65.5,5,-1
2013,5,0,27649,Brandt Snedeker,"13' 10""",83.167,6,-1
2013,6,0,30852,Ryo Ishikawa,"14' 1""",141.167,10,-2
2013,6,0,25632,Jimmy Walker,"14' 1""",169.333,12,+3
2013,8,0,1116,Michael Bradley,"14' 4""",128.917,9,-2
2013,8,0,21731,Freddie Jacobson,"14' 4""",57.167,4,+1
2013,8,0,26476,Chez Reavie,"14' 4""",57.417,4,-2
2013,11,0,10885,Robert Allenby,"14' 8""",73.167,5,+2
2013,11,0,25274,Steven Bowditch,"14' 8""",161.583,11,+5
2013,13,0,23108,Matt Kuchar,"14' 10""",178.0,12,+2
2013,14,0,22378,Trevor Immelman,"15' 0""",120.0,8,+4
2013,15,0,8075,Jerry Kelly,"15' 1""",135.833,9,E
2013,16,0,34021,Bud Cauley,"15' 3""",137.333,9,+2
2013,17,0,32102,Rickie Fowler,"15' 7""",171.083,11,-1
2013,18,0,26300,Matt Jones,"15' 9""",188.833,12,-3
2013,18,0,30926,Chris Kirk,"15' 9""",94.583,6,E
2013,20,0,24361,Pat Perez,"15' 10""",142.333,9,-1
2013,21,0,10423,Mike Weir,"16' 0""",160.0,10,-1
2013,22,0,22806,Doug LaBelle II,"16' 1""",160.5,10,+7
2013,22,0,27095,Nick Watney,"16' 1""",209.5,13,+8
2013,24,0,26758,David Hearn,"16' 2""",193.583,12,+7
2013,25,0,23541,Ben Crane,"16' 5""",163.833,10,+2
2013,25,0,25804,Bubba Watson,"16' 5""",229.833,14,+1
2013,27,0,28475,Jeff Overton,"16' 6""",247.0,15,+2
2013,28,0,23135,Tim Clark,"16' 8""",149.667,9,+5
2013,29,0,22913,John Rollins,"16' 9""",201.333,12,E
2013,30,0,20098,Stuart Appleby,"17' 1""",188.0,11,+4
2013,30,0,24781,Hunter Mahan,"17' 1""",204.667,12,E
2013,32,0,8725,Tom Gillis,"17' 2""",120.333,7,+1
2013,33,0,27214,Kevin Streelman,"17' 3""",120.583,7,+7
2013,34,0,27330,Josh Teater,"17' 4""",121.083,7,+3
2013,35,0,27963,Chris Stroud,"17' 7""",87.75,5,-1
2013,36,0,28259,Sangmoon Bae,"17' 8""",265.25,15,+3
2013,36,0,24357,K.J. Choi,"17' 8""",88.25,5,+1
2013,38,0,24502,Adam Scott,"17' 9""",106.667,6,-1
2013,39,0,24846,Ricky Barnes,"18' 0""",161.667,9,+2
2013,40,0,28780,Nicholas Thompson,"18' 1""",234.917,13,-2
2013,41,0,21099,David Lynn,"18' 3""",291.583,16,+4
2013,42,0,32698,Bobby Gates,"18' 5""",165.917,9,+5
2013,42,0,24924,Bill Haas,"18' 5""",276.5,15,-1
2013,44,0,30925,Dustin Johnson,"18' 6""",203.333,11,E
2013,45,0,23983,Luke Donald,"18' 7""",130.25,7,+2
2013,45,0,20691,Greg Owen,"18' 7""",316.417,17,+6
2013,47,0,26596,Ryan Moore,"18' 8""",130.583,7,E
2013,48,0,34360,Patrick Reed,"18' 10""",470.917,25,+2
2013,49,0,20766,Padraig Harrington,"18' 11""",113.25,6,+3
2013,49,0,20645,John Senden,"18' 11""",207.917,11,+2
2013,49,0,6527,Steve Stricker,"18' 11""",75.583,4,-2
2013,52,0,27503,Steve LeBrun,"19' 0""",151.667,8,+6
2013,52,0,27120,Troy Matteson,"19' 0""",170.75,9,+2
2013,54,0,29289,S.Y. Noh,"19' 3""",154.25,8,-1
2013,55,0,12716,Charley Hoffman,"19' 5""",232.75,12,+2
2013,55,0,1810,Phil Mickelson,"19' 5""",194.0,10,+2
2013,57,0,32200,Roberto Castro,"19' 7""",234.917,12,+3
2013,57,0,28092,D.H. Lee,"19' 7""",273.667,14,-2
2013,59,0,32448,James Hahn,"19' 8""",236.167,12,+3
2013,59,0,35139,Richard Lee,"19' 8""",157.25,8,+4
2013,61,0,22792,Peter Hanson,"19' 9""",197.75,10,+2
2013,61,0,20160,Charlie Wi,"19' 9""",158.25,8,E
2013,63,0,22621,Ben Curtis,"19' 10""",218.333,11,+9
2013,64,0,27129,Luke List,"19' 11""",298.333,15,-1
2013,65,0,6522,Ernie Els,"20' 0""",180.333,9,+3
2013,65,0,25444,Justin Hicks,"20' 0""",59.917,3,+1
2013,67,0,21961,Charles Howell III,"20' 3""",263.417,13,+8
2013,68,0,20229,Stewart Cink,"20' 9""",207.583,10,+2
2013,69,0,29221,Webb Simpson,"20' 10""",229.0,11,-2
2013,70,0,28307,Matt Every,"20' 11""",250.917,12,+8
2013,71,0,28679,Fabián Gómez,"21' 0""",189.083,9,E
2013,71,0,27644,Brian Harman,"21' 0""",293.75,14,+8
2013,71,0,23800,Bryce Molder,"21' 0""",83.833,4,-1
2013,71,0,23325,Vaughn Taylor,"21' 0""",105.083,5,+1
2013,75,0,23638,Brendon de Jonge,"21' 4""",149.167,7,+4
