YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,ROUNDS
2013,69,0,25686,Jason Dufner,35
2013,69,0,25444,Justin Hicks,35
2013,69,0,33461,Morgan Hoffmann,35
2013,69,0,24361,Pat Perez,35
2013,69,0,25345,Carl Pettersson,35
2013,69,0,25240,D.A. Points,35
2013,69,0,30692,Scott Stallings,35
2013,69,0,27330,Josh Teater,35
2013,77,0,27895,Jonas Blixt,34
2013,77,0,20593,Greg Chalmers,34
2013,77,0,30925,Dustin Johnson,34
2013,77,0,26596,Ryan Moore,34
2013,77,0,25818,Scott Piercy,34
2013,77,0,31560,Brian Stuard,34
2013,83,0,24507,Jason Bohn,33
2013,83,0,25274,Steven Bowditch,33
2013,83,0,20229,Stewart Cink,33
2013,83,0,32102,Rickie Fowler,33
2013,83,0,35539,Luke Guthrie,33
2013,83,0,8793,Tiger Woods,33
2013,89,0,20848,Ángel Cabrera,32
2013,89,0,24494,Erik Compton,32
2013,89,0,26851,Marc Leishman,32
2013,89,0,24502,Adam Scott,32
2013,89,0,34431,Robert Streb,32
2013,89,0,6527,Steve Stricker,32
2013,89,0,23623,Bo Van Pelt,32
2013,89,0,20396,Lee Westwood,32
2013,97,0,22371,Aaron Baddeley,31
2013,97,0,19846,Brian Gay,31
2013,97,0,28092,D.H. Lee,31
2013,97,0,21099,David Lynn,31
2013,97,0,30163,Henrik Norlander,31
2013,102,0,23983,Luke Donald,30
2013,102,0,28679,Fabián Gómez,30
2013,102,0,32448,James Hahn,30
2013,102,0,20691,Greg Owen,30
2013,106,0,24846,Ricky Barnes,29
2013,106,0,29479,Scott Brown,29
2013,106,0,23135,Tim Clark,29
2013,106,0,23541,Ben Crane,29
2013,106,0,30750,Tommy Gainey,29
2013,106,0,21209,Sergio Garcia,29
2013,106,0,31557,Jim Herman,29
2013,106,0,34409,David Lingmerth,29
2013,106,0,1724,Jeff Maggert,29
2013,106,0,20645,John Senden,29
2013,106,0,33418,Shawn Stefani,29
2013,106,0,20160,Charlie Wi,29
2013,106,0,28310,Lee Williams,29
2013,119,0,30852,Ryo Ishikawa,28
2013,119,0,21731,Freddie Jacobson,28
2013,119,0,22806,Doug LaBelle II,28
2013,119,0,34261,Scott Langley,28
2013,119,0,23497,Tag Ridings,28
2013,124,0,36884,Ben Kohles,27
2013,124,0,27503,Steve LeBrun,27
2013,124,0,27120,Troy Matteson,27
2013,124,0,10213,Dicky Pride,27
2013,124,0,30110,Kyle Stanley,27
2013,124,0,26497,Casey Wittenberg,27
2013,130,0,22961,David Mathis,26
2013,130,0,27556,Ted Potter Jr.,26
2013,132,0,24358,Robert Garrigus,25
2013,132,0,8725,Tom Gillis,25
2013,132,0,25900,Lucas Glover,25
2013,132,0,27408,Martin Kaymer,25
2013,132,0,27129,Luke List,25
2013,132,0,29289,S.Y. Noh,25
2013,132,0,25562,Andres Romero,25
2013,132,0,21878,Mark Wilson,25
2013,140,0,6573,Brandt Jobe,24
2013,140,0,27936,Martin Laird,24
2013,140,0,28237,Rory McIlroy,24
2013,140,0,24138,Ian Poulter,24
2013,140,0,32150,Michael Thompson,24
2013,145,0,32334,Charlie Beljan,23
2013,145,0,34021,Bud Cauley,23
2013,145,0,28455,Will Claxton,23
2013,145,0,6522,Ernie Els,23
2013,145,0,23325,Vaughn Taylor,23
2013,150,0,30711,Colt Knost,22
2013,150,0,24140,Sean O'Hair,22
2013,152,0,24227,Justin Bolli,21
2013,152,0,26951,Johnson Wagner,21
2013,152,0,28135,Aaron Watkins,21
2013,152,0,24663,Y.E. Yang,21
2013,156,0,6004,Stephen Ames,20
2013,156,0,37273,Derek Ernst,20
2013,156,0,22378,Trevor Immelman,20
2013,156,0,22348,Nick O'Hern,20
2013,156,0,6567,Vijay Singh,20
2013,156,0,23788,D.J. Trahan,20
2013,162,0,24399,Scott Gardiner,19
2013,162,0,22792,Peter Hanson,19
2013,162,0,19970,Robert Karlsson,19
2013,162,0,1948,Tim Petrovic,19
2013,162,0,2206,David Toms,19
2013,167,0,33122,Russell Knox,18
2013,167,0,20443,Jin Park,18
2013,167,0,25336,Alistair Presnell,18
2013,167,0,29425,Andrew Svoboda,18
2013,167,0,30927,Brendon Todd,18
2013,167,0,10423,Mike Weir,18
2013,173,0,23452,Nicolas Colsaerts,17
2013,173,0,20105,Jeff Gove,17
2013,173,0,1706,Davis Love III,17
2013,173,0,25572,Graeme McDowell,17
2013,173,0,33869,Eric Meierdierks,17
2013,178,0,27896,Ross Fisher,16
2013,178,0,12782,Tim Herron,16
2013,178,0,21949,Joe Ogilvie,16
2013,178,0,20572,Rod Pampling,16
2013,178,0,7013,Wes Short Jr.,16
2013,178,0,22295,Darron Stiles,16
2013,184,0,1116,Michael Bradley,15
2013,184,0,22621,Ben Curtis,15
2013,184,0,20766,Padraig Harrington,15
2013,184,0,27060,John Mallinger,15
2013,188,0,29720,Andres Gonzales,14
2013,188,0,26695,Michael Letzig,14
2013,188,0,22046,Geoff Ogilvy,14
2013,188,0,26329,Louis Oosthuizen,14
2013,188,0,22293,Heath Slocum,14
2013,188,0,6595,Kevin Sutherland,14
2013,188,0,28118,Peter Tomasulo,14
2013,195,0,10885,Robert Allenby,13
2013,195,0,20157,Retief Goosen,13
2013,197,0,35450,Patrick Cantlay,12
2013,197,0,32698,Bobby Gates,12
2013,197,0,32839,Hideki Matsuyama,12
2013,197,0,23481,Marcel Siem,12
2013,197,0,21951,Joey Snyder III,12
2013,202,0,23548,Bill Lunde,11
2013,202,0,28158,Steve Marino,11
2013,202,0,25396,Kevin Na,11
2013,202,0,2239,Scott Verplank,11
2013,206,0,24925,Jonathan Byrd,10
2013,206,0,1249,John Daly,10
2013,206,0,6251,Chris DiMarco,10
2013,206,0,6621,Joe Durant,10
2013,206,0,23718,Nathan Green,10
2013,206,0,24503,Jeff Klauk,10
2013,212,0,7867,Woody Austin,9
2013,212,0,20070,Matt Bettencourt,9
2013,212,0,28937,George Coetzee,9
2013,212,0,35901,Paul Haley II,9
2013,212,0,1766,Billy Mayfair,9
2013,217,0,12652,Cameron Beckman,8
2013,217,0,23204,Gary Christian,8
2013,217,0,37450,Donald Constable,8
2013,217,0,25191,Gonzalo Fernandez-Castaño,8
2013,217,0,7457,Steve Flesch,8
2013,217,0,29974,Branden Grace,8
2013,217,0,1577,Lee Janzen,8
2013,217,0,33968,Thorbjørn Olesen,8
2013,217,0,35541,John Peterson,8
2013,217,0,29476,Kyle Reifers,8
2013,217,0,24459,Richard Sterne,8
2013,228,0,27796,Joe Affrunti,7
2013,228,0,8931,Glen Day,7
2013,228,0,24604,Hunter Haas,7
2013,228,0,28308,Troy Kelly,7
2013,228,0,19904,Paul Lawrie,7
2013,228,0,39531,Ken Looper,7
2013,234,0,1226,Fred Couples,6
2013,234,0,34262,Jon Curran,6
2013,234,0,20376,Stephen Gallacher,6
2013,234,0,19958,Miguel Angel Jiménez,6
2013,234,0,33204,Shane Lowry,6
2013,234,0,33199,Matteo Manassero,6
2013,234,0,25198,Francesco Molinari,6
2013,234,0,12660,Jesper Parnevik,6
2013,234,0,2246,Duffy Waldorf,6
2013,243,0,35545,Blayne Barber,5
2013,243,0,27958,Ryan Blaum,5
2013,243,0,1142,Bart Bryant,5
2013,243,0,21350,Ryuji Imada,5
2013,243,0,35879,Kelly Kraft,5
2013,243,0,23552,Hank Kuehne,5
2013,243,0,6332,Neal Lancaster,5
2013,243,0,1945,Kenny Perry,5
2013,243,0,25457,Alexandre Rocha,5
2013,252,0,21407,Arjun Atwal,4
2013,252,0,10505,Shane Bertsch,4
2013,252,0,26499,Rafa Cabrera Bello,4
2013,252,0,25364,Paul Casey,4
2013,252,0,22892,Jason Gore,4
2013,252,0,1473,Todd Hamilton,4
2013,252,0,29926,Danny Lee,4
2013,252,0,34358,Jonathan Randolph,4
2013,252,0,36699,Patrick Rodgers,4
2013,252,0,8375,Paul Stankowski,4
2013,252,0,20580,Andre Stolz,4
2013,252,0,27064,Jhonattan Vegas,4
2013,252,0,35459,Chris Williams,4
2013,252,0,22000,Chris Wood,4
2013,266,0,1024,Billy Andrade,3
2013,266,0,30978,Kiradech Aphibarnrat,3
2013,266,0,1203,Russ Cochran,3
2013,266,0,6034,Marco Dawson,3
2013,266,0,25369,Jamie Donaldson,3
2013,266,0,39412,Zack Fischer,3
2013,266,0,33399,Adam Hadwin,3
2013,266,0,27141,J.B. Holmes,3
2013,266,0,31138,Scott Jamieson,3
2013,266,0,1619,Skip Kendall,3
2013,266,0,37455,Si Woo Kim,3
2013,266,0,26733,John Kimbell,3
2013,266,0,20634,Peter Lonard,3
2013,266,0,27349,Alex Noren,3
2013,266,0,20127,Chris Riley,3
2013,266,0,29223,Sam Saunders,3
2013,266,0,33448,Justin Thomas,3
2013,266,0,26668,Marc Turnesa,3
2013,266,0,29484,Peter Uihlein,3
2013,266,0,35469,Sebastián Vázquez,3
2013,266,0,25841,Marc Warren,3
2013,266,0,2256,Tom Watson,3
2013,266,0,12602,Dean Wilson,3
2013,289,0,23778,Brad Adamonis,2
2013,289,0,29910,Blake Adams,2
2013,289,0,33120,Mark Anderson,2
2013,289,0,32800,Franklin Corpening,2
2013,289,0,28923,Oliver Fisher,2
2013,289,0,38985,Steven Fox,2
2013,289,0,24083,Marcus Fraser,2
2013,289,0,1378,David Frost,2
2013,289,0,1388,Robert Gamez,2
2013,289,0,10733,Kent Jones,2
2013,289,0,1599,Steve Jones,2
2013,289,0,39975,Michael Kim,2
2013,289,0,29478,Kevin Kisner,2
2013,289,0,1666,Bernhard Langer,2
2013,289,0,1677,Tom Lehman,2
2013,289,0,10585,Scott McCarron,2
2013,289,0,25449,Justin Peters,2
2013,289,0,33486,Roger Sloan,2
2013,289,0,2136,Chris Starkjohann,2
2013,289,0,21498,Hideto Tanihara,2
2013,289,0,34167,Jorge DO NOT USE Garcia,2
2013,289,0,25892,Steve Wheatcroft,2
2013,289,0,22110,Thaworn Wiratchant,2
2013,289,0,37460,Jeremiah Wooding,2
2013,313,0,20771,Steven Alker,1
2013,313,0,31587,Max Alverio,1
2013,313,0,36632,Connor Arendell,1
2013,313,0,23048,Eric Axley,1
2013,313,0,31627,Todd Baek,1
2013,313,0,19824,Craig Barlow,1
2013,313,0,10944,Thomas Bjørn,1
2013,313,0,22764,Michael Block,1
2013,313,0,26525,Grégory Bourdy,1
2013,313,0,21646,David Branshaw,1
2013,313,0,1157,Tom Byrum,1
2013,313,0,32070,Rafael Campos,1
2013,313,0,28100,Kevin Carll,1
2013,313,0,20472,Alex Cejka,1
2013,313,0,19825,Darren Clarke,1
2013,313,0,39997,Corey Conners,1
2013,313,0,29253,Jeff Curl,1
2013,313,0,23790,Eduardo De La Riva,1
2013,313,0,9011,David Duval,1
2013,313,0,1329,Brad Faxon,1
2013,313,0,1381,Fred Funk,1
2013,313,0,33931,Andrew Georgiou,1
2013,313,0,20574,Mathew Goggin,1
2013,313,0,27554,Scott Harrington,1
2013,313,0,29930,Mike Hendry,1
2013,313,0,20433,Mark Hensby,1
2013,313,0,35612,John Hurley,1
2013,313,0,39974,Steven Ihm,1
2013,313,0,26908,Yuta Ikeda,1
2013,313,0,36799,Stephan Jaeger,1
2013,313,0,24511,Thongchai Jaidee,1
2013,313,0,23290,Andrew Johnson,1
2013,313,0,27929,Shiv Kapur,1
2013,313,0,20218,Shingo Katayama,1
2013,313,0,11032,Frank Lickliter II,1
2013,313,0,1707,Steve Lowery,1
2013,313,0,30741,Randy Lowry,1
2013,313,0,1717,Sandy Lyle,1
2013,313,0,32741,Michael McCabe,1
2013,313,0,24449,Parker McLachlin,1
2013,313,0,27171,Jay McLuen,1
2013,313,0,6515,Shaun Micheel,1
2013,313,0,39537,Chris Naegel,1
2013,313,0,23123,Bret Nutt,1
2013,313,0,1887,Mark O'Meara,1
2013,313,0,20628,Arron Oberholser,1
2013,313,0,1928,Corey Pavin,1
2013,313,0,1938,David Peoples,1
2013,313,0,25863,Rod Perry,1
2013,313,0,21959,Ted Purdy,1
2013,313,0,7749,Brett Quigley,1
2013,313,0,29531,Richie Ramsay,1
2013,313,0,34259,Mark Silvers,1
2013,313,0,32190,Jesse Smith,1
2013,313,0,33911,Nate Smith,1
2013,313,0,36471,Guan Tian Liang,1
2013,313,0,8385,Omar Uresti,1
2013,313,0,39480,T.J. Vogel,1
2013,313,0,32139,Danny Willett,1
2013,313,0,34384,Eugene Wong,1
2014,1,0,21961,Charles Howell III,62
2014,2,0,27644,Brian Harman,59
2014,2,0,30927,Brendon Todd,59
2014,2,0,25632,Jimmy Walker,59
2014,5,0,24924,Bill Haas,56
2014,6,0,26758,David Hearn,55
2014,6,0,30926,Chris Kirk,55
2014,6,0,25396,Kevin Na,55
2014,6,0,33419,Cameron Tringale,55
2014,10,0,29479,Scott Brown,54
2014,10,0,12716,Charley Hoffman,54
2014,10,0,24024,Zach Johnson,54
2014,10,0,34046,Jordan Spieth,54
2014,14,0,34099,Harris English,53
2014,14,0,23108,Matt Kuchar,53
2014,16,0,33141,Keegan Bradley,52
2014,17,0,32102,Rickie Fowler,51
2014,17,0,10809,Jim Furyk,51
2014,17,0,23320,Ryan Palmer,51
2014,17,0,20645,John Senden,51
2014,17,0,27963,Chris Stroud,51
2014,17,0,31323,Gary Woodland,51
2014,23,0,32366,Kevin Chappell,50
2014,23,0,25444,Justin Hicks,50
2014,23,0,26596,Ryan Moore,50
2014,26,0,27436,Graham DeLaet,49
2014,26,0,29420,Billy Horschel,49
2014,26,0,21731,Freddie Jacobson,49
2014,26,0,33122,Russell Knox,49
2014,26,0,25834,Daniel Summerhays,49
2014,31,0,33461,Morgan Hoffmann,48
2014,31,0,29289,S.Y. Noh,48
2014,33,0,31202,William McGirt,47
2014,33,0,28237,Rory McIlroy,47
2014,33,0,27770,Camilo Villegas,47
2014,36,0,23638,Brendon de Jonge,46
2014,36,0,35539,Luke Guthrie,46
2014,36,0,8075,Jerry Kelly,46
2014,36,0,24361,Pat Perez,46
2014,40,0,34261,Scott Langley,45
2014,40,0,24912,Will MacKenzie,45
2014,40,0,24502,Adam Scott,45
2014,43,0,24846,Ricky Barnes,44
2014,43,0,29478,Kevin Kisner,44
2014,43,0,32839,Hideki Matsuyama,44
2014,43,0,28486,Michael Putnam,44
2014,47,0,20157,Retief Goosen,43
2014,47,0,33413,Ben Martin,43
2014,47,0,25345,Carl Pettersson,43
2014,47,0,34360,Patrick Reed,43
2014,47,0,27649,Brandt Snedeker,43
2014,47,0,26679,Kevin Stadler,43
2014,53,0,20229,Stewart Cink,42
2014,53,0,28475,Jeff Overton,42
2014,53,0,22405,Justin Rose,42
2014,53,0,31560,Brian Stuard,42
2014,53,0,25804,Bubba Watson,42
2014,58,0,28307,Matt Every,41
2014,58,0,29535,Brice Garnett,41
2014,58,0,24358,Robert Garrigus,41
2014,58,0,29222,Billy Hurley III,41
2014,58,0,26851,Marc Leishman,41
2014,58,0,24490,George McNeill,41
2014,58,0,29518,Brendan Steele,41
2014,58,0,23623,Bo Van Pelt,41
2014,66,0,24357,K.J. Choi,40
2014,66,0,24494,Erik Compton,40
2014,66,0,34563,Chesson Hadley,40
2014,66,0,27141,J.B. Holmes,40
2014,66,0,26300,Matt Jones,40
2014,66,0,29221,Webb Simpson,40
2014,66,0,6567,Vijay Singh,40
2014,73,0,20098,Stuart Appleby,39
2014,74,0,25274,Steven Bowditch,38
2014,74,0,23541,Ben Crane,38
2014,74,0,34098,Russell Henley,38
2014,74,0,29926,Danny Lee,38
2014,74,0,27330,Josh Teater,38
2014,79,0,20593,Greg Chalmers,37
2014,79,0,21753,Brian Davis,37
2014,79,0,21209,Sergio Garcia,37
2014,79,0,32448,James Hahn,37
2014,79,0,23353,J.J. Henry,37
2014,79,0,30852,Ryo Ishikawa,37
2014,79,0,30944,Jason Kokrak,37
2014,79,0,26331,Charl Schwartzel,37
2014,79,0,2206,David Toms,37
2014,88,0,24507,Jason Bohn,36
2014,88,0,34431,Robert Streb,36
2014,88,0,28132,Tyrone Van Aswegen,36
2014,88,0,25349,Tim Wilkinson,36
2014,92,0,6522,Ernie Els,35
2014,92,0,28500,Martin Flores,35
2014,92,0,32150,Michael Thompson,35
2014,95,0,28259,Sangmoon Bae,34
2014,95,0,25191,Gonzalo Fernandez-Castaño,34
2014,95,0,22378,Trevor Immelman,34
2014,95,0,30925,Dustin Johnson,34
2014,95,0,25562,Andres Romero,34
2014,95,0,28780,Nicholas Thompson,34
2014,101,0,10885,Robert Allenby,33
2014,101,0,34174,John Huh,33
2014,101,0,1810,Phil Mickelson,33
2014,101,0,29425,Andrew Svoboda,33
2014,101,0,34264,Hudson Swafford,33
2014,101,0,27064,Jhonattan Vegas,33
2014,107,0,20104,Ken Duke,32
2014,107,0,19846,Brian Gay,32
2014,107,0,27936,Martin Laird,32
2014,107,0,25572,Graeme McDowell,32
2014,107,0,27933,John Merrick,32
2014,107,0,23800,Bryce Molder,32
2014,107,0,24140,Sean O'Hair,32
2014,107,0,23621,Rory Sabbatini,32
2014,107,0,22293,Heath Slocum,32
2014,107,0,27214,Kevin Streelman,32
2014,107,0,27095,Nick Watney,32
2014,118,0,34021,Bud Cauley,31
2014,118,0,22621,Ben Curtis,31
2014,118,0,1706,Davis Love III,31
2014,118,0,20160,Charlie Wi,31
2014,122,0,22371,Aaron Baddeley,30
2014,122,0,32200,Roberto Castro,30
2014,122,0,23135,Tim Clark,30
2014,122,0,23983,Luke Donald,30
2014,122,0,35139,Richard Lee,30
2014,122,0,10860,Justin Leonard,30
2014,122,0,24781,Hunter Mahan,30
2014,122,0,22046,Geoff Ogilvy,30
2014,122,0,26289,Boo Weekley,30
2014,131,0,20848,Ángel Cabrera,29
2014,131,0,12510,Chad Campbell,29
2014,131,0,34409,David Lingmerth,29
2014,131,0,30110,Kyle Stanley,29
2014,131,0,34265,Will Wilcox,29
2014,136,0,27895,Jonas Blixt,28
2014,136,0,24925,Jonathan Byrd,28
2014,136,0,25720,Chad Collins,28
2014,136,0,32640,Troy Merritt,28
2014,136,0,21528,Henrik Stenson,28
2014,136,0,20396,Lee Westwood,28
2014,136,0,24663,Y.E. Yang,28
2014,143,0,32334,Charlie Beljan,27
2014,143,0,37273,Derek Ernst,27
2014,143,0,35300,Andrew Loupe,27
2014,143,0,27556,Ted Potter Jr.,27
2014,143,0,22913,John Rollins,27
2014,143,0,30692,Scott Stallings,27
2014,143,0,33418,Shawn Stefani,27
2014,150,0,23409,James Driscoll,26
2014,150,0,25686,Jason Dufner,26
2014,150,0,30750,Tommy Gainey,26
2014,150,0,27408,Martin Kaymer,26
2014,150,0,27466,Spencer Levin,26
2014,150,0,35732,Wes Roach,26
2014,156,0,28089,Jason Day,25
2014,156,0,31557,Jim Herman,25
2014,156,0,36689,Brooks Koepka,25
2014,156,0,29461,Jamie Lovemark,25
2014,160,0,25364,Paul Casey,24
2014,160,0,29740,Brad Fritsch,24
2014,160,0,25900,Lucas Glover,24
2014,160,0,26951,Johnson Wagner,24
2014,164,0,35541,John Peterson,23
2014,165,0,25198,Francesco Molinari,22
2014,165,0,25240,D.A. Points,22
2014,165,0,24138,Ian Poulter,22
2014,165,0,6527,Steve Stricker,22
2014,169,0,6621,Joe Durant,21
2014,169,0,34466,Peter Malnati,21
2014,171,0,21878,Mark Wilson,20
2014,172,0,26956,Bronson La'Cassie,19
2014,173,0,25369,Jamie Donaldson,18
2014,173,0,27120,Troy Matteson,18
2014,173,0,26329,Louis Oosthuizen,18
2014,173,0,10423,Mike Weir,18
2014,177,0,7867,Woody Austin,17
2014,177,0,12782,Tim Herron,17
2014,177,0,19970,Robert Karlsson,17
2014,177,0,1724,Jeff Maggert,17
2014,177,0,28158,Steve Marino,17
2014,177,0,30946,Alex Prugh,17
2014,177,0,32333,Kevin Tway,17
2014,184,0,6004,Stephen Ames,16
2014,184,0,20498,Briny Baird,16
2014,184,0,24399,Scott Gardiner,16
2014,184,0,25818,Scott Piercy,16
2014,188,0,22792,Peter Hanson,15
2014,188,0,20766,Padraig Harrington,15
2014,188,0,31193,Jim Renner,15
2014,188,0,28310,Lee Williams,15
2014,192,0,28339,Victor Dubuisson,14
2014,192,0,39977,Max Homa,14
2014,192,0,28092,D.H. Lee,14
2014,192,0,24940,Edward Loar,14
2014,196,0,29910,Blake Adams,13
2014,196,0,12652,Cameron Beckman,13
2014,198,0,23048,Eric Axley,12
2014,198,0,10944,Thomas Bjørn,12
2014,198,0,21805,Harrison Frazar,12
2014,198,0,22892,Jason Gore,12
2014,202,0,23540,Jason Allred,11
2014,202,0,20070,Matt Bettencourt,11
2014,202,0,20850,Daniel Chopra,11
2014,202,0,23452,Nicolas Colsaerts,11
2014,202,0,1249,John Daly,11
2014,202,0,20376,Stephen Gallacher,11
2014,202,0,29974,Branden Grace,11
2014,202,0,21350,Ryuji Imada,11
2014,202,0,21099,David Lynn,11
2014,202,0,33199,Matteo Manassero,11
2014,202,0,10213,Dicky Pride,11
2014,213,0,30978,Kiradech Aphibarnrat,10
2014,213,0,28093,Miguel Angel Carballo,10
2014,213,0,28455,Will Claxton,10
2014,213,0,35840,Kevin Foley,10
2014,213,0,6643,Paul Goydos,10
2014,213,0,21949,Joe Ogilvie,10
2014,213,0,20691,Greg Owen,10
2014,213,0,1948,Tim Petrovic,10
2014,221,0,1161,Mark Calcavecchia,9
2014,221,0,19972,José Coceres,9
2014,221,0,9011,David Duval,9
2014,221,0,27060,John Mallinger,9
2014,221,0,23497,Tag Ridings,9
2014,226,0,19958,Miguel Angel Jiménez,8
2014,226,0,33968,Thorbjørn Olesen,8
2014,226,0,24459,Richard Sterne,8
2014,229,0,26499,Rafa Cabrera Bello,7
2014,229,0,24956,Mikko Ilonen,7
2014,229,0,1577,Lee Janzen,7
2014,229,0,22806,Doug LaBelle II,7
2014,229,0,28300,Joost Luiten,7
2014,229,0,10585,Scott McCarron,7
2014,229,0,36699,Patrick Rodgers,7
2014,229,0,33448,Justin Thomas,7
2014,229,0,22000,Chris Wood,7
2014,238,0,33120,Mark Anderson,6
2014,238,0,25936,Alex Aragon,6
2014,238,0,35450,Patrick Cantlay,6
2014,238,0,1381,Fred Funk,6
2014,238,0,1945,Kenny Perry,6
2014,238,0,2239,Scott Verplank,6
2014,238,0,8793,Tiger Woods,6
2014,245,0,24227,Justin Bolli,5
2014,245,0,26525,Grégory Bourdy,5
2014,245,0,20472,Alex Cejka,5
2014,245,0,28937,George Coetzee,5
2014,245,0,6251,Chris DiMarco,5
2014,245,0,37351,Oliver Goss,5
2014,245,0,23063,Scott Hend,5
2014,245,0,33204,Shane Lowry,5
2014,245,0,2106,Chris Smith,5
2014,245,0,26668,Marc Turnesa,5
2014,245,0,29484,Peter Uihlein,5
2014,245,0,46507,Bobby Wyatt,5
2014,257,0,28697,Gaganjeet Bhullar,4
2014,257,0,28087,Kris Blanks,4
2014,257,0,19825,Darren Clarke,4
2014,257,0,8931,Glen Day,4
2014,257,0,1320,Bob Estes,4
2014,257,0,28679,Fabián Gómez,4
2014,257,0,29720,Andres Gonzales,4
2014,257,0,23718,Nathan Green,4
2014,257,0,31646,Emiliano Grillo,4
2014,257,0,6575,Dudley Hart,4
2014,257,0,20608,David Howell,4
2014,257,0,24511,Thongchai Jaidee,4
2014,257,0,32878,Jin Jeong,4
2014,257,0,1761,Len Mattiace,4
2014,257,0,27171,Jay McLuen,4
2014,257,0,23814,Edoardo Molinari,4
2014,257,0,27119,Koumei Oda,4
2014,257,0,20572,Rod Pampling,4
2014,257,0,27072,Alvaro Quiros,4
2014,257,0,26476,Chez Reavie,4
2014,257,0,21498,Hideto Tanihara,4
2014,257,0,25841,Marc Warren,4
2014,257,0,2256,Tom Watson,4
2014,257,0,35459,Chris Williams,4
2014,281,0,24461,Thomas Aiken,3
2014,281,0,32070,Rafael Campos,3
2014,281,0,1226,Fred Couples,3
2014,281,0,40098,Matt Fitzpatrick,3
2014,281,0,30911,Tommy Fleetwood,3
2014,281,0,30736,Oscar Fraustro,3
2014,281,0,32698,Bobby Gates,3
2014,281,0,1473,Todd Hamilton,3
2014,281,0,32753,Wenyi Huang,3
2014,281,0,39974,Steven Ihm,3
2014,281,0,27929,Shiv Kapur,3
2014,281,0,32815,Masahiro Kawamura,3
2014,281,0,37092,Hyung-Sung Kim,3
2014,281,0,34579,Alexander Levy,3
2014,281,0,46048,Jordan Niebrugge,3
2014,281,0,12660,Jesper Parnevik,3
2014,281,0,40250,Taylor Pendrith,3
2014,281,0,34707,Siddikur Rahman,3
2014,281,0,29223,Sam Saunders,3
2014,281,0,46046,Scottie Scheffler,3
2014,281,0,27139,David Skinns,3
2014,281,0,37459,Ryan Sullivan,3
2014,281,0,23325,Vaughn Taylor,3
2014,281,0,23788,D.J. Trahan,3
2014,281,0,37365,Brady Watt,3
2014,281,0,29454,Bernd Wiesberger,3
2014,281,0,29939,Fabrizio Zanotti,3
2014,308,0,33948,Byeong Hun An,2
2014,308,0,32354,Seuk-hyun Baek,2
2014,308,0,26949,Josh Broadaway,2
