YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES
2013,151,0,26851,Marc Leishman,4.11,17,414
2013,151,0,20691,Greg Owen,4.11,17,414
2013,154,0,32366,Kevin Chappell,4.17,18,432
2013,155,0,30852,Ryo Ishikawa,4.29,17,396
2013,156,0,2206,David Toms,4.37,11,252
2013,157,0,20848,Ángel Cabrera,4.44,16,360
2013,157,0,23788,D.J. Trahan,4.44,12,270
2013,157,0,27095,Nick Watney,4.44,20,450
2013,160,0,27129,Luke List,4.5,17,378
2013,161,0,26289,Boo Weekley,4.53,22,486
2013,162,0,20396,Lee Westwood,4.58,14,306
2013,163,0,31557,Jim Herman,4.63,15,324
2013,164,0,24663,Y.E. Yang,4.68,16,342
2013,165,0,27436,Graham DeLaet,4.7,22,468
2013,166,0,22405,Justin Rose,4.86,14,288
2013,167,0,22046,Geoff Ogilvy,4.97,17,342
2013,167,0,20443,Jin Park,4.97,17,342
2013,169,0,1116,Michael Bradley,5.0,18,360
2013,170,0,27936,Martin Laird,5.03,19,378
2013,171,0,32334,Charlie Beljan,5.07,21,414
2013,172,0,19970,Robert Karlsson,5.23,16,306
2013,173,0,25686,Jason Dufner,5.29,20,378
2013,173,0,25336,Alistair Presnell,5.29,20,378
2013,175,0,25900,Lucas Glover,5.3,21,396
2013,176,0,27556,Ted Potter Jr.,5.82,22,378
2013,177,0,23452,Nicolas Colsaerts,5.9,17,288
2013,178,0,35539,Luke Guthrie,5.97,29,486
2013,179,0,30110,Kyle Stanley,6.02,26,432
2013,180,0,33869,Eric Meierdierks,6.17,20,324
2014,1,0,30927,Brendon Todd,0.77,4,522
2014,2,0,28089,Jason Day,0.85,2,234
2014,3,0,8075,Jerry Kelly,1.01,4,396
2014,4,0,28237,Rory McIlroy,1.04,3,288
2014,5,0,23800,Bryce Molder,1.21,5,414
2014,6,0,28092,D.H. Lee,1.31,4,306
2014,7,0,30925,Dustin Johnson,1.48,4,270
2014,8,0,34046,Jordan Spieth,1.5,7,468
2014,9,0,7867,Woody Austin,1.59,6,378
2014,10,0,27141,J.B. Holmes,1.62,7,432
2014,11,0,26331,Charl Schwartzel,1.63,5,306
2014,11,0,24502,Adam Scott,1.63,5,306
2014,13,0,27466,Spencer Levin,1.67,6,360
2014,14,0,24925,Jonathan Byrd,1.69,7,414
2014,15,0,34098,Russell Henley,1.72,9,522
2014,16,0,27644,Brian Harman,1.74,10,576
2014,16,0,24138,Ian Poulter,1.74,5,288
2014,18,0,10860,Justin Leonard,1.77,7,396
2014,19,0,28307,Matt Every,1.78,8,450
2014,20,0,32366,Kevin Chappell,1.85,9,486
2014,20,0,24494,Erik Compton,1.85,9,486
2014,20,0,24361,Pat Perez,1.85,8,432
2014,23,0,22621,Ben Curtis,1.93,8,414
2014,23,0,26596,Ryan Moore,1.93,8,414
2014,25,0,26758,David Hearn,1.98,10,504
2014,26,0,24507,Jason Bohn,2.0,9,450
2014,26,0,20593,Greg Chalmers,2.0,9,450
2014,26,0,27963,Chris Stroud,2.0,9,450
2014,29,0,30944,Jason Kokrak,2.05,7,342
2014,30,0,25720,Chad Collins,2.06,10,486
2014,30,0,22913,John Rollins,2.06,10,486
2014,32,0,20498,Briny Baird,2.08,6,288
2014,32,0,23541,Ben Crane,2.08,9,432
2014,32,0,24781,Hunter Mahan,2.08,9,432
2014,35,0,21731,Freddie Jacobson,2.14,10,468
2014,35,0,25632,Jimmy Walker,2.14,10,468
2014,37,0,26951,Johnson Wagner,2.17,9,414
2014,38,0,31560,Brian Stuard,2.18,11,504
2014,39,0,20157,Retief Goosen,2.22,10,450
2014,39,0,24024,Zach Johnson,2.22,10,450
2014,39,0,34409,David Lingmerth,2.22,10,450
2014,42,0,20645,John Senden,2.26,11,486
2014,42,0,25834,Daniel Summerhays,2.26,11,486
2014,44,0,33418,Shawn Stefani,2.29,7,306
2014,45,0,23409,James Driscoll,2.31,10,432
2014,45,0,25562,Andres Romero,2.31,10,432
2014,45,0,28132,Tyrone Van Aswegen,2.31,10,432
2014,45,0,25349,Tim Wilkinson,2.31,10,432
2014,49,0,23638,Brendon de Jonge,2.33,13,558
2014,49,0,33461,Morgan Hoffmann,2.33,13,558
2014,51,0,25804,Bubba Watson,2.34,8,342
2014,52,0,23353,J.J. Henry,2.35,11,468
2014,53,0,21753,Brian Davis,2.38,12,504
2014,53,0,34261,Scott Langley,2.38,12,504
2014,55,0,23108,Matt Kuchar,2.42,10,414
2014,55,0,27214,Kevin Streelman,2.42,10,414
2014,57,0,25364,Paul Casey,2.43,7,288
2014,57,0,29740,Brad Fritsch,2.43,7,288
2014,59,0,33141,Keegan Bradley,2.44,11,450
2014,59,0,35139,Richard Lee,2.44,11,450
2014,61,0,24912,Will MacKenzie,2.47,12,486
2014,61,0,25396,Kevin Na,2.47,12,486
2014,61,0,22405,Justin Rose,2.47,8,324
2014,61,0,27330,Josh Teater,2.47,12,486
2014,61,0,24663,Y.E. Yang,2.47,12,486
2014,66,0,31202,William McGirt,2.49,13,522
2014,67,0,27895,Jonas Blixt,2.5,9,360
2014,68,0,28475,Jeff Overton,2.53,10,396
2014,68,0,32150,Michael Thompson,2.53,10,396
2014,70,0,20104,Ken Duke,2.55,11,432
2014,70,0,30852,Ryo Ishikawa,2.55,11,432
2014,72,0,29478,Kevin Kisner,2.56,12,468
2014,72,0,29289,S.Y. Noh,2.56,12,468
2014,74,0,27770,Camilo Villegas,2.58,13,504
2014,75,0,26956,Bronson La'Cassie,2.61,8,306
2014,76,0,22371,Aaron Baddeley,2.66,11,414
2014,76,0,24357,K.J. Choi,2.66,11,414
2014,76,0,27436,Graham DeLaet,2.66,11,414
2014,76,0,26851,Marc Leishman,2.66,11,414
2014,76,0,10423,Mike Weir,2.66,11,414
2014,81,0,24846,Ricky Barnes,2.67,12,450
2014,81,0,32102,Rickie Fowler,2.67,12,450
2014,81,0,34174,John Huh,2.67,13,486
2014,81,0,24140,Sean O'Hair,2.67,12,450
2014,85,0,20098,Stuart Appleby,2.78,13,468
2014,85,0,34021,Bud Cauley,2.78,9,324
2014,85,0,23983,Luke Donald,2.78,8,288
2014,85,0,29420,Billy Horschel,2.78,13,468
2014,85,0,33413,Ben Martin,2.78,13,468
2014,85,0,27649,Brandt Snedeker,2.78,12,432
2014,85,0,20160,Charlie Wi,2.78,12,432
2014,92,0,25444,Justin Hicks,2.87,15,522
2014,92,0,33419,Cameron Tringale,2.87,16,558
2014,94,0,30926,Chris Kirk,2.88,14,486
2014,95,0,25900,Lucas Glover,2.89,13,450
2014,96,0,27933,John Merrick,2.9,12,414
2014,96,0,23320,Ryan Palmer,2.9,12,414
2014,98,0,29461,Jamie Lovemark,2.92,10,342
2014,98,0,2206,David Toms,2.92,10,342
2014,100,0,29479,Scott Brown,2.96,16,540
2014,101,0,35539,Luke Guthrie,2.99,14,468
2014,101,0,29222,Billy Hurley III,2.99,14,468
2014,101,0,33122,Russell Knox,2.99,14,468
2014,104,0,31323,Gary Woodland,3.01,13,432
2014,105,0,32640,Troy Merritt,3.06,11,360
2014,106,0,20229,Stewart Cink,3.11,14,450
2014,106,0,26300,Matt Jones,3.11,14,450
2014,108,0,24490,George McNeill,3.14,13,414
2014,108,0,35541,John Peterson,3.14,13,414
2014,108,0,27095,Nick Watney,3.14,13,414
2014,111,0,21528,Henrik Stenson,3.17,8,252
2014,112,0,32200,Roberto Castro,3.21,15,468
2014,112,0,24924,Bill Haas,3.21,15,468
2014,112,0,32448,James Hahn,3.21,15,468
2014,112,0,34360,Patrick Reed,3.21,15,468
2014,116,0,31557,Jim Herman,3.22,11,342
2014,117,0,23135,Tim Clark,3.24,14,432
2014,117,0,26679,Kevin Stadler,3.24,14,432
2014,119,0,12716,Charley Hoffman,3.33,15,450
2014,119,0,34431,Robert Streb,3.33,12,360
2014,121,0,10885,Robert Allenby,3.37,17,504
2014,121,0,25345,Carl Pettersson,3.37,17,504
2014,123,0,27408,Martin Kaymer,3.4,11,324
2014,124,0,35732,Wes Roach,3.44,13,378
2014,124,0,26289,Boo Weekley,3.44,13,378
2014,126,0,25572,Graeme McDowell,3.47,10,288
2014,126,0,25240,D.A. Points,3.47,15,432
2014,126,0,27556,Ted Potter Jr.,3.47,15,432
2014,126,0,29221,Webb Simpson,3.47,15,432
2014,126,0,21878,Mark Wilson,3.47,15,432
2014,131,0,22293,Heath Slocum,3.54,14,396
2014,132,0,6567,Vijay Singh,3.56,16,450
2014,132,0,23623,Bo Van Pelt,3.56,16,450
2014,134,0,10809,Jim Furyk,3.61,13,360
2014,135,0,6522,Ernie Els,3.62,15,414
2014,136,0,28500,Martin Flores,3.63,17,468
2014,137,0,34563,Chesson Hadley,3.64,19,522
2014,138,0,28259,Sangmoon Bae,3.7,16,432
2014,138,0,25686,Jason Dufner,3.7,10,270
2014,138,0,34099,Harris English,3.7,18,486
2014,138,0,19846,Brian Gay,3.7,16,432
2014,138,0,32839,Hideki Matsuyama,3.7,14,378
2014,138,0,1810,Phil Mickelson,3.7,14,378
2014,138,0,30692,Scott Stallings,3.7,18,486
2014,145,0,22046,Geoff Ogilvy,3.78,17,450
2014,145,0,29518,Brendan Steele,3.78,17,450
2014,147,0,21961,Charles Howell III,3.83,20,522
2014,147,0,28486,Michael Putnam,3.83,20,522
2014,149,0,30750,Tommy Gainey,3.86,16,414
2014,150,0,29535,Brice Garnett,3.91,19,486
2014,151,0,25191,Gonzalo Fernandez-Castaño,3.94,17,432
2014,151,0,24358,Robert Garrigus,3.94,17,432
2014,153,0,1706,Davis Love III,3.97,15,378
2014,154,0,32333,Kevin Tway,4.04,16,396
2014,155,0,21209,Sergio Garcia,4.07,11,270
2014,156,0,22378,Trevor Immelman,4.12,20,486
2014,157,0,36689,Brooks Koepka,4.17,12,288
2014,157,0,23621,Rory Sabbatini,4.17,18,432
2014,157,0,29425,Andrew Svoboda,4.17,18,432
2014,160,0,34264,Hudson Swafford,4.22,19,450
2014,161,0,20396,Lee Westwood,4.25,13,306
2014,162,0,27064,Jhonattan Vegas,4.29,17,396
2014,163,0,37273,Derek Ernst,4.32,21,486
2014,164,0,32334,Charlie Beljan,4.4,19,432
2014,165,0,34265,Will Wilcox,4.44,12,270
2014,166,0,29926,Danny Lee,4.53,22,486
2014,167,0,31193,Jim Renner,4.59,19,414
2014,168,0,1724,Jeff Maggert,4.68,16,342
2014,169,0,30110,Kyle Stanley,4.73,23,486
2014,170,0,35300,Andrew Loupe,4.76,18,378
2014,171,0,28780,Nicholas Thompson,4.79,25,522
2014,172,0,20848,Ángel Cabrera,4.8,19,396
2014,173,0,27936,Martin Laird,4.97,17,342
2014,174,0,12510,Chad Campbell,5.23,16,306
2014,175,0,27120,Troy Matteson,5.3,21,396
2014,176,0,25274,Steven Bowditch,5.36,28,522
2014,177,0,26329,Louis Oosthuizen,5.56,14,252
2022,1,0,51894,Vince Whaley,0.82,4,486
2022,2,0,46717,Viktor Hovland,0.88,3,342
2022,2,0,48081,Xander Schauffele,0.88,3,342
2022,4,0,45526,Abraham Ancer,0.98,3,306
2022,5,0,32150,Michael Thompson,1.11,5,450
2022,6,0,35310,Lanto Griffin,1.21,5,414
2022,7,0,27349,Alex Noren,1.23,4,324
2022,8,0,32839,Hideki Matsuyama,1.54,5,324
2022,9,0,22056,Cameron Percy,1.59,4,252
2022,10,0,27214,Kevin Streelman,1.65,8,486
2022,11,0,46435,Austin Cook,1.69,7,414
2022,12,0,51950,Max McGreevy,1.71,8,468
2022,13,0,27895,Jonas Blixt,1.75,6,342
2022,14,0,12716,Charley Hoffman,1.77,7,396
2022,14,0,35461,Beau Hossler,1.77,7,396
2022,16,0,32640,Troy Merritt,1.78,8,450
2022,17,0,32366,Kevin Chappell,1.85,6,324
2022,17,0,24980,Scott Gutschewski,1.85,7,378
2022,17,0,46601,Trey Mullinax,1.85,9,486
2022,17,0,46970,Jon Rahm,1.85,6,324
2022,21,0,35879,Kelly Kraft,1.93,8,414
2022,22,0,46402,Talor Gooch,1.94,7,360
2022,22,0,23108,Matt Kuchar,1.94,7,360
2022,24,0,34363,Tyrrell Hatton,1.96,6,306
2022,24,0,23621,Rory Sabbatini,1.96,6,306
2022,26,0,39436,Joshua Creel,2.05,7,342
2022,26,0,24502,Adam Scott,2.05,7,342
2022,28,0,34046,Jordan Spieth,2.12,8,378
2022,29,0,34466,Peter Malnati,2.15,12,558
2022,30,0,39058,Lucas Herbert,2.16,7,324
2022,30,0,33490,Bo Hoag,2.16,7,324
2022,32,0,27770,Camilo Villegas,2.17,9,414
2022,33,0,33399,Adam Hadwin,2.22,10,450
2022,33,0,36801,Mark Hubbard,2.22,8,360
2022,33,0,30163,Henrik Norlander,2.22,10,450
2022,33,0,37189,Harold Varner III,2.22,8,360
2022,37,0,32102,Rickie Fowler,2.27,9,396
2022,38,0,28089,Jason Day,2.29,7,306
2022,39,0,39997,Corey Conners,2.31,10,432
2022,39,0,32448,James Hahn,2.31,10,432
2022,41,0,32791,K.H. Lee,2.38,12,504
2022,41,0,26851,Marc Leishman,2.38,9,378
2022,41,0,51890,Greyson Sigg,2.38,12,504
2022,44,0,24925,Jonathan Byrd,2.47,8,324
2022,44,0,24361,Pat Perez,2.47,8,324
2022,44,0,29221,Webb Simpson,2.47,8,324
2022,47,0,37275,Sam Ryder,2.49,13,522
2022,48,0,29420,Billy Horschel,2.5,9,360
2022,48,0,33667,Carlos Ortiz,2.5,9,360
2022,50,0,27139,David Skinns,2.53,10,396
2022,51,0,30926,Chris Kirk,2.55,11,432
2022,51,0,28775,Nate Lashley,2.55,11,432
2022,51,0,46442,Maverick McNealy,2.55,11,432
2022,51,0,28252,Seamus Power,2.55,11,432
2022,55,0,27644,Brian Harman,2.56,12,468
2022,56,0,51766,Wyndham Clark,2.58,13,504
2022,56,0,33597,Harry Higgs,2.58,13,504
2022,58,0,30911,Tommy Fleetwood,2.59,7,270
2022,58,0,40115,Adam Svensson,2.59,14,540
2022,60,0,30978,Kiradech Aphibarnrat,2.61,8,306
2022,60,0,39953,Chase Seiffert,2.61,8,306
2022,60,0,35891,Cameron Smith,2.61,8,306
2022,63,0,32662,Michael Gligic,2.65,10,378
2022,63,0,34264,Hudson Swafford,2.65,10,378
2022,65,0,33141,Keegan Bradley,2.66,11,414
2022,65,0,47504,Sam Burns,2.66,11,414
2022,65,0,10381,Curtis Thompson,2.66,11,414
2022,65,0,54783,Dylan Wu,2.66,11,414
2022,69,0,32333,Kevin Tway,2.67,13,486
2022,70,0,45522,Christiaan Bezuidenhout,2.78,11,396
2022,70,0,35450,Patrick Cantlay,2.78,9,324
2022,70,0,32816,Satoshi Kodaira,2.78,8,288
2022,70,0,27936,Martin Laird,2.78,10,360
2022,70,0,29926,Danny Lee,2.78,9,324
2022,70,0,35449,Adam Long,2.78,13,468
2022,70,0,40162,Justin Lower,2.78,11,396
2022,70,0,47993,Denny McCarthy,2.78,14,504
2022,70,0,34360,Patrick Reed,2.78,10,360
2022,70,0,22405,Justin Rose,2.78,8,288
2022,70,0,34431,Robert Streb,2.78,14,504
2022,81,0,34256,Andrew Putnam,2.87,15,522
2022,81,0,51634,Sahith Theegala,2.87,16,558
2022,83,0,31646,Emiliano Grillo,2.88,14,486
2022,83,0,33122,Russell Knox,2.88,14,486
2022,83,0,33419,Cameron Tringale,2.88,14,486
2022,86,0,50095,Austin Smotherman,2.9,12,414
2022,87,0,27649,Brandt Snedeker,2.91,11,378
2022,88,0,47988,Nick Hardy,2.92,10,342
2022,89,0,50525,Collin Morikawa,2.94,9,306
2022,90,0,56278,Matthew Wolff,2.96,8,270
2022,91,0,27974,Sung Kang,2.98,15,504
2022,91,0,35617,Martin Trainer,2.98,15,504
2022,93,0,35506,Mackenzie Hughes,2.99,14,468
2022,94,0,45157,Cam Davis,3.01,13,432
2022,94,0,31420,Anirban Lahiri,3.01,13,432
2022,94,0,30927,Brendon Todd,3.01,13,432
2022,97,0,39977,Max Homa,3.03,12,396
2022,97,0,24024,Zach Johnson,3.03,12,396
2022,97,0,47483,Will Zalatoris,3.03,12,396
2022,100,0,46340,Alex Smalley,3.07,16,522
2022,101,0,29535,Brice Garnett,3.09,15,486
2022,101,0,34563,Chesson Hadley,3.09,15,486
2022,101,0,31557,Jim Herman,3.09,10,324
2022,101,0,37455,Si Woo Kim,3.09,15,486
2022,101,0,36871,Matthew NeSmith,3.09,15,486
2022,101,0,46414,Aaron Rai,3.09,15,486
2022,107,0,25818,Scott Piercy,3.11,14,450
2022,108,0,21961,Charles Howell III,3.13,9,288
2022,108,0,33204,Shane Lowry,3.13,9,288
2022,108,0,31560,Brian Stuard,3.13,18,576
2022,108,0,23325,Vaughn Taylor,3.13,9,288
2022,112,0,34174,John Huh,3.14,13,414
2022,112,0,46046,Scottie Scheffler,3.14,13,414
2022,114,0,47347,Adam Schenk,3.15,17,540
2022,115,0,35110,Brett Drewitt,3.17,12,378
2022,115,0,54628,Lee Hodges,3.17,16,504
2022,115,0,29478,Kevin Kisner,3.17,12,378
2022,115,0,34610,Matthias Schwab,3.17,12,378
2022,119,0,53165,Doc Redman,3.21,15,468
2022,119,0,36699,Patrick Rodgers,3.21,15,468
2022,121,0,37212,Paul Barjon,3.24,14,432
2022,121,0,39971,Sungjae Im,3.24,14,432
2022,121,0,39546,Keith Mitchell,3.24,14,432
2022,121,0,29908,C.T. Pan,3.24,14,432
2022,125,0,36799,Stephan Jaeger,3.26,17,522
2022,125,0,49771,J.T. Poston,3.26,17,522
2022,127,0,19803,Ryan Armour,3.27,10,306
2022,127,0,48084,Wesley Bryan,3.27,10,306
2022,129,0,29518,Brendan Steele,3.28,13,396
2022,129,0,27064,Jhonattan Vegas,3.28,13,396
2022,131,0,25900,Lucas Glover,3.29,16,486
2022,132,0,32139,Danny Willett,3.33,12,360
2022,132,0,52374,Brandon Wu,3.33,15,450
2022,134,0,47995,Davis Riley,3.37,17,504
2022,135,0,47529,Mito Pereira,3.42,16,468
2022,136,0,23320,Ryan Palmer,3.44,13,378
2022,137,0,40006,Erik van Rooyen,3.47,10,288
2022,137,0,49964,Aaron Wise,3.47,15,432
2022,137,0,57366,Cameron Young,3.47,15,432
2022,140,0,35532,Tom Hoge,3.52,19,540
2022,141,0,23983,Luke Donald,3.54,14,396
2022,141,0,45540,Jared Wolfe,3.54,14,396
2022,143,0,45609,Tyler Duncan,3.56,16,450
2022,143,0,47983,Chad Ramey,3.56,16,450
2022,145,0,49960,Sepp Straka,3.58,20,558
2022,146,0,36852,Jim Knous,3.59,11,306
2022,146,0,30944,Jason Kokrak,3.59,11,306
2022,148,0,26300,Matt Jones,3.61,13,360
2022,148,0,33448,Justin Thomas,3.61,13,360
2022,148,0,48887,Matt Wallace,3.61,13,360
2022,151,0,48699,Callum Tarren,3.62,15,414
2022,151,0,28114,Dawie van der Walt,3.62,15,414
2022,151,0,31323,Gary Woodland,3.62,15,414
2022,154,0,49947,Taylor Moore,3.63,17,468
2022,155,0,24924,Bill Haas,3.64,19,522
2022,156,0,52375,Doug Ghim,3.7,18,486
2022,156,0,48822,Sebastián Muñoz,3.7,16,432
2022,158,0,39324,J.J. Spaun,3.77,19,504
2022,158,0,25493,Nick Taylor,3.77,19,504
2022,158,0,27095,Nick Watney,3.77,19,504
2022,161,0,26476,Chez Reavie,3.78,17,450
2022,162,0,29289,S.Y. Noh,3.8,13,342
2022,163,0,28237,Rory McIlroy,3.82,11,288
2022,164,0,49766,Hank Lebioda,3.91,19,486
2022,165,0,47856,Seth Reeves,3.94,17,432
2022,166,0,34098,Russell Henley,3.97,15,378
2022,166,0,32757,Patton Kizzire,3.97,20,504
2022,168,0,51997,Andrew Novak,4.0,18,450
2022,169,0,55708,Hayden Buckley,4.02,21,522
2022,170,0,36884,Ben Kohles,4.04,16,396
2022,170,0,45486,Joaquin Niemann,4.04,16,396
