YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,GIR RANK
2009,150,0,26596,Ryan Moore,"36' 7""",49214.25,1344,Under
2009,150,0,25345,Carl Pettersson,"36' 7""",48039.5,1314,Under
2009,154,0,29718,Anthony Kim,"36' 8""",39384.583,1074,Under
2009,154,0,23320,Ryan Palmer,"36' 8""",45781.417,1249,Under
2009,154,0,26951,Johnson Wagner,"36' 8""",48651.75,1328,Under
2009,157,0,20850,Daniel Chopra,"36' 9""",54499.917,1482,Under
2009,157,0,22961,David Mathis,"36' 9""",45413.333,1236,Over
2009,159,0,23638,Brendon de Jonge,"36' 10""",51984.083,1410,Under
2009,160,0,24925,Jonathan Byrd,"36' 11""",52155.5,1414,Under
2009,161,0,9011,David Duval,"37' 0""",29035.167,784,Over
2009,162,0,26300,Matt Jones,"37' 1""",29902.083,807,Under
2009,162,0,30927,Brendon Todd,"37' 1""",31019.25,836,Over
2009,164,0,25818,Scott Piercy,"37' 2""",50529.583,1360,Under
2009,165,0,1810,Phil Mickelson,"37' 3""",31992.0,858,Under
2009,166,0,10585,Scott McCarron,"37' 4""",53787.25,1440,Under
2009,167,0,22371,Aaron Baddeley,"37' 5""",38534.667,1031,Under
2009,167,0,7223,Brian Bateman,"37' 5""",32206.583,860,Over
2009,167,0,28475,Jeff Overton,"37' 5""",50919.917,1360,Even
2009,170,0,26301,James Nitties,"37' 6""",50809.0,1356,Under
2009,170,0,25919,Brian Vranesh,"37' 6""",28976.583,772,Over
2009,172,0,23718,Nathan Green,"38' 0""",62833.833,1652,Under
2009,172,0,27141,J.B. Holmes,"38' 0""",41496.167,1092,Over
2009,172,0,21350,Ryuji Imada,"38' 0""",46956.583,1237,Under
2009,175,0,31416,Derek Fathauer,"38' 1""",34673.0,911,Over
2009,175,0,26668,Marc Turnesa,"38' 1""",48510.917,1273,Over
2009,177,0,20070,Matt Bettencourt,"38' 3""",59543.5,1558,Over
2009,178,0,22621,Ben Curtis,"38' 4""",32307.25,843,Under
2009,179,0,27936,Martin Laird,"38' 7""",42635.583,1106,Under
2009,180,0,22913,John Rollins,"38' 10""",54725.833,1410,Under
2009,181,0,25562,Andres Romero,"39' 2""",29971.75,765,Under
2009,182,0,23048,Eric Axley,"39' 7""",41535.417,1049,1 Over
2009,182,0,24449,Parker McLachlin,"39' 7""",47387.583,1196,Over
2009,184,0,1329,Brad Faxon,"40' 3""",37368.333,928,Over
2017,1,0,19803,Ryan Armour,"32' 8""",28609.667,876,Under
2017,2,0,27095,Nick Watney,"33' 1""",37789.083,1141,Under
2017,3,0,26289,Boo Weekley,"33' 2""",36163.25,1091,Under
2017,4,0,26476,Chez Reavie,"33' 4""",49265.167,1478,1 Under
2017,4,0,30110,Kyle Stanley,"33' 4""",55868.417,1676,1 Under
2017,6,0,30925,Dustin Johnson,"33' 5""",35158.583,1052,1 Under
2017,7,0,35545,Blayne Barber,"33' 7""",39877.0,1187,Under
2017,7,0,30692,Scott Stallings,"33' 7""",40820.167,1216,Under
2017,9,0,10809,Jim Furyk,"33' 8""",26456.167,785,Under
2017,10,0,29221,Webb Simpson,"33' 9""",50488.167,1495,1 Under
2017,10,0,34046,Jordan Spieth,"33' 9""",40953.333,1214,2 Under
2017,12,0,20771,Steven Alker,"33' 11""",30770.333,907,Under
2017,12,0,25396,Kevin Na,"33' 11""",39855.25,1175,1 Under
2017,14,0,35532,Tom Hoge,"34' 0""",23582.833,693,Under
2017,15,0,12510,Chad Campbell,"34' 1""",51650.667,1517,1 Under
2017,15,0,23325,Vaughn Taylor,"34' 1""",45895.917,1346,1 Under
2017,17,0,25686,Jason Dufner,"34' 3""",44134.417,1288,1 Under
2017,18,0,46732,Rick Lamb,"34' 4""",23197.667,675,Under
2017,18,0,31560,Brian Stuard,"34' 4""",42216.167,1231,Over
2017,20,0,24358,Robert Garrigus,"34' 5""",36647.583,1065,Under
2017,20,0,33413,Ben Martin,"34' 5""",43021.25,1251,Under
2017,20,0,25818,Scott Piercy,"34' 5""",30035.167,872,Under
2017,20,0,26951,Johnson Wagner,"34' 5""",34686.0,1008,Under
2017,24,0,35110,Brett Drewitt,"34' 6""",26419.833,765,Over
2017,24,0,23621,Rory Sabbatini,"34' 6""",32566.167,944,Under
2017,26,0,27436,Graham DeLaet,"34' 7""",43819.667,1266,1 Under
2017,27,0,25900,Lucas Glover,"34' 8""",52918.833,1528,1 Under
2017,27,0,33122,Russell Knox,"34' 8""",33412.583,963,Under
2017,27,0,34264,Hudson Swafford,"34' 8""",47038.167,1356,Under
2017,30,0,20104,Ken Duke,"34' 9""",37005.25,1064,Over
2017,30,0,47128,Richy Werenski,"34' 9""",37952.25,1092,Under
2017,32,0,32839,Hideki Matsuyama,"34' 10""",36695.5,1053,1 Under
2017,33,0,26758,David Hearn,"34' 11""",44157.0,1266,Under
2017,33,0,26596,Ryan Moore,"34' 11""",40322.417,1155,Under
2017,33,0,28132,Tyrone Van Aswegen,"34' 11""",49932.833,1430,Under
2017,36,0,24507,Jason Bohn,"35' 0""",38486.5,1100,Over
2017,36,0,29740,Brad Fritsch,"35' 0""",26288.0,751,Over
2017,36,0,20157,Retief Goosen,"35' 0""",25462.833,728,Under
2017,36,0,24024,Zach Johnson,"35' 0""",42097.0,1203,1 Under
2017,36,0,23320,Ryan Palmer,"35' 0""",30519.167,872,Over
2017,41,0,48084,Wesley Bryan,"35' 1""",48008.333,1367,Under
2017,41,0,20229,Stewart Cink,"35' 1""",50882.667,1449,1 Under
2017,41,0,19846,Brian Gay,"35' 1""",43169.25,1230,Under
2017,41,0,31646,Emiliano Grillo,"35' 1""",41304.417,1178,Under
2017,41,0,36801,Mark Hubbard,"35' 1""",38072.333,1084,Even
2017,41,0,29478,Kevin Kisner,"35' 1""",48266.75,1376,1 Under
2017,41,0,46501,Ollie Schniederjans,"35' 1""",50768.333,1446,1 Under
2017,48,0,32200,Roberto Castro,"35' 2""",33863.333,962,Over
2017,48,0,33448,Justin Thomas,"35' 2""",40681.667,1156,1 Under
2017,50,0,20472,Alex Cejka,"35' 3""",38586.917,1095,Under
2017,50,0,32102,Rickie Fowler,"35' 3""",39330.5,1117,1 Under
2017,50,0,25240,D.A. Points,"35' 3""",36143.167,1025,Even
2017,50,0,46970,Jon Rahm,"35' 3""",41566.083,1179,1 Under
2017,50,0,23497,Tag Ridings,"35' 3""",31407.333,891,Under
2017,50,0,22405,Justin Rose,"35' 3""",33120.917,939,1 Under
2017,56,0,34021,Bud Cauley,"35' 4""",51927.833,1468,1 Under
2017,56,0,30926,Chris Kirk,"35' 4""",43940.5,1244,Under
2017,56,0,34409,David Lingmerth,"35' 4""",43404.917,1228,Under
2017,59,0,40058,Zac Blair,"35' 5""",51229.167,1445,Under
2017,59,0,32757,Patton Kizzire,"35' 5""",45320.833,1279,Over
2017,59,0,25349,Tim Wilkinson,"35' 5""",28892.0,815,Under
2017,62,0,25364,Paul Casey,"35' 6""",44930.583,1266,1 Under
2017,62,0,34466,Peter Malnati,"35' 6""",46104.25,1299,Under
2017,62,0,29485,Brett Stegmaier,"35' 6""",36559.917,1030,Over
2017,65,0,23108,Matt Kuchar,"35' 7""",49126.0,1379,1 Under
2017,65,0,25198,Francesco Molinari,"35' 7""",37448.167,1053,1 Under
2017,65,0,29518,Brendan Steele,"35' 7""",45049.083,1266,1 Under
2017,65,0,27214,Kevin Streelman,"35' 7""",49363.25,1387,Under
2017,65,0,27963,Chris Stroud,"35' 7""",30377.25,853,Under
2017,65,0,37189,Harold Varner III,"35' 7""",54406.667,1530,Under
2017,71,0,40026,Daniel Berger,"35' 8""",43936.167,1233,1 Under
2017,71,0,33141,Keegan Bradley,"35' 8""",57796.167,1619,1 Under
2017,71,0,39975,Michael Kim,"35' 8""",53230.833,1493,1 Under
2017,71,0,29926,Danny Lee,"35' 8""",48101.083,1349,Under
2017,71,0,27129,Luke List,"35' 8""",54600.583,1532,1 Under
2017,71,0,46601,Trey Mullinax,"35' 8""",44573.917,1251,Under
2017,77,0,29223,Sam Saunders,"35' 9""",38804.167,1086,Under
2017,77,0,25632,Jimmy Walker,"35' 9""",31872.5,892,Under
2017,79,0,33120,Mark Anderson,"35' 10""",26868.167,750,Under
2017,79,0,24357,K.J. Choi,"35' 10""",34556.75,965,Under
2017,79,0,34099,Harris English,"35' 10""",45872.333,1279,Under
2017,79,0,28500,Martin Flores,"35' 10""",42859.333,1197,Under
2017,79,0,33204,Shane Lowry,"35' 10""",24253.25,677,Under
2017,79,0,32640,Troy Merritt,"35' 10""",44652.083,1246,Under
2017,79,0,22056,Cameron Percy,"35' 10""",35191.167,981,Under
2017,79,0,49771,J.T. Poston,"35' 10""",46635.667,1302,Under
2017,79,0,35891,Cameron Smith,"35' 10""",44913.25,1254,1 Under
2017,88,0,31416,Derek Fathauer,"35' 11""",40627.75,1132,Over
2017,88,0,29222,Billy Hurley III,"35' 11""",44147.75,1230,Under
2017,88,0,46440,Smylie Kaufman,"35' 11""",39937.917,1112,Under
2017,88,0,34213,Grayson Murray,"35' 11""",54244.167,1509,Under
2017,88,0,27649,Brandt Snedeker,"35' 11""",27006.75,752,1 Under
2017,93,0,24924,Bill Haas,"36' 0""",46405.75,1288,1 Under
2017,93,0,31420,Anirban Lahiri,"36' 0""",37879.25,1052,Over
2017,93,0,37278,Nicholas Lindheim,"36' 0""",28137.25,782,Over
2017,96,0,29720,Andres Gonzales,"36' 1""",36675.667,1016,Under
2017,96,0,33399,Adam Hadwin,"36' 1""",50866.167,1409,1 Under
2017,96,0,31557,Jim Herman,"36' 1""",42496.667,1177,Under
2017,96,0,1810,Phil Mickelson,"36' 1""",44647.167,1236,1 Under
2017,100,0,29479,Scott Brown,"36' 2""",50035.0,1382,Under
2017,100,0,22046,Geoff Ogilvy,"36' 2""",43071.417,1192,Under
2017,100,0,33418,Shawn Stefani,"36' 2""",38528.583,1066,Under
2017,100,0,27770,Camilo Villegas,"36' 2""",40066.833,1109,Under
2017,104,0,46443,Brian Campbell,"36' 3""",26389.917,728,Under
2017,104,0,21209,Sergio Garcia,"36' 3""",29725.667,820,Under
2017,104,0,31323,Gary Woodland,"36' 3""",43943.917,1212,1 Under
2017,107,0,29420,Billy Horschel,"36' 4""",51692.25,1422,Under
2017,107,0,48081,Xander Schauffele,"36' 4""",47757.0,1314,1 Under
2017,107,0,39324,J.J. Spaun,"36' 4""",46652.333,1283,Under
2017,110,0,30191,Julián Etulain,"36' 6""",33087.833,906,Under
2017,110,0,27644,Brian Harman,"36' 6""",55852.5,1529,1 Under
2017,110,0,34098,Russell Henley,"36' 6""",55789.167,1530,1 Under
2017,110,0,25572,Graeme McDowell,"36' 6""",32498.917,890,Under
2017,114,0,28093,Miguel Angel Carballo,"36' 7""",28085.5,767,Over
2017,115,0,24846,Ricky Barnes,"36' 8""",50168.667,1369,Under
2017,115,0,35450,Patrick Cantlay,"36' 8""",30188.333,824,1 Under
2017,115,0,47959,Bryson DeChambeau,"36' 8""",47788.0,1304,Under
2017,115,0,28252,Seamus Power,"36' 8""",44647.083,1218,1 Under
2017,119,0,12716,Charley Hoffman,"36' 9""",60765.083,1654,1 Under
2017,119,0,27141,J.B. Holmes,"36' 9""",39799.0,1084,Under
2017,119,0,35879,Kelly Kraft,"36' 9""",42695.333,1162,Over
2017,119,0,24138,Ian Poulter,"36' 9""",36199.75,985,Under
2017,119,0,24502,Adam Scott,"36' 9""",27474.917,748,Under
2017,124,0,32366,Kevin Chappell,"36' 10""",47231.667,1281,Under
2017,124,0,29725,Tony Finau,"36' 10""",59686.667,1620,1 Under
2017,124,0,28237,Rory McIlroy,"36' 10""",23460.917,637,Under
2017,124,0,24140,Sean O'Hair,"36' 10""",45948.833,1247,Under
2017,124,0,32150,Michael Thompson,"36' 10""",29041.75,788,Over
2017,129,0,27958,Ryan Blaum,"36' 11""",53999.25,1462,Under
2017,129,0,25720,Chad Collins,"36' 11""",35588.583,963,Under
2017,129,0,33461,Morgan Hoffmann,"36' 11""",53882.25,1459,Under
2017,129,0,27974,Sung Kang,"36' 11""",53828.5,1458,Under
2017,129,0,22986,Søren Kjeldsen,"36' 11""",22233.333,602,Over
2017,129,0,31202,William McGirt,"36' 11""",47228.083,1279,Under
2017,129,0,25834,Daniel Summerhays,"36' 11""",53750.833,1456,Under
2017,129,0,25804,Bubba Watson,"36' 11""",34745.417,942,Under
2017,137,0,23983,Luke Donald,"37' 0""",28445.75,768,Over
2017,137,0,32448,James Hahn,"37' 0""",53454.083,1446,1 Under
2017,137,0,21961,Charles Howell III,"37' 0""",45014.417,1217,Under
2017,137,0,27466,Spencer Levin,"37' 0""",44204.75,1196,Under
2017,137,0,35300,Andrew Loupe,"37' 0""",30972.417,837,Over
2017,137,0,29908,C.T. Pan,"37' 0""",50103.333,1355,Under
2017,143,0,23541,Ben Crane,"37' 1""",45691.167,1232,Under
2017,143,0,29974,Branden Grace,"37' 1""",31143.5,840,Under
2017,143,0,23353,J.J. Henry,"37' 1""",49797.083,1343,Under
2017,143,0,26329,Louis Oosthuizen,"37' 1""",33571.083,906,1 Under
2017,147,0,34174,John Huh,"37' 2""",50371.75,1354,Under
2017,147,0,37454,Whee Kim,"37' 2""",41168.5,1108,Over
2017,147,0,48822,Sebastián Muñoz,"37' 2""",25620.083,690,Under
2017,147,0,34358,Jonathan Randolph,"37' 2""",33733.417,908,Over
2017,147,0,29476,Kyle Reifers,"37' 2""",49061.417,1319,Over
2017,152,0,28307,Matt Every,"37' 4""",40330.333,1081,1 Over
2017,152,0,30852,Ryo Ishikawa,"37' 4""",28389.583,761,Over
2017,152,0,27936,Martin Laird,"37' 4""",47856.833,1283,1 Under
2017,155,0,40009,Dominic Bozzelli,"37' 5""",36494.75,976,Over
2017,155,0,46550,Brandon Hagy,"37' 5""",45980.583,1230,1 Under
2017,155,0,24361,Pat Perez,"37' 5""",48757.917,1304,1 Under
2017,158,0,20593,Greg Chalmers,"37' 6""",45295.833,1208,Over
2017,158,0,30944,Jason Kokrak,"37' 6""",55366.333,1478,Over
2017,158,0,27064,Jhonattan Vegas,"37' 6""",47387.417,1265,Under
2017,161,0,28420,Ryan Brehm,"37' 7""",43515.25,1157,Under
2017,161,0,23800,Bryce Molder,"37' 7""",42854.167,1140,Over
2017,161,0,33419,Cameron Tringale,"37' 7""",43589.0,1161,Under
2017,164,0,28089,Jason Day,"37' 8""",36825.167,978,1 Under
2017,165,0,26499,Rafa Cabrera Bello,"37' 9""",30748.833,815,Under
2017,165,0,6522,Ernie Els,"37' 9""",24817.667,657,Over
2017,165,0,32333,Kevin Tway,"37' 9""",50033.583,1325,Under
2017,168,0,25191,Gonzalo Fernandez-Castaño,"37' 10""",29764.25,786,Under
2017,168,0,26851,Marc Leishman,"37' 10""",49329.167,1303,1 Under
2017,170,0,25493,Nick Taylor,"37' 11""",56435.0,1488,Under
2017,171,0,29289,S.Y. Noh,"38' 0""",50820.75,1337,Under
2017,172,0,28679,Fabián Gómez,"38' 1""",34354.25,903,Under
2017,172,0,25345,Carl Pettersson,"38' 1""",35184.917,924,Over
2017,174,0,33948,Byeong Hun An,"38' 2""",38898.833,1020,Under
2017,174,0,34431,Robert Streb,"38' 2""",57326.25,1502,Under
2017,176,0,27895,Jonas Blixt,"38' 4""",40404.25,1053,Over
2017,176,0,36689,Brooks Koepka,"38' 4""",45457.417,1186,1 Under
2017,176,0,26331,Charl Schwartzel,"38' 4""",32969.917,861,Under
2017,179,0,39954,Cody Gribble,"38' 5""",47625.667,1239,Over
2017,179,0,35506,Mackenzie Hughes,"38' 5""",65917.583,1715,Under
2017,179,0,26300,Matt Jones,"38' 5""",35046.167,912,Under
2017,179,0,25892,Steve Wheatcroft,"38' 5""",27337.333,711,Under
2017,183,0,22371,Aaron Baddeley,"38' 6""",31542.167,820,Under
2017,183,0,34360,Patrick Reed,"38' 6""",57716.25,1500,1 Under
2017,185,0,29461,Jamie Lovemark,"38' 10""",55234.75,1421,1 Under
2017,186,0,36699,Patrick Rodgers,"39' 0""",45799.167,1175,Over
2017,187,0,20572,Rod Pampling,"39' 4""",46227.083,1176,Over
2017,188,0,37455,Si Woo Kim,"39' 5""",41835.25,1062,Over
2017,189,0,24781,Hunter Mahan,"39' 10""",42019.333,1055,Over
2017,190,0,25274,Steven Bowditch,"40' 4""",32128.083,796,1 Over
2010,1,0,23135,Tim Clark,"30' 3""",36737.0,1216,Under
2010,2,0,10425,Jay Williamson,"30' 9""",33630.917,1093,Under
2010,3,0,6621,Joe Durant,"31' 7""",32320.25,1024,Under
2010,4,0,12705,Cliff Kresge,"32' 0""",25843.25,807,Over
2010,5,0,8385,Omar Uresti,"32' 2""",35195.083,1094,Over
2010,6,0,24357,K.J. Choi,"32' 4""",35427.75,1095,Under
2010,7,0,23638,Brendon de Jonge,"32' 6""",53124.083,1634,Under
2010,7,0,6527,Steve Stricker,"32' 6""",32611.167,1004,1 Under
2010,9,0,12510,Chad Campbell,"32' 8""",47453.667,1452,Under
2010,9,0,2206,David Toms,"32' 8""",41068.5,1257,Under
2010,11,0,32102,Rickie Fowler,"32' 9""",48583.0,1485,Under
2010,11,0,22293,Heath Slocum,"32' 9""",42915.917,1309,Under
2010,13,0,19846,Brian Gay,"32' 10""",48345.167,1471,Under
2010,14,0,12602,Dean Wilson,"32' 11""",27732.417,843,Under
2010,15,0,1797,Rocco Mediate,"33' 0""",35968.917,1091,Under
2010,15,0,1945,Kenny Perry,"33' 0""",33125.75,1005,Under
2010,17,0,27466,Spencer Levin,"33' 1""",58160.583,1757,Under
2010,17,0,1941,Tom Pernice Jr.,"33' 1""",34334.833,1039,Under
2010,19,0,25190,Jeff Quinney,"33' 2""",47387.0,1429,Under
2010,20,0,20472,Alex Cejka,"33' 3""",40236.5,1209,Under
2010,20,0,23541,Ben Crane,"33' 3""",39219.833,1180,Under
2010,20,0,26289,Boo Weekley,"33' 3""",43970.583,1323,Under
2010,23,0,6643,Paul Goydos,"33' 4""",39303.25,1178,Under
2010,23,0,1706,Davis Love III,"33' 4""",39487.167,1184,Under
2010,25,0,23983,Luke Donald,"33' 6""",31870.667,951,Under
2010,25,0,27060,John Mallinger,"33' 6""",38944.417,1162,Under
2010,27,0,20498,Briny Baird,"33' 7""",47655.25,1418,Under
2010,28,0,24358,Robert Garrigus,"33' 8""",36668.5,1089,Under
2010,28,0,22046,Geoff Ogilvy,"33' 8""",30198.25,896,Under
2010,28,0,24361,Pat Perez,"33' 8""",49989.583,1486,Under
2010,31,0,24507,Jason Bohn,"33' 9""",44786.5,1326,Under
2010,31,0,29285,Brent Delahoussaye,"33' 9""",28472.5,843,Over
2010,31,0,10809,Jim Furyk,"33' 9""",36370.083,1077,Under
2010,31,0,22405,Justin Rose,"33' 9""",42277.75,1254,Under
2010,35,0,1320,Bob Estes,"33' 10""",42959.333,1271,Under
2010,35,0,1810,Phil Mickelson,"33' 10""",34355.083,1015,Under
2010,35,0,27649,Brandt Snedeker,"33' 10""",45353.25,1342,Under
2010,35,0,23349,Charles Warren,"33' 10""",33219.417,981,Under
2010,39,0,7867,Woody Austin,"33' 11""",50410.5,1486,Under
2010,40,0,12652,Cameron Beckman,"34' 0""",36009.833,1059,Over
2010,40,0,23673,Michael Connell,"34' 0""",46962.0,1382,Under
2010,40,0,1766,Billy Mayfair,"34' 0""",39533.333,1162,Over
2010,40,0,6567,Vijay Singh,"34' 0""",34754.75,1022,Under
2010,44,0,26420,Richard Johnson,"34' 1""",44640.667,1309,Under
2010,44,0,27120,Troy Matteson,"34' 1""",47600.833,1398,Under
2010,44,0,25396,Kevin Na,"34' 1""",46456.917,1362,1 Under
2010,44,0,20127,Chris Riley,"34' 1""",38337.75,1124,Under
2010,44,0,24502,Adam Scott,"34' 1""",31852.417,935,Under
2010,44,0,20645,John Senden,"34' 1""",53106.417,1557,Under
2010,50,0,28087,Kris Blanks,"34' 2""",45383.167,1328,Under
2010,50,0,1116,Michael Bradley,"34' 2""",41687.5,1220,Under
2010,50,0,10860,Justin Leonard,"34' 2""",44194.333,1293,Under
2010,50,0,23325,Vaughn Taylor,"34' 2""",48379.0,1417,Under
2010,50,0,2239,Scott Verplank,"34' 2""",34339.833,1004,Under
2010,55,0,21731,Freddie Jacobson,"34' 3""",47389.583,1382,Under
2010,55,0,25345,Carl Pettersson,"34' 3""",50846.917,1485,Under
2010,55,0,29221,Webb Simpson,"34' 3""",56264.667,1641,Under
2010,55,0,8375,Paul Stankowski,"34' 3""",32540.0,950,Under
2010,55,0,23322,Brett Wetterich,"34' 3""",32458.333,947,Under
2010,60,0,24846,Ricky Barnes,"34' 4""",51063.333,1486,Under
2010,60,0,9011,David Duval,"34' 4""",34338.083,999,Under
2010,60,0,22378,Trevor Immelman,"34' 4""",26448.167,771,Over
2010,60,0,26695,Michael Letzig,"34' 4""",49206.0,1433,Under
2010,60,0,22056,Cameron Percy,"34' 4""",36185.25,1053,Under
2010,60,0,28620,Aron Price,"34' 4""",38111.5,1110,Under
2010,60,0,27095,Nick Watney,"34' 4""",42510.75,1237,Under
2010,67,0,27436,Graham DeLaet,"34' 5""",46824.333,1360,Under
2010,67,0,6251,Chris DiMarco,"34' 5""",48039.417,1397,Under
2010,67,0,24924,Bill Haas,"34' 5""",46368.667,1346,Under
2010,67,0,24024,Zach Johnson,"34' 5""",46325.083,1346,Under
2010,67,0,26851,Marc Leishman,"34' 5""",44221.0,1286,Under
2010,67,0,1724,Jeff Maggert,"34' 5""",38815.083,1129,Over
2010,67,0,23788,D.J. Trahan,"34' 5""",50543.0,1469,Under
2010,74,0,24925,Jonathan Byrd,"34' 6""",50716.417,1471,Under
2010,74,0,8075,Jerry Kelly,"34' 6""",50823.083,1472,Under
2010,74,0,27963,Chris Stroud,"34' 6""",44642.75,1294,Under
2010,74,0,24663,Y.E. Yang,"34' 6""",35741.083,1035,Under
2010,78,0,25364,Paul Casey,"34' 7""",27410.25,792,Under
2010,78,0,25686,Jason Dufner,"34' 7""",42651.0,1234,Under
2010,78,0,12716,Charley Hoffman,"34' 7""",47752.333,1380,Under
2010,78,0,27214,Kevin Streelman,"34' 7""",49484.833,1432,Under
2010,78,0,27770,Camilo Villegas,"34' 7""",34789.25,1006,Under
2010,83,0,22621,Ben Curtis,"34' 8""",41110.917,1186,Under
2010,83,0,1577,Lee Janzen,"34' 8""",43560.583,1258,Under
2010,83,0,24912,Will MacKenzie,"34' 8""",42045.833,1213,Under
2010,83,0,20160,Charlie Wi,"34' 8""",55351.917,1598,Under
2010,87,0,24227,Justin Bolli,"34' 9""",25975.833,748,Over
2010,87,0,21753,Brian Davis,"34' 9""",55566.167,1598,Under
2010,87,0,21209,Sergio Garcia,"34' 9""",22327.667,643,Under
2010,87,0,8725,Tom Gillis,"34' 9""",56167.083,1616,Under
2010,87,0,20105,Jeff Gove,"34' 9""",27468.667,790,Over
2010,87,0,20766,Padraig Harrington,"34' 9""",27266.083,785,Under
2010,87,0,23108,Matt Kuchar,"34' 9""",46759.583,1345,1 Under
2010,87,0,27933,John Merrick,"34' 9""",57246.917,1646,Under
2010,87,0,26596,Ryan Moore,"34' 9""",37872.083,1091,Under
2010,87,0,27302,Garth Mulroy,"34' 9""",26110.5,751,Over
2010,87,0,20691,Greg Owen,"34' 9""",38554.583,1109,Over
2010,87,0,26287,Roland Thatcher,"34' 9""",42015.417,1209,Over
2010,99,0,6004,Stephen Ames,"34' 10""",43224.583,1240,Under
2010,99,0,22122,Andrew McLardy,"34' 10""",27398.917,786,Over
2010,99,0,1948,Tim Petrovic,"34' 10""",58728.75,1687,Under
2010,99,0,7749,Brett Quigley,"34' 10""",54964.75,1578,Under
2010,99,0,23623,Bo Van Pelt,"34' 10""",54278.417,1560,1 Under
2010,99,0,26951,Johnson Wagner,"34' 10""",46071.083,1323,Under
2010,105,0,7363,Craig Bowden,"34' 11""",29855.667,856,Over
2010,105,0,1161,Mark Calcavecchia,"34' 11""",20687.417,592,Over
2010,105,0,8537,J.P. Hayes,"34' 11""",42507.583,1218,Under
2010,105,0,23320,Ryan Palmer,"34' 11""",44144.083,1264,Under
2010,105,0,20686,Jeev Milkha Singh,"34' 11""",32500.0,931,Under
2010,105,0,27330,Josh Teater,"34' 11""",57558.667,1648,Under
2010,111,0,20593,Greg Chalmers,"35' 0""",54433.667,1555,Under
2010,111,0,1249,John Daly,"35' 0""",29368.333,840,Over
2010,111,0,31560,Brian Stuard,"35' 0""",44421.5,1268,Over
2010,114,0,20157,Retief Goosen,"35' 1""",33291.75,948,1 Under
2010,114,0,27936,Martin Laird,"35' 1""",49728.333,1418,Under
2010,116,0,20663,Brenden Pappas,"35' 2""",34610.0,985,Even
2010,117,0,24140,Sean O'Hair,"35' 3""",40999.5,1163,Under
2010,118,0,28307,Matt Every,"35' 4""",32145.083,910,Under
2010,118,0,7457,Steve Flesch,"35' 4""",41143.833,1164,Over
2010,118,0,23800,Bryce Molder,"35' 4""",46139.917,1307,Under
2010,118,0,26679,Kevin Stadler,"35' 4""",45698.583,1292,Under
2010,122,0,26301,James Nitties,"35' 5""",51381.583,1450,Under
2010,122,0,28475,Jeff Overton,"35' 5""",45042.083,1272,Under
2010,122,0,25240,D.A. Points,"35' 5""",50239.333,1417,Under
2010,122,0,6595,Kevin Sutherland,"35' 5""",49664.417,1401,Under
2010,122,0,10423,Mike Weir,"35' 5""",25352.167,716,Even
2010,122,0,20436,Garrett Willis,"35' 5""",44914.0,1268,Under
2010,128,0,20229,Stewart Cink,"35' 6""",41315.5,1163,Under
2010,128,0,25900,Lucas Glover,"35' 6""",37338.083,1051,Under
2010,128,0,23548,Bill Lunde,"35' 6""",42750.0,1204,Over
2010,128,0,28237,Rory McIlroy,"35' 6""",25511.917,718,Under
2010,128,0,6515,Shaun Micheel,"35' 6""",33834.0,952,Under
2010,128,0,23307,Roger Tambellini,"35' 6""",39393.083,1110,Over
2010,134,0,10885,Robert Allenby,"35' 7""",39007.333,1096,Under
2010,134,0,30946,Alex Prugh,"35' 7""",51059.833,1434,Under
2010,134,0,33419,Cameron Tringale,"35' 7""",28525.0,802,Under
2010,137,0,20098,Stuart Appleby,"35' 9""",56432.667,1577,Under
2010,137,0,24781,Hunter Mahan,"35' 9""",42748.417,1197,Under
2010,137,0,26882,Michael Sim,"35' 9""",33978.083,950,Under
2010,140,0,1313,Steve Elkington,"35' 11""",37987.917,1058,Under
2010,140,0,25632,Jimmy Walker,"35' 11""",45150.0,1256,Under
2010,140,0,25804,Bubba Watson,"35' 11""",43013.833,1197,Under
2010,140,0,25892,Steve Wheatcroft,"35' 11""",37159.75,1034,Over
2010,144,0,32640,Troy Merritt,"36' 0""",49407.083,1373,Under
2010,145,0,22946,Henrik Bjornstad,"36' 1""",38132.25,1058,Over
2010,145,0,11123,Chris Couch,"36' 1""",38072.5,1054,Under
2010,147,0,29910,Blake Adams,"36' 2""",48678.417,1346,Under
2010,147,0,23613,Rich Barcelo,"36' 2""",37576.583,1038,Over
2010,147,0,6522,Ernie Els,"36' 2""",35661.833,986,Under
2010,147,0,20574,Mathew Goggin,"36' 2""",49100.5,1358,Over
2010,147,0,12782,Tim Herron,"36' 2""",44588.75,1232,Under
2010,147,0,6012,Greg Kraft,"36' 2""",25144.083,696,Over
2010,147,0,28158,Steve Marino,"36' 2""",40801.583,1127,Under
2010,147,0,25562,Andres Romero,"36' 2""",46688.75,1292,Under
2010,147,0,21878,Mark Wilson,"36' 2""",51048.5,1413,Under
2010,156,0,20378,Mathias Grönberg,"36' 3""",32443.583,895,Under
2010,156,0,23353,J.J. Henry,"36' 3""",51343.25,1415,Under
2010,156,0,30925,Dustin Johnson,"36' 3""",40827.167,1126,Under
2010,156,0,12755,Vance Veazey,"36' 3""",31150.333,859,Over
