YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL RNDS
2001,204,0,1196,Brian Claar,8
2001,204,0,19825,Darren Clarke,8
2001,204,0,1200,Keith Clearwater,8
2001,204,0,20766,Padraig Harrington,8
2001,204,0,2321,Fuzzy Zoeller,8
2001,209,0,20848,Ángel Cabrera,7
2001,209,0,23983,Luke Donald,7
2001,209,0,20585,Niclas Fasth,7
2001,209,0,6044,Scott Gump,7
2001,209,0,1549,Mike Hulbert,7
2001,209,0,1603,Jeff Julian,7
2001,209,0,1876,Greg Norman,7
2001,209,0,1996,Mike Reid,7
2001,217,0,1116,Michael Bradley,6
2001,217,0,20831,Emanuele Canonica,6
2001,217,0,10821,Toshi Izawa,6
2001,217,0,1975,Tom Purtzer,6
2001,217,0,22064,Craig Spence,6
2001,217,0,2159,Curtis Strange,6
2001,217,0,12663,Phil Tataurangi,6
2001,217,0,6591,Rocky Walcher,6
2001,225,0,10944,Thomas Bjørn,5
2001,225,0,1282,Trevor Dodds,5
2001,225,0,1385,Jim Gallagher Jr.,5
2001,225,0,8635,Colin Montgomerie,5
2001,225,0,2133,Craig Stadler,5
2001,225,0,20935,Toru Taniguchi,5
2001,231,0,20400,Michael Campbell,4
2001,231,0,7569,Mark Carnevale,4
2001,231,0,1346,Ed Fiori,4
2001,231,0,8337,Mike Heinen,4
2001,231,0,12461,Paul McGinley,4
2001,231,0,23800,Bryce Molder,4
2001,231,0,1984,Sam Randolph,4
2001,231,0,2191,Tim Thelen,4
2001,231,0,8385,Omar Uresti,4
2001,240,0,22371,Aaron Baddeley,3
2001,240,0,1068,Andy Bean,3
2001,240,0,20029,Notah Begay III,3
2001,240,0,7363,Craig Bowden,3
2001,240,0,6220,Jaxon Brigman,3
2001,240,0,12510,Chad Campbell,3
2001,240,0,20472,Alex Cejka,3
2001,240,0,6741,Gene Fieger,3
2001,240,0,20763,Pierre Fulke,3
2001,240,0,6064,Jeff Gallagher,3
2001,240,0,1468,Gary Hallberg,3
2001,240,0,20218,Shingo Katayama,3
2001,240,0,1633,Tom Kite,3
2001,240,0,20634,Peter Lonard,3
2001,240,0,1717,Sandy Lyle,3
2001,240,0,1891,David Ogrin,3
2001,240,0,20474,Phillip Price,3
2001,240,0,25190,Jeff Quinney,3
2001,240,0,24502,Adam Scott,3
2001,240,0,2135,Mike Standly,3
2001,240,0,25450,Ty Tryon,3
2001,240,0,7753,Kevin Wentworth,3
2001,240,0,20396,Lee Westwood,3
2001,240,0,2300,Ian Woosnam,3
2001,264,0,20771,Steven Alker,2
2001,264,0,6197,Michael Allen,2
2001,264,0,1039,Perry Arthur,2
2001,264,0,12661,Todd Barranger,2
2001,264,0,6214,Guy Boros,2
2001,264,0,1143,Brad Bryant,2
2001,264,0,21180,Tony Carolan,2
2001,264,0,25364,Paul Casey,2
2001,264,0,23135,Tim Clark,2
2001,264,0,19822,Bobby Cochran,2
2001,264,0,19905,Andrew Coltart,2
2001,264,0,8083,Michael Combs,2
2001,264,0,22621,Ben Curtis,2
2001,264,0,23409,James Driscoll,2
2001,264,0,22873,Todd Fanning,2
2001,264,0,1331,Rick Fehr,2
2001,264,0,1334,Keith Fergus,2
2001,264,0,1408,Kelly Gibson,2
2001,264,0,1510,Nolan Henke,2
2001,264,0,24956,Mikko Ilonen,2
2001,264,0,24739,Katsumune Imai,2
2001,264,0,20832,Raphael Jacquelin,2
2001,264,0,1668,Jeffrey Lankford,2
2001,264,0,19904,Paul Lawrie,2
2001,264,0,1682,Wayne Levi,2
2001,264,0,1690,Bruce Lietzke,2
2001,264,0,1701,Bob Lohr,2
2001,264,0,1755,Dick Mast,2
2001,264,0,1783,Mark McCumber,2
2001,264,0,19983,Andy Oldcorn,2
2001,264,0,20691,Greg Owen,2
2001,264,0,24138,Ian Poulter,2
2001,264,0,23389,John Restino,2
2001,264,0,2007,Larry Rinker,2
2001,264,0,2049,Gene Sauers,2
2001,264,0,2131,Mike Springer,2
2001,264,0,20548,Hidemichi Tanaka,2
2001,264,0,25632,Jimmy Walker,2
2001,264,0,21878,Mark Wilson,2
2001,264,0,20271,Chris Zambri,2
2001,264,0,2322,Richard Zokol,2
2001,305,0,23355,Alexandre Balicki,1
2001,305,0,1060,Dave Barr,1
2001,305,0,1072,Chip Beck,1
2001,305,0,7649,Don Bell,1
2001,305,0,22290,Rob Bradley,1
2001,305,0,24925,Jonathan Byrd,1
2001,305,0,25939,Nick Cassini,1
2001,305,0,25791,Michael Christensen,1
2001,305,0,24494,Erik Compton,1
2001,305,0,10195,Tim Conley,1
2001,305,0,23673,Michael Connell,1
2001,305,0,25779,Matthew Cort,1
2001,305,0,10703,Jeffrey Cranford,1
2001,305,0,1235,Ben Crenshaw,1
2001,305,0,10041,Wayne DeFrancesco,1
2001,305,0,1261,Jay Delsing,1
2001,305,0,12740,Paul Devenport,1
2001,305,0,23225,Paul Earnest,1
2001,305,0,6625,Chris Endres,1
2001,305,0,25935,John Engler Jr.,1
2001,305,0,23903,Stephen Gangluff,1
2001,305,0,25052,Derek Gillespie,1
2001,305,0,1425,Ernie Gonzalez,1
2001,305,0,22752,Greg Gregory,1
2001,305,0,20378,Mathias Grönberg,1
2001,305,0,12626,Joey Gullion,1
2001,305,0,1495,Morris Hatalsky,1
2001,305,0,21098,Scott Henderson,1
2001,305,0,12716,Charley Hoffman,1
2001,305,0,20992,Kazuhiko Hosokawa,1
2001,305,0,21350,Ryuji Imada,1
2001,305,0,1559,Hale Irwin,1
2001,305,0,20791,Mark Johnson,1
2001,305,0,23157,Richard Johnson,1
2001,305,0,21894,Bobby Kalinowski,1
2001,305,0,20382,Stephen Leaney,1
2001,305,0,10846,Steve Madsen,1
2001,305,0,20445,Casey Martin,1
2001,305,0,24989,Matt McDougall,1
2001,305,0,7235,John Morse,1
2001,305,0,1864,Larry Nelson,1
2001,305,0,24466,Gareth Paddison,1
2001,305,0,1949,Mark Pfeil,1
2001,305,0,1958,Dan Pohl,1
2001,305,0,10481,Troy Reiser,1
2001,305,0,2020,Eduardo Romero,1
2001,305,0,22405,Justin Rose,1
2001,305,0,2065,Rick Schuller,1
2001,305,0,11246,Des Smyth,1
2001,305,0,25374,David Stephens,1
2001,305,0,6581,David Sutherland,1
2001,305,0,2222,Billy Tuten,1
2001,305,0,2224,Greg Twiggs,1
2001,305,0,2230,Stan Utley,1
2001,305,0,20937,Nicolas Vanhootegem,1
2001,305,0,2241,Bobby Wadkins,1
2001,305,0,2256,Tom Watson,1
2001,305,0,6791,Mark Wurtz,1
2001,305,0,2313,Bruce Zabriski,1
2006,1,0,1381,Fred Funk,47
2006,2,0,10809,Jim Furyk,45
2006,3,0,7749,Brett Quigley,44
2006,4,0,20850,Daniel Chopra,43
2006,5,0,19846,Brian Gay,42
2006,5,0,25900,Lucas Glover,42
2006,5,0,1941,Tom Pernice Jr.,42
2006,8,0,22378,Trevor Immelman,41
2006,8,0,8075,Jerry Kelly,41
2006,10,0,7867,Woody Austin,40
2006,10,0,7457,Steve Flesch,40
2006,12,0,24781,Hunter Mahan,39
2006,12,0,6567,Vijay Singh,39
2006,14,0,21646,David Branshaw,38
2006,14,0,24357,K.J. Choi,38
2006,14,0,6621,Joe Durant,38
2006,17,0,20229,Stewart Cink,37
2006,17,0,11032,Frank Lickliter II,37
2006,17,0,23322,Brett Wetterich,37
2006,20,0,21805,Harrison Frazar,36
2006,21,0,20628,Arron Oberholser,35
2006,21,0,2104,Jeff Sluman,35
2006,23,0,1139,Olin Browne,34
2006,23,0,12716,Charley Hoffman,34
2006,23,0,21350,Ryuji Imada,34
2006,23,0,26420,Richard Johnson,34
2006,23,0,10733,Kent Jones,34
2006,23,0,23623,Bo Van Pelt,34
2006,23,0,2239,Scott Verplank,34
2006,23,0,12602,Dean Wilson,34
2006,31,0,24507,Jason Bohn,33
2006,31,0,23718,Nathan Green,33
2006,31,0,1706,Davis Love III,33
2006,31,0,1707,Steve Lowery,33
2006,31,0,28475,Jeff Overton,33
2006,31,0,23320,Ryan Palmer,33
2006,31,0,6527,Steve Stricker,33
2006,38,0,21407,Arjun Atwal,32
2006,38,0,24925,Jonathan Byrd,32
2006,38,0,12510,Chad Campbell,32
2006,38,0,23353,J.J. Henry,32
2006,38,0,21949,Joe Ogilvie,32
2006,38,0,20645,John Senden,32
2006,38,0,27770,Camilo Villegas,32
2006,38,0,27095,Nick Watney,32
2006,38,0,8793,Tiger Woods,32
2006,47,0,1320,Bob Estes,31
2006,47,0,6575,Dudley Hart,31
2006,47,0,12680,Shigeki Maruyama,31
2006,47,0,1766,Billy Mayfair,31
2006,47,0,20127,Chris Riley,31
2006,47,0,22405,Justin Rose,31
2006,47,0,22293,Heath Slocum,31
2006,54,0,1161,Mark Calcavecchia,30
2006,54,0,26360,Bubba Dickerson,30
2006,54,0,24502,Adam Scott,30
2006,57,0,10885,Robert Allenby,29
2006,57,0,20498,Briny Baird,29
2006,57,0,20472,Alex Cejka,29
2006,57,0,23983,Luke Donald,29
2006,57,0,20105,Jeff Gove,29
2006,57,0,24924,Bill Haas,29
2006,57,0,20382,Stephen Leaney,29
2006,57,0,21470,Daisuke Maruyama,29
2006,57,0,6515,Shaun Micheel,29
2006,57,0,1810,Phil Mickelson,29
2006,57,0,1928,Corey Pavin,29
2006,57,0,25345,Carl Pettersson,29
2006,57,0,2110,Jerry Smith,29
2006,57,0,2206,David Toms,29
2006,57,0,2246,Duffy Waldorf,29
2006,57,0,25804,Bubba Watson,29
2006,73,0,1042,Paul Azinger,28
2006,73,0,8123,Jeff Brehaut,28
2006,73,0,1142,Bart Bryant,28
2006,73,0,23541,Ben Crane,28
2006,73,0,21753,Brian Davis,28
2006,73,0,12645,Brent Geiberger,28
2006,73,0,20378,Mathias Grönberg,28
2006,73,0,24140,Sean O'Hair,28
2006,73,0,20691,Greg Owen,28
2006,73,0,12660,Jesper Parnevik,28
2006,73,0,21959,Ted Purdy,28
2006,73,0,23497,Tag Ridings,28
2006,73,0,23621,Rory Sabbatini,28
2006,73,0,6595,Kevin Sutherland,28
2006,87,0,6197,Michael Allen,27
2006,87,0,1024,Billy Andrade,27
2006,87,0,20098,Stuart Appleby,27
2006,87,0,23048,Eric Axley,27
2006,87,0,10505,Shane Bertsch,27
2006,87,0,22946,Henrik Bjornstad,27
2006,87,0,8835,Kris Cox,27
2006,87,0,1388,Robert Gamez,27
2006,87,0,24912,Will MacKenzie,27
2006,87,0,22913,John Rollins,27
2006,87,0,2101,Joey Sindelar,27
2006,87,0,23788,D.J. Trahan,27
2006,87,0,21878,Mark Wilson,27
2006,100,0,23135,Tim Clark,26
2006,100,0,19881,Robert Damron,26
2006,100,0,20631,David McKenzie,26
2006,100,0,20572,Rod Pampling,26
2006,100,0,23349,Charles Warren,26
2006,100,0,10423,Mike Weir,26
2006,106,0,19824,Craig Barlow,25
2006,106,0,23614,Rich Beem,25
2006,106,0,22621,Ben Curtis,25
2006,106,0,6573,Brandt Jobe,25
2006,106,0,1619,Skip Kendall,25
2006,106,0,6012,Greg Kraft,25
2006,106,0,27120,Troy Matteson,25
2006,106,0,22548,Patrick Sheehan,25
2006,106,0,23325,Vaughn Taylor,25
2006,115,0,6034,Marco Dawson,24
2006,115,0,6251,Chris DiMarco,24
2006,115,0,12782,Tim Herron,24
2006,118,0,27141,J.B. Holmes,23
2006,118,0,21961,Charles Howell III,23
2006,118,0,1599,Steve Jones,23
2006,118,0,10860,Justin Leonard,23
2006,118,0,1945,Kenny Perry,23
2006,118,0,7013,Wes Short Jr.,23
2006,124,0,1219,John Cook,22
2006,124,0,6522,Ernie Els,22
2006,124,0,20121,Todd Fischer,22
2006,124,0,20574,Mathew Goggin,22
2006,124,0,6643,Paul Goydos,22
2006,124,0,24024,Zach Johnson,22
2006,124,0,20094,Jonathan Kaye,22
2006,124,0,1948,Tim Petrovic,22
2006,132,0,6004,Stephen Ames,21
2006,132,0,24358,Robert Garrigus,21
2006,132,0,1553,John Huston,21
2006,132,0,1724,Jeff Maggert,21
2006,132,0,6350,Bob May,21
2006,137,0,12652,Cameron Beckman,20
2006,137,0,21209,Sergio Garcia,20
2006,137,0,20157,Retief Goosen,20
2006,137,0,22892,Jason Gore,20
2006,137,0,25240,D.A. Points,20
2006,137,0,8375,Paul Stankowski,20
2006,143,0,22371,Aaron Baddeley,19
2006,143,0,1329,Brad Faxon,19
2006,143,0,26596,Ryan Moore,19
2006,143,0,22046,Geoff Ogilvy,19
2006,143,0,28780,Nicholas Thompson,19
2006,143,0,2223,Bob Tway,19
2006,143,0,19913,Ron Whittaker,19
2006,150,0,1132,Mark Brooks,18
2006,150,0,19972,José Coceres,18
2006,150,0,11123,Chris Couch,18
2006,150,0,12760,Danny Ellis,18
2006,150,0,12823,Carlos Franco,18
2006,150,0,1666,Bernhard Langer,18
2006,150,0,20634,Peter Lonard,18
2006,150,0,8385,Omar Uresti,18
2006,158,0,1035,Tommy Armour III,17
2006,158,0,21731,Freddie Jacobson,17
2006,158,0,6373,José María Olazábal,17
2006,158,0,21660,Jason Schultz,17
2006,162,0,1361,Dan Forsman,16
2006,162,0,1418,Bill Glasson,16
2006,162,0,24980,Scott Gutschewski,16
2006,162,0,27943,Matt Hansen,16
2006,162,0,8537,J.P. Hayes,16
2006,162,0,1577,Lee Janzen,16
2006,162,0,22348,Nick O'Hern,16
2006,162,0,2106,Chris Smith,16
2006,162,0,11011,Mike Sposa,16
2006,162,0,2214,Kirk Triplett,16
2006,172,0,23409,James Driscoll,15
2006,172,0,9011,David Duval,15
2006,172,0,1313,Steve Elkington,15
2006,172,0,20766,Padraig Harrington,15
2006,172,0,10565,Ian Leggatt,15
2006,172,0,25842,Jon Mills,15
2006,172,0,24138,Ian Poulter,15
2006,172,0,22295,Darron Stiles,15
2006,180,0,20099,Doug Barron,14
2006,180,0,21007,Gabriel Hjertstedt,14
2006,180,0,1685,J.L. Lewis,14
2006,180,0,12755,Vance Veazey,14
2006,184,0,1677,Tom Lehman,13
2006,184,0,12662,Thomas Levet,13
2006,184,0,2002,John Riegger,13
2006,184,0,25679,B.J. Staten,13
2006,188,0,7223,Brian Bateman,12
2006,188,0,20593,Greg Chalmers,12
2006,188,0,1226,Fred Couples,12
2006,188,0,20608,David Howell,12
2006,188,0,10585,Scott McCarron,12
2006,188,0,1823,Larry Mize,12
2006,188,0,1887,Mark O'Meara,12
2006,188,0,24361,Pat Perez,12
2006,188,0,10213,Dicky Pride,12
2006,188,0,25632,Jimmy Walker,12
2006,198,0,1473,Todd Hamilton,11
2006,198,0,25572,Graeme McDowell,11
2006,198,0,1797,Rocco Mediate,11
2006,198,0,20548,Hidemichi Tanaka,11
2006,198,0,20812,Tjaart van der Walt,11
2006,198,0,10425,Jay Williamson,11
2006,204,0,25935,John Engler Jr.,10
2006,204,0,10201,Matt Gogel,10
2006,204,0,6617,Brian Henninger,10
2006,204,0,6332,Neal Lancaster,10
2006,204,0,20396,Lee Westwood,10
2006,209,0,25936,Alex Aragon,9
2006,209,0,1261,Jay Delsing,9
2006,209,0,20433,Mark Hensby,9
2006,209,0,23616,Ryan Hietala,9
2006,209,0,1723,Andrew Magee,9
2006,209,0,1761,Len Mattiace,9
2006,209,0,25396,Kevin Na,9
2006,209,0,21528,Henrik Stenson,9
2006,209,0,20436,Garrett Willis,9
2006,218,0,1157,Tom Byrum,8
2006,218,0,20848,Ángel Cabrera,8
2006,218,0,23673,Michael Connell,8
2006,218,0,1249,John Daly,8
2006,218,0,28089,Jason Day,8
2006,218,0,1475,Donnie Hammond,8
2006,218,0,1920,Craig Parry,8
2006,218,0,25818,Scott Piercy,8
2006,218,0,23307,Roger Tambellini,8
2006,227,0,20029,Notah Begay III,7
2006,227,0,8931,Glen Day,7
2006,227,0,1378,David Frost,7
2006,227,0,23725,Brendan Jones,7
2006,227,0,1968,Nick Price,7
2006,232,0,6044,Scott Gump,6
2006,232,0,7707,Mike Small,6
2006,234,0,1116,Michael Bradley,5
2006,234,0,20623,Gavin Coles,5
2006,234,0,1468,Gary Hallberg,5
2006,234,0,29718,Anthony Kim,5
2006,234,0,2010,Loren Roberts,5
2006,234,0,2245,Grant Waite,5
2006,240,0,10944,Thomas Bjørn,4
2006,240,0,6809,Bob Burns,4
2006,240,0,25364,Paul Casey,4
2006,240,0,19825,Darren Clarke,4
2006,240,0,1457,Jay Haas,4
2006,240,0,19970,Robert Karlsson,4
2006,240,0,23552,Hank Kuehne,4
2006,240,0,1771,Blaine McCallister,4
2006,240,0,26679,Kevin Stadler,4
2006,240,0,12663,Phil Tataurangi,4
2006,250,0,23540,Jason Allred,3
2006,250,0,20400,Michael Campbell,3
2006,250,0,24512,Simon Dyson,3
2006,250,0,1306,David Edwards,3
2006,250,0,1307,Joel Edwards,3
2006,250,0,23903,Stephen Gangluff,3
2006,250,0,23338,David Gossett,3
2006,250,0,26758,David Hearn,3
2006,250,0,29222,Billy Hurley III,3
2006,250,0,19958,Miguel Angel Jiménez,3
2006,250,0,25034,James McLean,3
2006,250,0,8635,Colin Montgomerie,3
2006,250,0,20443,Jin Park,3
2006,250,0,26331,Charl Schwartzel,3
2006,250,0,20429,Boyd Summerhays,3
2006,250,0,6078,Esteban Toledo,3
2006,250,0,22540,Anthony Wall,3
2006,250,0,2294,Willie Wood,3
2006,268,0,24846,Ricky Barnes,2
2006,268,0,25274,Steven Bowditch,2
2006,268,0,29741,Victor Ciesielski,2
2006,268,0,24610,Stuart Deane,2
2006,268,0,29285,Brent Delahoussaye,2
2006,268,0,20104,Ken Duke,2
2006,268,0,28307,Matt Every,2
2006,268,0,25191,Gonzalo Fernandez-Castaño,2
2006,268,0,1385,Jim Gallagher Jr.,2
2006,268,0,25732,S.K. Ho,2
2006,268,0,24956,Mikko Ilonen,2
2006,268,0,1569,Peter Jacobsen,2
2006,268,0,24511,Thongchai Jaidee,2
2006,268,0,23108,Matt Kuchar,2
2006,268,0,27466,Spencer Levin,2
2006,268,0,29461,Jamie Lovemark,2
2006,268,0,24449,Parker McLachlin,2
2006,268,0,8339,Spike McRoy,2
2006,268,0,23821,Yusaku Miyazato,2
2006,268,0,28621,Madalitso Muthiya,2
2006,268,0,26329,Louis Oosthuizen,2
2006,268,0,23097,Scott Parel,2
2006,268,0,10912,Craig Perks,2
2006,268,0,22117,Jyoti Randhawa,2
2006,268,0,26539,Robert Rock,2
2006,268,0,23386,David Roesch,2
2006,268,0,27399,Richard Scott,2
2006,268,0,21951,Joey Snyder III,2
2006,268,0,2133,Craig Stadler,2
2006,268,0,21498,Hideto Tanihara,2
2006,268,0,22951,Azuma Yano,2
2006,268,0,22363,Don Yrene,2
2006,300,0,23613,Rich Barcelo,1
2006,300,0,1072,Chip Beck,1
2006,300,0,7003,David Berganio Jr.,1
2006,300,0,20369,John Bickerton,1
2006,300,0,6214,Guy Boros,1
2006,300,0,8191,Paul Broadhurst,1
2006,300,0,25273,Andrew Buckle,1
2006,300,0,23656,Jason Caron,1
2006,300,0,1175,Jim Carter,1
2006,300,0,12388,Michael Clark II,1
2006,300,0,1203,Russ Cochran,1
2006,300,0,1235,Ben Crenshaw,1
2006,300,0,11127,Stephen Dodd,1
2006,300,0,27088,Johan Edfors,1
2006,300,0,27447,John Ellis,1
2006,300,0,1326,Nick Faldo,1
2006,300,0,20585,Niclas Fasth,1
2006,300,0,28500,Martin Flores,1
2006,300,0,24083,Marcus Fraser,1
2006,300,0,20939,Keiichiro Fukabori,1
2006,300,0,1408,Kelly Gibson,1
2006,300,0,29720,Andres Gonzales,1
2006,300,0,20569,Richard Green,1
2006,300,0,21850,Darren Griff,1
2006,300,0,27554,Scott Harrington,1
2006,300,0,8337,Mike Heinen,1
2006,300,0,23063,Scott Hend,1
2006,300,0,23580,Tetsuji Hiratsuka,1
2006,300,0,1549,Mike Hulbert,1
2006,300,0,20218,Shingo Katayama,1
2006,300,0,24957,Simon Khan,1
2006,300,0,22624,Joel Kribel,1
2006,300,0,28775,Nate Lashley,1
2006,300,0,26770,James Lepp,1
2006,300,0,27122,Curtis Malm,1
2006,300,0,8079,Gary March,1
2006,300,0,24191,Andrew Marshall,1
2006,300,0,12461,Paul McGinley,1
2006,300,0,6090,Jim McGovern,1
2006,300,0,27413,Scott Miller,1
2006,300,0,26950,John Morgan,1
2006,300,0,27942,Rob Oppenheim,1
2006,300,0,24878,Chris Parra,1
2006,300,0,1938,David Peoples,1
2006,300,0,25863,Rod Perry,1
2006,300,0,23712,Mark Pilkington,1
2006,300,0,25562,Andres Romero,1
2006,300,0,23797,Brett Rumford,1
2006,300,0,2033,Dave Rummells,1
2006,300,0,10649,Tom Scherrer,1
2006,300,0,8215,Steve Schneiter,1
2006,300,0,26882,Michael Sim,1
2006,300,0,20686,Jeev Milkha Singh,1
2006,300,0,6132,Sonny Skinner,1
2006,300,0,25321,Lee Slattery,1
2006,300,0,8845,Scott Sterling,1
2006,300,0,12454,Mario Tiziani,1
2006,300,0,2218,Ted Tryba,1
2006,300,0,27415,Jeremy Tucker,1
2006,300,0,20025,Ben Walter,1
2006,300,0,27424,Michelle Wie,1
2006,300,0,22110,Thaworn Wiratchant,1
2006,300,0,26497,Casey Wittenberg,1
2006,300,0,27730,Eli Zackheim,1
2007,1,0,22293,Heath Slocum,43
2007,2,0,1948,Tim Petrovic,42
2007,2,0,6567,Vijay Singh,42
2007,4,0,23623,Bo Van Pelt,41
2007,5,0,20498,Briny Baird,40
2007,5,0,24140,Sean O'Hair,40
2007,5,0,27649,Brandt Snedeker,40
2007,5,0,6527,Steve Stricker,40
2007,9,0,12705,Cliff Kresge,37
2007,9,0,28158,Steve Marino,37
2007,9,0,1766,Billy Mayfair,37
2007,9,0,21949,Joe Ogilvie,37
2007,9,0,25345,Carl Pettersson,37
2007,9,0,23349,Charles Warren,37
2007,15,0,25900,Lucas Glover,36
2007,15,0,22913,John Rollins,36
2007,17,0,12652,Cameron Beckman,35
2007,17,0,8075,Jerry Kelly,35
2007,17,0,12660,Jesper Parnevik,35
2007,17,0,24361,Pat Perez,35
2007,21,0,10809,Jim Furyk,34
2007,21,0,26289,Boo Weekley,34
2007,23,0,10885,Robert Allenby,33
2007,23,0,7867,Woody Austin,33
2007,23,0,24357,K.J. Choi,33
2007,23,0,20850,Daniel Chopra,33
2007,23,0,21753,Brian Davis,33
2007,23,0,19846,Brian Gay,33
2007,23,0,12716,Charley Hoffman,33
2007,23,0,21350,Ryuji Imada,33
2007,23,0,29718,Anthony Kim,33
2007,23,0,24781,Hunter Mahan,33
2007,23,0,23621,Rory Sabbatini,33
2007,23,0,8793,Tiger Woods,33
2007,35,0,19803,Ryan Armour,32
2007,35,0,20472,Alex Cejka,32
2007,35,0,20104,Ken Duke,32
2007,35,0,20574,Mathew Goggin,32
2007,35,0,23718,Nathan Green,32
2007,35,0,24924,Bill Haas,32
2007,35,0,7547,Craig Kanada,32
2007,35,0,23108,Matt Kuchar,32
2007,35,0,21959,Ted Purdy,32
2007,44,0,24358,Robert Garrigus,31
2007,44,0,20105,Jeff Gove,31
2007,44,0,22806,Doug LaBelle II,31
2007,44,0,24912,Will MacKenzie,31
2007,44,0,2223,Bob Tway,31
2007,44,0,27770,Camilo Villegas,31
2007,44,0,20160,Charlie Wi,31
2007,51,0,23048,Eric Axley,30
2007,51,0,1142,Bart Bryant,30
2007,51,0,20229,Stewart Cink,30
2007,51,0,12782,Tim Herron,30
2007,51,0,27060,John Mallinger,30
2007,51,0,1810,Phil Mickelson,30
2007,51,0,20628,Arron Oberholser,30
2007,51,0,20572,Rod Pampling,30
2007,51,0,2239,Scott Verplank,30
2007,51,0,12602,Dean Wilson,30
2007,61,0,24925,Jonathan Byrd,29
2007,61,0,7457,Steve Flesch,29
2007,61,0,10117,Bob Heintz,29
2007,61,0,10860,Justin Leonard,29
2007,61,0,11032,Frank Lickliter II,29
2007,61,0,20634,Peter Lonard,29
2007,61,0,24490,George McNeill,29
2007,61,0,25396,Kevin Na,29
2007,61,0,25190,Jeff Quinney,29
2007,61,0,23325,Vaughn Taylor,29
2007,71,0,1161,Mark Calcavecchia,28
2007,71,0,23135,Tim Clark,28
2007,71,0,20623,Gavin Coles,28
2007,71,0,1313,Steve Elkington,28
2007,71,0,21961,Charles Howell III,28
2007,71,0,20382,Stephen Leaney,28
2007,71,0,27120,Troy Matteson,28
2007,71,0,27933,John Merrick,28
2007,71,0,1945,Kenny Perry,28
2007,71,0,6595,Kevin Sutherland,28
2007,71,0,26951,Johnson Wagner,28
2007,71,0,27095,Nick Watney,28
2007,71,0,25804,Bubba Watson,28
2007,84,0,6004,Stephen Ames,27
2007,84,0,1035,Tommy Armour III,27
2007,84,0,20378,Mathias Grönberg,27
2007,84,0,8537,J.P. Hayes,27
2007,84,0,26596,Ryan Moore,27
2007,84,0,22046,Geoff Ogilvy,27
2007,84,0,1941,Tom Pernice Jr.,27
2007,84,0,20645,John Senden,27
2007,92,0,23614,Rich Beem,26
2007,92,0,21731,Freddie Jacobson,26
2007,92,0,10423,Mike Weir,26
2007,95,0,7363,Craig Bowden,25
2007,95,0,25686,Jason Dufner,25
2007,95,0,1320,Bob Estes,25
2007,95,0,21805,Harrison Frazar,25
2007,95,0,10733,Kent Jones,25
2007,95,0,22405,Justin Rose,25
2007,95,0,24502,Adam Scott,25
2007,95,0,26679,Kevin Stadler,25
2007,95,0,21878,Mark Wilson,25
2007,104,0,1024,Billy Andrade,24
2007,104,0,22371,Aaron Baddeley,24
2007,104,0,6034,Marco Dawson,24
2007,104,0,6522,Ernie Els,24
2007,104,0,1388,Robert Gamez,24
2007,104,0,23353,J.J. Henry,24
2007,104,0,26881,Jarrod Lyle,24
2007,104,0,1724,Jeff Maggert,24
2007,104,0,2206,David Toms,24
2007,104,0,23322,Brett Wetterich,24
2007,114,0,6197,Michael Allen,23
2007,114,0,12510,Chad Campbell,23
2007,114,0,8931,Glen Day,23
2007,114,0,6621,Joe Durant,23
2007,114,0,21209,Sergio Garcia,23
2007,114,0,22892,Jason Gore,23
2007,114,0,20433,Mark Hensby,23
2007,114,0,1707,Steve Lowery,23
2007,114,0,21470,Daisuke Maruyama,23
2007,114,0,12680,Shigeki Maruyama,23
2007,114,0,6515,Shaun Micheel,23
2007,114,0,27963,Chris Stroud,23
2007,114,0,23788,D.J. Trahan,23
2007,127,0,21633,Steve Allan,22
2007,127,0,22212,Craig Lile,22
2007,127,0,28475,Jeff Overton,22
2007,127,0,23320,Ryan Palmer,22
2007,127,0,28486,Michael Putnam,22
2007,127,0,2101,Joey Sindelar,22
2007,133,0,23638,Brendon de Jonge,21
2007,133,0,1381,Fred Funk,21
2007,133,0,27141,J.B. Holmes,21
2007,133,0,8881,Tripp Isenhour,21
2007,133,0,24024,Zach Johnson,21
2007,133,0,24449,Parker McLachlin,21
2007,139,0,20766,Padraig Harrington,19
2007,139,0,12195,Tom Johnson,19
2007,139,0,1797,Rocco Mediate,19
2007,139,0,1928,Corey Pavin,19
2007,139,0,10213,Dicky Pride,19
2007,139,0,26882,Michael Sim,19
2007,145,0,24507,Jason Bohn,18
2007,145,0,24290,D.J. Brigman,18
2007,145,0,25273,Andrew Buckle,18
2007,145,0,22621,Ben Curtis,18
2007,145,0,23983,Luke Donald,18
2007,145,0,21806,Paul Gow,18
2007,145,0,22378,Trevor Immelman,18
2007,145,0,1666,Bernhard Langer,18
2007,145,0,1677,Tom Lehman,18
2007,145,0,20127,Chris Riley,18
2007,145,0,2214,Kirk Triplett,18
2007,145,0,10425,Jay Williamson,18
2007,157,0,20098,Stuart Appleby,17
2007,157,0,23613,Rich Barcelo,17
2007,157,0,6643,Paul Goydos,17
2007,157,0,26420,Richard Johnson,17
2007,157,0,1706,Davis Love III,17
2007,157,0,20691,Greg Owen,17
2007,157,0,8375,Paul Stankowski,17
2007,157,0,12714,Chris Tidland,17
