YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE
2013,1,0,24781,Hunter Mahan,187
2013,2,0,20098,Stuart Appleby,163
2013,3,0,6522,Ernie Els,154
2013,4,0,23983,Luke Donald,151
2013,5,0,27214,Kevin Streelman,121
2013,6,0,33141,Keegan Bradley,112
2013,7,0,29221,Webb Simpson,109
2013,8,0,35139,Richard Lee,108
2013,9,0,10213,Dicky Pride,102
2013,10,0,31202,William McGirt,101
2013,11,0,23325,Vaughn Taylor,88
2013,12,0,27649,Brandt Snedeker,86
2013,13,0,33419,Cameron Tringale,84
2013,14,0,23621,Rory Sabbatini,79
2013,15,0,10860,Justin Leonard,75
2013,16,0,22371,Aaron Baddeley,74
2013,17,0,21099,David Lynn,71
2013,17,0,25562,Andres Romero,71
2013,19,0,10809,Jim Furyk,68
2013,20,0,34098,Russell Henley,63
2013,20,0,8793,Tiger Woods,63
2013,22,0,24357,K.J. Choi,62
2013,23,0,26300,Matt Jones,59
2013,24,0,34046,Jordan Spieth,58
2013,25,0,21731,Freddie Jacobson,56
2013,26,0,24663,Y.E. Yang,53
2013,27,0,21209,Sergio Garcia,51
2013,28,0,23353,J.J. Henry,49
2013,28,0,28237,Rory McIlroy,49
2013,28,0,26596,Ryan Moore,49
2013,28,0,23320,Ryan Palmer,49
2013,32,0,32366,Kevin Chappell,48
2013,33,0,27644,Brian Harman,47
2013,34,0,26679,Kevin Stadler,46
2013,35,0,27770,Camilo Villegas,45
2013,36,0,25686,Jason Dufner,44
2013,36,0,27936,Martin Laird,44
2013,38,0,26951,Johnson Wagner,42
2013,39,0,25632,Jimmy Walker,41
2013,40,0,27895,Jonas Blixt,40
2013,40,0,22621,Ben Curtis,40
2013,42,0,32200,Roberto Castro,39
2013,42,0,34099,Harris English,39
2013,44,0,20104,Ken Duke,37
2013,44,0,22913,John Rollins,37
2013,46,0,26331,Charl Schwartzel,36
2013,46,0,23623,Bo Van Pelt,36
2013,48,0,6527,Steve Stricker,35
2013,49,0,22056,Cameron Percy,33
2013,50,0,20848,Ángel Cabrera,32
2013,51,0,31323,Gary Woodland,31
2013,52,0,37273,Derek Ernst,30
2013,52,0,29420,Billy Horschel,30
2013,52,0,27330,Josh Teater,30
2013,55,0,32698,Bobby Gates,29
2013,55,0,1810,Phil Mickelson,29
2013,57,0,6573,Brandt Jobe,28
2013,57,0,28475,Jeff Overton,28
2013,59,0,25444,Justin Hicks,27
2013,60,0,30711,Colt Knost,26
2013,60,0,20572,Rod Pampling,26
2013,62,0,27408,Martin Kaymer,25
2013,62,0,22806,Doug LaBelle II,25
2013,62,0,20443,Jin Park,25
2013,62,0,26476,Chez Reavie,25
2013,62,0,2206,David Toms,25
2013,62,0,10423,Mike Weir,25
2013,68,0,34431,Robert Streb,24
2013,68,0,32150,Michael Thompson,24
2013,70,0,23108,Matt Kuchar,23
2013,70,0,23800,Bryce Molder,23
2013,72,0,28089,Jason Day,22
2013,72,0,20766,Padraig Harrington,22
2013,72,0,34261,Scott Langley,22
2013,72,0,24490,George McNeill,22
2013,76,0,23409,James Driscoll,21
2013,76,0,29740,Brad Fritsch,21
2013,76,0,22792,Peter Hanson,21
2013,76,0,30163,Henrik Norlander,21
2013,80,0,21753,Brian Davis,20
2013,80,0,23638,Brendon de Jonge,20
2013,80,0,28092,D.H. Lee,20
2013,80,0,20691,Greg Owen,20
2013,84,0,20593,Greg Chalmers,19
2013,85,0,28259,Sangmoon Bae,18
2013,85,0,21961,Charles Howell III,18
2013,85,0,21528,Henrik Stenson,18
2013,88,0,1320,Bob Estes,17
2013,89,0,22046,Geoff Ogilvy,16
2013,89,0,25818,Scott Piercy,16
2013,89,0,25240,D.A. Points,16
2013,89,0,29518,Brendan Steele,16
2013,93,0,28679,Fabián Gómez,15
2013,93,0,26758,David Hearn,15
2013,93,0,24024,Zach Johnson,15
2013,93,0,22295,Darron Stiles,15
2013,93,0,28780,Nicholas Thompson,15
2013,98,0,19846,Brian Gay,14
2013,98,0,33461,Morgan Hoffmann,14
2013,98,0,28135,Aaron Watkins,14
2013,101,0,24846,Ricky Barnes,13
2013,101,0,28455,Will Claxton,13
2013,101,0,24358,Robert Garrigus,13
2013,101,0,12782,Tim Herron,13
2013,101,0,19970,Robert Karlsson,13
2013,101,0,26851,Marc Leishman,13
2013,107,0,12510,Chad Campbell,12
2013,107,0,24924,Bill Haas,12
2013,109,0,10885,Robert Allenby,11
2013,109,0,24507,Jason Bohn,11
2013,109,0,24494,Erik Compton,11
2013,109,0,30944,Jason Kokrak,11
2013,109,0,24138,Ian Poulter,11
2013,109,0,33418,Shawn Stefani,11
2013,115,0,29479,Scott Brown,10
2013,115,0,27095,Nick Watney,10
2013,115,0,26497,Casey Wittenberg,10
2013,118,0,30750,Tommy Gainey,9
2013,118,0,8075,Jerry Kelly,9
2013,118,0,31560,Brian Stuard,9
2013,121,0,34360,Patrick Reed,8
2013,121,0,20396,Lee Westwood,8
2013,123,0,27436,Graham DeLaet,7
2013,123,0,28307,Matt Every,7
2013,123,0,35539,Luke Guthrie,7
2013,123,0,32448,James Hahn,7
2013,123,0,31557,Jim Herman,7
2013,123,0,22961,David Mathis,7
2013,123,0,27556,Ted Potter Jr.,7
2013,123,0,20645,John Senden,7
2013,123,0,23788,D.J. Trahan,7
2013,123,0,26289,Boo Weekley,7
2013,133,0,25274,Steven Bowditch,6
2013,133,0,24399,Scott Gardiner,6
2013,133,0,36884,Ben Kohles,6
2013,133,0,27120,Troy Matteson,6
2013,133,0,24140,Sean O'Hair,6
2013,133,0,25834,Daniel Summerhays,6
2013,133,0,25804,Bubba Watson,6
2013,133,0,21878,Mark Wilson,6
2013,141,0,1116,Michael Bradley,5
2013,141,0,20229,Stewart Cink,5
2013,141,0,34409,David Lingmerth,5
2013,141,0,33869,Eric Meierdierks,5
2013,141,0,29425,Andrew Svoboda,5
2013,146,0,6004,Stephen Ames,4
2013,146,0,24227,Justin Bolli,4
2013,146,0,23452,Nicolas Colsaerts,4
2013,146,0,8725,Tom Gillis,4
2013,146,0,12716,Charley Hoffman,4
2013,146,0,30926,Chris Kirk,4
2013,146,0,25572,Graeme McDowell,4
2013,146,0,27933,John Merrick,4
2013,146,0,6567,Vijay Singh,4
2013,146,0,30110,Kyle Stanley,4
2013,156,0,23135,Tim Clark,3
2013,156,0,34174,John Huh,3
2013,156,0,22405,Justin Rose,3
2013,156,0,28310,Lee Williams,3
2013,160,0,32334,Charlie Beljan,2
2013,160,0,23541,Ben Crane,2
2013,160,0,25900,Lucas Glover,2
2013,160,0,29289,S.Y. Noh,2
2013,160,0,23497,Tag Ridings,2
2013,160,0,27963,Chris Stroud,2
2013,166,0,34021,Bud Cauley,1
2013,166,0,28500,Martin Flores,1
2013,166,0,30852,Ryo Ishikawa,1
2013,166,0,30925,Dustin Johnson,1
2013,166,0,24361,Pat Perez,1
2013,166,0,25345,Carl Pettersson,1
2013,166,0,24502,Adam Scott,1
2013,166,0,20160,Charlie Wi,1
2014,1,0,25572,Graeme McDowell,303
2014,2,0,29420,Billy Horschel,175
2014,3,0,25364,Paul Casey,169
2014,4,0,27330,Josh Teater,141
2014,5,0,24024,Zach Johnson,137
2014,6,0,23135,Tim Clark,132
2014,7,0,33461,Morgan Hoffmann,127
2014,8,0,20593,Greg Chalmers,126
2014,9,0,31323,Gary Woodland,114
2014,10,0,1810,Phil Mickelson,105
2014,11,0,33122,Russell Knox,100
2014,12,0,20645,John Senden,99
2014,13,0,27895,Jonas Blixt,97
2014,14,0,7867,Woody Austin,94
2014,14,0,10860,Justin Leonard,94
2014,14,0,32640,Troy Merritt,94
2014,17,0,24663,Y.E. Yang,92
2014,18,0,30925,Dustin Johnson,90
2014,19,0,8075,Jerry Kelly,87
2014,20,0,31202,William McGirt,82
2014,21,0,31560,Brian Stuard,78
2014,22,0,32366,Kevin Chappell,77
2014,23,0,28089,Jason Day,70
2014,23,0,29221,Webb Simpson,70
2014,23,0,32150,Michael Thompson,70
2014,26,0,22621,Ben Curtis,69
2014,27,0,32448,James Hahn,67
2014,27,0,10423,Mike Weir,67
2014,29,0,25349,Tim Wilkinson,63
2014,30,0,24781,Hunter Mahan,61
2014,31,0,21878,Mark Wilson,58
2014,32,0,29478,Kevin Kisner,57
2014,33,0,29926,Danny Lee,56
2014,33,0,33413,Ben Martin,56
2014,35,0,24924,Bill Haas,54
2014,36,0,22378,Trevor Immelman,52
2014,37,0,26758,David Hearn,50
2014,37,0,27770,Camilo Villegas,50
2014,39,0,33419,Cameron Tringale,49
2014,40,0,37273,Derek Ernst,47
2014,41,0,24490,George McNeill,46
2014,42,0,23541,Ben Crane,44
2014,42,0,27064,Jhonattan Vegas,44
2014,44,0,30926,Chris Kirk,43
2014,44,0,27936,Martin Laird,43
2014,46,0,26300,Matt Jones,41
2014,47,0,34563,Chesson Hadley,40
2014,47,0,33418,Shawn Stefani,40
2014,49,0,21731,Freddie Jacobson,39
2014,49,0,30944,Jason Kokrak,39
2014,51,0,23108,Matt Kuchar,37
2014,52,0,32334,Charlie Beljan,35
2014,52,0,22405,Justin Rose,35
2014,54,0,29222,Billy Hurley III,34
2014,54,0,30927,Brendon Todd,34
2014,56,0,28259,Sangmoon Bae,33
2014,57,0,33141,Keegan Bradley,32
2014,58,0,20229,Stewart Cink,31
2014,58,0,23409,James Driscoll,31
2014,58,0,25240,D.A. Points,31
2014,61,0,23983,Luke Donald,30
2014,61,0,21209,Sergio Garcia,30
2014,61,0,29518,Brendan Steele,30
2014,64,0,30692,Scott Stallings,29
2014,65,0,34098,Russell Henley,28
2014,65,0,23320,Ryan Palmer,28
2014,67,0,23800,Bryce Molder,27
2014,67,0,25632,Jimmy Walker,27
2014,67,0,20396,Lee Westwood,27
2014,70,0,22371,Aaron Baddeley,26
2014,70,0,6522,Ernie Els,26
2014,70,0,28486,Michael Putnam,26
2014,70,0,34046,Jordan Spieth,26
2014,74,0,20157,Retief Goosen,25
2014,75,0,23353,J.J. Henry,24
2014,75,0,29461,Jamie Lovemark,24
2014,77,0,34099,Harris English,23
2014,77,0,27644,Brian Harman,23
2014,77,0,27408,Martin Kaymer,23
2014,80,0,23638,Brendon de Jonge,22
2014,80,0,27933,John Merrick,22
2014,80,0,34360,Patrick Reed,22
2014,80,0,20160,Charlie Wi,22
2014,84,0,20098,Stuart Appleby,21
2014,84,0,30750,Tommy Gainey,21
2014,84,0,1706,Davis Love III,21
2014,84,0,24138,Ian Poulter,21
2014,84,0,27095,Nick Watney,21
2014,89,0,31557,Jim Herman,20
2014,89,0,27466,Spencer Levin,20
2014,89,0,23623,Bo Van Pelt,20
2014,92,0,27436,Graham DeLaet,19
2014,92,0,35539,Luke Guthrie,19
2014,92,0,27963,Chris Stroud,19
2014,92,0,25834,Daniel Summerhays,19
2014,96,0,28307,Matt Every,18
2014,96,0,21961,Charles Howell III,18
2014,96,0,24912,Will MacKenzie,18
2014,99,0,21753,Brian Davis,17
2014,99,0,34409,David Lingmerth,17
2014,99,0,24140,Sean O'Hair,17
2014,99,0,6567,Vijay Singh,17
2014,103,0,24494,Erik Compton,16
2014,103,0,26956,Bronson La'Cassie,16
2014,103,0,23621,Rory Sabbatini,16
2014,103,0,29425,Andrew Svoboda,16
2014,107,0,25274,Steven Bowditch,15
2014,107,0,24357,K.J. Choi,15
2014,107,0,28500,Martin Flores,15
2014,110,0,24925,Jonathan Byrd,14
2014,111,0,25444,Justin Hicks,13
2014,111,0,25562,Andres Romero,13
2014,111,0,26679,Kevin Stadler,13
2014,114,0,24846,Ricky Barnes,12
2014,114,0,27141,J.B. Holmes,12
2014,114,0,34174,John Huh,12
2014,114,0,32839,Hideki Matsuyama,12
2014,118,0,29479,Scott Brown,11
2014,118,0,35139,Richard Lee,11
2014,118,0,27214,Kevin Streelman,11
2014,121,0,24507,Jason Bohn,10
2014,121,0,34021,Bud Cauley,10
2014,121,0,26596,Ryan Moore,10
2014,121,0,2206,David Toms,10
2014,125,0,12716,Charley Hoffman,9
2014,125,0,27120,Troy Matteson,9
2014,127,0,36689,Brooks Koepka,8
2014,127,0,28092,D.H. Lee,8
2014,127,0,28237,Rory McIlroy,8
2014,127,0,21528,Henrik Stenson,8
2014,131,0,10885,Robert Allenby,7
2014,131,0,29535,Brice Garnett,7
2014,131,0,22046,Geoff Ogilvy,7
2014,131,0,35732,Wes Roach,7
2014,131,0,28132,Tyrone Van Aswegen,7
2014,131,0,26951,Johnson Wagner,7
2014,131,0,34265,Will Wilcox,7
2014,138,0,22913,John Rollins,6
2014,139,0,25720,Chad Collins,5
2014,139,0,20104,Ken Duke,5
2014,139,0,32102,Rickie Fowler,5
2014,139,0,25900,Lucas Glover,5
2014,139,0,34431,Robert Streb,5
2014,139,0,28780,Nicholas Thompson,5
2014,145,0,34261,Scott Langley,4
2014,145,0,26851,Marc Leishman,4
2014,145,0,25396,Kevin Na,4
2014,145,0,25345,Carl Pettersson,4
2014,145,0,26331,Charl Schwartzel,4
2014,150,0,20848,Ángel Cabrera,3
2014,150,0,25191,Gonzalo Fernandez-Castaño,3
2014,150,0,29740,Brad Fritsch,3
2014,150,0,19846,Brian Gay,3
2014,150,0,30852,Ryo Ishikawa,3
2014,150,0,26329,Louis Oosthuizen,3
2014,156,0,25686,Jason Dufner,2
2014,156,0,35300,Andrew Loupe,2
2014,156,0,28475,Jeff Overton,2
2014,156,0,31193,Jim Renner,2
2014,160,0,20498,Briny Baird,1
2014,160,0,12510,Chad Campbell,1
2014,160,0,32200,Roberto Castro,1
2014,160,0,24361,Pat Perez,1
2014,160,0,35541,John Peterson,1
2014,160,0,24502,Adam Scott,1
2014,160,0,27649,Brandt Snedeker,1
2014,160,0,25804,Bubba Watson,1
2014,160,0,26289,Boo Weekley,1
2022,1,0,24502,Adam Scott,221
2022,2,0,47995,Davis Riley,187
2022,3,0,29484,Peter Uihlein,148
2022,4,0,47128,Richy Werenski,147
2022,5,0,32448,James Hahn,137
2022,6,0,33597,Harry Higgs,134
2022,7,0,51634,Sahith Theegala,131
2022,8,0,32070,Rafael Campos,130
2022,9,0,30978,Kiradech Aphibarnrat,126
2022,10,0,48887,Matt Wallace,118
2022,11,0,35461,Beau Hossler,112
2022,12,0,40026,Daniel Berger,111
2022,12,0,49771,J.T. Poston,111
2022,14,0,58605,Quade Cummins,108
2022,15,0,49964,Aaron Wise,103
2022,16,0,35506,Mackenzie Hughes,96
2022,17,0,21350,Ryuji Imada,95
2022,18,0,36326,David Lipsky,94
2022,19,0,29725,Tony Finau,93
2022,20,0,61143,Austin Greaser,92
2022,21,0,46340,Alex Smalley,91
2022,22,0,34046,Jordan Spieth,90
2022,23,0,39971,Sungjae Im,89
2022,24,0,40115,Adam Svensson,87
2022,25,0,34431,Robert Streb,86
2022,26,0,35532,Tom Hoge,85
2022,26,0,33448,Justin Thomas,85
2022,28,0,48081,Xander Schauffele,82
2022,29,0,32816,Satoshi Kodaira,79
2022,29,0,45486,Joaquin Niemann,79
2022,31,0,35110,Brett Drewitt,78
2022,32,0,47504,Sam Burns,76
2022,32,0,28237,Rory McIlroy,76
2022,32,0,46970,Jon Rahm,76
2022,32,0,32150,Michael Thompson,76
2022,32,0,27770,Camilo Villegas,76
2022,37,0,33948,Byeong Hun An,72
2022,37,0,48098,Sebastian Garcia Rodriguez,72
2022,37,0,35539,Luke Guthrie,72
2022,37,0,54781,Grant Hirschman,72
2022,37,0,52091,Blake Kennedy,72
2022,37,0,22986,Søren Kjeldsen,72
2022,37,0,55509,Hurly Long,72
2022,37,0,29275,Naoto Nakanishi,72
2022,37,0,63307,Nathan Petronzio,72
2022,37,0,33196,Carlos Pigem,72
2022,37,0,37410,Hiram Silfa,72
2022,37,0,50493,Justin Suh,72
2022,49,0,32333,Kevin Tway,71
2022,50,0,33122,Russell Knox,69
2022,51,0,47347,Adam Schenk,68
2022,52,0,35557,Aaron Cockerill,67
2022,53,0,57944,Andy Ogletree,66
2022,53,0,10381,Curtis Thompson,66
2022,55,0,30110,Kyle Stanley,65
2022,56,0,32627,Espen Kofstad,64
2022,56,0,51441,KK Limbhasut,64
2022,58,0,29268,Bronson Burgoon,63
2022,58,0,32757,Patton Kizzire,63
2022,58,0,47993,Denny McCarthy,63
2022,61,0,25562,Andres Romero,62
2022,61,0,63123,Travis Vick,62
2022,63,0,48933,Ryuichi Oiwa,61
2022,63,0,27095,Nick Watney,61
2022,65,0,23048,Eric Axley,60
2022,65,0,30926,Chris Kirk,60
2022,65,0,30927,Brendon Todd,60
2022,68,0,36837,Julien Brun,58
2022,68,0,32839,Hideki Matsuyama,58
2022,70,0,29479,Scott Brown,57
2022,71,0,51890,Greyson Sigg,56
2022,71,0,26951,Johnson Wagner,56
2022,71,0,56278,Matthew Wolff,56
2022,74,0,19846,Brian Gay,55
2022,74,0,33461,Morgan Hoffmann,55
2022,74,0,47842,Hanbyeol Kim,55
2022,77,0,23541,Ben Crane,54
2022,77,0,39480,T.J. Vogel,54
2022,77,0,33936,Gunner Wiebe,54
2022,77,0,21878,Mark Wilson,54
2022,81,0,26331,Charl Schwartzel,53
2022,82,0,39067,MJ Daffue,52
2022,82,0,54655,Patrick Flavin,52
2022,82,0,30911,Tommy Fleetwood,52
2022,82,0,49298,Kramer Hickok,52
2022,82,0,46717,Viktor Hovland,52
2022,82,0,23320,Ryan Palmer,52
2022,82,0,50057,Robin Roussel,52
2022,89,0,33667,Carlos Ortiz,51
2022,90,0,31016,Tomoharu Otsuki,49
2022,91,0,45522,Christiaan Bezuidenhout,48
2022,91,0,26503,Alfredo Garcia-Heredia,48
2022,91,0,33410,Andrew Landry,48
2022,91,0,32139,Danny Willett,48
2022,95,0,40098,Matt Fitzpatrick,47
2022,95,0,46414,Aaron Rai,47
2022,97,0,47154,Martin Contini,46
2022,97,0,27649,Brandt Snedeker,46
2022,99,0,50527,Jared du Toit,45
2022,99,0,29420,Billy Horschel,45
2022,99,0,27064,Jhonattan Vegas,45
2022,99,0,10423,Mike Weir,45
2022,99,0,47579,Kyle Wilshire,45
2022,104,0,27644,Brian Harman,44
2022,104,0,54421,Garrick Higgo,44
