YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE
2022,104,0,32791,K.H. Lee,44
2022,107,0,28125,Josh Geary,43
2022,107,0,29370,Mikko Korhonen,43
2022,107,0,52322,John Murphy,43
2022,107,0,58849,Turk Pettit,43
2022,107,0,26476,Chez Reavie,43
2022,107,0,52374,Brandon Wu,43
2022,113,0,24494,Erik Compton,42
2022,113,0,35376,Roberto Díaz,42
2022,113,0,30692,Scott Stallings,42
2022,116,0,22764,Michael Block,41
2022,116,0,29954,Robert Dinwiddie,41
2022,116,0,59095,Chris Gotterup,41
2022,116,0,29908,C.T. Pan,41
2022,116,0,27214,Kevin Streelman,41
2022,121,0,39201,Nacho Elvira,40
2022,121,0,36801,Mark Hubbard,40
2022,121,0,47529,Mito Pereira,40
2022,121,0,47983,Chad Ramey,40
2022,121,0,27963,Chris Stroud,40
2022,121,0,45540,Jared Wolfe,40
2022,127,0,24358,Robert Garrigus,39
2022,127,0,1706,Davis Love III,39
2022,127,0,25493,Nick Taylor,39
2022,130,0,34374,Erik Barnes,38
2022,131,0,27933,John Merrick,37
2022,131,0,49960,Sepp Straka,37
2022,133,0,28259,Sangmoon Bae,36
2022,133,0,23614,Rich Beem,36
2022,133,0,31678,Oliver Bekker,36
2022,133,0,32334,Charlie Beljan,36
2022,133,0,39043,Juan Carlos Benitez,36
2022,133,0,32252,Nino Bertasio,36
2022,133,0,32199,Matthew Borchert,36
2022,133,0,40009,Dominic Bozzelli,36
2022,133,0,1139,Olin Browne,36
2022,133,0,33921,Ben Campbell,36
2022,133,0,26500,Alejandro Cañizares,36
2022,133,0,59570,Tyler Collet,36
2022,133,0,59608,Morgan Deneen,36
2022,133,0,50497,Adrien Dumont de Chassart,36
2022,133,0,59866,Nick Dunlap,36
2022,133,0,35820,Erik Flores,36
2022,133,0,59018,Ryan Gerard,36
2022,133,0,31273,Gavin Kyle Green,36
2022,133,0,59869,Larkin Gross,36
2022,133,0,33801,Joachim B Hansen,36
2022,133,0,30812,Benjamin Hebert,36
2022,133,0,35409,Craig Hocknull,36
2022,133,0,50710,Maclain Huge,36
2022,133,0,62846,Colin Inglis,36
2022,133,0,56249,Peter Jung,36
2022,133,0,46440,Smylie Kaufman,36
2022,133,0,31558,J.J. Killeen,36
2022,133,0,34607,Francesco Laporta,36
2022,133,0,25799,Niklas Lemke,36
2022,133,0,54323,Mo Lim,36
2022,133,0,50006,Willie Mack III,36
2022,133,0,60015,Logan McAllister,36
2022,133,0,52341,Andrew McCain,36
2022,133,0,59141,Matt McCarty,36
2022,133,0,60772,Gilbert Mendez,36
2022,133,0,1823,Larry Mize,36
2022,133,0,25198,Francesco Molinari,36
2022,133,0,33952,Erick Morales,36
2022,133,0,63121,William Mouw,36
2022,133,0,22046,Geoff Ogilvy,36
2022,133,0,28475,Jeff Overton,36
2022,133,0,34414,Chris Paisley,36
2022,133,0,22056,Cameron Percy,36
2022,133,0,29476,Kyle Reifers,36
2022,133,0,59680,Jose Antonio Safa,36
2022,133,0,58826,Christian Salzer,36
2022,133,0,47627,Samuel Saunders,36
2022,133,0,45582,Jared Sawada,36
2022,133,0,55457,Max Sekulic,36
2022,133,0,60018,Cameron Sisk,36
2022,133,0,31225,Joel Sjöholm,36
2022,133,0,22293,Heath Slocum,36
2022,133,0,29485,Brett Stegmaier,36
2022,133,0,24964,Ryan Vermeer,36
2022,133,0,33117,Dale Whitnell,36
2022,188,0,39436,Joshua Creel,35
2022,188,0,34563,Chesson Hadley,35
2022,188,0,32344,Lukas Nemecz,35
2022,188,0,47235,Garrett Okamura,35
2022,188,0,46035,Callum Shinkwin,35
2022,188,0,54364,Stephen Stallings Jr.,35
2022,194,0,52372,Cameron Champ,34
2022,194,0,46435,Austin Cook,34
2022,194,0,50286,A.J. Ewart,34
2022,194,0,51950,Max McGreevy,34
2022,194,0,31242,Marcel Schneider,34
2022,194,0,60167,Andrew Stephens,34
2022,200,0,60685,Andrew Beckler,33
2022,200,0,35310,Lanto Griffin,33
2022,200,0,24980,Scott Gutschewski,33
2022,200,0,27140,Justin Walters,33
2022,200,0,50012,Wyatt Worthington II,33
2022,205,0,37212,Paul Barjon,32
2022,205,0,57492,Eugenio Chacarra,32
2022,205,0,35617,Martin Trainer,32
2022,205,0,40006,Erik van Rooyen,32
2022,209,0,28420,Ryan Brehm,31
2022,209,0,19825,Darren Clarke,31
2022,209,0,34136,Armando Favela,31
2022,209,0,51989,Jordan Gumberg,31
2022,209,0,36799,Stephan Jaeger,31
2022,209,0,48018,Sadom Kaewkanjana,31
2022,209,0,29926,Danny Lee,31
2022,209,0,33413,Ben Martin,31
2022,217,0,24507,Jason Bohn,30
2022,217,0,26499,Rafa Cabrera Bello,30
2022,217,0,62847,Nic Ishee,30
2022,217,0,30957,Maximilian Kieffer,30
2022,217,0,52666,Sami Valimaki,30
2022,217,0,27114,Ben Willman,30
2022,223,0,56050,Camilo Aguado,29
2022,223,0,33399,Adam Hadwin,29
2022,223,0,31420,Anirban Lahiri,29
2022,223,0,57625,Trent Phillips,29
2022,223,0,54303,Charlie Reiter,29
2022,223,0,20160,Charlie Wi,29
2022,229,0,56676,John Augenstein,28
2022,229,0,33803,Lucas Bjerregaard,28
2022,229,0,60004,Jacob Bridgeman,28
2022,229,0,25369,Jamie Donaldson,28
2022,229,0,36735,Jorge Fernández Valdés,28
2022,229,0,52375,Doug Ghim,28
2022,229,0,33451,Matt Hill,28
2022,229,0,35104,Tom Lewis,28
2022,229,0,63125,Dylan Menante,28
2022,229,0,36871,Matthew NeSmith,28
2022,229,0,35261,Miguel Tabuena,28
2022,229,0,48699,Callum Tarren,28
2022,229,0,51894,Vince Whaley,28
2022,242,0,61065,Brandon Bingaman,27
2022,242,0,28775,Nate Lashley,27
2022,242,0,27171,Jay McLuen,27
2022,242,0,58594,Spencer Ralston,27
2022,242,0,34264,Hudson Swafford,27
2022,247,0,55372,Adam D'Amario,26
2022,247,0,46601,Trey Mullinax,26
2022,249,0,47988,Nick Hardy,25
2022,249,0,27747,Hiroshi Iwata,25
2022,249,0,30944,Jason Kokrak,25
2022,249,0,37378,Min Woo Lee,25
2022,249,0,35296,Haotong Li,25
2022,249,0,24138,Ian Poulter,25
2022,249,0,20645,John Senden,25
2022,249,0,46405,Sebastian Soderberg,25
2022,249,0,45478,Julian Suri,25
2022,258,0,35809,Steven Brown,24
2022,258,0,46547,Mardy Fish,24
2022,258,0,10809,Jim Furyk,24
2022,258,0,26758,David Hearn,24
2022,258,0,23353,J.J. Henry,24
2022,258,0,24024,Zach Johnson,24
2022,258,0,52215,Robert MacIntyre,24
2022,258,0,31202,William McGirt,24
2022,258,0,28723,John Parry,24
2022,258,0,47679,Victor Perez,24
2022,258,0,28252,Seamus Power,24
2022,269,0,49533,James Hart du Preez,23
2022,269,0,48632,Yuto Katsuragawa,23
2022,269,0,32369,Sihwan Kim,23
2022,269,0,48117,Kurt Kitayama,23
2022,269,0,1666,Bernhard Langer,23
2022,269,0,25345,Carl Pettersson,23
2022,269,0,53165,Doc Redman,23
2022,269,0,21528,Henrik Stenson,23
2022,269,0,20396,Lee Westwood,23
2022,278,0,39524,Sean Crocker,22
2022,278,0,21961,Charles Howell III,22
2022,278,0,30738,Manuel Inman,22
2022,278,0,34364,David Law,22
2022,278,0,25572,Graeme McDowell,22
2022,278,0,35946,Willy Pumarol,22
2022,278,0,52583,Sanghun Shin,22
2022,278,0,27139,David Skinns,22
2022,278,0,28780,Nicholas Thompson,22
2022,287,0,60369,Sam Bairstow,21
2022,287,0,48084,Wesley Bryan,21
2022,287,0,47906,Austin Connelly,21
2022,287,0,31646,Emiliano Grillo,21
2022,287,0,39977,Max Homa,21
2022,287,0,47989,Sam Horsfield,21
2022,287,0,55182,Tom Kim,21
2022,294,0,24925,Jonathan Byrd,20
2022,294,0,46402,Talor Gooch,20
2022,294,0,23063,Scott Hend,20
2022,294,0,52686,Rasmus Hojgaard,20
2022,294,0,29478,Kevin Kisner,20
2022,294,0,10375,Sean McCarty,20
2022,294,0,40042,Tyler McCumber,20
2022,294,0,33293,Thomas Pieters,20
2022,294,0,1978,Fran Quinn,20
2022,294,0,47856,Seth Reeves,20
2022,304,0,30996,Mark Baldwin,19
2022,304,0,51287,Ryo Hisatsune,19
2022,304,0,32775,Shugo Imahira,19
2022,304,0,23091,Alan Morin,19
2022,304,0,28521,Ryutaro Nagano,19
2022,304,0,29289,S.Y. Noh,19
2022,304,0,60146,Gregory Odom Jr.,19
2022,304,0,33968,Thorbjørn Olesen,19
2022,304,0,46798,Anthony Quayle,19
2022,304,0,48867,Matti Schmid,19
2022,304,0,51454,Camiko Smith,19
2022,304,0,25632,Jimmy Walker,19
2022,316,0,27958,Ryan Blaum,18
2022,316,0,27895,Jonas Blixt,18
2022,316,0,20850,Daniel Chopra,18
2022,316,0,28937,George Coetzee,18
2022,316,0,45157,Cam Davis,18
2022,316,0,37273,Derek Ernst,18
2022,316,0,47081,Daniel Gale,18
2022,316,0,46879,Naoyuki Kataoka,18
2022,316,0,55752,Ben Kern,18
2022,316,0,36884,Ben Kohles,18
2022,316,0,27797,Derek Lamely,18
2022,316,0,35706,Niklas Norgaard Moller,18
2022,316,0,34575,Adrian Otaegui,18
2022,316,0,26757,Greg Sonnier,18
2022,316,0,40104,Joel Stalter,18
2022,316,0,52144,Braden Thornberry,18
2022,316,0,55940,Andrew Wilson,18
2022,316,0,24663,Y.E. Yang,18
2022,316,0,47483,Will Zalatoris,18
2022,335,0,56742,Brady Calkins,17
2022,335,0,24357,K.J. Choi,17
2022,335,0,39997,Corey Conners,17
2022,335,0,58600,Cooper Dossey,17
2022,335,0,35421,Brandon Harkins,17
