YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOT. EARLY RDS.(1ST TEE),TOTAL EARLY ROUNDS,TOTAL 10TH TEE EARLY RDS.
2019,23,0,34021,Bud Cauley,69.55,2017,29.0,,
2019,24,0,34099,Harris English,69.56,2226,32.0,,
2019,25,0,31323,Gary Woodland,69.57,1600,23.0,,
2019,26,0,25818,Scott Piercy,69.59,2227,32.0,,
2019,27,0,48822,Sebastián Muñoz,69.6,1392,20.0,,
2019,28,0,32102,Rickie Fowler,69.63,1323,19.0,,
2019,28,0,25900,Lucas Glover,69.63,1880,27.0,,
2019,30,0,26951,Johnson Wagner,69.67,1045,15.0,,
2019,31,0,30946,Alex Prugh,69.68,1533,22.0,,
2019,31,0,37189,Harold Varner III,69.68,1742,25.0,,
2019,33,0,29479,Scott Brown,69.69,1812,26.0,,
2019,33,0,51766,Wyndham Clark,69.69,1812,26.0,,
2019,35,0,25364,Paul Casey,69.71,1464,21.0,,
2019,36,0,39546,Keith Mitchell,69.72,1743,25.0,,
2019,37,0,27895,Jonas Blixt,69.75,1953,28.0,,
2019,37,0,45157,Cam Davis,69.75,1674,24.0,,
2019,39,0,23320,Ryan Palmer,69.76,1744,25.0,,
2019,40,0,24502,Adam Scott,69.77,907,13.0,,
2019,41,0,49298,Kramer Hickok,69.79,1954,28.0,,
2019,42,0,27141,J.B. Holmes,69.81,1466,21.0,,
2019,43,0,27214,Kevin Streelman,69.82,1955,28.0,,
2019,44,0,45609,Tyler Duncan,69.83,1606,23.0,,
2019,45,0,23325,Vaughn Taylor,69.84,2165,31.0,,
2019,45,0,47128,Richy Werenski,69.84,2165,31.0,,
2019,47,0,33122,Russell Knox,69.85,2305,33.0,,
2019,48,0,24925,Jonathan Byrd,69.87,1048,15.0,,
2019,49,0,30911,Tommy Fleetwood,69.88,1188,17.0,,
2019,50,0,30978,Kiradech Aphibarnrat,69.89,1328,19.0,,
2019,50,0,23621,Rory Sabbatini,69.89,1887,27.0,,
2019,52,0,27095,Nick Watney,69.92,1748,25.0,,
2019,53,0,32640,Troy Merritt,69.95,1399,20.0,,
2019,53,0,37340,Chase Wright,69.95,1399,20.0,,
2019,55,0,33486,Roger Sloan,69.96,1679,24.0,,
2019,56,0,47347,Adam Schenk,70.04,1891,27.0,,
2019,57,0,22371,Aaron Baddeley,70.05,1331,19.0,,
2019,57,0,28679,Fabián Gómez,70.05,1331,19.0,,
2019,59,0,29478,Kevin Kisner,70.07,1962,28.0,,
2019,60,0,34431,Robert Streb,70.11,1332,19.0,,
2019,61,0,49964,Aaron Wise,70.12,1823,26.0,,
2019,62,0,34256,Andrew Putnam,70.13,1613,23.0,,
2019,62,0,31560,Brian Stuard,70.13,1613,23.0,,
2019,64,0,21528,Henrik Stenson,70.14,982,14.0,,
2019,64,0,27064,Jhonattan Vegas,70.14,1543,22.0,,
2019,66,0,46402,Talor Gooch,70.15,1403,20.0,,
2019,66,0,33410,Andrew Landry,70.15,1894,27.0,,
2019,66,0,28775,Nate Lashley,70.15,1403,20.0,,
2019,69,0,29535,Brice Garnett,70.16,2175,31.0,,
2019,69,0,26300,Matt Jones,70.16,1333,19.0,,
2019,71,0,26329,Louis Oosthuizen,70.17,1614,23.0,,
2019,72,0,19803,Ryan Armour,70.18,2386,34.0,,
2019,72,0,26851,Marc Leishman,70.18,1544,22.0,,
2019,74,0,39997,Corey Conners,70.2,2106,30.0,,
2019,74,0,49771,J.T. Poston,70.2,2106,30.0,,
2019,76,0,33399,Adam Hadwin,70.22,2247,32.0,,
2019,76,0,32139,Danny Willett,70.22,1615,23.0,,
2019,78,0,45486,Joaquin Niemann,70.24,2318,33.0,,
2019,79,0,34076,Joel Dahmen,70.25,1967,28.0,,
2019,79,0,34098,Russell Henley,70.25,1405,20.0,,
2019,79,0,33667,Carlos Ortiz,70.25,2248,32.0,,
2019,82,0,23108,Matt Kuchar,70.26,1335,19.0,,
2019,82,0,26596,Ryan Moore,70.26,1616,23.0,,
2019,84,0,27649,Brandt Snedeker,70.29,2460,35.0,,
2019,85,0,34261,Scott Langley,70.3,1617,23.0,,
2019,85,0,37275,Sam Ryder,70.3,1617,23.0,,
2019,87,0,35532,Tom Hoge,70.31,1828,26.0,,
2019,88,0,27644,Brian Harman,70.32,1969,28.0,,
2019,89,0,34363,Tyrrell Hatton,70.33,1688,24.0,,
2019,89,0,36689,Brooks Koepka,70.33,1055,15.0,,
2019,91,0,37455,Si Woo Kim,70.34,2462,35.0,,
2019,92,0,46435,Austin Cook,70.35,1407,20.0,,
2019,92,0,27936,Martin Laird,70.35,1407,20.0,,
2019,94,0,30925,Dustin Johnson,70.36,985,14.0,,
2019,95,0,35506,Mackenzie Hughes,70.39,1619,23.0,,
2019,96,0,37454,Whee Kim,70.4,1408,20.0,,
2019,97,0,39324,J.J. Spaun,70.42,2183,31.0,,
2019,98,0,24024,Zach Johnson,70.43,2113,30.0,,
2019,99,0,28259,Sangmoon Bae,70.44,1268,18.0,,
2019,99,0,40026,Daniel Berger,70.44,1761,25.0,,
2019,101,0,47959,Bryson DeChambeau,70.45,1409,20.0,,
2019,101,0,25572,Graeme McDowell,70.45,2043,29.0,,
2019,101,0,32333,Kevin Tway,70.45,2184,31.0,,
2019,104,0,21209,Sergio Garcia,70.46,916,13.0,,
2019,104,0,29420,Billy Horschel,70.46,1832,26.0,,
2019,104,0,46501,Ollie Schniederjans,70.46,1973,28.0,,
2019,104,0,30692,Scott Stallings,70.46,1832,26.0,,
2019,108,0,35376,Roberto Díaz,70.48,1480,21.0,,
2019,108,0,31646,Emiliano Grillo,70.48,1621,23.0,,
2019,108,0,27129,Luke List,70.48,1621,23.0,,
2019,111,0,47504,Sam Burns,70.5,2256,32.0,,
2019,111,0,34466,Peter Malnati,70.5,1269,18.0,,
2019,113,0,33141,Keegan Bradley,70.51,2468,35.0,,
2019,114,0,25686,Jason Dufner,70.52,1481,21.0,,
2019,115,0,35461,Beau Hossler,70.53,2116,30.0,,
2019,115,0,30944,Jason Kokrak,70.53,2116,30.0,,
2019,115,0,32058,José de Jesús Rodríguez,70.53,1340,19.0,,
2019,118,0,26476,Chez Reavie,70.59,1906,27.0,,
2019,118,0,29484,Peter Uihlein,70.59,2047,29.0,,
2019,120,0,26758,David Hearn,70.6,1059,15.0,,
2019,121,0,35732,Wes Roach,70.61,1271,18.0,,
2019,122,0,36852,Jim Knous,70.64,989,14.0,,
2019,122,0,49766,Hank Lebioda,70.64,1766,25.0,,
2019,122,0,25493,Nick Taylor,70.64,1978,28.0,,
2019,125,0,25804,Bubba Watson,70.65,1201,17.0,,
2019,126,0,19846,Brian Gay,70.67,1696,24.0,,
2019,127,0,49303,Anders Albertson,70.69,1131,16.0,,
2019,127,0,29268,Bronson Burgoon,70.69,1131,16.0,,
2019,127,0,46523,Joey Garber,70.69,919,13.0,,
2019,130,0,29223,Sam Saunders,70.7,1414,20.0,,
2019,131,0,40009,Dominic Bozzelli,70.71,1485,21.0,,
2019,132,0,45526,Abraham Ancer,70.75,2264,32.0,,
2019,133,0,12716,Charley Hoffman,70.76,1486,21.0,,
2019,133,0,32791,K.H. Lee,70.76,1769,25.0,,
2019,135,0,25396,Kevin Na,70.77,1557,22.0,,
2019,136,0,39327,Ben Silverman,70.78,1274,18.0,,
2019,137,0,25632,Jimmy Walker,70.79,2053,29.0,,
2019,138,0,6522,Ernie Els,70.81,1133,16.0,,
2019,139,0,30191,Julián Etulain,70.82,1558,22.0,,
2019,140,0,24781,Hunter Mahan,70.85,1417,20.0,,
2019,141,0,35449,Adam Long,70.86,1984,28.0,,
2019,141,0,47856,Seth Reeves,70.86,1559,22.0,,
2019,143,0,24361,Pat Perez,70.92,922,13.0,,
2019,144,0,27974,Sung Kang,70.94,2199,31.0,,
2019,144,0,34046,Jordan Spieth,70.94,1135,16.0,,
2019,146,0,29926,Danny Lee,70.96,1774,25.0,,
2019,147,0,32757,Patton Kizzire,70.97,2058,29.0,,
2019,147,0,29908,C.T. Pan,70.97,2058,29.0,,
2019,147,0,35891,Cameron Smith,70.97,2058,29.0,,
2019,150,0,32200,Roberto Castro,71.0,1633,23.0,,
2019,150,0,21731,Freddie Jacobson,71.0,1207,17.0,,
2019,150,0,24138,Ian Poulter,71.0,923,13.0,,
2019,153,0,35421,Brandon Harkins,71.03,2131,30.0,,
2019,154,0,1810,Phil Mickelson,71.06,1208,17.0,,
2019,155,0,39954,Cody Gribble,71.09,1564,22.0,,
2019,156,0,29974,Branden Grace,71.1,2204,31.0,,
2019,156,0,34563,Chesson Hadley,71.1,1493,21.0,,
2019,156,0,30786,Brady Schnell,71.1,711,10.0,,
2019,156,0,34264,Hudson Swafford,71.1,1422,20.0,,
2019,160,0,28252,Seamus Power,71.15,1423,20.0,,
2019,161,0,24924,Bill Haas,71.16,1352,19.0,,
2019,161,0,47990,Kyle Jones,71.16,1352,19.0,,
2019,161,0,27330,Josh Teater,71.16,1352,19.0,,
2019,164,0,36699,Patrick Rodgers,71.17,854,12.0,,
2019,164,0,22405,Justin Rose,71.17,854,12.0,,
2019,166,0,30110,Kyle Stanley,71.19,1922,27.0,,
2019,167,0,26499,Rafa Cabrera Bello,71.25,1710,24.0,,
2019,168,0,29518,Brendan Steele,71.29,1711,24.0,,
2019,169,0,27963,Chris Stroud,71.32,1355,19.0,,
2019,170,0,37380,Curtis Luck,71.33,1070,15.0,,
2019,171,0,46601,Trey Mullinax,71.44,1929,27.0,,
2019,172,0,31420,Anirban Lahiri,71.48,1930,27.0,,
2019,172,0,27349,Alex Noren,71.48,1501,21.0,,
2019,174,0,20472,Alex Cejka,71.5,1001,14.0,,
2019,175,0,40098,Matt Fitzpatrick,71.59,1575,22.0,,
2019,176,0,39977,Max Homa,71.63,1934,27.0,,
2019,176,0,35879,Kelly Kraft,71.63,1719,24.0,,
2019,176,0,35617,Martin Trainer,71.63,1361,19.0,,
2019,179,0,20572,Rod Pampling,71.64,1576,22.0,,
2019,180,0,31557,Jim Herman,71.71,1219,17.0,,
2019,180,0,25198,Francesco Molinari,71.71,1506,21.0,,
2019,182,0,27556,Ted Potter Jr.,71.79,2082,29.0,,
2019,183,0,52372,Cameron Champ,71.8,1436,20.0,,
2019,184,0,34306,John Chin,71.81,1149,16.0,,
2019,185,0,23353,J.J. Henry,71.86,1509,21.0,,
2019,186,0,28237,Rory McIlroy,72.0,576,8.0,,
2019,187,0,32816,Satoshi Kodaira,72.14,2020,28.0,,
2019,188,0,39975,Michael Kim,72.71,1236,17.0,,
2019,1,0,33448,Justin Thomas,68.48,2123,,31.0,
2019,2,0,39971,Sungjae Im,68.65,3913,,57.0,
2019,3,0,29221,Webb Simpson,68.76,2613,,38.0,
2019,4,0,21961,Charles Howell III,68.86,2961,,43.0,
2019,5,0,35450,Patrick Cantlay,68.89,1929,,28.0,
2019,6,0,46970,Jon Rahm,68.95,1448,,21.0,
2019,7,0,10809,Jim Furyk,69.03,2140,,31.0,
2019,7,0,34360,Patrick Reed,69.03,2761,,40.0,
2019,9,0,25364,Paul Casey,69.12,2281,,33.0,
2019,10,0,32839,Hideki Matsuyama,69.16,2974,,43.0,
2019,11,0,29725,Tony Finau,69.19,2491,,36.0,
2019,12,0,47993,Denny McCarthy,69.22,2838,,41.0,
2019,13,0,34021,Bud Cauley,69.27,3048,,44.0,
2019,14,0,39546,Keith Mitchell,69.3,2980,,43.0,
2019,15,0,49960,Sepp Straka,69.34,2011,,29.0,
2019,16,0,28089,Jason Day,69.35,2150,,31.0,
2019,16,0,27064,Jhonattan Vegas,69.35,2566,,37.0,
2019,18,0,23108,Matt Kuchar,69.37,2428,,35.0,
2019,18,0,32640,Troy Merritt,69.37,1873,,27.0,
2019,20,0,27936,Martin Laird,69.38,2775,,40.0,
2019,21,0,24502,Adam Scott,69.39,1596,,23.0,
2019,22,0,32102,Rickie Fowler,69.43,2430,,35.0,
2019,23,0,33419,Cameron Tringale,69.45,2153,,31.0,
2019,24,0,25900,Lucas Glover,69.47,2987,,43.0,
2019,25,0,31323,Gary Woodland,69.49,2710,,39.0,
2019,26,0,40026,Daniel Berger,69.5,2363,,34.0,
2019,27,0,34046,Jordan Spieth,69.53,2364,,34.0,
2019,28,0,46435,Austin Cook,69.56,2226,,32.0,
2019,29,0,25818,Scott Piercy,69.57,3061,,44.0,
2019,30,0,32150,Michael Thompson,69.58,2644,,38.0,
2019,31,0,28237,Rory McIlroy,69.6,1392,,20.0,
2019,32,0,48081,Xander Schauffele,69.62,2019,,29.0,
2019,33,0,27214,Kevin Streelman,69.63,2855,,41.0,
2019,34,0,30925,Dustin Johnson,69.67,1881,,27.0,
2019,35,0,36689,Brooks Koepka,69.68,2160,,31.0,
2019,35,0,40115,Adam Svensson,69.68,2160,,31.0,
2019,37,0,29970,Dylan Frittelli,69.75,2790,,40.0,
2019,37,0,48822,Sebastián Muñoz,69.75,2790,,40.0,
2019,39,0,49298,Kramer Hickok,69.76,2930,,42.0,
2019,39,0,33486,Roger Sloan,69.76,2651,,38.0,
2019,39,0,37189,Harold Varner III,69.76,2860,,41.0,
2019,42,0,29478,Kevin Kisner,69.77,3070,,44.0,
2019,43,0,26300,Matt Jones,69.79,2722,,39.0,
2019,43,0,26951,Johnson Wagner,69.79,2024,,29.0,
2019,45,0,24925,Jonathan Byrd,69.81,1815,,26.0,
2019,46,0,39324,J.J. Spaun,69.82,3142,,45.0,
2019,46,0,49964,Aaron Wise,69.82,2723,,39.0,
2019,48,0,45157,Cam Davis,69.85,2724,,39.0,
2019,48,0,34099,Harris English,69.85,3632,,52.0,
2019,50,0,45486,Joaquin Niemann,69.86,3493,,50.0,
2019,51,0,30911,Tommy Fleetwood,69.89,1957,,28.0,
2019,51,0,23320,Ryan Palmer,69.89,2656,,38.0,
2019,51,0,47128,Richy Werenski,69.89,3075,,44.0,
2019,54,0,33948,Byeong Hun An,69.9,2726,,39.0,
2019,55,0,23325,Vaughn Taylor,69.91,3216,,46.0,
2019,56,0,26851,Marc Leishman,69.92,2587,,37.0,
2019,57,0,27649,Brandt Snedeker,69.93,3916,,56.0,
2019,58,0,34256,Andrew Putnam,69.94,2378,,34.0,
2019,58,0,47347,Adam Schenk,69.94,3357,,48.0,
2019,60,0,19803,Ryan Armour,69.96,3358,,48.0,
2019,61,0,34363,Tyrrell Hatton,69.97,2099,,30.0,
2019,62,0,27895,Jonas Blixt,69.98,2869,,41.0,
2019,62,0,33141,Keegan Bradley,69.98,3289,,47.0,
2019,62,0,29535,Brice Garnett,69.98,2939,,42.0,
2019,65,0,49771,J.T. Poston,70.02,3431,,49.0,
2019,66,0,31646,Emiliano Grillo,70.03,2661,,38.0,
2019,66,0,36799,Stephan Jaeger,70.03,2591,,37.0,
2019,66,0,49766,Hank Lebioda,70.03,2731,,39.0,
2019,66,0,33418,Shawn Stefani,70.03,2451,,35.0,
2019,70,0,34076,Joel Dahmen,70.04,3362,,48.0,
2019,71,0,33122,Russell Knox,70.05,2872,,41.0,
2019,71,0,27095,Nick Watney,70.05,3012,,43.0,
2019,73,0,47959,Bryson DeChambeau,70.06,2522,,36.0,
2019,73,0,25493,Nick Taylor,70.06,3363,,48.0,
2019,73,0,37340,Chase Wright,70.06,2382,,34.0,
2019,76,0,46402,Talor Gooch,70.07,2032,,29.0,
2019,76,0,26476,Chez Reavie,70.07,3013,,43.0,
2019,76,0,23621,Rory Sabbatini,70.07,3083,,44.0,
2019,79,0,28679,Fabián Gómez,70.08,2593,,37.0,
2019,80,0,28775,Nate Lashley,70.09,2243,,32.0,
2019,81,0,24024,Zach Johnson,70.11,2594,,37.0,
2019,82,0,26329,Louis Oosthuizen,70.12,2314,,33.0,
2019,83,0,29479,Scott Brown,70.13,3156,,45.0,
2019,83,0,37455,Si Woo Kim,70.13,3156,,45.0,
2019,85,0,28259,Sangmoon Bae,70.14,2034,,29.0,
2019,85,0,29420,Billy Horschel,70.14,3086,,44.0,
2019,87,0,30946,Alex Prugh,70.17,2526,,36.0,
2019,87,0,32139,Danny Willett,70.17,2105,,30.0,
2019,89,0,27958,Ryan Blaum,70.18,2807,,40.0,
2019,90,0,51766,Wyndham Clark,70.19,2948,,42.0,
2019,90,0,31560,Brian Stuard,70.19,3369,,48.0,
2019,92,0,30944,Jason Kokrak,70.24,3231,,46.0,
2019,92,0,34466,Peter Malnati,70.24,2880,,41.0,
2019,94,0,30978,Kiradech Aphibarnrat,70.27,2319,,33.0,
2019,95,0,35532,Tom Hoge,70.28,3233,,46.0,
2019,96,0,29908,C.T. Pan,70.29,3163,,45.0,
2019,97,0,40009,Dominic Bozzelli,70.3,2320,,33.0,
2019,98,0,25572,Graeme McDowell,70.32,2672,,38.0,
2019,98,0,22405,Justin Rose,70.32,1547,,22.0,
2019,100,0,32058,José de Jesús Rodríguez,70.34,2251,,32.0,
2019,101,0,29268,Bronson Burgoon,70.37,2111,,30.0,
2019,101,0,33399,Adam Hadwin,70.37,3026,,43.0,
2019,103,0,32200,Roberto Castro,70.38,2815,,40.0,
2019,104,0,29926,Danny Lee,70.39,3097,,44.0,
2019,105,0,26596,Ryan Moore,70.41,2605,,37.0,
2019,106,0,39327,Ben Silverman,70.43,2465,,35.0,
2019,107,0,34098,Russell Henley,70.44,2536,,36.0,
2019,107,0,35506,Mackenzie Hughes,70.44,2888,,41.0,
2019,107,0,37275,Sam Ryder,70.44,3029,,43.0,
2019,110,0,45526,Abraham Ancer,70.45,3452,,49.0,
2019,110,0,25804,Bubba Watson,70.45,2043,,29.0,
2019,112,0,35732,Wes Roach,70.46,2466,,35.0,
2019,113,0,26758,David Hearn,70.48,1762,,25.0,
2019,114,0,27129,Luke List,70.5,2397,,34.0,
2019,114,0,34431,Robert Streb,70.5,2538,,36.0,
2019,116,0,39997,Corey Conners,70.51,3173,,45.0,
2019,117,0,35376,Roberto Díaz,70.52,2186,,31.0,
2019,118,0,24924,Bill Haas,70.53,2680,,38.0,
2019,119,0,24138,Ian Poulter,70.54,1693,,24.0,
2019,120,0,27330,Josh Teater,70.56,2399,,34.0,
2019,120,0,29484,Peter Uihlein,70.56,3034,,43.0,
2019,122,0,25632,Jimmy Walker,70.58,2682,,38.0,
2019,123,0,34261,Scott Langley,70.59,2894,,41.0,
2019,123,0,21528,Henrik Stenson,70.59,1553,,22.0,
2019,125,0,49303,Anders Albertson,70.6,2118,,30.0,
2019,125,0,27644,Brian Harman,70.6,3036,,43.0,
2019,127,0,25686,Jason Dufner,70.61,2542,,36.0,
2019,127,0,33667,Carlos Ortiz,70.61,3107,,44.0,
2019,129,0,35421,Brandon Harkins,70.64,3532,,50.0,
2019,130,0,46501,Ollie Schniederjans,70.66,2897,,41.0,
2019,131,0,47504,Sam Burns,70.67,2968,,42.0,
2019,132,0,26499,Rafa Cabrera Bello,70.69,2545,,36.0,
2019,133,0,34563,Chesson Hadley,70.7,2616,,37.0,
2019,133,0,29223,Sam Saunders,70.7,2828,,40.0,
2019,135,0,30191,Julián Etulain,70.71,2687,,38.0,
2019,135,0,19846,Brian Gay,70.71,2970,,42.0,
2019,135,0,36699,Patrick Rodgers,70.71,1980,,28.0,
2019,138,0,35461,Beau Hossler,70.72,3324,,47.0,
2019,139,0,21209,Sergio Garcia,70.77,1557,,22.0,
2019,139,0,24361,Pat Perez,70.77,2194,,31.0,
2019,139,0,28252,Seamus Power,70.77,2760,,39.0,
2019,142,0,22371,Aaron Baddeley,70.78,1911,,27.0,
2019,143,0,47856,Seth Reeves,70.79,2336,,33.0,
2019,144,0,46523,Joey Garber,70.81,1912,,27.0,
2019,145,0,25396,Kevin Na,70.83,2054,,29.0,
2019,146,0,32333,Kevin Tway,70.84,3046,,43.0,
2019,147,0,27141,J.B. Holmes,70.85,2409,,34.0,
2019,147,0,27974,Sung Kang,70.85,3330,,47.0,
2019,149,0,24781,Hunter Mahan,70.86,2480,,35.0,
2019,149,0,30692,Scott Stallings,70.86,3047,,43.0,
2019,151,0,39977,Max Homa,70.88,3473,,49.0,
2019,152,0,29974,Branden Grace,70.9,2978,,42.0,
2019,153,0,6522,Ernie Els,70.92,1773,,25.0,
2019,153,0,35449,Adam Long,70.92,2766,,39.0,
2019,155,0,33410,Andrew Landry,70.95,2909,,41.0,
2019,156,0,37380,Curtis Luck,71.0,2059,,29.0,
2019,156,0,46601,Trey Mullinax,71.0,2769,,39.0,
2019,156,0,30110,Kyle Stanley,71.0,3124,,44.0,
2019,156,0,34264,Hudson Swafford,71.0,1846,,26.0,
2019,160,0,45609,Tyler Duncan,71.02,3338,,47.0,
2019,161,0,36852,Jim Knous,71.04,1918,,27.0,
2019,162,0,35891,Cameron Smith,71.05,3055,,43.0,
2019,162,0,29518,Brendan Steele,71.05,2629,,37.0,
2019,164,0,47990,Kyle Jones,71.06,2274,,32.0,
2019,165,0,40098,Matt Fitzpatrick,71.07,1990,,28.0,
2019,166,0,37454,Whee Kim,71.08,2701,,38.0,
2019,167,0,31420,Anirban Lahiri,71.11,2702,,38.0,
2019,168,0,27963,Chris Stroud,71.12,2347,,33.0,
2019,169,0,21731,Freddie Jacobson,71.14,2063,,29.0,
2019,170,0,32757,Patton Kizzire,71.15,2917,,41.0,
2019,170,0,30786,Brady Schnell,71.15,1850,,26.0,
2019,172,0,52372,Cameron Champ,71.17,2491,,35.0,
2019,173,0,34306,John Chin,71.19,2207,,31.0,
2019,174,0,32791,K.H. Lee,71.2,2919,,41.0,
2019,175,0,12716,Charley Hoffman,71.25,2565,,36.0,
2019,175,0,27349,Alex Noren,71.25,2280,,32.0,
2019,177,0,35617,Martin Trainer,71.31,2068,,29.0,
2019,178,0,20472,Alex Cejka,71.41,2071,,29.0,
2019,179,0,35879,Kelly Kraft,71.48,2859,,40.0,
2019,180,0,39954,Cody Gribble,71.49,2502,,35.0,
2019,181,0,23353,J.J. Henry,71.52,2074,,29.0,
2019,181,0,31557,Jim Herman,71.52,1645,,23.0,
2019,183,0,25198,Francesco Molinari,71.62,2077,,29.0,
2019,184,0,20572,Rod Pampling,71.64,2006,,28.0,
2019,185,0,1810,Phil Mickelson,71.83,2514,,35.0,
2019,186,0,27556,Ted Potter Jr.,71.95,3094,,43.0,
2019,187,0,32816,Satoshi Kodaira,72.24,2745,,38.0,
2019,188,0,39975,Michael Kim,72.74,2255,,31.0,
2019,1,0,40026,Daniel Berger,66.89,602,,,9.0
2019,2,0,32640,Troy Merritt,67.71,474,,,7.0
2019,3,0,21961,Charles Howell III,67.94,1223,,,18.0
2019,4,0,28237,Rory McIlroy,68.0,816,,,12.0
2019,5,0,25364,Paul Casey,68.08,817,,,12.0
2019,6,0,27064,Jhonattan Vegas,68.2,1023,,,15.0
2019,7,0,46435,Austin Cook,68.25,819,,,12.0
2019,8,0,34046,Jordan Spieth,68.28,1229,,,18.0
2019,9,0,23108,Matt Kuchar,68.31,1093,,,16.0
2019,10,0,33448,Justin Thomas,68.33,1025,,,15.0
2019,11,0,27936,Martin Laird,68.4,1368,,,20.0
2019,12,0,33141,Keegan Bradley,68.42,821,,,12.0
2019,13,0,34363,Tyrrell Hatton,68.5,411,,,6.0
2019,13,0,39324,J.J. Spaun,68.5,959,,,14.0
2019,15,0,24024,Zach Johnson,68.71,481,,,7.0
2019,16,0,39546,Keith Mitchell,68.72,1237,,,18.0
2019,17,0,34021,Bud Cauley,68.73,1031,,,15.0
2019,18,0,35450,Patrick Cantlay,68.83,826,,,12.0
2019,19,0,34360,Patrick Reed,68.84,1308,,,19.0
2019,20,0,29221,Webb Simpson,68.86,964,,,14.0
2019,21,0,24502,Adam Scott,68.9,689,,,10.0
2019,22,0,30925,Dustin Johnson,68.92,896,,,13.0
2019,23,0,49766,Hank Lebioda,68.93,965,,,14.0
2019,24,0,46970,Jon Rahm,69.0,897,,,13.0
2019,25,0,36689,Brooks Koepka,69.06,1105,,,16.0
2019,25,0,29908,C.T. Pan,69.06,1105,,,16.0
2019,27,0,45486,Joaquin Niemann,69.12,1175,,,17.0
2019,28,0,32839,Hideki Matsuyama,69.16,1314,,,19.0
2019,29,0,40098,Matt Fitzpatrick,69.17,415,,,6.0
2019,30,0,32102,Rickie Fowler,69.19,1107,,,16.0
2019,30,0,25900,Lucas Glover,69.19,1107,,,16.0
2019,30,0,26476,Chez Reavie,69.19,1107,,,16.0
2019,33,0,39971,Sungjae Im,69.2,1730,,,25.0
2019,34,0,27214,Kevin Streelman,69.23,900,,,13.0
2019,34,0,49964,Aaron Wise,69.23,900,,,13.0
2019,36,0,29478,Kevin Kisner,69.25,1108,,,16.0
2019,36,0,25493,Nick Taylor,69.25,1385,,,20.0
2019,38,0,49960,Sepp Straka,69.29,970,,,14.0
2019,39,0,22405,Justin Rose,69.3,693,,,10.0
2019,40,0,31646,Emiliano Grillo,69.33,1040,,,15.0
2019,40,0,27649,Brandt Snedeker,69.33,1456,,,21.0
2019,42,0,31323,Gary Woodland,69.38,1110,,,16.0
2019,43,0,37455,Si Woo Kim,69.4,694,,,10.0
2019,43,0,47993,Denny McCarthy,69.4,694,,,10.0
2019,45,0,19803,Ryan Armour,69.43,972,,,14.0
2019,45,0,33486,Roger Sloan,69.43,972,,,14.0
2019,47,0,29535,Brice Garnett,69.45,764,,,11.0
2019,47,0,26300,Matt Jones,69.45,1389,,,20.0
2019,49,0,29725,Tony Finau,69.5,1251,,,18.0
2019,49,0,10809,Jim Furyk,69.5,695,,,10.0
2019,49,0,25818,Scott Piercy,69.5,834,,,12.0
2019,52,0,32200,Roberto Castro,69.53,1182,,,17.0
2019,52,0,26851,Marc Leishman,69.53,1043,,,15.0
2019,54,0,34256,Andrew Putnam,69.55,765,,,11.0
2019,55,0,47959,Bryson DeChambeau,69.56,1113,,,16.0
2019,56,0,40009,Dominic Bozzelli,69.58,835,,,12.0
2019,56,0,26499,Rafa Cabrera Bello,69.58,835,,,12.0
2019,58,0,29926,Danny Lee,69.63,1323,,,19.0
2019,59,0,28259,Sangmoon Bae,69.64,766,,,11.0
2019,60,0,29420,Billy Horschel,69.67,1254,,,18.0
2019,61,0,28089,Jason Day,69.69,906,,,13.0
2019,61,0,30944,Jason Kokrak,69.69,1115,,,16.0
2019,63,0,49298,Kramer Hickok,69.71,976,,,14.0
2019,64,0,24925,Jonathan Byrd,69.73,767,,,11.0
2019,65,0,49771,J.T. Poston,69.74,1325,,,19.0
2019,66,0,34076,Joel Dahmen,69.75,1395,,,20.0
2019,67,0,48081,Xander Schauffele,69.79,977,,,14.0
2019,68,0,27330,Josh Teater,69.8,1047,,,15.0
2019,69,0,47347,Adam Schenk,69.81,1466,,,21.0
2019,70,0,45526,Abraham Ancer,69.88,1188,,,17.0
2019,70,0,32150,Michael Thompson,69.88,1118,,,16.0
2019,70,0,37189,Harold Varner III,69.88,1118,,,16.0
2019,73,0,46402,Talor Gooch,69.89,629,,,9.0
2019,73,0,24924,Bill Haas,69.89,1328,,,19.0
2019,73,0,25572,Graeme McDowell,69.89,629,,,9.0
2019,73,0,40115,Adam Svensson,69.89,1258,,,18.0
2019,73,0,33419,Cameron Tringale,69.89,1328,,,19.0
2019,73,0,25632,Jimmy Walker,69.89,629,,,9.0
2019,79,0,48822,Sebastián Muñoz,69.9,1398,,,20.0
2019,80,0,30911,Tommy Fleetwood,69.91,769,,,11.0
2019,81,0,26951,Johnson Wagner,69.93,979,,,14.0
2019,82,0,39977,Max Homa,69.95,1539,,,22.0
2019,83,0,29268,Bronson Burgoon,70.0,980,,,14.0
2019,83,0,45157,Cam Davis,70.0,1050,,,15.0
2019,83,0,28775,Nate Lashley,70.0,840,,,12.0
2019,83,0,46601,Trey Mullinax,70.0,840,,,12.0
2019,83,0,26329,Louis Oosthuizen,70.0,700,,,10.0
2019,83,0,24138,Ian Poulter,70.0,770,,,11.0
2019,83,0,47128,Richy Werenski,70.0,910,,,13.0
