YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,TOTAL PAR 4 HOLES,TOTAL HOLE OUTS
2023,64,0,51890,Greyson Sigg,1,1127,1
2023,64,0,29221,Webb Simpson,1,619,0
2023,64,0,49960,Sepp Straka,1,1006,1
2023,64,0,34431,Robert Streb,1,874,1
2023,64,0,31560,Brian Stuard,1,767,1
2023,64,0,50493,Justin Suh,1,1224,1
2023,64,0,40115,Adam Svensson,1,1324,0
2023,64,0,48119,Ben Taylor,1,1125,0
2023,64,0,58168,Davis Thompson,1,1020,1
2023,64,0,30927,Brendon Todd,1,1139,0
2023,64,0,35617,Martin Trainer,1,657,1
2023,64,0,58967,Trevor Werbylo,1,864,0
2023,64,0,52411,Kyle Westmoreland,1,829,1
2023,64,0,45242,Kevin Yu,1,761,1
2015,1,0,27141,J.B. Holmes,5,921,4
2015,2,0,30926,Chris Kirk,4,781,3
2015,2,0,24140,Sean O'Hair,4,913,4
2015,2,0,34360,Patrick Reed,4,1085,2
2015,2,0,27770,Camilo Villegas,4,917,2
2015,6,0,25274,Steven Bowditch,3,1130,2
2015,6,0,29479,Scott Brown,3,1048,3
2015,6,0,28089,Jason Day,3,787,3
2015,6,0,29725,Tony Finau,3,1145,0
2015,6,0,32102,Rickie Fowler,3,784,1
2015,6,0,30852,Ryo Ishikawa,3,948,2
2015,6,0,26596,Ryan Moore,3,830,2
2015,6,0,34431,Robert Streb,3,1222,3
2015,6,0,34264,Hudson Swafford,3,1028,2
2015,6,0,28780,Nicholas Thompson,3,923,1
2015,6,0,25804,Bubba Watson,3,752,2
2015,6,0,25892,Steve Wheatcroft,3,887,3
2015,18,0,28259,Sangmoon Bae,2,1057,0
2015,18,0,32334,Charlie Beljan,2,775,1
2015,18,0,40026,Daniel Berger,2,1050,2
2015,18,0,40058,Zac Blair,2,1129,2
2015,18,0,24507,Jason Bohn,2,1019,2
2015,18,0,33141,Keegan Bradley,2,905,0
2015,18,0,25364,Paul Casey,2,924,2
2015,18,0,20472,Alex Cejka,2,979,2
2015,18,0,25686,Jason Dufner,2,795,1
2015,18,0,31416,Derek Fathauer,2,824,2
2015,18,0,28500,Martin Flores,2,987,1
2015,18,0,32448,James Hahn,2,1016,1
2015,18,0,27644,Brian Harman,2,999,2
2015,18,0,33461,Morgan Hoffmann,2,927,1
2015,18,0,34174,John Huh,2,1082,1
2015,18,0,30925,Dustin Johnson,2,788,1
2015,18,0,30711,Colt Knost,2,928,1
2015,18,0,36689,Brooks Koepka,2,897,0
2015,18,0,23108,Matt Kuchar,2,1021,0
2015,18,0,32839,Hideki Matsuyama,2,992,2
2015,18,0,27933,John Merrick,2,790,1
2015,18,0,29289,S.Y. Noh,2,703,2
2015,18,0,23320,Ryan Palmer,2,850,1
2015,18,0,22056,Cameron Percy,2,757,0
2015,18,0,24361,Pat Perez,2,1021,1
2015,18,0,35541,John Peterson,2,899,2
2015,18,0,34358,Jonathan Randolph,2,750,2
2015,18,0,29476,Kyle Reifers,2,996,1
2015,18,0,25562,Andres Romero,2,705,2
2015,18,0,29518,Brendan Steele,2,887,1
2015,18,0,27064,Jhonattan Vegas,2,927,1
2015,18,0,27095,Nick Watney,2,974,1
2015,18,0,20396,Lee Westwood,2,564,2
2015,51,0,23048,Eric Axley,1,596,1
2015,51,0,22371,Aaron Baddeley,1,806,1
2015,51,0,35545,Blayne Barber,1,789,0
2015,51,0,27895,Jonas Blixt,1,792,1
2015,51,0,32366,Kevin Chappell,1,927,1
2015,51,0,25720,Chad Collins,1,852,1
2015,51,0,24494,Erik Compton,1,917,1
2015,51,0,21753,Brian Davis,1,880,1
2015,51,0,23638,Brendon de Jonge,1,1133,0
2015,51,0,27436,Graham DeLaet,1,712,0
2015,51,0,23983,Luke Donald,1,786,1
2015,51,0,20104,Ken Duke,1,964,1
2015,51,0,6522,Ernie Els,1,615,0
2015,51,0,28307,Matt Every,1,758,1
2015,51,0,30736,Oscar Fraustro,1,578,1
2015,51,0,28679,Fabián Gómez,1,904,1
2015,51,0,29720,Andres Gonzales,1,920,1
2015,51,0,20157,Retief Goosen,1,816,1
2015,51,0,22892,Jason Gore,1,782,0
2015,51,0,35539,Luke Guthrie,1,881,1
2015,51,0,34563,Chesson Hadley,1,1061,1
2015,51,0,20766,Padraig Harrington,1,656,1
2015,51,0,39977,Max Homa,1,794,1
2015,51,0,29420,Billy Horschel,1,1037,0
2015,51,0,29222,Billy Hurley III,1,847,0
2015,51,0,24024,Zach Johnson,1,975,1
2015,51,0,26300,Matt Jones,1,924,0
2015,51,0,29478,Kevin Kisner,1,1135,1
2015,51,0,27936,Martin Laird,1,823,1
2015,51,0,26851,Marc Leishman,1,773,0
2015,51,0,10860,Justin Leonard,1,670,1
2015,51,0,27466,Spencer Levin,1,1050,1
2015,51,0,23548,Bill Lunde,1,500,1
2015,51,0,24781,Hunter Mahan,1,908,1
2015,51,0,33413,Ben Martin,1,1008,0
2015,51,0,31202,William McGirt,1,1117,1
2015,51,0,32640,Troy Merritt,1,965,1
2015,51,0,1810,Phil Mickelson,1,762,1
2015,51,0,23800,Bryce Molder,1,944,1
2015,51,0,25198,Francesco Molinari,1,580,0
2015,51,0,26329,Louis Oosthuizen,1,690,1
2015,51,0,33667,Carlos Ortiz,1,1026,0
2015,51,0,28475,Jeff Overton,1,995,1
2015,51,0,35451,Scott Pinckney,1,950,1
2015,51,0,24138,Ian Poulter,1,701,1
2015,51,0,34256,Andrew Putnam,1,680,0
2015,51,0,26476,Chez Reavie,1,604,0
2015,51,0,20645,John Senden,1,811,0
2015,51,0,6567,Vijay Singh,1,840,0
2015,51,0,34046,Jordan Spieth,1,954,0
2015,51,0,21528,Henrik Stenson,1,652,0
2015,51,0,27963,Chris Stroud,1,899,1
2015,51,0,29425,Andrew Svoboda,1,841,1
2015,51,0,25493,Nick Taylor,1,973,0
2015,51,0,33448,Justin Thomas,1,1139,1
2015,51,0,32150,Michael Thompson,1,876,1
2015,51,0,2206,David Toms,1,620,1
2015,51,0,26951,Johnson Wagner,1,744,1
2015,51,0,25632,Jimmy Walker,1,950,1
2015,51,0,26289,Boo Weekley,1,848,1
2015,51,0,34265,Will Wilcox,1,584,1
2015,51,0,25349,Tim Wilkinson,1,762,1
2015,51,0,31323,Gary Woodland,1,805,0
2012,1,0,23548,Bill Lunde,5,850,3
2012,2,0,25818,Scott Piercy,4,1028,3
2012,3,0,20593,Greg Chalmers,3,938,1
2012,3,0,23135,Tim Clark,3,664,2
2012,3,0,23638,Brendon de Jonge,3,1236,2
2012,3,0,23983,Luke Donald,3,660,2
2012,3,0,23409,James Driscoll,3,890,2
2012,3,0,6522,Ernie Els,3,846,0
2012,3,0,28500,Martin Flores,3,1042,2
2012,3,0,30926,Chris Kirk,3,969,2
2012,3,0,1706,Davis Love III,3,715,1
2012,3,0,24138,Ian Poulter,3,604,1
2012,3,0,6567,Vijay Singh,3,1079,2
2012,3,0,23325,Vaughn Taylor,3,855,3
2012,15,0,10885,Robert Allenby,2,830,2
2012,15,0,21407,Arjun Atwal,2,821,2
2012,15,0,27895,Jonas Blixt,2,776,2
2012,15,0,33141,Keegan Bradley,2,970,1
2012,15,0,12510,Chad Campbell,2,928,2
2012,15,0,28093,Miguel Angel Carballo,2,744,0
2012,15,0,34021,Bud Cauley,2,1058,1
2012,15,0,28455,Will Claxton,2,1082,1
2012,15,0,27436,Graham DeLaet,2,866,2
2012,15,0,19846,Brian Gay,2,942,2
2012,15,0,24924,Bill Haas,2,840,2
2012,15,0,12782,Tim Herron,2,966,1
2012,15,0,30925,Dustin Johnson,2,732,2
2012,15,0,30944,Jason Kokrak,2,818,0
2012,15,0,22961,David Mathis,2,880,2
2012,15,0,27933,John Merrick,2,864,1
2012,15,0,23800,Bryce Molder,2,845,1
2012,15,0,26596,Ryan Moore,2,952,1
2012,15,0,29289,S.Y. Noh,2,1096,1
2012,15,0,24140,Sean O'Hair,2,920,2
2012,15,0,26329,Louis Oosthuizen,2,688,2
2012,15,0,10213,Dicky Pride,2,630,1
2012,15,0,29476,Kyle Reifers,2,918,2
2012,15,0,6527,Steve Stricker,2,764,1
2012,15,0,23623,Bo Van Pelt,2,896,2
2012,15,0,31323,Gary Woodland,2,744,0
2012,41,0,29910,Blake Adams,1,1160,0
2012,41,0,12652,Cameron Beckman,1,836,1
2012,41,0,23542,Tommy Biershenk,1,774,1
2012,41,0,1116,Michael Bradley,1,679,1
2012,41,0,20848,Ángel Cabrera,1,584,0
2012,41,0,32200,Roberto Castro,1,984,1
2012,41,0,20850,Daniel Chopra,1,588,1
2012,41,0,23204,Gary Christian,1,952,1
2012,41,0,20623,Gavin Coles,1,768,1
2012,41,0,24494,Erik Compton,1,836,0
2012,41,0,23541,Ben Crane,1,768,1
2012,41,0,21753,Brian Davis,1,976,0
2012,41,0,6034,Marco Dawson,1,616,1
2012,41,0,6251,Chris DiMarco,1,872,0
2012,41,0,25686,Jason Dufner,1,888,0
2012,41,0,20104,Ken Duke,1,1130,1
2012,41,0,34099,Harris English,1,1062,1
2012,41,0,1320,Bob Estes,1,856,1
2012,41,0,32102,Rickie Fowler,1,896,0
2012,41,0,21805,Harrison Frazar,1,594,0
2012,41,0,10809,Jim Furyk,1,914,1
2012,41,0,30750,Tommy Gainey,1,1069,1
2012,41,0,21209,Sergio Garcia,1,608,1
2012,41,0,24358,Robert Garrigus,1,953,1
2012,41,0,32698,Bobby Gates,1,920,1
2012,41,0,8725,Tom Gillis,1,797,0
2012,41,0,24604,Hunter Haas,1,710,1
2012,41,0,29420,Billy Horschel,1,654,0
2012,41,0,21961,Charles Howell III,1,1072,0
2012,41,0,34174,John Huh,1,1080,1
2012,41,0,21731,Freddie Jacobson,1,662,1
2012,41,0,6573,Brandt Jobe,1,612,1
2012,41,0,24024,Zach Johnson,1,1020,1
2012,41,0,27974,Sung Kang,1,788,0
2012,41,0,19970,Robert Karlsson,1,566,0
2012,41,0,31558,J.J. Killeen,1,1052,1
2012,41,0,29478,Kevin Kisner,1,706,0
2012,41,0,29926,Danny Lee,1,758,1
2012,41,0,26851,Marc Leishman,1,906,1
2012,41,0,10860,Justin Leonard,1,811,1
2012,41,0,27466,Spencer Levin,1,853,1
2012,41,0,24940,Edward Loar,1,630,1
2012,41,0,1724,Jeff Maggert,1,910,0
2012,41,0,27060,John Mallinger,1,758,1
2012,41,0,27120,Troy Matteson,1,1062,1
2012,41,0,25572,Graeme McDowell,1,582,1
2012,41,0,1797,Rocco Mediate,1,735,0
2012,41,0,1810,Phil Mickelson,1,842,1
2012,41,0,27302,Garth Mulroy,1,630,0
2012,41,0,25396,Kevin Na,1,848,1
2012,41,0,22348,Nick O'Hern,1,800,1
2012,41,0,28475,Jeff Overton,1,1095,0
2012,41,0,20691,Greg Owen,1,988,0
2012,41,0,26476,Chez Reavie,1,888,0
2012,41,0,25562,Andres Romero,1,688,1
2012,41,0,22405,Justin Rose,1,722,1
2012,41,0,23621,Rory Sabbatini,1,917,1
2012,41,0,20645,John Senden,1,836,0
2012,41,0,29221,Webb Simpson,1,822,1
2012,41,0,30692,Scott Stallings,1,846,1
2012,41,0,29518,Brendan Steele,1,780,1
2012,41,0,21528,Henrik Stenson,1,546,1
2012,41,0,27963,Chris Stroud,1,935,1
2012,41,0,25834,Daniel Summerhays,1,878,0
2012,41,0,30927,Brendon Todd,1,804,1
2012,41,0,2206,David Toms,1,618,1
2012,41,0,23788,D.J. Trahan,1,754,0
2012,41,0,33419,Cameron Tringale,1,932,1
2012,41,0,26951,Johnson Wagner,1,950,1
2012,41,0,27095,Nick Watney,1,1012,0
2012,41,0,25804,Bubba Watson,1,714,1
2012,41,0,26289,Boo Weekley,1,760,1
2012,41,0,20160,Charlie Wi,1,922,1
1988,1,0,2190,Doug Tewell,18,710,0
1988,2,0,1150,George Burns,15,557,0
1988,2,0,1984,Sam Randolph,15,772,0
1988,4,0,1151,Clark Burroughs,12,907,0
1988,5,0,1468,Gary Hallberg,10,602,0
1988,5,0,1858,Tommy Nakajima,10,440,0
1988,7,0,1310,Dave Eichelberger,9,978,0
1988,7,0,1851,Bob Murphy,9,782,0
1988,9,0,1971,Dillard Pruitt,8,886,0
1988,9,0,2311,Kim Young,8,746,0
1988,9,0,2313,Bruce Zabriski,8,840,0
1988,12,0,1093,Ronnie Black,7,810,0
1988,12,0,1361,Dan Forsman,7,1266,0
1988,12,0,1715,Mark Lye,7,901,0
1988,12,0,1935,Calvin Peete,7,763,0
1988,12,0,1943,Chris Perry,7,1056,0
1988,17,0,1197,Bobby Clampett,6,920,0
1988,17,0,1214,Frank Conner,6,644,0
1988,17,0,1527,Scott Hoch,6,1026,0
1988,17,0,1682,Wayne Levi,6,830,0
1988,17,0,1892,Aki Ohmachi,6,920,0
1988,17,0,2159,Curtis Strange,6,760,0
1988,23,0,2148,Ray Stewart,5,974,0
1988,23,0,2180,Harry Taylor,5,554,0
1988,23,0,2195,Leonard Thompson,5,1060,0
1988,26,0,1435,Wayne Grady,4,660,0
1988,26,0,1938,David Peoples,4,1049,0
1988,26,0,2255,Denis Watson,4,698,0
1988,29,0,1132,Mark Brooks,3,1028,0
1988,29,0,2229,Brett Upper,3,822,0
1988,31,0,1024,Billy Andrade,2,1038,0
1988,31,0,1035,Tommy Armour III,2,952,0
1988,31,0,1042,Paul Azinger,2,848,0
1988,31,0,1157,Tom Byrum,2,1134,0
1988,31,0,1161,Mark Calcavecchia,2,1097,0
1988,31,0,1444,Ken Green,2,939,0
1988,31,0,1457,Jay Haas,2,938,0
1988,31,0,1599,Steve Jones,2,836,0
1988,31,0,1797,Rocco Mediate,2,1100,0
1988,31,0,1926,Steve Pate,2,966,0
1988,31,0,1986,Joey Rassett,2,738,0
1988,31,0,2241,Bobby Wadkins,2,1074,0
1988,31,0,2294,Willie Wood,2,822,0
1988,31,0,2303,Robert Wrenn,2,948,0
1988,45,0,1033,George Archer,1,958,0
1988,45,0,1077,Mike Bender,1,846,0
1988,45,0,1094,Mike Blackburn,1,852,0
1988,45,0,1096,Phil Blackmar,1,761,0
1988,45,0,1098,Jay Don Blake,1,1046,0
1988,45,0,1127,Danny Briggs,1,640,0
1988,45,0,1129,Bill Britton,1,920,0
1988,45,0,1133,Billy Ray Brown,1,1056,0
1988,45,0,1154,Bill Buttner,1,910,0
1988,45,0,1156,Curt Byrum,1,1000,0
1988,45,0,1168,David Canipe,1,889,0
1988,45,0,1185,Brandel Chamblee,1,794,0
1988,45,0,1226,Fred Couples,1,932,0
1988,45,0,1261,Jay Delsing,1,838,0
1988,45,0,1288,Ed Dougherty,1,928,0
1988,45,0,1313,Steve Elkington,1,919,0
1988,45,0,1331,Rick Fehr,1,800,0
1988,45,0,6284,Jim Hallet,1,1078,0
1988,45,0,1476,Mike Hammond,1,760,0
1988,45,0,1569,Peter Jacobsen,1,794,0
1988,45,0,1571,Barry Jaeckel,1,808,0
1988,45,0,1639,Kenny Knox,1,1070,0
1988,45,0,1641,Gary Koch,1,728,0
1988,45,0,1701,Bob Lohr,1,1128,0
1988,45,0,1706,Davis Love III,1,834,0
1988,45,0,1723,Andrew Magee,1,900,0
1988,45,0,1736,Roger Maltbie,1,818,0
1988,45,0,1737,Mark Maness,1,612,0
1988,45,0,1755,Dick Mast,1,902,0
1988,45,0,1846,Jodie Mudd,1,989,0
1988,45,0,1861,Jim Nelford,1,732,0
1988,45,0,1877,Tim Norris,1,846,0
1988,45,0,1887,Mark O'Meara,1,768,0
1988,45,0,1928,Corey Pavin,1,780,0
1988,45,0,1970,Bob Proben,1,814,0
1988,45,0,1975,Tom Purtzer,1,796,0
1988,45,0,2041,Bill Sander,1,886,0
1988,45,0,2049,Gene Sauers,1,1056,0
1988,45,0,2090,Tom Sieckmann,1,802,0
1988,45,0,2100,Tim Simpson,1,954,0
1988,45,0,2104,Jeff Sluman,1,1120,0
1988,45,0,2118,J.C. Snead,1,834,0
1988,45,0,2133,Craig Stadler,1,638,0
1988,45,0,2146,Payne Stewart,1,916,0
1988,45,0,2170,Hal Sutton,1,774,0
1988,45,0,2215,Paul Trittler,1,684,0
1988,45,0,2225,Howard Twitty,1,1100,0
1988,45,0,2242,Lanny Wadkins,1,862,0
1988,45,0,2244,Fred Wadsworth,1,757,0
1988,45,0,2279,Mark Wiebe,1,1112,0
1987,1,0,1884,Mac O'Grady,3,782,0
1987,1,0,2090,Tom Sieckmann,3,896,0
1987,1,0,2321,Fuzzy Zoeller,3,718,0
1987,4,0,1096,Phil Blackmar,2,1005,0
1987,4,0,1129,Bill Britton,2,815,0
1987,4,0,1214,Frank Conner,2,520,0
1987,4,0,1284,Mike Donald,2,1130,0
1987,4,0,1303,Bob Eastwood,2,878,0
1987,4,0,1446,Brad Greer,2,756,0
1987,4,0,1469,Dan Halldorson,2,875,0
1987,4,0,1495,Morris Hatalsky,2,814,0
1987,4,0,1501,Vance Heafner,2,820,0
1987,4,0,1526,David Hobby,2,630,0
1987,4,0,1755,Dick Mast,2,992,0
1987,4,0,1783,Mark McCumber,2,964,0
1987,4,0,1926,Steve Pate,2,1119,0
1987,4,0,2159,Curtis Strange,2,891,0
1987,18,0,1006,John Adams,1,988,0
1987,18,0,1042,Paul Azinger,1,881,0
1987,18,0,1060,Dave Barr,1,882,0
1987,18,0,1150,George Burns,1,968,0
1987,18,0,1156,Curt Byrum,1,1140,0
1987,18,0,1200,Keith Clearwater,1,1109,0
1987,18,0,1201,Lennie Clements,1,767,0
1987,18,0,1226,Fred Couples,1,825,0
1987,18,0,1261,Jay Delsing,1,952,0
1987,18,0,1288,Ed Dougherty,1,816,0
1987,18,0,1323,Brad Fabel,1,767,0
1987,18,0,1331,Rick Fehr,1,578,0
1987,18,0,1361,Dan Forsman,1,1222,0
1987,18,0,1378,David Frost,1,947,0
1987,18,0,1390,Buddy Gardner,1,1083,0
1987,18,0,1522,Lon Hinkle,1,712,0
1987,18,0,1527,Scott Hoch,1,901,0
1987,18,0,1534,John Horne,1,618,0
1987,18,0,1549,Mike Hulbert,1,1078,0
1987,18,0,1557,John Inman,1,956,0
1987,18,0,1569,Peter Jacobsen,1,827,0
1987,18,0,1682,Wayne Levi,1,858,0
1987,18,0,1723,Andrew Magee,1,926,0
1987,18,0,1725,John Mahaffey,1,992,0
1987,18,0,1736,Roger Maltbie,1,849,0
1987,18,0,1771,Blaine McCallister,1,1053,0
1987,18,0,1777,John McComish,1,731,0
1987,18,0,1790,Pat McGowan,1,940,0
1987,18,0,1797,Rocco Mediate,1,954,0
1987,18,0,1878,Andy North,1,606,0
1987,18,0,1968,Nick Price,1,769,0
1987,18,0,1975,Tom Purtzer,1,900,0
1987,18,0,2023,Clarence Rose,1,1165,0
1987,18,0,2101,Joey Sindelar,1,1094,0
1987,18,0,2111,Mike Smith,1,733,0
1987,18,0,2126,Bruce Soulsby,1,855,0
1987,18,0,2146,Payne Stewart,1,898,0
1987,18,0,2148,Ray Stewart,1,849,0
1987,18,0,2160,Ron Streck,1,972,0
1987,18,0,2167,Mike Sullivan,1,848,0
1987,18,0,2225,Howard Twitty,1,978,0
1987,18,0,2239,Scott Verplank,1,841,0
1987,18,0,2242,Lanny Wadkins,1,740,0
1987,18,0,2279,Mark Wiebe,1,1161,0
1987,18,0,2322,Richard Zokol,1,616,0
1989,1,0,2190,Doug Tewell,12,804,0
1989,2,0,1457,Jay Haas,11,924,0
1989,3,1,1837,Gil Morgan,10,858,0
1989,4,1,1444,Ken Green,9,816,0
1989,4,1,1984,Sam Randolph,9,588,0
1989,6,2,1489,Steve Hart,8,730,0
1989,6,2,2146,Payne Stewart,8,817,0
1989,8,4,2201,Jim Thorpe,7,768,0
1989,8,4,2292,Bob Wolcott,7,620,0
1989,10,4,1035,Tommy Armour III,6,1044,0
1989,10,4,1553,John Huston,6,865,0
1989,10,4,1701,Bob Lohr,6,990,0
1989,10,4,1725,John Mahaffey,6,1048,0
1989,10,4,2094,Tony Sills,6,860,0
1989,10,4,2100,Tim Simpson,6,1066,0
1989,10,4,2159,Curtis Strange,6,762,0
1989,10,4,2321,Fuzzy Zoeller,6,658,0
1989,10,4,2322,Richard Zokol,6,734,0
1989,19,4,1030,Isao Aoki,5,564,0
1989,19,4,1323,Brad Fabel,5,814,0
1989,19,4,1773,Ronnie McCann,5,564,0
1989,19,4,1925,Jerry Pate,5,507,0
1989,19,4,1935,Calvin Peete,5,530,0
1989,19,4,2196,Robert Thompson,5,705,0
1989,19,4,2225,Howard Twitty,5,866,0
1989,26,5,1049,Ian Baker-Finch,4,615,0
1989,26,5,1098,Jay Don Blake,4,868,0
1989,26,5,1133,Billy Ray Brown,4,922,0
1989,26,5,1162,Rex Caldwell,4,716,0
1989,26,5,1771,Blaine McCallister,4,993,0
1989,26,5,1884,Mac O'Grady,4,514,0
1989,32,6,1132,Mark Brooks,3,863,0
1989,32,6,1468,Gary Hallberg,3,910,0
1989,32,6,1527,Scott Hoch,3,974,0
1989,32,6,1599,Steve Jones,3,931,0
1989,32,6,1717,Sandy Lyle,3,558,0
1989,32,6,2049,Gene Sauers,3,818,0
1989,38,6,1129,Bill Britton,2,1088,0
1989,38,6,1175,Jim Carter,2,1050,0
1989,38,6,1226,Fred Couples,2,844,0
1989,38,6,1248,Rick Dalpos,2,676,0
1989,38,6,1313,Steve Elkington,2,1014,0
1989,38,6,1435,Wayne Grady,2,822,0
1989,38,6,6284,Jim Hallet,2,1084,0
1989,38,6,1569,Peter Jacobsen,2,870,0
1989,38,6,1783,Mark McCumber,2,680,0
1989,38,6,1968,Nick Price,2,944,0
1989,38,6,2041,Bill Sander,2,935,0
1989,38,6,2095,Larry Silveira,2,736,0
1989,38,6,2133,Craig Stadler,2,742,0
1989,38,6,2256,Tom Watson,2,626,0
1989,52,9,1024,Billy Andrade,1,922,0
1989,52,9,1033,George Archer,1,648,0
1989,52,9,1042,Paul Azinger,1,902,0
1989,52,9,1086,Roy Biancalana,1,602,0
1989,52,9,1093,Ronnie Black,1,880,0
1989,52,9,1096,Phil Blackmar,1,850,0
1989,52,9,1112,Charlie Bowles,1,582,0
1989,52,9,1168,David Canipe,1,896,0
1989,52,9,1203,Russ Cochran,1,876,0
1989,52,9,1235,Ben Crenshaw,1,784,0
1989,52,9,1261,Jay Delsing,1,600,0
1989,52,9,1282,Trevor Dodds,1,570,0
1989,52,9,1320,Bob Estes,1,706,0
1989,52,9,1326,Nick Faldo,1,658,0
1989,52,9,1331,Rick Fehr,1,708,0
1989,52,9,1346,Ed Fiori,1,1002,0
1989,52,9,1361,Dan Forsman,1,875,0
1989,52,9,1385,Jim Gallagher Jr.,1,1142,0
1989,52,9,1414,Bob Gilder,1,852,0
1989,52,9,1418,Bill Glasson,1,796,0
1989,52,9,1469,Dan Halldorson,1,864,0
1989,52,9,1487,Jeff Hart,1,588,0
1989,52,9,1499,Mark Hayes,1,802,0
1989,52,9,1549,Mike Hulbert,1,1148,0
1989,52,9,1550,Ed Humenik,1,776,0
1989,52,9,1557,John Inman,1,823,0
1989,52,9,1571,Barry Jaeckel,1,618,0
1989,52,9,1633,Tom Kite,1,868,0
1989,52,9,1639,Kenny Knox,1,1110,0
1989,52,9,1641,Gary Koch,1,640,0
1989,52,9,1662,Greg Ladehoff,1,747,0
1989,52,9,1682,Wayne Levi,1,806,0
1989,52,9,1685,J.L. Lewis,1,492,0
1989,52,9,1723,Andrew Magee,1,1048,0
1989,52,9,1766,Billy Mayfair,1,1026,0
1989,52,9,1777,John McComish,1,808,0
1989,52,9,1790,Pat McGowan,1,920,0
1989,52,9,1797,Rocco Mediate,1,986,0
1989,52,9,1876,Greg Norman,1,606,0
1989,52,9,1877,Tim Norris,1,858,0
1989,52,9,1943,Chris Perry,1,1100,0
1989,52,9,1975,Tom Purtzer,1,770,0
1989,52,9,2007,Larry Rinker,1,830,0
1989,52,9,2033,Dave Rummells,1,897,0
1989,52,9,2087,Don Shirey Jr.,1,780,0
1989,52,9,2090,Tom Sieckmann,1,820,0
1989,52,9,2099,Scott Simpson,1,728,0
1989,52,9,2101,Joey Sindelar,1,940,0
1989,52,9,2104,Jeff Sluman,1,754,0
1989,52,9,2167,Mike Sullivan,1,807,0
1989,52,9,2195,Leonard Thompson,1,955,0
1989,52,9,2246,Duffy Waldorf,1,808,0
1989,52,9,2261,Doug Weaver,1,684,0
1993,1,0,1098,Jay Don Blake,19,817,0
1993,2,0,1219,John Cook,13,890,0
1993,2,0,1444,Ken Green,13,600,0
1993,2,0,2255,Denis Watson,13,648,0
1993,5,0,1203,Russ Cochran,12,994,0
1993,6,0,1846,Jodie Mudd,11,615,0
1993,6,0,2135,Mike Standly,11,982,0
1993,8,0,1143,Brad Bryant,9,1047,0
1993,9,0,1218,Jeff Cook,8,879,0
1993,9,0,2099,Scott Simpson,8,825,0
1993,9,0,2101,Joey Sindelar,8,748,0
1993,12,0,1096,Phil Blackmar,6,929,0
1993,12,0,6575,Dudley Hart,6,960,0
1993,12,0,1945,Kenny Perry,6,964,0
1993,12,0,2049,Gene Sauers,6,991,0
1993,12,0,2159,Curtis Strange,6,828,0
1993,12,0,2322,Richard Zokol,6,772,0
1993,18,0,1185,Brandel Chamblee,5,876,0
1993,18,0,1249,John Daly,5,746,0
1993,18,0,2298,Jim Woodward,5,517,0
1993,21,0,6247,David Delong,4,550,0
1993,21,0,1930,Eddie Pearce,4,646,0
1993,21,0,8759,Tad Rhyan,4,829,0
1993,24,0,1161,Mark Calcavecchia,3,1012,0
1993,24,0,7569,Mark Carnevale,3,964,0
1993,24,0,1682,Wayne Levi,3,788,0
1993,24,0,1783,Mark McCumber,3,815,0
1993,24,0,2321,Fuzzy Zoeller,3,736,0
1993,29,0,1014,Fulton Allem,2,959,0
1993,29,0,1060,Dave Barr,2,989,0
1993,29,0,1200,Keith Clearwater,2,1078,0
1993,29,0,6034,Marco Dawson,2,1085,0
1993,29,0,1261,Jay Delsing,2,1040,0
1993,29,0,1329,Brad Faxon,2,890,0
1993,29,0,1374,Robin Freeman,2,883,0
1993,29,0,1408,Kelly Gibson,2,1059,0
1993,29,0,1457,Jay Haas,2,1177,0
1993,29,0,1469,Dan Halldorson,2,829,0
1993,29,0,6617,Brian Henninger,2,931,0
1993,29,0,1549,Mike Hulbert,2,1059,0
1993,29,0,1553,John Huston,2,1170,0
1993,29,0,1557,John Inman,2,1005,0
1993,29,0,1577,Lee Janzen,2,987,0
1993,29,0,1648,Billy Kratzert,2,548,0
1993,29,0,1659,Massy Kuramoto,2,660,0
1993,29,0,6332,Neal Lancaster,2,1035,0
1993,29,0,1864,Larry Nelson,2,586,0
1993,29,0,1890,Brett Ogle,2,582,0
1993,29,0,1938,David Peoples,2,856,0
1993,29,0,1975,Tom Purtzer,2,579,0
1993,29,0,2104,Jeff Sluman,2,1019,0
1993,29,0,2131,Mike Springer,2,844,0
1993,29,0,2214,Kirk Triplett,2,950,0
1993,29,0,2242,Lanny Wadkins,2,734,0
1993,55,0,6197,Michael Allen,1,881,0
1993,55,0,6006,JC Anderson,1,794,0
1993,55,0,1072,Chip Beck,1,923,0
1993,55,0,1093,Ronnie Black,1,903,0
1993,55,0,1157,Tom Byrum,1,786,0
1993,55,0,1201,Lennie Clements,1,837,0
1993,55,0,1235,Ben Crenshaw,1,749,0
1993,55,0,1282,Trevor Dodds,1,861,0
1993,55,0,6599,John Elliott,1,806,0
1993,55,0,1346,Ed Fiori,1,994,0
1993,55,0,6058,John Flannery,1,1064,0
1993,55,0,6566,Jaime Gomez,1,883,0
1993,55,0,1533,P.H. Horgan III,1,910,0
1993,55,0,5319,Gene Jones,1,597,0
1993,55,0,1619,Skip Kendall,1,996,0
1993,55,0,6012,Greg Kraft,1,760,0
1993,55,0,6128,Steve Lamontagne,1,1015,0
1993,55,0,1701,Bob Lohr,1,878,0
