YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,TOTAL PAR 4 HOLES,TOTAL HOLE OUTS
2013,31,0,28310,Lee Williams,1,641,1
2013,31,0,21878,Mark Wilson,1,567,1
2014,1,0,6522,Ernie Els,4,850,3
2014,2,0,27895,Jonas Blixt,3,658,1
2014,2,0,20229,Stewart Cink,3,975,3
2014,2,0,25720,Chad Collins,3,800,3
2014,2,0,21209,Sergio Garcia,3,636,2
2014,2,0,24358,Robert Garrigus,3,859,3
2014,2,0,27644,Brian Harman,3,1219,2
2014,2,0,21961,Charles Howell III,3,1152,2
2014,2,0,26300,Matt Jones,3,888,3
2014,2,0,24912,Will MacKenzie,3,879,3
2014,2,0,23320,Ryan Palmer,3,930,2
2014,2,0,34360,Patrick Reed,3,989,2
2014,2,0,25834,Daniel Summerhays,3,1051,3
2014,2,0,20396,Lee Westwood,3,598,1
2014,15,0,32334,Charlie Beljan,2,783,2
2014,15,0,25274,Steven Bowditch,2,1014,1
2014,15,0,33141,Keegan Bradley,2,946,1
2014,15,0,23135,Tim Clark,2,841,2
2014,15,0,24494,Erik Compton,2,950,2
2014,15,0,23541,Ben Crane,2,887,1
2014,15,0,34099,Harris English,2,1010,2
2014,15,0,25191,Gonzalo Fernandez-Castaño,2,900,1
2014,15,0,19846,Brian Gay,2,858,1
2014,15,0,34098,Russell Henley,2,1007,1
2014,15,0,12716,Charley Hoffman,2,989,1
2014,15,0,33461,Morgan Hoffmann,2,1084,2
2014,15,0,30926,Chris Kirk,2,1139,0
2014,15,0,29478,Kevin Kisner,2,923,1
2014,15,0,30944,Jason Kokrak,2,693,2
2014,15,0,34409,David Lingmerth,2,820,1
2014,15,0,33413,Ben Martin,2,855,2
2014,15,0,25572,Graeme McDowell,2,679,1
2014,15,0,32640,Troy Merritt,2,689,1
2014,15,0,24140,Sean O'Hair,2,837,0
2014,15,0,28475,Jeff Overton,2,832,2
2014,15,0,24361,Pat Perez,2,894,1
2014,15,0,22405,Justin Rose,2,724,0
2014,15,0,20645,John Senden,2,1081,2
2014,15,0,6567,Vijay Singh,2,911,0
2014,15,0,26679,Kevin Stadler,2,963,1
2014,15,0,30110,Kyle Stanley,2,903,2
2014,15,0,29518,Brendan Steele,2,907,1
2014,15,0,27214,Kevin Streelman,2,836,1
2014,15,0,31560,Brian Stuard,2,949,1
2014,15,0,29425,Andrew Svoboda,2,841,2
2014,15,0,33419,Cameron Tringale,2,1194,2
2014,15,0,26951,Johnson Wagner,2,714,2
2014,15,0,20160,Charlie Wi,2,765,2
2014,49,0,10885,Robert Allenby,1,890,1
2014,49,0,20098,Stuart Appleby,1,980,1
2014,49,0,24507,Jason Bohn,1,877,1
2014,49,0,24925,Jonathan Byrd,1,780,1
2014,49,0,20848,Ángel Cabrera,1,761,1
2014,49,0,12510,Chad Campbell,1,587,1
2014,49,0,25364,Paul Casey,1,612,1
2014,49,0,32200,Roberto Castro,1,791,1
2014,49,0,34021,Bud Cauley,1,613,0
2014,49,0,20593,Greg Chalmers,1,879,0
2014,49,0,32366,Kevin Chappell,1,1029,1
2014,49,0,22621,Ben Curtis,1,792,1
2014,49,0,23638,Brendon de Jonge,1,1189,1
2014,49,0,23409,James Driscoll,1,765,0
2014,49,0,25686,Jason Dufner,1,582,0
2014,49,0,28500,Martin Flores,1,908,1
2014,49,0,32102,Rickie Fowler,1,914,0
2014,49,0,29740,Brad Fritsch,1,525,1
2014,49,0,10809,Jim Furyk,1,863,1
2014,49,0,29535,Brice Garnett,1,967,1
2014,49,0,35539,Luke Guthrie,1,928,1
2014,49,0,24924,Bill Haas,1,1127,0
2014,49,0,26758,David Hearn,1,1044,1
2014,49,0,31557,Jim Herman,1,626,1
2014,49,0,25444,Justin Hicks,1,1069,1
2014,49,0,27141,J.B. Holmes,1,921,0
2014,49,0,30852,Ryo Ishikawa,1,796,1
2014,49,0,21731,Freddie Jacobson,1,982,1
2014,49,0,30925,Dustin Johnson,1,621,0
2014,49,0,24024,Zach Johnson,1,1060,1
2014,49,0,27408,Martin Kaymer,1,700,1
2014,49,0,33122,Russell Knox,1,999,0
2014,49,0,23108,Matt Kuchar,1,970,0
2014,49,0,34261,Scott Langley,1,1011,1
2014,49,0,28092,D.H. Lee,1,539,1
2014,49,0,29926,Danny Lee,1,875,1
2014,49,0,26851,Marc Leishman,1,872,1
2014,49,0,10860,Justin Leonard,1,815,1
2014,49,0,24781,Hunter Mahan,1,919,1
2014,49,0,32839,Hideki Matsuyama,1,872,1
2014,49,0,31202,William McGirt,1,1057,1
2014,49,0,28237,Rory McIlroy,1,692,1
2014,49,0,26596,Ryan Moore,1,908,1
2014,49,0,25396,Kevin Na,1,1017,1
2014,49,0,22046,Geoff Ogilvy,1,868,1
2014,49,0,22913,John Rollins,1,874,1
2014,49,0,25562,Andres Romero,1,844,0
2014,49,0,23621,Rory Sabbatini,1,833,1
2014,49,0,27649,Brandt Snedeker,1,937,0
2014,49,0,34046,Jordan Spieth,1,1057,1
2014,49,0,30692,Scott Stallings,1,814,0
2014,49,0,33418,Shawn Stefani,1,660,1
2014,49,0,21528,Henrik Stenson,1,580,1
2014,49,0,32333,Kevin Tway,1,659,0
2014,49,0,25632,Jimmy Walker,1,1045,0
2014,49,0,10423,Mike Weir,1,703,1
2014,49,0,31323,Gary Woodland,1,984,1
2022,1,0,27129,Luke List,6,862,4
2022,2,0,45157,Cam Davis,4,896,1
2022,2,0,36801,Mark Hubbard,4,731,1
2022,2,0,48117,Kurt Kitayama,4,755,2
2022,2,0,48081,Xander Schauffele,4,788,3
2022,2,0,57366,Cameron Young,4,908,2
2022,7,0,55708,Hayden Buckley,3,971,2
2022,7,0,28089,Jason Day,3,599,3
2022,7,0,35310,Lanto Griffin,3,815,3
2022,7,0,34563,Chesson Hadley,3,845,3
2022,7,0,27644,Brian Harman,3,1015,3
2022,7,0,39977,Max Homa,3,894,3
2022,7,0,36799,Stephan Jaeger,3,909,1
2022,7,0,26300,Matt Jones,3,649,3
2022,7,0,32791,K.H. Lee,3,1086,2
2022,7,0,26851,Marc Leishman,3,784,1
2022,7,0,34466,Peter Malnati,3,1093,2
2022,7,0,51997,Andrew Novak,3,801,3
2022,7,0,24361,Pat Perez,3,632,2
2022,7,0,25818,Scott Piercy,3,817,3
2022,7,0,32333,Kevin Tway,3,829,2
2022,22,0,20229,Stewart Cink,2,849,1
2022,22,0,51766,Wyndham Clark,2,1027,0
2022,22,0,30911,Tommy Fleetwood,2,608,2
2022,22,0,32102,Rickie Fowler,2,776,1
2022,22,0,29970,Dylan Frittelli,2,1007,0
2022,22,0,29535,Brice Garnett,2,795,1
2022,22,0,32662,Michael Gligic,2,753,1
2022,22,0,46550,Brandon Hagy,2,806,2
2022,22,0,32448,James Hahn,2,760,2
2022,22,0,47988,Nick Hardy,2,633,0
2022,22,0,35461,Beau Hossler,2,763,2
2022,22,0,46717,Viktor Hovland,2,770,1
2022,22,0,21961,Charles Howell III,2,578,1
2022,22,0,39971,Sungjae Im,2,964,2
2022,22,0,27974,Sung Kang,2,835,1
2022,22,0,30944,Jason Kokrak,2,668,1
2022,22,0,31420,Anirban Lahiri,2,772,2
2022,22,0,27936,Martin Laird,2,712,1
2022,22,0,40162,Justin Lower,2,763,1
2022,22,0,33204,Shane Lowry,2,638,0
2022,22,0,47993,Denny McCarthy,2,1089,2
2022,22,0,32640,Troy Merritt,2,975,2
2022,22,0,39546,Keith Mitchell,2,939,1
2022,22,0,46601,Trey Mullinax,2,875,1
2022,22,0,45486,Joaquin Niemann,2,878,1
2022,22,0,33667,Carlos Ortiz,2,634,0
2022,22,0,40250,Taylor Pendrith,2,759,2
2022,22,0,22056,Cameron Percy,2,461,2
2022,22,0,47983,Chad Ramey,2,781,1
2022,22,0,36699,Patrick Rodgers,2,901,2
2022,22,0,22405,Justin Rose,2,581,2
2022,22,0,51890,Greyson Sigg,2,949,0
2022,22,0,27139,David Skinns,2,695,2
2022,22,0,46340,Alex Smalley,2,987,1
2022,22,0,35891,Cameron Smith,2,684,2
2022,22,0,39324,J.J. Spaun,2,1005,2
2022,22,0,30692,Scott Stallings,2,1027,1
2022,22,0,29518,Brendan Steele,2,788,1
2022,22,0,31560,Brian Stuard,2,943,2
2022,22,0,40115,Adam Svensson,2,1067,2
2022,22,0,48699,Callum Tarren,2,738,2
2022,22,0,25493,Nick Taylor,2,931,2
2022,22,0,51634,Sahith Theegala,2,1207,1
2022,22,0,27064,Jhonattan Vegas,2,806,2
2022,22,0,27770,Camilo Villegas,2,733,2
2022,22,0,52374,Brandon Wu,2,783,2
2022,22,0,47483,Will Zalatoris,2,822,2
2022,69,0,19803,Ryan Armour,1,535,1
2022,69,0,37212,Paul Barjon,1,747,0
2022,69,0,34255,Joseph Bramlett,1,859,1
2022,69,0,48084,Wesley Bryan,1,510,1
2022,69,0,24925,Jonathan Byrd,1,601,1
2022,69,0,39997,Corey Conners,1,958,1
2022,69,0,34076,Joel Dahmen,1,927,0
2022,69,0,23983,Luke Donald,1,721,1
2022,69,0,45609,Tyler Duncan,1,866,0
2022,69,0,29725,Tony Finau,1,946,0
2022,69,0,25900,Lucas Glover,1,1015,1
2022,69,0,29974,Branden Grace,1,550,1
2022,69,0,24924,Bill Haas,1,951,1
2022,69,0,54421,Garrick Higgo,1,642,0
2022,69,0,33597,Harry Higgs,1,856,1
2022,69,0,33490,Bo Hoag,1,521,1
2022,69,0,29420,Billy Horschel,1,788,1
2022,69,0,35506,Mackenzie Hughes,1,887,1
2022,69,0,37455,Si Woo Kim,1,1064,1
2022,69,0,30926,Chris Kirk,1,905,0
2022,69,0,29478,Kevin Kisner,1,727,1
2022,69,0,32757,Patton Kizzire,1,964,1
2022,69,0,36689,Brooks Koepka,1,504,1
2022,69,0,36884,Ben Kohles,1,667,0
2022,69,0,35879,Kelly Kraft,1,729,1
2022,69,0,28775,Nate Lashley,1,793,1
2022,69,0,49766,Hank Lebioda,1,846,1
2022,69,0,29926,Danny Lee,1,552,1
2022,69,0,36326,David Lipsky,1,927,0
2022,69,0,35449,Adam Long,1,934,0
2022,69,0,28237,Rory McIlroy,1,668,0
2022,69,0,49947,Taylor Moore,1,897,1
2022,69,0,50525,Collin Morikawa,1,660,1
2022,69,0,48822,Sebastián Muñoz,1,898,1
2022,69,0,36871,Matthew NeSmith,1,993,1
2022,69,0,29289,S.Y. Noh,1,642,1
2022,69,0,47529,Mito Pereira,1,963,1
2022,69,0,49771,J.T. Poston,1,972,1
2022,69,0,24138,Ian Poulter,1,484,0
2022,69,0,46970,Jon Rahm,1,760,0
2022,69,0,46414,Aaron Rai,1,961,0
2022,69,0,34360,Patrick Reed,1,760,1
2022,69,0,47856,Seth Reeves,1,699,1
2022,69,0,37275,Sam Ryder,1,944,1
2022,69,0,34610,Matthias Schwab,1,755,1
2022,69,0,29221,Webb Simpson,1,654,1
2022,69,0,34046,Jordan Spieth,1,815,1
2022,69,0,34431,Robert Streb,1,884,1
2022,69,0,34264,Hudson Swafford,1,674,1
2022,69,0,10381,Curtis Thompson,1,669,1
2022,69,0,32150,Michael Thompson,1,899,1
2022,69,0,30927,Brendon Todd,1,889,1
2022,69,0,35617,Martin Trainer,1,827,1
2022,69,0,51894,Vince Whaley,1,897,1
2022,69,0,32139,Danny Willett,1,668,0
2022,69,0,49964,Aaron Wise,1,940,0
2022,69,0,31323,Gary Woodland,1,734,0
2024,1,0,38991,Alejandro Tosti,6,766,4
2024,2,0,25900,Lucas Glover,5,998,2
2024,2,0,33204,Shane Lowry,5,794,4
2024,2,0,28252,Seamus Power,5,1036,4
2024,5,0,56149,Wilson Furr,4,613,2
2024,5,0,57366,Cameron Young,4,874,3
2024,7,0,45609,Tyler Duncan,3,790,0
2024,7,0,35506,Mackenzie Hughes,3,1020,2
2024,7,0,39975,Michael Kim,3,900,3
2024,7,0,47993,Denny McCarthy,3,954,3
2024,7,0,39546,Keith Mitchell,3,902,2
2024,7,0,46340,Alex Smalley,3,820,3
2024,7,0,48887,Matt Wallace,3,722,1
2024,7,0,31323,Gary Woodland,3,864,3
2024,15,0,40026,Daniel Berger,2,862,1
2024,15,0,45522,Christiaan Bezuidenhout,2,862,2
2024,15,0,35450,Patrick Cantlay,2,742,0
2024,15,0,34021,Bud Cauley,2,574,1
2024,15,0,39997,Corey Conners,2,942,1
2024,15,0,59836,Pierceson Coody,2,864,1
2024,15,0,34076,Joel Dahmen,2,981,2
2024,15,0,33653,Thomas Detry,2,746,2
2024,15,0,47663,Kevin Dougherty,2,674,2
2024,15,0,54591,Ben Griffin,2,1243,1
2024,15,0,34563,Chesson Hadley,2,738,0
2024,15,0,33399,Adam Hadwin,2,896,2
2024,15,0,57975,Harry Hall,2,874,0
2024,15,0,47988,Nick Hardy,2,930,1
2024,15,0,27644,Brian Harman,2,950,0
2024,15,0,54421,Garrick Higgo,2,872,2
2024,15,0,60067,Joe Highsmith,2,774,1
2024,15,0,51287,Ryo Hisatsune,2,936,1
2024,15,0,51696,Rico Hoey,2,912,1
2024,15,0,35461,Beau Hossler,2,948,1
2024,15,0,39971,Sungjae Im,2,980,0
2024,15,0,34587,Chan Kim,2,874,2
2024,15,0,50188,S.H. Kim,2,1154,1
2024,15,0,37455,Si Woo Kim,2,994,1
2024,15,0,55182,Tom Kim,2,896,1
2024,15,0,47420,Jake Knapp,2,839,0
2024,15,0,23108,Matt Kuchar,2,812,1
2024,15,0,28775,Nate Lashley,2,814,1
2024,15,0,36326,David Lipsky,2,762,2
2024,15,0,27129,Luke List,2,820,1
2024,15,0,32839,Hideki Matsuyama,2,796,1
2024,15,0,26596,Ryan Moore,2,794,2
2024,15,0,29908,C.T. Pan,2,631,2
2024,15,0,40250,Taylor Pendrith,2,850,2
2024,15,0,47983,Chad Ramey,2,908,1
2024,15,0,26476,Chez Reavie,2,758,1
2024,15,0,36699,Patrick Rodgers,2,1072,2
2024,15,0,46046,Scottie Scheffler,2,810,2
2024,15,0,48867,Matti Schmid,2,848,2
2024,15,0,50484,Hayden Springer,2,780,1
2024,15,0,30927,Brendon Todd,2,1076,0
2024,15,0,52666,Sami Valimaki,2,660,0
2024,57,0,52955,Ludvig Åberg,1,808,0
2024,57,0,33408,Tyson Alexander,1,828,1
2024,57,0,37212,Paul Barjon,1,597,1
2024,57,0,56630,Akshay Bhatia,1,962,1
2024,57,0,40058,Zac Blair,1,924,1
2024,57,0,34255,Joseph Bramlett,1,926,1
2024,57,0,60004,Jacob Bridgeman,1,866,1
2024,57,0,48084,Wesley Bryan,1,532,1
2024,57,0,47504,Sam Burns,1,834,0
2024,57,0,32367,Jorge Campillo,1,550,1
2024,57,0,52372,Cameron Champ,1,629,1
2024,57,0,47591,Eric Cole,1,1190,0
2024,57,0,52514,Trace Crowe,1,748,1
2024,57,0,45157,Cam Davis,1,864,1
2024,57,0,28089,Jason Day,1,782,1
2024,57,0,50497,Adrien Dumont de Chassart,1,816,1
2024,57,0,51349,Nico Echavarria,1,982,1
2024,57,0,34099,Harris English,1,1008,1
2024,57,0,32102,Rickie Fowler,1,854,0
2024,57,0,29535,Brice Garnett,1,514,1
2024,57,0,51977,Max Greyserman,1,859,1
2024,57,0,35310,Lanto Griffin,1,804,1
2024,57,0,31646,Emiliano Grillo,1,924,1
2024,57,0,60767,Blaine Hale Jr.,1,570,1
2024,57,0,12716,Charley Hoffman,1,770,0
2024,57,0,52453,Nicolai Højgaard,1,602,0
2024,57,0,39977,Max Homa,1,840,1
2024,57,0,29420,Billy Horschel,1,858,1
2024,57,0,46717,Viktor Hovland,1,612,1
2024,57,0,36801,Mark Hubbard,1,1106,1
2024,57,0,36799,Stephan Jaeger,1,888,0
2024,57,0,30926,Chris Kirk,1,880,1
2024,57,0,48117,Kurt Kitayama,1,854,0
2024,57,0,32757,Patton Kizzire,1,692,1
2024,57,0,36884,Ben Kohles,1,947,0
2024,57,0,27936,Martin Laird,1,802,1
2024,57,0,32791,K.H. Lee,1,871,1
2024,57,0,37378,Min Woo Lee,1,744,1
2024,57,0,52215,Robert MacIntyre,1,810,0
2024,57,0,46442,Maverick McNealy,1,1020,0
2024,57,0,59143,Mac Meissner,1,794,0
2024,57,0,32640,Troy Merritt,1,816,1
2024,57,0,50525,Collin Morikawa,1,850,1
2024,57,0,27349,Alex Noren,1,778,1
2024,57,0,30163,Henrik Norlander,1,696,1
2024,57,0,51997,Andrew Novak,1,913,0
2024,57,0,33968,Thorbjørn Olesen,1,506,0
2024,57,0,48153,Matthieu Pavon,1,724,0
2024,57,0,46414,Aaron Rai,1,954,1
2024,57,0,37275,Sam Ryder,1,830,0
2024,57,0,48081,Xander Schauffele,1,878,1
2024,57,0,47347,Adam Schenk,1,1010,0
2024,57,0,24502,Adam Scott,1,776,0
2024,57,0,46441,Robby Shelton,1,836,1
2024,57,0,29221,Webb Simpson,1,550,1
2024,57,0,27139,David Skinns,1,894,1
2024,57,0,34046,Jordan Spieth,1,765,1
2024,57,0,55893,Sam Stevens,1,1074,1
2024,57,0,49960,Sepp Straka,1,832,0
2024,57,0,40115,Adam Svensson,1,1158,1
2024,57,0,48119,Ben Taylor,1,692,1
2024,57,0,25493,Nick Taylor,1,926,1
2024,57,0,51634,Sahith Theegala,1,996,1
2024,57,0,27064,Jhonattan Vegas,1,794,0
2024,57,0,48319,Tom Whitney,1,740,1
2024,57,0,52374,Brandon Wu,1,894,1
2024,57,0,55454,Carl Yuan,1,703,1
2023,1,0,37275,Sam Ryder,5,1178,5
2023,1,0,30692,Scott Stallings,5,893,4
2023,3,0,45522,Christiaan Bezuidenhout,4,960,4
2023,3,0,34076,Joel Dahmen,4,975,3
2023,3,0,25900,Lucas Glover,4,1077,2
2023,3,0,23320,Ryan Palmer,4,851,1
2023,3,0,46046,Scottie Scheffler,4,960,3
2023,8,0,55708,Hayden Buckley,3,910,3
2023,8,0,49453,Trevor Cone,3,861,2
2023,8,0,45157,Cam Davis,3,992,1
2023,8,0,33597,Harry Higgs,3,889,2
2023,8,0,54628,Lee Hodges,3,1144,3
2023,8,0,35461,Beau Hossler,3,1165,2
2023,8,0,50188,S.H. Kim,3,1169,3
2023,8,0,55182,Tom Kim,3,978,1
2023,8,0,47993,Denny McCarthy,3,1089,0
2023,8,0,39546,Keith Mitchell,3,1003,3
2023,8,0,51070,Vincent Norrman,3,903,3
2023,8,0,55893,Sam Stevens,3,1125,2
2023,8,0,48699,Callum Tarren,3,1057,3
2023,8,0,32333,Kevin Tway,3,1079,3
2023,8,0,40006,Erik van Rooyen,3,815,3
2023,8,0,48887,Matt Wallace,3,892,3
2023,8,0,31323,Gary Woodland,3,873,2
2023,25,0,52955,Ludvig Åberg,2,538,1
2023,25,0,33948,Byeong Hun An,2,1123,2
2023,25,0,28420,Ryan Brehm,2,921,1
2023,25,0,20229,Stewart Cink,2,856,1
2023,25,0,51766,Wyndham Clark,2,1080,1
2023,25,0,47591,Eric Cole,2,1359,1
2023,25,0,39997,Corey Conners,2,950,0
2023,25,0,25686,Jason Dufner,2,962,1
2023,25,0,45609,Tyler Duncan,2,1010,2
2023,25,0,40098,Matt Fitzpatrick,2,797,1
2023,25,0,54591,Ben Griffin,2,1273,1
2023,25,0,33399,Adam Hadwin,2,950,0
2023,25,0,35901,Paul Haley II,2,969,2
2023,25,0,27554,Scott Harrington,2,837,1
2023,25,0,35532,Tom Hoge,2,1123,2
2023,25,0,52453,Nicolai Hojgaard,2,486,2
2023,25,0,46717,Viktor Hovland,2,959,2
2023,25,0,30926,Chris Kirk,2,1002,0
2023,25,0,32757,Patton Kizzire,2,1072,0
2023,25,0,58696,Peter Kuest,2,500,1
2023,25,0,33410,Andrew Landry,2,851,2
2023,25,0,36326,David Lipsky,2,1091,1
2023,25,0,27129,Luke List,2,1050,1
2023,25,0,33413,Ben Martin,2,1095,1
2023,25,0,51950,Max McGreevy,2,975,1
2023,25,0,27349,Alex Noren,2,978,0
2023,25,0,30163,Henrik Norlander,2,959,2
2023,25,0,24140,Sean O'Hair,2,541,2
2023,25,0,29908,C.T. Pan,2,576,1
2023,25,0,25818,Scott Piercy,2,1054,2
2023,25,0,26476,Chez Reavie,2,1031,1
2023,25,0,47995,Davis Riley,2,1083,1
2023,25,0,46340,Alex Smalley,2,1201,1
2023,25,0,51634,Sahith Theegala,2,1134,2
2023,25,0,33448,Justin Thomas,2,768,1
2023,25,0,25632,Jimmy Walker,2,913,1
2023,25,0,47128,Richy Werenski,2,1047,1
2023,25,0,52374,Brandon Wu,2,1231,0
2023,25,0,55454,Carl Yuan,2,891,2
2023,64,0,19803,Ryan Armour,1,967,1
2023,64,0,22371,Aaron Baddeley,1,853,1
2023,64,0,56630,Akshay Bhatia,1,896,0
2023,64,0,40058,Zac Blair,1,833,1
2023,64,0,34255,Joseph Bramlett,1,839,1
2023,64,0,47504,Sam Burns,1,876,1
2023,64,0,35450,Patrick Cantlay,1,786,1
2023,64,0,46435,Austin Cook,1,887,1
2023,64,0,39067,MJ Daffue,1,1091,0
2023,64,0,33653,Thomas Detry,1,1057,1
2023,64,0,51349,Nico Echavarria,1,823,0
2023,64,0,57362,Austin Eckroat,1,1033,1
2023,64,0,47079,Harrison Endycott,1,945,1
2023,64,0,29725,Tony Finau,1,908,1
2023,64,0,30911,Tommy Fleetwood,1,806,0
2023,64,0,32102,Rickie Fowler,1,1030,1
2023,64,0,29535,Brice Garnett,1,905,1
2023,64,0,59018,Ryan Gerard,1,650,0
2023,64,0,32662,Michael Gligic,1,763,1
2023,64,0,56762,Will Gordon,1,1178,1
2023,64,0,31577,Tano Goya,1,941,1
2023,64,0,35310,Lanto Griffin,1,594,1
2023,64,0,31646,Emiliano Grillo,1,1212,1
2023,64,0,32448,James Hahn,1,839,0
2023,64,0,57975,Harry Hall,1,1083,1
2023,64,0,47988,Nick Hardy,1,1269,1
2023,64,0,34363,Tyrrell Hatton,1,848,0
2023,64,0,31557,Jim Herman,1,836,1
2023,64,0,54421,Garrick Higgo,1,1085,1
2023,64,0,12716,Charley Hoffman,1,851,1
2023,64,0,39977,Max Homa,1,934,1
2023,64,0,29420,Billy Horschel,1,704,1
2023,64,0,36801,Mark Hubbard,1,1239,1
2023,64,0,27974,Sung Kang,1,513,1
2023,64,0,37455,Si Woo Kim,1,1090,1
2023,64,0,48117,Kurt Kitayama,1,783,1
2023,64,0,33122,Russell Knox,1,1219,1
2023,64,0,35879,Kelly Kraft,1,964,1
2023,64,0,27936,Martin Laird,1,926,1
2023,64,0,28775,Nate Lashley,1,1140,1
2023,64,0,32791,K.H. Lee,1,1148,1
2023,64,0,40162,Justin Lower,1,1153,1
2023,64,0,33204,Shane Lowry,1,678,0
2023,64,0,32839,Hideki Matsuyama,1,934,1
2023,64,0,31202,William McGirt,1,557,1
2023,64,0,32640,Troy Merritt,1,979,1
2023,64,0,55789,Taylor Montgomery,1,1088,1
2023,64,0,49947,Taylor Moore,1,1079,1
2023,64,0,29289,S.Y. Noh,1,715,1
2023,64,0,36724,Augusto Núñez,1,895,0
2023,64,0,49771,J.T. Poston,1,1102,0
2023,64,0,28252,Seamus Power,1,891,1
2023,64,0,46970,Jon Rahm,1,766,1
2023,64,0,47347,Adam Schenk,1,1289,1
2023,64,0,34610,Matthias Schwab,1,1101,1
2023,64,0,24502,Adam Scott,1,740,0
2023,64,0,46441,Robby Shelton,1,1097,1
