YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,STROKE DIFFERENTIAL,PLAYER'S SCORE,FIELD AVERAGE SCORE
2013,1,0,6527,Steve Stricker,+2.18,69.19,71.37
2013,2,0,8793,Tiger Woods,+2.08,69.88,71.96
2013,3,0,21528,Henrik Stenson,+1.77,69.94,71.71
2013,4,0,22405,Justin Rose,+1.70,69.97,71.67
2013,5,0,24502,Adam Scott,+1.66,70.25,71.91
2013,6,0,23108,Matt Kuchar,+1.48,70.01,71.49
2013,7,0,21209,Sergio Garcia,+1.40,70.4,71.8
2013,8,0,27649,Brandt Snedeker,+1.35,70.19,71.54
2013,9,0,1810,Phil Mickelson,+1.33,70.09,71.42
2013,10,0,28089,Jason Day,+1.31,70.43,71.74
2013,10,0,26331,Charl Schwartzel,+1.31,70.46,71.77
2013,12,0,34046,Jordan Spieth,+1.30,69.98,71.28
2013,13,0,33141,Keegan Bradley,+1.27,70.01,71.28
2013,13,0,10809,Jim Furyk,+1.27,70.47,71.74
2013,15,0,23983,Luke Donald,+1.23,70.64,71.87
2013,16,0,29221,Webb Simpson,+1.16,70.26,71.42
2013,17,0,24924,Bill Haas,+1.13,70.38,71.51
2013,18,0,24781,Hunter Mahan,+1.07,70.62,71.69
2013,19,0,28237,Rory McIlroy,+.98,71.11,72.09
2013,20,0,25686,Jason Dufner,+.97,70.55,71.52
2013,20,0,24024,Zach Johnson,+.97,70.42,71.39
2013,20,0,25804,Bubba Watson,+.97,70.7,71.67
2013,23,0,27436,Graham DeLaet,+.95,70.2,71.15
2013,24,0,20396,Lee Westwood,+.94,71.0,71.94
2013,25,0,32102,Rickie Fowler,+.93,70.88,71.81
2013,25,0,21961,Charles Howell III,+.93,70.07,71.0
2013,27,0,30925,Dustin Johnson,+.92,70.76,71.68
2013,27,0,30926,Chris Kirk,+.92,70.01,70.93
2013,29,0,25632,Jimmy Walker,+.91,70.4,71.31
2013,30,0,23638,Brendon de Jonge,+.86,70.01,70.87
2013,30,0,26300,Matt Jones,+.86,70.17,71.03
2013,32,0,21731,Freddie Jacobson,+.82,70.87,71.69
2013,33,0,29420,Billy Horschel,+.79,70.49,71.28
2013,34,0,24357,K.J. Choi,+.75,70.79,71.54
2013,35,0,23320,Ryan Palmer,+.74,70.32,71.06
2013,36,0,1320,Bob Estes,+.73,70.42,71.15
2013,37,0,27214,Kevin Streelman,+.69,70.6,71.29
2013,38,0,24138,Ian Poulter,+.66,71.17,71.83
2013,39,0,27963,Chris Stroud,+.65,70.52,71.17
2013,40,0,12716,Charley Hoffman,+.64,70.8,71.44
2013,41,0,6522,Ernie Els,+.60,71.23,71.83
2013,42,0,32200,Roberto Castro,+.59,70.35,70.94
2013,43,0,34099,Harris English,+.58,70.46,71.04
2013,44,0,23800,Bryce Molder,+.53,70.26,70.79
2013,45,0,8075,Jerry Kelly,+.51,70.55,71.06
2013,45,0,25572,Graeme McDowell,+.51,71.35,71.86
2013,47,0,27770,Camilo Villegas,+.48,70.55,71.03
2013,48,0,20229,Stewart Cink,+.47,71.15,71.62
2013,48,0,22792,Peter Hanson,+.47,71.3,71.77
2013,50,0,34098,Russell Henley,+.46,70.91,71.37
2013,50,0,26679,Kevin Stadler,+.46,70.35,70.81
2013,52,0,33419,Cameron Tringale,+.45,70.64,71.09
2013,53,0,26851,Marc Leishman,+.44,71.13,71.57
2013,53,0,23621,Rory Sabbatini,+.44,70.26,70.7
2013,55,0,21753,Brian Davis,+.43,70.77,71.2
2013,55,0,27095,Nick Watney,+.43,70.97,71.4
2013,57,0,26758,David Hearn,+.41,70.75,71.16
2013,57,0,27933,John Merrick,+.41,70.72,71.13
2013,59,0,24361,Pat Perez,+.40,70.84,71.24
2013,59,0,26476,Chez Reavie,+.40,70.57,70.97
2013,61,0,25834,Daniel Summerhays,+.39,70.64,71.03
2013,62,0,23409,James Driscoll,+.38,70.97,71.35
2013,62,0,28500,Martin Flores,+.38,70.45,70.83
2013,62,0,27556,Ted Potter Jr.,+.38,71.02,71.4
2013,65,0,34174,John Huh,+.37,71.18,71.55
2013,66,0,31323,Gary Woodland,+.34,70.8,71.14
2013,67,0,35139,Richard Lee,+.33,70.81,71.14
2013,68,0,26289,Boo Weekley,+.32,70.71,71.03
2013,69,0,22913,John Rollins,+.31,70.62,70.93
2013,70,0,33461,Morgan Hoffmann,+.29,70.41,70.7
2013,70,0,26596,Ryan Moore,+.29,71.24,71.53
2013,72,0,32366,Kevin Chappell,+.28,71.06,71.34
2013,72,0,21099,David Lynn,+.28,71.41,71.69
2013,72,0,27330,Josh Teater,+.28,71.22,71.5
2013,75,0,27408,Martin Kaymer,+.27,71.52,71.79
2013,76,0,20098,Stuart Appleby,+.26,70.69,70.95
2013,76,0,10860,Justin Leonard,+.26,70.8,71.06
2013,78,0,28475,Jeff Overton,+.25,70.69,70.94
2013,79,0,34360,Patrick Reed,+.22,70.72,70.94
2013,79,0,31560,Brian Stuard,+.22,70.86,71.08
2013,81,0,30944,Jason Kokrak,+.21,70.79,71.0
2013,81,0,20645,John Senden,+.21,71.46,71.67
2013,83,0,23135,Tim Clark,+.20,70.98,71.18
2013,84,0,28780,Nicholas Thompson,+.19,70.91,71.1
2013,85,0,24358,Robert Garrigus,+.18,71.32,71.5
2013,85,0,27936,Martin Laird,+.18,71.76,71.94
2013,85,0,24490,George McNeill,+.18,70.93,71.11
2013,85,0,21878,Mark Wilson,+.18,71.08,71.26
2013,89,0,20848,Ángel Cabrera,+.17,71.32,71.49
2013,89,0,23325,Vaughn Taylor,+.17,70.87,71.04
2013,91,0,28307,Matt Every,+.16,70.85,71.01
2013,92,0,23353,J.J. Henry,+.14,71.07,71.21
2013,92,0,34409,David Lingmerth,+.14,71.29,71.43
2013,94,0,31202,William McGirt,+.13,70.87,71.0
2013,94,0,23623,Bo Van Pelt,+.13,71.56,71.69
2013,96,0,23541,Ben Crane,+.09,70.93,71.02
2013,97,0,29518,Brendan Steele,+.07,71.04,71.11
2013,98,0,29740,Brad Fritsch,+.06,70.97,71.03
2013,99,0,32448,James Hahn,+.05,71.09,71.14
2013,100,0,29479,Scott Brown,+.04,71.46,71.5
2013,101,0,35539,Luke Guthrie,+.03,71.4,71.43
2013,102,0,24494,Erik Compton,+.02,70.96,70.98
2013,102,0,6567,Vijay Singh,+.02,71.57,71.59
2013,104,0,24507,Jason Bohn,+.01,70.96,70.97
2013,105,0,2206,David Toms,E,71.18,71.18
2013,106,0,20104,Ken Duke,-.01,71.24,71.23
2013,107,0,22056,Cameron Percy,-.03,70.88,70.85
2013,107,0,30692,Scott Stallings,-.03,71.44,71.41
2013,109,0,20593,Greg Chalmers,-.04,71.04,71.0
2013,109,0,23452,Nicolas Colsaerts,-.04,72.06,72.02
2013,109,0,25444,Justin Hicks,-.04,71.33,71.29
2013,109,0,25240,D.A. Points,-.04,71.45,71.41
2013,113,0,31557,Jim Herman,-.07,71.13,71.06
2013,113,0,6573,Brandt Jobe,-.07,71.41,71.34
2013,113,0,25562,Andres Romero,-.07,71.19,71.12
2013,116,0,20766,Padraig Harrington,-.08,71.88,71.8
2013,116,0,23497,Tag Ridings,-.08,71.06,70.98
2013,118,0,28092,D.H. Lee,-.09,70.89,70.8
2013,119,0,28259,Sangmoon Bae,-.10,71.19,71.09
2013,120,0,27895,Jonas Blixt,-.11,71.38,71.27
2013,120,0,34431,Robert Streb,-.11,70.89,70.78
2013,120,0,20160,Charlie Wi,-.11,71.06,70.95
2013,123,0,27644,Brian Harman,-.12,71.19,71.07
2013,124,0,12510,Chad Campbell,-.13,70.88,70.75
2013,125,0,28679,Fabián Gómez,-.15,71.08,70.93
2013,126,0,1724,Jeff Maggert,-.17,70.87,70.7
2013,127,0,34261,Scott Langley,-.18,71.35,71.17
2013,127,0,25345,Carl Pettersson,-.18,71.58,71.4
2013,129,0,19846,Brian Gay,-.20,71.08,70.88
2013,129,0,25818,Scott Piercy,-.20,71.55,71.35
2013,129,0,33418,Shawn Stefani,-.20,71.16,70.96
2013,132,0,22371,Aaron Baddeley,-.23,71.58,71.35
2013,132,0,30163,Henrik Norlander,-.23,71.09,70.86
2013,134,0,34021,Bud Cauley,-.25,71.63,71.38
2013,134,0,22806,Doug LaBelle II,-.25,71.2,70.95
2013,136,0,25274,Steven Bowditch,-.26,70.97,70.71
2013,137,0,24846,Ricky Barnes,-.27,71.14,70.87
2013,137,0,22378,Trevor Immelman,-.27,71.72,71.45
2013,137,0,32150,Michael Thompson,-.27,71.88,71.61
2013,140,0,22621,Ben Curtis,-.28,72.28,72.0
2013,141,0,27503,Steve LeBrun,-.29,71.13,70.84
2013,142,0,10213,Dicky Pride,-.30,71.01,70.71
2013,143,0,30852,Ryo Ishikawa,-.34,71.64,71.3
2013,144,0,25900,Lucas Glover,-.36,71.94,71.58
2013,144,0,36884,Ben Kohles,-.36,71.41,71.05
2013,146,0,19970,Robert Karlsson,-.37,71.87,71.5
2013,147,0,23788,D.J. Trahan,-.38,70.93,70.55
2013,148,0,22046,Geoff Ogilvy,-.39,72.28,71.89
2013,149,0,29289,S.Y. Noh,-.44,71.69,71.25
2013,150,0,12782,Tim Herron,-.45,71.64,71.19
2013,150,0,24663,Y.E. Yang,-.45,71.66,71.21
2013,152,0,10423,Mike Weir,-.47,71.83,71.36
2013,153,0,20691,Greg Owen,-.49,71.41,70.92
2013,154,0,26497,Casey Wittenberg,-.51,71.77,71.26
2013,155,0,6004,Stephen Ames,-.55,71.08,70.53
2013,156,0,30110,Kyle Stanley,-.59,72.1,71.51
2013,157,0,32334,Charlie Beljan,-.62,71.89,71.27
2013,157,0,20443,Jin Park,-.62,71.6,70.98
2013,159,0,8725,Tom Gillis,-.63,71.69,71.06
2013,160,0,28135,Aaron Watkins,-.64,71.3,70.66
2013,160,0,28310,Lee Williams,-.64,71.25,70.61
2013,162,0,20572,Rod Pampling,-.66,71.6,70.94
2013,163,0,28455,Will Claxton,-.68,71.73,71.05
2013,164,0,27120,Troy Matteson,-.70,71.52,70.82
2013,164,0,29425,Andrew Svoboda,-.70,71.36,70.66
2013,166,0,26951,Johnson Wagner,-.77,72.22,71.45
2013,167,0,10885,Robert Allenby,-.81,72.2,71.39
2013,168,0,24227,Justin Bolli,-.84,72.02,71.18
2013,169,0,25336,Alistair Presnell,-.86,71.84,70.98
2013,170,0,30750,Tommy Gainey,-.87,71.99,71.12
2013,171,0,22295,Darron Stiles,-.88,71.61,70.73
2013,172,0,24399,Scott Gardiner,-.90,71.85,70.95
2013,173,0,24140,Sean O'Hair,-.98,72.18,71.2
2013,174,0,30711,Colt Knost,-1.12,71.86,70.74
2013,175,0,33869,Eric Meierdierks,-1.15,72.02,70.87
2013,176,0,37273,Derek Ernst,-1.16,72.22,71.06
2013,176,0,22961,David Mathis,-1.16,71.82,70.66
2013,178,0,1116,Michael Bradley,-1.19,72.02,70.83
2013,178,0,27129,Luke List,-1.19,72.07,70.88
2013,180,0,32698,Bobby Gates,-1.41,72.2,70.79
2014,1,0,28237,Rory McIlroy,+2.36,69.27,71.63
2014,2,0,21209,Sergio Garcia,+2.08,69.38,71.46
2014,3,0,10809,Jim Furyk,+1.88,69.79,71.67
2014,4,0,24502,Adam Scott,+1.85,69.49,71.34
2014,5,0,30925,Dustin Johnson,+1.66,69.88,71.54
2014,6,0,22405,Justin Rose,+1.61,70.18,71.79
2014,7,0,23108,Matt Kuchar,+1.56,69.77,71.33
2014,8,0,28089,Jason Day,+1.43,70.19,71.62
2014,9,0,25804,Bubba Watson,+1.41,69.97,71.38
2014,10,0,25632,Jimmy Walker,+1.39,69.98,71.37
2014,11,0,25572,Graeme McDowell,+1.37,70.21,71.58
2014,11,0,26331,Charl Schwartzel,+1.37,70.06,71.43
2014,13,0,34046,Jordan Spieth,+1.24,70.34,71.58
2014,14,0,33141,Keegan Bradley,+1.17,70.24,71.41
2014,15,0,27436,Graham DeLaet,+1.12,70.19,71.31
2014,16,0,24924,Bill Haas,+1.09,70.29,71.38
2014,16,0,21528,Henrik Stenson,+1.09,70.65,71.74
2014,18,0,1810,Phil Mickelson,+1.04,70.75,71.79
2014,19,0,32102,Rickie Fowler,+1.03,70.41,71.44
2014,19,0,25396,Kevin Na,+1.03,70.1,71.13
2014,21,0,31323,Gary Woodland,+1.02,70.54,71.56
2014,22,0,32839,Hideki Matsuyama,+1.01,70.44,71.45
2014,23,0,23320,Ryan Palmer,+.99,70.06,71.05
2014,24,0,30926,Chris Kirk,+.95,70.37,71.32
2014,25,0,26596,Ryan Moore,+.94,70.31,71.25
2014,26,0,36689,Brooks Koepka,+.91,70.23,71.14
2014,27,0,30927,Brendon Todd,+.89,70.25,71.14
2014,28,0,34099,Harris English,+.88,70.11,70.99
2014,28,0,21961,Charles Howell III,+.88,70.03,70.91
2014,28,0,33122,Russell Knox,+.88,70.15,71.03
2014,31,0,25364,Paul Casey,+.85,70.52,71.37
2014,31,0,30944,Jason Kokrak,+.85,70.38,71.23
2014,31,0,26851,Marc Leishman,+.85,70.44,71.29
2014,34,0,24024,Zach Johnson,+.84,70.22,71.06
2014,35,0,29420,Billy Horschel,+.79,70.71,71.5
2014,36,0,12716,Charley Hoffman,+.76,70.49,71.25
2014,37,0,29221,Webb Simpson,+.75,70.4,71.15
2014,38,0,24490,George McNeill,+.74,70.38,71.12
2014,39,0,32366,Kevin Chappell,+.71,70.45,71.16
2014,40,0,20645,John Senden,+.67,70.3,70.97
2014,41,0,27408,Martin Kaymer,+.59,70.97,71.56
2014,41,0,8075,Jerry Kelly,+.59,70.11,70.7
2014,41,0,24781,Hunter Mahan,+.59,71.07,71.66
2014,41,0,27963,Chris Stroud,+.59,70.25,70.84
2014,45,0,20396,Lee Westwood,+.58,71.29,71.87
2014,46,0,24138,Ian Poulter,+.57,71.3,71.87
2014,46,0,25834,Daniel Summerhays,+.57,70.45,71.02
2014,48,0,2206,David Toms,+.54,70.16,70.7
2014,49,0,23983,Luke Donald,+.52,71.23,71.75
2014,50,0,27644,Brian Harman,+.50,70.35,70.85
2014,50,0,34431,Robert Streb,+.50,70.45,70.95
2014,52,0,27649,Brandt Snedeker,+.49,70.91,71.4
2014,52,0,26679,Kevin Stadler,+.49,70.72,71.21
2014,52,0,29518,Brendan Steele,+.49,70.76,71.25
2014,55,0,33413,Ben Martin,+.48,70.71,71.19
2014,55,0,33419,Cameron Tringale,+.48,70.77,71.25
2014,57,0,27141,J.B. Holmes,+.46,71.23,71.69
2014,58,0,6522,Ernie Els,+.45,71.13,71.58
2014,58,0,21731,Freddie Jacobson,+.45,70.68,71.13
2014,58,0,31560,Brian Stuard,+.45,70.37,70.82
2014,61,0,24912,Will MacKenzie,+.43,70.63,71.06
2014,61,0,34360,Patrick Reed,+.43,70.79,71.22
2014,63,0,27095,Nick Watney,+.40,71.03,71.43
2014,64,0,33418,Shawn Stefani,+.39,70.72,71.11
2014,65,0,24358,Robert Garrigus,+.38,70.73,71.11
2014,65,0,29289,S.Y. Noh,+.38,70.68,71.06
2014,67,0,25345,Carl Pettersson,+.36,70.55,70.91
2014,68,0,20098,Stuart Appleby,+.35,70.66,71.01
2014,68,0,20229,Stewart Cink,+.35,71.11,71.46
2014,70,0,25686,Jason Dufner,+.32,71.17,71.49
2014,70,0,35539,Luke Guthrie,+.32,70.52,70.84
2014,72,0,24357,K.J. Choi,+.31,71.26,71.57
2014,72,0,34261,Scott Langley,+.31,70.54,70.85
2014,72,0,23623,Bo Van Pelt,+.31,70.87,71.18
2014,75,0,26758,David Hearn,+.30,70.68,70.98
2014,75,0,29478,Kevin Kisner,+.30,70.65,70.95
2014,77,0,29425,Andrew Svoboda,+.29,70.53,70.82
2014,77,0,27770,Camilo Villegas,+.29,70.58,70.87
2014,79,0,22371,Aaron Baddeley,+.27,71.14,71.41
2014,80,0,28307,Matt Every,+.25,70.95,71.2
2014,80,0,30852,Ryo Ishikawa,+.25,70.84,71.09
2014,82,0,24846,Ricky Barnes,+.24,70.45,70.69
2014,82,0,29479,Scott Brown,+.24,70.71,70.95
2014,82,0,20848,Ángel Cabrera,+.24,71.04,71.28
2014,82,0,24494,Erik Compton,+.24,71.03,71.27
2014,82,0,20157,Retief Goosen,+.24,70.88,71.12
2014,87,0,12510,Chad Campbell,+.23,70.26,70.49
2014,87,0,26329,Louis Oosthuizen,+.23,71.57,71.8
2014,89,0,23638,Brendon de Jonge,+.22,71.07,71.29
2014,89,0,25444,Justin Hicks,+.22,70.77,70.99
2014,91,0,28475,Jeff Overton,+.21,70.45,70.66
2014,92,0,26300,Matt Jones,+.20,71.04,71.24
2014,93,0,25349,Tim Wilkinson,+.19,70.77,70.96
2014,94,0,29222,Billy Hurley III,+.17,70.72,70.89
2014,94,0,31202,William McGirt,+.17,70.45,70.62
2014,96,0,29926,Danny Lee,+.15,70.68,70.83
2014,96,0,32150,Michael Thompson,+.15,71.05,71.2
2014,98,0,28486,Michael Putnam,+.11,70.9,71.01
2014,98,0,25562,Andres Romero,+.11,70.99,71.1
2014,100,0,24507,Jason Bohn,+.10,70.88,70.98
2014,100,0,34265,Will Wilcox,+.10,70.53,70.63
2014,102,0,10860,Justin Leonard,+.08,71.13,71.21
2014,102,0,24361,Pat Perez,+.08,71.11,71.19
2014,104,0,28259,Sangmoon Bae,+.05,71.08,71.13
2014,104,0,29740,Brad Fritsch,+.05,70.58,70.63
2014,104,0,33461,Morgan Hoffmann,+.05,70.79,70.84
2014,107,0,23800,Bryce Molder,+.02,70.99,71.01
2014,107,0,6567,Vijay Singh,+.02,71.07,71.09
2014,109,0,22293,Heath Slocum,+.01,70.59,70.6
2014,110,0,28500,Martin Flores,E,71.13,71.13
2014,111,0,27064,Jhonattan Vegas,-.01,70.77,70.76
2014,112,0,10885,Robert Allenby,-.04,70.88,70.84
2014,112,0,23135,Tim Clark,-.04,70.71,70.67
2014,114,0,23541,Ben Crane,-.05,70.86,70.81
2014,115,0,34021,Bud Cauley,-.07,70.71,70.64
2014,115,0,32640,Troy Merritt,-.07,70.82,70.75
2014,115,0,27214,Kevin Streelman,-.07,71.55,71.48
2014,118,0,24925,Jonathan Byrd,-.08,70.93,70.85
2014,119,0,29535,Brice Garnett,-.09,70.84,70.75
2014,120,0,27936,Martin Laird,-.11,71.24,71.13
2014,120,0,35300,Andrew Loupe,-.11,71.15,71.04
2014,120,0,28132,Tyrone Van Aswegen,-.11,70.94,70.83
2014,123,0,21753,Brian Davis,-.13,71.16,71.03
2014,123,0,23353,J.J. Henry,-.13,70.92,70.79
2014,123,0,27556,Ted Potter Jr.,-.13,71.12,70.99
2014,126,0,20160,Charlie Wi,-.14,71.04,70.9
2014,127,0,25274,Steven Bowditch,-.15,71.2,71.05
2014,128,0,27895,Jonas Blixt,-.16,71.66,71.5
2014,128,0,20104,Ken Duke,-.16,70.92,70.76
2014,128,0,34563,Chesson Hadley,-.16,71.32,71.16
2014,131,0,27466,Spencer Levin,-.19,70.97,70.78
2014,132,0,34174,John Huh,-.20,71.33,71.13
2014,133,0,35732,Wes Roach,-.21,71.1,70.89
2014,134,0,23621,Rory Sabbatini,-.24,71.4,71.16
2014,135,0,20593,Greg Chalmers,-.25,71.2,70.95
2014,135,0,34264,Hudson Swafford,-.25,71.11,70.86
2014,137,0,34098,Russell Henley,-.26,71.67,71.41
2014,138,0,25191,Gonzalo Fernandez-Castaño,-.27,71.61,71.34
2014,138,0,24140,Sean O'Hair,-.27,71.17,70.9
2014,140,0,26289,Boo Weekley,-.28,71.6,71.32
2014,141,0,35139,Richard Lee,-.29,71.45,71.16
2014,141,0,27330,Josh Teater,-.29,71.24,70.95
2014,143,0,32334,Charlie Beljan,-.30,71.21,70.91
2014,144,0,25720,Chad Collins,-.31,71.31,71.0
2014,145,0,22621,Ben Curtis,-.34,71.47,71.13
2014,146,0,32448,James Hahn,-.35,71.23,70.88
2014,146,0,1706,Davis Love III,-.35,71.36,71.01
2014,148,0,29461,Jamie Lovemark,-.36,71.03,70.67
2014,149,0,19846,Brian Gay,-.38,71.38,71.0
2014,149,0,22046,Geoff Ogilvy,-.38,71.54,71.16
2014,151,0,22378,Trevor Immelman,-.41,71.54,71.13
2014,152,0,34409,David Lingmerth,-.42,71.45,71.03
2014,153,0,23409,James Driscoll,-.43,71.37,70.94
2014,154,0,32200,Roberto Castro,-.44,71.97,71.53
2014,155,0,35541,John Peterson,-.48,71.48,71.0
2014,156,0,31557,Jim Herman,-.51,71.34,70.83
2014,157,0,27933,John Merrick,-.52,71.66,71.14
2014,158,0,26951,Johnson Wagner,-.55,71.31,70.76
2014,159,0,28780,Nicholas Thompson,-.56,71.74,71.18
2014,160,0,20498,Briny Baird,-.60,71.6,71.0
2014,160,0,26956,Bronson La'Cassie,-.60,71.64,71.04
2014,162,0,30750,Tommy Gainey,-.62,71.39,70.77
2014,163,0,1724,Jeff Maggert,-.65,71.61,70.96
2014,163,0,30692,Scott Stallings,-.65,71.96,71.31
2014,165,0,24663,Y.E. Yang,-.66,71.68,71.02
2014,166,0,7867,Woody Austin,-.67,71.93,71.26
2014,167,0,30110,Kyle Stanley,-.70,71.76,71.06
2014,168,0,10423,Mike Weir,-.73,71.91,71.18
2014,169,0,21878,Mark Wilson,-.88,71.72,70.84
2014,170,0,28092,D.H. Lee,-.89,72.12,71.23
2014,171,0,31193,Jim Renner,-.90,72.24,71.34
2014,172,0,22913,John Rollins,-.93,71.89,70.96
2014,173,0,25900,Lucas Glover,-.95,72.35,71.4
2014,174,0,32333,Kevin Tway,-.96,71.95,70.99
2014,175,0,25240,D.A. Points,-1.00,72.29,71.29
2014,176,0,27120,Troy Matteson,-1.29,72.05,70.76
2014,177,0,37273,Derek Ernst,-1.43,72.26,70.83
2022,1,0,28237,Rory McIlroy,+2.33,68.9,71.23
2022,2,0,35891,Cameron Smith,+1.76,68.89,70.65
2022,3,0,46046,Scottie Scheffler,+1.71,68.89,70.6
2022,4,0,35450,Patrick Cantlay,+1.70,69.01,70.71
2022,5,0,40098,Matt Fitzpatrick,+1.65,69.5,71.15
2022,6,0,33448,Justin Thomas,+1.61,68.84,70.45
2022,7,0,48081,Xander Schauffele,+1.60,68.94,70.54
2022,8,0,47483,Will Zalatoris,+1.54,69.55,71.09
2022,9,0,46970,Jon Rahm,+1.50,69.59,71.09
2022,10,0,39971,Sungjae Im,+1.42,69.22,70.64
2022,11,0,30911,Tommy Fleetwood,+1.35,69.8,71.15
2022,12,0,29725,Tony Finau,+1.30,69.17,70.47
2022,13,0,33204,Shane Lowry,+1.27,69.66,70.93
2022,14,0,47504,Sam Burns,+1.23,69.36,70.59
2022,14,0,57366,Cameron Young,+1.23,69.65,70.88
2022,16,0,46402,Talor Gooch,+1.21,69.45,70.66
2022,17,0,45486,Joaquin Niemann,+1.15,69.5,70.65
2022,18,0,39977,Max Homa,+1.12,69.87,70.99
2022,19,0,34098,Russell Henley,+1.09,69.54,70.63
2022,19,0,32839,Hideki Matsuyama,+1.09,69.49,70.58
2022,21,0,49964,Aaron Wise,+1.08,69.42,70.5
2022,22,0,50525,Collin Morikawa,+1.07,69.63,70.7
2022,23,0,39997,Corey Conners,+1.05,69.7,70.75
2022,24,0,29420,Billy Horschel,+1.01,69.8,70.81
2022,24,0,46717,Viktor Hovland,+1.01,69.74,70.75
2022,26,0,47993,Denny McCarthy,+.96,69.81,70.77
2022,26,0,39546,Keith Mitchell,+.96,69.51,70.47
2022,28,0,34046,Jordan Spieth,+.94,69.74,70.68
2022,29,0,34363,Tyrrell Hatton,+.87,70.23,71.1
2022,30,0,28252,Seamus Power,+.84,69.72,70.56
2022,31,0,47529,Mito Pereira,+.81,69.91,70.72
2022,32,0,46442,Maverick McNealy,+.77,69.75,70.52
2022,33,0,21961,Charles Howell III,+.76,69.74,70.5
2022,34,0,23108,Matt Kuchar,+.74,69.77,70.51
2022,35,0,35532,Tom Hoge,+.72,69.94,70.66
2022,35,0,40250,Taylor Pendrith,+.72,69.75,70.47
2022,37,0,33141,Keegan Bradley,+.70,70.15,70.85
2022,37,0,36801,Mark Hubbard,+.70,69.53,70.23
2022,39,0,47995,Davis Riley,+.67,69.89,70.56
2022,40,0,26851,Marc Leishman,+.66,70.11,70.77
2022,40,0,32640,Troy Merritt,+.66,70.31,70.97
