YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SMASH FACTOR,TOTAL ATTEMPTS,HIGHEST VALUE,LOWEST VALUE
2013,51,0,12510,Chad Campbell,1.483,100.813,68,1.485,1.459
2013,51,0,28455,Will Claxton,1.483,86.012,58,1.485,1.442
2013,51,0,24494,Erik Compton,1.483,93.421,63,1.485,1.459
2013,51,0,24399,Scott Gardiner,1.483,81.575,55,1.485,1.462
2013,51,0,27644,Brian Harman,1.483,118.67,80,1.485,1.461
2013,51,0,20766,Padraig Harrington,1.483,47.456,32,1.485,1.47
2013,51,0,26758,David Hearn,1.483,114.175,77,1.485,1.454
2013,51,0,12782,Tim Herron,1.483,60.812,41,1.485,1.45
2013,51,0,33461,Morgan Hoffmann,1.483,78.622,53,1.485,1.464
2013,51,0,24024,Zach Johnson,1.483,105.272,71,1.496,1.456
2013,51,0,34261,Scott Langley,1.483,93.42,63,1.485,1.453
2013,51,0,28237,Rory McIlroy,1.483,51.915,35,1.485,1.463
2013,51,0,23800,Bryce Molder,1.483,106.81,72,1.485,1.448
2013,51,0,22046,Geoff Ogilvy,1.483,60.809,41,1.485,1.448
2013,51,0,23497,Tag Ridings,1.483,71.173,48,1.485,1.463
2013,51,0,23621,Rory Sabbatini,1.483,109.765,74,1.485,1.417
2013,51,0,30692,Scott Stallings,1.483,91.927,62,1.485,1.449
2013,51,0,22295,Darron Stiles,1.483,59.326,40,1.485,1.453
2013,51,0,27963,Chris Stroud,1.483,118.664,80,1.485,1.461
2013,51,0,27095,Nick Watney,1.483,108.271,73,1.497,1.456
2013,73,0,29479,Scott Brown,1.482,84.45,57,1.485,1.429
2013,73,0,23983,Luke Donald,1.482,66.671,45,1.485,1.448
2013,73,0,29740,Brad Fritsch,1.482,105.201,71,1.485,1.416
2013,73,0,19846,Brian Gay,1.482,111.126,75,1.485,1.438
2013,73,0,24924,Bill Haas,1.482,103.72,70,1.49,1.458
2013,73,0,12716,Charley Hoffman,1.482,112.654,76,1.493,1.446
2013,73,0,26300,Matt Jones,1.482,103.738,70,1.485,1.461
2013,73,0,19970,Robert Karlsson,1.482,56.302,38,1.485,1.457
2013,73,0,30944,Jason Kokrak,1.482,93.335,63,1.485,1.418
2013,73,0,23108,Matt Kuchar,1.482,112.66,76,1.485,1.434
2013,73,0,22806,Doug LaBelle II,1.482,90.409,61,1.485,1.445
2013,73,0,27120,Troy Matteson,1.482,81.521,55,1.485,1.449
2013,73,0,33869,Eric Meierdierks,1.482,54.816,37,1.485,1.425
2013,73,0,26679,Kevin Stadler,1.482,108.191,73,1.485,1.398
2013,73,0,29518,Brendan Steele,1.482,111.159,75,1.485,1.454
2013,73,0,34431,Robert Streb,1.482,91.909,62,1.485,1.423
2013,73,0,25834,Daniel Summerhays,1.482,123.03,83,1.501,1.458
2013,73,0,28135,Aaron Watkins,1.482,53.34,36,1.485,1.431
2013,73,0,20396,Lee Westwood,1.482,82.99,56,1.485,1.448
2013,73,0,26497,Casey Wittenberg,1.482,93.35,63,1.485,1.44
2013,93,0,27895,Jonas Blixt,1.481,106.645,72,1.485,1.445
2013,93,0,24227,Justin Bolli,1.481,69.623,47,1.485,1.436
2013,93,0,22621,Ben Curtis,1.481,71.096,48,1.485,1.444
2013,93,0,25686,Jason Dufner,1.481,97.735,66,1.485,1.451
2013,93,0,1320,Bob Estes,1.481,75.508,51,1.485,1.445
2013,93,0,28500,Martin Flores,1.481,115.537,78,1.485,1.423
2013,93,0,32102,Rickie Fowler,1.481,87.407,59,1.485,1.453
2013,93,0,22792,Peter Hanson,1.481,50.343,34,1.485,1.45
2013,93,0,6573,Brandt Jobe,1.481,74.046,50,1.485,1.447
2013,93,0,8075,Jerry Kelly,1.481,97.746,66,1.485,1.439
2013,93,0,24490,George McNeill,1.481,88.854,60,1.485,1.455
2013,93,0,24140,Sean O'Hair,1.481,59.233,40,1.485,1.449
2013,93,0,25240,D.A. Points,1.481,100.733,68,1.485,1.431
2013,93,0,10213,Dicky Pride,1.481,91.849,62,1.485,1.461
2013,93,0,29221,Webb Simpson,1.481,96.254,65,1.485,1.437
2013,93,0,25632,Jimmy Walker,1.481,111.077,75,1.485,1.425
2013,109,0,20098,Stuart Appleby,1.48,112.463,76,1.485,1.431
2013,109,0,24507,Jason Bohn,1.48,103.595,70,1.485,1.45
2013,109,0,20848,Ángel Cabrera,1.48,81.426,55,1.485,1.433
2013,109,0,28679,Fabián Gómez,1.48,82.868,56,1.485,1.411
2013,109,0,21961,Charles Howell III,1.48,119.861,81,1.485,1.443
2013,109,0,25572,Graeme McDowell,1.48,59.216,40,1.485,1.444
2013,109,0,31202,William McGirt,1.48,106.567,72,1.485,1.417
2013,109,0,20572,Rod Pampling,1.48,53.27,36,1.485,1.46
2013,109,0,25336,Alistair Presnell,1.48,71.036,48,1.485,1.439
2013,109,0,20645,John Senden,1.48,88.792,60,1.485,1.402
2013,109,0,27649,Brandt Snedeker,1.48,87.322,59,1.49,1.441
2013,109,0,26289,Boo Weekley,1.48,128.777,87,1.485,1.446
2013,109,0,8793,Tiger Woods,1.48,45.867,31,1.485,1.44
2013,122,0,25274,Steven Bowditch,1.479,87.255,59,1.485,1.445
2013,122,0,33141,Keegan Bradley,1.479,90.206,61,1.485,1.448
2013,122,0,20104,Ken Duke,1.479,106.481,72,1.485,1.436
2013,122,0,25900,Lucas Glover,1.479,72.456,49,1.485,1.418
2013,122,0,32448,James Hahn,1.479,97.615,66,1.485,1.373
2013,122,0,22961,David Mathis,1.479,90.247,61,1.485,1.423
2013,122,0,25562,Andres Romero,1.479,69.519,47,1.485,1.431
2013,122,0,30110,Kyle Stanley,1.479,82.803,56,1.485,1.35
2013,122,0,23788,D.J. Trahan,1.479,53.247,36,1.485,1.46
2013,131,0,27436,Graham DeLaet,1.478,104.934,71,1.485,1.435
2013,131,0,30925,Dustin Johnson,1.478,59.117,40,1.485,1.42
2013,131,0,22056,Cameron Percy,1.478,82.793,56,1.485,1.435
2013,131,0,22913,John Rollins,1.478,97.542,66,1.485,1.422
2013,131,0,26331,Charl Schwartzel,1.478,72.429,49,1.485,1.446
2013,131,0,20160,Charlie Wi,1.478,96.102,65,1.485,1.424
2013,137,0,24357,K.J. Choi,1.477,88.645,60,1.485,1.432
2013,137,0,27503,Steve LeBrun,1.477,75.336,51,1.485,1.421
2013,137,0,26596,Ryan Moore,1.477,90.095,61,1.485,1.432
2013,137,0,31323,Gary Woodland,1.477,81.245,55,1.485,1.445
2013,141,0,34021,Bud Cauley,1.476,76.776,52,1.485,1.386
2013,141,0,20229,Stewart Cink,1.476,60.513,41,1.485,1.398
2013,141,0,22405,Justin Rose,1.476,59.05,40,1.485,1.445
2013,141,0,26951,Johnson Wagner,1.476,76.738,52,1.485,1.429
2013,141,0,24663,Y.E. Yang,1.476,60.508,41,1.485,1.421
2013,146,0,23638,Brendon de Jonge,1.475,134.2,91,1.485,1.423
2013,146,0,28092,D.H. Lee,1.475,87.039,59,1.485,1.35
2013,146,0,20691,Greg Owen,1.475,95.861,65,1.485,1.429
2013,146,0,29425,Andrew Svoboda,1.475,54.583,37,1.485,1.423
2013,150,0,28259,Sangmoon Bae,1.474,107.632,73,1.485,1.423
2013,150,0,27129,Luke List,1.474,75.177,51,1.485,1.437
2013,150,0,21878,Mark Wilson,1.474,75.178,51,1.485,1.432
2013,153,0,32200,Roberto Castro,1.473,116.397,79,1.485,1.42
2013,153,0,28307,Matt Every,1.473,129.63,88,1.49,1.35
2013,153,0,34360,Patrick Reed,1.473,100.133,68,1.485,1.377
2013,153,0,33418,Shawn Stefani,1.473,64.812,44,1.485,1.414
2013,153,0,10423,Mike Weir,1.473,66.265,45,1.485,1.421
2013,158,0,24846,Ricky Barnes,1.472,86.862,59,1.485,1.437
2013,158,0,28089,Jason Day,1.472,70.653,48,1.485,1.412
2013,158,0,23409,James Driscoll,1.472,91.287,62,1.485,1.392
2013,158,0,30852,Ryo Ishikawa,1.472,82.431,56,1.485,1.422
2013,158,0,30711,Colt Knost,1.472,89.787,61,1.485,1.434
2013,163,0,10809,Jim Furyk,1.471,100.009,68,1.485,1.42
2013,163,0,1810,Phil Mickelson,1.471,38.256,26,1.485,1.439
2013,163,0,27214,Kevin Streelman,1.471,104.461,71,1.485,1.414
2013,166,0,36884,Ben Kohles,1.469,91.107,62,1.485,1.428
2013,166,0,27556,Ted Potter Jr.,1.469,83.735,57,1.485,1.423
2013,168,0,6004,Stephen Ames,1.468,58.734,40,1.485,1.396
2013,168,0,32366,Kevin Chappell,1.468,85.17,58,1.485,1.432
2013,170,0,8725,Tom Gillis,1.466,89.453,61,1.485,1.419
2013,171,0,32334,Charlie Beljan,1.464,65.89,45,1.485,1.4
2013,172,0,21731,Freddie Jacobson,1.463,71.688,49,1.485,1.42
2013,172,0,27408,Martin Kaymer,1.463,65.823,45,1.485,1.392
2013,174,0,33419,Cameron Tringale,1.462,100.862,69,1.485,1.375
2013,175,0,37273,Derek Ernst,1.46,78.845,54,1.485,1.364
2013,175,0,21209,Sergio Garcia,1.46,54.014,37,1.485,1.406
2013,175,0,32698,Bobby Gates,1.46,58.389,40,1.485,1.427
2013,178,0,21528,Henrik Stenson,1.459,33.553,23,1.485,1.391
2013,179,0,22378,Trevor Immelman,1.455,84.371,58,1.485,1.367
2013,180,0,24361,Pat Perez,1.443,93.791,65,1.485,1.368
2014,1,0,10885,Robert Allenby,1.485,95.032,64,1.485,1.479
2014,1,0,22371,Aaron Baddeley,1.485,86.101,58,1.485,1.466
2014,1,0,21753,Brian Davis,1.485,136.578,92,1.485,1.458
2014,1,0,34099,Harris English,1.485,95.013,64,1.485,1.471
2014,1,0,30750,Tommy Gainey,1.485,90.56,61,1.485,1.477
2014,1,0,29535,Brice Garnett,1.485,121.764,82,1.485,1.482
2014,1,0,25444,Justin Hicks,1.485,152.927,103,1.485,1.473
2014,1,0,27936,Martin Laird,1.485,68.3,46,1.485,1.475
2014,1,0,1724,Jeff Maggert,1.485,66.825,45,1.485,1.485
2014,1,0,27933,John Merrick,1.485,111.344,75,1.485,1.469
2014,1,0,26329,Louis Oosthuizen,1.485,40.095,27,1.485,1.485
2014,1,0,25345,Carl Pettersson,1.485,135.116,91,1.485,1.476
2014,1,0,27963,Chris Stroud,1.485,108.391,73,1.485,1.473
2014,1,0,2206,David Toms,1.485,84.644,57,1.485,1.484
2014,1,0,25632,Jimmy Walker,1.485,105.4,71,1.485,1.473
2014,16,0,27895,Jonas Blixt,1.484,56.383,38,1.485,1.451
2014,16,0,20848,Ángel Cabrera,1.484,99.431,67,1.485,1.469
2014,16,0,20593,Greg Chalmers,1.484,120.203,81,1.485,1.446
2014,16,0,23135,Tim Clark,1.484,97.931,66,1.485,1.456
2014,16,0,23541,Ben Crane,1.484,126.16,85,1.485,1.462
2014,16,0,6522,Ernie Els,1.484,96.454,65,1.485,1.456
2014,16,0,24358,Robert Garrigus,1.484,103.852,70,1.485,1.432
2014,16,0,35539,Luke Guthrie,1.484,121.664,82,1.485,1.431
2014,16,0,34563,Chesson Hadley,1.484,118.706,80,1.485,1.464
2014,16,0,26758,David Hearn,1.484,136.485,92,1.49,1.456
2014,16,0,34098,Russell Henley,1.484,117.274,79,1.485,1.467
2014,16,0,33461,Morgan Hoffmann,1.484,135.064,91,1.485,1.449
2014,16,0,21961,Charles Howell III,1.484,148.35,100,1.49,1.452
2014,16,0,24024,Zach Johnson,1.484,135.012,91,1.485,1.46
2014,16,0,8075,Jerry Kelly,1.484,105.387,71,1.485,1.473
2014,16,0,30926,Chris Kirk,1.484,126.156,85,1.485,1.471
2014,16,0,30944,Jason Kokrak,1.484,89.062,60,1.485,1.472
2014,16,0,23108,Matt Kuchar,1.484,118.744,80,1.485,1.473
2014,16,0,35139,Richard Lee,1.484,102.403,69,1.485,1.462
2014,16,0,26851,Marc Leishman,1.484,103.856,70,1.49,1.453
2014,16,0,10860,Justin Leonard,1.484,100.936,68,1.485,1.457
2014,16,0,24912,Will MacKenzie,1.484,118.683,80,1.485,1.457
2014,16,0,24781,Hunter Mahan,1.484,115.741,78,1.485,1.445
2014,16,0,23800,Bryce Molder,1.484,102.427,69,1.485,1.469
2014,16,0,22046,Geoff Ogilvy,1.484,105.352,71,1.485,1.472
2014,16,0,28475,Jeff Overton,1.484,102.378,69,1.485,1.452
2014,16,0,23320,Ryan Palmer,1.484,100.933,68,1.485,1.47
2014,16,0,23621,Rory Sabbatini,1.484,100.894,68,1.485,1.463
2014,16,0,22293,Heath Slocum,1.484,94.969,64,1.485,1.47
2014,16,0,34046,Jordan Spieth,1.484,129.098,87,1.485,1.456
2014,16,0,29518,Brendan Steele,1.484,109.831,74,1.485,1.472
2014,16,0,34431,Robert Streb,1.484,103.86,70,1.485,1.456
2014,16,0,31560,Brian Stuard,1.484,124.684,84,1.485,1.459
2014,16,0,27330,Josh Teater,1.484,118.71,80,1.485,1.459
2014,16,0,32150,Michael Thompson,1.484,87.584,59,1.485,1.469
2014,16,0,28780,Nicholas Thompson,1.484,105.378,71,1.485,1.467
2014,16,0,23623,Bo Van Pelt,1.484,108.303,73,1.485,1.435
2014,16,0,27770,Camilo Villegas,1.484,139.521,94,1.485,1.463
2014,54,0,34021,Bud Cauley,1.483,72.663,49,1.485,1.446
2014,54,0,25720,Chad Collins,1.483,83.059,56,1.485,1.467
2014,54,0,24494,Erik Compton,1.483,123.108,83,1.485,1.457
2014,54,0,22621,Ben Curtis,1.483,103.785,70,1.485,1.415
2014,54,0,23983,Luke Donald,1.483,62.304,42,1.485,1.464
2014,54,0,12716,Charley Hoffman,1.483,123.103,83,1.485,1.451
2014,54,0,27141,J.B. Holmes,1.483,96.383,65,1.485,1.456
2014,54,0,27466,Spencer Levin,1.483,77.134,52,1.485,1.467
2014,54,0,35300,Andrew Loupe,1.483,71.169,48,1.485,1.435
2014,54,0,25572,Graeme McDowell,1.483,74.146,50,1.485,1.464
2014,54,0,32640,Troy Merritt,1.483,90.469,61,1.485,1.46
2014,54,0,24140,Sean O'Hair,1.483,91.944,62,1.485,1.415
2014,54,0,24138,Ian Poulter,1.483,62.29,42,1.485,1.451
2014,54,0,26331,Charl Schwartzel,1.483,77.111,52,1.485,1.443
2014,54,0,26679,Kevin Stadler,1.483,99.328,67,1.485,1.441
2014,54,0,30692,Scott Stallings,1.483,94.909,64,1.485,1.438
2014,54,0,30110,Kyle Stanley,1.483,111.203,75,1.485,1.446
2014,54,0,33419,Cameron Tringale,1.483,157.242,106,1.485,1.461
2014,54,0,26951,Johnson Wagner,1.483,85.985,58,1.485,1.453
2014,54,0,25804,Bubba Watson,1.483,77.128,52,1.498,1.447
2014,74,0,29479,Scott Brown,1.482,122.982,83,1.485,1.43
2014,74,0,32200,Roberto Castro,1.482,88.91,60,1.485,1.454
2014,74,0,29740,Brad Fritsch,1.482,54.822,37,1.485,1.447
2014,74,0,32448,James Hahn,1.482,108.214,73,1.485,1.435
2014,74,0,23353,J.J. Henry,1.482,111.173,75,1.485,1.463
2014,74,0,29420,Billy Horschel,1.482,102.271,69,1.485,1.454
2014,74,0,26300,Matt Jones,1.482,103.715,70,1.485,1.457
2014,74,0,34261,Scott Langley,1.482,123.031,83,1.485,1.425
2014,74,0,34409,David Lingmerth,1.482,106.715,72,1.485,1.414
2014,74,0,33413,Ben Martin,1.482,91.887,62,1.485,1.465
2014,74,0,29289,S.Y. Noh,1.482,111.16,75,1.485,1.445
2014,74,0,25240,D.A. Points,1.482,80.011,54,1.485,1.45
2014,74,0,24502,Adam Scott,1.482,80.037,54,1.485,1.458
2014,74,0,29221,Webb Simpson,1.482,108.159,73,1.485,1.444
2014,74,0,6567,Vijay Singh,1.482,111.175,75,1.485,1.451
2014,74,0,28132,Tyrone Van Aswegen,1.482,68.183,46,1.485,1.421
2014,74,0,25349,Tim Wilkinson,1.482,115.623,78,1.485,1.433
2014,91,0,24846,Ricky Barnes,1.481,117.02,79,1.485,1.451
2014,91,0,25274,Steven Bowditch,1.481,119.952,81,1.485,1.405
2014,91,0,25364,Paul Casey,1.481,65.181,44,1.485,1.459
2014,91,0,20229,Stewart Cink,1.481,100.678,68,1.485,1.457
2014,91,0,24924,Bill Haas,1.481,120.0,81,1.485,1.409
2014,91,0,31557,Jim Herman,1.481,71.106,48,1.485,1.405
2014,91,0,34174,John Huh,1.481,105.135,71,1.485,1.453
2014,91,0,29461,Jamie Lovemark,1.481,65.172,44,1.485,1.453
2014,91,0,24490,George McNeill,1.481,102.179,69,1.485,1.455
2014,91,0,26596,Ryan Moore,1.481,100.688,68,1.485,1.45
2014,91,0,27649,Brandt Snedeker,1.481,99.21,67,1.485,1.453
2014,91,0,25834,Daniel Summerhays,1.481,148.111,100,1.485,1.45
2014,91,0,27095,Nick Watney,1.481,82.937,56,1.485,1.462
2014,91,0,21878,Mark Wilson,1.481,91.82,62,1.485,1.439
2014,105,0,28500,Martin Flores,1.48,109.545,74,1.485,1.454
2014,105,0,25900,Lucas Glover,1.48,74.018,50,1.485,1.399
2014,105,0,33122,Russell Knox,1.48,143.536,97,1.485,1.443
2014,105,0,1810,Phil Mickelson,1.48,73.988,50,1.485,1.413
2014,105,0,34360,Patrick Reed,1.48,100.638,68,1.485,1.436
2014,105,0,35732,Wes Roach,1.48,79.901,54,1.485,1.439
2014,111,0,12510,Chad Campbell,1.479,68.045,46,1.485,1.447
2014,111,0,28089,Jason Day,1.479,41.405,28,1.485,1.445
2014,111,0,19846,Brian Gay,1.479,96.126,65,1.485,1.456
2014,111,0,27644,Brian Harman,1.479,158.253,107,1.485,1.438
2014,111,0,1706,Davis Love III,1.479,84.295,57,1.485,1.361
2014,111,0,32839,Hideki Matsuyama,1.479,99.098,67,1.485,1.375
2014,111,0,31193,Jim Renner,1.479,78.412,53,1.485,1.435
2014,111,0,25562,Andres Romero,1.479,90.19,61,1.485,1.44
2014,111,0,20396,Lee Westwood,1.479,62.126,42,1.485,1.426
2014,111,0,20160,Charlie Wi,1.479,100.564,68,1.485,1.399
2014,121,0,24507,Jason Bohn,1.478,124.152,84,1.485,1.434
2014,121,0,33141,Keegan Bradley,1.478,96.079,65,1.49,1.438
2014,121,0,27436,Graham DeLaet,1.478,82.755,56,1.485,1.391
2014,121,0,25686,Jason Dufner,1.478,62.084,42,1.485,1.438
2014,121,0,20104,Ken Duke,1.478,93.106,63,1.485,1.432
2014,121,0,30852,Ryo Ishikawa,1.478,85.739,58,1.485,1.435
2014,121,0,30925,Dustin Johnson,1.478,60.601,41,1.485,1.439
2014,121,0,28237,Rory McIlroy,1.478,70.959,48,1.485,1.449
2014,121,0,20645,John Senden,1.478,134.462,91,1.485,1.427
2014,121,0,30927,Brendon Todd,1.478,135.987,92,1.485,1.395
2014,121,0,26289,Boo Weekley,1.478,81.269,55,1.485,1.432
2014,121,0,10423,Mike Weir,1.478,82.765,56,1.485,1.433
2014,133,0,28259,Sangmoon Bae,1.477,100.408,68,1.485,1.432
2014,133,0,24925,Jonathan Byrd,1.477,98.985,67,1.485,1.436
2014,133,0,23409,James Driscoll,1.477,78.288,53,1.485,1.434
2014,133,0,32102,Rickie Fowler,1.477,93.032,63,1.485,1.426
2014,133,0,29478,Kevin Kisner,1.477,110.761,75,1.485,1.435
2014,133,0,26956,Bronson La'Cassie,1.477,59.066,40,1.485,1.441
2014,133,0,28092,D.H. Lee,1.477,72.391,49,1.485,1.433
2014,140,0,20098,Stuart Appleby,1.476,134.308,91,1.485,1.401
2014,140,0,10809,Jim Furyk,1.476,112.181,76,1.485,1.438
2014,140,0,20157,Retief Goosen,1.476,129.922,88,1.485,1.412
2014,140,0,31202,William McGirt,1.476,138.725,94,1.485,1.443
2014,140,0,28486,Michael Putnam,1.476,137.248,93,1.485,1.43
2014,145,0,23638,Brendon de Jonge,1.475,141.554,96,1.485,1.447
2014,145,0,27120,Troy Matteson,1.475,73.741,50,1.485,1.436
2014,145,0,34265,Will Wilcox,1.475,63.426,43,1.485,1.43
2014,148,0,24357,K.J. Choi,1.474,104.647,71,1.485,1.407
2014,148,0,36689,Brooks Koepka,1.474,57.481,39,1.485,1.411
2014,148,0,27064,Jhonattan Vegas,1.474,98.727,67,1.485,1.426
2014,151,0,32366,Kevin Chappell,1.473,132.6,90,1.485,1.388
2014,151,0,29926,Danny Lee,1.473,98.662,67,1.485,1.437
2014,153,0,27556,Ted Potter Jr.,1.472,92.711,63,1.485,1.421
2014,153,0,33418,Shawn Stefani,1.472,82.453,56,1.485,1.436
2014,155,0,29222,Billy Hurley III,1.471,114.707,78,1.485,1.446
2014,155,0,22405,Justin Rose,1.471,79.425,54,1.485,1.414
2014,157,0,7867,Woody Austin,1.47,86.756,59,1.485,1.411
2014,157,0,25191,Gonzalo Fernandez-Castaño,1.47,110.251,75,1.485,1.403
2014,157,0,35541,John Peterson,1.47,86.748,59,1.485,1.406
2014,157,0,27214,Kevin Streelman,1.47,98.491,67,1.485,1.44
2014,161,0,21731,Freddie Jacobson,1.467,114.396,78,1.485,1.398
2014,161,0,21528,Henrik Stenson,1.467,39.606,27,1.485,1.435
2014,163,0,20498,Briny Baird,1.466,57.17,39,1.485,1.392
2014,163,0,37273,Derek Ernst,1.466,89.439,61,1.485,1.434
2014,163,0,25396,Kevin Na,1.466,126.096,86,1.485,1.404
2014,163,0,22913,John Rollins,1.466,93.814,64,1.485,1.42
2014,167,0,31323,Gary Woodland,1.465,96.685,66,1.485,1.422
2014,168,0,32333,Kevin Tway,1.464,70.282,48,1.485,1.409
2014,169,0,27408,Martin Kaymer,1.463,76.083,52,1.485,1.42
2014,170,0,22378,Trevor Immelman,1.462,97.987,67,1.485,1.371
2014,171,0,29425,Andrew Svoboda,1.46,109.468,75,1.485,1.385
2014,171,0,34264,Hudson Swafford,1.46,77.364,53,1.485,1.388
2014,173,0,24663,Y.E. Yang,1.459,90.437,62,1.485,1.395
2014,174,0,21209,Sergio Garcia,1.458,53.945,37,1.485,1.401
2014,175,0,24361,Pat Perez,1.457,110.722,76,1.486,1.381
2014,176,0,28307,Matt Every,1.455,97.464,67,1.485,1.395
2014,177,0,32334,Charlie Beljan,1.449,104.353,72,1.485,1.362
2022,1,0,27770,Camilo Villegas,1.517,227.541,150,1.537,0.0
2022,2,0,49766,Hank Lebioda,1.515,357.547,236,1.539,0.0
2022,2,0,33448,Justin Thomas,1.515,262.178,173,1.537,0.0
2022,4,0,19803,Ryan Armour,1.514,192.278,127,1.536,0.0
2022,5,0,54421,Garrick Higgo,1.513,128.627,85,1.538,0.0
2022,5,0,33204,Shane Lowry,1.513,151.28,100,1.539,0.0
2022,7,0,39997,Corey Conners,1.512,285.851,189,1.536,0.0
2022,7,0,25900,Lucas Glover,1.512,365.82,242,1.539,0.0
2022,7,0,34563,Chesson Hadley,1.512,326.498,216,1.536,0.0
2022,7,0,35506,Mackenzie Hughes,1.512,321.952,213,1.538,0.0
2022,7,0,22056,Cameron Percy,1.512,167.831,111,1.533,0.0
2022,7,0,29221,Webb Simpson,1.512,207.107,137,1.535,0.0
2022,7,0,34046,Jordan Spieth,1.512,241.943,160,1.539,0.0
2022,7,0,37189,Harold Varner III,1.512,260.071,172,1.539,0.0
2022,15,0,34255,Joseph Bramlett,1.511,249.39,165,1.539,0.0
2022,15,0,35450,Patrick Cantlay,1.511,188.871,125,1.539,0.0
2022,15,0,35461,Beau Hossler,1.511,249.253,165,1.538,0.0
2022,15,0,36852,Jim Knous,1.511,194.867,129,1.538,0.0
2022,15,0,33486,Roger Sloan,1.511,228.15,151,1.538,0.0
2022,15,0,35891,Cameron Smith,1.511,225.146,149,1.538,0.0
2022,15,0,50095,Austin Smotherman,1.511,294.576,195,1.538,0.0
2022,22,0,45526,Abraham Ancer,1.51,172.151,114,1.538,0.0
2022,22,0,47504,Sam Burns,1.51,314.088,208,1.538,0.0
2022,22,0,52372,Cameron Champ,1.51,158.547,105,1.539,0.0
