YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL BIRDIES,TOTAL HOLES
2013,1,0,27770,Camilo Villegas,25.2,31,123
2013,2,0,6527,Steve Stricker,25.0,14,56
2013,3,0,27129,Luke List,24.76,26,105
2013,4,0,30925,Dustin Johnson,23.02,29,126
2013,5,0,34046,Jordan Spieth,22.61,26,115
2013,6,0,29221,Webb Simpson,21.67,26,120
2013,7,0,25562,Andres Romero,21.65,21,97
2013,8,0,35539,Luke Guthrie,20.87,24,115
2013,9,0,33418,Shawn Stefani,20.22,18,89
2013,10,0,28259,Sangmoon Bae,19.76,33,167
2013,11,0,34098,Russell Henley,19.75,16,81
2013,12,0,24502,Adam Scott,19.72,14,71
2013,13,0,6004,Stephen Ames,19.54,17,87
2013,14,0,10213,Dicky Pride,19.27,21,109
2013,15,0,25818,Scott Piercy,19.23,30,156
2013,16,0,27963,Chris Stroud,19.2,24,125
2013,17,0,6522,Ernie Els,19.1,17,89
2013,18,0,34099,Harris English,18.82,32,170
2013,19,0,27436,Graham DeLaet,18.7,23,123
2013,20,0,24399,Scott Gardiner,18.6,24,129
2013,21,0,34409,David Lingmerth,18.58,21,113
2013,22,0,27120,Troy Matteson,18.42,21,114
2013,23,0,22056,Cameron Percy,18.35,20,109
2013,23,0,24361,Pat Perez,18.35,20,109
2013,25,0,1116,Michael Bradley,18.31,13,71
2013,26,0,28307,Matt Every,18.18,28,154
2013,27,0,1810,Phil Mickelson,18.1,19,105
2013,28,0,28089,Jason Day,17.89,22,123
2013,29,0,30944,Jason Kokrak,17.86,25,140
2013,30,0,27330,Josh Teater,17.83,23,129
2013,31,0,21731,Freddie Jacobson,17.59,19,108
2013,31,0,35139,Richard Lee,17.59,19,108
2013,33,0,25572,Graeme McDowell,17.39,8,46
2013,34,0,26851,Marc Leishman,17.33,26,150
2013,35,0,24024,Zach Johnson,17.02,16,94
2013,36,0,33141,Keegan Bradley,16.92,22,130
2013,37,0,26300,Matt Jones,16.91,23,136
2013,38,0,25900,Lucas Glover,16.87,14,83
2013,39,0,32334,Charlie Beljan,16.82,18,107
2013,40,0,26679,Kevin Stadler,16.67,18,108
2013,40,0,10423,Mike Weir,16.67,21,126
2013,42,0,28780,Nicholas Thompson,16.54,21,127
2013,43,0,24358,Robert Garrigus,16.5,17,103
2013,44,0,25444,Justin Hicks,16.35,17,104
2013,45,0,20848,Ángel Cabrera,16.28,21,129
2013,45,0,26951,Johnson Wagner,16.28,14,86
2013,47,0,21209,Sergio Garcia,16.22,12,74
2013,47,0,22792,Peter Hanson,16.22,12,74
2013,49,0,24507,Jason Bohn,16.19,17,105
2013,50,0,25240,D.A. Points,16.16,16,99
2013,51,0,23320,Ryan Palmer,16.06,22,137
2013,52,0,23325,Vaughn Taylor,16.0,12,75
2013,53,0,32448,James Hahn,15.94,22,138
2013,54,0,24357,K.J. Choi,15.91,14,88
2013,55,0,30163,Henrik Norlander,15.83,19,120
2013,56,0,22405,Justin Rose,15.48,13,84
2013,57,0,20593,Greg Chalmers,15.44,21,136
2013,58,0,21961,Charles Howell III,15.35,31,202
2013,59,0,23621,Rory Sabbatini,15.33,23,150
2013,60,0,25336,Alistair Presnell,15.15,15,99
2013,61,0,8725,Tom Gillis,15.12,13,86
2013,62,0,28310,Lee Williams,14.94,13,87
2013,63,0,23788,D.J. Trahan,14.93,10,67
2013,64,0,27214,Kevin Streelman,14.81,16,108
2013,65,0,31557,Jim Herman,14.77,13,88
2013,66,0,12716,Charley Hoffman,14.75,18,122
2013,67,0,25345,Carl Pettersson,14.74,14,95
2013,68,0,24140,Sean O'Hair,14.68,16,109
2013,69,0,23409,James Driscoll,14.66,17,116
2013,70,0,26476,Chez Reavie,14.61,13,89
2013,71,0,20645,John Senden,14.6,20,137
2013,72,0,34174,John Huh,14.5,19,131
2013,73,0,32366,Kevin Chappell,14.41,16,111
2013,74,0,24781,Hunter Mahan,14.4,18,125
2013,75,0,28500,Martin Flores,14.38,21,146
2013,75,0,34360,Patrick Reed,14.38,23,160
2013,75,0,25632,Jimmy Walker,14.38,23,160
2013,78,0,19970,Robert Karlsson,14.29,9,63
2013,78,0,20396,Lee Westwood,14.29,11,77
2013,80,0,27936,Martin Laird,14.14,14,99
2013,81,0,30926,Chris Kirk,14.09,21,149
2013,82,0,27933,John Merrick,13.95,18,129
2013,83,0,31323,Gary Woodland,13.94,23,165
2013,84,0,23108,Matt Kuchar,13.87,19,137
2013,85,0,29420,Billy Horschel,13.85,18,130
2013,86,0,10860,Justin Leonard,13.82,17,123
2013,87,0,25834,Daniel Summerhays,13.7,20,146
2013,88,0,20229,Stewart Cink,13.56,16,118
2013,88,0,28092,D.H. Lee,13.56,16,118
2013,90,0,28237,Rory McIlroy,13.51,10,74
2013,91,0,23452,Nicolas Colsaerts,13.48,12,89
2013,92,0,32102,Rickie Fowler,13.46,14,104
2013,93,0,30692,Scott Stallings,13.45,16,119
2013,94,0,20443,Jin Park,13.43,9,67
2013,95,0,8793,Tiger Woods,13.41,11,82
2013,96,0,28679,Fabián Gómez,13.39,15,112
2013,97,0,23983,Luke Donald,13.33,10,75
2013,97,0,27408,Martin Kaymer,13.33,8,60
2013,99,0,31202,William McGirt,13.27,15,113
2013,100,0,25804,Bubba Watson,13.22,16,121
2013,101,0,33419,Cameron Tringale,13.19,19,144
2013,102,0,32200,Roberto Castro,13.01,16,123
2013,103,0,23638,Brendon de Jonge,12.94,22,170
2013,104,0,22371,Aaron Baddeley,12.9,16,124
2013,104,0,26596,Ryan Moore,12.9,12,93
2013,104,0,24138,Ian Poulter,12.9,8,62
2013,104,0,29425,Andrew Svoboda,12.9,8,62
2013,108,0,21878,Mark Wilson,12.82,10,78
2013,109,0,30750,Tommy Gainey,12.66,20,158
2013,110,0,12782,Tim Herron,12.63,12,95
2013,111,0,29479,Scott Brown,12.62,13,103
2013,112,0,27644,Brian Harman,12.5,19,152
2013,112,0,21099,David Lynn,12.5,15,120
2013,112,0,33869,Eric Meierdierks,12.5,10,80
2013,115,0,24924,Bill Haas,12.4,15,121
2013,116,0,25686,Jason Dufner,12.39,14,113
2013,117,0,34021,Bud Cauley,12.38,13,105
2013,118,0,30110,Kyle Stanley,12.28,14,114
2013,119,0,29740,Brad Fritsch,12.23,17,139
2013,120,0,33461,Morgan Hoffmann,12.17,14,115
2013,121,0,22913,John Rollins,12.16,18,148
2013,122,0,30852,Ryo Ishikawa,11.88,12,101
2013,122,0,36884,Ben Kohles,11.88,12,101
2013,124,0,22621,Ben Curtis,11.76,10,85
2013,124,0,2206,David Toms,11.76,6,51
2013,126,0,8075,Jerry Kelly,11.7,11,94
2013,126,0,34431,Robert Streb,11.7,11,94
2013,128,0,37273,Derek Ernst,11.65,12,103
2013,129,0,27503,Steve LeBrun,11.57,14,121
2013,130,0,23497,Tag Ridings,11.45,15,131
2013,131,0,20572,Rod Pampling,11.39,9,79
2013,132,0,21753,Brian Davis,11.22,11,98
2013,133,0,23135,Tim Clark,11.11,7,63
2013,134,0,23800,Bryce Molder,10.96,16,146
2013,135,0,22378,Trevor Immelman,10.92,13,119
2013,136,0,6573,Brandt Jobe,10.84,9,83
2013,137,0,26331,Charl Schwartzel,10.75,10,93
2013,138,0,25274,Steven Bowditch,10.71,12,112
2013,138,0,21528,Henrik Stenson,10.71,6,56
2013,140,0,24846,Ricky Barnes,10.69,14,131
2013,140,0,34261,Scott Langley,10.69,14,131
2013,142,0,26758,David Hearn,10.56,15,142
2013,143,0,1320,Bob Estes,10.34,12,116
2013,144,0,20766,Padraig Harrington,10.29,7,68
2013,145,0,23623,Bo Van Pelt,10.26,8,78
2013,146,0,28475,Jeff Overton,10.13,16,158
2013,147,0,24227,Justin Bolli,10.11,9,89
2013,148,0,23541,Ben Crane,10.1,10,99
2013,148,0,22806,Doug LaBelle II,10.1,10,99
2013,150,0,20160,Charlie Wi,10.07,14,139
2013,151,0,24494,Erik Compton,9.84,12,122
2013,152,0,22046,Geoff Ogilvy,9.76,8,82
2013,153,0,24490,George McNeill,9.73,11,113
2013,154,0,27649,Brandt Snedeker,9.71,10,103
2013,155,0,20691,Greg Owen,9.68,12,124
2013,156,0,29289,S.Y. Noh,9.49,13,137
2013,157,0,22295,Darron Stiles,9.33,7,75
2013,158,0,31560,Brian Stuard,9.28,9,97
2013,159,0,30711,Colt Knost,9.18,9,98
2013,160,0,32150,Michael Thompson,9.09,9,99
2013,161,0,20104,Ken Duke,9.03,13,144
2013,162,0,28135,Aaron Watkins,8.97,7,78
2013,163,0,1724,Jeff Maggert,8.7,8,92
2013,164,0,27095,Nick Watney,8.66,11,127
2013,165,0,10809,Jim Furyk,8.6,8,93
2013,166,0,6567,Vijay Singh,8.42,8,95
2013,167,0,26497,Casey Wittenberg,8.33,9,108
2013,167,0,24663,Y.E. Yang,8.33,6,72
2013,169,0,10885,Robert Allenby,8.22,6,73
2013,170,0,26289,Boo Weekley,8.15,11,135
2013,171,0,27556,Ted Potter Jr.,7.77,8,103
2013,172,0,20098,Stuart Appleby,7.69,10,130
2013,172,0,23353,J.J. Henry,7.69,8,104
2013,174,0,22961,David Mathis,7.46,10,134
2013,175,0,28455,Will Claxton,7.34,8,109
2013,176,0,29518,Brendan Steele,7.25,10,138
2013,177,0,19846,Brian Gay,7.14,8,112
2013,178,0,27895,Jonas Blixt,6.56,8,122
2013,179,0,12510,Chad Campbell,5.93,7,118
2013,180,0,32698,Bobby Gates,5.45,6,110
2014,1,0,26956,Bronson La'Cassie,23.81,15,63
2014,2,0,20848,Ángel Cabrera,23.14,28,121
2014,3,0,24502,Adam Scott,22.33,23,103
2014,4,0,25834,Daniel Summerhays,21.8,29,133
2014,5,0,1810,Phil Mickelson,21.59,19,88
2014,6,0,23320,Ryan Palmer,20.93,27,129
2014,7,0,30692,Scott Stallings,20.71,29,140
2014,8,0,24507,Jason Bohn,20.69,24,116
2014,9,0,12716,Charley Hoffman,20.48,34,166
2014,10,0,23353,J.J. Henry,20.34,24,118
2014,11,0,25632,Jimmy Walker,19.88,33,166
2014,12,0,28237,Rory McIlroy,19.77,17,86
2014,13,0,33141,Keegan Bradley,19.3,22,114
2014,14,0,21528,Henrik Stenson,19.23,10,52
2014,15,0,30944,Jason Kokrak,18.55,23,124
2014,16,0,22046,Geoff Ogilvy,18.31,26,142
2014,17,0,31323,Gary Woodland,18.05,24,133
2014,18,0,20593,Greg Chalmers,17.74,33,186
2014,18,0,29221,Webb Simpson,17.74,22,124
2014,20,0,32839,Hideki Matsuyama,17.69,23,130
2014,21,0,30926,Chris Kirk,17.61,25,142
2014,22,0,27436,Graham DeLaet,17.48,18,103
2014,23,0,35300,Andrew Loupe,17.42,23,132
2014,24,0,21753,Brian Davis,17.32,22,127
2014,24,0,30750,Tommy Gainey,17.32,22,127
2014,26,0,21731,Freddie Jacobson,17.31,27,156
2014,26,0,1706,Davis Love III,17.31,18,104
2014,26,0,23621,Rory Sabbatini,17.31,27,156
2014,29,0,30925,Dustin Johnson,17.02,16,94
2014,30,0,25396,Kevin Na,16.91,23,136
2014,31,0,28259,Sangmoon Bae,16.89,25,148
2014,32,0,34099,Harris English,16.79,23,137
2014,32,0,30852,Ryo Ishikawa,16.79,22,131
2014,34,0,24490,George McNeill,16.78,24,143
2014,35,0,32448,James Hahn,16.56,25,151
2014,36,0,24358,Robert Garrigus,16.55,24,145
2014,37,0,1724,Jeff Maggert,16.44,12,73
2014,38,0,27556,Ted Potter Jr.,16.33,16,98
2014,39,0,28092,D.H. Lee,16.25,13,80
2014,40,0,27644,Brian Harman,16.04,30,187
2014,41,0,24846,Ricky Barnes,15.92,25,157
2014,42,0,6567,Vijay Singh,15.89,24,151
2014,43,0,32150,Michael Thompson,15.84,16,101
2014,44,0,34360,Patrick Reed,15.82,28,177
2014,45,0,27214,Kevin Streelman,15.79,15,95
2014,46,0,29222,Billy Hurley III,15.73,14,89
2014,47,0,29479,Scott Brown,15.7,19,121
2014,48,0,6522,Ernie Els,15.53,25,161
2014,49,0,20498,Briny Baird,15.38,12,78
2014,49,0,25364,Paul Casey,15.38,12,78
2014,51,0,26331,Charl Schwartzel,15.32,19,124
2014,52,0,10423,Mike Weir,15.27,20,131
2014,53,0,27408,Martin Kaymer,15.22,14,92
2014,54,0,8075,Jerry Kelly,15.2,19,125
2014,55,0,22405,Justin Rose,15.13,18,119
2014,56,0,19846,Brian Gay,15.09,16,106
2014,57,0,20160,Charlie Wi,15.03,23,153
2014,58,0,24924,Bill Haas,15.0,21,140
2014,58,0,26596,Ryan Moore,15.0,12,80
2014,60,0,27330,Josh Teater,14.97,22,147
2014,61,0,34409,David Lingmerth,14.96,19,127
2014,62,0,20104,Ken Duke,14.95,16,107
2014,62,0,31560,Brian Stuard,14.95,16,107
2014,64,0,24912,Will MacKenzie,14.93,20,134
2014,65,0,23135,Tim Clark,14.89,14,94
2014,66,0,27141,J.B. Holmes,14.86,22,148
2014,67,0,22913,John Rollins,14.81,20,135
2014,68,0,24494,Erik Compton,14.79,21,142
2014,68,0,25345,Carl Pettersson,14.79,25,169
2014,70,0,26289,Boo Weekley,14.74,14,95
2014,71,0,24357,K.J. Choi,14.71,15,102
2014,72,0,24361,Pat Perez,14.69,21,143
2014,73,0,25804,Bubba Watson,14.66,17,116
2014,74,0,34098,Russell Henley,14.62,19,130
2014,75,0,34046,Jordan Spieth,14.61,26,178
2014,76,0,21209,Sergio Garcia,14.47,11,76
2014,77,0,34431,Robert Streb,14.42,15,104
2014,78,0,25900,Lucas Glover,14.29,10,70
2014,78,0,29461,Jamie Lovemark,14.29,18,126
2014,80,0,2206,David Toms,14.1,11,78
2014,81,0,29289,S.Y. Noh,14.04,24,171
2014,82,0,35732,Wes Roach,14.02,15,107
2014,83,0,26329,Louis Oosthuizen,14.0,7,50
2014,83,0,27095,Nick Watney,14.0,14,100
2014,85,0,22371,Aaron Baddeley,13.92,22,158
2014,86,0,32366,Kevin Chappell,13.85,18,130
2014,87,0,31557,Jim Herman,13.83,13,94
2014,88,0,25562,Andres Romero,13.64,21,154
2014,89,0,27895,Jonas Blixt,13.48,12,89
2014,89,0,25240,D.A. Points,13.48,12,89
2014,91,0,33461,Morgan Hoffmann,13.46,28,208
2014,92,0,37273,Derek Ernst,13.45,16,119
2014,93,0,35541,John Peterson,13.19,12,91
2014,94,0,34174,John Huh,13.16,15,114
2014,95,0,34021,Bud Cauley,13.1,11,84
2014,96,0,29478,Kevin Kisner,13.04,18,138
2014,96,0,28780,Nicholas Thompson,13.04,15,115
2014,98,0,21961,Charles Howell III,13.0,29,223
2014,99,0,22621,Ben Curtis,12.96,14,108
2014,99,0,24663,Y.E. Yang,12.96,14,108
2014,101,0,35539,Luke Guthrie,12.93,19,147
2014,102,0,22378,Trevor Immelman,12.9,20,155
2014,102,0,25572,Graeme McDowell,12.9,8,62
2014,104,0,20229,Stewart Cink,12.88,17,132
2014,105,0,28307,Matt Every,12.87,13,101
2014,106,0,25720,Chad Collins,12.7,16,126
2014,107,0,24781,Hunter Mahan,12.69,17,134
2014,108,0,20098,Stuart Appleby,12.58,19,151
2014,109,0,32200,Roberto Castro,12.5,12,96
