YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,DISTANCE (IN INCHES),ATTEMPTS
2015,131,0,25369,Jamie Donaldson,258.7,502977.0,54
2015,131,0,35539,Luke Guthrie,258.7,987161.0,106
2015,131,0,39977,Max Homa,258.7,1219998.0,131
2015,131,0,30926,Chris Kirk,258.7,950089.0,102
2015,131,0,24138,Ian Poulter,258.7,661211.0,71
2015,131,0,30692,Scott Stallings,258.7,1024254.0,110
2015,131,0,25834,Daniel Summerhays,258.7,1387701.0,149
2015,138,0,23108,Matt Kuchar,258.8,1453523.0,156
2015,139,0,27141,J.B. Holmes,258.9,1593613.0,171
2015,140,0,34409,David Lingmerth,259.0,1128398.0,121
2015,140,0,26596,Ryan Moore,259.0,941775.0,101
2015,142,0,34431,Robert Streb,259.3,1801463.0,193
2015,143,0,36801,Mark Hubbard,259.4,915149.0,98
2015,144,0,26300,Matt Jones,259.5,1625247.0,174
2015,145,0,8075,Jerry Kelly,259.6,878652.0,94
2015,146,0,23638,Brendon de Jonge,259.7,1551684.0,166
2015,147,0,2206,David Toms,259.8,439619.0,47
2015,148,0,31323,Gary Woodland,260.0,1226206.0,131
2015,149,0,12716,Charley Hoffman,260.1,1704481.0,182
2015,149,0,35541,John Peterson,260.1,1451260.0,155
2015,151,0,33461,Morgan Hoffmann,260.2,1536232.0,164
2015,151,0,33418,Shawn Stefani,260.2,1770486.0,189
2015,153,0,24924,Bill Haas,260.4,1246754.0,133
2015,154,0,32102,Rickie Fowler,260.8,1136172.0,121
2015,155,0,20766,Padraig Harrington,260.9,826377.0,88
2015,156,0,29479,Scott Brown,261.0,1352819.0,144
2015,156,0,29478,Kevin Kisner,261.0,1597067.0,170
2015,158,0,26851,Marc Leishman,261.1,1052932.0,112
2015,159,0,29420,Billy Horschel,261.2,1627031.0,173
2015,160,0,34130,Sung Joon Park,261.4,856446.0,91
2015,160,0,20396,Lee Westwood,261.4,592903.0,63
2015,162,0,33413,Ben Martin,261.5,1204985.0,128
2015,163,0,24781,Hunter Mahan,261.6,1412816.0,150
2015,164,0,28679,Fabián Gómez,261.9,933457.0,99
2015,165,0,26329,Louis Oosthuizen,262.0,962197.0,102
2015,166,0,31193,Jim Renner,262.1,858617.0,91
2015,167,0,20593,Greg Chalmers,262.2,462549.0,49
2015,168,0,27214,Kevin Streelman,262.3,1567259.0,166
2015,169,0,24507,Jason Bohn,262.4,1095671.0,116
2015,169,0,34360,Patrick Reed,262.4,1407316.0,149
2015,171,0,34098,Russell Henley,262.8,1277281.0,135
2015,172,0,25396,Kevin Na,262.9,1031732.0,109
2015,173,0,34046,Jordan Spieth,263.2,1288412.0,136
2015,174,0,33141,Keegan Bradley,263.6,1489729.0,157
2015,175,0,34174,John Huh,264.1,1483116.0,156
2015,175,0,29926,Danny Lee,264.1,1539949.0,162
2015,177,0,25686,Jason Dufner,264.3,780181.0,82
2015,178,0,33419,Cameron Tringale,264.6,1219357.0,128
2015,179,0,21528,Henrik Stenson,264.9,1010778.0,106
2015,180,0,22046,Geoff Ogilvy,265.4,831092.0,87
2015,181,0,1810,Phil Mickelson,265.8,1243724.0,130
2015,182,0,24024,Zach Johnson,266.0,1053491.0,110
2015,183,0,20645,John Senden,267.4,1145508.0,119
2015,184,0,21209,Sergio Garcia,269.0,910439.0,94
2012,1,0,24502,Adam Scott,237.2,760139.0,89
2012,2,0,28237,Rory McIlroy,238.0,848202.0,99
2012,3,0,8793,Tiger Woods,239.3,887188.0,103
2012,4,0,28089,Jason Day,242.4,881540.0,101
2012,5,0,24358,Robert Garrigus,242.9,1792618.0,205
2012,6,0,32334,Charlie Beljan,243.5,815352.0,93
2012,7,0,21961,Charles Howell III,245.2,1279786.0,145
2012,8,0,30925,Dustin Johnson,245.4,1121892.0,127
2012,8,0,22405,Justin Rose,245.4,909920.0,103
2012,10,0,2206,David Toms,246.0,557984.0,63
2012,11,0,20766,Padraig Harrington,246.3,789043.0,89
2012,12,0,30852,Ryo Ishikawa,246.4,505639.0,57
2012,13,0,22378,Trevor Immelman,246.5,860720.0,97
2012,14,0,25686,Jason Dufner,248.1,1125566.0,126
2012,15,0,28259,Sangmoon Bae,248.3,965393.0,108
2012,15,0,21209,Sergio Garcia,248.3,893736.0,100
2012,15,0,26289,Boo Weekley,248.3,947590.0,106
2012,18,0,27095,Nick Watney,248.5,1395506.0,156
2012,19,0,6527,Steve Stricker,248.6,868217.0,97
2012,19,0,32150,Michael Thompson,248.6,769783.0,86
2012,21,0,1706,Davis Love III,249.1,852015.0,95
2012,22,0,27060,John Mallinger,249.2,735608.0,82
2012,23,0,27936,Martin Laird,249.5,1293335.0,144
2012,24,0,10809,Jim Furyk,249.7,764214.0,85
2012,24,0,24138,Ian Poulter,249.7,638224.0,71
2012,26,0,23983,Luke Donald,249.8,656379.0,73
2012,27,0,27933,John Merrick,250.0,1178827.0,131
2012,28,0,25572,Graeme McDowell,250.1,576188.0,64
2012,29,0,28308,Troy Kelly,250.3,820056.0,91
2012,30,0,27330,Josh Teater,250.6,1768401.0,196
2012,31,0,19846,Brian Gay,250.8,686275.0,76
2012,32,0,25457,Alexandre Rocha,250.9,641281.0,71
2012,33,0,20691,Greg Owen,251.0,1337170.0,148
2012,33,0,27649,Brandt Snedeker,251.0,994004.0,110
2012,35,0,27141,J.B. Holmes,251.1,1735721.0,192
2012,36,0,31202,William McGirt,251.2,1057957.0,117
2012,37,0,26331,Charl Schwartzel,251.4,742052.0,82
2012,38,0,24507,Jason Bohn,251.5,860167.0,95
2012,39,0,6522,Ernie Els,251.6,1122957.0,124
2012,40,0,27644,Brian Harman,251.7,1449638.0,160
2012,40,0,25804,Bubba Watson,251.7,1513485.0,167
2012,42,0,34021,Bud Cauley,251.8,1586308.0,175
2012,43,0,23204,Gary Christian,251.9,1088284.0,120
2012,44,0,26476,Chez Reavie,252.0,961792.0,106
2012,45,0,21731,Freddie Jacobson,252.1,653464.0,72
2012,45,0,23623,Bo Van Pelt,252.1,1207247.0,133
2012,47,0,30692,Scott Stallings,252.2,1516242.0,167
2012,47,0,31323,Gary Woodland,252.2,1316577.0,145
2012,49,0,22913,John Rollins,252.3,1362392.0,150
2012,50,0,1320,Bob Estes,252.5,809005.0,89
2012,51,0,30944,Jason Kokrak,252.6,1309450.0,144
2012,52,0,26329,Louis Oosthuizen,252.8,928214.0,102
2012,52,0,30110,Kyle Stanley,252.8,1647089.0,181
2012,54,0,12652,Cameron Beckman,252.9,928753.0,102
2012,54,0,24140,Sean O'Hair,252.9,1602543.0,176
2012,56,0,32102,Rickie Fowler,253.1,1375590.0,151
2012,57,0,6004,Stephen Ames,253.2,446574.0,49
2012,57,0,22371,Aaron Baddeley,253.2,1057314.0,116
2012,57,0,32698,Bobby Gates,253.2,1568037.0,172
2012,60,0,27770,Camilo Villegas,253.3,1303995.0,143
2012,61,0,20160,Charlie Wi,253.4,1140412.0,125
2012,62,0,10213,Dicky Pride,253.5,647906.0,71
2012,63,0,24490,George McNeill,253.6,1332743.0,146
2012,63,0,25345,Carl Pettersson,253.6,1378461.0,151
2012,63,0,23621,Rory Sabbatini,253.6,1488177.0,163
2012,66,0,12510,Chad Campbell,253.7,1205644.0,132
2012,66,0,28500,Martin Flores,253.7,1370248.0,150
2012,68,0,30926,Chris Kirk,253.8,1617393.0,177
2012,68,0,23320,Ryan Palmer,253.8,1471272.0,161
2012,70,0,21805,Harrison Frazar,253.9,959868.0,105
2012,71,0,25632,Jimmy Walker,254.1,1829324.0,200
2012,72,0,19970,Robert Karlsson,254.2,896986.0,98
2012,73,0,33122,Russell Knox,254.3,824049.0,90
2012,74,0,20850,Daniel Chopra,254.5,696212.0,76
2012,74,0,34099,Harris English,254.5,1741046.0,190
2012,76,0,20623,Gavin Coles,254.6,531582.0,58
2012,76,0,20104,Ken Duke,254.6,1402254.0,153
2012,78,0,25818,Scott Piercy,254.7,1897840.0,207
2012,79,0,28455,Will Claxton,254.8,1513275.0,165
2012,80,0,32366,Kevin Chappell,254.9,1358029.0,148
2012,80,0,30711,Colt Knost,254.9,623983.0,68
2012,82,0,24357,K.J. Choi,255.0,936344.0,102
2012,82,0,11123,Chris Couch,255.0,1202455.0,131
2012,84,0,10885,Robert Allenby,255.1,964373.0,105
2012,84,0,23108,Matt Kuchar,255.1,964401.0,105
2012,84,0,22293,Heath Slocum,255.1,1037704.0,113
2012,84,0,26679,Kevin Stadler,255.1,1359206.0,148
2012,84,0,30927,Brendon Todd,255.1,725576.0,79
2012,89,0,20098,Stuart Appleby,255.2,891258.0,97
2012,90,0,28475,Jeff Overton,255.3,1856332.0,202
2012,91,0,1116,Michael Bradley,255.4,790782.0,86
2012,91,0,29476,Kyle Reifers,255.4,1048106.0,114
2012,93,0,27436,Graham DeLaet,255.5,1370304.0,149
2012,94,0,24846,Ricky Barnes,255.6,1306408.0,142
2012,94,0,23353,J.J. Henry,255.6,993688.0,108
2012,94,0,1810,Phil Mickelson,255.6,1306483.0,142
2012,97,0,20645,John Senden,255.7,1353385.0,147
2012,97,0,21528,Henrik Stenson,255.7,902118.0,98
2012,99,0,21407,Arjun Atwal,255.8,1114398.0,121
2012,99,0,20593,Greg Chalmers,255.8,1160114.0,126
2012,99,0,23788,D.J. Trahan,255.8,1151122.0,125
2012,99,0,27064,Jhonattan Vegas,255.8,1528729.0,166
2012,103,0,12782,Tim Herron,255.9,1123733.0,122
2012,103,0,26851,Marc Leishman,255.9,1317312.0,143
2012,105,0,33120,Mark Anderson,256.0,1087408.0,118
2012,105,0,23135,Tim Clark,256.0,608141.0,66
2012,105,0,29420,Billy Horschel,256.0,857024.0,93
2012,105,0,26951,Johnson Wagner,256.0,1289992.0,140
2012,105,0,24663,Y.E. Yang,256.0,672878.0,73
2012,110,0,24940,Edward Loar,256.1,829664.0,90
2012,110,0,26596,Ryan Moore,256.1,1309271.0,142
2012,112,0,20574,Mathew Goggin,256.2,1079151.0,117
2012,112,0,22046,Geoff Ogilvy,256.2,1042284.0,113
2012,114,0,20229,Stewart Cink,256.3,885850.0,96
2012,114,0,10860,Justin Leonard,256.3,719769.0,78
2012,114,0,22582,Kyle Thompson,256.3,553552.0,60
2012,117,0,30750,Tommy Gainey,256.4,1578106.0,171
2012,117,0,1766,Billy Mayfair,256.4,1412005.0,153
2012,119,0,23903,Stephen Gangluff,256.5,683403.0,74
2012,119,0,27974,Sung Kang,256.5,932459.0,101
2012,119,0,20396,Lee Westwood,256.5,932763.0,101
2012,122,0,24604,Hunter Haas,256.6,1053178.0,114
2012,122,0,26287,Roland Thatcher,256.6,729727.0,79
2012,124,0,22548,Patrick Sheehan,256.8,591767.0,64
2012,125,0,24494,Erik Compton,256.9,1248438.0,135
2012,126,0,33141,Keegan Bradley,257.0,1674853.0,181
2012,127,0,1249,John Daly,257.2,814668.0,88
2012,127,0,27556,Ted Potter Jr.,257.2,851977.0,92
2012,129,0,25396,Kevin Na,257.3,1268965.0,137
2012,129,0,25240,D.A. Points,257.3,1537455.0,166
2012,129,0,27214,Kevin Streelman,257.3,1426434.0,154
2012,132,0,24781,Hunter Mahan,257.4,1232262.0,133
2012,133,0,6573,Brandt Jobe,257.5,685853.0,74
2012,133,0,29289,S.Y. Noh,257.5,1724529.0,186
2012,133,0,24361,Pat Perez,257.5,1260906.0,136
2012,133,0,23325,Vaughn Taylor,257.5,852979.0,92
2012,137,0,26758,David Hearn,257.6,1215040.0,131
2012,137,0,20572,Rod Pampling,257.6,1094396.0,118
2012,139,0,24924,Bill Haas,257.7,1391546.0,150
2012,139,0,29926,Danny Lee,257.7,1020460.0,110
2012,139,0,6567,Vijay Singh,257.7,1660425.0,179
2012,142,0,32200,Roberto Castro,257.8,1326937.0,143
2012,142,0,24024,Zach Johnson,257.8,1178478.0,127
2012,144,0,29478,Kevin Kisner,257.9,854175.0,92
2012,145,0,8725,Tom Gillis,258.0,1309833.0,141
2012,145,0,21878,Mark Wilson,258.0,947521.0,102
2012,147,0,23638,Brendon de Jonge,258.1,1877103.0,202
2012,147,0,29518,Brendan Steele,258.1,1208086.0,130
2012,149,0,23800,Bryce Molder,258.2,724990.0,78
2012,150,0,29910,Blake Adams,258.3,1590010.0,171
2012,151,0,22621,Ben Curtis,258.4,623314.0,67
2012,151,0,27466,Spencer Levin,258.4,1218825.0,131
2012,153,0,6251,Chris DiMarco,258.6,884554.0,95
2012,153,0,1941,Tom Pernice Jr.,258.6,698278.0,75
2012,155,0,27895,Jonas Blixt,258.9,1127656.0,121
2012,155,0,6036,Scott Dunlap,258.9,727046.0,78
2012,155,0,1797,Rocco Mediate,258.9,941369.0,101
2012,158,0,22348,Nick O'Hern,259.1,606292.0,65
2012,158,0,25834,Daniel Summerhays,259.1,1147228.0,123
2012,160,0,8075,Jerry Kelly,259.2,979940.0,105
2012,160,0,27797,Derek Lamely,259.2,942472.0,101
2012,162,0,6034,Marco Dawson,259.4,663013.0,71
2012,163,0,29479,Scott Brown,259.6,1018520.0,109
2012,164,0,22961,David Mathis,259.7,794653.0,85
2012,165,0,27963,Chris Stroud,259.9,1141379.0,122
2012,166,0,35139,Richard Lee,260.2,936793.0,100
2012,166,0,1724,Jeff Maggert,260.2,1255036.0,134
2012,168,0,23541,Ben Crane,260.3,1236886.0,132
2012,168,0,26300,Matt Jones,260.3,824607.0,88
2012,168,0,27120,Troy Matteson,260.3,1686474.0,180
2012,168,0,33419,Cameron Tringale,260.3,1583930.0,169
2012,172,0,28087,Kris Blanks,260.4,1059348.0,113
2012,172,0,24925,Jonathan Byrd,260.4,1190620.0,127
2012,172,0,34174,John Huh,260.4,1622006.0,173
2012,175,0,21350,Ryuji Imada,260.5,872086.0,93
2012,176,0,20848,Ángel Cabrera,260.7,769724.0,82
2012,177,0,20070,Matt Bettencourt,260.8,1004755.0,107
2012,177,0,23409,James Driscoll,260.8,1464893.0,156
2012,177,0,29222,Billy Hurley III,260.8,497544.0,53
2012,180,0,23542,Tommy Biershenk,260.9,929913.0,99
2012,180,0,29221,Webb Simpson,260.9,1465286.0,156
2012,182,0,27302,Garth Mulroy,261.3,874778.0,93
2012,183,0,31558,J.J. Killeen,261.6,1431396.0,152
2012,184,0,12716,Charley Hoffman,261.7,1705240.0,181
2012,185,0,28093,Miguel Angel Carballo,261.9,961662.0,102
2012,186,0,23548,Bill Lunde,262.0,1150561.0,122
2012,187,0,28307,Matt Every,263.0,1079168.0,114
2012,188,0,21753,Brian Davis,263.5,1091032.0,115
2012,188,0,25562,Andres Romero,263.5,1157228.0,122
2012,190,0,25892,Steve Wheatcroft,265.1,648919.0,68
2012,191,0,23718,Nathan Green,267.1,1153827.0,120
2008,1,0,25364,Paul Casey,243.2,560287.0,64
2008,2,0,8845,Scott Sterling,245.0,776309.0,88
2008,3,0,1226,Fred Couples,248.1,1027219.0,115
2008,4,0,27649,Brandt Snedeker,248.9,860028.0,96
2008,5,0,10649,Tom Scherrer,249.6,619968.0,69
2008,6,0,22892,Jason Gore,250.6,1587796.0,176
2008,7,0,8075,Jerry Kelly,250.7,830328.0,92
2008,7,0,6527,Steve Stricker,250.7,721954.0,80
2008,9,0,26289,Boo Weekley,251.2,1148383.0,127
2008,10,0,6522,Ernie Els,251.4,488729.0,54
2008,11,0,6004,Stephen Ames,251.5,787797.0,87
2008,12,0,22806,Doug LaBelle II,251.8,462295.0,51
2008,13,0,24490,George McNeill,253.0,1648782.0,181
2008,14,0,1706,Davis Love III,253.1,1230013.0,135
2008,15,0,1142,Bart Bryant,253.4,611145.0,67
2008,16,0,19913,Ron Whittaker,253.5,355940.0,39
2008,17,0,6012,Greg Kraft,253.9,438694.0,48
2008,18,0,9011,David Duval,254.0,612590.0,67
2008,19,0,20157,Retief Goosen,254.1,631136.0,69
2008,20,0,26420,Richard Johnson,254.2,512562.0,56
2008,21,0,27770,Camilo Villegas,254.3,1180973.0,129
2008,22,0,20229,Stewart Cink,254.8,1247521.0,136
2008,23,0,20850,Daniel Chopra,255.2,1331906.0,145
2008,23,0,24912,Will MacKenzie,255.2,872644.0,95
2008,25,0,26668,Marc Turnesa,255.4,993140.0,108
2008,26,0,1161,Mark Calcavecchia,255.5,873963.0,95
2008,26,0,10809,Jim Furyk,255.5,993362.0,108
2008,26,0,25594,Travis Perkins,255.5,680759.0,74
2008,29,0,24138,Ian Poulter,255.7,377464.0,41
2008,30,0,20098,Stuart Appleby,255.8,939188.0,102
2008,30,0,12510,Chad Campbell,255.8,1224684.0,133
2008,32,0,1024,Billy Andrade,255.9,718583.0,78
2008,32,0,6567,Vijay Singh,255.9,1326397.0,144
2008,34,0,25632,Jimmy Walker,256.2,1254464.0,136
2008,35,0,6197,Michael Allen,256.4,1199837.0,130
2008,36,0,20623,Gavin Coles,256.6,314019.0,34
2008,37,0,1553,John Huston,256.7,924195.0,100
2008,38,0,26631,Cody Freeman,256.8,785809.0,85
2008,39,0,22378,Trevor Immelman,256.9,582695.0,63
2008,39,0,26695,Michael Letzig,256.9,1415234.0,153
2008,41,0,1139,Olin Browne,257.0,518192.0,56
2008,41,0,25349,Tim Wilkinson,257.0,1026825.0,111
2008,43,0,24357,K.J. Choi,257.2,814710.0,88
2008,44,0,10733,Kent Jones,257.4,824668.0,89
2008,44,0,7547,Craig Kanada,257.4,481802.0,52
2008,46,0,25190,Jeff Quinney,257.5,732459.0,79
2008,46,0,2002,John Riegger,257.5,1038099.0,112
2008,48,0,20104,Ken Duke,257.6,1613513.0,174
2008,48,0,6621,Joe Durant,257.6,1316724.0,142
2008,48,0,27963,Chris Stroud,257.6,1019916.0,110
2008,48,0,8385,Omar Uresti,257.6,760288.0,82
2008,52,0,23135,Tim Clark,257.7,686509.0,74
2008,52,0,27141,J.B. Holmes,257.7,1660463.0,179
2008,52,0,12602,Dean Wilson,257.7,1011211.0,109
2008,55,0,10860,Justin Leonard,257.8,770298.0,83
2008,56,0,19803,Ryan Armour,258.0,1040240.0,112
2008,57,0,10875,Todd Demsey,258.2,1273347.0,137
2008,57,0,20766,Padraig Harrington,258.2,576212.0,62
2008,57,0,24024,Zach Johnson,258.2,929561.0,100
2008,57,0,22548,Patrick Sheehan,258.2,1357104.0,146
2008,57,0,24663,Y.E. Yang,258.2,1422379.0,153
2008,62,0,23541,Ben Crane,258.3,1143952.0,123
2008,62,0,25900,Lucas Glover,258.3,1497104.0,161
2008,62,0,22046,Geoff Ogilvy,258.3,678732.0,73
2008,62,0,1948,Tim Petrovic,258.3,1236544.0,133
2008,66,0,6251,Chris DiMarco,258.4,892952.0,96
2008,66,0,30925,Dustin Johnson,258.4,1851343.0,199
2008,66,0,25804,Bubba Watson,258.4,1990695.0,214
2008,69,0,28158,Steve Marino,258.5,1796261.0,193
2008,70,0,21350,Ryuji Imada,258.8,913153.0,98
2008,71,0,24924,Bill Haas,258.9,1882859.0,202
2008,71,0,29718,Anthony Kim,258.9,1258088.0,135
2008,73,0,30750,Tommy Gainey,259.0,979154.0,105
2008,74,0,1320,Bob Estes,259.1,1063397.0,114
2008,74,0,27936,Martin Laird,259.1,1800156.0,193
2008,74,0,28475,Jeff Overton,259.1,1893517.0,203
2008,77,0,20105,Jeff Gove,259.2,569287.0,61
2008,77,0,1941,Tom Pernice Jr.,259.2,1259815.0,135
2008,79,0,23108,Matt Kuchar,259.3,718683.0,77
2008,79,0,26596,Ryan Moore,259.3,1334776.0,143
2008,81,0,7457,Steve Flesch,259.5,1121030.0,120
2008,81,0,12782,Tim Herron,259.5,1448226.0,155
2008,83,0,27060,John Mallinger,259.6,1028039.0,110
2008,83,0,23788,D.J. Trahan,259.6,1617017.0,173
2008,85,0,20378,Mathias Grönberg,259.7,1663949.0,178
2008,86,0,1577,Lee Janzen,259.8,972858.0,104
2008,87,0,12823,Carlos Franco,260.0,1076248.0,115
2008,87,0,27933,John Merrick,260.0,1394495.0,149
2008,89,0,20645,John Senden,260.1,1338770.0,143
2008,90,0,21731,Freddie Jacobson,260.2,777505.0,83
2008,90,0,23623,Bo Van Pelt,260.2,1686313.0,180
2008,92,0,26300,Matt Jones,260.3,1695933.0,181
2008,93,0,1473,Todd Hamilton,260.4,965714.0,103
2008,93,0,23353,J.J. Henry,260.4,1368539.0,146
2008,95,0,21209,Sergio Garcia,260.5,1115945.0,119
2008,95,0,24781,Hunter Mahan,260.5,1247181.0,133
2008,95,0,12660,Jesper Parnevik,260.5,1378414.0,147
2008,98,0,23778,Brad Adamonis,260.6,1397620.0,149
2008,98,0,6090,Jim McGovern,260.6,637959.0,68
2008,98,0,23325,Vaughn Taylor,260.6,1257225.0,134
2008,101,0,23540,Jason Allred,260.8,976257.0,104
2008,102,0,23157,Richard Johnson,260.9,1342857.0,143
2008,102,0,20663,Brenden Pappas,260.9,1033126.0,110
2008,102,0,2206,David Toms,260.9,807631.0,86
2008,102,0,21878,Mark Wilson,260.9,1437038.0,153
2008,106,0,10885,Robert Allenby,261.0,1700914.0,181
2008,106,0,20498,Briny Baird,261.0,1278008.0,136
2008,106,0,27120,Troy Matteson,261.0,1803702.0,192
2008,106,0,25562,Andres Romero,261.0,1024094.0,109
2008,110,0,20848,Ángel Cabrera,261.2,912187.0,97
2008,110,0,22621,Ben Curtis,261.2,865121.0,92
2008,110,0,24140,Sean O'Hair,261.2,1156380.0,123
2008,113,0,6573,Brandt Jobe,261.3,809046.0,86
2008,113,0,25396,Kevin Na,261.3,1524165.0,162
2008,113,0,21949,Joe Ogilvie,261.3,1523928.0,162
2008,113,0,23349,Charles Warren,261.3,1777738.0,189
2008,117,0,27561,Nick Flanagan,261.4,1581221.0,168
2008,118,0,12705,Cliff Kresge,261.5,950796.0,101
2008,118,0,24502,Adam Scott,261.5,790710.0,84
2008,118,0,10423,Mike Weir,261.5,1007256.0,107
2008,121,0,20574,Mathew Goggin,261.6,1798755.0,191
2008,122,0,24361,Pat Perez,261.8,1649555.0,175
2008,123,0,1035,Tommy Armour III,261.9,678904.0,72
2008,123,0,22348,Nick O'Hern,261.9,584488.0,62
2008,125,0,23797,Brett Rumford,262.0,839330.0,89
2008,125,0,27095,Nick Watney,262.0,2253922.0,239
2008,127,0,25345,Carl Pettersson,262.1,1424631.0,151
2008,127,0,2223,Bob Tway,262.1,773655.0,82
2008,129,0,22371,Aaron Baddeley,262.2,1246121.0,132
2008,129,0,1724,Jeff Maggert,262.2,1265030.0,134
2008,129,0,1945,Kenny Perry,262.2,1661224.0,176
2008,132,0,10505,Shane Bertsch,262.3,934660.0,99
2008,132,0,21961,Charles Howell III,262.3,1822199.0,193
2008,132,0,10585,Scott McCarron,262.3,896954.0,95
2008,132,0,27214,Kevin Streelman,262.3,1917125.0,203
2008,136,0,8931,Glen Day,262.4,576211.0,61
2008,136,0,1766,Billy Mayfair,262.4,1360259.0,144
2008,138,0,24449,Parker McLachlin,262.5,1256921.0,133
2008,139,0,26476,Chez Reavie,262.6,1058616.0,112
2008,140,0,19846,Brian Gay,262.7,671452.0,71
2008,141,0,24358,Robert Garrigus,262.8,2393321.0,253
2008,142,0,7867,Woody Austin,262.9,1599551.0,169
2008,143,0,27613,David Lutterus,263.0,710156.0,75
2008,144,0,6034,Marco Dawson,263.1,700966.0,74
2008,144,0,11032,Frank Lickliter II,263.1,1695163.0,179
2008,144,0,22582,Kyle Thompson,263.1,748238.0,79
2008,147,0,12652,Cameron Beckman,263.2,947350.0,100
2008,147,0,1810,Phil Mickelson,263.2,1364529.0,144
2008,149,0,2239,Scott Verplank,263.3,909887.0,96
2008,150,0,23048,Eric Axley,263.4,1526864.0,161
2008,151,0,20433,Mark Hensby,263.6,1148158.0,121
2008,152,0,20572,Rod Pampling,263.7,1290894.0,136
2008,152,0,23621,Rory Sabbatini,263.7,1148852.0,121
2008,152,0,6595,Kevin Sutherland,263.7,1623044.0,171
2008,155,0,1388,Robert Gamez,263.8,949834.0,100
2008,155,0,10425,Jay Williamson,263.8,921288.0,97
2008,157,0,12716,Charley Hoffman,263.9,1880866.0,198
2008,158,0,20443,Jin Park,264.0,684176.0,72
2008,159,0,12309,Bob Sowards,264.3,932326.0,98
2008,160,0,26500,Alejandro Cañizares,264.4,637658.0,67
2008,160,0,23320,Ryan Palmer,264.4,1104063.0,116
2008,162,0,25842,Jon Mills,264.5,1380862.0,145
2008,163,0,1677,Tom Lehman,264.6,581082.0,61
2008,164,0,24227,Justin Bolli,264.7,1029271.0,108
2008,164,0,21753,Brian Davis,264.7,1391390.0,146
2008,164,0,21959,Ted Purdy,264.7,1172138.0,123
2008,167,0,22913,John Rollins,264.8,1401502.0,147
2008,168,0,28780,Nicholas Thompson,264.9,2078945.0,218
2008,169,0,23614,Rich Beem,265.1,1403046.0,147
2008,169,0,23409,James Driscoll,265.1,1650909.0,173
2008,169,0,20634,Peter Lonard,265.1,1259828.0,132
2008,172,0,24925,Jonathan Byrd,265.2,1527759.0,160
2008,172,0,7749,Brett Quigley,265.2,1269543.0,133
2008,174,0,20472,Alex Cejka,265.5,812277.0,85
2008,175,0,25720,Chad Collins,265.6,870054.0,91
2008,175,0,1928,Corey Pavin,265.6,382457.0,40
2008,175,0,26679,Kevin Stadler,265.6,1453404.0,152
2008,178,0,23497,Tag Ridings,265.8,1875186.0,196
2008,179,0,8537,J.P. Hayes,266.2,776262.0,81
2008,179,0,20160,Charlie Wi,266.2,1389604.0,145
2008,181,0,1707,Steve Lowery,266.5,1256862.0,131
2008,182,0,22293,Heath Slocum,266.6,892503.0,93
2008,183,0,28089,Jason Day,267.4,1742125.0,181
2008,183,0,1797,Rocco Mediate,267.4,1068393.0,111
2008,185,0,23125,Brad Elder,267.5,828287.0,86
2008,186,0,12680,Shigeki Maruyama,267.6,462493.0,48
2008,187,0,21633,Steve Allan,267.8,1205135.0,125
2008,188,0,6643,Paul Goydos,267.9,684802.0,71
2008,189,0,12826,Paul Claxton,268.7,570716.0,59
2008,190,0,20127,Chris Riley,269.0,561702.0,58
2008,191,0,26951,Johnson Wagner,269.2,1182496.0,122
2008,192,0,20382,Stephen Leaney,269.5,320182.0,33
2008,193,0,21461,Kenneth Ferrie,269.7,1145888.0,118
2008,194,0,23718,Nathan Green,269.8,1690177.0,174
2008,194,0,6575,Dudley Hart,269.8,786683.0,81
2008,196,0,21805,Harrison Frazar,270.8,1354907.0,139
2008,197,0,1313,Steve Elkington,273.9,995844.0,101
2001,1,0,22892,Jason Gore,0.0,0.0,2
2001,1,0,1943,Chris Perry,0.0,0.0,1
2001,3,0,10213,Dicky Pride,0.4,13.0,1
2001,4,0,12645,Brent Geiberger,0.9,135.0,4
2001,4,0,6613,Tommy Tolles,0.9,65.0,2
2001,6,0,1761,Len Mattiace,2.0,73.0,1
2001,6,0,1766,Billy Mayfair,2.0,216.0,3
2001,8,0,6567,Vijay Singh,2.9,210.0,2
2001,9,0,1307,Joel Edwards,3.0,214.0,2
2001,10,0,6522,Ernie Els,3.2,344.0,3
2001,10,0,1685,J.L. Lewis,3.2,232.0,2
2001,12,0,1024,Billy Andrade,3.3,240.0,2
2001,13,0,23125,Brad Elder,3.4,245.0,2
2001,14,0,12705,Cliff Kresge,3.9,140.0,1
2001,15,0,19817,Michael Muehr,4.1,590.0,4
2001,16,0,6809,Bob Burns,4.3,153.0,1
2001,17,0,1941,Tom Pernice Jr.,4.4,159.0,1
2001,17,0,20566,Kaname Yokoo,4.4,319.0,2
2001,19,0,6617,Brian Henninger,4.5,162.0,1
2001,19,0,20094,Jonathan Kaye,4.5,325.0,2
2001,21,0,6643,Paul Goydos,4.8,174.0,1
2001,21,0,2110,Jerry Smith,4.8,172.0,1
2001,23,0,1226,Fred Couples,5.0,181.0,1
2001,23,0,21007,Gabriel Hjertstedt,5.0,363.0,2
2001,25,0,1132,Mark Brooks,5.1,183.0,1
2001,25,0,2218,Ted Tryba,5.1,366.0,2
2001,27,0,23353,J.J. Henry,5.3,576.0,3
