YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,STREAK,CURRENT STREAK,ROUND,HOLE,YEAR/TOURN#
2010,16,0,27933,John Merrick,10,0,4,4,2010020
2010,16,0,25396,Kevin Na,10,0,1,10,2010130
2010,16,0,26301,James Nitties,10,6,2,7,2010280
2010,16,0,24361,Pat Perez,10,1,4,2,2010220
2010,22,0,24925,Jonathan Byrd,9,1,2,5,2010450
2010,22,0,23135,Tim Clark,9,6,1,5,2010160
2010,22,0,25720,Chad Collins,9,1,1,17,2010220
2010,22,0,23673,Michael Connell,9,0,4,13,2010040
2010,22,0,6251,Chris DiMarco,9,0,1,16,2010180
2010,22,0,10809,Jim Furyk,9,9,1,11,2010410
2010,22,0,21350,Ryuji Imada,9,0,2,7,2010090
2010,22,0,21731,Freddie Jacobson,9,0,1,12,2010090
2010,22,0,24024,Zach Johnson,9,2,1,5,2010120
2010,22,0,24503,Jeff Klauk,9,0,1,18,2010100
2010,22,0,21949,Joe Ogilvie,9,2,1,2,2010290
2010,22,0,22046,Geoff Ogilvy,9,9,1,14,2010400
2010,22,0,27072,Alvaro Quiros,9,0,4,1,2010120
2010,22,0,27649,Brandt Snedeker,9,1,2,3,2010230
2010,36,0,20070,Matt Bettencourt,8,0,2,18,2010270
2010,36,0,24357,K.J. Choi,8,8,1,18,2010410
2010,36,0,11123,Chris Couch,8,0,2,6,2010060
2010,36,0,1226,Fred Couples,8,0,3,2,2010050
2010,36,0,20157,Retief Goosen,8,1,3,16,2010120
2010,36,0,20378,Mathias Grönberg,8,1,1,16,2010320
2010,36,0,1577,Lee Janzen,8,0,1,3,2010250
2010,36,0,27408,Martin Kaymer,8,0,2,13,2010120
2010,36,0,28158,Steve Marino,8,0,1,11,2010050
2010,36,0,23800,Bryce Molder,8,1,4,9,2010050
2010,36,0,24140,Sean O'Hair,8,0,3,4,2010120
2010,36,0,25240,D.A. Points,8,0,1,11,2010360
2010,36,0,6527,Steve Stricker,8,0,4,11,2010360
2010,36,0,24663,Y.E. Yang,8,0,3,11,2010200
2010,50,0,10885,Robert Allenby,7,0,1,2,2010140
2010,50,0,22371,Aaron Baddeley,7,0,3,8,2010450
2010,50,0,24846,Ricky Barnes,7,0,3,1,2010040
2010,50,0,32366,Kevin Chappell,7,7,3,17,2010060
2010,50,0,28089,Jason Day,7,0,1,11,2010410
2010,50,0,27436,Graham DeLaet,7,2,2,11,2010150
2010,50,0,25686,Jason Dufner,7,1,2,10,2010360
2010,50,0,28500,Martin Flores,7,2,4,16,2010450
2010,50,0,22892,Jason Gore,7,2,2,11,2010150
2010,50,0,23718,Nathan Green,7,0,2,12,2010200
2010,50,0,8537,J.P. Hayes,7,0,4,11,2010240
2010,50,0,26300,Matt Jones,7,1,4,5,2010380
2010,50,0,23108,Matt Kuchar,7,3,3,6,2010400
2010,50,0,26851,Marc Leishman,7,3,1,7,2010400
2010,50,0,26695,Michael Letzig,7,0,3,3,2010170
2010,50,0,27466,Spencer Levin,7,2,4,17,2010450
2010,50,0,26881,Jarrod Lyle,7,0,1,7,2010420
2010,50,0,1724,Jeff Maggert,7,2,1,12,2010250
2010,50,0,27060,John Mallinger,7,0,2,4,2010490
2010,50,0,6515,Shaun Micheel,7,1,2,12,2010230
2010,50,0,20572,Rod Pampling,7,0,4,9,2010140
2010,50,0,1928,Corey Pavin,7,0,2,15,2010050
2010,50,0,25818,Scott Piercy,7,0,2,15,2010280
2010,50,0,30946,Alex Prugh,7,0,2,5,2010300
2010,50,0,7749,Brett Quigley,7,0,4,14,2010240
2010,50,0,23621,Rory Sabbatini,7,4,3,7,2010380
2010,50,0,26882,Michael Sim,7,0,1,4,2010220
2010,50,0,31560,Brian Stuard,7,1,2,7,2010420
2010,50,0,12714,Chris Tidland,7,1,1,9,2010100
2010,50,0,23623,Bo Van Pelt,7,0,2,18,2010400
2010,50,0,27770,Camilo Villegas,7,0,2,5,2010400
2010,50,0,26951,Johnson Wagner,7,0,2,1,2010210
2010,50,0,10423,Mike Weir,7,2,2,14,2010050
2010,50,0,10425,Jay Williamson,7,1,1,9,2010420
2010,84,0,6197,Michael Allen,6,2,2,3,2010170
2010,84,0,20098,Stuart Appleby,6,1,2,14,2010400
2010,84,0,7867,Woody Austin,6,0,1,13,2010320
2010,84,0,12652,Cameron Beckman,6,1,1,16,2010230
2010,84,0,7363,Craig Bowden,6,0,2,3,2010250
2010,84,0,20848,Ángel Cabrera,6,1,2,5,2010230
2010,84,0,24494,Erik Compton,6,0,1,16,2010140
2010,84,0,1249,John Daly,6,0,1,1,2010230
2010,84,0,23409,James Driscoll,6,1,3,10,2010220
2010,84,0,1313,Steve Elkington,6,0,2,7,2010280
2010,84,0,1320,Bob Estes,6,0,1,1,2010220
2010,84,0,7457,Steve Flesch,6,4,2,18,2010240
2010,84,0,32102,Rickie Fowler,6,0,3,5,2010030
2010,84,0,20105,Jeff Gove,6,2,4,6,2010210
2010,84,0,6643,Paul Goydos,6,0,1,18,2010230
2010,84,0,27141,J.B. Holmes,6,0,4,13,2010250
2010,84,0,26420,Richard Johnson,6,1,2,10,2010190
2010,84,0,10733,Kent Jones,6,0,2,15,2010210
2010,84,0,27613,David Lutterus,6,3,2,1,2010220
2010,84,0,1766,Billy Mayfair,6,0,1,18,2010210
2010,84,0,28237,Rory McIlroy,6,1,3,14,2010360
2010,84,0,32640,Troy Merritt,6,3,1,7,2010020
2010,84,0,1810,Phil Mickelson,6,0,2,14,2010040
2010,84,0,26596,Ryan Moore,6,0,2,14,2010240
2010,84,0,28475,Jeff Overton,6,2,1,17,2010280
2010,84,0,1945,Kenny Perry,6,1,1,4,2010240
2010,84,0,24138,Ian Poulter,6,4,1,4,2010250
2010,84,0,34257,Jason Preeo,6,0,2,10,2010260
2010,84,0,28620,Aron Price,6,0,3,2,2010230
2010,84,0,21959,Ted Purdy,6,3,2,12,2010090
2010,84,0,20127,Chris Riley,6,0,4,15,2010100
2010,84,0,22405,Justin Rose,6,3,2,2,2010130
2010,84,0,20645,John Senden,6,0,3,4,2010240
2010,84,0,29221,Webb Simpson,6,1,1,2,2010290
2010,84,0,20686,Jeev Milkha Singh,6,0,2,15,2010240
2010,84,0,6567,Vijay Singh,6,5,3,17,2010390
2010,84,0,22293,Heath Slocum,6,0,3,10,2010220
2010,84,0,8375,Paul Stankowski,6,1,3,17,2010290
2010,84,0,21528,Henrik Stenson,6,0,3,12,2010230
2010,84,0,27214,Kevin Streelman,6,0,2,11,2010200
2010,84,0,6595,Kevin Sutherland,6,0,2,4,2010240
2010,84,0,23307,Roger Tambellini,6,1,4,9,2010020
2010,84,0,23325,Vaughn Taylor,6,0,3,15,2010030
2010,84,0,26668,Marc Turnesa,6,0,1,18,2010060
2010,84,0,8385,Omar Uresti,6,0,1,4,2010130
2010,84,0,25632,Jimmy Walker,6,0,4,5,2010090
2010,84,0,26498,Matt Weibring,6,3,3,3,2010220
2010,84,0,25892,Steve Wheatcroft,6,0,1,17,2010220
2010,84,0,26392,Chris Wilson,6,0,2,13,2010290
2010,84,0,12602,Dean Wilson,6,1,4,5,2010320
2010,84,0,21878,Mark Wilson,6,4,2,12,2010050
2010,135,0,29910,Blake Adams,5,0,2,15,2010370
2010,135,0,19824,Craig Barlow,5,0,3,2,2010260
2010,135,0,27124,Chris Baryla,5,1,1,14,2010040
2010,135,0,28087,Kris Blanks,5,1,2,15,2010210
2010,135,0,1161,Mark Calcavecchia,5,0,1,10,2010200
2010,135,0,20400,Michael Campbell,5,0,1,17,2010140
2010,135,0,1175,Jim Carter,5,0,2,8,2010210
2010,135,0,20229,Stewart Cink,5,3,2,2,2010160
2010,135,0,23541,Ben Crane,5,0,1,1,2010230
2010,135,0,22621,Ben Curtis,5,0,3,4,2010040
2010,135,0,19881,Robert Damron,5,0,2,10,2010210
2010,135,0,6522,Ernie Els,5,3,1,8,2010100
2010,135,0,1329,Brad Faxon,5,3,2,9,2010240
2010,135,0,25191,Gonzalo Fernandez-Castaño,5,0,3,13,2010120
2010,135,0,32416,Benjamin Fox,5,0,4,12,2010090
2010,135,0,12823,Carlos Franco,5,0,2,18,2010370
2010,135,0,24083,Marcus Fraser,5,5,3,12,2010350
2010,135,0,21805,Harrison Frazar,5,0,5,12,2010030
2010,135,0,1374,Robin Freeman,5,1,2,3,2010250
2010,135,0,1381,Fred Funk,5,2,1,16,2010130
2010,135,0,21209,Sergio Garcia,5,0,2,4,2010160
2010,135,0,25900,Lucas Glover,5,0,3,2,2010230
2010,135,0,20574,Mathew Goggin,5,2,1,13,2010240
2010,135,0,1473,Todd Hamilton,5,1,2,6,2010220
2010,135,0,20766,Padraig Harrington,5,3,1,12,2010350
2010,135,0,12782,Tim Herron,5,0,4,6,2010220
2010,135,0,12716,Charley Hoffman,5,0,4,13,2010280
2010,135,0,1553,John Huston,5,2,2,15,2010210
2010,135,0,24511,Thongchai Jaidee,5,0,1,18,2010160
2010,135,0,30925,Dustin Johnson,5,1,4,7,2010390
2010,135,0,1619,Skip Kendall,5,0,1,6,2010090
2010,135,0,29718,Anthony Kim,5,0,2,7,2010350
2010,135,0,6012,Greg Kraft,5,0,1,12,2010130
2010,135,0,27936,Martin Laird,5,0,2,6,2010220
2010,135,0,10860,Justin Leonard,5,2,1,6,2010400
2010,135,0,11032,Frank Lickliter II,5,0,3,15,2010210
2010,135,0,1706,Davis Love III,5,1,1,7,2010390
2010,135,0,1707,Steve Lowery,5,1,2,16,2010250
2010,135,0,24912,Will MacKenzie,5,0,1,17,2010100
2010,135,0,24781,Hunter Mahan,5,0,1,8,2010390
2010,135,0,12680,Shigeki Maruyama,5,0,1,5,2010020
2010,135,0,24449,Parker McLachlin,5,3,3,14,2010060
2010,135,0,22122,Andrew McLardy,5,1,2,3,2010150
2010,135,0,24490,George McNeill,5,0,1,15,2010020
2010,135,0,20691,Greg Owen,5,3,1,1,2010220
2010,135,0,23320,Ryan Palmer,5,2,4,9,2010410
2010,135,0,20663,Brenden Pappas,5,0,2,8,2010300
2010,135,0,1941,Tom Pernice Jr.,5,0,1,2,2010340
2010,135,0,1948,Tim Petrovic,5,0,4,1,2010240
2010,135,0,25190,Jeff Quinney,5,0,2,5,2010460
2010,135,0,22913,John Rollins,5,0,1,1,2010140
2010,135,0,29223,Sam Saunders,5,0,4,13,2010030
2010,135,0,7707,Mike Small,5,2,2,2,2010460
2010,135,0,26679,Kevin Stadler,5,0,2,16,2010210
2010,135,0,27963,Chris Stroud,5,0,3,5,2010190
2010,135,0,27330,Josh Teater,5,0,3,9,2010100
2010,135,0,32617,Jerod Turner,5,0,2,8,2010150
2010,135,0,2239,Scott Verplank,5,2,2,10,2010270
2010,135,0,27095,Nick Watney,5,0,3,15,2010410
2010,135,0,25804,Bubba Watson,5,2,3,15,2010130
2010,135,0,26289,Boo Weekley,5,1,1,18,2010330
2010,135,0,20396,Lee Westwood,5,0,2,14,2010310
2010,135,0,20436,Garrett Willis,5,0,2,18,2010040
2010,135,0,2294,Willie Wood,5,5,1,8,2010420
2010,135,0,8793,Tiger Woods,5,1,2,6,2010400
2010,200,0,21407,Arjun Atwal,4,0,2,8,2010420
2010,200,0,23613,Rich Barcelo,4,0,1,12,2010260
2010,200,0,23614,Rich Beem,4,1,2,6,2010150
2010,200,0,22946,Henrik Bjornstad,4,1,1,7,2010420
2010,200,0,24507,Jason Bohn,4,1,2,13,2010290
2010,200,0,24227,Justin Bolli,4,0,2,14,2010020
2010,200,0,26525,Grégory Bourdy,4,3,4,12,2010350
2010,200,0,1132,Mark Brooks,4,4,1,5,2010450
2010,200,0,1157,Tom Byrum,4,0,3,4,2010210
2010,200,0,6707,Greg Casagranda,4,0,1,1,2010040
2010,200,0,25364,Paul Casey,4,2,2,8,2010200
2010,200,0,20472,Alex Cejka,4,0,1,13,2010330
2010,200,0,20850,Daniel Chopra,4,2,1,4,2010210
2010,200,0,12388,Michael Clark II,4,0,2,3,2010250
2010,200,0,27382,Wil Collins,4,4,1,15,2010220
2010,200,0,6034,Marco Dawson,4,4,2,7,2010340
2010,200,0,8931,Glen Day,4,1,3,7,2010250
2010,200,0,1261,Jay Delsing,4,4,1,16,2010250
2010,200,0,9011,David Duval,4,1,2,12,2010230
2010,200,0,28307,Matt Every,4,1,1,5,2010090
2010,200,0,8725,Tom Gillis,4,1,4,8,2010400
2010,200,0,24924,Bill Haas,4,0,1,12,2010360
2010,200,0,20859,Anders Hansen,4,0,1,12,2010160
2010,200,0,23624,Soren Hansen,4,0,2,3,2010350
2010,200,0,22896,Grégory Havret,4,0,2,11,2010260
2010,200,0,10117,Bob Heintz,4,0,4,5,2010300
2010,200,0,20433,Mark Hensby,4,0,4,5,2010290
2010,200,0,29420,Billy Horschel,4,0,1,16,2010030
2010,200,0,21961,Charles Howell III,4,1,2,7,2010420
2010,200,0,26908,Yuta Ikeda,4,0,3,7,2010160
2010,200,0,19958,Miguel Angel Jiménez,4,0,1,2,2010350
2010,200,0,6514,Kevin Johnson,4,0,2,6,2010170
2010,200,0,20094,Jonathan Kaye,4,0,2,17,2010300
2010,200,0,22986,Søren Kjeldsen,4,0,2,16,2010120
2010,200,0,12705,Cliff Kresge,4,4,4,6,2010490
2010,200,0,27797,Derek Lamely,4,0,4,17,2010330
2010,200,0,34261,Scott Langley,4,4,2,6,2010260
2010,200,0,1677,Tom Lehman,4,1,2,8,2010240
2010,200,0,29461,Jamie Lovemark,4,1,1,4,2010030
2010,200,0,23548,Bill Lunde,4,0,2,7,2010420
2010,200,0,27120,Troy Matteson,4,0,4,17,2010360
2010,200,0,31141,Gareth Maybin,4,0,1,17,2010260
2010,200,0,25572,Graeme McDowell,4,0,1,7,2010350
2010,200,0,1797,Rocco Mediate,4,0,1,15,2010440
2010,200,0,23814,Edoardo Molinari,4,1,2,5,2010160
2010,200,0,25198,Francesco Molinari,4,0,2,7,2010160
2010,200,0,8635,Colin Montgomerie,4,0,4,6,2010140
2010,200,0,27302,Garth Mulroy,4,2,2,7,2010220
2010,200,0,22348,Nick O'Hern,4,0,2,17,2010130
2010,200,0,1887,Mark O'Meara,4,4,2,2,2010160
2010,200,0,33168,Michael O'Neal,4,4,3,5,2010250
2010,200,0,1925,Jerry Pate,4,4,2,14,2010060
2010,200,0,22056,Cameron Percy,4,0,1,15,2010210
2010,200,0,25920,Mike Perez,4,4,2,7,2010490
2010,200,0,31437,Chris Rogers,4,0,4,17,2010250
2010,200,0,25562,Andres Romero,4,1,2,16,2010400
2010,200,0,26331,Charl Schwartzel,4,1,1,13,2010150
2010,200,0,24502,Adam Scott,4,1,3,8,2010390
2010,200,0,26287,Roland Thatcher,4,0,2,7,2010100
2010,200,0,28780,Nicholas Thompson,4,0,1,11,2010220
2010,200,0,2206,David Toms,4,3,3,1,2010400
2010,200,0,23788,D.J. Trahan,4,1,2,1,2010400
2010,200,0,33419,Cameron Tringale,4,0,1,14,2010020
2010,200,0,2214,Kirk Triplett,4,0,2,10,2010300
2010,200,0,12755,Vance Veazey,4,2,1,14,2010040
2010,200,0,31114,Drew Weaver,4,4,1,11,2010330
2010,200,0,12794,Tim Weinhart,4,4,1,16,2010440
2010,200,0,25349,Tim Wilkinson,4,1,2,8,2010210
2010,268,0,23778,Brad Adamonis,3,0,2,13,2010270
2010,268,0,33948,Byeong Hun An,3,0,4,12,2010170
2010,268,0,1035,Tommy Armour III,3,3,2,11,2010490
2010,268,0,34255,Joseph Bramlett,3,3,1,5,2010450
2010,268,0,6809,Bob Burns,3,0,1,15,2010300
2010,268,0,30924,Rhys Davies,3,0,4,12,2010350
2010,268,0,29285,Brent Delahoussaye,3,0,1,5,2010420
2010,268,0,20104,Ken Duke,3,1,2,1,2010220
2010,268,0,6621,Joe Durant,3,1,1,15,2010440
2010,268,0,27896,Ross Fisher,3,0,1,11,2010350
2010,268,0,22473,Kyle Flinton,3,0,1,6,2010360
2010,268,0,21284,Hiroyuki Fujita,3,0,2,10,2010260
2010,268,0,20376,Stephen Gallacher,3,0,4,2,2010360
2010,268,0,1388,Robert Gamez,3,2,2,13,2010300
2010,268,0,24358,Robert Garrigus,3,0,3,6,2010290
2010,268,0,33140,Alex Hamilton,3,0,1,18,2010440
2010,268,0,22792,Peter Hanson,3,0,4,5,2010260
2010,268,0,23353,J.J. Henry,3,0,1,17,2010290
2010,268,0,31557,Jim Herman,3,3,4,12,2010260
2010,268,0,30852,Ryo Ishikawa,3,0,4,14,2010350
2010,268,0,20596,Michael Jonzon,3,2,1,12,2010350
2010,268,0,33498,Thomas Kearney,3,0,1,6,2010210
2010,268,0,28258,K.T. Kim,3,3,4,11,2010310
2010,268,0,20669,James Kingston,3,0,1,4,2010350
2010,268,0,33935,T.J. Kua,3,3,2,13,2010020
2010,268,0,24748,WC Liang,3,1,3,8,2010120
2010,268,0,24121,Andy Matthews,3,0,1,3,2010100
2010,268,0,1761,Len Mattiace,3,2,2,8,2010210
2010,268,0,30004,Ross McGowan,3,0,4,4,2010350
2010,268,0,20676,Patrick Moore,3,0,1,1,2010130
2010,268,0,7235,John Morse,3,1,2,2,2010340
2010,268,0,29289,S.Y. Noh,3,1,1,17,2010260
2010,268,0,27349,Alex Noren,3,0,2,17,2010310
2010,268,0,25336,Alistair Presnell,3,2,1,12,2010120
2010,268,0,34358,Jonathan Randolph,3,0,1,12,2010420
2010,268,0,26476,Chez Reavie,3,0,2,10,2010100
2010,268,0,23633,Phil Schmitt,3,3,2,11,2010420
2010,268,0,34254,David Schultz,3,0,1,11,2010250
2010,268,0,34046,Jordan Spieth,3,3,1,16,2010250
2010,268,0,12663,Phil Tataurangi,3,3,2,10,2010210
2010,268,0,2245,Grant Waite,3,1,2,8,2010210
2010,268,0,23349,Charles Warren,3,0,1,2,2010490
2010,268,0,2256,Tom Watson,3,0,3,16,2010160
2010,268,0,23322,Brett Wetterich,3,0,1,4,2010220
2010,268,0,33936,Gunner Wiebe,3,0,1,15,2010040
2010,268,0,22951,Azuma Yano,3,1,1,9,2010260
2010,314,0,27796,Joe Affrunti,2,2,1,2,2010290
2010,314,0,21633,Steve Allan,2,0,2,8,2010260
2010,314,0,33120,Mark Anderson,2,0,3,2,2010170
2010,314,0,23048,Eric Axley,2,0,2,14,2010210
2010,314,0,1042,Paul Azinger,2,1,2,3,2010320
2010,314,0,29415,Ryan Baca,2,1,1,18,2010210
2010,314,0,34387,Daniel Balin,2,2,2,12,2010360
2010,314,0,20029,Notah Begay III,2,1,1,14,2010280
2010,314,0,34023,Brad Benjamin,2,1,1,4,2010160
2010,314,0,31640,Gary Boyd,2,2,2,15,2010260
2010,314,0,24786,Jeff Burns,2,0,2,17,2010210
2010,314,0,26500,Alejandro Cañizares,2,2,2,11,2010310
2010,314,0,34306,John Chin,2,0,1,3,2010300
2010,314,0,24512,Simon Dyson,2,1,4,8,2010350
2010,314,0,25539,Rafael Echenique,2,0,1,8,2010260
2010,314,0,20121,Todd Fischer,2,0,3,7,2010300
2010,314,0,29419,Tadd Fujikawa,2,2,1,6,2010020
2010,314,0,31433,Ryan Garrity,2,1,1,5,2010100
2010,314,0,32831,Aaron Goldberg,2,0,1,9,2010320
2010,314,0,1457,Jay Haas,2,2,1,8,2010200
2010,314,0,32312,Travis Hampshire,2,1,1,18,2010260
2010,314,0,33223,Chang-won Han,2,2,2,7,2010160
2010,314,0,34098,Russell Henley,2,0,1,17,2010260
2010,314,0,33451,Matt Hill,2,1,2,7,2010300
2010,314,0,30909,David Horsey,2,0,4,1,2010350
2010,314,0,6573,Brandt Jobe,2,0,1,14,2010220
2010,314,0,20218,Shingo Katayama,2,2,2,12,2010160
2010,314,0,32655,Brett Lederer,2,2,1,10,2010050
2010,314,0,34396,Beonyeong Lee,2,0,1,13,2010320
2010,314,0,27129,Luke List,2,1,1,16,2010270
2010,314,0,12067,Mitch Lowe,2,0,1,1,2010300
2010,314,0,33204,Shane Lowry,2,2,1,12,2010360
2010,314,0,33047,Gregor Main,2,0,1,17,2010140
2010,314,0,34667,Chris Marin,2,2,2,11,2010450
2010,314,0,34006,Braxton Marquez,2,0,2,10,2010090
2010,314,0,33941,Nick Mason,2,0,2,13,2010020
2010,314,0,1755,Dick Mast,2,2,1,8,2010340
2010,314,0,8339,Spike McRoy,2,2,1,8,2010300
2010,314,0,34305,Daniel Miernicki,2,2,2,7,2010300
2010,314,0,20213,Katsumasa Miyamoto,2,0,2,18,2010350
2010,314,0,29256,James Morrison,2,2,2,12,2010260
2010,314,0,8045,Perry Moss,2,2,1,17,2010100
2010,314,0,25398,Ryuichi Oda,2,0,3,7,2010020
2010,314,0,10107,Deane Pappas,2,2,2,8,2010260
2010,314,0,12660,Jesper Parnevik,2,0,2,4,2010020
2010,314,0,33905,Blaine Peffley,2,0,2,15,2010260
2010,314,0,25863,Rod Perry,2,1,1,12,2010490
2010,314,0,1978,Fran Quinn,2,0,2,9,2010100
2010,314,0,28302,Matthew Richardson,2,0,4,10,2010260
2010,314,0,23497,Tag Ridings,2,0,1,2,2010150
2010,314,0,25457,Alexandre Rocha,2,1,2,6,2010100
2010,314,0,22732,Brian Rowell,2,2,2,11,2010180
2010,314,0,10649,Tom Scherrer,2,0,1,17,2010300
2010,314,0,23043,Paul Sheehan,2,2,1,9,2010260
2010,314,0,30110,Kyle Stanley,2,1,2,18,2010230
2010,314,0,29485,Brett Stegmaier,2,2,2,16,2010270
2010,314,0,28424,Rich Steinmetz,2,2,1,6,2010360
2010,314,0,2166,Chip Sullivan,2,1,1,1,2010360
2010,314,0,25834,Daniel Summerhays,2,2,2,8,2010260
2010,314,0,29425,Andrew Svoboda,2,0,2,18,2010150
2010,314,0,26595,Derek Tolan,2,1,1,15,2010210
2010,314,0,25450,Ty Tryon,2,0,1,12,2010260
2010,314,0,33464,Danny Wax,2,0,1,11,2010450
2010,314,0,30680,Isaac Weintraub,2,2,2,4,2010450
2010,314,0,34265,Will Wilcox,2,2,1,16,2010320
2010,314,0,27506,Oliver Wilson,2,1,2,11,2010360
2010,314,0,26497,Casey Wittenberg,2,0,2,14,2010250
2010,314,0,31323,Gary Woodland,2,0,1,6,2010210
2010,314,0,20566,Kaname Yokoo,2,1,2,6,2010020
2010,383,0,24461,Thomas Aiken,1,1,2,17,2010310
2010,383,0,23540,Jason Allred,1,1,4,18,2010260
2010,383,0,20367,Fredrik Andersson Hed,1,0,3,9,2010360
2010,383,0,19803,Ryan Armour,1,1,2,16,2010130
2010,383,0,34260,Bennett Blakeman,1,0,2,18,2010260
2010,383,0,6214,Guy Boros,1,0,3,11,2010300
2010,383,0,32647,Ben Boudreau,1,0,2,11,2010320
2010,383,0,34195,Christopher Brown,1,0,2,12,2010220
2010,383,0,26499,Rafa Cabrera Bello,1,1,4,12,2010260
2010,383,0,23656,Jason Caron,1,1,2,17,2010270
2010,383,0,34021,Bud Cauley,1,0,1,2,2010170
2010,383,0,23699,Danny Chia,1,1,1,5,2010310
2010,383,0,19825,Darren Clarke,1,0,2,18,2010360
2010,383,0,1200,Keith Clearwater,1,0,1,10,2010300
2010,383,0,34382,Carlos Concha,1,1,2,4,2010300
2010,383,0,28734,Josh Cunliffe,1,0,1,17,2010310
2010,383,0,34262,Jon Curran,1,1,2,17,2010260
2010,383,0,22983,Bradley Dredge,1,1,4,13,2010310
2010,383,0,27393,Kent Eger,1,0,2,1,2010260
2010,383,0,27447,John Ellis,1,1,3,9,2010450
2010,383,0,24463,Trevor Fisher Jr,1,1,2,3,2010220
2010,383,0,28785,Philip Francis,1,0,1,2,2010090
2010,383,0,1378,David Frost,1,1,2,2,2010260
2010,383,0,1385,Jim Gallagher Jr.,1,0,1,13,2010250
2010,383,0,20473,Ignacio Garrido,1,1,3,16,2010310
2010,383,0,34277,Dustin Garza,1,1,2,1,2010270
2010,383,0,32698,Bobby Gates,1,0,2,15,2010260
2010,383,0,23979,Judd Gibb,1,1,2,18,2010290
2010,383,0,34448,Brendan Gielow,1,1,2,17,2010370
2010,383,0,25052,Derek Gillespie,1,0,1,11,2010270
2010,383,0,1419,Tom Gleeton,1,0,2,8,2010270
2010,383,0,1425,Ernie Gonzalez,1,0,1,2,2010460
2010,383,0,26822,Bret Guetz,1,1,2,6,2010090
2010,383,0,27363,Mark Haastrup,1,0,1,17,2010310
2010,383,0,34432,Gavin Hall,1,1,2,16,2010340
2010,383,0,27324,Seungsu Han,1,0,4,8,2010300
2010,383,0,30930,Ty Harris,1,0,1,1,2010130
2010,383,0,34363,Tyrrell Hatton,1,0,1,17,2010310
2010,383,0,20567,Kevin Hayashi,1,0,3,5,2010020
2010,383,0,26758,David Hearn,1,0,2,11,2010320
2010,383,0,8337,Mike Heinen,1,0,1,10,2010300
2010,383,0,1510,Nolan Henke,1,0,2,10,2010300
2010,383,0,33461,Morgan Hoffmann,1,1,2,7,2010260
2010,383,0,26284,Steve Holmes,1,1,2,5,2010460
2010,383,0,29222,Billy Hurley III,1,1,4,3,2010340
2010,383,0,34214,Bobby Hutcherson,1,0,1,8,2010220
2010,383,0,24956,Mikko Ilonen,1,0,1,5,2010260
2010,383,0,1555,Stu Ingraham,1,1,2,18,2010360
2010,383,0,30211,Barrett Jarosch,1,0,1,4,2010320
2010,383,0,32878,Jin Jeong,1,0,2,7,2010310
2010,383,0,26735,Marty Jertson,1,0,1,4,2010460
2010,383,0,32874,Erick Justesen,1,1,2,17,2010450
2010,383,0,6322,Mike Keymont,1,1,2,8,2010140
2010,383,0,24957,Simon Khan,1,1,2,9,2010360
2010,383,0,31688,Kenny Kim,1,0,2,8,2010260
2010,383,0,30926,Chris Kirk,1,0,3,8,2010440
2010,383,0,30711,Colt Knost,1,1,2,9,2010220
2010,383,0,25431,Rob Labritz,1,0,2,15,2010360
2010,383,0,1666,Bernhard Langer,1,1,2,17,2010160
2010,383,0,33904,Grant Leaver,1,0,1,8,2010250
2010,383,0,32881,Hugo León,1,0,1,9,2010260
2010,383,0,1685,J.L. Lewis,1,0,2,16,2010250
2010,383,0,34047,John Little II,1,0,2,16,2010210
2010,383,0,23834,Jean-Francois Lucquin,1,0,1,3,2010260
2010,383,0,1717,Sandy Lyle,1,0,3,16,2010060
2010,383,0,1723,Andrew Magee,1,1,1,3,2010140
2010,383,0,33199,Matteo Manassero,1,0,3,7,2010160
2010,383,0,33413,Ben Martin,1,0,2,12,2010260
2010,383,0,25972,Pablo Martin Benavides,1,1,4,18,2010260
2010,383,0,21470,Daisuke Maruyama,1,1,2,18,2010020
2010,383,0,29675,Dan McCarthy,1,1,2,16,2010260
2010,383,0,27808,Robert McClellan,1,1,2,18,2010360
2010,383,0,6090,Jim McGovern,1,1,2,4,2010300
2010,383,0,12781,Scott Medlin,1,0,2,18,2010170
2010,383,0,25842,Jon Mills,1,1,3,16,2010320
2010,383,0,32249,Daniel Mitchell,1,0,1,2,2010420
2010,383,0,12682,Hirofumi Miyase,1,0,1,11,2010310
2010,383,0,1823,Larry Mize,1,1,2,7,2010160
2010,383,0,27119,Koumei Oda,1,0,1,5,2010360
2010,383,0,1891,David Ogrin,1,0,1,12,2010300
2010,383,0,34702,Edward Olson,1,1,2,5,2010460
2010,383,0,26329,Louis Oosthuizen,1,0,4,5,2010310
2010,383,0,22400,Hennie Otto,1,1,4,15,2010350
2010,383,0,1926,Steve Pate,1,1,2,8,2010300
2010,383,0,34642,Jordan Payne,1,1,2,1,2010420
2010,383,0,34258,Kevin Phelan,1,0,2,10,2010260
2010,383,0,22275,Terry Pilkadaris,1,0,1,6,2010260
2010,383,0,34256,Andrew Putnam,1,0,2,16,2010260
2010,383,0,34478,Jerry Richardson Jr.,1,1,2,15,2010370
2010,383,0,34142,Willis Ring,1,1,1,7,2010330
2010,383,0,26539,Robert Rock,1,0,2,14,2010310
2010,383,0,34395,Christopher Ross,1,0,2,11,2010320
2010,383,0,2036,Jim Rutledge,1,1,1,9,2010320
