YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,TOP 10,1ST,3RD,2ND
2013,1,0,24924,Bill Haas,9,1.0,1.0,
2013,1,0,34046,Jordan Spieth,9,1.0,3.0,
2013,4,0,23108,Matt Kuchar,8,2.0,2.0,
2013,4,0,6527,Steve Stricker,8,4.0,,
2013,4,0,8793,Tiger Woods,8,5.0,1.0,
2013,10,0,33141,Keegan Bradley,7,2.0,1.0,
2013,10,0,28089,Jason Day,7,1.0,2.0,
2013,10,0,27436,Graham DeLaet,7,1.0,2.0,
2013,10,0,10809,Jim Furyk,7,1.0,2.0,
2013,10,0,22405,Justin Rose,7,1.0,2.0,
2013,16,0,21209,Sergio Garcia,6,1.0,,
2013,16,0,30925,Dustin Johnson,6,1.0,1.0,
2013,16,0,24502,Adam Scott,6,2.0,2.0,
2013,16,0,20396,Lee Westwood,6,1.0,,
2013,20,0,23983,Luke Donald,5,1.0,,
2013,20,0,25686,Jason Dufner,5,1.0,,
2013,20,0,32102,Rickie Fowler,5,1.0,,
2013,20,0,12716,Charley Hoffman,5,1.0,,
2013,20,0,21961,Charles Howell III,5,1.0,1.0,
2013,20,0,26300,Matt Jones,5,1.0,,
2013,20,0,24781,Hunter Mahan,5,1.0,,
2013,20,0,28237,Rory McIlroy,5,1.0,,
2013,20,0,34360,Patrick Reed,5,1.0,,
2013,20,0,23621,Rory Sabbatini,5,,,
2013,20,0,26331,Charl Schwartzel,5,2.0,,
2013,20,0,29221,Webb Simpson,5,1.0,,
2013,20,0,25632,Jimmy Walker,5,1.0,1.0,
2013,34,0,32200,Roberto Castro,4,1.0,,
2013,34,0,21753,Brian Davis,4,,,
2013,34,0,23638,Brendon de Jonge,4,,,
2013,34,0,34099,Harris English,4,1.0,,
2013,34,0,28307,Matt Every,4,,,
2013,34,0,30944,Jason Kokrak,4,1.0,,
2013,34,0,26851,Marc Leishman,4,,,
2013,34,0,25572,Graeme McDowell,4,1.0,1.0,
2013,34,0,23320,Ryan Palmer,4,,,
2013,34,0,24361,Pat Perez,4,,,
2013,34,0,25818,Scott Piercy,4,1.0,,
2013,34,0,24138,Ian Poulter,4,1.0,,
2013,34,0,30692,Scott Stallings,4,1.0,,
2013,34,0,27963,Chris Stroud,4,1.0,,
2013,34,0,31560,Brian Stuard,4,,,
2013,34,0,25834,Daniel Summerhays,4,1.0,,
2013,34,0,27095,Nick Watney,4,1.0,,
2013,34,0,26289,Boo Weekley,4,1.0,1.0,
2013,52,0,32366,Kevin Chappell,3,1.0,,
2013,52,0,20229,Stewart Cink,3,,,
2013,52,0,23135,Tim Clark,3,1.0,,
2013,52,0,23452,Nicolas Colsaerts,3,,,
2013,52,0,25191,Gonzalo Fernandez-Castaño,3,1.0,,
2013,52,0,20766,Padraig Harrington,3,,,
2013,52,0,34098,Russell Henley,3,1.0,,
2013,52,0,33461,Morgan Hoffmann,3,,,
2013,52,0,21731,Freddie Jacobson,3,1.0,,
2013,52,0,27408,Martin Kaymer,3,,,
2013,52,0,30926,Chris Kirk,3,1.0,,
2013,52,0,28092,D.H. Lee,3,1.0,,
2013,52,0,34409,David Lingmerth,3,2.0,,
2013,52,0,26596,Ryan Moore,3,,,
2013,52,0,25240,D.A. Points,3,1.0,1.0,
2013,52,0,26679,Kevin Stadler,3,1.0,,
2013,52,0,30110,Kyle Stanley,3,2.0,,
2013,52,0,27330,Josh Teater,3,1.0,,
2013,52,0,32150,Michael Thompson,3,1.0,,
2013,52,0,25804,Bubba Watson,3,,,
2013,52,0,21878,Mark Wilson,3,1.0,,
2013,73,0,22371,Aaron Baddeley,2,,,
2013,73,0,28259,Sangmoon Bae,2,1.0,,
2013,73,0,27895,Jonas Blixt,2,1.0,,
2013,73,0,24507,Jason Bohn,2,1.0,,
2013,73,0,24227,Justin Bolli,2,,,
2013,73,0,24925,Jonathan Byrd,2,1.0,,
2013,73,0,20848,Ángel Cabrera,2,1.0,,
2013,73,0,20593,Greg Chalmers,2,,,
2013,73,0,24357,K.J. Choi,2,,,
2013,73,0,23541,Ben Crane,2,,,
2013,73,0,23409,James Driscoll,2,,,
2013,73,0,20104,Ken Duke,2,1.0,,
2013,73,0,1320,Bob Estes,2,,,
2013,73,0,28500,Martin Flores,2,,,
2013,73,0,24358,Robert Garrigus,2,,,
2013,73,0,25900,Lucas Glover,2,,,
2013,73,0,35539,Luke Guthrie,2,1.0,,
2013,73,0,32448,James Hahn,2,1.0,,
2013,73,0,27644,Brian Harman,2,1.0,,
2013,73,0,26758,David Hearn,2,1.0,,
2013,73,0,23353,J.J. Henry,2,,,
2013,73,0,31557,Jim Herman,2,,,
2013,73,0,34174,John Huh,2,1.0,,
2013,73,0,8075,Jerry Kelly,2,,,
2013,73,0,27936,Martin Laird,2,1.0,,
2013,73,0,35139,Richard Lee,2,,,
2013,73,0,21099,David Lynn,2,1.0,,
2013,73,0,1724,Jeff Maggert,2,1.0,,
2013,73,0,32839,Hideki Matsuyama,2,,,
2013,73,0,31202,William McGirt,2,1.0,,
2013,73,0,27933,John Merrick,2,1.0,,
2013,73,0,33968,Thorbjørn Olesen,2,,,
2013,73,0,28475,Jeff Overton,2,,,
2013,73,0,27556,Ted Potter Jr.,2,,,
