YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,DISTANCE (FEET),TOTAL PUTTS
2013,1,0,21961,Charles Howell III,"24' 4""",19222.917,791
2013,1,0,24781,Hunter Mahan,"24' 4""",17469.0,717
2013,3,0,21528,Henrik Stenson,"24' 3""",11215.333,463
2013,4,0,34098,Russell Henley,"24' 2""",15997.0,663
2013,4,0,33419,Cameron Tringale,"24' 2""",18519.833,767
2013,6,0,20848,Ángel Cabrera,"24' 1""",14181.5,589
2013,6,0,22806,Doug LaBelle II,"24' 1""",14330.25,595
2013,6,0,35139,Richard Lee,"24' 1""",17828.25,739
2013,9,0,32698,Bobby Gates,"24' 0""",9832.0,410
2013,9,0,29518,Brendan Steele,"24' 0""",19335.25,807
2013,9,0,28135,Aaron Watkins,"24' 0""",8440.667,352
2013,12,0,6527,Steve Stricker,"23' 9""",7818.5,329
2013,13,0,26951,Johnson Wagner,"23' 8""",12893.75,544
2013,14,0,21209,Sergio Garcia,"23' 7""",10992.25,466
2013,14,0,6573,Brandt Jobe,"23' 7""",13210.25,561
2013,16,0,23353,J.J. Henry,"23' 6""",19599.0,834
2013,16,0,27408,Martin Kaymer,"23' 6""",10541.75,449
2013,16,0,27936,Martin Laird,"23' 6""",13102.667,558
2013,16,0,27933,John Merrick,"23' 6""",16768.25,713
2013,20,0,28089,Jason Day,"23' 5""",13917.25,594
2013,20,0,22378,Trevor Immelman,"23' 5""",15852.0,676
2013,20,0,27120,Troy Matteson,"23' 5""",14346.917,612
2013,23,0,6004,Stephen Ames,"23' 4""",9980.75,428
2013,23,0,20098,Stuart Appleby,"23' 4""",18162.167,777
2013,23,0,29420,Billy Horschel,"23' 4""",19663.583,844
2013,23,0,30711,Colt Knost,"23' 4""",13802.75,591
2013,27,0,33141,Keegan Bradley,"23' 3""",17199.667,740
2013,27,0,22621,Ben Curtis,"23' 3""",10897.583,469
2013,27,0,34099,Harris English,"23' 3""",18968.417,816
2013,27,0,1320,Bob Estes,"23' 3""",14292.083,615
2013,27,0,8725,Tom Gillis,"23' 3""",13918.167,599
2013,27,0,28092,D.H. Lee,"23' 3""",13883.0,598
2013,27,0,23800,Bryce Molder,"23' 3""",16164.25,694
2013,27,0,27214,Kevin Streelman,"23' 3""",16566.917,712
2013,35,0,25274,Steven Bowditch,"23' 2""",12788.167,552
2013,35,0,24494,Erik Compton,"23' 2""",15024.333,649
2013,35,0,20443,Jin Park,"23' 2""",10102.583,436
2013,35,0,22056,Cameron Percy,"23' 2""",13581.917,587
2013,35,0,24361,Pat Perez,"23' 2""",15590.833,674
2013,35,0,20645,John Senden,"23' 2""",15222.75,658
2013,35,0,27963,Chris Stroud,"23' 2""",17400.833,752
2013,35,0,25834,Daniel Summerhays,"23' 2""",18343.917,793
2013,43,0,20593,Greg Chalmers,"23' 1""",15533.417,674
2013,43,0,24357,K.J. Choi,"23' 1""",14727.0,638
2013,43,0,28475,Jeff Overton,"23' 1""",17203.333,746
2013,43,0,33418,Shawn Stefani,"23' 1""",11630.5,504
2013,47,0,27895,Jonas Blixt,"23' 0""",14890.333,647
2013,47,0,23541,Ben Crane,"23' 0""",12425.0,541
2013,47,0,27129,Luke List,"23' 0""",11801.833,514
2013,50,0,28259,Sangmoon Bae,"22' 11""",15831.333,690
2013,50,0,27436,Graham DeLaet,"22' 11""",19576.833,853
2013,50,0,26300,Matt Jones,"22' 11""",15852.917,691
2013,50,0,25336,Alistair Presnell,"22' 11""",10486.167,458
2013,50,0,25562,Andres Romero,"22' 11""",11723.0,511
2013,55,0,32334,Charlie Beljan,"22' 10""",13173.25,577
2013,55,0,20229,Stewart Cink,"22' 10""",13751.75,603
2013,55,0,24924,Bill Haas,"22' 10""",16680.333,730
2013,55,0,10860,Justin Leonard,"22' 10""",16813.667,736
2013,55,0,29425,Andrew Svoboda,"22' 10""",8661.667,380
2013,55,0,8793,Tiger Woods,"22' 10""",9560.833,419
2013,61,0,12510,Chad Campbell,"22' 9""",17476.0,767
2013,61,0,31557,Jim Herman,"22' 9""",10759.083,473
2013,61,0,34174,John Huh,"22' 9""",17398.833,764
2013,61,0,29289,S.Y. Noh,"22' 9""",14805.417,651
2013,61,0,21878,Mark Wilson,"22' 9""",12123.75,532
2013,61,0,26497,Casey Wittenberg,"22' 9""",14070.583,618
2013,67,0,1116,Michael Bradley,"22' 8""",10492.75,463
2013,67,0,30944,Jason Kokrak,"22' 8""",16139.417,711
2013,67,0,27503,Steve LeBrun,"22' 8""",12582.083,556
2013,67,0,22046,Geoff Ogilvy,"22' 8""",9263.833,409
2013,67,0,32150,Michael Thompson,"22' 8""",12325.917,543
2013,72,0,22371,Aaron Baddeley,"22' 7""",12218.917,541
2013,72,0,23409,James Driscoll,"22' 7""",13899.0,616
2013,72,0,25686,Jason Dufner,"22' 7""",13745.75,609
2013,72,0,37273,Derek Ernst,"22' 7""",11982.167,530
2013,72,0,28500,Martin Flores,"22' 7""",16948.25,751
2013,72,0,26758,David Hearn,"22' 7""",16204.583,718
2013,72,0,8075,Jerry Kelly,"22' 7""",14520.0,643
2013,72,0,21099,David Lynn,"22' 7""",12601.333,559
2013,72,0,27556,Ted Potter Jr.,"22' 7""",12028.833,532
2013,72,0,10213,Dicky Pride,"22' 7""",13824.5,612
2013,72,0,31560,Brian Stuard,"22' 7""",14972.417,663
2013,72,0,27095,Nick Watney,"22' 7""",17447.25,774
2013,72,0,25804,Bubba Watson,"22' 7""",14266.75,632
2013,85,0,24846,Ricky Barnes,"22' 6""",16168.917,718
2013,85,0,24227,Justin Bolli,"22' 6""",10371.583,461
2013,85,0,24024,Zach Johnson,"22' 6""",15479.25,689
2013,85,0,31202,William McGirt,"22' 6""",16271.333,722
2013,85,0,34360,Patrick Reed,"22' 6""",16068.25,714
2013,85,0,34431,Robert Streb,"22' 6""",14489.917,643
2013,85,0,31323,Gary Woodland,"22' 6""",19486.583,866
2013,92,0,23638,Brendon de Jonge,"22' 5""",22879.833,1019
2013,92,0,23983,Luke Donald,"22' 5""",9860.0,440
2013,92,0,25900,Lucas Glover,"22' 5""",12257.25,547
2013,92,0,33461,Morgan Hoffmann,"22' 5""",11594.833,518
2013,92,0,23108,Matt Kuchar,"22' 5""",15424.333,688
2013,92,0,26851,Marc Leishman,"22' 5""",14484.667,646
2013,92,0,30163,Henrik Norlander,"22' 5""",13943.0,621
2013,92,0,23788,D.J. Trahan,"22' 5""",8985.083,401
2013,100,0,12782,Tim Herron,"22' 4""",9768.083,438
2013,100,0,36884,Ben Kohles,"22' 4""",14399.25,645
2013,102,0,29479,Scott Brown,"22' 3""",12872.083,578
2013,102,0,10809,Jim Furyk,"22' 3""",14771.333,665
2013,102,0,28679,Fabián Gómez,"22' 3""",12862.583,579
2013,102,0,30925,Dustin Johnson,"22' 3""",11613.667,522
2013,102,0,19970,Robert Karlsson,"22' 3""",8268.417,372
2013,102,0,1810,Phil Mickelson,"22' 3""",11911.0,535
2013,102,0,23497,Tag Ridings,"22' 3""",13810.917,621
2013,109,0,25444,Justin Hicks,"22' 2""",15248.5,687
2013,109,0,23325,Vaughn Taylor,"22' 2""",8497.583,384
2013,111,0,23452,Nicolas Colsaerts,"22' 1""",8694.833,394
2013,111,0,27644,Brian Harman,"22' 1""",16834.25,761
2013,111,0,12716,Charley Hoffman,"22' 1""",16295.667,738
2013,111,0,24138,Ian Poulter,"22' 1""",8288.083,376
2013,111,0,27649,Brandt Snedeker,"22' 1""",11715.583,531
2013,116,0,10885,Robert Allenby,"22' 0""",12059.167,549
2013,116,0,28455,Will Claxton,"22' 0""",13417.5,611
2013,116,0,32102,Rickie Fowler,"22' 0""",12782.5,582
2013,116,0,21731,Freddie Jacobson,"22' 0""",9584.5,435
2013,116,0,24490,George McNeill,"22' 0""",14603.833,664
2013,116,0,26596,Ryan Moore,"22' 0""",12439.667,565
2013,116,0,24140,Sean O'Hair,"22' 0""",11927.25,542
2013,116,0,20572,Rod Pampling,"22' 0""",8182.75,372
2013,116,0,25345,Carl Pettersson,"22' 0""",14514.333,660
2013,116,0,30692,Scott Stallings,"22' 0""",14304.5,651
2013,116,0,27330,Josh Teater,"22' 0""",13586.667,618
2013,116,0,20160,Charlie Wi,"22' 0""",13849.5,629
2013,128,0,32448,James Hahn,"21' 11""",14986.167,683
2013,128,0,24502,Adam Scott,"21' 11""",10315.417,471
2013,128,0,29221,Webb Simpson,"21' 11""",15452.5,706
2013,128,0,28780,Nicholas Thompson,"21' 11""",19406.583,884
2013,128,0,24663,Y.E. Yang,"21' 11""",9042.583,412
2013,133,0,22405,Justin Rose,"21' 10""",10191.083,467
2013,134,0,30750,Tommy Gainey,"21' 9""",16370.25,752
2013,134,0,34409,David Lingmerth,"21' 9""",11914.417,548
2013,134,0,23621,Rory Sabbatini,"21' 9""",15577.083,716
2013,134,0,23623,Bo Van Pelt,"21' 9""",12221.0,561
2013,134,0,25632,Jimmy Walker,"21' 9""",16344.5,752
2013,139,0,24358,Robert Garrigus,"21' 8""",11572.833,534
2013,139,0,19846,Brian Gay,"21' 8""",13998.917,645
2013,139,0,1724,Jeff Maggert,"21' 8""",12427.917,574
2013,139,0,20691,Greg Owen,"21' 8""",15172.917,699
2013,139,0,25240,D.A. Points,"21' 8""",14560.667,671
2013,139,0,26289,Boo Weekley,"21' 8""",19293.083,891
2013,145,0,32200,Roberto Castro,"21' 7""",18912.667,876
2013,145,0,32366,Kevin Chappell,"21' 7""",14758.417,683
2013,145,0,23320,Ryan Palmer,"21' 7""",14786.083,684
2013,145,0,6567,Vijay Singh,"21' 7""",11800.667,546
2013,145,0,27770,Camilo Villegas,"21' 7""",13630.833,632
2013,145,0,28310,Lee Williams,"21' 7""",11168.5,518
2013,151,0,34261,Scott Langley,"21' 6""",14119.083,657
2013,151,0,25818,Scott Piercy,"21' 6""",13413.5,624
2013,151,0,22913,John Rollins,"21' 6""",15560.667,725
2013,151,0,26331,Charl Schwartzel,"21' 6""",12067.0,561
2013,151,0,30110,Kyle Stanley,"21' 6""",13394.083,624
2013,156,0,24507,Jason Bohn,"21' 5""",14243.25,664
2013,156,0,30926,Chris Kirk,"21' 5""",16183.917,756
2013,156,0,25572,Graeme McDowell,"21' 5""",7787.167,363
2013,156,0,28237,Rory McIlroy,"21' 5""",8474.0,395
2013,156,0,33869,Eric Meierdierks,"21' 5""",8600.833,402
2013,156,0,26476,Chez Reavie,"21' 5""",15010.5,701
2013,156,0,20396,Lee Westwood,"21' 5""",11264.167,525
2013,163,0,29740,Brad Fritsch,"21' 4""",14741.417,691
2013,163,0,35539,Luke Guthrie,"21' 4""",13356.917,625
2013,163,0,26679,Kevin Stadler,"21' 4""",15314.083,717
2013,166,0,21753,Brian Davis,"21' 3""",16884.5,794
2013,166,0,6522,Ernie Els,"21' 3""",10370.5,488
2013,166,0,24399,Scott Gardiner,"21' 3""",11683.167,550
2013,166,0,2206,David Toms,"21' 3""",6927.583,326
2013,166,0,10423,Mike Weir,"21' 3""",9409.333,443
2013,171,0,28307,Matt Every,"21' 2""",16593.333,784
2013,172,0,22961,David Mathis,"21' 1""",13980.333,662
2013,173,0,34046,Jordan Spieth,"21' 0""",13371.667,638
2013,174,0,20104,Ken Duke,"20' 11""",15712.167,752
2013,174,0,22792,Peter Hanson,"20' 11""",6617.333,316
2013,174,0,30852,Ryo Ishikawa,"20' 11""",12424.25,593
2013,177,0,34021,Bud Cauley,"20' 9""",12109.583,584
2013,178,0,23135,Tim Clark,"20' 7""",8504.333,413
2013,178,0,22295,Darron Stiles,"20' 7""",8560.083,416
2013,180,0,20766,Padraig Harrington,"20' 0""",6796.583,340
2014,1,0,34264,Hudson Swafford,"25' 0""",16141.667,646
2014,2,0,29420,Billy Horschel,"24' 7""",18403.167,748
2014,3,0,23353,J.J. Henry,"24' 5""",21762.583,891
2014,3,0,25834,Daniel Summerhays,"24' 5""",22455.833,921
2014,3,0,27064,Jhonattan Vegas,"24' 5""",16697.083,683
2014,6,0,20157,Retief Goosen,"24' 2""",19171.0,794
2014,7,0,20593,Greg Chalmers,"24' 1""",16799.917,698
2014,7,0,23983,Luke Donald,"24' 1""",10376.833,431
2014,7,0,29535,Brice Garnett,"24' 1""",19223.25,799
2014,7,0,25562,Andres Romero,"24' 1""",16739.75,696
2014,7,0,32333,Kevin Tway,"24' 1""",12399.583,515
2014,12,0,27936,Martin Laird,"24' 0""",14519.583,605
2014,12,0,20645,John Senden,"24' 0""",20686.667,862
2014,14,0,26951,Johnson Wagner,"23' 11""",14758.333,618
2014,15,0,22621,Ben Curtis,"23' 10""",15747.75,661
2014,15,0,23409,James Driscoll,"23' 10""",14404.333,604
2014,15,0,25444,Justin Hicks,"23' 10""",23406.917,983
2014,15,0,33419,Cameron Tringale,"23' 10""",24374.583,1024
2014,19,0,21961,Charles Howell III,"23' 9""",23447.167,988
2014,19,0,24781,Hunter Mahan,"23' 9""",17717.5,746
2014,19,0,25632,Jimmy Walker,"23' 9""",17467.917,735
2014,22,0,29222,Billy Hurley III,"23' 8""",17957.333,760
2014,22,0,21528,Henrik Stenson,"23' 8""",9737.583,411
2014,24,0,22371,Aaron Baddeley,"23' 7""",13382.5,567
2014,24,0,32102,Rickie Fowler,"23' 7""",14158.75,601
2014,26,0,20229,Stewart Cink,"23' 6""",17521.833,745
2014,26,0,29425,Andrew Svoboda,"23' 6""",16760.583,712
2014,26,0,32150,Michael Thompson,"23' 6""",14176.75,603
2014,29,0,24494,Erik Compton,"23' 5""",17797.917,760
2014,29,0,10809,Jim Furyk,"23' 5""",15817.083,676
2014,29,0,24924,Bill Haas,"23' 5""",20039.833,855
2014,29,0,33461,Morgan Hoffmann,"23' 5""",20693.833,883
2014,29,0,23108,Matt Kuchar,"23' 5""",17986.083,767
2014,29,0,23320,Ryan Palmer,"23' 5""",14979.75,640
2014,29,0,34360,Patrick Reed,"23' 5""",17165.417,733
2014,29,0,29221,Webb Simpson,"23' 5""",17272.25,737
2014,29,0,22293,Heath Slocum,"23' 5""",15147.583,648
2014,29,0,29518,Brendan Steele,"23' 5""",16610.917,710
2014,39,0,37273,Derek Ernst,"23' 4""",15438.583,662
2014,39,0,34098,Russell Henley,"23' 4""",18176.833,778
2014,39,0,10860,Justin Leonard,"23' 4""",13828.75,593
2014,39,0,25572,Graeme McDowell,"23' 4""",10584.833,454
2014,39,0,31202,William McGirt,"23' 4""",20072.167,859
2014,39,0,24361,Pat Perez,"23' 4""",17647.083,755
2014,45,0,28259,Sangmoon Bae,"23' 3""",14789.75,635
2014,45,0,24925,Jonathan Byrd,"23' 3""",15832.417,682
2014,45,0,28500,Martin Flores,"23' 3""",16391.417,705
2014,45,0,29478,Kevin Kisner,"23' 3""",16850.5,724
2014,49,0,27895,Jonas Blixt,"23' 2""",10101.917,436
2014,49,0,21731,Freddie Jacobson,"23' 2""",18684.167,807
2014,49,0,35139,Richard Lee,"23' 2""",13643.25,588
2014,49,0,28486,Michael Putnam,"23' 2""",22232.333,960
2014,53,0,33413,Ben Martin,"23' 1""",14840.75,643
2014,53,0,24140,Sean O'Hair,"23' 1""",15978.167,692
2014,53,0,24138,Ian Poulter,"23' 1""",8944.917,388
2014,56,0,10885,Robert Allenby,"23' 0""",16916.083,735
2014,56,0,33141,Keegan Bradley,"23' 0""",15639.833,680
2014,56,0,34563,Chesson Hadley,"23' 0""",16560.417,721
2014,56,0,35300,Andrew Loupe,"23' 0""",11014.417,479
2014,56,0,26329,Louis Oosthuizen,"23' 0""",6898.0,300
2014,56,0,27330,Josh Teater,"23' 0""",18592.583,808
2014,56,0,20160,Charlie Wi,"23' 0""",14786.833,643
2014,63,0,24507,Jason Bohn,"22' 11""",17861.5,779
2014,63,0,12716,Charley Hoffman,"22' 11""",17451.75,762
2014,63,0,22378,Trevor Immelman,"22' 11""",16577.167,723
2014,63,0,34261,Scott Langley,"22' 11""",18272.167,797
2014,63,0,29289,S.Y. Noh,"22' 11""",17375.167,758
2014,68,0,20098,Stuart Appleby,"22' 10""",18844.5,824
2014,68,0,29479,Scott Brown,"22' 10""",18930.667,830
2014,68,0,23638,Brendon de Jonge,"22' 10""",22204.667,971
2014,68,0,25191,Gonzalo Fernandez-Castaño,"22' 10""",15005.75,658
2014,68,0,30750,Tommy Gainey,"22' 10""",14059.0,615
2014,68,0,26300,Matt Jones,"22' 10""",13920.75,610
2014,68,0,8075,Jerry Kelly,"22' 10""",15090.833,661
2014,68,0,36689,Brooks Koepka,"22' 10""",9681.0,424
2014,68,0,24912,Will MacKenzie,"22' 10""",17026.417,746
2014,68,0,23800,Bryce Molder,"22' 10""",15210.583,667
2014,68,0,22913,John Rollins,"22' 10""",17000.667,744
2014,68,0,26331,Charl Schwartzel,"22' 10""",11857.167,520
2014,68,0,34431,Robert Streb,"22' 10""",14596.333,639
2014,68,0,30927,Brendon Todd,"22' 10""",20216.583,885
2014,82,0,20498,Briny Baird,"22' 9""",10565.75,465
2014,82,0,20848,Ángel Cabrera,"22' 9""",14222.0,626
2014,82,0,34174,John Huh,"22' 9""",16694.917,733
2014,82,0,29461,Jamie Lovemark,"22' 9""",11121.167,488
2014,82,0,28475,Jeff Overton,"22' 9""",14832.583,653
2014,82,0,26679,Kevin Stadler,"22' 9""",16716.083,734
2014,82,0,23623,Bo Van Pelt,"22' 9""",16052.833,706
2014,82,0,20396,Lee Westwood,"22' 9""",9360.75,412
2014,90,0,27436,Graham DeLaet,"22' 8""",15305.833,675
2014,90,0,26758,David Hearn,"22' 8""",18992.75,837
2014,90,0,30944,Jason Kokrak,"22' 8""",14135.167,624
2014,90,0,1706,Davis Love III,"22' 8""",14963.333,660
2014,90,0,27120,Troy Matteson,"22' 8""",11708.167,516
2014,90,0,25345,Carl Pettersson,"22' 8""",20425.917,900
2014,90,0,33418,Shawn Stefani,"22' 8""",13322.167,587
2014,90,0,28132,Tyrone Van Aswegen,"22' 8""",15121.5,666
2014,98,0,25720,Chad Collins,"22' 7""",13758.667,609
2014,98,0,21753,Brian Davis,"22' 7""",17637.833,782
2014,98,0,32448,James Hahn,"22' 7""",17644.167,780
2014,98,0,31557,Jim Herman,"22' 7""",11498.333,510
2014,98,0,24024,Zach Johnson,"22' 7""",19393.75,859
2014,98,0,30926,Chris Kirk,"22' 7""",18707.0,828
2014,98,0,35732,Wes Roach,"22' 7""",10753.583,477
2014,98,0,27095,Nick Watney,"22' 7""",13099.167,581
2014,98,0,34265,Will Wilcox,"22' 7""",9954.833,440
2014,107,0,34021,Bud Cauley,"22' 6""",10806.333,481
2014,107,0,24502,Adam Scott,"22' 6""",12554.917,558
2014,107,0,27963,Chris Stroud,"22' 6""",16005.417,712
2014,107,0,28780,Nicholas Thompson,"22' 6""",16936.583,752
2014,107,0,2206,David Toms,"22' 6""",12748.25,566
2014,112,0,28089,Jason Day,"22' 5""",7261.417,324
2014,112,0,34099,Harris English,"22' 5""",17235.667,769
2014,112,0,28307,Matt Every,"22' 5""",13882.75,620
2014,112,0,25240,D.A. Points,"22' 5""",13015.417,581
2014,116,0,24357,K.J. Choi,"22' 4""",14961.0,669
2014,116,0,21209,Sergio Garcia,"22' 4""",8920.167,399
2014,116,0,33122,Russell Knox,"22' 4""",19343.333,865
2014,116,0,27466,Spencer Levin,"22' 4""",11714.083,524
2014,116,0,24490,George McNeill,"22' 4""",15632.667,699
2014,116,0,27649,Brandt Snedeker,"22' 4""",14583.917,654
2014,116,0,31560,Brian Stuard,"22' 4""",16551.75,740
2014,123,0,24846,Ricky Barnes,"22' 3""",17284.417,778
2014,123,0,25364,Paul Casey,"22' 3""",9529.25,429
2014,123,0,19846,Brian Gay,"22' 3""",13145.917,590
2014,123,0,25396,Kevin Na,"22' 3""",16972.667,763
2014,123,0,27770,Camilo Villegas,"22' 3""",19048.417,855
2014,123,0,10423,Mike Weir,"22' 3""",11143.417,500
2014,129,0,23541,Ben Crane,"22' 2""",17761.417,800
2014,129,0,29740,Brad Fritsch,"22' 2""",8812.0,398
2014,131,0,29926,Danny Lee,"22' 1""",15446.25,699
2014,131,0,26851,Marc Leishman,"22' 1""",15775.583,715
