YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG RTP
2013,1,0,25444,Justin Hicks,-.286
2013,1,0,26331,Charl Schwartzel,-.286
2013,3,0,1116,Michael Bradley,-.211
2013,4,0,27963,Chris Stroud,-.154
2013,5,0,26476,Chez Reavie,-.143
2013,6,0,35539,Luke Guthrie,-.139
2013,7,0,27649,Brandt Snedeker,-.130
2013,8,0,24357,K.J. Choi,-.118
2013,8,0,33419,Cameron Tringale,-.118
2013,10,0,27933,John Merrick,-.095
2013,11,0,26851,Marc Leishman,-.094
2013,12,0,34409,David Lingmerth,-.091
2013,12,0,6527,Steve Stricker,-.091
2013,14,0,30852,Ryo Ishikawa,-.080
2013,14,0,10423,Mike Weir,-.080
2013,16,0,12782,Tim Herron,-.077
2013,17,0,24490,George McNeill,-.071
2013,18,0,29479,Scott Brown,-.063
2013,18,0,20443,Jin Park,-.063
2013,20,0,34261,Scott Langley,-.059
2013,21,0,28780,Nicholas Thompson,-.051
2013,22,0,25686,Jason Dufner,-.050
2013,23,0,34098,Russell Henley,-.042
2013,24,0,26497,Casey Wittenberg,-.038
2013,25,0,30925,Dustin Johnson,-.037
2013,25,0,30926,Chris Kirk,-.037
2013,25,0,29289,S.Y. Noh,-.037
2013,28,0,20848,Ángel Cabrera,E
2013,28,0,27436,Graham DeLaet,E
2013,28,0,12716,Charley Hoffman,E
2013,28,0,8075,Jerry Kelly,E
2013,28,0,23108,Matt Kuchar,E
2013,28,0,28092,D.H. Lee,E
2013,28,0,26596,Ryan Moore,E
2013,28,0,22046,Geoff Ogilvy,E
2013,28,0,33418,Shawn Stefani,E
2013,37,0,24924,Bill Haas,+.024
2013,38,0,25804,Bubba Watson,+.026
2013,39,0,27129,Luke List,+.029
2013,40,0,29420,Billy Horschel,+.030
2013,40,0,23621,Rory Sabbatini,+.030
2013,42,0,25345,Carl Pettersson,+.031
2013,43,0,24781,Hunter Mahan,+.032
2013,43,0,1810,Phil Mickelson,+.032
2013,45,0,26300,Matt Jones,+.034
2013,46,0,21731,Freddie Jacobson,+.042
2013,47,0,28679,Fabián Gómez,+.043
2013,48,0,21753,Brian Davis,+.045
2013,49,0,28307,Matt Every,+.050
2013,49,0,31557,Jim Herman,+.050
2013,51,0,30711,Colt Knost,+.053
2013,52,0,24138,Ian Poulter,+.056
2013,53,0,34360,Patrick Reed,+.058
2013,54,0,22405,Justin Rose,+.059
2013,55,0,24502,Adam Scott,+.063
2013,55,0,34046,Jordan Spieth,+.063
2013,57,0,33461,Morgan Hoffmann,+.067
2013,57,0,22913,John Rollins,+.067
2013,59,0,33869,Eric Meierdierks,+.071
2013,60,0,34021,Bud Cauley,+.074
2013,60,0,32102,Rickie Fowler,+.074
2013,62,0,6004,Stephen Ames,+.077
2013,63,0,28475,Jeff Overton,+.083
2013,63,0,27330,Josh Teater,+.083
2013,63,0,2206,David Toms,+.083
2013,66,0,10860,Justin Leonard,+.087
2013,67,0,28089,Jason Day,+.094
2013,67,0,26679,Kevin Stadler,+.094
2013,69,0,29221,Webb Simpson,+.100
2013,69,0,21878,Mark Wilson,+.100
2013,71,0,22371,Aaron Baddeley,+.103
2013,71,0,27556,Ted Potter Jr.,+.103
2013,71,0,20645,John Senden,+.103
2013,74,0,34174,John Huh,+.107
2013,75,0,27408,Martin Kaymer,+.111
2013,75,0,26289,Boo Weekley,+.111
2013,77,0,32200,Roberto Castro,+.118
2013,78,0,31323,Gary Woodland,+.119
2013,79,0,1320,Bob Estes,+.125
2013,80,0,24399,Scott Gardiner,+.128
2013,81,0,20160,Charlie Wi,+.130
2013,82,0,28500,Martin Flores,+.132
2013,83,0,27120,Troy Matteson,+.133
2013,84,0,31560,Brian Stuard,+.136
2013,85,0,20098,Stuart Appleby,+.143
2013,85,0,23800,Bryce Molder,+.143
2013,87,0,25240,D.A. Points,+.150
2013,88,0,8725,Tom Gillis,+.152
2013,89,0,25900,Lucas Glover,+.154
2013,89,0,28237,Rory McIlroy,+.154
2013,91,0,26758,David Hearn,+.156
2013,92,0,25572,Graeme McDowell,+.158
2013,92,0,24361,Pat Perez,+.158
2013,94,0,27936,Martin Laird,+.160
2013,95,0,21099,David Lynn,+.162
2013,96,0,1724,Jeff Maggert,+.171
2013,96,0,25632,Jimmy Walker,+.171
2013,98,0,12510,Chad Campbell,+.174
2013,99,0,25834,Daniel Summerhays,+.179
2013,100,0,20104,Ken Duke,+.182
2013,100,0,21209,Sergio Garcia,+.182
2013,102,0,19846,Brian Gay,+.185
2013,103,0,32334,Charlie Beljan,+.188
2013,103,0,24494,Erik Compton,+.188
2013,103,0,24358,Robert Garrigus,+.188
2013,106,0,28259,Sangmoon Bae,+.195
2013,107,0,24846,Ricky Barnes,+.200
2013,107,0,20229,Stewart Cink,+.200
2013,107,0,24024,Zach Johnson,+.200
2013,107,0,23325,Vaughn Taylor,+.200
2013,111,0,32448,James Hahn,+.207
2013,112,0,21528,Henrik Stenson,+.211
2013,113,0,23623,Bo Van Pelt,+.214
2013,114,0,22792,Peter Hanson,+.222
2013,115,0,25818,Scott Piercy,+.227
2013,116,0,23409,James Driscoll,+.231
2013,116,0,30944,Jason Kokrak,+.231
2013,118,0,28455,Will Claxton,+.235
2013,119,0,23452,Nicolas Colsaerts,+.238
2013,120,0,26951,Johnson Wagner,+.241
2013,121,0,27895,Jonas Blixt,+.242
2013,122,0,24507,Jason Bohn,+.250
2013,122,0,37273,Derek Ernst,+.250
2013,122,0,23497,Tag Ridings,+.250
2013,122,0,20396,Lee Westwood,+.250
2013,126,0,27503,Steve LeBrun,+.261
2013,127,0,20572,Rod Pampling,+.263
2013,128,0,6522,Ernie Els,+.267
2013,128,0,10213,Dicky Pride,+.267
2013,130,0,23320,Ryan Palmer,+.270
2013,131,0,32366,Kevin Chappell,+.273
2013,132,0,27095,Nick Watney,+.276
2013,133,0,23788,D.J. Trahan,+.278
2013,134,0,23541,Ben Crane,+.280
2013,135,0,20593,Greg Chalmers,+.281
2013,136,0,30110,Kyle Stanley,+.282
2013,137,0,23135,Tim Clark,+.286
2013,137,0,20766,Padraig Harrington,+.286
2013,137,0,8793,Tiger Woods,+.286
2013,140,0,22961,David Mathis,+.290
2013,141,0,35139,Richard Lee,+.292
2013,141,0,27214,Kevin Streelman,+.292
2013,143,0,28310,Lee Williams,+.294
2013,144,0,30750,Tommy Gainey,+.296
2013,145,0,27644,Brian Harman,+.297
2013,146,0,27770,Camilo Villegas,+.300
2013,147,0,23983,Luke Donald,+.308
2013,147,0,23353,J.J. Henry,+.308
2013,147,0,19970,Robert Karlsson,+.308
2013,147,0,34431,Robert Streb,+.308
2013,151,0,22378,Trevor Immelman,+.320
2013,152,0,34099,Harris English,+.323
