YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL 1 PUTTS,TOTAL ROUNDS
1993,122,0,1771,Blaine McCallister,6.28,546,87
1993,122,0,1887,Mark O'Meara,6.28,534,85
1993,122,0,2104,Jeff Sluman,6.28,609,97
1993,127,0,2242,Lanny Wadkins,6.27,439,70
1993,128,0,1385,Jim Gallagher Jr.,6.26,557,89
1993,128,0,1527,Scott Hoch,6.26,576,92
1993,128,0,1736,Roger Maltbie,6.26,363,58
1993,131,0,1226,Fred Couples,6.25,444,71
1993,131,0,1418,Bill Glasson,6.25,475,76
1993,133,0,1132,Mark Brooks,6.24,593,95
1993,133,0,1313,Steve Elkington,6.24,549,88
1993,133,0,2010,Loren Roberts,6.24,593,95
1993,136,0,1282,Trevor Dodds,6.23,511,82
1993,136,0,1564,David Jackson,6.23,542,87
1993,136,0,1707,Steve Lowery,6.23,673,108
1993,139,0,1203,Russ Cochran,6.22,585,94
1993,139,0,1323,Brad Fabel,6.22,510,82
1993,139,0,1408,Kelly Gibson,6.22,628,101
1993,142,0,1783,Mark McCumber,6.21,478,77
1993,142,0,1891,David Ogrin,6.21,571,92
1993,142,0,2111,Mike Smith,6.21,559,90
1993,145,0,1723,Andrew Magee,6.2,459,74
1993,145,0,1837,Gil Morgan,6.2,527,85
1993,147,0,1766,Billy Mayfair,6.18,674,109
1993,148,0,1648,Billy Kratzert,6.17,321,52
1993,149,0,1042,Paul Azinger,6.16,493,80
1993,150,0,1307,Joel Edwards,6.15,547,89
1993,151,0,6284,Jim Hallet,6.13,552,90
1993,152,0,1284,Mike Donald,6.11,562,92
1993,152,0,1810,Phil Mickelson,6.11,440,72
1993,152,0,1928,Corey Pavin,6.11,556,91
1993,155,0,2135,Mike Standly,6.09,566,93
1993,156,0,1559,Hale Irwin,6.06,406,67
1993,157,0,1797,Rocco Mediate,6.05,526,87
1993,157,0,6401,Marty Schiene,6.05,375,62
1993,159,0,1072,Chip Beck,6.03,531,88
1993,159,0,1469,Dan Halldorson,6.03,476,79
1993,161,0,6006,JC Anderson,6.01,457,76
1993,162,0,1006,John Adams,5.98,550,92
1993,162,0,1035,Tommy Armour III,5.98,335,56
1993,162,0,1945,Kenny Perry,5.98,544,91
1993,165,0,1098,Jay Don Blake,5.97,466,78
1993,166,0,1191,Barry Cheesman,5.95,518,87
1993,166,0,2201,Jim Thorpe,5.95,333,56
1993,168,0,1971,Dillard Pruitt,5.93,510,86
1993,169,0,1049,Ian Baker-Finch,5.92,361,61
1993,169,0,1414,Bob Gilder,5.92,462,78
1993,171,0,1457,Jay Haas,5.91,656,111
1993,172,0,1864,Larry Nelson,5.87,323,55
1993,172,0,2321,Fuzzy Zoeller,5.87,411,70
1993,174,0,2067,Ted Schulz,5.86,557,95
1993,175,0,1249,John Daly,5.85,415,71
1993,176,0,1677,Tom Lehman,5.8,545,94
1993,177,0,1550,Ed Humenik,5.74,534,93
1993,177,0,1690,Bruce Lietzke,5.74,287,50
1993,179,0,1435,Wayne Grady,5.73,298,52
1993,180,0,2101,Joey Sindelar,5.72,406,71
1993,181,0,2133,Craig Stadler,5.7,450,79
1993,182,0,1306,David Edwards,5.61,432,77
1993,183,0,2246,Duffy Waldorf,5.54,438,79
1993,184,0,1890,Brett Ogle,5.46,306,56
1993,185,0,1060,Dave Barr,5.41,509,94
1993,186,0,1219,John Cook,5.39,453,84
1993,187,0,1938,David Peoples,5.32,436,82
1993,188,0,1725,John Mahaffey,5.17,372,72
1993,189,0,1958,Dan Pohl,5.0,260,52
1994,1,0,6012,Greg Kraft,7.52,647,86
1994,2,0,2230,Stan Utley,7.41,541,73
1994,3,0,2303,Robert Wrenn,7.38,384,52
1994,4,0,6617,Brian Henninger,7.23,499,69
1994,5,0,1374,Robin Freeman,7.21,656,91
1994,5,0,1755,Dick Mast,7.21,606,84
1994,7,0,1024,Billy Andrade,7.2,626,87
1994,8,0,2007,Larry Rinker,7.18,531,74
1994,9,0,1495,Morris Hatalsky,7.17,545,76
1994,10,0,6791,Mark Wurtz,7.15,579,81
1994,11,0,6589,Jeff Woodland,7.12,591,83
1994,12,0,1132,Mark Brooks,7.04,789,112
1994,12,0,1200,Keith Clearwater,7.04,627,89
1994,12,0,6577,John Wilson,7.04,591,84
1994,15,0,6197,Michael Allen,7.03,689,98
1994,15,0,1824,Yoshinori Mizumaki,7.03,429,61
1994,17,0,12663,Phil Tataurangi,6.98,461,66
1994,18,0,1235,Ben Crenshaw,6.97,599,86
1994,18,0,6527,Steve Stricker,6.97,648,93
1994,20,0,1378,David Frost,6.96,543,78
1994,21,0,6058,John Flannery,6.94,652,94
1994,22,0,1093,Ronnie Black,6.93,554,80
1994,23,0,6332,Neal Lancaster,6.92,657,95
1994,24,0,6214,Guy Boros,6.91,643,93
1994,24,0,1129,Bill Britton,6.91,470,68
1994,26,0,1414,Bob Gilder,6.85,562,82
1994,27,0,6609,Rob Boldt,6.83,403,59
1994,27,0,1331,Rick Fehr,6.83,526,77
1994,29,0,1783,Mark McCumber,6.82,518,76
1994,30,0,2267,D.A. Weibring,6.81,429,63
1994,31,0,2049,Gene Sauers,6.8,558,82
1994,32,0,1607,Brian Kamm,6.79,638,94
1994,33,0,6315,Pete Jordan,6.78,597,88
1994,33,0,6657,Steve Rintoul,6.78,542,80
1994,35,0,6643,Paul Goydos,6.77,704,104
1994,35,0,1810,Phil Mickelson,6.77,440,65
1994,35,0,2090,Tom Sieckmann,6.77,535,79
1994,38,0,1096,Phil Blackmar,6.76,453,67
1994,38,0,1282,Trevor Dodds,6.76,534,79
1994,38,0,2067,Ted Schulz,6.76,527,78
1994,41,0,2131,Mike Springer,6.75,567,84
1994,42,0,6809,Bob Burns,6.74,465,69
1994,42,0,2206,David Toms,6.74,620,92
1994,42,0,2294,Willie Wood,6.74,519,77
1994,45,0,10809,Jim Furyk,6.73,639,95
1994,45,0,1771,Blaine McCallister,6.73,639,95
1994,47,0,1928,Corey Pavin,6.71,456,68
1994,48,0,1510,Nolan Henke,6.7,529,79
1994,49,0,1201,Lennie Clements,6.69,562,84
1994,49,0,2239,Scott Verplank,6.69,428,64
1994,51,0,1161,Mark Calcavecchia,6.68,561,84
1994,51,0,8337,Mike Heinen,6.68,528,79
1994,51,0,1690,Bruce Lietzke,6.68,394,59
1994,54,0,1313,Steve Elkington,6.66,413,62
1994,55,0,6034,Marco Dawson,6.65,565,85
1994,55,0,1468,Gary Hallberg,6.65,519,78
1994,57,0,1320,Bob Estes,6.64,631,95
1994,58,0,1098,Jay Don Blake,6.63,577,87
1994,58,0,1116,Michael Bradley,6.63,590,89
1994,58,0,1261,Jay Delsing,6.63,583,88
1994,58,0,2241,Bobby Wadkins,6.63,444,67
1994,62,0,8931,Glen Day,6.62,622,94
1994,63,0,1701,Bob Lohr,6.61,582,88
1994,63,0,1945,Kenny Perry,6.61,654,99
1994,65,0,2214,Kirk Triplett,6.6,594,90
1994,66,0,1185,Brandel Chamblee,6.59,567,86
1994,66,0,1938,David Peoples,6.59,580,88
1994,68,0,1444,Ken Green,6.58,566,86
1994,68,0,1971,Dillard Pruitt,6.58,579,88
1994,68,0,2218,Ted Tryba,6.58,711,108
1994,71,0,1330,David Feherty,6.57,447,68
1994,72,0,1143,Brad Bryant,6.56,715,109
1994,73,0,1927,Dennis Paulson,6.55,504,77
1994,74,0,1475,Donnie Hammond,6.54,543,83
1994,75,0,12661,Todd Barranger,6.52,437,67
1994,75,0,1353,Bruce Fleisher,6.52,535,82
1994,77,0,1569,Peter Jacobsen,6.51,443,68
1994,78,0,1156,Curt Byrum,6.48,525,81
1994,78,0,1329,Brad Faxon,6.48,596,92
1994,78,0,1887,Mark O'Meara,6.48,590,91
1994,81,0,6251,Chris DiMarco,6.47,556,86
1994,81,0,1408,Kelly Gibson,6.47,602,93
1994,81,0,1891,David Ogrin,6.47,582,90
1994,81,0,10213,Dicky Pride,6.47,479,74
1994,81,0,6062,Charles Raulerson,6.47,401,62
1994,86,0,2033,Dave Rummells,6.46,646,100
1994,86,0,6078,Esteban Toledo,6.46,504,78
1994,88,0,1196,Brian Claar,6.45,639,99
1994,88,0,1307,Joel Edwards,6.45,548,85
1994,88,0,1707,Steve Lowery,6.45,606,94
1994,88,0,6140,Sean Murphy,6.45,548,85
1994,88,0,12660,Jesper Parnevik,6.45,361,56
1994,93,0,2010,Loren Roberts,6.43,495,77
1994,94,0,2159,Curtis Strange,6.41,532,83
1994,94,0,2224,Greg Twiggs,6.41,410,64
1994,96,0,6020,Steve Brodie,6.4,544,85
1994,96,0,2095,Larry Silveira,6.4,493,77
1994,98,0,2242,Lanny Wadkins,6.39,428,67
1994,98,0,2322,Richard Zokol,6.39,473,74
1994,100,0,1905,Joe Ozaki,6.38,389,61
1994,101,0,1288,Ed Dougherty,6.37,624,98
1994,101,0,1823,Larry Mize,6.37,478,75
1994,103,0,1557,John Inman,6.36,642,101
1994,104,0,6350,Bob May,6.33,494,78
1994,104,0,2190,Doug Tewell,6.33,532,84
1994,106,0,1837,Gil Morgan,6.32,411,65
1994,107,0,1133,Billy Ray Brown,6.3,353,56
1994,107,0,1203,Russ Cochran,6.3,592,94
1994,107,0,1723,Andrew Magee,6.3,561,89
1994,107,0,2133,Craig Stadler,6.3,435,69
1994,111,0,2223,Bob Tway,6.29,503,80
1994,112,0,1975,Tom Purtzer,6.28,427,68
1994,112,0,1996,Mike Reid,6.28,421,67
1994,112,0,6591,Rocky Walcher,6.28,402,64
1994,115,0,7235,John Morse,6.26,476,76
1994,116,0,1457,Jay Haas,6.25,637,102
1994,116,0,1748,Doug Martin,6.25,506,81
1994,118,0,1060,Dave Barr,6.24,587,94
1994,119,0,2170,Hal Sutton,6.22,603,97
1994,120,0,1549,Mike Hulbert,6.21,640,103
1994,120,0,2146,Payne Stewart,6.21,472,76
1994,122,0,1553,John Huston,6.2,521,84
1994,122,0,6016,Brad Lardon,6.2,341,55
1994,122,0,2104,Jeff Sluman,6.2,570,92
1994,122,0,7101,Dave Stockton Jr.,6.2,558,90
1994,122,0,2225,Howard Twitty,6.2,546,88
1994,127,0,1006,John Adams,6.19,501,81
1994,127,0,6128,Steve Lamontagne,6.19,489,79
1994,129,0,1226,Fred Couples,6.18,315,51
1994,130,0,1527,Scott Hoch,6.17,580,94
1994,130,0,1968,Nick Price,6.17,370,60
1994,130,0,2245,Grant Waite,6.17,432,70
1994,133,0,1072,Chip Beck,6.16,530,86
1994,133,0,1418,Bill Glasson,6.16,462,75
1994,133,0,1682,Wayne Levi,6.16,511,83
1994,133,0,1706,Davis Love III,6.16,561,91
1994,137,0,1559,Hale Irwin,6.15,455,74
1994,137,0,1926,Steve Pate,6.15,572,93
1994,137,0,6567,Vijay Singh,6.15,412,67
1994,140,0,2167,Mike Sullivan,6.14,436,71
1994,141,0,8375,Paul Stankowski,6.12,471,77
1994,142,0,1724,Jeff Maggert,6.1,537,88
1994,143,0,1014,Fulton Allem,6.09,499,82
1994,144,0,2100,Tim Simpson,6.07,552,91
1994,145,0,1381,Fred Funk,6.06,636,105
1994,146,0,7781,Ty Armstrong,6.03,356,59
1994,147,0,1139,Olin Browne,6.02,548,91
1994,148,0,1266,Clark Dennis,6.0,588,98
1994,149,0,1388,Robert Gamez,5.99,455,76
1994,150,0,2101,Joey Sindelar,5.98,389,65
1994,151,0,1550,Ed Humenik,5.97,531,89
1994,151,0,1986,Joey Rassett,5.97,424,71
1994,151,0,2135,Mike Standly,5.97,555,93
1994,154,0,6088,Steve Gotsche,5.96,334,56
1994,154,0,1435,Wayne Grady,5.96,334,56
1994,156,0,2201,Jim Thorpe,5.95,452,76
1994,157,0,1306,David Edwards,5.94,487,82
1994,157,0,1385,Jim Gallagher Jr.,5.94,493,83
1994,159,0,2246,Duffy Waldorf,5.91,473,80
1994,160,0,1648,Billy Kratzert,5.9,407,69
1994,161,0,1876,Greg Norman,5.89,371,63
1994,161,0,2321,Fuzzy Zoeller,5.89,430,73
1994,163,0,1577,Lee Janzen,5.86,516,88
1994,164,0,1766,Billy Mayfair,5.83,577,99
1994,165,0,1633,Tom Kite,5.82,454,78
1994,166,0,1864,Larry Nelson,5.8,319,55
1994,167,0,1677,Tom Lehman,5.79,469,81
1994,167,0,2099,Scott Simpson,5.79,405,70
1994,169,0,1392,Tom Garner,5.75,322,56
1994,170,0,1219,John Cook,5.73,458,80
1994,170,0,1629,Eddie Kirby,5.73,298,52
1994,170,0,1920,Craig Parry,5.73,355,62
1994,173,0,6090,Jim McGovern,5.69,541,95
1994,174,0,6575,Dudley Hart,5.68,460,81
1994,175,0,7569,Mark Carnevale,5.66,487,86
1994,176,0,1890,Brett Ogle,5.62,326,58
1994,177,0,1725,John Mahaffey,5.55,416,75
1994,178,0,1361,Dan Forsman,5.46,371,68
1994,179,0,2256,Tom Watson,5.43,293,54
1995,1,0,10809,Jim Furyk,7.76,792,102
1995,2,0,6088,Steve Gotsche,7.27,589,81
1995,3,0,1510,Nolan Henke,7.26,588,81
1995,4,0,6012,Greg Kraft,7.18,718,100
1995,5,0,1200,Keith Clearwater,7.17,495,69
1995,6,0,1607,Brian Kamm,7.14,643,90
1995,7,0,1766,Billy Mayfair,7.12,705,99
1995,8,0,1116,Michael Bradley,7.1,625,88
1995,8,0,2214,Kirk Triplett,7.1,710,100
1995,10,0,6197,Michael Allen,7.09,404,57
1995,10,0,1414,Bob Gilder,7.09,603,85
1995,12,0,2267,D.A. Weibring,7.06,586,83
1995,13,0,1475,Donnie Hammond,7.05,564,80
1995,14,0,6577,John Wilson,7.04,669,95
1995,15,0,2049,Gene Sauers,7.03,527,75
1995,16,0,10860,Justin Leonard,7.02,772,110
1995,16,0,20095,Carl Paulson,7.02,435,62
1995,16,0,6657,Steve Rintoul,7.02,674,96
1995,19,0,1701,Bob Lohr,7.0,665,95
1995,19,0,1925,Jerry Pate,7.0,490,70
1995,21,0,1096,Phil Blackmar,6.99,531,76
1995,21,0,6641,Jeff Leonard,6.99,503,72
1995,23,0,1458,Jerry Haas,6.98,572,82
1995,23,0,20094,Jonathan Kaye,6.98,454,65
1995,25,0,1353,Bruce Fleisher,6.97,481,69
1995,25,0,1905,Joe Ozaki,6.97,432,62
1995,27,0,1685,J.L. Lewis,6.93,589,85
1995,27,0,2226,Tray Tyner,6.93,568,82
1995,29,0,1320,Bob Estes,6.92,630,91
1995,29,0,6791,Mark Wurtz,6.92,581,84
1995,31,0,10425,Jay Williamson,6.91,449,65
1995,32,0,8537,J.P. Hayes,6.86,549,80
1995,33,0,6613,Tommy Tolles,6.8,537,79
1995,34,0,1381,Fred Funk,6.79,760,112
1995,34,0,1996,Mike Reid,6.79,421,62
1995,36,0,2111,Mike Smith,6.78,488,72
1995,37,0,1619,Skip Kendall,6.77,650,96
1995,38,0,1599,Steve Jones,6.75,540,80
1995,38,0,1891,David Ogrin,6.75,614,91
1995,38,0,2190,Doug Tewell,6.75,371,55
1995,38,0,2225,Howard Twitty,6.75,587,87
1995,42,0,8717,Kawika Cotner,6.74,553,82
1995,42,0,1971,Dillard Pruitt,6.74,519,77
1995,44,0,10213,Dicky Pride,6.73,559,83
1995,45,0,7867,Woody Austin,6.72,766,114
1995,45,0,1175,Jim Carter,6.72,645,96
1995,47,0,2146,Payne Stewart,6.71,651,97
1995,48,0,1006,John Adams,6.7,543,81
1995,48,0,1330,David Feherty,6.7,476,71
1995,48,0,1927,Dennis Paulson,6.7,549,82
1995,48,0,2223,Bob Tway,6.7,630,94
1995,48,0,2279,Mark Wiebe,6.7,429,64
1995,53,0,1098,Jay Don Blake,6.69,575,86
1995,53,0,1185,Brandel Chamblee,6.69,502,75
1995,53,0,1408,Kelly Gibson,6.69,676,101
1995,53,0,1943,Chris Perry,6.69,582,87
1995,57,0,1201,Lennie Clements,6.68,621,93
1995,58,0,10569,Mike Brisky,6.67,580,87
1995,58,0,8931,Glen Day,6.67,607,91
1995,58,0,1374,Robin Freeman,6.67,647,97
1995,58,0,6575,Dudley Hart,6.67,640,96
1995,58,0,2239,Scott Verplank,6.67,567,85
1995,63,0,6034,Marco Dawson,6.65,545,82
1995,63,0,6251,Chris DiMarco,6.65,585,88
1995,63,0,10215,Charlie Rymer,6.65,499,75
1995,66,0,1945,Kenny Perry,6.64,624,94
1995,66,0,1992,Don Reese,6.64,498,75
1995,66,0,6048,Dicky Thompson,6.64,465,70
1995,69,0,1920,Craig Parry,6.63,504,76
1995,69,0,1938,David Peoples,6.63,338,51
1995,71,0,1388,Robert Gamez,6.62,543,82
1995,71,0,2135,Mike Standly,6.62,616,93
1995,73,0,2242,Lanny Wadkins,6.61,390,59
1995,74,0,2180,Harry Taylor,6.6,561,85
1995,74,0,2218,Ted Tryba,6.6,686,104
1995,76,0,1203,Russ Cochran,6.59,534,81
1995,76,0,8563,Bruce Vaughan,6.59,613,93
1995,78,0,1093,Ronnie Black,6.58,592,90
1995,79,0,1864,Larry Nelson,6.57,368,56
1995,79,0,2167,Mike Sullivan,6.57,565,86
1995,81,0,6332,Neal Lancaster,6.56,590,90
1995,81,0,1682,Wayne Levi,6.56,341,52
1995,83,0,1334,Keith Fergus,6.54,536,82
1995,83,0,1707,Steve Lowery,6.54,700,107
1995,85,0,1072,Chip Beck,6.52,606,93
1995,85,0,1723,Andrew Magee,6.52,561,86
1995,85,0,1960,Don Pooley,6.52,502,77
1995,88,0,1129,Bill Britton,6.51,436,67
1995,88,0,1196,Brian Claar,6.51,625,96
1995,88,0,1837,Gil Morgan,6.51,462,71
1995,91,0,1771,Blaine McCallister,6.5,585,90
1995,92,0,1266,Clark Dennis,6.49,597,92
1995,93,0,1361,Dan Forsman,6.48,499,77
1995,94,0,1378,David Frost,6.46,465,72
1995,94,0,8337,Mike Heinen,6.46,562,87
1995,94,0,6090,Jim McGovern,6.46,627,97
1995,94,0,2010,Loren Roberts,6.46,536,83
1995,98,0,1748,Doug Martin,6.45,593,92
1995,99,0,2099,Scott Simpson,6.43,566,88
1995,100,0,1261,Jay Delsing,6.42,494,77
1995,100,0,6522,Ernie Els,6.42,385,60
1995,102,0,1040,Emlyn Aubrey,6.4,550,86
1995,102,0,1550,Ed Humenik,6.4,557,87
1995,104,0,1132,Mark Brooks,6.39,594,93
1995,104,0,1527,Scott Hoch,6.39,639,100
1995,106,0,1024,Billy Andrade,6.37,573,90
1995,107,0,1823,Larry Mize,6.36,445,70
1995,107,0,2094,Tony Sills,6.36,464,73
1995,109,0,9011,David Duval,6.35,565,89
1995,110,0,6315,Pete Jordan,6.34,374,59
1995,111,0,7101,Dave Stockton Jr.,6.33,589,93
1995,112,0,1161,Mark Calcavecchia,6.32,664,105
1995,113,0,1307,Joel Edwards,6.31,599,95
1995,114,0,6214,Guy Boros,6.3,611,97
1995,114,0,1331,Rick Fehr,6.3,479,76
1995,114,0,10145,Tom Hearn,6.3,359,57
1995,114,0,1553,John Huston,6.3,510,81
1995,118,0,1444,Ken Green,6.29,434,69
1995,118,0,6617,Brian Henninger,6.29,497,79
1995,118,0,10585,Scott McCarron,6.29,484,77
1995,118,0,2008,Lee Rinker,6.29,572,91
1995,118,0,2104,Jeff Sluman,6.29,635,101
1995,118,0,2148,Ray Stewart,6.29,415,66
1995,124,0,6809,Bob Burns,6.28,521,83
1995,124,0,1887,Mark O'Meara,6.28,603,96
1995,126,0,1926,Steve Pate,6.26,595,95
1995,127,0,1385,Jim Gallagher Jr.,6.25,619,99
1995,127,0,1549,Mike Hulbert,6.25,637,102
1995,129,0,1035,Tommy Armour III,6.24,574,92
1995,129,0,8375,Paul Stankowski,6.24,568,91
1995,131,0,6044,Scott Gump,6.23,579,93
1995,132,0,1975,Tom Purtzer,6.22,361,58
1995,133,0,1706,Davis Love III,6.21,553,89
1995,134,0,1705,Tim Loustalot,6.2,341,55
1995,135,0,1143,Brad Bryant,6.18,587,95
1995,135,0,2159,Curtis Strange,6.18,519,84
1995,137,0,6527,Steve Stricker,6.17,512,83
1995,138,0,20051,Joe Acosta Jr.,6.16,456,74
1995,138,0,7721,Pat Bates,6.16,499,81
1995,138,0,2133,Craig Stadler,6.16,425,69
1995,141,0,8385,Omar Uresti,6.15,590,96
1995,142,0,7569,Mark Carnevale,6.13,472,77
1995,142,0,1249,John Daly,6.13,460,75
1995,142,0,7235,John Morse,6.13,435,71
1995,145,0,1418,Bill Glasson,6.12,447,73
1995,145,0,1468,Gary Hallberg,6.12,477,78
1995,145,0,2170,Hal Sutton,6.12,575,94
1995,148,0,1014,Fulton Allem,6.11,336,55
1995,148,0,1329,Brad Faxon,6.11,532,87
1995,148,0,1724,Jeff Maggert,6.11,495,81
1995,151,0,1156,Curt Byrum,6.09,646,106
1995,152,0,1042,Paul Azinger,6.08,462,76
1995,152,0,1797,Rocco Mediate,6.08,310,51
1995,152,0,2246,Duffy Waldorf,6.08,547,90
1995,155,0,1577,Lee Janzen,6.07,583,96
1995,156,0,1060,Dave Barr,6.06,479,79
1995,156,0,6643,Paul Goydos,6.06,660,109
1995,158,0,1457,Jay Haas,6.05,532,88
1995,158,0,2241,Bobby Wadkins,6.05,581,96
1995,160,0,1690,Bruce Lietzke,6.02,319,53
1995,160,0,2245,Grant Waite,6.02,506,84
1995,162,0,2131,Mike Springer,6.01,403,67
1995,163,0,1725,John Mahaffey,5.98,484,81
1995,163,0,1968,Nick Price,5.98,395,66
1995,165,0,1306,David Edwards,5.95,440,74
1995,165,0,12660,Jesper Parnevik,5.95,387,65
1995,167,0,1142,Bart Bryant,5.93,486,82
1995,168,0,2101,Joey Sindelar,5.92,420,71
1995,169,0,6124,Patrick Burke,5.91,443,75
1995,169,0,1633,Tom Kite,5.91,514,87
1995,171,0,6567,Vijay Singh,5.9,466,79
1995,172,0,1928,Corey Pavin,5.89,465,79
1995,172,0,6386,Bill Porter,5.89,448,76
1995,174,0,1133,Billy Ray Brown,5.88,382,65
1995,175,0,1783,Mark McCumber,5.83,385,66
1995,175,0,1810,Phil Mickelson,5.83,455,78
1995,177,0,1235,Ben Crenshaw,5.81,465,80
1995,178,0,1313,Steve Elkington,5.7,405,71
1995,179,0,1876,Greg Norman,5.64,327,58
1995,180,0,1226,Fred Couples,5.59,302,54
1995,180,0,1569,Peter Jacobsen,5.59,520,93
1995,182,0,1326,Nick Faldo,5.58,402,72
1995,183,0,1986,Joey Rassett,5.53,304,55
1995,184,0,2321,Fuzzy Zoeller,5.51,303,55
1995,185,0,1219,John Cook,5.3,445,84
1995,186,0,1890,Brett Ogle,5.27,337,64
1995,187,0,2256,Tom Watson,5.18,290,56
1995,188,0,1677,Tom Lehman,5.17,336,65
1992,1,0,1378,David Frost,7.57,613,81
1992,2,0,1214,Frank Conner,7.37,641,87
1992,3,0,6142,Mitch Adcock,7.33,550,75
1992,4,0,1129,Bill Britton,7.23,600,83
1992,5,0,1495,Morris Hatalsky,7.19,539,75
1992,6,0,2010,Loren Roberts,7.18,732,102
1992,7,0,8537,J.P. Hayes,7.14,521,73
1992,8,0,1557,John Inman,7.11,697,98
1992,9,0,1235,Ben Crenshaw,7.1,582,82
1992,10,0,1724,Jeff Maggert,7.08,630,89
1992,11,0,2230,Stan Utley,7.07,509,72
1992,12,0,1200,Keith Clearwater,7.04,746,106
1992,12,0,1443,Hubert Green,7.04,352,50
1992,14,0,1458,Jerry Haas,7.03,415,59
1992,15,0,1701,Bob Lohr,7.02,625,89
1992,16,0,6012,Greg Kraft,7.01,568,81
1992,17,0,1093,Ronnie Black,6.99,622,89
1992,18,0,2063,Dave Schreyer,6.96,369,53
1992,19,0,6090,Jim McGovern,6.95,702,101
1992,20,0,2131,Mike Springer,6.94,583,84
1992,21,0,1157,Tom Byrum,6.93,527,76
1992,21,0,6575,Dudley Hart,6.93,651,94
1992,23,0,2090,Tom Sieckmann,6.9,642,93
1992,24,0,1533,P.H. Horgan III,6.88,516,75
1992,24,0,1846,Jodie Mudd,6.88,454,66
1992,26,0,2206,David Toms,6.87,598,87
1992,27,0,1522,Lon Hinkle,6.86,398,58
1992,28,0,6383,E.J. Pfister,6.83,396,58
1992,29,0,2279,Mark Wiebe,6.82,566,83
1992,29,0,2311,Kim Young,6.82,457,67
1992,31,0,1023,Jerry Anderson,6.79,591,87
1992,32,0,6034,Marco Dawson,6.78,542,80
1992,32,0,1946,Peter Persons,6.78,664,98
1992,34,0,1288,Ed Dougherty,6.77,724,107
1992,34,0,2225,Howard Twitty,6.77,569,84
1992,36,0,1390,Buddy Gardner,6.76,602,89
1992,37,0,1306,David Edwards,6.74,634,94
1992,38,0,1181,Jon Chaffee,6.73,444,66
1992,38,0,1553,John Huston,6.73,707,105
1992,38,0,1943,Chris Perry,6.73,525,78
1992,41,0,2007,Larry Rinker,6.7,549,82
1992,42,0,2267,D.A. Weibring,6.69,542,81
1992,43,0,1331,Rick Fehr,6.68,568,85
1992,44,0,2292,Bob Wolcott,6.67,680,102
1992,45,0,1261,Jay Delsing,6.66,619,93
1992,45,0,1633,Tom Kite,6.66,599,90
1992,45,0,1682,Wayne Levi,6.66,553,83
1992,48,0,1960,Don Pooley,6.65,379,57
1992,49,0,6150,Carl Cooper,6.64,505,76
1992,49,0,1755,Dick Mast,6.64,485,73
1992,49,0,6072,Greg Whisman,6.64,518,78
1992,52,0,1489,Steve Hart,6.63,597,90
1992,52,0,6048,Dicky Thompson,6.63,464,70
1992,54,0,1748,Doug Martin,6.62,563,85
1992,54,0,2223,Bob Tway,6.62,430,65
1992,56,0,2033,Dave Rummells,6.61,635,96
1992,56,0,2135,Mike Standly,6.61,654,99
1992,58,0,1072,Chip Beck,6.6,581,88
1992,58,0,1346,Ed Fiori,6.6,634,96
1992,60,0,2104,Jeff Sluman,6.59,732,111
1992,61,0,1132,Mark Brooks,6.57,703,107
1992,61,0,1239,Michael Cunning,6.57,539,82
1992,61,0,1639,Kenny Knox,6.57,532,81
1992,61,0,1928,Corey Pavin,6.57,585,89
1992,65,0,1577,Lee Janzen,6.56,682,104
1992,66,0,2242,Lanny Wadkins,6.54,569,87
1992,67,0,1329,Brad Faxon,6.53,581,89
1992,67,0,1468,Gary Hallberg,6.53,568,87
1992,69,0,1143,Brad Bryant,6.52,737,113
1992,69,0,1323,Brad Fabel,6.52,613,94
1992,69,0,1823,Larry Mize,6.52,528,81
1992,72,0,1096,Phil Blackmar,6.51,521,80
1992,72,0,1353,Bruce Fleisher,6.51,664,102
1992,72,0,2303,Robert Wrenn,6.51,534,82
1992,75,0,2185,Lance Ten Broeck,6.5,695,107
1992,76,0,1408,Kelly Gibson,6.49,604,93
1992,76,0,8277,Greg Lesher,6.49,506,78
1992,76,0,2190,Doug Tewell,6.49,493,76
1992,79,0,1381,Fred Funk,6.48,706,109
1992,79,0,1457,Jay Haas,6.48,674,104
1992,81,0,1098,Jay Don Blake,6.47,505,78
1992,81,0,1569,Peter Jacobsen,6.47,602,93
1992,83,0,2313,Bruce Zabriski,6.46,510,79
1992,84,0,1550,Ed Humenik,6.45,639,99
1992,84,0,2094,Tony Sills,6.45,426,66
1992,86,0,6010,Brad Bell,6.44,348,54
1992,87,0,1978,Fran Quinn,6.43,392,61
1992,87,0,2111,Mike Smith,6.43,682,106
1992,89,0,1196,Brian Claar,6.42,636,99
1992,89,0,1284,Mike Donald,6.42,648,101
1992,89,0,2224,Greg Twiggs,6.42,334,52
1992,89,0,2246,Duffy Waldorf,6.42,546,85
1992,93,0,1376,Bob Friend,6.41,622,97
1992,94,0,1168,David Canipe,6.4,493,77
1992,94,0,6128,Steve Lamontagne,6.4,563,88
1992,94,0,1891,David Ogrin,6.4,512,80
1992,97,0,1133,Billy Ray Brown,6.39,479,75
1992,97,0,1771,Blaine McCallister,6.39,613,96
1992,97,0,2167,Mike Sullivan,6.39,511,80
1992,100,0,1361,Dan Forsman,6.38,689,108
1992,100,0,1934,Dave Peege,6.38,440,69
