YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS
2013,1,0,19846,Brian Gay,27.33,656,24
2013,2,0,22371,Aaron Baddeley,27.52,633,23
2013,3,0,33461,Morgan Hoffmann,27.95,559,20
2013,4,0,23983,Luke Donald,28.06,449,16
2013,5,0,30926,Chris Kirk,28.08,674,24
2013,6,0,27649,Brandt Snedeker,28.09,646,23
2013,7,0,21731,Freddie Jacobson,28.11,506,18
2013,8,0,27895,Jonas Blixt,28.21,677,24
2013,9,0,23800,Bryce Molder,28.26,650,23
2013,10,0,27963,Chris Stroud,28.27,735,26
2013,11,0,20160,Charlie Wi,28.32,623,22
2013,12,0,20593,Greg Chalmers,28.33,680,24
2013,13,0,8075,Jerry Kelly,28.36,624,22
2013,14,0,10423,Mike Weir,28.38,596,21
2013,15,0,23325,Vaughn Taylor,28.4,426,15
2013,16,0,25632,Jimmy Walker,28.42,682,24
2013,17,0,28310,Lee Williams,28.43,597,21
2013,18,0,32366,Kevin Chappell,28.46,683,24
2013,18,0,10860,Justin Leonard,28.46,683,24
2013,20,0,1320,Bob Estes,28.5,513,18
2013,21,0,8793,Tiger Woods,28.53,428,15
2013,22,0,32200,Roberto Castro,28.55,828,29
2013,22,0,23409,James Driscoll,28.55,628,22
2013,24,0,26758,David Hearn,28.58,743,26
2013,24,0,25834,Daniel Summerhays,28.58,743,26
2013,26,0,10213,Dicky Pride,28.59,629,22
2013,27,0,22792,Peter Hanson,28.62,372,13
2013,27,0,26497,Casey Wittenberg,28.62,744,26
2013,29,0,26300,Matt Jones,28.63,687,24
2013,30,0,28089,Jason Day,28.65,573,20
2013,30,0,28679,Fabián Gómez,28.65,659,23
2013,32,0,28475,Jeff Overton,28.67,688,24
2013,32,0,6527,Steve Stricker,28.67,344,12
2013,32,0,23788,D.J. Trahan,28.67,430,15
2013,35,0,21209,Sergio Garcia,28.69,459,16
2013,36,0,24507,Jason Bohn,28.7,660,23
2013,36,0,25562,Andres Romero,28.7,574,20
2013,38,0,34360,Patrick Reed,28.73,747,26
2013,39,0,12716,Charley Hoffman,28.74,661,23
2013,40,0,22405,Justin Rose,28.75,460,16
2013,41,0,25274,Steven Bowditch,28.76,604,21
2013,41,0,32102,Rickie Fowler,28.76,604,21
2013,41,0,1810,Phil Mickelson,28.76,604,21
2013,41,0,25336,Alistair Presnell,28.76,604,21
2013,45,0,28307,Matt Every,28.79,806,28
2013,46,0,12782,Tim Herron,28.8,432,15
2013,46,0,24138,Ian Poulter,28.8,432,15
2013,48,0,35539,Luke Guthrie,28.81,778,27
2013,49,0,34098,Russell Henley,28.83,663,23
2013,49,0,28135,Aaron Watkins,28.83,519,18
2013,51,0,22056,Cameron Percy,28.85,577,20
2013,52,0,21753,Brian Davis,28.86,808,28
2013,53,0,25345,Carl Pettersson,28.87,664,23
2013,54,0,27120,Troy Matteson,28.91,665,23
2013,54,0,26476,Chez Reavie,28.91,636,22
2013,56,0,20098,Stuart Appleby,28.92,694,24
2013,56,0,32448,James Hahn,28.92,723,25
2013,56,0,29420,Billy Horschel,28.92,752,26
2013,56,0,30711,Colt Knost,28.92,694,24
2013,60,0,23108,Matt Kuchar,28.95,637,22
2013,60,0,1724,Jeff Maggert,28.95,579,20
2013,62,0,23541,Ben Crane,29.0,580,20
2013,62,0,20104,Ken Duke,29.0,812,28
2013,62,0,26596,Ryan Moore,29.0,609,21
2013,62,0,20572,Rod Pampling,29.0,435,15
2013,66,0,23638,Brendon de Jonge,29.03,871,30
2013,67,0,23497,Tag Ridings,29.04,668,23
2013,67,0,30692,Scott Stallings,29.04,784,27
2013,69,0,25686,Jason Dufner,29.05,610,21
2013,70,0,20396,Lee Westwood,29.06,523,18
2013,71,0,20766,Padraig Harrington,29.07,436,15
2013,72,0,29289,S.Y. Noh,29.08,698,24
2013,72,0,29221,Webb Simpson,29.08,698,24
2013,74,0,24024,Zach Johnson,29.09,669,23
2013,74,0,23320,Ryan Palmer,29.09,640,22
2013,76,0,29479,Scott Brown,29.1,611,21
2013,76,0,33418,Shawn Stefani,29.1,582,20
2013,78,0,21961,Charles Howell III,29.12,728,25
2013,78,0,29518,Brendan Steele,29.12,728,25
2013,80,0,25572,Graeme McDowell,29.13,437,15
2013,81,0,30944,Jason Kokrak,29.16,729,25
2013,82,0,6004,Stephen Ames,29.17,525,18
2013,82,0,31202,William McGirt,29.17,700,24
2013,84,0,27644,Brian Harman,29.18,817,28
2013,84,0,22806,Doug LaBelle II,29.18,642,22
2013,84,0,32150,Michael Thompson,29.18,642,22
2013,87,0,28259,Sangmoon Bae,29.19,759,26
2013,88,0,30750,Tommy Gainey,29.21,818,28
2013,88,0,22046,Geoff Ogilvy,29.21,555,19
2013,88,0,25240,D.A. Points,29.21,818,28
2013,88,0,34431,Robert Streb,29.21,701,24
2013,92,0,27770,Camilo Villegas,29.23,643,22
2013,93,0,28500,Martin Flores,29.24,731,25
2013,94,0,35139,Richard Lee,29.26,673,23
2013,95,0,26331,Charl Schwartzel,29.28,527,18
2013,96,0,27556,Ted Potter Jr.,29.29,615,21
2013,97,0,26951,Johnson Wagner,29.3,674,23
2013,98,0,6522,Ernie Els,29.33,528,18
2013,98,0,36884,Ben Kohles,29.33,704,24
2013,98,0,21099,David Lynn,29.33,616,21
2013,98,0,24781,Hunter Mahan,29.33,704,24
2013,102,0,26851,Marc Leishman,29.35,675,23
2013,102,0,34046,Jordan Spieth,29.35,675,23
2013,104,0,24140,Sean O'Hair,29.36,646,22
2013,105,0,34261,Scott Langley,29.38,764,26
2013,106,0,30852,Ryo Ishikawa,29.41,647,22
2013,107,0,34099,Harris English,29.42,765,26
2013,107,0,24663,Y.E. Yang,29.42,559,19
2013,109,0,31323,Gary Woodland,29.44,736,25
2013,110,0,24924,Bill Haas,29.46,707,24
2013,111,0,23135,Tim Clark,29.47,560,19
