YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ROUNDS
2013,1,0,6527,Steve Stricker,33.42,401,12
2013,2,0,23320,Ryan Palmer,34.45,758,22
2013,3,0,8793,Tiger Woods,34.53,518,15
2013,4,0,24781,Hunter Mahan,34.54,829,24
2013,5,0,27770,Camilo Villegas,34.59,761,22
2013,6,0,29420,Billy Horschel,34.69,902,26
2013,7,0,33461,Morgan Hoffmann,34.7,694,20
2013,8,0,23108,Matt Kuchar,34.73,764,22
2013,9,0,1810,Phil Mickelson,34.76,730,21
2013,10,0,26331,Charl Schwartzel,34.78,626,18
2013,10,0,20396,Lee Westwood,34.78,626,18
2013,12,0,22405,Justin Rose,34.81,557,16
2013,13,0,24024,Zach Johnson,34.83,801,23
2013,13,0,27649,Brandt Snedeker,34.83,801,23
2013,15,0,23638,Brendon de Jonge,34.87,1046,30
2013,15,0,22913,John Rollins,34.87,802,23
2013,17,0,30944,Jason Kokrak,34.88,872,25
2013,17,0,25834,Daniel Summerhays,34.88,907,26
2013,19,0,21731,Freddie Jacobson,34.89,628,18
2013,20,0,12716,Charley Hoffman,34.91,803,23
2013,20,0,8075,Jerry Kelly,34.91,768,22
2013,22,0,27436,Graham DeLaet,34.92,908,26
2013,22,0,22792,Peter Hanson,34.92,454,13
2013,24,0,34099,Harris English,34.96,909,26
2013,25,0,32200,Roberto Castro,35.0,1015,29
2013,25,0,30925,Dustin Johnson,35.0,735,21
2013,25,0,24502,Adam Scott,35.0,525,15
2013,25,0,21528,Henrik Stenson,35.0,595,17
2013,25,0,27330,Josh Teater,35.0,805,23
2013,25,0,25804,Bubba Watson,35.0,700,20
2013,31,0,21961,Charles Howell III,35.04,876,25
2013,32,0,28089,Jason Day,35.05,701,20
2013,32,0,25686,Jason Dufner,35.05,736,21
2013,34,0,31202,William McGirt,35.08,842,24
2013,34,0,31323,Gary Woodland,35.08,877,25
2013,36,0,28092,D.H. Lee,35.09,772,22
2013,37,0,23623,Bo Van Pelt,35.1,737,21
2013,38,0,21209,Sergio Garcia,35.13,562,16
