YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG RTP
2013,1,0,27649,Brandt Snedeker,-.540
2013,2,0,34046,Jordan Spieth,-.500
2013,3,0,6527,Steve Stricker,-.486
2013,4,0,19970,Robert Karlsson,-.476
2013,5,0,28089,Jason Day,-.472
2013,5,0,24399,Scott Gardiner,-.472
2013,7,0,23108,Matt Kuchar,-.424
2013,8,0,21209,Sergio Garcia,-.405
2013,9,0,30163,Henrik Norlander,-.395
2013,9,0,22405,Justin Rose,-.395
2013,11,0,30925,Dustin Johnson,-.394
2013,12,0,21528,Henrik Stenson,-.378
2013,13,0,8793,Tiger Woods,-.366
2013,14,0,34409,David Lingmerth,-.359
2013,15,0,27408,Martin Kaymer,-.356
2013,16,0,30692,Scott Stallings,-.350
2013,17,0,25834,Daniel Summerhays,-.339
2013,18,0,27556,Ted Potter Jr.,-.333
2013,19,0,34099,Harris English,-.328
2013,19,0,28780,Nicholas Thompson,-.328
2013,21,0,6004,Stephen Ames,-.323
2013,21,0,31557,Jim Herman,-.323
2013,21,0,31323,Gary Woodland,-.323
2013,24,0,24024,Zach Johnson,-.316
2013,25,0,31560,Brian Stuard,-.314
2013,26,0,24924,Bill Haas,-.311
2013,27,0,26300,Matt Jones,-.310
2013,28,0,22792,Peter Hanson,-.303
2013,29,0,12716,Charley Hoffman,-.302
2013,30,0,33869,Eric Meierdierks,-.300
2013,31,0,27936,Martin Laird,-.298
2013,32,0,25572,Graeme McDowell,-.296
2013,33,0,32150,Michael Thompson,-.295
2013,34,0,26289,Boo Weekley,-.292
2013,35,0,29420,Billy Horschel,-.288
2013,36,0,29289,S.Y. Noh,-.286
2013,37,0,27095,Nick Watney,-.284
2013,38,0,29479,Scott Brown,-.282
2013,39,0,21731,Freddie Jacobson,-.280
2013,39,0,23623,Bo Van Pelt,-.280
2013,41,0,37273,Derek Ernst,-.279
2013,41,0,26331,Charl Schwartzel,-.279
2013,43,0,24663,Y.E. Yang,-.278
2013,44,0,29221,Webb Simpson,-.277
2013,45,0,23638,Brendon de Jonge,-.276
2013,46,0,25804,Bubba Watson,-.273
2013,47,0,22295,Darron Stiles,-.270
2013,48,0,24781,Hunter Mahan,-.269
2013,49,0,28475,Jeff Overton,-.268
2013,50,0,34098,Russell Henley,-.267
2013,50,0,35139,Richard Lee,-.267
2013,52,0,26476,Chez Reavie,-.261
2013,53,0,20766,Padraig Harrington,-.258
