YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,RELATIVE TO PAR
2013,1,0,32150,Michael Thompson,"31' 5""",345.5,11,+1
2013,2,0,28237,Rory McIlroy,"42' 10""",428.083,10,-4
2013,3,0,23623,Bo Van Pelt,"43' 1""",516.667,12,+1
2013,4,0,24399,Scott Gardiner,"46' 2""",738.833,16,E
2013,5,0,25834,Daniel Summerhays,"47' 10""",1099.25,23,+5
2013,6,0,25336,Alistair Presnell,"48' 5""",920.417,19,-3
2013,7,0,24358,Robert Garrigus,"49' 4""",1086.083,22,-5
2013,8,0,25632,Jimmy Walker,"49' 9""",1244.417,25,+1
2013,9,0,27408,Martin Kaymer,"50' 2""",501.25,10,+2
2013,10,0,6527,Steve Stricker,"50' 6""",454.417,9,+1
2013,11,0,25804,Bubba Watson,"51' 0""",969.333,19,-2
2013,12,0,19970,Robert Karlsson,"51' 6""",411.667,8,E
2013,13,0,25686,Jason Dufner,"53' 0""",477.167,9,+1
2013,14,0,32334,Charlie Beljan,"53' 3""",532.167,10,E
2013,14,0,24663,Y.E. Yang,"53' 3""",691.917,13,-2
2013,16,0,30711,Colt Knost,"53' 5""",1122.417,21,+5
2013,17,0,27436,Graham DeLaet,"53' 7""",1340.417,25,+7
2013,17,0,26679,Kevin Stadler,"53' 7""",1286.25,24,-2
2013,19,0,28500,Martin Flores,"53' 11""",1293.25,24,+3
2013,20,0,25240,D.A. Points,"54' 0""",1350.083,25,+6
2013,21,0,20691,Greg Owen,"54' 3""",1302.583,24,+6
2013,22,0,34099,Harris English,"54' 6""",1580.167,29,-1
2013,23,0,8075,Jerry Kelly,"54' 8""",1256.583,23,+3
2013,24,0,32102,Rickie Fowler,"54' 10""",822.083,15,+12
2013,24,0,22378,Trevor Immelman,"54' 10""",1206.583,22,-1
2013,26,0,21961,Charles Howell III,"54' 11""",1647.75,30,-5
2013,26,0,25572,Graeme McDowell,"54' 11""",658.917,12,+1
2013,28,0,20593,Greg Chalmers,"55' 2""",1269.0,23,+5
2013,29,0,23788,D.J. Trahan,"55' 5""",775.25,14,+3
2013,29,0,27095,Nick Watney,"55' 5""",1163.5,21,+7
2013,31,0,24502,Adam Scott,"55' 6""",610.25,11,-5
2013,32,0,30750,Tommy Gainey,"55' 7""",1056.75,19,+1
2013,33,0,10885,Robert Allenby,"55' 9""",1449.333,26,+6
2013,34,0,24138,Ian Poulter,"56' 2""",899.167,16,-2
2013,35,0,28780,Nicholas Thompson,"56' 11""",1080.917,19,+1
2013,36,0,23983,Luke Donald,"57' 1""",1084.5,19,+1
2013,36,0,31557,Jim Herman,"57' 1""",1028.0,18,E
2013,36,0,1810,Phil Mickelson,"57' 1""",1083.917,19,+4
2013,39,0,35539,Luke Guthrie,"57' 3""",1831.5,32,+11
2013,39,0,27330,Josh Teater,"57' 3""",973.417,17,-5
2013,41,0,22371,Aaron Baddeley,"57' 11""",1389.75,24,+3
2013,41,0,33141,Keegan Bradley,"57' 11""",984.333,17,-2
2013,41,0,29479,Scott Brown,"57' 11""",1159.0,20,+1
2013,41,0,30944,Jason Kokrak,"57' 11""",1331.333,23,-7
2013,45,0,29221,Webb Simpson,"58' 0""",1275.75,22,-9
2013,46,0,31202,William McGirt,"58' 4""",1574.167,27,-3
2013,47,0,27214,Kevin Streelman,"58' 5""",1518.083,26,E
2013,48,0,20848,Ángel Cabrera,"58' 7""",937.833,16,-2
2013,49,0,21099,David Lynn,"58' 11""",1768.167,30,+3
2013,49,0,34431,Robert Streb,"58' 11""",1060.167,18,+3
2013,51,0,32200,Roberto Castro,"59' 0""",1238.417,21,+4
2013,52,0,28092,D.H. Lee,"59' 1""",650.167,11,+1
2013,53,0,10809,Jim Furyk,"59' 2""",1183.083,20,+4
2013,53,0,20396,Lee Westwood,"59' 2""",887.083,15,-2
2013,55,0,24361,Pat Perez,"59' 3""",1125.5,19,+3
2013,56,0,20229,Stewart Cink,"59' 6""",1071.583,18,-2
2013,57,0,12510,Chad Campbell,"59' 11""",1796.75,30,+7
2013,58,0,21878,Mark Wilson,"60' 1""",721.25,12,+1
2013,59,0,24227,Justin Bolli,"60' 8""",1274.167,21,+10
2013,59,0,30926,Chris Kirk,"60' 8""",1820.75,30,E
2013,61,0,25345,Carl Pettersson,"60' 9""",1154.5,19,+1
2013,62,0,6522,Ernie Els,"60' 10""",729.667,12,E
2013,62,0,24924,Bill Haas,"60' 10""",1277.917,21,+1
2013,62,0,34098,Russell Henley,"60' 10""",1034.583,17,-3
2013,65,0,21731,Freddie Jacobson,"61' 3""",918.167,15,+4
2013,66,0,27933,John Merrick,"61' 4""",1104.583,18,+2
2013,67,0,20104,Ken Duke,"61' 5""",1658.417,27,+9
2013,67,0,37273,Derek Ernst,"61' 5""",736.917,12,+2
2013,67,0,20572,Rod Pampling,"61' 5""",1105.417,18,+9
2013,70,0,1320,Bob Estes,"61' 6""",1475.25,24,+5
2013,71,0,30163,Henrik Norlander,"61' 7""",1230.833,20,E
2013,71,0,23621,Rory Sabbatini,"61' 7""",1847.083,30,+2
2013,73,0,29740,Brad Fritsch,"61' 8""",1295.417,21,+2
2013,73,0,26596,Ryan Moore,"61' 8""",987.0,16,+4
2013,75,0,10423,Mike Weir,"61' 9""",2468.333,40,+10
2013,76,0,21209,Sergio Garcia,"62' 0""",1177.25,19,+2
2013,77,0,23108,Matt Kuchar,"62' 1""",1738.833,28,-6
2013,77,0,31323,Gary Woodland,"62' 1""",1304.083,21,+1
2013,79,0,32448,James Hahn,"62' 2""",1617.167,26,+5
2013,80,0,30110,Kyle Stanley,"62' 3""",1245.167,20,+3
2013,81,0,25444,Justin Hicks,"62' 4""",1558.417,25,+6
2013,81,0,30692,Scott Stallings,"62' 4""",1122.0,18,+3
2013,83,0,29289,S.Y. Noh,"62' 5""",1435.083,23,+8
2013,84,0,23135,Tim Clark,"62' 6""",999.917,16,+5
2013,85,0,23452,Nicolas Colsaerts,"62' 7""",688.5,11,+3
2013,86,0,23638,Brendon de Jonge,"62' 8""",1878.917,30,+7
2013,87,0,22792,Peter Hanson,"62' 9""",627.333,10,-3
2013,88,0,34021,Bud Cauley,"62' 10""",1194.5,19,+12
2013,89,0,29425,Andrew Svoboda,"62' 11""",1132.333,18,-2
2013,90,0,22056,Cameron Percy,"63' 0""",882.417,14,+2
2013,91,0,24024,Zach Johnson,"63' 1""",1198.25,19,+1
2013,91,0,27503,Steve LeBrun,"63' 1""",1262.25,20,+1
2013,91,0,20443,Jin Park,"63' 1""",1387.833,22,+11
2013,94,0,34409,David Lingmerth,"63' 2""",1011.167,16,+2
2013,94,0,25818,Scott Piercy,"63' 2""",1137.333,18,-2
2013,96,0,20766,Padraig Harrington,"63' 3""",885.583,14,E
2013,96,0,22961,David Mathis,"63' 3""",1961.0,31,+14
2013,96,0,28475,Jeff Overton,"63' 3""",1392.25,22,+11
2013,99,0,27770,Camilo Villegas,"63' 4""",2154.417,34,+6
2013,100,0,26851,Marc Leishman,"63' 6""",1334.083,21,+4
2013,101,0,24846,Ricky Barnes,"63' 7""",1590.417,25,+5
2013,102,0,28679,Fabián Gómez,"63' 9""",1338.0,21,+5
2013,102,0,22295,Darron Stiles,"63' 9""",701.0,11,+4
2013,102,0,33419,Cameron Tringale,"63' 9""",1785.75,28,+6
2013,105,0,19846,Brian Gay,"63' 10""",1148.833,18,+6
2013,106,0,22621,Ben Curtis,"64' 0""",1727.833,27,+3
2013,107,0,33461,Morgan Hoffmann,"64' 4""",1094.25,17,+1
2013,108,0,8793,Tiger Woods,"64' 5""",1159.083,18,+6
2013,109,0,34360,Patrick Reed,"64' 9""",1877.833,29,+6
2013,110,0,27895,Jonas Blixt,"64' 10""",1556.25,24,+7
2013,110,0,35139,Richard Lee,"64' 10""",1102.417,17,+5
2013,110,0,33869,Eric Meierdierks,"64' 10""",583.167,9,+7
2013,113,0,26951,Johnson Wagner,"65' 2""",1564.167,24,+9
2013,114,0,22046,Geoff Ogilvy,"65' 3""",978.583,15,+3
2013,115,0,10213,Dicky Pride,"65' 5""",2223.583,34,+14
2013,116,0,20098,Stuart Appleby,"65' 6""",1636.833,25,-4
2013,116,0,20645,John Senden,"65' 6""",1571.75,24,-2
2013,118,0,24357,K.J. Choi,"65' 7""",1507.833,23,+7
2013,118,0,30925,Dustin Johnson,"65' 7""",1837.333,28,-1
2013,120,0,27120,Troy Matteson,"65' 9""",789.167,12,-1
2013,121,0,23409,James Driscoll,"66' 0""",1716.333,26,+4
2013,122,0,23320,Ryan Palmer,"66' 2""",1125.167,17,-3
2013,123,0,33418,Shawn Stefani,"66' 6""",1196.583,18,-1
2013,124,0,28259,Sangmoon Bae,"66' 7""",2130.833,32,E
2013,125,0,22405,Justin Rose,"66' 8""",1000.333,15,+2
2013,126,0,6567,Vijay Singh,"66' 11""",936.333,14,+3
2013,127,0,27644,Brian Harman,"67' 0""",1540.5,23,+7
2013,127,0,23800,Bryce Molder,"67' 0""",2210.5,33,+14
2013,129,0,21528,Henrik Stenson,"67' 1""",804.917,12,+6
2013,130,0,21753,Brian Davis,"67' 2""",2216.833,33,+13
2013,131,0,27649,Brandt Snedeker,"67' 3""",1143.5,17,+4
2013,132,0,12782,Tim Herron,"67' 8""",880.167,13,+5
2013,133,0,24494,Erik Compton,"68' 2""",1090.333,16,+2
2013,134,0,26476,Chez Reavie,"68' 5""",1369.0,20,E
2013,135,0,34174,John Huh,"68' 6""",1918.167,28,+7
2013,136,0,34046,Jordan Spieth,"68' 9""",825.417,12,+1
2013,137,0,23353,J.J. Henry,"69' 0""",1932.25,28,+9
2013,138,0,24490,George McNeill,"69' 3""",1939.917,28,+1
2013,139,0,27963,Chris Stroud,"69' 4""",2218.917,32,+1
2013,140,0,20160,Charlie Wi,"69' 6""",1460.083,21,+3
2013,141,0,28455,Will Claxton,"69' 7""",1740.25,25,+10
2013,142,0,23497,Tag Ridings,"69' 8""",1253.333,18,-2
2013,143,0,26300,Matt Jones,"69' 11""",1538.167,22,+3
2013,144,0,24140,Sean O'Hair,"70' 1""",840.833,12,-2
2013,145,0,25562,Andres Romero,"70' 5""",1549.083,22,+9
2013,145,0,2206,David Toms,"70' 5""",844.75,12,+4
2013,145,0,28310,Lee Williams,"70' 5""",1478.417,21,+5
2013,148,0,27936,Martin Laird,"70' 11""",1135.25,16,+5
2013,148,0,31560,Brian Stuard,"70' 11""",1418.333,20,+2
2013,150,0,27129,Luke List,"71' 0""",1704.667,24,+4
2013,151,0,24507,Jason Bohn,"71' 7""",2076.0,29,+10
2013,152,0,26331,Charl Schwartzel,"71' 10""",1509.333,21,+3
2013,153,0,36884,Ben Kohles,"72' 0""",1224.417,17,+3
2013,154,0,23541,Ben Crane,"72' 1""",1369.0,19,E
2013,155,0,28307,Matt Every,"72' 2""",1732.917,24,-1
2013,156,0,25900,Lucas Glover,"72' 4""",1157.5,16,+6
2013,156,0,26497,Casey Wittenberg,"72' 4""",2314.667,32,+6
2013,158,0,24781,Hunter Mahan,"72' 8""",1235.417,17,E
2013,159,0,1116,Michael Bradley,"72' 10""",1821.083,25,+9
2013,160,0,22806,Doug LaBelle II,"73' 1""",1826.833,25,+5
2013,160,0,28135,Aaron Watkins,"73' 1""",1315.333,18,+12
2013,162,0,25274,Steven Bowditch,"73' 3""",1024.917,14,+3
2013,163,0,29420,Billy Horschel,"73' 6""",1691.167,23,-1
2013,164,0,8725,Tom Gillis,"73' 9""",1328.0,18,+3
2013,165,0,32366,Kevin Chappell,"74' 11""",1423.167,19,+9
2013,166,0,27556,Ted Potter Jr.,"75' 0""",1275.5,17,+4
2013,167,0,32698,Bobby Gates,"75' 4""",1280.0,17,+6
2013,167,0,1724,Jeff Maggert,"75' 4""",1582.75,21,+5
2013,169,0,6004,Stephen Ames,"75' 5""",1282.0,17,+1
2013,169,0,34261,Scott Langley,"75' 5""",2261.667,30,+11
2013,171,0,28089,Jason Day,"76' 7""",1455.167,19,-2
2013,171,0,6573,Brandt Jobe,"76' 7""",1454.333,19,+4
2013,173,0,29518,Brendan Steele,"76' 9""",2225.0,29,+11
2013,174,0,26289,Boo Weekley,"77' 4""",1160.417,15,+2
2013,175,0,26758,David Hearn,"77' 8""",1785.917,23,+5
2013,176,0,22913,John Rollins,"80' 2""",1603.0,20,E
2013,177,0,23325,Vaughn Taylor,"82' 1""",985.25,12,+4
2013,178,0,30852,Ryo Ishikawa,"85' 2""",2044.833,24,+6
2013,179,0,10860,Justin Leonard,"87' 9""",2194.667,25,+9
2013,180,0,12716,Charley Hoffman,"103' 6""",828.083,8,E
2014,1,0,25396,Kevin Na,"46' 5""",1021.667,22,+1
2014,2,0,29518,Brendan Steele,"46' 6""",884.167,19,+3
2014,3,0,6567,Vijay Singh,"46' 9""",1121.667,24,-3
2014,4,0,36689,Brooks Koepka,"47' 4""",757.083,16,+1
2014,5,0,24502,Adam Scott,"48' 3""",917.083,19,-5
2014,6,0,25364,Paul Casey,"48' 9""",536.333,11,+3
2014,7,0,29461,Jamie Lovemark,"49' 2""",639.333,13,+3
2014,8,0,34431,Robert Streb,"50' 0""",1100.5,22,-1
2014,9,0,30692,Scott Stallings,"50' 1""",1051.0,21,+7
2014,10,0,29740,Brad Fritsch,"50' 4""",654.25,13,+1
2014,11,0,23108,Matt Kuchar,"50' 7""",1264.083,25,+2
2014,12,0,28237,Rory McIlroy,"51' 4""",564.417,11,-2
2014,12,0,20645,John Senden,"51' 4""",1077.583,21,E
2014,14,0,23638,Brendon de Jonge,"52' 2""",1357.167,26,+3
2014,15,0,25632,Jimmy Walker,"52' 3""",1723.083,33,-2
2014,16,0,25274,Steven Bowditch,"52' 5""",1152.833,22,+3
2014,17,0,22293,Heath Slocum,"52' 8""",947.417,18,+2
2014,17,0,34264,Hudson Swafford,"52' 8""",632.167,12,E
2014,19,0,34409,David Lingmerth,"52' 9""",1213.917,23,+7
2014,20,0,21209,Sergio Garcia,"53' 0""",635.5,12,+3
2014,20,0,27064,Jhonattan Vegas,"53' 0""",847.917,16,+3
2014,22,0,24138,Ian Poulter,"53' 4""",692.917,13,+1
2014,23,0,10809,Jim Furyk,"53' 8""",751.0,14,+3
2014,24,0,23621,Rory Sabbatini,"54' 9""",1313.417,24,E
2014,25,0,32333,Kevin Tway,"54' 10""",822.5,15,+2
2014,26,0,30925,Dustin Johnson,"54' 11""",824.333,15,-1
2014,27,0,26329,Louis Oosthuizen,"55' 0""",439.75,8,E
2014,28,0,27120,Troy Matteson,"55' 1""",991.75,18,+4
2014,28,0,24663,Y.E. Yang,"55' 1""",1211.167,22,+6
2014,30,0,31202,William McGirt,"55' 2""",2151.917,39,+4
2014,31,0,20157,Retief Goosen,"55' 5""",2160.833,39,+10
2014,31,0,27556,Ted Potter Jr.,"55' 5""",1274.167,23,+4
2014,33,0,1810,Phil Mickelson,"55' 6""",722.0,13,+3
2014,34,0,33122,Russell Knox,"55' 8""",1613.75,29,+9
2014,35,0,32334,Charlie Beljan,"56' 0""",952.417,17,-1
2014,36,0,35300,Andrew Loupe,"56' 1""",841.083,15,+4
2014,37,0,10423,Mike Weir,"56' 3""",2249.583,40,+7
2014,38,0,25191,Gonzalo Fernandez-Castaño,"56' 5""",1466.75,26,+5
2014,39,0,30926,Chris Kirk,"57' 0""",1140.5,20,-3
2014,40,0,27466,Spencer Levin,"57' 1""",1426.333,25,+10
2014,41,0,34046,Jordan Spieth,"57' 5""",1896.0,33,+2
2014,42,0,25804,Bubba Watson,"57' 8""",864.417,15,-2
2014,43,0,24507,Jason Bohn,"58' 0""",1159.917,20,+4
2014,43,0,33461,Morgan Hoffmann,"58' 0""",1565.333,27,+5
2014,43,0,27770,Camilo Villegas,"58' 0""",2086.833,36,+12
2014,46,0,23409,James Driscoll,"58' 2""",1104.75,19,+10
2014,47,0,24846,Ricky Barnes,"58' 6""",2107.333,36,+2
2014,48,0,23800,Bryce Molder,"58' 9""",1763.083,30,+10
2014,49,0,28780,Nicholas Thompson,"58' 11""",766.083,13,+5
2014,50,0,27933,John Merrick,"59' 2""",1360.167,23,+1
2014,51,0,21731,Freddie Jacobson,"59' 3""",1480.25,25,+4
2014,52,0,34261,Scott Langley,"59' 6""",2319.5,39,+7
2014,53,0,32640,Troy Merritt,"59' 7""",655.833,11,+10
2014,54,0,29926,Danny Lee,"59' 8""",1371.75,23,+4
2014,55,0,28500,Martin Flores,"59' 9""",1074.833,18,+2
2014,55,0,32448,James Hahn,"59' 9""",1673.25,28,+7
2014,55,0,23320,Ryan Palmer,"59' 9""",896.667,15,+1
2014,58,0,25572,Graeme McDowell,"59' 11""",779.0,13,+4
2014,59,0,22046,Geoff Ogilvy,"60' 2""",1684.0,28,+5
2014,60,0,20104,Ken Duke,"60' 3""",1144.167,19,+7
2014,61,0,21961,Charles Howell III,"60' 4""",2472.583,41,+1
2014,62,0,32200,Roberto Castro,"60' 5""",1388.833,23,+4
2014,62,0,26951,Johnson Wagner,"60' 5""",1510.917,25,+8
2014,64,0,22405,Justin Rose,"60' 6""",1512.667,25,+8
2014,65,0,7867,Woody Austin,"60' 8""",1456.833,24,+6
2014,65,0,28486,Michael Putnam,"60' 8""",1577.417,26,+4
2014,67,0,24490,George McNeill,"60' 9""",1943.25,32,+4
2014,68,0,1706,Davis Love III,"61' 0""",1036.667,17,+2
2014,68,0,20160,Charlie Wi,"61' 0""",1647.917,27,+3
2014,70,0,28307,Matt Every,"61' 1""",1649.167,27,+6
2014,71,0,34265,Will Wilcox,"61' 4""",1104.667,18,-3
2014,72,0,33141,Keegan Bradley,"61' 5""",1227.667,20,+6
2014,73,0,24494,Erik Compton,"61' 6""",2706.667,44,+13
2014,73,0,32839,Hideki Matsuyama,"61' 6""",1538.25,25,+2
2014,73,0,25562,Andres Romero,"61' 6""",1538.417,25,+3
2014,76,0,27936,Martin Laird,"61' 7""",1108.333,18,+4
2014,77,0,25834,Daniel Summerhays,"61' 8""",2158.917,35,+9
2014,78,0,27895,Jonas Blixt,"61' 11""",991.167,16,+4
2014,78,0,23623,Bo Van Pelt,"61' 11""",1176.333,19,-3
2014,80,0,34563,Chesson Hadley,"62' 2""",1554.75,25,+6
2014,81,0,20396,Lee Westwood,"62' 3""",809.333,13,+3
2014,82,0,26331,Charl Schwartzel,"62' 4""",996.833,16,+4
2014,83,0,27214,Kevin Streelman,"62' 5""",811.083,13,+6
2014,84,0,12716,Charley Hoffman,"62' 11""",1384.0,22,-4
2014,85,0,27644,Brian Harman,"63' 0""",2267.333,36,+9
2014,86,0,31557,Jim Herman,"63' 1""",756.833,12,+4
2014,87,0,20848,Ángel Cabrera,"63' 4""",949.917,15,-1
2014,88,0,26679,Kevin Stadler,"63' 5""",697.583,11,+5
2014,89,0,29535,Brice Garnett,"63' 6""",2030.833,32,+6
2014,90,0,34099,Harris English,"63' 8""",1527.5,24,+4
2014,90,0,25240,D.A. Points,"63' 8""",1464.833,23,+5
2014,92,0,29420,Billy Horschel,"63' 10""",1212.75,19,+7
2014,93,0,24024,Zach Johnson,"63' 11""",2044.75,32,+6
2014,93,0,1724,Jeff Maggert,"63' 11""",894.417,14,+2
2014,95,0,20229,Stewart Cink,"64' 1""",1859.25,29,+10
2014,96,0,22371,Aaron Baddeley,"64' 2""",1860.083,29,+5
2014,97,0,37273,Derek Ernst,"64' 4""",965.5,15,+3
2014,98,0,29289,S.Y. Noh,"64' 7""",2130.0,33,+7
2014,99,0,25900,Lucas Glover,"64' 9""",388.25,6,+2
2014,100,0,29479,Scott Brown,"64' 10""",1879.333,29,+3
2014,100,0,29222,Billy Hurley III,"64' 10""",1295.833,20,+9
2014,100,0,24781,Hunter Mahan,"64' 10""",843.0,13,E
2014,103,0,28259,Sangmoon Bae,"65' 0""",1559.167,24,+1
2014,103,0,24140,Sean O'Hair,"65' 0""",1234.917,19,+4
2014,105,0,27436,Graham DeLaet,"65' 5""",1046.417,16,+3
2014,105,0,26851,Marc Leishman,"65' 5""",1765.583,27,+2
2014,105,0,28475,Jeff Overton,"65' 5""",1765.75,27,+5
2014,108,0,21753,Brian Davis,"65' 8""",2100.75,32,+11
2014,108,0,30110,Kyle Stanley,"65' 8""",787.5,12,+2
2014,110,0,26758,David Hearn,"65' 10""",1316.333,20,+6
2014,110,0,35139,Richard Lee,"65' 10""",1448.25,22,+1
2014,112,0,10885,Robert Allenby,"66' 2""",1853.0,28,+3
2014,113,0,23541,Ben Crane,"66' 4""",1725.583,26,+11
2014,114,0,34360,Patrick Reed,"66' 6""",1529.333,23,+1
2014,114,0,30927,Brendon Todd,"66' 6""",1795.583,27,+7
2014,116,0,8075,Jerry Kelly,"66' 7""",1531.75,23,+7
2014,117,0,34021,Bud Cauley,"66' 9""",934.833,14,+5
2014,118,0,20593,Greg Chalmers,"67' 0""",1407.167,21,+5
2014,118,0,28089,Jason Day,"67' 0""",536.083,8,-2
2014,118,0,25686,Jason Dufner,"67' 0""",669.583,10,-1
2014,118,0,31323,Gary Woodland,"67' 0""",1407.833,21,-1
2014,122,0,27649,Brandt Snedeker,"67' 1""",1342.167,20,+2
2014,123,0,12510,Chad Campbell,"67' 2""",940.25,14,+4
2014,123,0,31560,Brian Stuard,"67' 2""",1276.333,19,+6
2014,125,0,22621,Ben Curtis,"67' 4""",1952.583,29,+13
2014,126,0,27330,Josh Teater,"68' 4""",1434.667,21,+7
2014,127,0,32102,Rickie Fowler,"68' 5""",1162.917,17,+7
2014,128,0,33419,Cameron Tringale,"68' 6""",1575.917,23,+6
2014,129,0,25444,Justin Hicks,"68' 10""",1721.833,25,+10
2014,129,0,26289,Boo Weekley,"68' 10""",688.417,10,-1
2014,131,0,28132,Tyrone Van Aswegen,"69' 2""",1383.5,20,+2
2014,132,0,21528,Henrik Stenson,"69' 6""",695.0,10,+5
2014,133,0,29478,Kevin Kisner,"69' 9""",1534.833,22,+2
2014,133,0,24912,Will MacKenzie,"69' 9""",1813.333,26,+6
2014,135,0,24924,Bill Haas,"69' 11""",1258.167,18,+4
2014,135,0,34098,Russell Henley,"69' 11""",1329.083,19,+5
2014,137,0,27141,J.B. Holmes,"70' 1""",1822.75,26,+9
