YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE
2013,1,0,12782,Tim Herron,14
2013,2,0,28259,Sangmoon Bae,11
2013,2,0,23452,Nicolas Colsaerts,11
2013,2,0,32448,James Hahn,11
2013,2,0,34046,Jordan Spieth,11
2013,6,0,22371,Aaron Baddeley,10
2013,6,0,21753,Brian Davis,10
2013,6,0,23409,James Driscoll,10
2013,6,0,24399,Scott Gardiner,10
2013,6,0,35539,Luke Guthrie,10
2013,6,0,35901,Paul Haley II,10
2013,6,0,8075,Jerry Kelly,10
2013,6,0,30926,Chris Kirk,10
2013,6,0,23108,Matt Kuchar,10
2013,6,0,30692,Scott Stallings,10
2013,6,0,27330,Josh Teater,10
2013,6,0,2256,Tom Watson,10
2013,18,0,25274,Steven Bowditch,9
2013,18,0,28307,Matt Every,9
2013,18,0,32102,Rickie Fowler,9
2013,18,0,20766,Padraig Harrington,9
2013,18,0,12716,Charley Hoffman,9
2013,18,0,29420,Billy Horschel,9
2013,18,0,21961,Charles Howell III,9
2013,18,0,26300,Matt Jones,9
2013,18,0,19970,Robert Karlsson,9
2013,18,0,35139,Richard Lee,9
2013,18,0,10860,Justin Leonard,9
2013,18,0,21099,David Lynn,9
2013,18,0,28237,Rory McIlroy,9
2013,18,0,1810,Phil Mickelson,9
2013,18,0,29289,S.Y. Noh,9
2013,18,0,22046,Geoff Ogilvy,9
2013,18,0,28475,Jeff Overton,9
2013,18,0,25562,Andres Romero,9
2013,18,0,23481,Marcel Siem,9
2013,18,0,29221,Webb Simpson,9
2013,18,0,27214,Kevin Streelman,9
2013,18,0,33419,Cameron Tringale,9
2013,18,0,27770,Camilo Villegas,9
2013,18,0,10423,Mike Weir,9
2013,42,0,27796,Joe Affrunti,8
2013,42,0,6004,Stephen Ames,8
2013,42,0,27895,Jonas Blixt,8
2013,42,0,20848,Ángel Cabrera,8
2013,42,0,12510,Chad Campbell,8
2013,42,0,32200,Roberto Castro,8
2013,42,0,24357,K.J. Choi,8
2013,42,0,24494,Erik Compton,8
2013,42,0,28089,Jason Day,8
2013,42,0,20104,Ken Duke,8
2013,42,0,21209,Sergio Garcia,8
2013,42,0,19846,Brian Gay,8
2013,42,0,29720,Andres Gonzales,8
2013,42,0,29930,Mike Hendry,8
2013,42,0,23353,J.J. Henry,8
2013,42,0,31557,Jim Herman,8
2013,42,0,33122,Russell Knox,8
2013,42,0,22806,Doug LaBelle II,8
2013,42,0,27503,Steve LeBrun,8
2013,42,0,1724,Jeff Maggert,8
2013,42,0,10585,Scott McCarron,8
2013,42,0,31202,William McGirt,8
2013,42,0,24490,George McNeill,8
2013,42,0,26596,Ryan Moore,8
2013,42,0,25396,Kevin Na,8
2013,42,0,21949,Joe Ogilvie,8
2013,42,0,26329,Louis Oosthuizen,8
2013,42,0,22056,Cameron Percy,8
2013,42,0,25240,D.A. Points,8
2013,42,0,27556,Ted Potter Jr.,8
2013,42,0,25336,Alistair Presnell,8
2013,42,0,10213,Dicky Pride,8
2013,42,0,26476,Chez Reavie,8
2013,42,0,20645,John Senden,8
2013,42,0,27963,Chris Stroud,8
2013,42,0,31560,Brian Stuard,8
2013,42,0,23325,Vaughn Taylor,8
2013,42,0,30927,Brendon Todd,8
2013,42,0,23788,D.J. Trahan,8
2013,42,0,26951,Johnson Wagner,8
2013,42,0,20396,Lee Westwood,8
2013,42,0,20160,Charlie Wi,8
2013,42,0,21878,Mark Wilson,8
2013,42,0,22110,Thaworn Wiratchant,8
2013,86,0,20098,Stuart Appleby,7
2013,86,0,24846,Ricky Barnes,7
2013,86,0,12652,Cameron Beckman,7
2013,86,0,20070,Matt Bettencourt,7
2013,86,0,24507,Jason Bohn,7
2013,86,0,24227,Justin Bolli,7
