YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL LEFT ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
2009,115,0,7223,Brian Bateman,13.79,91,660,+0.12
2009,116,0,6567,Vijay Singh,13.8,98,710,-0.02
2009,117,0,21731,Freddie Jacobson,13.97,141,1009,+0.09
2009,118,0,26300,Matt Jones,13.98,84,601,+0.02
2009,119,0,23349,Charles Warren,14.11,103,730,+0.18
2009,120,0,20229,Stewart Cink,14.13,116,821,+0.12
2009,121,0,12705,Cliff Kresge,14.15,131,926,+0.16
2009,122,0,22621,Ben Curtis,14.16,93,657,-0.05
2009,122,0,1945,Kenny Perry,14.16,144,1017,-0.03
2009,124,0,22961,David Mathis,14.21,134,943,+0.12
2009,125,0,23718,Nathan Green,14.22,179,1259,+0.01
2009,126,0,1035,Tommy Armour III,14.25,102,716,+0.11
2009,127,0,31416,Derek Fathauer,14.29,99,693,+0.11
2009,127,0,26951,Johnson Wagner,14.29,146,1022,+0.15
2009,129,0,6595,Kevin Sutherland,14.31,144,1006,+0.17
2009,130,0,22892,Jason Gore,14.42,123,853,+0.07
2009,131,0,12716,Charley Hoffman,14.47,172,1189,-0.01
2009,132,0,26420,Richard Johnson,14.49,149,1028,+0.12
2009,133,0,20498,Briny Baird,14.52,144,992,+0.13
2009,134,0,24357,K.J. Choi,14.57,102,700,+0.14
2009,135,0,12602,Dean Wilson,14.58,140,960,+0.21
2009,136,0,25632,Jimmy Walker,14.62,125,855,+0.06
2009,137,0,6527,Steve Stricker,14.67,126,859,-0.10
2009,138,0,27466,Spencer Levin,14.69,135,919,+0.04
2009,139,0,28089,Jason Day,14.73,100,679,+0.11
2009,140,0,12782,Tim Herron,14.76,163,1104,+0.15
2009,141,0,6012,Greg Kraft,14.79,84,568,+0.23
2009,142,0,20070,Matt Bettencourt,14.9,177,1188,+0.16
2009,143,0,20098,Stuart Appleby,14.98,133,888,+0.14
2009,143,0,30925,Dustin Johnson,14.98,130,868,-0.06
2009,145,0,20645,John Senden,15.02,191,1272,+0.10
2009,146,0,21805,Harrison Frazar,15.06,173,1149,+0.16
2009,147,0,21209,Sergio Garcia,15.13,92,608,+0.02
2009,148,0,10885,Robert Allenby,15.19,118,777,-0.02
2009,149,0,25396,Kevin Na,15.2,162,1066,+0.12
2009,150,0,26695,Michael Letzig,15.24,180,1181,+0.16
2009,151,0,21350,Ryuji Imada,15.26,145,950,+0.14
2009,152,0,29718,Anthony Kim,15.31,126,823,E
2009,153,0,24924,Bill Haas,15.38,174,1131,+0.05
2009,153,0,1706,Davis Love III,15.38,164,1066,+0.05
2009,155,0,7749,Brett Quigley,15.55,158,1016,+0.03
2009,156,0,24502,Adam Scott,15.6,90,577,+0.01
2009,157,0,1226,Fred Couples,15.71,90,573,-0.06
2009,158,0,23778,Brad Adamonis,15.73,131,833,+0.15
2009,159,0,23497,Tag Ridings,15.86,89,561,+0.02
2009,160,0,24846,Ricky Barnes,15.95,111,696,+0.20
2009,161,0,24663,Y.E. Yang,15.96,154,965,+0.03
2009,162,0,12652,Cameron Beckman,15.98,166,1039,+0.10
2009,162,0,8075,Jerry Kelly,15.98,171,1070,+0.04
2009,164,0,24140,Sean O'Hair,16.17,131,810,-0.01
2009,165,0,31323,Gary Woodland,16.29,80,491,+0.21
2009,166,0,20157,Retief Goosen,16.3,126,773,+0.13
2009,166,0,29221,Webb Simpson,16.3,193,1184,E
2009,168,0,25345,Carl Pettersson,16.37,167,1020,+0.12
2009,169,0,20850,Daniel Chopra,16.64,190,1142,+0.13
2009,170,0,28118,Peter Tomasulo,16.67,105,630,+0.12
2009,171,0,1329,Brad Faxon,16.83,120,713,+0.26
2009,172,0,28475,Jeff Overton,16.91,177,1047,+0.05
2009,173,0,23048,Eric Axley,17.11,135,789,+0.17
2009,174,0,7457,Steve Flesch,17.13,148,864,+0.09
2009,175,0,21949,Joe Ogilvie,17.15,179,1044,-0.02
2009,176,0,20766,Padraig Harrington,17.63,116,658,+0.03
2009,177,0,27683,Leif Olson,17.64,103,584,+0.12
2009,178,0,20848,Ángel Cabrera,17.76,92,518,+0.11
2009,179,0,27095,Nick Watney,17.87,166,929,-0.01
2009,180,0,1810,Phil Mickelson,18.13,118,651,+0.09
2009,181,0,25562,Andres Romero,18.23,107,587,-0.03
2009,182,0,25804,Bubba Watson,19.02,147,773,+0.05
2009,183,0,9011,David Duval,19.69,116,589,+0.19
2009,184,0,27141,J.B. Holmes,22.98,188,818,+0.07
2017,1,0,20104,Ken Duke,7.53,63,837,+0.05
2017,2,0,31202,William McGirt,9.0,91,1011,+0.13
2017,3,0,28679,Fabián Gómez,9.24,66,714,+0.15
2017,4,0,30110,Kyle Stanley,9.39,123,1310,+0.02
2017,5,0,40058,Zac Blair,9.46,107,1131,+0.09
2017,6,0,10809,Jim Furyk,9.67,59,610,+0.14
2017,7,0,26476,Chez Reavie,9.7,112,1155,+0.15
2017,8,0,26758,David Hearn,9.72,96,988,+0.08
2017,9,0,26851,Marc Leishman,9.76,99,1014,+0.01
2017,10,0,23541,Ben Crane,10.02,96,958,+0.09
2017,11,0,19803,Ryan Armour,10.22,70,685,+0.11
2017,12,0,24138,Ian Poulter,10.37,79,762,+0.11
2017,12,0,29223,Sam Saunders,10.37,88,849,-0.01
2017,14,0,40026,Daniel Berger,10.38,100,963,-0.02
2017,15,0,25900,Lucas Glover,10.54,126,1196,+0.03
2017,15,0,20572,Rod Pampling,10.54,97,920,+0.07
2017,17,0,26289,Boo Weekley,10.56,90,852,+0.11
2017,18,0,20771,Steven Alker,10.67,76,712,+0.08
2017,18,0,29740,Brad Fritsch,10.67,62,581,+0.18
2017,20,0,27214,Kevin Streelman,10.68,116,1086,+0.07
2017,21,0,23800,Bryce Molder,10.72,95,886,+0.07
2017,22,0,31646,Emiliano Grillo,10.74,99,922,+0.13
2017,23,0,25198,Francesco Molinari,10.8,89,824,+0.19
2017,24,0,33122,Russell Knox,10.86,82,755,+0.15
2017,25,0,27936,Martin Laird,10.9,109,1000,+0.06
2017,26,0,33204,Shane Lowry,10.96,58,529,+0.07
2017,27,0,33461,Morgan Hoffmann,11.01,125,1135,E
2017,27,0,23621,Rory Sabbatini,11.01,81,736,+0.11
2017,29,0,24361,Pat Perez,11.18,114,1020,+0.14
2017,30,0,19846,Brian Gay,11.24,108,961,+0.10
2017,31,0,34466,Peter Malnati,11.25,114,1013,+0.06
2017,32,0,24357,K.J. Choi,11.3,85,752,-0.11
2017,33,0,30926,Chris Kirk,11.31,110,973,+0.11
2017,34,0,32448,James Hahn,11.32,128,1131,+0.02
2017,34,0,39324,J.J. Spaun,11.32,113,998,+0.05
2017,36,0,23108,Matt Kuchar,11.33,121,1068,+0.01
2017,37,0,29476,Kyle Reifers,11.5,118,1026,+0.10
2017,38,0,25834,Daniel Summerhays,11.55,132,1143,+0.16
2017,39,0,27644,Brian Harman,11.62,139,1196,+0.14
2017,39,0,29478,Kevin Kisner,11.62,125,1076,E
2017,41,0,24507,Jason Bohn,11.72,101,862,+0.16
2017,42,0,36801,Mark Hubbard,11.76,99,842,E
2017,43,0,32200,Roberto Castro,11.82,89,753,+0.04
2017,44,0,33141,Keegan Bradley,11.84,150,1267,+0.13
2017,44,0,35879,Kelly Kraft,11.84,106,895,+0.14
2017,44,0,31420,Anirban Lahiri,11.84,97,819,+0.03
2017,47,0,34098,Russell Henley,11.87,142,1196,+0.17
2017,48,0,26596,Ryan Moore,11.89,108,908,+0.09
2017,49,0,24024,Zach Johnson,11.91,113,949,+0.16
2017,50,0,32640,Troy Merritt,11.93,116,972,+0.13
2017,51,0,37278,Nicholas Lindheim,12.03,73,607,+0.10
2017,52,0,28093,Miguel Angel Carballo,12.06,72,597,+0.21
2017,52,0,12716,Charley Hoffman,12.06,156,1294,-0.01
2017,54,0,22986,Søren Kjeldsen,12.08,57,472,+0.18
2017,55,0,23320,Ryan Palmer,12.11,82,677,+0.20
2017,56,0,26499,Rafa Cabrera Bello,12.15,78,642,+0.13
2017,57,0,33413,Ben Martin,12.16,118,970,+0.19
2017,58,0,23325,Vaughn Taylor,12.2,130,1066,+0.05
2017,59,0,25572,Graeme McDowell,12.23,85,695,+0.31
2017,60,0,22046,Geoff Ogilvy,12.26,114,930,+0.04
2017,61,0,27963,Chris Stroud,12.28,82,668,+0.05
2017,62,0,29518,Brendan Steele,12.3,122,992,+0.01
2017,63,0,6522,Ernie Els,12.33,63,511,+0.08
2017,63,0,25818,Scott Piercy,12.33,84,681,+0.15
2017,65,0,23983,Luke Donald,12.35,73,591,+0.14
2017,66,0,35506,Mackenzie Hughes,12.41,166,1338,+0.13
2017,67,0,48081,Xander Schauffele,12.42,128,1031,+0.02
2017,68,0,25892,Steve Wheatcroft,12.43,69,555,+0.12
2017,69,0,40009,Dominic Bozzelli,12.45,94,755,+0.18
2017,70,0,24781,Hunter Mahan,12.47,102,818,+0.12
2017,71,0,24502,Adam Scott,12.5,72,576,+0.11
2017,72,0,33948,Byeong Hun An,12.56,99,788,+0.09
2017,72,0,35450,Patrick Cantlay,12.56,80,637,-0.05
2017,74,0,32839,Hideki Matsuyama,12.61,104,825,+0.03
2017,75,0,25493,Nick Taylor,12.67,146,1152,+0.13
2017,76,0,29974,Branden Grace,12.71,83,653,+0.11
2017,77,0,35891,Cameron Smith,12.82,126,983,+0.01
2017,78,0,35110,Brett Drewitt,12.92,77,596,+0.12
2017,79,0,27466,Spencer Levin,12.94,121,935,+0.17
2017,80,0,29420,Billy Horschel,12.96,144,1111,+0.19
2017,80,0,49771,J.T. Poston,12.96,131,1011,+0.11
2017,80,0,34046,Jordan Spieth,12.96,123,949,-0.15
2017,83,0,29221,Webb Simpson,12.99,152,1170,+0.03
2017,84,0,37189,Harold Varner III,13.05,155,1188,+0.06
2017,85,0,29725,Tony Finau,13.06,165,1263,-0.05
2017,85,0,26329,Louis Oosthuizen,13.06,93,712,+0.12
2017,87,0,25632,Jimmy Walker,13.17,91,691,+0.07
2017,88,0,25686,Jason Dufner,13.33,134,1005,+0.07
2017,88,0,31557,Jim Herman,13.33,123,923,-0.01
2017,90,0,32102,Rickie Fowler,13.36,117,876,-0.01
2017,91,0,27436,Graham DeLaet,13.4,132,985,+0.09
2017,91,0,39975,Michael Kim,13.4,156,1164,+0.01
2017,91,0,25396,Kevin Na,13.4,123,918,-0.04
2017,94,0,29926,Danny Lee,13.42,141,1051,+0.07
2017,95,0,22371,Aaron Baddeley,13.44,86,640,-0.02
2017,96,0,34021,Bud Cauley,13.46,152,1129,+0.03
2017,97,0,29479,Scott Brown,13.52,147,1087,+0.10
2017,97,0,46970,Jon Rahm,13.52,124,917,-0.03
2017,99,0,20472,Alex Cejka,13.57,117,862,+0.14
2017,100,0,25364,Paul Casey,13.61,135,992,-0.07
2017,101,0,33399,Adam Hadwin,13.63,149,1093,+0.14
2017,101,0,28237,Rory McIlroy,13.63,68,499,-0.04
2017,103,0,34213,Grayson Murray,13.64,161,1180,+0.09
2017,104,0,29461,Jamie Lovemark,13.68,151,1104,-0.06
2017,104,0,28132,Tyrone Van Aswegen,13.68,152,1111,+0.03
2017,106,0,21961,Charles Howell III,13.74,129,939,+0.03
2017,107,0,27895,Jonas Blixt,13.78,112,813,+0.13
2017,108,0,37455,Si Woo Kim,13.79,115,834,+0.12
2017,109,0,34409,David Lingmerth,13.81,132,956,-0.03
2017,110,0,24924,Bill Haas,13.83,138,998,+0.07
2017,111,0,30944,Jason Kokrak,13.87,159,1146,+0.02
2017,112,0,31560,Brian Stuard,13.89,134,965,+0.16
2017,112,0,26951,Johnson Wagner,13.89,110,792,+0.04
2017,114,0,25720,Chad Collins,13.92,104,747,+0.05
2017,115,0,32366,Kevin Chappell,13.94,139,997,+0.07
2017,116,0,30191,Julián Etulain,14.06,100,711,+0.01
2017,117,0,29485,Brett Stegmaier,14.11,113,801,+0.14
2017,117,0,25804,Bubba Watson,14.11,104,737,+0.07
2017,119,0,36689,Brooks Koepka,14.12,130,921,+0.05
2017,120,0,25349,Tim Wilkinson,14.15,90,636,+0.10
2017,121,0,27649,Brandt Snedeker,14.19,84,592,-0.08
2017,122,0,31323,Gary Woodland,14.24,134,941,+0.11
2017,123,0,26300,Matt Jones,14.27,101,708,+0.03
2017,124,0,46732,Rick Lamb,14.37,76,529,+0.08
2017,125,0,20593,Greg Chalmers,14.38,136,946,+0.15
2017,126,0,31416,Derek Fathauer,14.4,128,889,+0.15
2017,127,0,34174,John Huh,14.46,153,1058,+0.07
2017,128,0,22405,Justin Rose,14.54,107,736,-0.07
2017,129,0,24140,Sean O'Hair,14.62,142,971,+0.09
2017,130,0,27129,Luke List,14.68,174,1185,-0.10
2017,131,0,33120,Mark Anderson,14.7,86,585,-0.01
2017,132,0,33418,Shawn Stefani,14.73,123,835,+0.18
2017,133,0,47959,Bryson DeChambeau,14.76,148,1003,+0.14
2017,134,0,46443,Brian Campbell,14.89,85,571,+0.08
2017,135,0,25240,D.A. Points,14.92,121,811,+0.14
2017,136,0,24358,Robert Garrigus,14.93,123,824,+0.02
2017,136,0,34358,Jonathan Randolph,14.93,106,710,+0.13
2017,138,0,35545,Blayne Barber,15.15,141,931,+0.16
2017,139,0,27974,Sung Kang,15.2,173,1138,-0.02
2017,140,0,23353,J.J. Henry,15.27,159,1041,+0.07
2017,141,0,47128,Richy Werenski,15.29,130,850,+0.21
2017,142,0,12510,Chad Campbell,15.31,181,1182,+0.08
2017,143,0,29720,Andres Gonzales,15.32,121,790,+0.03
2017,144,0,32150,Michael Thompson,15.38,94,611,+0.15
2017,145,0,34360,Patrick Reed,15.4,180,1169,+0.02
2017,146,0,48084,Wesley Bryan,15.52,165,1063,+0.08
2017,147,0,30852,Ryo Ishikawa,15.53,91,586,+0.07
2017,147,0,30925,Dustin Johnson,15.53,127,818,-0.09
2017,149,0,29908,C.T. Pan,15.58,165,1059,+0.08
2017,150,0,39954,Cody Gribble,15.6,151,968,-0.03
2017,151,0,34264,Hudson Swafford,15.62,164,1050,+0.01
2017,152,0,27095,Nick Watney,15.65,138,882,+0.01
2017,153,0,20157,Retief Goosen,15.66,88,562,+0.08
2017,154,0,27958,Ryan Blaum,15.72,179,1139,+0.11
2017,155,0,27064,Jhonattan Vegas,15.94,158,991,+0.10
2017,156,0,25191,Gonzalo Fernandez-Castaño,16.01,97,606,-0.01
2017,157,0,22056,Cameron Percy,16.08,123,765,+0.13
2017,158,0,23497,Tag Ridings,16.09,112,696,-0.10
2017,159,0,28089,Jason Day,16.12,122,757,+0.10
2017,160,0,35532,Tom Hoge,16.2,87,537,E
2017,161,0,28500,Martin Flores,16.3,150,920,-0.01
2017,162,0,34431,Robert Streb,16.55,192,1160,E
2017,162,0,33419,Cameron Tringale,16.55,148,894,+0.03
2017,164,0,30692,Scott Stallings,16.7,157,940,+0.04
2017,165,0,21209,Sergio Garcia,16.72,107,640,+0.10
2017,166,0,46440,Smylie Kaufman,16.86,147,872,+0.01
2017,167,0,20229,Stewart Cink,16.96,190,1120,E
2017,168,0,35300,Andrew Loupe,17.06,108,633,+0.16
2017,169,0,37454,Whee Kim,17.12,146,853,+0.06
2017,170,0,32757,Patton Kizzire,17.19,170,989,+0.09
2017,171,0,46601,Trey Mullinax,17.41,168,965,+0.02
2017,172,0,32333,Kevin Tway,17.42,177,1016,+0.12
2017,173,0,29289,S.Y. Noh,17.43,179,1027,+0.04
2017,174,0,27770,Camilo Villegas,17.7,151,853,+0.05
2017,175,0,33448,Justin Thomas,17.75,159,896,-0.03
2017,176,0,36699,Patrick Rodgers,17.76,162,912,+0.09
2017,177,0,26331,Charl Schwartzel,17.85,118,661,-0.06
2017,178,0,34099,Harris English,18.01,177,983,+0.02
2017,179,0,28252,Seamus Power,18.07,170,941,-0.02
2017,180,0,46550,Brandon Hagy,18.25,173,948,+0.01
2017,181,0,48822,Sebastián Muñoz,18.35,98,534,+0.06
2017,182,0,24846,Ricky Barnes,18.56,198,1067,E
2017,183,0,27141,J.B. Holmes,18.71,156,834,+0.05
2017,184,0,29222,Billy Hurley III,18.85,181,960,+0.09
2017,185,0,28307,Matt Every,19.51,160,820,+0.14
2017,186,0,25345,Carl Pettersson,19.94,142,712,+0.13
2017,187,0,1810,Phil Mickelson,19.96,190,952,+0.04
2017,188,0,46501,Ollie Schniederjans,20.21,226,1118,+0.12
2017,189,0,28420,Ryan Brehm,20.6,184,893,-0.01
2017,190,0,25274,Steven Bowditch,21.4,128,598,+0.18
2010,1,0,2206,David Toms,8.26,80,969,+0.18
2010,2,0,6621,Joe Durant,8.49,67,789,+0.16
2010,3,0,8385,Omar Uresti,9.22,78,846,+0.19
2010,4,0,2239,Scott Verplank,9.29,72,775,+0.10
2010,5,0,1948,Tim Petrovic,9.54,124,1300,+0.19
2010,6,0,23800,Bryce Molder,9.56,96,1004,+0.13
2010,7,0,22293,Heath Slocum,9.72,99,1019,+0.02
2010,8,0,24024,Zach Johnson,9.85,103,1046,+0.08
2010,9,0,7363,Craig Bowden,9.92,66,665,+0.12
2010,10,0,25686,Jason Dufner,10.03,96,957,+0.09
2010,11,0,26301,James Nitties,10.05,112,1114,+0.11
2010,12,0,20127,Chris Riley,10.08,88,873,+0.16
2010,13,0,1619,Skip Kendall,10.18,69,678,+0.17
2010,14,0,1766,Billy Mayfair,10.19,92,903,+0.22
2010,15,0,1797,Rocco Mediate,10.24,86,840,+0.15
2010,16,0,6643,Paul Goydos,10.28,94,914,+0.12
2010,17,0,27933,John Merrick,10.35,132,1275,+0.14
2010,18,0,21753,Brian Davis,10.45,129,1235,+0.17
2010,19,0,28087,Kris Blanks,10.55,108,1024,+0.19
2010,20,0,23135,Tim Clark,10.58,100,945,+0.10
2010,20,0,19846,Brian Gay,10.58,121,1144,+0.10
2010,22,0,27060,John Mallinger,10.6,95,896,+0.28
2010,23,0,12510,Chad Campbell,10.68,120,1124,+0.18
2010,24,0,6251,Chris DiMarco,10.74,115,1071,+0.07
2010,25,0,22913,John Rollins,10.77,112,1040,+0.02
2010,26,0,23548,Bill Lunde,10.87,100,920,+0.10
2010,26,0,27330,Josh Teater,10.87,137,1260,+0.18
2010,28,0,25720,Chad Collins,10.94,113,1033,+0.10
2010,29,0,27214,Kevin Streelman,10.95,121,1105,+0.19
2010,30,0,24781,Hunter Mahan,11.0,102,927,+0.01
2010,31,0,8725,Tom Gillis,11.04,138,1250,+0.07
2010,32,0,21731,Freddie Jacobson,11.07,118,1066,+0.11
2010,33,0,20593,Greg Chalmers,11.1,133,1198,-0.01
2010,34,0,29285,Brent Delahoussaye,11.13,72,647,+0.18
2010,35,0,26420,Richard Johnson,11.17,113,1012,+0.26
2010,36,0,21878,Mark Wilson,11.27,124,1100,+0.10
2010,37,0,23541,Ben Crane,11.35,104,916,+0.10
2010,38,0,23638,Brendon de Jonge,11.51,144,1251,+0.10
2010,39,0,20160,Charlie Wi,11.55,142,1229,+0.03
2010,40,0,26289,Boo Weekley,11.56,119,1029,+0.12
2010,41,0,12705,Cliff Kresge,11.59,72,621,+0.18
2010,42,0,20472,Alex Cejka,11.6,108,931,+0.21
2010,42,0,1313,Steve Elkington,11.6,94,810,+0.07
2010,44,0,32102,Rickie Fowler,11.62,133,1145,+0.08
2010,45,0,23325,Vaughn Taylor,11.73,128,1091,+0.12
2010,46,0,24357,K.J. Choi,11.76,99,842,+0.12
2010,47,0,22946,Henrik Bjornstad,11.84,96,811,+0.17
2010,48,0,8537,J.P. Hayes,12.01,113,941,+0.05
2010,49,0,24361,Pat Perez,12.08,139,1151,+0.06
2010,49,0,28620,Aron Price,12.08,104,861,+0.13
2010,51,0,10585,Scott McCarron,12.17,139,1142,+0.03
2010,51,0,26596,Ryan Moore,12.17,103,846,+0.17
2010,53,0,24138,Ian Poulter,12.26,57,465,+0.02
2010,54,0,1320,Bob Estes,12.27,119,970,+0.08
2010,54,0,23621,Rory Sabbatini,12.27,114,929,+0.07
2010,56,0,12716,Charley Hoffman,12.28,130,1059,-0.01
2010,56,0,20691,Greg Owen,12.28,104,847,+0.14
2010,58,0,10885,Robert Allenby,12.31,104,845,+0.13
2010,59,0,10809,Jim Furyk,12.36,103,833,+0.11
2010,60,0,23307,Roger Tambellini,12.47,106,850,+0.14
2010,61,0,23409,James Driscoll,12.48,127,1018,+0.03
2010,62,0,8075,Jerry Kelly,12.5,143,1144,+0.06
2010,62,0,26881,Jarrod Lyle,12.5,79,632,+0.06
2010,62,0,25190,Jeff Quinney,12.5,138,1104,+0.15
2010,65,0,23623,Bo Van Pelt,12.51,151,1207,+0.02
2010,66,0,10425,Jay Williamson,12.54,106,845,+0.08
2010,67,0,6004,Stephen Ames,12.55,120,956,+0.17
2010,68,0,27649,Brandt Snedeker,12.72,131,1030,+0.08
2010,69,0,24912,Will MacKenzie,12.74,120,942,+0.01
2010,70,0,25892,Steve Wheatcroft,12.77,101,791,+0.14
2010,71,0,20105,Jeff Gove,12.79,78,610,+0.12
2010,72,0,27436,Graham DeLaet,12.85,134,1043,-0.06
2010,73,0,12652,Cameron Beckman,12.87,105,816,+0.10
2010,74,0,22056,Cameron Percy,12.92,105,813,+0.02
2010,74,0,27095,Nick Watney,12.92,124,960,E
2010,76,0,25818,Scott Piercy,12.95,143,1104,+0.08
2010,76,0,28780,Nicholas Thompson,12.95,137,1058,+0.18
2010,76,0,23349,Charles Warren,12.95,98,757,+0.15
2010,79,0,29910,Blake Adams,12.96,134,1034,+0.12
2010,80,0,26951,Johnson Wagner,12.97,132,1018,+0.14
2010,81,0,27120,Troy Matteson,12.98,141,1086,+0.01
2010,82,0,10860,Justin Leonard,12.99,130,1001,+0.13
2010,83,0,21961,Charles Howell III,13.03,160,1228,+0.01
2010,84,0,20645,John Senden,13.05,157,1203,+0.10
2010,85,0,1724,Jeff Maggert,13.06,114,873,+0.17
2010,86,0,26695,Michael Letzig,13.16,145,1102,+0.04
2010,87,0,6514,Kevin Johnson,13.26,89,671,+0.16
2010,88,0,32640,Troy Merritt,13.27,140,1055,+0.10
2010,89,0,20574,Mathew Goggin,13.28,139,1047,+0.21
2010,90,0,22371,Aaron Baddeley,13.29,159,1196,-0.11
2010,91,0,1161,Mark Calcavecchia,13.32,61,458,+0.07
2010,91,0,22621,Ben Curtis,13.32,122,916,+0.14
2010,91,0,21949,Joe Ogilvie,13.32,157,1179,+0.08
2010,94,0,24663,Y.E. Yang,13.35,108,809,+0.04
2010,95,0,22378,Trevor Immelman,13.36,78,584,+0.08
2010,96,0,6527,Steve Stricker,13.48,105,779,+0.03
2010,97,0,1706,Davis Love III,13.5,123,911,+0.06
2010,98,0,28158,Steve Marino,13.55,118,871,+0.03
2010,99,0,12714,Chris Tidland,13.62,128,940,+0.09
2010,100,0,1941,Tom Pernice Jr.,13.63,109,800,+0.20
2010,101,0,6012,Greg Kraft,13.64,73,535,+0.19
2010,101,0,27963,Chris Stroud,13.64,135,990,+0.07
2010,103,0,24358,Robert Garrigus,13.65,114,835,+0.04
2010,104,0,6595,Kevin Sutherland,13.66,147,1076,+0.05
2010,105,0,1707,Steve Lowery,13.67,104,761,+0.10
2010,106,0,27613,David Lutterus,13.69,105,767,+0.10
2010,107,0,24507,Jason Bohn,13.72,139,1013,+0.09
2010,108,0,7867,Woody Austin,13.81,158,1144,+0.10
2010,108,0,20498,Briny Baird,13.81,150,1086,+0.10
2010,110,0,21209,Sergio Garcia,13.82,68,492,-0.06
2010,111,0,25240,D.A. Points,13.83,151,1092,+0.11
2010,112,0,28089,Jason Day,13.85,135,975,+0.12
2010,113,0,31560,Brian Stuard,13.87,135,973,+0.15
2010,114,0,25396,Kevin Na,13.89,145,1044,+0.06
2010,114,0,32617,Jerod Turner,13.89,76,547,+0.16
2010,116,0,28307,Matt Every,13.9,97,698,+0.14
2010,117,0,23353,J.J. Henry,13.92,151,1085,+0.01
2010,117,0,20436,Garrett Willis,13.92,137,984,+0.03
2010,119,0,26679,Kevin Stadler,13.93,138,991,+0.10
2010,120,0,25632,Jimmy Walker,13.94,131,940,-0.05
2010,121,0,11123,Chris Couch,13.95,114,817,+0.03
2010,122,0,26851,Marc Leishman,13.98,138,987,E
2010,123,0,20378,Mathias Grönberg,14.04,97,691,+0.08
2010,124,0,20229,Stewart Cink,14.06,126,896,-0.01
2010,124,0,24140,Sean O'Hair,14.06,127,903,+0.09
2010,126,0,24925,Jonathan Byrd,14.26,161,1129,-0.02
2010,127,0,7457,Steve Flesch,14.29,127,889,+0.16
2010,127,0,24924,Bill Haas,14.29,148,1036,+0.03
2010,127,0,28237,Rory McIlroy,14.29,79,553,-0.09
2010,127,0,24490,George McNeill,14.29,137,959,-0.02
2010,131,0,22405,Justin Rose,14.33,138,963,+0.09
2010,132,0,27936,Martin Laird,14.34,156,1088,+0.07
2010,133,0,6567,Vijay Singh,14.39,113,785,+0.02
2010,134,0,24227,Justin Bolli,14.41,83,576,+0.23
2010,135,0,23788,D.J. Trahan,14.45,163,1128,+0.04
2010,136,0,25900,Lucas Glover,14.46,118,816,+0.06
2010,137,0,33419,Cameron Tringale,14.47,90,622,+0.10
2010,138,0,25345,Carl Pettersson,14.55,166,1141,-0.01
2010,139,0,6522,Ernie Els,14.7,112,762,-0.01
2010,140,0,1945,Kenny Perry,14.71,115,782,+0.10
2010,140,0,20686,Jeev Milkha Singh,14.71,105,714,+0.06
2010,142,0,20572,Rod Pampling,14.77,143,968,+0.08
2010,143,0,20157,Retief Goosen,14.79,108,730,+0.04
2010,143,0,26392,Chris Wilson,14.79,105,710,+0.11
2010,145,0,21959,Ted Purdy,14.81,150,1013,+0.19
2010,146,0,6515,Shaun Micheel,14.87,109,733,+0.15
2010,146,0,8375,Paul Stankowski,14.87,109,733,+0.05
2010,148,0,24846,Ricky Barnes,15.03,170,1131,+0.05
2010,149,0,26882,Michael Sim,15.05,110,731,+0.05
2010,150,0,1116,Michael Bradley,15.08,141,935,+0.02
2010,151,0,22046,Geoff Ogilvy,15.09,104,689,+0.06
2010,152,0,1577,Lee Janzen,15.12,145,959,+0.08
2010,153,0,23718,Nathan Green,15.13,169,1117,+0.08
2010,154,0,23983,Luke Donald,15.17,110,725,-0.12
2010,155,0,24502,Adam Scott,15.18,109,718,E
2010,156,0,23320,Ryan Palmer,15.21,148,973,+0.08
2010,157,0,26300,Matt Jones,15.3,168,1098,E
2010,158,0,25562,Andres Romero,15.38,152,988,+0.04
2010,159,0,23108,Matt Kuchar,15.4,160,1039,+0.03
2010,160,0,10423,Mike Weir,15.44,84,544,+0.10
2010,161,0,26287,Roland Thatcher,15.47,144,931,+0.12
2010,162,0,27466,Spencer Levin,15.49,210,1356,+0.16
2010,163,0,23673,Michael Connell,15.68,167,1065,+0.10
2010,164,0,20850,Daniel Chopra,15.73,143,909,+0.02
2010,164,0,12755,Vance Veazey,15.73,103,655,+0.13
2010,166,0,21350,Ryuji Imada,15.77,182,1154,+0.13
2010,167,0,23322,Brett Wetterich,15.83,116,733,+0.02
2010,168,0,1329,Brad Faxon,15.91,105,660,+0.28
2010,169,0,20848,Ángel Cabrera,15.98,112,701,+0.05
2010,170,0,25364,Paul Casey,16.12,99,614,-0.01
2010,171,0,30925,Dustin Johnson,16.14,139,861,E
2010,172,0,27797,Derek Lamely,16.15,141,873,+0.06
2010,173,0,20663,Brenden Pappas,16.27,122,750,+0.18
2010,174,0,20070,Matt Bettencourt,16.35,156,954,+0.12
2010,175,0,27770,Camilo Villegas,16.41,127,774,+0.09
2010,176,0,27302,Garth Mulroy,16.46,95,577,+0.04
2010,177,0,12782,Tim Herron,16.47,156,947,+0.11
2010,178,0,23613,Rich Barcelo,16.54,129,780,+0.12
2010,179,0,28475,Jeff Overton,16.6,161,970,+0.02
2010,180,0,29221,Webb Simpson,17.02,215,1263,+0.04
2010,181,0,27141,J.B. Holmes,17.04,204,1197,-0.06
