YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,RELATIVE TO PAR
2013,1,0,24138,Ian Poulter,"38' 11""",38.917,1,-1
2013,2,0,10213,Dicky Pride,"42' 4""",84.667,2,-1
2013,3,0,29518,Brendan Steele,"42' 11""",128.667,3,-1
2013,4,0,27214,Kevin Streelman,"44' 3""",132.833,3,-3
2013,5,0,35139,Richard Lee,"47' 9""",143.333,3,-2
2013,6,0,27895,Jonas Blixt,"51' 1""",255.417,5,-4
2013,7,0,23325,Vaughn Taylor,"51' 2""",102.25,2,E
2013,8,0,27129,Luke List,"53' 4""",319.917,6,-6
2013,9,0,6527,Steve Stricker,"53' 10""",107.583,2,-3
2013,10,0,26679,Kevin Stadler,"54' 2""",433.167,8,-4
2013,11,0,8793,Tiger Woods,"55' 0""",275.083,5,-1
2013,12,0,23353,J.J. Henry,"55' 1""",165.167,3,-2
2013,12,0,27770,Camilo Villegas,"55' 1""",385.667,7,E
2013,14,0,20396,Lee Westwood,"55' 11""",335.667,6,E
2013,15,0,21961,Charles Howell III,"58' 10""",235.333,4,-3
2013,16,0,23108,Matt Kuchar,"59' 8""",179.083,3,-2
2013,17,0,6004,Stephen Ames,"60' 1""",300.25,5,-4
2013,18,0,28237,Rory McIlroy,"60' 2""",240.75,4,-2
2013,18,0,24490,George McNeill,"60' 2""",300.667,5,E
2013,20,0,21753,Brian Davis,"60' 8""",182.083,3,-2
2013,21,0,20645,John Senden,"60' 10""",669.083,11,-4
2013,22,0,33141,Keegan Bradley,"61' 7""",308.083,5,-2
2013,22,0,25834,Daniel Summerhays,"61' 7""",369.667,6,-3
2013,24,0,24399,Scott Gardiner,"62' 6""",249.917,4,-3
2013,25,0,22056,Cameron Percy,"63' 4""",443.25,7,-5
2013,26,0,32102,Rickie Fowler,"64' 9""",323.583,5,-4
2013,27,0,28307,Matt Every,"64' 11""",649.333,10,-2
2013,28,0,27503,Steve LeBrun,"65' 5""",327.167,5,-2
2013,29,0,28455,Will Claxton,"66' 7""",266.333,4,E
2013,29,0,27408,Martin Kaymer,"66' 7""",133.083,2,-2
2013,31,0,33418,Shawn Stefani,"67' 3""",403.5,6,-2
2013,32,0,28500,Martin Flores,"67' 6""",404.917,6,-2
2013,32,0,26331,Charl Schwartzel,"67' 6""",405.0,6,-3
2013,34,0,24361,Pat Perez,"67' 7""",270.167,4,-2
2013,35,0,27120,Troy Matteson,"68' 3""",341.167,5,-1
