YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,MONEY
2008,139,0,1226,Fred Couples,$29058
2008,139,0,24781,Hunter Mahan,$29058
2008,141,0,23540,Jason Allred,$28643
2008,142,0,1361,Dan Forsman,$26897
2008,142,0,8375,Paul Stankowski,$26897
2008,144,0,1024,Billy Andrade,$26412
2008,145,0,8075,Jerry Kelly,$26208
2008,146,0,19913,Ron Whittaker,$25800
2008,147,0,25190,Jeff Quinney,$23666
2008,147,0,25804,Bubba Watson,$23666
2008,149,0,12602,Dean Wilson,$23433
2008,150,0,12826,Paul Claxton,$23355
2008,151,0,10117,Bob Heintz,$22678
2008,152,0,26631,Cody Freeman,$22330
2008,153,0,6090,Jim McGovern,$21245
2008,154,0,19803,Ryan Armour,$21160
2008,155,0,20105,Jeff Gove,$21052
2008,156,0,7547,Craig Kanada,$20248
2008,157,0,27064,Jhonattan Vegas,$19828
2008,158,0,26420,Richard Johnson,$19607
2008,159,0,6214,Guy Boros,$19080
2008,159,0,10425,Jay Williamson,$19080
2008,159,0,20436,Garrett Willis,$19080
2008,162,0,2214,Kirk Triplett,$15988
2008,163,0,20229,Stewart Cink,$15640
2008,163,0,21959,Ted Purdy,$15640
2008,165,0,1249,John Daly,$14040
2008,166,0,23797,Brett Rumford,$12840
2008,166,0,26951,Johnson Wagner,$12840
2008,168,0,2101,Joey Sindelar,$12060
2008,169,0,24925,Jonathan Byrd,$11885
2008,170,0,24452,John Douma,$11150
2008,171,0,26289,Boo Weekley,$10568
2008,172,0,25108,Chip Deason,$10350
2008,172,0,25686,Jason Dufner,$10350
2008,174,0,24494,Erik Compton,$10074
2008,175,0,27613,David Lutterus,$9798
2008,176,0,6575,Dudley Hart,$9614
2008,177,0,23541,Ben Crane,$9491
2008,178,0,8339,Spike McRoy,$9490
2008,179,0,1035,Tommy Armour III,$9350
2008,179,0,10585,Scott McCarron,$9350
2008,181,0,8931,Glen Day,$9200
2008,182,0,25863,Rod Perry,$9154
2008,183,0,25045,Mike Ruiz,$8692
2008,184,0,1685,J.L. Lewis,$8685
2008,185,0,20029,Notah Begay III,$7992
2008,185,0,25273,Andrew Buckle,$7992
2008,185,0,1823,Larry Mize,$7992
2008,188,0,1132,Mark Brooks,$7488
2008,188,0,1157,Tom Byrum,$7488
2008,188,0,1761,Len Mattiace,$7488
2008,191,0,27766,Casey Bourque,$7462
2008,192,0,6332,Neal Lancaster,$7092
2008,193,0,1142,Bart Bryant,$6696
2007,1,0,10860,Justin Leonard,$1255825
2007,2,0,7457,Steve Flesch,$1124013
2007,3,0,20850,Daniel Chopra,$1101150
2007,4,0,10423,Mike Weir,$996000
2007,5,0,6004,Stephen Ames,$875267
2007,6,0,24490,George McNeill,$820560
2007,7,0,12510,Chad Campbell,$723440
2007,8,0,6197,Michael Allen,$704655
2007,9,0,12660,Jesper Parnevik,$642160
2007,10,0,20433,Mark Hensby,$602320
2007,11,0,24140,Sean O'Hair,$560862
2007,12,0,23135,Tim Clark,$557657
2007,13,0,12652,Cameron Beckman,$541179
2007,14,0,21731,Freddie Jacobson,$528853
2007,15,0,12680,Shigeki Maruyama,$526103
2007,16,0,26951,Johnson Wagner,$505200
2007,17,0,20645,John Senden,$475750
2007,18,0,25345,Carl Pettersson,$461055
2007,19,0,23788,D.J. Trahan,$440638
2007,20,0,27060,John Mallinger,$438494
2007,21,0,20378,Mathias Grönberg,$429410
2007,22,0,1388,Robert Gamez,$424420
2007,23,0,24924,Bill Haas,$407683
2007,24,0,1766,Billy Mayfair,$406558
2007,25,0,27963,Chris Stroud,$403561
2007,26,0,28475,Jeff Overton,$379533
2007,27,0,24358,Robert Garrigus,$377500
2007,28,0,10733,Kent Jones,$370868
2007,29,0,23623,Bo Van Pelt,$368500
2007,30,0,22293,Heath Slocum,$365225
2007,31,0,21470,Daisuke Maruyama,$340637
2007,32,0,20104,Ken Duke,$338363
2007,33,0,12716,Charley Hoffman,$333950
2007,34,0,20574,Mathew Goggin,$329101
2007,35,0,24449,Parker McLachlin,$324550
2007,36,0,20472,Alex Cejka,$322110
2007,37,0,1035,Tommy Armour III,$270900
2007,38,0,19803,Ryan Armour,$270861
2007,39,0,23497,Tag Ridings,$264340
2007,40,0,20498,Briny Baird,$262501
2007,41,0,21646,David Branshaw,$253138
2007,42,0,20160,Charlie Wi,$250469
2007,43,0,2239,Scott Verplank,$239200
2007,44,0,23800,Bryce Molder,$234143
2007,45,0,10213,Dicky Pride,$225568
2007,46,0,27095,Nick Watney,$222983
2007,47,0,21753,Brian Davis,$218178
2007,48,0,26289,Boo Weekley,$211694
2007,49,0,8537,J.P. Hayes,$205125
2007,50,0,23638,Brendon de Jonge,$190393
2007,51,0,1320,Bob Estes,$188492
2007,52,0,23349,Charles Warren,$187510
2007,53,0,6034,Marco Dawson,$186635
2007,54,0,22892,Jason Gore,$185523
2007,55,0,26881,Jarrod Lyle,$185116
2007,56,0,12602,Dean Wilson,$182850
2007,57,0,6515,Shaun Micheel,$180558
2007,58,0,20127,Chris Riley,$177315
2007,59,0,20105,Jeff Gove,$176354
2007,60,0,26596,Ryan Moore,$174931
2007,61,0,24361,Pat Perez,$174500
2007,62,0,26882,Michael Sim,$172722
2007,63,0,6350,Bob May,$171205
2007,64,0,25190,Jeff Quinney,$168646
2007,65,0,21949,Joe Ogilvie,$163953
2007,66,0,20436,Garrett Willis,$157291
2007,67,0,1361,Dan Forsman,$150165
2007,68,0,27141,J.B. Holmes,$147460
2007,69,0,1707,Steve Lowery,$146157
2007,70,0,23353,J.J. Henry,$140850
2007,71,0,20691,Greg Owen,$136350
2007,72,0,23614,Rich Beem,$134653
2007,73,0,1142,Bart Bryant,$133880
2007,74,0,22212,Craig Lile,$130356
2007,75,0,21350,Ryuji Imada,$128871
2007,76,0,12782,Tim Herron,$125281
2007,77,0,19846,Brian Gay,$124020
2007,78,0,25273,Andrew Buckle,$122250
2007,79,0,27561,Nick Flanagan,$122028
2007,80,0,6621,Joe Durant,$119608
2007,81,0,24290,D.J. Brigman,$116333
2007,82,0,8075,Jerry Kelly,$114785
2007,83,0,12714,Chris Tidland,$114221
2007,84,0,25396,Kevin Na,$114035
2007,85,0,1948,Tim Petrovic,$108070
2007,86,0,27933,John Merrick,$103055
2007,87,0,23325,Vaughn Taylor,$103054
2007,88,0,1941,Tom Pernice Jr.,$103042
2007,89,0,21878,Mark Wilson,$96000
2007,90,0,12705,Cliff Kresge,$95030
2007,91,0,21805,Harrison Frazar,$93720
2007,92,0,20229,Stewart Cink,$92000
2007,93,0,26679,Kevin Stadler,$88350
2007,94,0,23541,Ben Crane,$88329
2007,95,0,26420,Richard Johnson,$86350
2007,96,0,25686,Jason Dufner,$86020
2007,97,0,22913,John Rollins,$82828
2007,98,0,1261,Jay Delsing,$76308
2007,99,0,25804,Bubba Watson,$75912
2007,100,0,23322,Brett Wetterich,$73600
2007,101,0,29476,Kyle Reifers,$73391
2007,102,0,23320,Ryan Palmer,$73304
2007,103,0,20098,Stuart Appleby,$73028
2007,104,0,10425,Jay Williamson,$71460
2007,105,0,11032,Frank Lickliter II,$68040
2007,106,0,1161,Mark Calcavecchia,$68000
2007,106,0,12663,Phil Tataurangi,$68000
2007,108,0,23933,Michael Boyd,$63689
2007,109,0,1724,Jeff Maggert,$61560
2007,110,0,2214,Kirk Triplett,$61222
2007,111,0,2246,Duffy Waldorf,$61093
2007,112,0,20628,Arron Oberholser,$60857
2007,113,0,21407,Arjun Atwal,$60018
2007,114,0,1553,John Huston,$59753
2007,115,0,28158,Steve Marino,$59553
2007,116,0,24980,Scott Gutschewski,$57555
2007,117,0,19824,Craig Barlow,$55204
2007,118,0,27702,Matt Hendrix,$53521
2007,119,0,25900,Lucas Glover,$52768
2007,120,0,21806,Paul Gow,$52335
2007,121,0,1024,Billy Andrade,$52150
2007,122,0,23613,Rich Barcelo,$49803
2007,123,0,10117,Bob Heintz,$49375
2007,124,0,21959,Ted Purdy,$49292
2007,125,0,7547,Craig Kanada,$48025
2007,126,0,2101,Joey Sindelar,$47185
2007,127,0,1381,Fred Funk,$43730
2007,128,0,21660,Jason Schultz,$43572
2007,129,0,12823,Carlos Franco,$42600
2007,130,0,10885,Robert Allenby,$42030
2007,131,0,23108,Matt Kuchar,$41395
2007,132,0,1132,Mark Brooks,$40395
2007,133,0,25892,Steve Wheatcroft,$37954
2007,134,0,2223,Bob Tway,$37201
2007,135,0,8931,Glen Day,$37067
2007,136,0,20382,Stephen Leaney,$36533
2007,137,0,6332,Neal Lancaster,$34982
2007,138,0,23048,Eric Axley,$34276
2007,139,0,7363,Craig Bowden,$32580
2007,140,0,1203,Russ Cochran,$31275
2007,141,0,22348,Nick O'Hern,$30225
2007,142,0,26360,Bubba Dickerson,$29010
2007,143,0,22806,Doug LaBelle II,$28570
2007,144,0,20623,Gavin Coles,$28053
2007,145,0,30711,Colt Knost,$27483
2007,146,0,1577,Lee Janzen,$26280
2007,147,0,2245,Grant Waite,$25935
2007,148,0,8123,Jeff Brehaut,$25282
2007,149,0,28486,Michael Putnam,$24570
2007,150,0,1928,Corey Pavin,$24003
2007,151,0,1797,Rocco Mediate,$23642
2007,152,0,8881,Tripp Isenhour,$23156
2007,153,0,1473,Todd Hamilton,$23010
2007,154,0,6595,Kevin Sutherland,$22220
2007,155,0,24912,Will MacKenzie,$21620
2007,156,0,2036,Jim Rutledge,$21231
2007,157,0,1249,John Daly,$20073
2007,158,0,6012,Greg Kraft,$19840
2007,159,0,19881,Robert Damron,$18060
2007,160,0,1385,Jim Gallagher Jr.,$16755
2007,161,0,1313,Steve Elkington,$14350
2007,162,0,29718,Anthony Kim,$13986
2007,163,0,22621,Ben Curtis,$12870
2007,164,0,23718,Nathan Green,$12360
2007,165,0,23548,Bill Lunde,$12093
2007,165,0,22295,Darron Stiles,$12093
2007,167,0,9011,David Duval,$10878
2007,168,0,1157,Tom Byrum,$9810
2007,168,0,12195,Tom Johnson,$9810
2007,170,0,7867,Woody Austin,$8694
2007,171,0,6090,Jim McGovern,$8638
2007,172,0,8339,Spike McRoy,$8280
2007,173,0,2215,Paul Trittler,$7640
2007,174,0,23824,Oliver Thomson,$7630
2007,175,0,20569,Richard Green,$7400
2007,176,0,6809,Bob Burns,$7245
2007,177,0,12645,Brent Geiberger,$7120
2007,177,0,29720,Andres Gonzales,$7120
2007,179,0,24457,Jaco Van Zyl,$6960
2009,1,0,23108,Matt Kuchar,$1193700
2009,2,0,27120,Troy Matteson,$941455
2009,3,0,6004,Stephen Ames,$889250
2009,4,0,27936,Martin Laird,$872250
2009,5,0,24490,George McNeill,$783200
2009,6,0,23325,Vaughn Taylor,$659000
2009,7,0,32102,Rickie Fowler,$571090
2009,8,0,1948,Tim Petrovic,$539800
2009,9,0,10860,Justin Leonard,$491700
2009,10,0,29461,Jamie Lovemark,$440000
2009,11,0,12510,Chad Campbell,$396016
2009,12,0,22348,Nick O'Hern,$371456
2009,13,0,27683,Leif Olson,$348000
2009,14,0,22405,Justin Rose,$308800
2009,15,0,25632,Jimmy Walker,$300850
2009,16,0,25240,D.A. Points,$289865
2009,17,0,28780,Nicholas Thompson,$266728
2009,18,0,29221,Webb Simpson,$252700
2009,19,0,26596,Ryan Moore,$248700
2009,20,0,23135,Tim Clark,$246230
2009,20,0,23548,Bill Lunde,$246230
2009,22,0,23623,Bo Van Pelt,$234522
2009,23,0,20645,John Senden,$228000
2009,24,0,24503,Jeff Klauk,$207658
2009,25,0,1941,Tom Pernice Jr.,$202598
2009,26,0,27963,Chris Stroud,$201129
2009,27,0,20378,Mathias Grönberg,$197528
2009,28,0,23541,Ben Crane,$197400
2009,28,0,25818,Scott Piercy,$197400
2009,30,0,21805,Harrison Frazar,$195930
2009,31,0,23788,D.J. Trahan,$194898
2009,32,0,25345,Carl Pettersson,$188685
2009,33,0,20472,Alex Cejka,$185040
2009,34,0,10809,Jim Furyk,$184800
2009,35,0,20686,Jeev Milkha Singh,$183504
2009,36,0,20572,Rod Pampling,$174600
2009,37,0,23800,Bryce Molder,$173750
2009,37,0,10423,Mike Weir,$173750
2009,39,0,25562,Andres Romero,$169430
2009,40,0,24925,Jonathan Byrd,$166300
2009,41,0,21753,Brian Davis,$162575
2009,42,0,26498,Matt Weibring,$161904
2009,43,0,12716,Charley Hoffman,$151200
2009,44,0,21731,Freddie Jacobson,$149159
2009,45,0,20634,Peter Lonard,$145344
2009,46,0,23621,Rory Sabbatini,$144500
2009,47,0,24507,Jason Bohn,$140690
2009,48,0,22293,Heath Slocum,$135000
2009,49,0,24024,Zach Johnson,$131600
2009,50,0,24924,Bill Haas,$124400
2009,51,0,12782,Tim Herron,$121720
2009,52,0,21961,Charles Howell III,$117098
2009,53,0,6251,Chris DiMarco,$110080
2009,54,0,24358,Robert Garrigus,$105938
2009,55,0,27214,Kevin Streelman,$104826
2009,56,0,28475,Jeff Overton,$103400
2009,57,0,1706,Davis Love III,$102000
2009,58,0,24912,Will MacKenzie,$101178
2009,59,0,20593,Greg Chalmers,$97625
2009,60,0,20691,Greg Owen,$96678
2009,61,0,10117,Bob Heintz,$89800
2009,62,0,20127,Chris Riley,$89260
2009,63,0,1677,Tom Lehman,$83850
2009,64,0,12602,Dean Wilson,$81914
2009,65,0,10733,Kent Jones,$79610
2009,66,0,24980,Scott Gutschewski,$78240
2009,66,0,26301,James Nitties,$78240
2009,68,0,1797,Rocco Mediate,$78100
2009,68,0,24361,Pat Perez,$78100
2009,70,0,27649,Brandt Snedeker,$75487
2009,71,0,26951,Johnson Wagner,$73278
2009,72,0,21949,Joe Ogilvie,$72850
2009,73,0,26476,Chez Reavie,$72490
2009,74,0,24781,Hunter Mahan,$71400
2009,75,0,23614,Rich Beem,$66298
2009,76,0,27466,Spencer Levin,$65275
2009,77,0,22371,Aaron Baddeley,$54950
2009,78,0,6197,Michael Allen,$51900
2009,78,0,26679,Kevin Stadler,$51900
2009,80,0,1313,Steve Elkington,$50525
2009,81,0,21959,Ted Purdy,$50215
2009,82,0,23718,Nathan Green,$49684
2009,83,0,19846,Brian Gay,$48849
2009,84,0,30711,Colt Knost,$48200
2009,85,0,7749,Brett Quigley,$45676
2009,86,0,21878,Mark Wilson,$42325
2009,87,0,1724,Jeff Maggert,$40067
2009,87,0,22913,John Rollins,$40067
2009,89,0,20850,Daniel Chopra,$40028
2009,90,0,23353,J.J. Henry,$39436
2009,91,0,1116,Michael Bradley,$38640
2009,92,0,1766,Billy Mayfair,$38290
2009,93,0,1928,Corey Pavin,$38151
2009,94,0,22621,Ben Curtis,$38150
2009,94,0,30925,Dustin Johnson,$38150
2009,96,0,2206,David Toms,$38144
2009,97,0,26287,Roland Thatcher,$37810
2009,98,0,1473,Todd Hamilton,$34780
2009,99,0,20098,Stuart Appleby,$33362
2009,100,0,26300,Matt Jones,$33060
2009,101,0,25190,Jeff Quinney,$31522
2009,101,0,10425,Jay Williamson,$31522
