YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,MONEY
2012,1,0,27895,Jonas Blixt,$1262294
2012,2,0,32334,Charlie Beljan,$949250
2012,3,0,26596,Ryan Moore,$810000
2012,4,0,30750,Tommy Gainey,$736045
2012,5,0,23638,Brendon de Jonge,$700787
2012,6,0,30944,Jason Kokrak,$472890
2012,7,0,24358,Robert Garrigus,$453087
2012,8,0,1948,Tim Petrovic,$440000
2012,9,0,2206,David Toms,$432000
2012,10,0,28307,Matt Every,$422520
2012,11,0,33122,Russell Knox,$347850
2012,12,0,25632,Jimmy Walker,$309375
2012,13,0,21961,Charles Howell III,$308216
2012,14,0,10809,Jim Furyk,$272000
2012,15,0,19846,Brian Gay,$270218
2012,16,0,12782,Tim Herron,$259665
2012,17,0,23548,Bill Lunde,$245839
2012,18,0,6567,Vijay Singh,$238347
2012,19,0,28475,Jeff Overton,$236913
2012,20,0,27060,John Mallinger,$236362
2012,21,0,30692,Scott Stallings,$229087
2012,22,0,28089,Jason Day,$224920
2012,23,0,25457,Alexandre Rocha,$215056
2012,24,0,1706,Davis Love III,$214819
2012,25,0,27330,Josh Teater,$204575
2012,26,0,23788,D.J. Trahan,$201911
2012,27,0,29910,Blake Adams,$199000
2012,28,0,26289,Boo Weekley,$187637
2012,29,0,35139,Richard Lee,$180975
2012,30,0,20691,Greg Owen,$169738
2012,31,0,20160,Charlie Wi,$165087
2012,32,0,32150,Michael Thompson,$164500
2012,33,0,25818,Scott Piercy,$156375
2012,34,0,24507,Jason Bohn,$151577
2012,35,0,31323,Gary Woodland,$149541
2012,36,0,22961,David Mathis,$148928
2012,37,0,20574,Mathew Goggin,$148769
2012,38,0,28500,Martin Flores,$146175
2012,39,0,34360,Patrick Reed,$145487
2012,40,0,8075,Jerry Kelly,$144591
2012,41,0,33120,Mark Anderson,$135056
2012,42,0,12510,Chad Campbell,$134971
2012,43,0,27770,Camilo Villegas,$134010
2012,44,0,29518,Brendan Steele,$130260
2012,45,0,27214,Kevin Streelman,$127087
2012,46,0,20850,Daniel Chopra,$125311
2012,47,0,34099,Harris English,$123354
2012,48,0,6036,Scott Dunlap,$121954
2012,49,0,31401,Zack Miller,$114360
2012,50,0,8725,Tom Gillis,$112800
2012,50,0,21951,Joey Snyder III,$112800
2012,52,0,27095,Nick Watney,$112500
2012,53,0,23800,Bryce Molder,$106000
2012,54,0,24140,Sean O'Hair,$101203
2012,55,0,12652,Cameron Beckman,$95920
2012,56,0,29926,Danny Lee,$95050
2012,57,0,22293,Heath Slocum,$93982
2012,58,0,21407,Arjun Atwal,$92000
2012,58,0,21878,Mark Wilson,$92000
2012,60,0,23320,Ryan Palmer,$89407
2012,61,0,30711,Colt Knost,$88545
2012,62,0,1724,Jeff Maggert,$83748
2012,63,0,26300,Matt Jones,$82992
2012,64,0,26476,Chez Reavie,$81242
2012,65,0,25274,Steven Bowditch,$80100
2012,66,0,22621,Ben Curtis,$77679
2012,67,0,20104,Ken Duke,$76682
2012,68,0,29476,Kyle Reifers,$74058
2012,69,0,6522,Ernie Els,$72500
2012,69,0,32698,Bobby Gates,$72500
2012,69,0,34174,John Huh,$72500
2012,72,0,21528,Henrik Stenson,$72004
2012,73,0,25834,Daniel Summerhays,$68376
2012,74,0,29420,Billy Horschel,$68353
2012,75,0,29479,Scott Brown,$66414
2012,76,0,22348,Nick O'Hern,$61117
2012,77,0,20848,Ángel Cabrera,$57787
2012,78,0,27064,Jhonattan Vegas,$56928
2012,79,0,32200,Roberto Castro,$55600
2012,80,0,28455,Will Claxton,$54768
2012,81,0,19970,Robert Karlsson,$53160
2012,82,0,34021,Bud Cauley,$52964
2012,83,0,23325,Vaughn Taylor,$52810
2012,84,0,21350,Ryuji Imada,$49305
2012,85,0,25240,D.A. Points,$45071
2012,86,0,10860,Justin Leonard,$44753
2012,87,0,27302,Garth Mulroy,$44618
2012,88,0,20229,Stewart Cink,$43328
2012,89,0,31558,J.J. Killeen,$43256
2012,90,0,23718,Nathan Green,$42578
2012,91,0,22913,John Rollins,$41068
2012,92,0,1320,Bob Estes,$39487
2012,92,0,25396,Kevin Na,$39487
2012,94,0,21753,Brian Davis,$38911
2012,95,0,26758,David Hearn,$38663
2012,96,0,20098,Stuart Appleby,$38595
2012,97,0,20127,Chris Riley,$38267
2012,98,0,24940,Edward Loar,$37291
2012,99,0,32366,Kevin Chappell,$36561
2012,100,0,30926,Chris Kirk,$36259
2012,101,0,27933,John Merrick,$35922
2012,102,0,20572,Rod Pampling,$34135
2012,103,0,27644,Brian Harman,$33172
2012,104,0,20623,Gavin Coles,$33148
2012,105,0,1797,Rocco Mediate,$32826
2012,106,0,26287,Roland Thatcher,$31255
2012,107,0,26679,Kevin Stadler,$29250
2012,108,0,1766,Billy Mayfair,$28755
2012,109,0,24494,Erik Compton,$27810
2012,110,0,20436,Garrett Willis,$26095
2012,111,0,20070,Matt Bettencourt,$25540
2012,112,0,24846,Ricky Barnes,$25425
2012,113,0,23452,Nicolas Colsaerts,$24125
2012,114,0,27797,Derek Lamely,$23735
2012,115,0,23541,Ben Crane,$22550
2012,115,0,23409,James Driscoll,$22550
2012,115,0,6621,Joe Durant,$22550
2012,115,0,23621,Rory Sabbatini,$22550
2012,119,0,28093,Miguel Angel Carballo,$21448
2012,120,0,37273,Derek Ernst,$20000
2012,121,0,27141,J.B. Holmes,$19295
2012,122,0,24490,George McNeill,$18922
2012,122,0,25562,Andres Romero,$18922
2012,122,0,25892,Steve Wheatcroft,$18922
2012,125,0,6034,Marco Dawson,$17701
2012,126,0,20095,Carl Paulson,$16943
2012,127,0,23204,Gary Christian,$16735
2012,128,0,20472,Alex Cejka,$15892
2012,129,0,6251,Chris DiMarco,$15772
2012,130,0,35450,Patrick Cantlay,$12842
2012,130,0,11032,Frank Lickliter II,$12842
2012,132,0,28118,Peter Tomasulo,$12826
2012,133,0,23542,Tommy Biershenk,$11857
2012,133,0,26668,Marc Turnesa,$11857
2012,135,0,31202,William McGirt,$11248
2012,136,0,35879,Kelly Kraft,$10850
2012,137,0,1941,Tom Pernice Jr.,$10622
2012,137,0,27556,Ted Potter Jr.,$10622
2012,139,0,6004,Stephen Ames,$10450
2012,139,0,23903,Stephen Gangluff,$10450
2012,141,0,27963,Chris Stroud,$10340
2012,141,0,33419,Cameron Tringale,$10340
2012,143,0,24024,Zach Johnson,$10240
2012,144,0,1473,Todd Hamilton,$9900
2012,145,0,28308,Troy Kelly,$9720
2012,146,0,22548,Patrick Sheehan,$9212
2012,147,0,36690,Hunter Hamrick,$9000
2012,148,0,29222,Billy Hurley III,$8920
2012,149,0,1249,John Daly,$8910
2012,150,0,10505,Shane Bertsch,$8836
2012,151,0,22582,Kyle Thompson,$8640
2012,152,0,37340,Chase Wright,$8360
2012,153,0,10885,Robert Allenby,$7120
2008,1,0,1706,Davis Love III,$1317689
2008,2,0,30925,Dustin Johnson,$1168290
2008,3,0,26668,Marc Turnesa,$1066668
2008,4,0,12652,Cameron Beckman,$1048666
2008,5,0,24024,Zach Johnson,$914190
2008,6,0,23320,Ryan Palmer,$910350
2008,7,0,10885,Robert Allenby,$804170
2008,8,0,24912,Will MacKenzie,$675197
2008,9,0,20574,Mathew Goggin,$613773
2008,10,0,21633,Steve Allan,$591489
2008,11,0,6595,Kevin Sutherland,$569058
2008,12,0,30750,Tommy Gainey,$532020
2008,13,0,24490,George McNeill,$498573
2008,14,0,7867,Woody Austin,$485203
2008,15,0,19846,Brian Gay,$477997
2008,16,0,21878,Mark Wilson,$462108
2008,17,0,23108,Matt Kuchar,$453150
2008,18,0,24361,Pat Perez,$448183
2008,19,0,28475,Jeff Overton,$434966
2008,20,0,24358,Robert Garrigus,$429744
2008,21,0,23325,Vaughn Taylor,$417447
2008,22,0,6197,Michael Allen,$412916
2008,23,0,27120,Troy Matteson,$410197
2008,24,0,25349,Tim Wilkinson,$409642
2008,25,0,21961,Charles Howell III,$401970
2008,26,0,23353,J.J. Henry,$397561
2008,27,0,20104,Ken Duke,$394207
2008,28,0,28158,Steve Marino,$367119
2008,29,0,27963,Chris Stroud,$360552
2008,30,0,20160,Charlie Wi,$357377
2008,31,0,8845,Scott Sterling,$323990
2008,32,0,26695,Michael Letzig,$315592
2008,33,0,21350,Ryuji Imada,$302387
2008,34,0,10423,Mike Weir,$300966
2008,35,0,2239,Scott Verplank,$298513
2008,36,0,28780,Nicholas Thompson,$292803
2008,37,0,1948,Tim Petrovic,$290539
2008,38,0,12782,Tim Herron,$289475
2008,39,0,1320,Bob Estes,$286650
2008,40,0,6621,Joe Durant,$283330
2008,41,0,27060,John Mallinger,$262144
2008,42,0,6012,Greg Kraft,$245680
2008,43,0,2223,Bob Tway,$239058
2008,44,0,12510,Chad Campbell,$233028
2008,45,0,22892,Jason Gore,$231970
2008,46,0,21949,Joe Ogilvie,$228968
2008,47,0,10649,Tom Scherrer,$227859
2008,48,0,24924,Bill Haas,$226803
2008,49,0,27214,Kevin Streelman,$226540
2008,50,0,23125,Brad Elder,$217904
2008,51,0,22348,Nick O'Hern,$209961
2008,52,0,21805,Harrison Frazar,$207100
2008,53,0,20628,Arron Oberholser,$206666
2008,54,0,1313,Steve Elkington,$206625
2008,55,0,23621,Rory Sabbatini,$202800
2008,56,0,26882,Michael Sim,$202758
2008,57,0,6643,Paul Goydos,$197975
2008,58,0,25720,Chad Collins,$178842
2008,59,0,6004,Stephen Ames,$178685
2008,60,0,1941,Tom Pernice Jr.,$178260
2008,61,0,23497,Tag Ridings,$177895
2008,62,0,21753,Brian Davis,$177323
2008,63,0,28089,Jason Day,$176058
2008,64,0,23623,Bo Van Pelt,$171329
2008,65,0,26497,Casey Wittenberg,$167520
2008,66,0,20433,Mark Hensby,$166146
2008,67,0,6251,Chris DiMarco,$163779
2008,68,0,20634,Peter Lonard,$158987
2008,69,0,1553,John Huston,$157290
2008,70,0,23349,Charles Warren,$156629
2008,71,0,10505,Shane Bertsch,$154572
2008,72,0,1724,Jeff Maggert,$154062
2008,73,0,26679,Kevin Stadler,$139965
2008,74,0,23409,James Driscoll,$137919
2008,75,0,20663,Brenden Pappas,$136137
2008,76,0,23778,Brad Adamonis,$133257
2008,77,0,1473,Todd Hamilton,$127974
2008,78,0,27936,Martin Laird,$127032
2008,79,0,24140,Sean O'Hair,$123955
2008,80,0,2206,David Toms,$117028
2008,81,0,12716,Charley Hoffman,$115572
2008,82,0,27095,Nick Watney,$112623
2008,83,0,23614,Rich Beem,$112429
2008,84,0,10213,Dicky Pride,$109260
2008,85,0,25632,Jimmy Walker,$108490
2008,86,0,1577,Lee Janzen,$108014
2008,87,0,12660,Jesper Parnevik,$105879
2008,88,0,22371,Aaron Baddeley,$102500
2008,89,0,22548,Patrick Sheehan,$101523
2008,90,0,10860,Justin Leonard,$99000
2008,91,0,22806,Doug LaBelle II,$89936
2008,92,0,10733,Kent Jones,$88761
2008,93,0,1388,Robert Gamez,$88595
2008,94,0,25345,Carl Pettersson,$87943
2008,95,0,10875,Todd Demsey,$84723
2008,96,0,2002,John Riegger,$83583
2008,97,0,7457,Steve Flesch,$82236
2008,98,0,25396,Kevin Na,$81636
2008,99,0,23718,Nathan Green,$81277
2008,100,0,26596,Ryan Moore,$79458
2008,101,0,20378,Mathias Grönberg,$78642
2008,102,0,24663,Y.E. Yang,$76769
2008,103,0,1766,Billy Mayfair,$75000
2008,104,0,12309,Bob Sowards,$73690
2008,105,0,26300,Matt Jones,$72899
2008,106,0,9011,David Duval,$68687
2008,107,0,8385,Omar Uresti,$67175
2008,108,0,23157,Richard Johnson,$66304
2008,109,0,23135,Tim Clark,$66137
2008,110,0,8537,J.P. Hayes,$64954
2008,111,0,12823,Carlos Franco,$62428
2008,112,0,1116,Michael Bradley,$60869
2008,113,0,21461,Kenneth Ferrie,$60374
2008,114,0,20572,Rod Pampling,$59504
2008,115,0,11032,Frank Lickliter II,$59373
2008,116,0,7749,Brett Quigley,$59254
2008,117,0,20850,Daniel Chopra,$57673
2008,118,0,1139,Olin Browne,$49561
2008,119,0,27141,J.B. Holmes,$49277
2008,120,0,1707,Steve Lowery,$48664
2008,121,0,23048,Eric Axley,$45997
2008,122,0,22582,Kyle Thompson,$44516
2008,123,0,27933,John Merrick,$42417
2008,124,0,6573,Brandt Jobe,$39100
2008,124,0,20645,John Senden,$39100
2008,126,0,24227,Justin Bolli,$39080
2008,127,0,20498,Briny Baird,$38604
2008,128,0,27561,Nick Flanagan,$37803
2008,129,0,26500,Alejandro Cañizares,$36576
2008,130,0,22913,John Rollins,$32660
2008,131,0,32150,Michael Thompson,$32625
2008,132,0,1797,Rocco Mediate,$32500
2008,133,0,20623,Gavin Coles,$32168
2008,134,0,24449,Parker McLachlin,$30899
2008,135,0,26476,Chez Reavie,$30501
2008,136,0,20127,Chris Riley,$29530
2008,137,0,22293,Heath Slocum,$29526
2008,138,0,6034,Marco Dawson,$29476
