YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,FREQUENCY,# OF HOLES,# OF EAGLES
2013,38,0,28500,Martin Flores,166.0,1494,9
2013,38,0,25834,Daniel Summerhays,166.0,1494,9
2013,40,0,29479,Scott Brown,167.1,1170,7
2013,40,0,28092,D.H. Lee,167.1,1170,7
2013,42,0,24140,Sean O'Hair,168.0,1008,6
2013,43,0,25818,Scott Piercy,168.8,1350,8
2013,44,0,27120,Troy Matteson,169.7,1188,7
2013,45,0,21961,Charles Howell III,170.0,1530,9
2013,46,0,27095,Nick Watney,172.0,1548,9
2013,47,0,6573,Brandt Jobe,174.0,1044,6
2013,47,0,27408,Martin Kaymer,174.0,1044,6
2013,49,0,27936,Martin Laird,174.9,1224,7
2013,50,0,6004,Stephen Ames,176.4,882,5
2013,50,0,22295,Darron Stiles,176.4,882,5
2013,52,0,32366,Kevin Chappell,180.0,1440,8
2013,52,0,28089,Jason Day,180.0,1440,8
2013,54,0,20691,Greg Owen,182.6,1278,7
2013,55,0,23135,Tim Clark,183.0,1098,6
2013,55,0,27556,Ted Potter Jr.,183.0,1098,6
2013,57,0,23621,Rory Sabbatini,184.5,1476,8
2013,58,0,19970,Robert Karlsson,187.2,936,5
2013,59,0,25804,Bubba Watson,187.7,1314,7
2013,60,0,34021,Bud Cauley,189.0,1134,6
2013,60,0,25632,Jimmy Walker,189.0,1512,8
2013,62,0,33461,Morgan Hoffmann,192.0,1152,6
2013,63,0,30711,Colt Knost,195.0,1170,6
2013,63,0,23497,Tag Ridings,195.0,1170,6
2013,65,0,23108,Matt Kuchar,195.8,1566,8
2013,66,0,34174,John Huh,198.0,1584,8
2013,67,0,34098,Russell Henley,200.6,1404,7
2013,68,0,12782,Tim Herron,202.5,810,4
2013,69,0,27649,Brandt Snedeker,203.1,1422,7
2013,69,0,30692,Scott Stallings,203.1,1422,7
2013,71,0,25336,Alistair Presnell,205.2,1026,5
2013,72,0,33419,Cameron Tringale,205.7,1440,7
2013,73,0,33869,Eric Meierdierks,207.0,828,4
2013,74,0,30852,Ryo Ishikawa,210.0,1260,6
2013,75,0,25562,Andres Romero,212.4,1062,5
2013,76,0,26596,Ryan Moore,213.0,1278,6
2013,77,0,24024,Zach Johnson,213.4,1494,7
2013,77,0,26300,Matt Jones,213.4,1494,7
2013,79,0,24924,Bill Haas,216.0,1512,7
2013,79,0,21731,Freddie Jacobson,216.0,1080,5
2013,79,0,28310,Lee Williams,216.0,1080,5
2013,82,0,27644,Brian Harman,218.6,1530,7
2013,83,0,23638,Brendon de Jonge,220.0,1980,9
2013,84,0,27214,Kevin Streelman,221.1,1548,7
2013,85,0,24494,Erik Compton,222.0,1332,6
2013,85,0,31560,Brian Stuard,222.0,1332,6
2013,87,0,28780,Nicholas Thompson,222.8,1782,8
2013,88,0,27503,Steve LeBrun,223.2,1116,5
2013,89,0,8075,Jerry Kelly,225.0,1350,6
2013,89,0,20443,Jin Park,225.0,900,4
2013,91,0,25900,Lucas Glover,234.0,1170,5
2013,91,0,1810,Phil Mickelson,234.0,1404,6
2013,91,0,21878,Mark Wilson,234.0,936,4
2013,94,0,22056,Cameron Percy,237.6,1188,5
2013,95,0,25345,Carl Pettersson,240.0,1440,6
2013,96,0,34099,Harris English,244.3,1710,7
2013,97,0,24361,Pat Perez,248.4,1242,5
2013,98,0,32200,Roberto Castro,249.4,1746,7
2013,99,0,10885,Robert Allenby,252.0,1008,4
2013,99,0,23623,Bo Van Pelt,252.0,1260,5
2013,101,0,20229,Stewart Cink,255.6,1278,5
2013,101,0,34431,Robert Streb,255.6,1278,5
2013,101,0,20160,Charlie Wi,255.6,1278,5
2013,104,0,22792,Peter Hanson,258.0,774,3
2013,105,0,23541,Ben Crane,261.0,1044,4
2013,105,0,20104,Ken Duke,261.0,1566,6
2013,107,0,22913,John Rollins,262.8,1314,5
2013,108,0,29221,Webb Simpson,264.0,1584,6
2013,109,0,25444,Justin Hicks,270.0,1350,5
2013,109,0,34261,Scott Langley,270.0,1350,5
2013,109,0,31202,William McGirt,270.0,1350,5
2013,109,0,24502,Adam Scott,270.0,1080,4
2013,109,0,26951,Johnson Wagner,270.0,1080,4
2013,114,0,23788,D.J. Trahan,276.0,828,3
2013,115,0,26851,Marc Leishman,277.2,1386,5
2013,116,0,32334,Charlie Beljan,279.0,1116,4
2013,117,0,1724,Jeff Maggert,283.5,1134,4
2013,117,0,33418,Shawn Stefani,283.5,1134,4
2013,119,0,23800,Bryce Molder,288.0,1440,5
2013,120,0,23353,J.J. Henry,291.6,1458,5
2013,121,0,20766,Padraig Harrington,294.0,882,3
2013,121,0,25572,Graeme McDowell,294.0,882,3
2013,123,0,29518,Brendan Steele,295.2,1476,5
2013,123,0,27330,Josh Teater,295.2,1476,5
2013,125,0,28259,Sangmoon Bae,298.8,1494,5
2013,126,0,34409,David Lingmerth,306.0,1224,4
2013,126,0,24781,Hunter Mahan,306.0,1530,5
2013,126,0,30163,Henrik Norlander,306.0,1224,4
2013,129,0,10860,Justin Leonard,309.6,1548,5
2013,130,0,24138,Ian Poulter,318.0,954,3
2013,131,0,23409,James Driscoll,324.0,1296,4
2013,131,0,26476,Chez Reavie,324.0,1296,4
2013,133,0,21753,Brian Davis,327.6,1638,5
2013,134,0,27436,Graham DeLaet,338.4,1692,5
2013,135,0,27895,Jonas Blixt,342.0,1368,4
2013,136,0,29420,Billy Horschel,345.6,1728,5
2013,137,0,25686,Jason Dufner,346.5,1386,4
2013,138,0,37273,Derek Ernst,348.0,1044,3
2013,139,0,10809,Jim Furyk,351.0,1404,4
2013,139,0,28475,Jeff Overton,351.0,1404,4
2013,141,0,23320,Ryan Palmer,355.5,1422,4
2013,142,0,22405,Justin Rose,360.0,1080,3
2013,143,0,28455,Will Claxton,378.0,1134,3
2013,144,0,8725,Tom Gillis,390.0,1170,3
2013,144,0,28679,Fabián Gómez,390.0,1170,3
2013,146,0,1320,Bob Estes,396.0,1188,3
2013,146,0,27963,Chris Stroud,396.0,1584,4
2013,148,0,29289,S.Y. Noh,402.0,1206,3
2013,149,0,26331,Charl Schwartzel,408.0,1224,3
2013,150,0,21099,David Lynn,414.0,1242,3
2013,151,0,24846,Ricky Barnes,420.0,1260,3
2013,152,0,35139,Richard Lee,462.0,1386,3
2013,153,0,35539,Luke Guthrie,492.0,1476,3
2013,154,0,20098,Stuart Appleby,504.0,1512,3
2013,154,0,24357,K.J. Choi,504.0,1512,3
2013,154,0,30750,Tommy Gainey,504.0,1512,3
2013,154,0,24663,Y.E. Yang,504.0,1008,2
2013,158,0,22046,Geoff Ogilvy,513.0,1026,2
2013,159,0,23983,Luke Donald,522.0,1044,2
2013,159,0,25240,D.A. Points,522.0,1566,3
2013,161,0,25274,Steven Bowditch,585.0,1170,2
2013,162,0,22961,David Mathis,603.0,1206,2
2013,162,0,10213,Dicky Pride,603.0,1206,2
2013,164,0,20396,Lee Westwood,621.0,1242,2
2013,165,0,20848,Ángel Cabrera,657.0,1314,2
2013,166,0,20645,John Senden,702.0,1404,2
2013,167,0,19846,Brian Gay,711.0,1422,2
2013,168,0,28135,Aaron Watkins,792.0,792,1
2013,169,0,32698,Bobby Gates,810.0,810,1
2013,170,0,23325,Vaughn Taylor,828.0,828,1
2013,171,0,1116,Michael Bradley,936.0,936,1
2013,172,0,24227,Justin Bolli,990.0,990,1
2013,173,0,22621,Ben Curtis,1026.0,1026,1
2013,174,0,10423,Mike Weir,1044.0,1044,1
2013,175,0,6567,Vijay Singh,1098.0,1098,1
2013,176,0,22378,Trevor Immelman,1242.0,1242,1
2013,177,0,26497,Casey Wittenberg,1260.0,1260,1
2013,178,0,26758,David Hearn,1584.0,1584,1
2014,1,0,26300,Matt Jones,93.4,1494,16
2014,2,0,22405,Justin Rose,102.0,1224,12
2014,3,0,25274,Steven Bowditch,104.6,1674,16
2014,4,0,24912,Will MacKenzie,105.4,1476,14
2014,5,0,30925,Dustin Johnson,114.0,1026,9
2014,6,0,29420,Billy Horschel,115.7,1620,14
2014,6,0,34360,Patrick Reed,115.7,1620,14
2014,8,0,23320,Ryan Palmer,117.7,1530,13
2014,9,0,25804,Bubba Watson,119.5,1314,11
2014,10,0,26851,Marc Leishman,120.0,1440,12
2014,11,0,27936,Martin Laird,124.0,1116,9
2014,12,0,20229,Stewart Cink,126.0,1638,13
2014,13,0,28237,Rory McIlroy,128.0,1152,9
2014,14,0,32334,Charlie Beljan,129.6,1296,10
2014,15,0,28780,Nicholas Thompson,132.5,1458,11
2014,16,0,33418,Shawn Stefani,135.0,1080,8
2014,17,0,21961,Charles Howell III,136.3,1908,14
2014,18,0,25562,Andres Romero,138.6,1386,10
2014,19,0,27644,Brian Harman,142.7,1998,14
2014,20,0,25364,Paul Casey,144.0,1008,7
2014,20,0,24358,Robert Garrigus,144.0,1440,10
2014,20,0,36689,Brooks Koepka,144.0,1008,7
2014,23,0,26679,Kevin Stadler,145.6,1602,11
2014,24,0,30944,Jason Kokrak,146.3,1170,8
2014,24,0,26951,Johnson Wagner,146.3,1170,8
2014,26,0,25834,Daniel Summerhays,147.0,1764,12
2014,27,0,24502,Adam Scott,153.0,1224,8
2014,27,0,29518,Brendan Steele,153.0,1530,10
2014,29,0,32448,James Hahn,160.0,1440,9
2014,30,0,25686,Jason Dufner,162.0,972,6
2014,31,0,34099,Harris English,165.6,1656,10
2014,32,0,27933,John Merrick,166.0,1494,9
2014,32,0,23623,Bo Van Pelt,166.0,1494,9
2014,34,0,26596,Ryan Moore,168.0,1512,9
2014,35,0,25396,Kevin Na,169.2,1692,10
2014,36,0,28475,Jeff Overton,171.0,1368,8
2014,36,0,30692,Scott Stallings,171.0,1368,8
2014,38,0,31557,Jim Herman,174.0,1044,6
2014,39,0,23621,Rory Sabbatini,175.5,1404,8
2014,40,0,24494,Erik Compton,176.0,1584,9
2014,41,0,34265,Will Wilcox,176.4,882,5
2014,42,0,6522,Ernie Els,177.8,1422,8
2014,42,0,24490,George McNeill,177.8,1422,8
2014,44,0,22378,Trevor Immelman,180.0,1440,8
2014,44,0,33413,Ben Martin,180.0,1440,8
2014,44,0,32839,Hideki Matsuyama,180.0,1440,8
2014,44,0,22046,Geoff Ogilvy,180.0,1440,8
2014,44,0,20160,Charlie Wi,180.0,1260,7
2014,49,0,23409,James Driscoll,182.6,1278,7
2014,50,0,33122,Russell Knox,184.0,1656,9
2014,51,0,21753,Brian Davis,186.0,1674,9
2014,51,0,25572,Graeme McDowell,186.0,1116,6
2014,51,0,26331,Charl Schwartzel,186.0,1116,6
2014,54,0,32200,Roberto Castro,190.3,1332,7
2014,55,0,35539,Luke Guthrie,191.3,1530,8
2014,56,0,27408,Martin Kaymer,192.0,1152,6
2014,57,0,30852,Ryo Ishikawa,192.9,1350,7
2014,58,0,28259,Sangmoon Bae,195.4,1368,7
2014,59,0,33461,Morgan Hoffmann,198.0,1782,9
2014,59,0,20645,John Senden,198.0,1782,9
2014,61,0,33419,Cameron Tringale,199.8,1998,10
2014,62,0,27214,Kevin Streelman,200.6,1404,7
2014,63,0,20396,Lee Westwood,201.6,1008,5
2014,64,0,25345,Carl Pettersson,204.8,1638,8
2014,65,0,29289,S.Y. Noh,207.0,1656,8
2014,65,0,31323,Gary Woodland,207.0,1656,8
2014,67,0,30926,Chris Kirk,208.0,1872,9
2014,68,0,21209,Sergio Garcia,208.8,1044,5
2014,69,0,24924,Bill Haas,210.0,1890,9
2014,70,0,34431,Robert Streb,213.0,1278,6
2014,70,0,34264,Hudson Swafford,213.0,1278,6
2014,72,0,1706,Davis Love III,216.0,1296,6
2014,72,0,24361,Pat Perez,216.0,1512,7
2014,74,0,28500,Martin Flores,218.6,1530,7
2014,75,0,32640,Troy Merritt,223.2,1116,5
2014,76,0,27649,Brandt Snedeker,223.7,1566,7
2014,77,0,34409,David Lingmerth,228.0,1368,6
2014,78,0,28486,Michael Putnam,229.5,1836,8
2014,79,0,24140,Sean O'Hair,231.0,1386,6
2014,80,0,27436,Graham DeLaet,237.0,1422,6
2014,81,0,25900,Lucas Glover,237.6,1188,5
2014,82,0,12510,Chad Campbell,238.5,954,4
2014,83,0,24357,K.J. Choi,240.0,1440,6
2014,84,0,24507,Jason Bohn,243.0,1458,6
2014,85,0,32366,Kevin Chappell,246.9,1728,7
2014,86,0,34021,Bud Cauley,252.0,1008,4
2014,86,0,24138,Ian Poulter,252.0,1008,4
2014,86,0,29221,Webb Simpson,252.0,1512,6
2014,89,0,28307,Matt Every,255.0,1530,6
2014,90,0,29479,Scott Brown,257.1,1800,7
2014,91,0,24925,Jonathan Byrd,259.2,1296,5
2014,92,0,24846,Ricky Barnes,264.0,1584,6
2014,92,0,33141,Keegan Bradley,264.0,1584,6
2014,92,0,29535,Brice Garnett,264.0,1584,6
2014,92,0,23108,Matt Kuchar,264.0,1584,6
2014,96,0,37273,Derek Ernst,273.6,1368,5
2014,97,0,35300,Andrew Loupe,274.5,1098,4
2014,98,0,34098,Russell Henley,276.0,1656,6
2014,99,0,29425,Andrew Svoboda,277.2,1386,5
2014,100,0,27895,Jonas Blixt,279.0,1116,4
2014,100,0,12716,Charley Hoffman,279.0,1674,6
2014,102,0,23638,Brendon de Jonge,280.3,1962,7
2014,103,0,24663,Y.E. Yang,280.8,1404,5
2014,104,0,10809,Jim Furyk,288.0,1440,5
2014,104,0,24024,Zach Johnson,288.0,1728,6
2014,104,0,31202,William McGirt,288.0,1728,6
2014,107,0,21878,Mark Wilson,292.5,1170,4
2014,108,0,25349,Tim Wilkinson,295.2,1476,5
2014,109,0,30110,Kyle Stanley,298.8,1494,5
2014,110,0,28092,D.H. Lee,300.0,900,3
2014,111,0,20848,Ángel Cabrera,310.5,1242,4
2014,111,0,30750,Tommy Gainey,310.5,1242,4
2014,113,0,31560,Brian Stuard,313.2,1566,5
2014,114,0,1810,Phil Mickelson,319.5,1278,4
2014,115,0,21528,Henrik Stenson,324.0,972,3
2014,115,0,30927,Brendon Todd,324.0,1944,6
2014,117,0,21731,Freddie Jacobson,327.6,1638,5
2014,118,0,23800,Bryce Molder,328.5,1314,4
2014,119,0,25720,Chad Collins,333.0,1332,4
2014,120,0,23135,Tim Clark,337.5,1350,4
2014,120,0,27064,Jhonattan Vegas,337.5,1350,4
2014,120,0,27095,Nick Watney,337.5,1350,4
2014,123,0,27770,Camilo Villegas,342.0,1710,5
2014,124,0,25632,Jimmy Walker,345.6,1728,5
2014,125,0,20104,Ken Duke,351.0,1404,4
2014,126,0,31193,Jim Renner,354.0,1062,3
2014,127,0,19846,Brian Gay,355.5,1422,4
2014,128,0,29461,Jamie Lovemark,360.0,1080,3
2014,128,0,32333,Kevin Tway,360.0,1080,3
2014,130,0,23541,Ben Crane,364.5,1458,4
2014,131,0,25191,Gonzalo Fernandez-Castaño,369.0,1476,4
2014,132,0,2206,David Toms,372.0,1116,3
2014,133,0,34174,John Huh,373.5,1494,4
2014,133,0,6567,Vijay Singh,373.5,1494,4
2014,135,0,35732,Wes Roach,378.0,1134,3
2014,136,0,32102,Rickie Fowler,382.5,1530,4
2014,137,0,29222,Billy Hurley III,387.0,1548,4
2014,138,0,10423,Mike Weir,390.0,1170,3
2014,139,0,23353,J.J. Henry,391.5,1566,4
2014,140,0,20098,Stuart Appleby,405.0,1620,4
2014,141,0,26329,Louis Oosthuizen,414.0,828,2
2014,142,0,34261,Scott Langley,418.5,1674,4
2014,143,0,26956,Bronson La'Cassie,423.0,846,2
2014,144,0,29740,Brad Fritsch,432.0,864,2
2014,145,0,22621,Ben Curtis,438.0,1314,3
2014,146,0,34046,Jordan Spieth,441.0,1764,4
2014,147,0,32150,Michael Thompson,444.0,1332,3
2014,148,0,25444,Justin Hicks,445.5,1782,4
2014,149,0,20498,Briny Baird,450.0,900,2
2014,150,0,35139,Richard Lee,468.0,1404,3
2014,150,0,28132,Tyrone Van Aswegen,468.0,1404,3
2014,152,0,8075,Jerry Kelly,480.0,1440,3
2014,152,0,29926,Danny Lee,480.0,1440,3
2014,154,0,10885,Robert Allenby,486.0,1458,3
2014,155,0,23983,Luke Donald,504.0,1008,2
2014,155,0,34563,Chesson Hadley,504.0,1512,3
2014,157,0,29478,Kevin Kisner,510.0,1530,3
2014,157,0,24781,Hunter Mahan,510.0,1530,3
2014,159,0,27330,Josh Teater,528.0,1584,3
2014,160,0,35541,John Peterson,540.0,1080,2
2014,161,0,27556,Ted Potter Jr.,612.0,1224,2
2014,162,0,22293,Heath Slocum,621.0,1242,2
2014,163,0,22371,Aaron Baddeley,648.0,1296,2
2014,163,0,26289,Boo Weekley,648.0,1296,2
2014,165,0,10860,Justin Leonard,675.0,1350,2
2014,166,0,22913,John Rollins,720.0,1440,2
2014,167,0,20593,Greg Chalmers,729.0,1458,2
2014,168,0,27141,J.B. Holmes,774.0,1548,2
2014,169,0,27963,Chris Stroud,792.0,1584,2
2014,170,0,20157,Retief Goosen,810.0,1620,2
2014,171,0,28089,Jason Day,864.0,864,1
2014,172,0,26758,David Hearn,873.0,1746,2
2014,173,0,1724,Jeff Maggert,972.0,972,1
2014,174,0,7867,Woody Austin,1062.0,1062,1
2014,174,0,27466,Spencer Levin,1062.0,1062,1
2014,176,0,25240,D.A. Points,1314.0,1314,1
2022,1,0,36699,Patrick Rodgers,72.9,1530,21
2022,2,0,46402,Talor Gooch,85.2,1278,15
2022,3,0,39971,Sungjae Im,88.0,1584,18
2022,3,0,46442,Maverick McNealy,88.0,1584,18
2022,3,0,22056,Cameron Percy,88.0,792,9
2022,6,0,27064,Jhonattan Vegas,99.0,1386,14
2022,7,0,36799,Stephan Jaeger,102.0,1530,15
2022,8,0,31323,Gary Woodland,103.5,1242,12
2022,9,0,45157,Cam Davis,105.4,1476,14
2022,10,0,36326,David Lipsky,105.6,1584,15
2022,11,0,30926,Chris Kirk,108.0,1512,14
2022,11,0,28237,Rory McIlroy,108.0,1080,10
2022,13,0,26300,Matt Jones,109.8,1098,10
2022,14,0,23621,Rory Sabbatini,110.0,990,9
2022,15,0,48084,Wesley Bryan,110.3,882,8
2022,16,0,36801,Mark Hubbard,111.3,1224,11
2022,17,0,48699,Callum Tarren,112.9,1242,11
2022,18,0,39977,Max Homa,113.5,1476,13
2022,18,0,46601,Trey Mullinax,113.5,1476,13
2022,20,0,33448,Justin Thomas,114.0,1368,12
2022,21,0,25818,Scott Piercy,115.5,1386,12
2022,22,0,33204,Shane Lowry,116.0,1044,9
2022,23,0,55708,Hayden Buckley,117.0,1638,14
2022,24,0,48081,Xander Schauffele,117.8,1296,11
2022,25,0,27129,Luke List,120.0,1440,12
2022,26,0,34046,Jordan Spieth,121.1,1332,11
2022,27,0,22405,Justin Rose,121.5,972,8
2022,28,0,37275,Sam Ryder,121.8,1584,13
2022,29,0,35891,Cameron Smith,124.0,1116,9
2022,30,0,28252,Seamus Power,127.6,1404,11
2022,31,0,32662,Michael Gligic,127.8,1278,10
2022,32,0,34264,Hudson Swafford,128.0,1152,9
2022,33,0,49964,Aaron Wise,129.0,1548,12
2022,34,0,26851,Marc Leishman,129.6,1296,10
2022,34,0,24502,Adam Scott,129.6,1296,10
2022,36,0,45486,Joaquin Niemann,130.9,1440,11
2022,37,0,47988,Nick Hardy,132.8,1062,8
2022,37,0,29221,Webb Simpson,132.8,1062,8
2022,39,0,29926,Danny Lee,133.7,936,7
2022,40,0,47856,Seth Reeves,134.0,1206,9
2022,41,0,45609,Tyler Duncan,134.2,1476,11
2022,41,0,57366,Cameron Young,134.2,1476,11
2022,43,0,51766,Wyndham Clark,134.3,1746,13
2022,44,0,35450,Patrick Cantlay,136.0,1224,9
2022,45,0,30944,Jason Kokrak,137.3,1098,8
2022,45,0,33667,Carlos Ortiz,137.3,1098,8
2022,47,0,54628,Lee Hodges,139.5,1674,12
2022,48,0,48117,Kurt Kitayama,140.0,1260,9
2022,49,0,32448,James Hahn,142.0,1278,9
2022,49,0,40250,Taylor Pendrith,142.0,1278,9
2022,51,0,53165,Doc Redman,142.2,1422,10
2022,52,0,52372,Cameron Champ,144.0,1008,7
2022,52,0,24980,Scott Gutschewski,144.0,1008,7
2022,52,0,32839,Hideki Matsuyama,144.0,1296,9
2022,55,0,33490,Bo Hoag,147.0,882,6
2022,55,0,32791,K.H. Lee,147.0,1764,12
2022,57,0,32757,Patton Kizzire,147.3,1620,11
2022,58,0,27139,David Skinns,148.5,1188,8
2022,59,0,32640,Troy Merritt,148.9,1638,11
2022,60,0,48822,Sebastián Muñoz,149.4,1494,10
2022,61,0,33419,Cameron Tringale,150.5,1656,11
2022,62,0,47995,Davis Riley,153.8,1692,11
2022,63,0,50525,Collin Morikawa,154.3,1080,7
2022,64,0,29974,Branden Grace,156.0,936,6
2022,64,0,34098,Russell Henley,156.0,1404,9
2022,66,0,51634,Sahith Theegala,156.5,2034,13
2022,67,0,30692,Scott Stallings,157.1,1728,11
2022,68,0,29420,Billy Horschel,157.5,1260,8
2022,68,0,46717,Viktor Hovland,157.5,1260,8
2022,68,0,46970,Jon Rahm,157.5,1260,8
2022,71,0,49771,J.T. Poston,158.4,1584,10
2022,72,0,33597,Harry Higgs,160.0,1440,9
2022,73,0,27644,Brian Harman,163.8,1638,10
2022,73,0,49298,Kramer Hickok,163.8,1638,10
2022,75,0,34363,Tyrrell Hatton,164.6,1152,7
2022,75,0,10381,Curtis Thompson,164.6,1152,7
2022,77,0,36689,Brooks Koepka,165.6,828,5
2022,78,0,34431,Robert Streb,166.0,1494,9
2022,79,0,52374,Brandon Wu,166.5,1332,8
2022,80,0,29970,Dylan Frittelli,167.4,1674,10
2022,80,0,46340,Alex Smalley,167.4,1674,10
2022,82,0,31646,Emiliano Grillo,168.0,1512,9
2022,82,0,46046,Scottie Scheffler,168.0,1512,9
2022,84,0,29478,Kevin Kisner,169.7,1188,7
2022,84,0,27936,Martin Laird,169.7,1188,7
2022,86,0,51894,Vince Whaley,170.0,1530,9
2022,87,0,28089,Jason Day,171.0,1026,6
2022,87,0,51997,Andrew Novak,171.0,1368,8
2022,89,0,20229,Stewart Cink,173.3,1386,8
2022,89,0,32333,Kevin Tway,173.3,1386,8
2022,91,0,39997,Corey Conners,174.0,1566,9
2022,92,0,45540,Jared Wolfe,177.0,1062,6
2022,93,0,37189,Harold Varner III,177.4,1242,7
2022,94,0,46414,Aaron Rai,178.0,1602,9
2022,95,0,33141,Keegan Bradley,180.0,1440,8
2022,95,0,40098,Matt Fitzpatrick,180.0,1260,7
2022,95,0,35461,Beau Hossler,180.0,1260,7
2022,98,0,37212,Paul Barjon,182.6,1278,7
2022,99,0,32816,Satoshi Kodaira,183.6,918,5
2022,100,0,40162,Justin Lower,185.1,1296,7
2022,101,0,34256,Andrew Putnam,188.0,1692,9
2022,102,0,36884,Ben Kohles,189.0,1134,6
2022,103,0,30978,Kiradech Aphibarnrat,190.8,954,5
2022,104,0,39546,Keith Mitchell,193.5,1548,8
2022,105,0,47483,Will Zalatoris,195.4,1368,7
2022,106,0,32366,Kevin Chappell,198.0,990,5
2022,107,0,47993,Denny McCarthy,200.0,1800,9
2022,107,0,40115,Adam Svensson,200.0,1800,9
2022,109,0,33122,Russell Knox,200.3,1602,8
2022,109,0,47529,Mito Pereira,200.3,1602,8
2022,111,0,46550,Brandon Hagy,200.6,1404,7
2022,111,0,35617,Martin Trainer,200.6,1404,7
2022,113,0,23320,Ryan Palmer,201.0,1206,6
2022,114,0,30911,Tommy Fleetwood,201.6,1008,5
2022,115,0,27974,Sung Kang,205.7,1440,7
2022,116,0,45526,Abraham Ancer,208.8,1044,5
2022,117,0,34610,Matthias Schwab,210.0,1260,6
2022,118,0,35506,Mackenzie Hughes,210.9,1476,7
2022,119,0,56278,Matthew Wolff,211.5,846,4
2022,120,0,27649,Brandt Snedeker,212.4,1062,5
2022,121,0,32102,Rickie Fowler,213.0,1278,6
2022,122,0,52375,Doug Ghim,216.0,1512,7
2022,122,0,31420,Anirban Lahiri,216.0,1296,6
2022,122,0,32150,Michael Thompson,216.0,1512,7
2022,122,0,40006,Erik van Rooyen,216.0,864,4
2022,126,0,26476,Chez Reavie,218.6,1530,7
2022,127,0,47983,Chad Ramey,219.0,1314,6
2022,127,0,29518,Brendan Steele,219.0,1314,6
2022,129,0,29725,Tony Finau,221.1,1548,7
2022,130,0,34174,John Huh,222.0,1332,6
2022,131,0,24361,Pat Perez,223.2,1116,5
2022,131,0,28114,Dawie van der Walt,223.2,1116,5
2022,133,0,47128,Richy Werenski,226.8,1134,5
2022,134,0,28775,Nate Lashley,228.0,1368,6
2022,134,0,27095,Nick Watney,228.0,1368,6
2022,136,0,36852,Jim Knous,229.5,918,4
2022,137,0,50095,Austin Smotherman,231.0,1386,6
2022,138,0,35310,Lanto Griffin,234.0,1404,6
2022,139,0,45522,Christiaan Bezuidenhout,240.0,1440,6
2022,139,0,47504,Sam Burns,240.0,1440,6
2022,139,0,34563,Chesson Hadley,240.0,1440,6
2022,142,0,54783,Dylan Wu,241.2,1206,5
2022,143,0,39324,J.J. Spaun,244.3,1710,7
2022,144,0,35532,Tom Hoge,246.9,1728,7
2022,145,0,46435,Austin Cook,248.4,1242,5
2022,145,0,35879,Kelly Kraft,248.4,1242,5
2022,145,0,27770,Camilo Villegas,248.4,1242,5
2022,148,0,37455,Si Woo Kim,252.0,1764,7
2022,148,0,48887,Matt Wallace,252.0,1008,4
2022,150,0,24925,Jonathan Byrd,256.5,1026,4
2022,151,0,30163,Henrik Norlander,259.2,1296,5
2022,152,0,27214,Kevin Streelman,264.0,1584,6
2022,152,0,25493,Nick Taylor,264.0,1584,6
2022,154,0,34466,Peter Malnati,264.9,1854,7
2022,155,0,34255,Joseph Bramlett,291.6,1458,5
2022,156,0,27895,Jonas Blixt,300.0,900,3
