YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR <= 240,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
2011,150,0,21949,Joe Ogilvie,4.1,35,853,+0.057
2011,151,0,22405,Justin Rose,4.08,36,882,+0.056
2011,152,0,26679,Kevin Stadler,4.04,41,1016,-0.171
2011,153,0,34255,Joseph Bramlett,3.99,34,852,+0.471
2011,154,0,27214,Kevin Streelman,3.93,39,992,+0.051
2011,155,0,29910,Blake Adams,3.89,57,1464,+0.140
2011,156,0,8725,Tom Gillis,3.86,27,700,+0.407
2011,157,0,21805,Harrison Frazar,3.77,22,584,+0.091
2011,158,0,32366,Kevin Chappell,3.76,32,852,+0.125
2011,159,0,22371,Aaron Baddeley,3.69,32,868,+0.281
2011,160,0,31193,Jim Renner,3.64,27,742,+0.296
2011,161,0,20157,Retief Goosen,3.6,20,556,+0.250
2011,162,0,24925,Jonathan Byrd,3.57,36,1008,-0.111
2011,162,0,24924,Bill Haas,3.57,36,1008,+0.028
2011,164,0,23623,Bo Van Pelt,3.52,35,993,+0.200
2011,164,0,25804,Bubba Watson,3.52,29,825,+0.172
2011,166,0,31323,Gary Woodland,3.49,34,974,+0.118
2011,167,0,27936,Martin Laird,3.48,30,862,-0.067
2011,168,0,20848,Ángel Cabrera,3.47,17,490,+0.176
2011,169,0,27095,Nick Watney,3.36,29,864,+0.103
2011,170,0,28475,Jeff Overton,3.33,34,1020,+0.324
2011,171,0,10885,Robert Allenby,3.27,32,980,+0.250
2011,172,0,29420,Billy Horschel,3.24,28,865,+0.143
2011,173,0,30946,Alex Prugh,3.23,32,991,+0.156
2011,174,0,25274,Steven Bowditch,3.22,35,1088,+0.343
2011,175,0,1706,Davis Love III,3.16,23,728,+0.348
2011,175,0,25562,Andres Romero,3.16,30,948,+0.300
2011,177,0,24663,Y.E. Yang,3.06,18,588,+0.333
2011,178,0,23788,D.J. Trahan,2.94,34,1158,+0.088
2011,179,0,24358,Robert Garrigus,2.89,28,968,+0.464
2011,180,0,29221,Webb Simpson,2.68,31,1156,-0.097
2011,181,0,26289,Boo Weekley,2.51,20,796,+0.350
2011,182,0,12716,Charley Hoffman,2.42,25,1035,+0.040
2011,183,0,27064,Jhonattan Vegas,2.35,23,978,+0.391
2011,184,0,27141,J.B. Holmes,2.28,15,658,+0.067
2011,185,0,1810,Phil Mickelson,1.97,16,812,E
2011,186,0,30925,Dustin Johnson,0.92,7,760,+0.143
2016,1,0,25274,Steven Bowditch,9.07,70,772,+0.400
2016,2,0,24357,K.J. Choi,9.05,84,928,+0.179
2016,3,0,24461,Thomas Aiken,8.98,60,668,+0.100
2016,4,0,29223,Sam Saunders,8.73,62,710,+0.113
2016,5,0,21731,Freddie Jacobson,8.69,87,1001,+0.034
2016,6,0,23983,Luke Donald,8.52,70,822,+0.086
2016,7,0,34174,John Huh,8.48,93,1097,+0.226
2016,8,0,27747,Hiroshi Iwata,8.29,77,929,+0.195
2016,9,0,24490,George McNeill,8.28,53,640,+0.170
2016,10,0,30711,Colt Knost,8.06,80,992,+0.100
2016,11,0,24846,Ricky Barnes,8.05,90,1118,+0.078
2016,12,0,21878,Mark Wilson,7.96,61,766,+0.213
2016,13,0,34262,Jon Curran,7.67,90,1174,+0.022
2016,14,0,34265,Will Wilcox,7.56,60,794,+0.083
2016,15,0,6527,Steve Stricker,7.51,47,626,+0.128
2016,16,0,10213,Dicky Pride,7.49,43,574,-0.093
2016,17,0,40026,Daniel Berger,7.47,75,1004,+0.013
2016,17,0,20766,Padraig Harrington,7.47,46,616,+0.065
2016,19,0,31416,Derek Fathauer,7.45,79,1060,+0.165
2016,20,0,22371,Aaron Baddeley,7.35,77,1048,-0.026
2016,21,0,29268,Bronson Burgoon,7.28,66,906,+0.106
2016,22,0,34563,Chesson Hadley,7.19,67,932,+0.119
2016,23,0,8075,Jerry Kelly,7.18,60,836,+0.267
2016,24,0,2206,David Toms,7.16,54,754,-0.019
2016,25,0,24924,Bill Haas,7.14,64,896,+0.016
2016,26,0,28132,Tyrone Van Aswegen,7.1,87,1225,+0.080
2016,27,0,26758,David Hearn,7.07,81,1146,+0.173
2016,27,0,27770,Camilo Villegas,7.07,70,990,+0.329
2016,29,0,22892,Jason Gore,7.06,59,836,+0.186
2016,29,0,31557,Jim Herman,7.06,70,992,+0.029
2016,31,0,20848,Ángel Cabrera,7.0,48,686,+0.188
2016,32,0,36801,Mark Hubbard,6.99,81,1158,+0.173
2016,32,0,32757,Patton Kizzire,6.99,73,1044,+0.233
2016,32,0,32876,Martin Piller,6.99,46,658,+0.261
2016,35,0,26329,Louis Oosthuizen,6.85,40,584,+0.150
2016,36,0,25720,Chad Collins,6.82,61,894,+0.361
2016,36,0,33667,Carlos Ortiz,6.82,58,850,+0.259
2016,38,0,29479,Scott Brown,6.8,66,970,+0.212
2016,39,0,29485,Brett Stegmaier,6.79,71,1046,+0.099
2016,40,0,30926,Chris Kirk,6.76,70,1036,+0.071
2016,41,0,20157,Retief Goosen,6.74,45,668,+0.067
2016,42,0,27942,Rob Oppenheim,6.73,48,713,+0.167
2016,43,0,27466,Spencer Levin,6.72,77,1146,+0.026
2016,44,0,10809,Jim Furyk,6.66,41,616,+0.146
2016,45,0,12510,Chad Campbell,6.62,74,1118,+0.068
2016,46,0,30163,Henrik Norlander,6.61,49,741,+0.224
2016,47,0,27895,Jonas Blixt,6.58,62,942,+0.258
2016,48,0,23353,J.J. Henry,6.53,56,858,+0.179
2016,49,0,29974,Branden Grace,6.51,38,584,-0.079
2016,49,0,34431,Robert Streb,6.51,60,922,+0.183
2016,51,0,25572,Graeme McDowell,6.49,41,632,-0.024
2016,52,0,29289,S.Y. Noh,6.44,62,962,+0.145
2016,53,0,23800,Bryce Molder,6.41,60,936,+0.067
2016,53,0,35891,Cameron Smith,6.41,41,640,+0.146
2016,55,0,28092,D.H. Lee,6.37,41,644,+0.171
2016,55,0,26851,Marc Leishman,6.37,58,910,+0.052
2016,55,0,30927,Brendon Todd,6.37,48,754,+0.229
2016,58,0,24781,Hunter Mahan,6.32,44,696,+0.273
2016,59,0,29518,Brendan Steele,6.31,61,966,+0.311
2016,60,0,23621,Rory Sabbatini,6.27,34,542,+0.206
2016,61,0,32366,Kevin Chappell,6.25,68,1088,+0.118
2016,61,0,32640,Troy Merritt,6.25,57,912,+0.053
2016,63,0,28679,Fabián Gómez,6.24,64,1026,+0.266
2016,63,0,24024,Zach Johnson,6.24,64,1026,+0.063
2016,63,0,33418,Shawn Stefani,6.24,67,1074,-0.030
2016,66,0,26476,Chez Reavie,6.23,66,1060,E
2016,67,0,29745,Tyler Aldridge,6.21,58,934,+0.103
2016,67,0,30944,Jason Kokrak,6.21,65,1046,+0.031
2016,69,0,25900,Lucas Glover,6.2,58,936,+0.069
2016,70,0,30110,Kyle Stanley,6.18,68,1101,+0.191
2016,71,0,29926,Danny Lee,6.13,61,995,+0.230
2016,71,0,25396,Kevin Na,6.13,59,962,+0.153
2016,71,0,24140,Sean O'Hair,6.13,72,1175,E
2016,74,0,10885,Robert Allenby,6.12,35,572,+0.286
2016,75,0,34099,Harris English,6.1,62,1016,+0.129
2016,76,0,26596,Ryan Moore,6.07,55,906,-0.036
2016,77,0,31646,Emiliano Grillo,6.04,62,1026,-0.113
2016,78,0,27963,Chris Stroud,6.02,58,964,+0.224
2016,79,0,23541,Ben Crane,5.99,55,918,+0.236
2016,80,0,33399,Adam Hadwin,5.95,73,1226,E
2016,80,0,25632,Jimmy Walker,5.95,59,992,+0.085
2016,82,0,34264,Hudson Swafford,5.94,76,1279,+0.171
2016,83,0,24507,Jason Bohn,5.93,49,826,+0.224
2016,83,0,33419,Cameron Tringale,5.93,58,978,+0.052
2016,85,0,27436,Graham DeLaet,5.88,48,817,+0.042
2016,86,0,35539,Luke Guthrie,5.87,37,630,+0.054
2016,87,0,25349,Tim Wilkinson,5.86,41,700,-0.049
2016,88,0,6567,Vijay Singh,5.85,53,906,+0.264
2016,89,0,32448,James Hahn,5.83,57,977,+0.158
2016,90,0,20645,John Senden,5.82,64,1100,+0.031
2016,91,0,37273,Derek Ernst,5.81,35,602,-0.029
2016,91,0,35732,Wes Roach,5.81,35,602,+0.029
2016,93,0,26300,Matt Jones,5.79,51,881,+0.235
2016,94,0,34466,Peter Malnati,5.78,60,1038,+0.333
2016,95,0,20098,Stuart Appleby,5.75,53,922,E
2016,96,0,35545,Blayne Barber,5.72,59,1032,+0.017
2016,97,0,20229,Stewart Cink,5.7,39,684,+0.077
2016,97,0,29720,Andres Gonzales,5.7,51,894,+0.059
2016,99,0,32200,Roberto Castro,5.69,70,1230,E
2016,99,0,20104,Ken Duke,5.69,38,668,+0.263
2016,101,0,21961,Charles Howell III,5.63,62,1102,+0.048
2016,101,0,33413,Ben Martin,5.63,63,1120,+0.032
2016,103,0,20472,Alex Cejka,5.57,40,718,+0.150
2016,103,0,35532,Tom Hoge,5.57,49,880,+0.041
2016,105,0,25686,Jason Dufner,5.54,61,1102,-0.049
2016,105,0,24912,Will MacKenzie,5.54,51,920,-0.118
2016,107,0,23320,Ryan Palmer,5.51,60,1088,+0.150
2016,108,0,34098,Russell Henley,5.5,53,964,+0.113
2016,108,0,27974,Sung Kang,5.5,56,1018,+0.089
2016,110,0,31560,Brian Stuard,5.48,46,840,+0.043
2016,111,0,31202,William McGirt,5.44,67,1232,-0.090
2016,112,0,23638,Brendon de Jonge,5.4,49,908,+0.163
2016,113,0,28089,Jason Day,5.39,41,760,+0.098
2016,113,0,29420,Billy Horschel,5.39,43,798,-0.023
2016,115,0,29476,Kyle Reifers,5.33,72,1352,+0.097
2016,115,0,25892,Steve Wheatcroft,5.33,52,976,+0.423
2016,117,0,33204,Shane Lowry,5.21,27,518,-0.037
2016,118,0,29461,Jamie Lovemark,5.2,60,1154,+0.033
2016,119,0,28475,Jeff Overton,5.19,42,810,+0.143
2016,120,0,25834,Daniel Summerhays,5.17,57,1102,+0.140
2016,120,0,26951,Johnson Wagner,5.17,55,1064,+0.273
2016,122,0,25198,Francesco Molinari,5.15,41,796,+0.073
2016,123,0,25240,D.A. Points,5.13,28,546,+0.393
2016,124,0,27936,Martin Laird,5.06,50,989,+0.080
2016,125,0,32150,Michael Thompson,5.05,38,752,+0.211
2016,126,0,26331,Charl Schwartzel,5.0,39,780,+0.205
2016,127,0,25493,Nick Taylor,4.99,46,922,+0.217
2016,128,0,33410,Andrew Landry,4.98,23,462,-0.043
2016,129,0,40058,Zac Blair,4.95,56,1132,+0.143
2016,130,0,20691,Greg Owen,4.87,47,966,+0.319
2016,131,0,29725,Tony Finau,4.86,53,1090,+0.113
2016,132,0,33461,Morgan Hoffmann,4.85,40,824,+0.200
2016,132,0,34261,Scott Langley,4.85,36,742,+0.139
2016,134,0,37189,Harold Varner III,4.83,54,1117,+0.241
2016,135,0,24494,Erik Compton,4.78,34,712,+0.618
2016,136,0,34409,David Lingmerth,4.74,40,844,E
2016,137,0,27129,Luke List,4.63,42,908,+0.071
2016,138,0,23325,Vaughn Taylor,4.59,43,936,+0.140
2016,139,0,22046,Geoff Ogilvy,4.58,32,698,+0.281
2016,140,0,29221,Webb Simpson,4.57,37,810,-0.135
2016,141,0,33141,Keegan Bradley,4.55,40,880,+0.125
2016,141,0,27649,Brandt Snedeker,4.55,48,1054,-0.021
2016,143,0,31323,Gary Woodland,4.53,49,1082,+0.041
2016,144,0,39975,Michael Kim,4.52,54,1196,+0.185
2016,145,0,45526,Abraham Ancer,4.51,24,532,+0.125
2016,146,0,27214,Kevin Streelman,4.49,40,891,+0.125
2016,147,0,29478,Kevin Kisner,4.48,46,1026,+0.087
2016,148,0,24502,Adam Scott,4.46,35,784,+0.086
2016,149,0,35879,Kelly Kraft,4.45,28,629,+0.107
2016,150,0,26289,Boo Weekley,4.44,44,992,+0.023
2016,151,0,27064,Jhonattan Vegas,4.43,50,1129,E
2016,152,0,24358,Robert Garrigus,4.42,34,769,+0.147
2016,153,0,32618,Rhein Gibson,4.38,27,616,+0.370
2016,153,0,33448,Justin Thomas,4.38,46,1050,E
2016,155,0,22405,Justin Rose,4.37,30,686,E
2016,156,0,33122,Russell Knox,4.29,39,910,+0.385
2016,156,0,25818,Scott Piercy,4.29,39,909,+0.026
2016,158,0,37455,Si Woo Kim,4.26,59,1384,+0.169
2016,159,0,28158,Steve Marino,4.23,33,780,+0.273
2016,160,0,28114,Dawie van der Walt,4.21,33,784,+0.152
2016,161,0,35300,Andrew Loupe,4.17,39,935,+0.308
2016,162,0,36689,Brooks Koepka,4.15,35,844,+0.114
2016,163,0,27644,Brian Harman,4.13,53,1283,+0.226
2016,164,0,37454,Whee Kim,4.08,37,906,+0.135
2016,165,0,25364,Paul Casey,4.01,32,798,-0.125
2016,166,0,32102,Rickie Fowler,4.0,36,900,-0.083
2016,167,0,29222,Billy Hurley III,3.88,32,824,+0.031
2016,168,0,12716,Charley Hoffman,3.84,38,990,+0.263
2016,169,0,36699,Patrick Rodgers,3.73,37,992,+0.054
2016,170,0,21209,Sergio Garcia,3.69,16,434,+0.188
2016,171,0,46440,Smylie Kaufman,3.66,37,1012,+0.162
2016,172,0,34046,Jordan Spieth,3.45,28,812,E
2016,173,0,28237,Rory McIlroy,3.42,23,672,-0.087
2016,174,0,34360,Patrick Reed,3.39,37,1092,-0.027
2016,175,0,6522,Ernie Els,3.32,26,782,+0.115
2016,176,0,30692,Scott Stallings,3.3,29,880,+0.103
2016,177,0,35451,Scott Pinckney,3.23,32,992,+0.031
2016,178,0,31420,Anirban Lahiri,3.13,21,672,+0.095
2016,179,0,20572,Rod Pampling,3.09,16,518,+0.250
2016,180,0,23108,Matt Kuchar,2.79,30,1074,+0.133
2016,181,0,1810,Phil Mickelson,2.42,20,826,+0.200
2016,182,0,25804,Bubba Watson,2.37,17,718,+0.176
2016,183,0,32839,Hideki Matsuyama,2.34,19,812,-0.211
2016,184,0,30925,Dustin Johnson,2.15,19,884,+0.053
2016,185,0,27141,J.B. Holmes,1.75,15,855,+0.200
2005,1,0,1928,Corey Pavin,20.56,175,851,+0.040
2005,2,0,2010,Loren Roberts,11.94,80,670,+0.113
2005,3,0,1487,Jeff Hart,10.65,85,798,+0.365
2005,4,0,1175,Jim Carter,9.91,75,757,+0.173
2005,5,0,26420,Richard Johnson,9.22,59,640,+0.034
2005,6,0,20127,Chris Riley,9.06,53,585,+0.264
2005,7,0,1132,Mark Brooks,9.03,78,864,+0.103
2005,8,0,1381,Fred Funk,9.02,103,1142,+0.107
2005,9,0,1329,Brad Faxon,8.79,70,796,+0.157
2005,10,0,21878,Mark Wilson,8.64,76,880,-0.105
2005,11,0,1599,Steve Jones,8.58,55,641,+0.109
2005,12,0,12823,Carlos Franco,8.44,79,936,+0.152
2005,13,0,20623,Gavin Coles,8.35,74,886,+0.135
2005,14,0,1157,Tom Byrum,8.3,88,1060,+0.148
2005,15,0,20382,Stephen Leaney,8.13,85,1045,+0.165
2005,16,0,12645,Brent Geiberger,8.01,58,724,+0.138
2005,17,0,1823,Larry Mize,7.94,51,642,+0.157
2005,18,0,12510,Chad Campbell,7.9,83,1050,+0.012
2005,19,0,12602,Dean Wilson,7.89,87,1102,+0.011
2005,20,0,23036,Chris Anderson,7.78,63,810,+0.222
2005,21,0,1313,Steve Elkington,7.74,59,762,+0.186
2005,22,0,23108,Matt Kuchar,7.66,59,770,+0.254
2005,23,0,1139,Olin Browne,7.61,88,1156,+0.091
2005,24,0,22548,Patrick Sheehan,7.39,99,1339,+0.121
2005,25,0,2101,Joey Sindelar,7.37,101,1370,+0.149
2005,26,0,12662,Thomas Levet,7.36,37,503,+0.324
2005,27,0,6527,Steve Stricker,7.28,60,824,-0.033
2005,27,0,10423,Mike Weir,7.28,48,659,+0.188
2005,29,0,1619,Skip Kendall,7.27,71,977,+0.366
2005,30,0,8537,J.P. Hayes,7.18,53,738,+0.075
2005,31,0,12660,Jesper Parnevik,7.16,67,936,+0.119
2005,32,0,21951,Joey Snyder III,7.14,91,1274,+0.088
2005,33,0,25396,Kevin Na,7.07,78,1103,+0.333
2005,34,0,10809,Jim Furyk,7.03,70,996,-0.014
2005,35,0,23541,Ben Crane,7.0,63,900,+0.222
2005,36,0,1761,Len Mattiace,6.99,74,1058,+0.243
2005,37,0,7223,Brian Bateman,6.93,82,1184,+0.183
2005,38,0,1219,John Cook,6.91,56,811,+0.232
2005,39,0,6004,Stephen Ames,6.81,58,852,+0.052
2005,40,0,1142,Bart Bryant,6.77,72,1063,+0.056
2005,41,0,20229,Stewart Cink,6.65,66,992,+0.121
2005,42,0,1035,Tommy Armour III,6.62,84,1268,E
2005,43,0,23540,Jason Allred,6.61,58,878,+0.086
2005,44,0,22371,Aaron Baddeley,6.57,69,1050,+0.406
2005,44,0,24138,Ian Poulter,6.57,33,502,+0.121
2005,46,0,1577,Lee Janzen,6.56,54,823,+0.204
2005,47,0,24290,D.J. Brigman,6.54,56,856,+0.143
2005,47,0,1666,Bernhard Langer,6.54,41,627,+0.341
2005,49,0,6197,Michael Allen,6.51,70,1075,+0.200
2005,49,0,1418,Bill Glasson,6.51,40,614,+0.250
2005,51,0,25847,Rob Rashell,6.47,49,757,+0.347
2005,52,0,19846,Brian Gay,6.46,83,1285,+0.108
2005,53,0,8385,Omar Uresti,6.45,66,1024,+0.061
2005,54,0,8545,Glen Hnatiuk,6.44,45,699,+0.178
2005,55,0,1457,Jay Haas,6.43,35,544,+0.286
2005,56,0,2223,Bob Tway,6.42,59,919,E
2005,57,0,1320,Bob Estes,6.35,70,1102,+0.114
2005,58,0,1887,Mark O'Meara,6.29,45,715,+0.222
2005,59,0,20645,John Senden,6.28,79,1257,+0.089
2005,60,0,2246,Duffy Waldorf,6.26,62,990,+0.145
2005,61,0,6575,Dudley Hart,6.24,63,1010,+0.270
2005,62,0,1388,Robert Gamez,6.19,69,1114,+0.246
2005,63,0,1473,Todd Hamilton,6.14,64,1042,+0.125
2005,64,0,6573,Brandt Jobe,6.1,69,1132,+0.145
2005,65,0,1127,Danny Briggs,6.09,52,854,+0.192
2005,66,0,20502,Michael Long,6.05,54,892,+0.296
2005,67,0,20472,Alex Cejka,6.04,58,961,+0.103
2005,68,0,7867,Woody Austin,5.94,75,1262,+0.013
2005,69,0,20634,Peter Lonard,5.88,54,918,+0.148
2005,70,0,10962,Bradley Hughes,5.87,40,682,-0.025
2005,71,0,25345,Carl Pettersson,5.86,76,1297,+0.105
2005,72,0,1361,Dan Forsman,5.85,38,650,+0.211
2005,73,0,19972,José Coceres,5.81,43,740,+0.465
2005,74,0,7457,Steve Flesch,5.78,51,883,+0.157
2005,75,0,10117,Bob Heintz,5.77,50,866,+0.380
2005,75,0,20628,Arron Oberholser,5.77,41,710,+0.049
2005,75,0,24502,Adam Scott,5.77,42,728,E
2005,75,0,2239,Scott Verplank,5.77,53,918,+0.057
2005,79,0,12680,Shigeki Maruyama,5.73,68,1186,+0.206
2005,79,0,23621,Rory Sabbatini,5.73,48,838,+0.375
2005,79,0,10425,Jay Williamson,5.73,37,646,+0.189
2005,82,0,22621,Ben Curtis,5.69,39,686,+0.410
2005,83,0,26758,David Hearn,5.65,48,850,+0.146
2005,84,0,21806,Paul Gow,5.64,53,940,+0.283
2005,85,0,1706,Davis Love III,5.63,44,781,+0.023
2005,85,0,2104,Jeff Sluman,5.63,66,1172,+0.212
2005,87,0,12454,Mario Tiziani,5.6,47,840,-0.021
2005,88,0,1024,Billy Andrade,5.59,57,1020,E
2005,88,0,21498,Hideto Tanihara,5.59,35,626,+0.629
2005,90,0,10201,Matt Gogel,5.54,52,939,+0.327
2005,91,0,19881,Robert Damron,5.53,61,1103,+0.164
2005,92,0,20121,Todd Fischer,5.51,67,1216,+0.149
2005,93,0,24507,Jason Bohn,5.49,62,1130,+0.048
2005,94,0,10733,Kent Jones,5.47,67,1224,E
2005,95,0,8993,Franklin Langham,5.46,58,1063,+0.138
2005,95,0,20160,Charlie Wi,5.46,46,842,E
2005,97,0,10860,Justin Leonard,5.41,41,758,+0.171
2005,98,0,6373,José María Olazábal,5.4,31,574,+0.161
2005,99,0,23614,Rich Beem,5.38,36,669,+0.222
2005,100,0,21731,Freddie Jacobson,5.31,41,772,+0.244
2005,101,0,1042,Paul Azinger,5.29,43,813,+0.395
2005,101,0,12652,Cameron Beckman,5.29,62,1171,+0.194
2005,103,0,23353,J.J. Henry,5.17,62,1200,+0.048
2005,104,0,8123,Jeff Brehaut,5.14,45,876,+0.289
2005,104,0,25240,D.A. Points,5.14,59,1147,+0.169
2005,106,0,21633,Steve Allan,5.13,63,1227,+0.222
2005,106,0,6595,Kevin Sutherland,5.13,53,1034,+0.075
2005,108,0,20498,Briny Baird,5.09,63,1238,+0.063
2005,108,0,6515,Shaun Micheel,5.09,45,884,+0.267
2005,110,0,20850,Daniel Chopra,5.07,65,1283,+0.108
2005,111,0,23325,Vaughn Taylor,5.05,63,1248,+0.143
2005,112,0,23983,Luke Donald,5.0,28,560,-0.036
2005,113,0,1707,Steve Lowery,4.99,60,1203,+0.350
2005,114,0,23409,James Driscoll,4.97,43,866,+0.186
2005,114,0,1948,Tim Petrovic,4.97,55,1106,+0.164
2005,116,0,24604,Hunter Haas,4.95,50,1010,+0.120
2005,117,0,21407,Arjun Atwal,4.94,42,850,+0.238
2005,118,0,10585,Scott McCarron,4.88,41,841,+0.244
2005,119,0,1766,Billy Mayfair,4.82,68,1412,+0.074
2005,120,0,20548,Hidemichi Tanaka,4.8,63,1312,+0.127
2005,121,0,24361,Pat Perez,4.79,49,1022,+0.102
2005,121,0,10912,Craig Perks,4.79,39,814,+0.256
2005,123,0,12826,Paul Claxton,4.78,44,921,+0.068
2005,123,0,20094,Jonathan Kaye,4.78,43,899,-0.163
2005,125,0,12782,Tim Herron,4.76,51,1072,E
2005,126,0,6034,Marco Dawson,4.69,51,1088,+0.098
2005,127,0,20098,Stuart Appleby,4.65,41,882,+0.049
2005,127,0,20157,Retief Goosen,4.65,28,602,+0.071
2005,129,0,28088,Matt Davidson,4.6,32,696,+0.125
2005,130,0,2214,Kirk Triplett,4.55,28,615,+0.071
2005,131,0,22293,Heath Slocum,4.54,57,1255,+0.140
2005,132,0,21959,Ted Purdy,4.51,63,1396,+0.254
2005,133,0,2106,Chris Smith,4.48,53,1184,+0.113
2005,134,0,8075,Jerry Kelly,4.46,47,1054,+0.064
2005,135,0,23552,Hank Kuehne,4.44,46,1036,+0.478
2005,136,0,22405,Justin Rose,4.39,54,1230,+0.148
2005,137,0,20378,Mathias Grönberg,4.36,34,780,+0.265
2005,138,0,6599,John Elliott,4.34,31,714,+0.355
2005,138,0,1685,J.L. Lewis,4.34,49,1128,+0.020
2005,140,0,20572,Rod Pampling,4.33,42,971,+0.048
2005,141,0,1797,Rocco Mediate,4.31,39,905,+0.154
2005,142,0,1723,Andrew Magee,4.29,42,979,+0.262
2005,143,0,20812,Tjaart van der Walt,4.26,32,752,+0.188
2005,144,0,24781,Hunter Mahan,4.25,55,1294,+0.400
2005,144,0,22046,Geoff Ogilvy,4.25,44,1036,+0.205
2005,146,0,8725,Tom Gillis,4.21,40,950,+0.125
2005,147,0,20474,Phillip Price,4.2,37,880,+0.189
2005,148,0,20691,Greg Owen,4.18,41,980,+0.341
2005,148,0,23320,Ryan Palmer,4.18,47,1125,+0.447
2005,150,0,1677,Tom Lehman,4.17,29,696,+0.241
2005,151,0,1161,Mark Calcavecchia,4.15,44,1060,+0.318
2005,152,0,24227,Justin Bolli,4.14,34,822,+0.324
2005,153,0,24925,Jonathan Byrd,4.13,54,1306,+0.296
2005,153,0,8793,Tiger Woods,4.13,32,774,+0.031
2005,155,0,20396,Lee Westwood,4.11,19,462,+0.316
2005,156,0,6621,Joe Durant,4.1,39,952,+0.333
2005,157,0,1553,John Huston,4.09,45,1101,+0.200
2005,158,0,20663,Brenden Pappas,4.08,28,686,+0.393
2005,159,0,1945,Kenny Perry,4.07,34,835,-0.118
2005,160,0,24024,Zach Johnson,4.04,47,1164,+0.255
2005,161,0,6332,Neal Lancaster,4.03,48,1190,+0.208
2005,161,0,24140,Sean O'Hair,4.03,48,1190,+0.083
2005,163,0,23135,Tim Clark,4.02,36,896,+0.278
2005,163,0,23623,Bo Van Pelt,4.02,52,1293,-0.019
2005,165,0,6251,Chris DiMarco,4.0,33,824,+0.212
2005,166,0,21949,Joe Ogilvie,3.94,43,1090,+0.116
2005,167,0,11032,Frank Lickliter II,3.93,47,1196,+0.234
2005,168,0,8931,Glen Day,3.91,40,1022,+0.275
2005,168,0,1941,Tom Pernice Jr.,3.91,48,1229,+0.271
2005,170,0,23497,Tag Ridings,3.88,45,1161,+0.222
2005,170,0,27095,Nick Watney,3.88,43,1108,+0.279
2005,172,0,24912,Will MacKenzie,3.8,36,948,E
2005,173,0,21753,Brian Davis,3.64,32,880,+0.063
2005,174,0,24980,Scott Gutschewski,3.61,36,996,+0.056
2005,175,0,7749,Brett Quigley,3.58,42,1174,+0.381
2005,176,0,22913,John Rollins,3.57,41,1149,+0.244
2005,177,0,20766,Padraig Harrington,3.55,20,564,+0.350
2005,178,0,19824,Craig Barlow,3.52,31,880,+0.129
2005,179,0,22295,Darron Stiles,3.51,34,968,+0.029
2005,180,0,21961,Charles Howell III,3.49,35,1004,+0.086
2005,180,0,23349,Charles Warren,3.49,39,1117,+0.103
2005,182,0,23725,Brendan Jones,3.46,35,1012,+0.171
2005,183,0,20099,Doug Barron,3.45,31,898,+0.097
2005,184,0,21209,Sergio Garcia,3.42,25,732,E
2005,185,0,24357,K.J. Choi,3.31,25,755,+0.160
2005,186,0,21350,Ryuji Imada,3.24,30,926,+0.100
2005,187,0,26287,Roland Thatcher,2.99,28,938,+0.214
2005,188,0,10885,Robert Allenby,2.97,30,1009,-0.100
2005,189,0,25900,Lucas Glover,2.93,32,1092,+0.313
2005,190,0,23063,Scott Hend,2.9,26,898,+0.385
2005,191,0,20433,Mark Hensby,2.88,20,694,+0.550
2005,191,0,23322,Brett Wetterich,2.88,27,938,+0.407
2005,193,0,1226,Fred Couples,2.82,17,603,+0.235
2005,194,0,26679,Kevin Stadler,2.79,32,1146,+0.219
2005,195,0,1810,Phil Mickelson,2.72,19,698,-0.053
2005,196,0,21805,Harrison Frazar,2.7,35,1298,+0.143
2005,197,0,1724,Jeff Maggert,2.63,22,836,+0.136
2005,198,0,2206,David Toms,2.6,23,886,+0.217
2005,199,0,1927,Dennis Paulson,2.56,20,782,+0.500
2005,200,0,1249,John Daly,2.42,19,784,+0.053
2005,201,0,23788,D.J. Trahan,2.14,21,982,+0.476
2005,202,0,6567,Vijay Singh,1.55,19,1224,+0.105
2002,1,0,1928,Corey Pavin,22.88,73,319,+0.219
2002,2,0,6315,Pete Jordan,20.49,76,371,+0.263
2002,3,0,2257,Brian Watts,19.92,49,246,+0.163
2002,4,0,6373,José María Olazábal,19.62,51,260,+0.020
2002,5,0,2322,Richard Zokol,19.33,46,238,+0.217
2002,6,0,19817,Michael Muehr,19.0,53,279,+0.245
2002,7,0,1549,Mike Hulbert,18.78,43,229,+0.070
2002,8,0,19972,José Coceres,15.53,32,206,+0.250
2002,9,0,2101,Joey Sindelar,14.98,74,494,-0.054
2002,10,0,2133,Craig Stadler,14.81,36,243,+0.222
2002,11,0,6078,Esteban Toledo,14.71,60,408,+0.367
2002,12,0,1175,Jim Carter,14.25,55,386,+0.055
2002,13,0,1619,Skip Kendall,13.82,63,456,+0.016
2002,14,0,2099,Scott Simpson,13.79,40,290,+0.275
2002,15,0,6498,Matt Peterson,13.78,58,421,+0.207
2002,16,0,8553,Lee Porter,13.72,59,430,+0.068
2002,17,0,8537,J.P. Hayes,13.66,44,322,+0.114
2002,18,0,12826,Paul Claxton,13.58,58,427,+0.155
