YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,% MADE,ATTEMPTS,PUTTS MADE
2013,1,0,22806,Doug LaBelle II,58.33,36,21
2013,1,0,1810,Phil Mickelson,58.33,36,21
2013,3,0,6573,Brandt Jobe,57.14,42,24
2013,3,0,29221,Webb Simpson,57.14,42,24
2013,5,0,23409,James Driscoll,56.25,48,27
2013,6,0,22792,Peter Hanson,55.56,18,10
2013,7,0,20104,Ken Duke,54.55,55,30
2013,7,0,24490,George McNeill,54.55,55,30
2013,9,0,30163,Henrik Norlander,54.05,37,20
2013,10,0,28135,Aaron Watkins,53.33,15,8
2013,11,0,35539,Luke Guthrie,53.06,49,26
2013,12,0,28237,Rory McIlroy,52.0,25,13
2013,13,0,28259,Sangmoon Bae,51.92,52,27
2013,14,0,23353,J.J. Henry,50.98,51,26
2013,15,0,26300,Matt Jones,50.0,54,27
2013,15,0,27936,Martin Laird,50.0,34,17
2013,15,0,22056,Cameron Percy,50.0,44,22
2013,15,0,22405,Justin Rose,50.0,34,17
2013,15,0,21528,Henrik Stenson,50.0,26,13
2013,15,0,26951,Johnson Wagner,50.0,30,15
2013,21,0,10860,Justin Leonard,49.12,57,28
2013,22,0,28780,Nicholas Thompson,49.06,53,26
2013,23,0,27895,Jonas Blixt,48.94,47,23
2013,23,0,24357,K.J. Choi,48.94,47,23
2013,25,0,34174,John Huh,48.84,43,21
2013,26,0,20593,Greg Chalmers,48.78,41,20
2013,27,0,22046,Geoff Ogilvy,48.65,37,18
2013,28,0,6522,Ernie Els,48.48,33,16
2013,29,0,24361,Pat Perez,48.39,31,15
2013,30,0,8793,Tiger Woods,48.28,29,14
2013,31,0,29420,Billy Horschel,48.15,54,26
2013,32,0,26679,Kevin Stadler,48.08,52,25
2013,33,0,34099,Harris English,47.92,48,23
2013,33,0,30692,Scott Stallings,47.92,48,23
2013,35,0,34409,David Lingmerth,47.73,44,21
2013,35,0,25345,Carl Pettersson,47.73,44,21
2013,37,0,20160,Charlie Wi,47.17,53,25
2013,38,0,34098,Russell Henley,47.06,51,24
2013,39,0,20396,Lee Westwood,46.88,32,15
2013,40,0,24138,Ian Poulter,46.67,30,14
2013,40,0,33418,Shawn Stefani,46.67,30,14
2013,42,0,12716,Charley Hoffman,46.48,71,33
2013,43,0,10423,Mike Weir,46.34,41,19
2013,44,0,23452,Nicolas Colsaerts,46.15,26,12
2013,44,0,25562,Andres Romero,46.15,39,18
2013,44,0,26331,Charl Schwartzel,46.15,39,18
2013,47,0,26758,David Hearn,46.0,50,23
2013,48,0,28500,Martin Flores,45.95,37,17
2013,49,0,25900,Lucas Glover,45.71,35,16
2013,49,0,27649,Brandt Snedeker,45.71,35,16
2013,49,0,23325,Vaughn Taylor,45.71,35,16
2013,52,0,6527,Steve Stricker,45.45,22,10
2013,53,0,25444,Justin Hicks,44.9,49,22
2013,54,0,31202,William McGirt,44.68,47,21
2013,54,0,25632,Jimmy Walker,44.68,47,21
2013,56,0,37273,Derek Ernst,44.44,36,16
2013,56,0,8075,Jerry Kelly,44.44,45,20
2013,56,0,34046,Jordan Spieth,44.44,45,20
2013,56,0,27770,Camilo Villegas,44.44,36,16
2013,60,0,20691,Greg Owen,44.0,50,22
2013,60,0,2206,David Toms,44.0,25,11
2013,62,0,34431,Robert Streb,43.9,41,18
2013,63,0,25804,Bubba Watson,43.75,48,21
2013,64,0,22371,Aaron Baddeley,43.59,39,17
2013,65,0,30750,Tommy Gainey,43.55,62,27
2013,66,0,1724,Jeff Maggert,43.48,46,20
2013,66,0,25240,D.A. Points,43.48,46,20
2013,68,0,33141,Keegan Bradley,43.4,53,23
2013,69,0,20848,Ángel Cabrera,43.24,37,16
2013,70,0,25834,Daniel Summerhays,43.1,58,25
2013,71,0,33419,Cameron Tringale,42.59,54,23
2013,72,0,21099,David Lynn,42.55,47,20
2013,72,0,23621,Rory Sabbatini,42.55,47,20
2013,74,0,23800,Bryce Molder,42.31,52,22
2013,74,0,23320,Ryan Palmer,42.31,52,22
2013,76,0,34360,Patrick Reed,42.22,45,19
2013,77,0,21209,Sergio Garcia,41.94,31,13
2013,77,0,33869,Eric Meierdierks,41.94,31,13
2013,79,0,27933,John Merrick,41.86,43,18
2013,80,0,32366,Kevin Chappell,41.51,53,22
2013,80,0,22961,David Mathis,41.51,53,22
2013,82,0,23623,Bo Van Pelt,41.46,41,17
2013,82,0,26497,Casey Wittenberg,41.46,41,17
2013,84,0,33461,Morgan Hoffmann,41.38,29,12
2013,85,0,24227,Justin Bolli,41.18,34,14
2013,85,0,8725,Tom Gillis,41.18,34,14
2013,85,0,28092,D.H. Lee,41.18,34,14
2013,88,0,27436,Graham DeLaet,40.82,49,20
2013,89,0,1116,Michael Bradley,40.74,27,11
2013,89,0,23135,Tim Clark,40.74,27,11
2013,89,0,31560,Brian Stuard,40.74,54,22
2013,92,0,24781,Hunter Mahan,40.54,37,15
2013,93,0,35139,Richard Lee,40.48,42,17
2013,94,0,20098,Stuart Appleby,40.0,45,18
2013,94,0,36884,Ben Kohles,40.0,40,16
2013,94,0,26596,Ryan Moore,40.0,35,14
2013,94,0,25336,Alistair Presnell,40.0,30,12
2013,94,0,6567,Vijay Singh,40.0,25,10
2013,94,0,22295,Darron Stiles,40.0,25,10
2013,94,0,27330,Josh Teater,40.0,50,20
2013,101,0,27963,Chris Stroud,39.66,58,23
2013,102,0,20443,Jin Park,39.47,38,15
2013,103,0,32102,Rickie Fowler,39.39,33,13
2013,103,0,20766,Padraig Harrington,39.39,33,13
2013,105,0,21961,Charles Howell III,39.34,61,24
2013,106,0,19846,Brian Gay,39.29,56,22
2013,107,0,30711,Colt Knost,39.13,46,18
2013,107,0,24663,Y.E. Yang,39.13,23,9
2013,109,0,29518,Brendan Steele,39.02,41,16
2013,110,0,28475,Jeff Overton,38.89,54,21
2013,111,0,20229,Stewart Cink,38.71,31,12
2013,112,0,26476,Chez Reavie,38.64,44,17
2013,113,0,6004,Stephen Ames,38.46,26,10
2013,113,0,32698,Bobby Gates,38.46,26,10
2013,115,0,24846,Ricky Barnes,38.3,47,18
2013,116,0,27408,Martin Kaymer,37.93,29,11
2013,117,0,24140,Sean O'Hair,37.78,45,17
2013,117,0,31323,Gary Woodland,37.78,45,17
2013,119,0,23541,Ben Crane,37.5,40,15
2013,119,0,28679,Fabián Gómez,37.5,40,15
2013,119,0,27095,Nick Watney,37.5,48,18
2013,122,0,31557,Jim Herman,37.14,35,13
2013,122,0,21731,Freddie Jacobson,37.14,35,13
2013,124,0,21753,Brian Davis,36.92,65,24
2013,124,0,20645,John Senden,36.92,65,24
2013,126,0,30944,Jason Kokrak,36.84,38,14
2013,127,0,28089,Jason Day,36.59,41,15
2013,128,0,32334,Charlie Beljan,36.36,33,12
2013,129,0,12510,Chad Campbell,36.21,58,21
2013,130,0,27214,Kevin Streelman,36.11,36,13
2013,131,0,27120,Troy Matteson,35.9,39,14
2013,131,0,28310,Lee Williams,35.9,39,14
2013,133,0,24494,Erik Compton,35.71,56,20
2013,133,0,24024,Zach Johnson,35.71,42,15
2013,135,0,23983,Luke Donald,35.48,31,11
2013,136,0,27644,Brian Harman,35.42,48,17
2013,137,0,27503,Steve LeBrun,35.0,40,14
2013,138,0,25274,Steven Bowditch,34.88,43,15
2013,138,0,23497,Tag Ridings,34.88,43,15
2013,140,0,25686,Jason Dufner,34.69,49,17
2013,141,0,22621,Ben Curtis,34.62,26,9
2013,141,0,23638,Brendon de Jonge,34.62,78,27
