YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL FAIRWAY BUNKERS,POSSIBLE FWYS,RELATIVE TO PAR
2015,141,0,23048,Eric Axley,7.1,42,179,+0.405
2015,141,0,25274,Steven Bowditch,7.1,86,364,+0.058
2015,141,0,24357,K.J. Choi,7.1,56,234,+0.250
2015,141,0,12716,Charley Hoffman,7.1,75,317,+0.280
2015,141,0,30852,Ryo Ishikawa,7.1,73,318,-0.068
2015,141,0,29926,Danny Lee,7.1,98,420,+0.235
2015,141,0,28475,Jeff Overton,7.1,73,301,+0.397
2015,141,0,33419,Cameron Tringale,7.1,78,333,+0.154
2015,141,0,25892,Steve Wheatcroft,7.1,71,301,+0.239
2015,150,0,25686,Jason Dufner,7.2,48,203,+0.229
2015,150,0,30692,Scott Stallings,7.2,49,212,+0.388
2015,152,0,28307,Matt Every,7.3,56,234,+0.125
2015,152,0,29420,Billy Horschel,7.3,74,310,+0.203
2015,152,0,25345,Carl Pettersson,7.3,97,414,E
2015,155,0,36689,Brooks Koepka,7.5,67,286,+0.119
2015,155,0,25818,Scott Piercy,7.5,86,363,+0.256
2015,155,0,25632,Jimmy Walker,7.5,66,282,+0.030
2015,155,0,31323,Gary Woodland,7.5,56,239,+0.196
2015,159,0,24781,Hunter Mahan,7.6,69,298,+0.188
2015,160,0,21209,Sergio Garcia,7.7,38,159,+0.184
2015,160,0,25240,D.A. Points,7.7,61,261,+0.082
2015,162,0,34563,Chesson Hadley,7.8,96,407,+0.104
2015,162,0,32448,James Hahn,7.8,84,355,+0.167
2015,162,0,22046,Geoff Ogilvy,7.8,38,158,+0.237
2015,162,0,25493,Nick Taylor,7.8,90,381,+0.211
2015,166,0,24924,Bill Haas,7.9,78,328,+0.103
2015,166,0,35532,Tom Hoge,7.9,71,305,+0.113
2015,166,0,30926,Chris Kirk,7.9,62,262,+0.065
2015,169,0,33461,Morgan Hoffmann,8.0,76,325,+0.250
2015,170,0,24494,Erik Compton,8.1,78,329,+0.115
2015,171,0,28132,Tyrone Van Aswegen,8.3,48,200,+0.229
2015,172,0,22371,Aaron Baddeley,8.4,76,323,+0.171
2015,173,0,24138,Ian Poulter,8.5,56,240,+0.268
2015,174,0,20848,Ángel Cabrera,8.9,52,220,+0.192
2015,174,0,23320,Ryan Palmer,8.9,66,276,+0.152
2015,176,0,34360,Patrick Reed,9.0,95,410,+0.074
2015,177,0,6522,Ernie Els,9.1,49,208,+0.204
2015,177,0,21961,Charles Howell III,9.1,124,523,+0.185
2015,177,0,25562,Andres Romero,9.1,68,286,+0.235
2015,180,0,24502,Adam Scott,9.3,41,176,E
2015,181,0,1810,Phil Mickelson,9.8,74,314,+0.135
2015,182,0,25369,Jamie Donaldson,9.9,44,190,+0.114
2015,183,0,22405,Justin Rose,10.3,70,299,+0.371
2015,184,0,20396,Lee Westwood,10.9,48,202,+0.313
2012,1,0,10809,Jim Furyk,3.1,28,905,+0.071
2012,2,0,35139,Richard Lee,4.0,32,795,+0.219
2012,3,0,25804,Bubba Watson,4.2,30,709,+0.333
2012,4,0,29910,Blake Adams,4.3,52,1222,+0.423
2012,4,0,29420,Billy Horschel,4.3,29,667,+0.172
2012,4,0,22582,Kyle Thompson,4.3,22,512,+0.409
2012,7,0,27436,Graham DeLaet,4.5,44,983,+0.227
2012,7,0,1766,Billy Mayfair,4.5,48,1075,+0.271
2012,7,0,28237,Rory McIlroy,4.5,25,556,+0.280
2012,7,0,24138,Ian Poulter,4.5,24,529,-0.042
2012,11,0,22621,Ben Curtis,4.6,31,669,+0.161
2012,11,0,27141,J.B. Holmes,4.6,49,1062,+0.204
2012,11,0,8075,Jerry Kelly,4.6,47,1013,+0.319
2012,11,0,30110,Kyle Stanley,4.6,45,973,+0.378
2012,15,0,20848,Ángel Cabrera,4.7,24,511,+0.167
2012,15,0,23135,Tim Clark,4.7,33,695,+0.242
2012,17,0,21407,Arjun Atwal,4.8,44,914,+0.114
2012,17,0,1249,John Daly,4.8,25,520,+0.360
2012,17,0,24358,Robert Garrigus,4.8,49,1022,+0.102
2012,17,0,8793,Tiger Woods,4.8,32,666,+0.031
2012,21,0,24507,Jason Bohn,4.9,45,914,+0.156
2012,21,0,25457,Alexandre Rocha,4.9,34,698,+0.088
2012,21,0,22913,John Rollins,4.9,48,984,+0.229
2012,21,0,22548,Patrick Sheehan,4.9,30,615,+0.267
2012,25,0,33141,Keegan Bradley,5.0,49,985,+0.245
2012,25,0,29221,Webb Simpson,5.0,46,917,+0.109
2012,27,0,32334,Charlie Beljan,5.1,30,593,+0.333
2012,27,0,20104,Ken Duke,5.1,64,1250,+0.406
2012,27,0,1320,Bob Estes,5.1,46,897,+0.130
2012,30,0,12652,Cameron Beckman,5.2,50,954,+0.240
2012,30,0,10860,Justin Leonard,5.2,49,944,+0.347
2012,30,0,25240,D.A. Points,5.2,58,1116,+0.259
2012,30,0,22293,Heath Slocum,5.2,54,1043,+0.204
2012,30,0,25834,Daniel Summerhays,5.2,49,946,+0.163
2012,35,0,28089,Jason Day,5.3,34,643,+0.147
2012,35,0,1941,Tom Pernice Jr.,5.3,38,715,+0.316
2012,35,0,30692,Scott Stallings,5.3,50,937,+0.340
2012,38,0,24024,Zach Johnson,5.4,55,1028,+0.218
2012,38,0,30711,Colt Knost,5.4,50,929,+0.460
2012,38,0,1706,Davis Love III,5.4,39,719,+0.026
2012,38,0,27060,John Mallinger,5.4,47,871,+0.149
2012,42,0,21753,Brian Davis,5.5,60,1095,+0.183
2012,42,0,25686,Jason Dufner,5.5,49,886,+0.163
2012,42,0,30925,Dustin Johnson,5.5,40,725,+0.350
2012,42,0,30944,Jason Kokrak,5.5,52,945,+0.212
2012,42,0,23800,Bryce Molder,5.5,54,986,+0.222
2012,42,0,25396,Kevin Na,5.5,50,904,+0.400
2012,42,0,21528,Henrik Stenson,5.5,32,583,+0.281
2012,42,0,27770,Camilo Villegas,5.5,55,1008,+0.273
2012,42,0,25892,Steve Wheatcroft,5.5,32,586,+0.313
2012,42,0,20160,Charlie Wi,5.5,55,1004,+0.273
2012,52,0,11123,Chris Couch,5.6,42,745,+0.238
2012,52,0,32102,Rickie Fowler,5.6,51,914,+0.039
2012,52,0,21209,Sergio Garcia,5.6,34,609,+0.206
2012,52,0,22348,Nick O'Hern,5.6,52,935,+0.250
2012,52,0,27214,Kevin Streelman,5.6,60,1066,+0.250
2012,52,0,30927,Brendon Todd,5.6,48,864,+0.188
2012,58,0,24604,Hunter Haas,5.7,41,721,+0.317
2012,58,0,34174,John Huh,5.7,68,1185,+0.426
2012,58,0,1797,Rocco Mediate,5.7,46,805,+0.326
2012,58,0,10213,Dicky Pride,5.7,39,680,+0.077
2012,58,0,27064,Jhonattan Vegas,5.7,54,951,+0.259
2012,63,0,28455,Will Claxton,5.8,69,1192,+0.101
2012,63,0,20623,Gavin Coles,5.8,46,793,+0.348
2012,63,0,33122,Russell Knox,5.8,45,778,+0.333
2012,63,0,26331,Charl Schwartzel,5.8,32,552,+0.125
2012,63,0,6567,Vijay Singh,5.8,65,1125,+0.046
2012,63,0,27330,Josh Teater,5.8,66,1146,+0.364
2012,63,0,20396,Lee Westwood,5.8,32,555,+0.406
2012,63,0,31323,Gary Woodland,5.8,42,725,+0.214
2012,71,0,24846,Ricky Barnes,5.9,67,1138,+0.254
2012,71,0,23541,Ben Crane,5.9,51,861,+0.275
2012,71,0,6036,Scott Dunlap,5.9,38,641,+0.211
2012,71,0,27933,John Merrick,5.9,59,995,+0.305
2012,71,0,25818,Scott Piercy,5.9,70,1178,-0.057
2012,71,0,26679,Kevin Stadler,5.9,57,972,+0.281
2012,71,0,29518,Brendan Steele,5.9,53,898,+0.302
2012,78,0,6004,Stephen Ames,6.0,32,537,+0.406
2012,78,0,24357,K.J. Choi,6.0,47,784,+0.213
2012,78,0,23204,Gary Christian,6.0,63,1044,+0.302
2012,78,0,8725,Tom Gillis,6.0,57,956,+0.386
2012,78,0,20574,Mathew Goggin,6.0,46,763,+0.152
2012,78,0,26758,David Hearn,6.0,73,1219,+0.110
2012,78,0,22961,David Mathis,6.0,58,960,+0.362
2012,78,0,23320,Ryan Palmer,6.0,59,983,+0.203
2012,78,0,27556,Ted Potter Jr.,6.0,51,851,+0.216
2012,78,0,32150,Michael Thompson,6.0,54,893,+0.167
2012,88,0,24925,Jonathan Byrd,6.1,47,775,+0.191
2012,88,0,6251,Chris DiMarco,6.1,61,999,+0.180
2012,88,0,20766,Padraig Harrington,6.1,38,619,+0.316
2012,88,0,27302,Garth Mulroy,6.1,39,636,+0.051
2012,88,0,28475,Jeff Overton,6.1,78,1274,+0.321
2012,88,0,23623,Bo Van Pelt,6.1,55,900,+0.218
2012,88,0,26951,Johnson Wagner,6.1,65,1061,+0.154
2012,95,0,27644,Brian Harman,6.2,76,1219,+0.263
2012,95,0,19970,Robert Karlsson,6.2,35,568,+0.029
2012,95,0,24490,George McNeill,6.2,61,979,+0.131
2012,95,0,26596,Ryan Moore,6.2,70,1126,+0.171
2012,95,0,2206,David Toms,6.2,38,611,+0.289
2012,100,0,23983,Luke Donald,6.3,42,663,+0.048
2012,100,0,21350,Ryuji Imada,6.3,60,948,+0.233
2012,100,0,6573,Brandt Jobe,6.3,39,623,+0.590
2012,100,0,30926,Chris Kirk,6.3,74,1178,+0.284
2012,100,0,24140,Sean O'Hair,6.3,66,1056,+0.091
2012,100,0,22046,Geoff Ogilvy,6.3,48,760,+0.292
2012,106,0,20098,Stuart Appleby,6.4,58,904,+0.069
2012,106,0,29478,Kevin Kisner,6.4,47,735,+0.128
2012,106,0,23108,Matt Kuchar,6.4,58,912,+0.259
2012,106,0,24940,Edward Loar,6.4,38,595,+0.105
2012,110,0,20070,Matt Bettencourt,6.5,54,825,+0.333
2012,110,0,27895,Jonas Blixt,6.5,58,888,+0.241
2012,110,0,32200,Roberto Castro,6.5,68,1044,+0.206
2012,110,0,29222,Billy Hurley III,6.5,51,787,+0.235
2012,110,0,27120,Troy Matteson,6.5,74,1133,+0.257
2012,110,0,29289,S.Y. Noh,6.5,76,1174,+0.171
2012,110,0,27095,Nick Watney,6.5,68,1052,+0.235
2012,110,0,26289,Boo Weekley,6.5,52,806,+0.346
2012,118,0,20850,Daniel Chopra,6.6,38,577,+0.053
2012,118,0,20229,Stewart Cink,6.6,49,738,+0.102
2012,118,0,24924,Bill Haas,6.6,56,849,E
2012,118,0,24781,Hunter Mahan,6.6,59,892,+0.407
2012,118,0,24502,Adam Scott,6.6,37,564,+0.297
2012,118,0,23325,Vaughn Taylor,6.6,58,885,+0.121
2012,118,0,21878,Mark Wilson,6.6,62,941,+0.242
2012,125,0,23903,Stephen Gangluff,6.7,39,586,+0.231
2012,125,0,12716,Charley Hoffman,6.7,70,1052,+0.214
2012,125,0,33419,Cameron Tringale,6.7,71,1061,+0.169
2012,128,0,29479,Scott Brown,6.8,48,704,+0.229
2012,128,0,28307,Matt Every,6.8,60,883,+0.150
2012,128,0,21805,Harrison Frazar,6.8,45,665,+0.333
2012,128,0,1724,Jeff Maggert,6.8,73,1081,+0.274
2012,128,0,25572,Graeme McDowell,6.8,36,531,+0.250
2012,128,0,26476,Chez Reavie,6.8,62,918,+0.194
2012,134,0,24494,Erik Compton,6.9,61,887,+0.098
2012,134,0,23638,Brendon de Jonge,6.9,97,1413,+0.165
2012,134,0,32698,Bobby Gates,6.9,72,1043,+0.264
2012,134,0,24361,Pat Perez,6.9,66,951,+0.167
2012,134,0,23621,Rory Sabbatini,6.9,69,1003,+0.275
2012,139,0,28259,Sangmoon Bae,7.0,55,790,+0.200
2012,139,0,6522,Ernie Els,7.0,63,895,+0.143
2012,139,0,26851,Marc Leishman,7.0,73,1045,+0.068
2012,142,0,1116,Michael Bradley,7.1,53,751,+0.094
2012,142,0,30852,Ryo Ishikawa,7.1,36,508,E
2012,142,0,23548,Bill Lunde,7.1,66,927,+0.288
2012,142,0,20691,Greg Owen,7.1,75,1061,+0.120
2012,142,0,22405,Justin Rose,7.1,52,733,+0.115
2012,142,0,26287,Roland Thatcher,7.1,43,608,+0.279
2012,142,0,23788,D.J. Trahan,7.1,61,855,+0.361
2012,149,0,28087,Kris Blanks,7.2,60,833,+0.150
2012,149,0,34099,Harris English,7.2,87,1207,+0.207
2012,149,0,23353,J.J. Henry,7.2,71,986,+0.183
2012,149,0,12782,Tim Herron,7.2,76,1058,+0.263
2012,149,0,6527,Steve Stricker,7.2,54,754,+0.185
2012,154,0,23542,Tommy Biershenk,7.3,58,799,+0.241
2012,154,0,20593,Greg Chalmers,7.3,75,1032,+0.227
2012,154,0,28500,Martin Flores,7.3,83,1133,+0.024
2012,157,0,32366,Kevin Chappell,7.4,74,998,+0.203
2012,157,0,23718,Nathan Green,7.4,59,793,+0.085
2012,157,0,22378,Trevor Immelman,7.4,59,793,+0.322
2012,157,0,26300,Matt Jones,7.4,45,605,+0.178
2012,157,0,27963,Chris Stroud,7.4,77,1041,+0.143
2012,162,0,22371,Aaron Baddeley,7.5,57,759,+0.140
2012,162,0,31558,J.J. Killeen,7.5,87,1157,+0.264
2012,162,0,27797,Derek Lamely,7.5,57,765,+0.193
2012,165,0,12510,Chad Campbell,7.6,77,1007,+0.182
2012,165,0,27936,Martin Laird,7.6,57,753,+0.439
2012,165,0,29476,Kyle Reifers,7.6,78,1023,+0.205
2012,165,0,27649,Brandt Snedeker,7.6,68,900,+0.118
2012,169,0,33120,Mark Anderson,7.7,64,833,+0.297
2012,169,0,6034,Marco Dawson,7.7,49,633,+0.306
2012,171,0,34021,Bud Cauley,7.8,98,1252,+0.041
2012,171,0,19846,Brian Gay,7.8,84,1077,+0.179
2012,171,0,29926,Danny Lee,7.8,63,804,+0.048
2012,174,0,30750,Tommy Gainey,7.9,98,1246,+0.184
2012,174,0,26329,Louis Oosthuizen,7.9,53,670,+0.283
2012,176,0,21961,Charles Howell III,8.0,85,1058,+0.247
2012,177,0,27466,Spencer Levin,8.1,74,919,+0.378
2012,177,0,31202,William McGirt,8.1,88,1092,+0.091
2012,179,0,27974,Sung Kang,8.2,70,850,+0.357
2012,180,0,25345,Carl Pettersson,8.3,92,1110,+0.185
2012,181,0,10885,Robert Allenby,8.4,76,909,+0.211
2012,182,0,20645,John Senden,8.5,73,855,+0.151
2012,182,0,24663,Y.E. Yang,8.5,57,668,+0.088
2012,184,0,20572,Rod Pampling,8.6,82,958,+0.268
2012,184,0,25632,Jimmy Walker,8.6,108,1249,+0.111
2012,186,0,28093,Miguel Angel Carballo,8.7,69,791,+0.203
2012,186,0,1810,Phil Mickelson,8.7,71,820,+0.211
2012,188,0,28308,Troy Kelly,8.9,62,697,+0.177
2012,189,0,23409,James Driscoll,9.2,88,952,+0.034
2012,190,0,25562,Andres Romero,9.3,69,741,+0.304
2012,191,0,21731,Freddie Jacobson,9.8,60,611,+0.283
2008,1,0,1139,Olin Browne,2.5,24,969,+0.125
2008,2,0,24024,Zach Johnson,2.8,28,994,+0.357
2008,3,0,26695,Michael Letzig,3.0,31,1023,+0.290
2008,4,0,2002,John Riegger,3.1,28,889,+0.286
2008,5,0,12826,Paul Claxton,3.3,23,689,+0.261
2008,6,0,1142,Bart Bryant,3.4,32,932,+0.313
2008,7,0,8385,Omar Uresti,3.5,31,874,+0.355
2008,7,0,2239,Scott Verplank,3.5,32,904,+0.438
2008,7,0,21878,Mark Wilson,3.5,50,1446,+0.180
2008,10,0,20623,Gavin Coles,3.6,22,610,+0.182
2008,10,0,20105,Jeff Gove,3.6,22,609,+0.273
2008,10,0,1928,Corey Pavin,3.6,28,774,+0.143
2008,13,0,8931,Glen Day,3.7,29,776,+0.241
2008,14,0,12602,Dean Wilson,3.8,49,1275,+0.265
2008,15,0,25364,Paul Casey,3.9,19,492,+0.263
2008,15,0,19846,Brian Gay,3.9,47,1198,+0.277
2008,15,0,12716,Charley Hoffman,3.9,47,1190,+0.213
2008,18,0,22913,John Rollins,4.0,44,1097,+0.159
2008,19,0,10505,Shane Bertsch,4.1,51,1248,+0.373
2008,19,0,26420,Richard Johnson,4.1,28,679,+0.321
2008,19,0,26476,Chez Reavie,4.1,51,1242,+0.275
2008,19,0,23497,Tag Ridings,4.1,45,1103,+0.289
2008,23,0,6197,Michael Allen,4.2,45,1079,+0.267
2008,23,0,6621,Joe Durant,4.2,46,1095,+0.261
2008,23,0,1313,Steve Elkington,4.2,43,1013,+0.233
2008,23,0,6643,Paul Goydos,4.2,39,934,+0.231
2008,23,0,24781,Hunter Mahan,4.2,42,996,+0.167
2008,23,0,6567,Vijay Singh,4.2,37,877,+0.189
2008,29,0,10733,Kent Jones,4.3,33,762,+0.333
2008,29,0,20634,Peter Lonard,4.3,48,1105,+0.271
2008,29,0,1766,Billy Mayfair,4.3,57,1317,+0.123
2008,29,0,20645,John Senden,4.3,48,1125,+0.146
2008,29,0,22293,Heath Slocum,4.3,51,1199,+0.294
2008,34,0,21209,Sergio Garcia,4.4,34,774,-0.118
2008,34,0,1724,Jeff Maggert,4.4,48,1090,+0.271
2008,34,0,22348,Nick O'Hern,4.4,43,986,+0.302
2008,34,0,24502,Adam Scott,4.4,21,481,+0.333
2008,34,0,25349,Tim Wilkinson,4.4,49,1111,+0.204
2008,39,0,19803,Ryan Armour,4.5,47,1046,+0.553
2008,39,0,20104,Ken Duke,4.5,66,1452,+0.303
2008,39,0,1320,Bob Estes,4.5,54,1187,+0.148
2008,39,0,20574,Mathew Goggin,4.5,51,1132,+0.294
2008,39,0,6090,Jim McGovern,4.5,39,865,+0.359
2008,39,0,8845,Scott Sterling,4.5,46,1019,+0.283
2008,39,0,20160,Charlie Wi,4.5,55,1219,+0.218
2008,39,0,10425,Jay Williamson,4.5,50,1111,+0.220
2008,47,0,1553,John Huston,4.6,31,675,+0.226
2008,47,0,23788,D.J. Trahan,4.6,49,1072,+0.327
2008,47,0,26289,Boo Weekley,4.6,41,888,+0.195
2008,47,0,19913,Ron Whittaker,4.6,26,563,+0.346
2008,51,0,1035,Tommy Armour III,4.7,43,907,+0.326
2008,51,0,20848,Ángel Cabrera,4.7,25,535,+0.320
2008,51,0,22378,Trevor Immelman,4.7,35,744,+0.200
2008,51,0,1577,Lee Janzen,4.7,48,1027,+0.354
2008,51,0,7547,Craig Kanada,4.7,36,762,+0.361
2008,51,0,27060,John Mallinger,4.7,55,1162,+0.382
2008,51,0,26596,Ryan Moore,4.7,41,868,+0.268
2008,51,0,20127,Chris Riley,4.7,26,550,+0.462
2008,51,0,23349,Charles Warren,4.7,48,1022,+0.458
2008,60,0,24925,Jonathan Byrd,4.8,51,1065,+0.235
2008,60,0,8537,J.P. Hayes,4.8,42,869,+0.262
2008,60,0,10860,Justin Leonard,4.8,49,1023,+0.306
2008,60,0,10585,Scott McCarron,4.8,36,750,+0.333
2008,60,0,20443,Jin Park,4.8,46,960,+0.500
2008,60,0,27214,Kevin Streelman,4.8,64,1339,+0.281
2008,60,0,2223,Bob Tway,4.8,38,789,+0.132
2008,60,0,23623,Bo Van Pelt,4.8,62,1294,+0.339
2008,68,0,12510,Chad Campbell,4.9,57,1171,+0.474
2008,68,0,24358,Robert Garrigus,4.9,57,1166,+0.281
2008,68,0,21949,Joe Ogilvie,4.9,59,1205,+0.220
2008,68,0,1941,Tom Pernice Jr.,4.9,66,1353,+0.288
2008,68,0,1945,Kenny Perry,4.9,62,1268,+0.242
2008,68,0,2206,David Toms,4.9,38,776,+0.421
2008,68,0,25632,Jimmy Walker,4.9,41,830,+0.244
2008,68,0,27095,Nick Watney,4.9,57,1162,+0.211
2008,68,0,25804,Bubba Watson,4.9,54,1099,+0.019
2008,77,0,20498,Briny Baird,5.0,66,1322,+0.212
2008,77,0,24357,K.J. Choi,5.0,40,795,+0.025
2008,77,0,23135,Tim Clark,5.0,51,1014,+0.373
2008,77,0,23541,Ben Crane,5.0,52,1036,+0.212
2008,77,0,1388,Robert Gamez,5.0,49,977,+0.184
2008,77,0,27141,J.B. Holmes,5.0,47,933,+0.468
2008,77,0,22806,Doug LaBelle II,5.0,35,705,+0.286
2008,77,0,23621,Rory Sabbatini,5.0,44,876,+0.250
2008,85,0,24227,Justin Bolli,5.1,52,1012,+0.269
2008,85,0,22621,Ben Curtis,5.1,45,878,+0.222
2008,85,0,8075,Jerry Kelly,5.1,53,1030,+0.075
2008,85,0,7749,Brett Quigley,5.1,51,1002,+0.176
2008,85,0,27649,Brandt Snedeker,5.1,47,930,+0.298
2008,85,0,28780,Nicholas Thompson,5.1,68,1330,+0.324
2008,91,0,21753,Brian Davis,5.2,73,1417,+0.219
2008,91,0,10875,Todd Demsey,5.2,51,976,+0.294
2008,91,0,6251,Chris DiMarco,5.2,55,1051,+0.382
2008,91,0,27936,Martin Laird,5.2,61,1164,+0.197
2008,91,0,27933,John Merrick,5.2,55,1061,+0.236
2008,91,0,12660,Jesper Parnevik,5.2,53,1016,+0.170
2008,97,0,12652,Cameron Beckman,5.3,54,1020,+0.407
2008,97,0,23614,Rich Beem,5.3,58,1096,+0.345
2008,97,0,1161,Mark Calcavecchia,5.3,40,752,+0.250
2008,97,0,20472,Alex Cejka,5.3,44,826,+0.273
2008,97,0,1226,Fred Couples,5.3,37,696,+0.405
2008,97,0,25900,Lucas Glover,5.3,61,1149,+0.115
2008,97,0,12705,Cliff Kresge,5.3,53,1007,+0.321
2008,97,0,23108,Matt Kuchar,5.3,52,974,+0.269
2008,97,0,20382,Stephen Leaney,5.3,33,623,+0.273
2008,97,0,26668,Marc Turnesa,5.3,56,1047,+0.036
2008,107,0,7457,Steve Flesch,5.4,60,1113,+0.483
2008,107,0,10809,Jim Furyk,5.4,57,1053,+0.228
2008,107,0,22892,Jason Gore,5.4,63,1176,+0.333
2008,107,0,24912,Will MacKenzie,5.4,42,780,+0.333
2008,107,0,1948,Tim Petrovic,5.4,60,1120,+0.217
2008,112,0,26500,Alejandro Cañizares,5.5,31,567,+0.355
2008,112,0,20378,Mathias Grönberg,5.5,60,1086,+0.250
2008,112,0,1473,Todd Hamilton,5.5,56,1022,+0.446
2008,112,0,21350,Ryuji Imada,5.5,52,938,+0.077
2008,112,0,6012,Greg Kraft,5.5,38,694,+0.316
2008,112,0,24361,Pat Perez,5.5,60,1095,+0.167
2008,112,0,22548,Patrick Sheehan,5.5,79,1440,+0.215
2008,119,0,20229,Stewart Cink,5.6,48,861,+0.333
2008,119,0,30750,Tommy Gainey,5.6,35,628,+0.600
2008,119,0,25190,Jeff Quinney,5.6,56,1007,+0.321
2008,119,0,22582,Kyle Thompson,5.6,44,784,+0.409
2008,123,0,25396,Kevin Na,5.7,72,1263,+0.250
2008,123,0,24140,Sean O'Hair,5.7,53,938,+0.208
2008,123,0,23325,Vaughn Taylor,5.7,74,1295,+0.270
2008,126,0,21633,Steve Allan,5.8,38,654,+0.263
2008,126,0,10885,Robert Allenby,5.8,69,1187,+0.130
2008,126,0,27561,Nick Flanagan,5.8,64,1101,+0.313
2008,126,0,21805,Harrison Frazar,5.8,49,846,+0.163
2008,126,0,1706,Davis Love III,5.8,52,896,+0.385
2008,126,0,28158,Steve Marino,5.8,83,1432,+0.229
2008,126,0,1797,Rocco Mediate,5.8,56,958,+0.286
2008,126,0,1810,Phil Mickelson,5.8,47,815,+0.213
2008,134,0,6004,Stephen Ames,5.9,54,917,+0.148
2008,134,0,1024,Billy Andrade,5.9,50,846,+0.280
2008,134,0,25594,Travis Perkins,5.9,32,546,+0.375
2008,134,0,26951,Johnson Wagner,5.9,55,937,+0.273
2008,138,0,7867,Woody Austin,6.0,73,1226,+0.192
2008,138,0,23048,Eric Axley,6.0,79,1320,+0.215
2008,138,0,24924,Bill Haas,6.0,74,1239,+0.243
2008,138,0,23353,J.J. Henry,6.0,82,1365,+0.268
2008,138,0,6573,Brandt Jobe,6.0,39,647,+0.231
2008,138,0,27963,Chris Stroud,6.0,55,912,+0.309
2008,144,0,24490,George McNeill,6.1,76,1237,+0.355
2008,144,0,27770,Camilo Villegas,6.1,53,875,+0.245
2008,146,0,6034,Marco Dawson,6.2,45,730,+0.422
2008,146,0,21731,Freddie Jacobson,6.2,55,884,+0.345
2008,146,0,20663,Brenden Pappas,6.2,47,753,+0.404
2008,146,0,23797,Brett Rumford,6.2,51,820,+0.137
2008,150,0,20850,Daniel Chopra,6.3,59,939,+0.169
2008,150,0,21461,Kenneth Ferrie,6.3,52,825,+0.269
2008,150,0,21961,Charles Howell III,6.3,75,1194,+0.187
2008,150,0,30925,Dustin Johnson,6.3,69,1095,+0.377
2008,150,0,11032,Frank Lickliter II,6.3,87,1382,+0.080
2008,150,0,12680,Shigeki Maruyama,6.3,36,572,+0.056
2008,150,0,28475,Jeff Overton,6.3,79,1249,+0.291
2008,150,0,20572,Rod Pampling,6.3,59,938,+0.356
2008,158,0,23125,Brad Elder,6.4,47,732,+0.383
2008,158,0,12782,Tim Herron,6.4,76,1192,+0.053
2008,158,0,23320,Ryan Palmer,6.4,53,827,+0.245
2008,158,0,24138,Ian Poulter,6.4,32,501,+0.156
2008,162,0,23778,Brad Adamonis,6.5,68,1040,+0.206
2008,162,0,6522,Ernie Els,6.5,32,493,+0.094
2008,162,0,29718,Anthony Kim,6.5,59,902,+0.356
2008,165,0,20433,Mark Hensby,6.6,58,879,+0.138
2008,165,0,1677,Tom Lehman,6.6,35,527,+0.400
2008,165,0,6527,Steve Stricker,6.6,52,793,-0.058
2008,168,0,20098,Stuart Appleby,6.7,62,923,+0.032
2008,168,0,25720,Chad Collins,6.7,58,864,+0.241
2008,168,0,20766,Padraig Harrington,6.7,29,433,+0.172
2008,168,0,22046,Geoff Ogilvy,6.7,45,671,-0.022
2008,168,0,25562,Andres Romero,6.7,45,675,+0.356
2008,173,0,22371,Aaron Baddeley,6.8,57,835,E
2008,173,0,23157,Richard Johnson,6.8,63,925,+0.190
2008,173,0,25345,Carl Pettersson,6.8,90,1333,+0.156
2008,173,0,6595,Kevin Sutherland,6.8,83,1216,+0.036
2008,177,0,6575,Dudley Hart,6.9,64,926,+0.234
2008,177,0,26300,Matt Jones,6.9,78,1137,+0.179
2008,177,0,21959,Ted Purdy,6.9,56,815,+0.339
2008,180,0,23718,Nathan Green,7.0,87,1250,+0.103
2008,180,0,10649,Tom Scherrer,7.0,42,602,+0.262
2008,180,0,12309,Bob Sowards,7.0,50,713,+0.320
2008,180,0,26679,Kevin Stadler,7.0,70,1001,+0.200
2008,184,0,26631,Cody Freeman,7.1,53,746,+0.208
2008,184,0,1707,Steve Lowery,7.1,65,921,+0.231
2008,184,0,25842,Jon Mills,7.1,76,1066,+0.355
2008,187,0,23409,James Driscoll,7.2,75,1038,+0.147
2008,187,0,20157,Retief Goosen,7.2,42,580,+0.262
2008,187,0,27613,David Lutterus,7.2,50,691,+0.440
2008,187,0,27120,Troy Matteson,7.2,88,1218,+0.239
2008,187,0,10423,Mike Weir,7.2,67,925,+0.149
2008,192,0,28089,Jason Day,7.3,77,1048,+0.143
2008,192,0,12823,Carlos Franco,7.3,62,854,+0.097
2008,192,0,24449,Parker McLachlin,7.3,79,1084,+0.101
2008,195,0,24663,Y.E. Yang,7.6,83,1098,+0.289
2008,196,0,23540,Jason Allred,7.9,53,674,+0.208
2008,197,0,9011,David Duval,8.4,45,535,+0.311
2001,1,0,1014,Fulton Allem,0.0,0,32,E
2001,1,0,6004,Stephen Ames,0.0,0,33,E
2001,1,0,25083,Jeremy Anderson,0.0,0,12,E
2001,1,0,1024,Billy Andrade,0.0,0,16,E
2001,1,0,20098,Stuart Appleby,0.0,0,55,E
2001,1,0,1035,Tommy Armour III,0.0,0,45,E
2001,1,0,23614,Rich Beem,0.0,0,4,E
2001,1,0,1139,Olin Browne,0.0,0,42,E
2001,1,0,6809,Bob Burns,0.0,0,42,E
2001,1,0,1157,Tom Byrum,0.0,0,34,E
