YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ROUNDS
2013,1,0,27963,Chris Stroud,66.8,334,5
2013,2,0,6527,Steve Stricker,67.0,268,4
2013,3,0,23638,Brendon de Jonge,67.29,471,7
2013,4,0,30926,Chris Kirk,67.67,203,3
2013,4,0,26331,Charl Schwartzel,67.67,406,6
2013,6,0,24781,Hunter Mahan,67.83,407,6
2013,6,0,27649,Brandt Snedeker,67.83,407,6
2013,8,0,8793,Tiger Woods,67.88,543,8
2013,9,0,20848,Ángel Cabrera,68.0,272,4
2013,9,0,24024,Zach Johnson,68.0,204,3
2013,9,0,27933,John Merrick,68.0,68,1
2013,9,0,29221,Webb Simpson,68.0,476,7
2013,13,0,1810,Phil Mickelson,68.14,477,7
2013,14,0,26679,Kevin Stadler,68.25,273,4
2013,15,0,19846,Brian Gay,68.4,342,5
2013,15,0,22405,Justin Rose,68.4,342,5
2013,17,0,21731,Freddie Jacobson,68.5,137,2
2013,17,0,31202,William McGirt,68.5,137,2
2013,17,0,27556,Ted Potter Jr.,68.5,137,2
2013,20,0,28089,Jason Day,68.67,206,3
2013,20,0,26851,Marc Leishman,68.67,206,3
2013,22,0,25686,Jason Dufner,68.75,550,8
2013,22,0,23320,Ryan Palmer,68.75,550,8
2013,24,0,33141,Keegan Bradley,68.78,619,9
2013,24,0,23108,Matt Kuchar,68.78,619,9
2013,26,0,12716,Charley Hoffman,68.8,344,5
2013,27,0,32200,Roberto Castro,68.86,482,7
2013,28,0,23621,Rory Sabbatini,69.0,345,5
2013,28,0,21528,Henrik Stenson,69.0,345,5
2013,30,0,34099,Harris English,69.18,761,11
2013,31,0,34174,John Huh,69.2,346,5
2013,32,0,28310,Lee Williams,69.25,554,8
2013,33,0,22792,Peter Hanson,69.33,208,3
2013,33,0,25345,Carl Pettersson,69.33,208,3
2013,33,0,23325,Vaughn Taylor,69.33,208,3
2013,36,0,23452,Nicolas Colsaerts,69.4,347,5
2013,37,0,27436,Graham DeLaet,69.5,278,4
2013,37,0,33461,Morgan Hoffmann,69.5,139,2
2013,37,0,27503,Steve LeBrun,69.5,278,4
2013,37,0,20572,Rod Pampling,69.5,278,4
2013,41,0,29420,Billy Horschel,69.56,626,9
2013,42,0,26758,David Hearn,69.6,348,5
2013,42,0,23788,D.J. Trahan,69.6,348,5
2013,44,0,26300,Matt Jones,69.71,488,7
2013,45,0,28307,Matt Every,69.75,837,12
2013,45,0,25632,Jimmy Walker,69.75,279,4
2013,47,0,26289,Boo Weekley,69.8,349,5
2013,48,0,27095,Nick Watney,69.83,419,6
2013,49,0,30944,Jason Kokrak,69.86,489,7
