YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,% TIMES IMPROVED,# OF TIMES IMPROVED
2013,1,0,34021,Bud Cauley,100.0,6
2013,1,0,28089,Jason Day,100.0,10
2013,1,0,24924,Bill Haas,100.0,3
2013,1,0,24781,Hunter Mahan,100.0,3
2013,1,0,27556,Ted Potter Jr.,100.0,5
2013,1,0,26331,Charl Schwartzel,100.0,5
2013,1,0,21528,Henrik Stenson,100.0,5
2013,1,0,27214,Kevin Streelman,100.0,9
2013,1,0,28135,Aaron Watkins,100.0,3
2013,10,0,20229,Stewart Cink,87.5,7
2013,10,0,6522,Ernie Els,87.5,7
2013,10,0,34360,Patrick Reed,87.5,7
2013,10,0,32150,Michael Thompson,87.5,7
2013,14,0,23108,Matt Kuchar,85.7,6
2013,14,0,22913,John Rollins,85.7,6
2013,14,0,23623,Bo Van Pelt,85.7,6
2013,17,0,29479,Scott Brown,83.3,5
2013,17,0,23983,Luke Donald,83.3,5
2013,17,0,37273,Derek Ernst,83.3,5
2013,17,0,30925,Dustin Johnson,83.3,5
2013,17,0,36884,Ben Kohles,83.3,5
2013,17,0,22806,Doug LaBelle II,83.3,10
2013,17,0,27120,Troy Matteson,83.3,5
2013,17,0,28237,Rory McIlroy,83.3,5
2013,17,0,23800,Bryce Molder,83.3,10
2013,26,0,28455,Will Claxton,80.0,4
2013,26,0,27436,Graham DeLaet,80.0,8
2013,26,0,20766,Padraig Harrington,80.0,4
2013,26,0,27408,Martin Kaymer,80.0,8
2013,26,0,29221,Webb Simpson,80.0,8
2013,26,0,23788,D.J. Trahan,80.0,4
2013,32,0,25804,Bubba Watson,77.8,7
2013,33,0,33141,Keegan Bradley,75.0,6
2013,33,0,10809,Jim Furyk,75.0,3
2013,33,0,30750,Tommy Gainey,75.0,6
2013,33,0,8075,Jerry Kelly,75.0,6
2013,33,0,27933,John Merrick,75.0,6
2013,33,0,22046,Geoff Ogilvy,75.0,6
2013,33,0,34431,Robert Streb,75.0,6
2013,33,0,31560,Brian Stuard,75.0,6
2013,33,0,25834,Daniel Summerhays,75.0,6
2013,33,0,26951,Johnson Wagner,75.0,3
2013,33,0,25632,Jimmy Walker,75.0,6
2013,33,0,27095,Nick Watney,75.0,6
2013,45,0,26289,Boo Weekley,73.7,14
2013,46,0,29420,Billy Horschel,72.7,8
2013,46,0,23320,Ryan Palmer,72.7,8
2013,46,0,27770,Camilo Villegas,72.7,8
2013,49,0,22621,Ben Curtis,71.4,5
2013,49,0,25686,Jason Dufner,71.4,5
2013,49,0,30692,Scott Stallings,71.4,5
2013,49,0,10423,Mike Weir,71.4,5
2013,53,0,24507,Jason Bohn,70.0,7
2013,53,0,23353,J.J. Henry,70.0,7
2013,53,0,25444,Justin Hicks,70.0,7
2013,56,0,27895,Jonas Blixt,66.7,6
2013,56,0,28500,Martin Flores,66.7,6
2013,56,0,32102,Rickie Fowler,66.7,4
2013,56,0,29740,Brad Fritsch,66.7,8
2013,56,0,32698,Bobby Gates,66.7,2
2013,56,0,32448,James Hahn,66.7,6
2013,56,0,21731,Freddie Jacobson,66.7,4
2013,56,0,26300,Matt Jones,66.7,6
2013,56,0,28092,D.H. Lee,66.7,4
2013,56,0,24490,George McNeill,66.7,8
2013,56,0,20691,Greg Owen,66.7,6
2013,56,0,24138,Ian Poulter,66.7,2
2013,56,0,23497,Tag Ridings,66.7,4
2013,56,0,27963,Chris Stroud,66.7,8
2013,56,0,33419,Cameron Tringale,66.7,8
2013,71,0,10860,Justin Leonard,64.3,9
2013,72,0,32366,Kevin Chappell,63.6,7
2013,72,0,21753,Brian Davis,63.6,7
2013,72,0,1320,Bob Estes,63.6,7
2013,75,0,30852,Ryo Ishikawa,62.5,5
2013,75,0,34261,Scott Langley,62.5,5
2013,75,0,26851,Marc Leishman,62.5,5
2013,75,0,1810,Phil Mickelson,62.5,5
2013,75,0,25345,Carl Pettersson,62.5,10
2013,75,0,25818,Scott Piercy,62.5,5
2013,75,0,23621,Rory Sabbatini,62.5,5
2013,82,0,10885,Robert Allenby,60.0,3
2013,82,0,24357,K.J. Choi,60.0,9
2013,82,0,22792,Peter Hanson,60.0,3
2013,82,0,25572,Graeme McDowell,60.0,3
2013,82,0,34046,Jordan Spieth,60.0,3
2013,82,0,26679,Kevin Stadler,60.0,6
2013,88,0,23638,Brendon de Jonge,58.8,10
2013,89,0,23409,James Driscoll,57.1,4
2013,89,0,12716,Charley Hoffman,57.1,4
2013,89,0,19970,Robert Karlsson,57.1,4
2013,89,0,21099,David Lynn,57.1,4
2013,89,0,24361,Pat Perez,57.1,4
2013,89,0,6567,Vijay Singh,57.1,4
2013,89,0,33418,Shawn Stefani,57.1,4
2013,96,0,25274,Steven Bowditch,55.6,5
2013,96,0,20848,Ángel Cabrera,55.6,5
2013,96,0,12510,Chad Campbell,55.6,5
2013,96,0,32200,Roberto Castro,55.6,5
2013,96,0,34174,John Huh,55.6,5
2013,96,0,6573,Brandt Jobe,55.6,5
2013,96,0,25240,D.A. Points,55.6,5
2013,96,0,26476,Chez Reavie,55.6,5
2013,104,0,34098,Russell Henley,54.5,6
2013,104,0,29518,Brendan Steele,54.5,6
2013,106,0,6004,Stephen Ames,50.0,1
2013,106,0,32334,Charlie Beljan,50.0,2
2013,106,0,24227,Justin Bolli,50.0,1
2013,106,0,23135,Tim Clark,50.0,3
2013,106,0,24494,Erik Compton,50.0,3
2013,106,0,24399,Scott Gardiner,50.0,2
2013,106,0,26758,David Hearn,50.0,7
2013,106,0,24024,Zach Johnson,50.0,4
2013,106,0,30926,Chris Kirk,50.0,6
2013,106,0,31202,William McGirt,50.0,3
2013,106,0,30163,Henrik Norlander,50.0,4
2013,106,0,20443,Jin Park,50.0,2
2013,106,0,10213,Dicky Pride,50.0,4
2013,106,0,25562,Andres Romero,50.0,3
2013,106,0,20645,John Senden,50.0,4
2013,106,0,27649,Brandt Snedeker,50.0,2
2013,106,0,27330,Josh Teater,50.0,7
2013,106,0,2206,David Toms,50.0,4
2013,106,0,20160,Charlie Wi,50.0,5
2013,106,0,21878,Mark Wilson,50.0,3
2013,106,0,8793,Tiger Woods,50.0,3
2013,106,0,24663,Y.E. Yang,50.0,4
2013,128,0,19846,Brian Gay,46.7,7
2013,129,0,28475,Jeff Overton,46.2,6
2013,130,0,20104,Ken Duke,45.5,5
2013,130,0,27936,Martin Laird,45.5,5
2013,130,0,35139,Richard Lee,45.5,5
2013,130,0,31323,Gary Woodland,45.5,5
2013,134,0,21961,Charles Howell III,44.4,4
2013,134,0,27129,Luke List,44.4,4
2013,134,0,22961,David Mathis,44.4,4
2013,137,0,20098,Stuart Appleby,43.8,7
2013,138,0,34099,Harris English,42.9,6
2013,138,0,28307,Matt Every,42.9,3
2013,138,0,35539,Luke Guthrie,42.9,3
2013,138,0,28310,Lee Williams,42.9,3
2013,142,0,22371,Aaron Baddeley,40.0,2
2013,142,0,24846,Ricky Barnes,40.0,2
2013,142,0,1116,Michael Bradley,40.0,2
2013,142,0,23541,Ben Crane,40.0,2
2013,142,0,28679,Fabián Gómez,40.0,2
2013,142,0,31557,Jim Herman,40.0,2
2013,142,0,30711,Colt Knost,40.0,4
2013,142,0,24502,Adam Scott,40.0,2
2013,142,0,23325,Vaughn Taylor,40.0,2
2013,151,0,28259,Sangmoon Bae,38.5,5
2013,152,0,8725,Tom Gillis,37.5,3
2013,152,0,27503,Steve LeBrun,37.5,3
2013,152,0,20396,Lee Westwood,37.5,3
2013,155,0,23452,Nicolas Colsaerts,33.3,1
2013,155,0,21209,Sergio Garcia,33.3,1
2013,155,0,12782,Tim Herron,33.3,2
2013,155,0,30110,Kyle Stanley,33.3,2
2013,155,0,22295,Darron Stiles,33.3,1
2013,160,0,22056,Cameron Percy,30.0,3
2013,160,0,28780,Nicholas Thompson,30.0,3
2013,162,0,24358,Robert Garrigus,28.6,2
2013,162,0,29289,S.Y. Noh,28.6,2
2013,164,0,27644,Brian Harman,27.3,3
2013,165,0,22378,Trevor Immelman,25.0,2
2013,165,0,26596,Ryan Moore,25.0,1
2013,167,0,34409,David Lingmerth,20.0,1
2013,167,0,20572,Rod Pampling,20.0,1
2013,167,0,29425,Andrew Svoboda,20.0,1
2013,170,0,25900,Lucas Glover,16.7,1
2013,170,0,30944,Jason Kokrak,16.7,1
2013,170,0,26497,Casey Wittenberg,16.7,1
2013,173,0,20593,Greg Chalmers,14.3,1
2013,173,0,1724,Jeff Maggert,14.3,1
2013,175,0,33461,Morgan Hoffmann,0.0,0
2013,175,0,33869,Eric Meierdierks,0.0,0
2013,175,0,24140,Sean O'Hair,0.0,0
2013,175,0,25336,Alistair Presnell,0.0,0
2013,175,0,22405,Justin Rose,0.0,0
2013,175,0,6527,Steve Stricker,0.0,0
2014,1,0,10885,Robert Allenby,100.0,6
2014,1,0,28089,Jason Day,100.0,2
2014,1,0,28237,Rory McIlroy,100.0,2
2014,1,0,27556,Ted Potter Jr.,100.0,3
2014,1,0,34046,Jordan Spieth,100.0,6
2014,1,0,21528,Henrik Stenson,100.0,6
2014,1,0,25804,Bubba Watson,100.0,5
2014,8,0,24507,Jason Bohn,88.9,8
2014,8,0,34099,Harris English,88.9,8
2014,10,0,36689,Brooks Koepka,87.5,7
2014,10,0,2206,David Toms,87.5,7
2014,12,0,27895,Jonas Blixt,85.7,6
2014,12,0,24781,Hunter Mahan,85.7,6
2014,12,0,26331,Charl Schwartzel,85.7,6
2014,15,0,21753,Brian Davis,84.6,11
2014,16,0,25364,Paul Casey,83.3,5
2014,16,0,32102,Rickie Fowler,83.3,5
2014,16,0,25572,Graeme McDowell,83.3,5
2014,19,0,20645,John Senden,81.8,9
2014,20,0,35300,Andrew Loupe,80.0,4
2014,20,0,34360,Patrick Reed,80.0,8
2014,20,0,34264,Hudson Swafford,80.0,4
2014,20,0,20396,Lee Westwood,80.0,4
2014,24,0,28259,Sangmoon Bae,77.8,7
2014,25,0,25274,Steven Bowditch,76.9,10
2014,25,0,32366,Kevin Chappell,76.9,10
2014,27,0,32200,Roberto Castro,75.0,6
2014,27,0,23135,Tim Clark,75.0,3
2014,27,0,21209,Sergio Garcia,75.0,3
2014,27,0,30944,Jason Kokrak,75.0,3
2014,27,0,32640,Troy Merritt,75.0,6
2014,27,0,24502,Adam Scott,75.0,3
2014,33,0,12716,Charley Hoffman,72.7,8
2014,33,0,29420,Billy Horschel,72.7,8
2014,33,0,27770,Camilo Villegas,72.7,8
2014,36,0,12510,Chad Campbell,71.4,5
2014,36,0,32839,Hideki Matsuyama,71.4,5
2014,36,0,32333,Kevin Tway,71.4,5
2014,39,0,25562,Andres Romero,70.0,7
2014,39,0,27649,Brandt Snedeker,70.0,7
2014,39,0,27214,Kevin Streelman,70.0,7
2014,42,0,21961,Charles Howell III,69.2,9
2014,42,0,25834,Daniel Summerhays,69.2,9
2014,44,0,6522,Ernie Els,66.7,6
2014,44,0,29740,Brad Fritsch,66.7,2
2014,44,0,35539,Luke Guthrie,66.7,6
2014,44,0,34563,Chesson Hadley,66.7,2
2014,44,0,32448,James Hahn,66.7,6
2014,44,0,34098,Russell Henley,66.7,8
2014,44,0,29478,Kevin Kisner,66.7,8
2014,44,0,23108,Matt Kuchar,66.7,4
2014,44,0,35139,Richard Lee,66.7,6
2014,44,0,26851,Marc Leishman,66.7,6
2014,44,0,33413,Ben Martin,66.7,4
2014,44,0,24490,George McNeill,66.7,4
2014,44,0,1810,Phil Mickelson,66.7,4
2014,44,0,29289,S.Y. Noh,66.7,8
2014,44,0,24361,Pat Perez,66.7,6
2014,44,0,29518,Brendan Steele,66.7,6
2014,44,0,27963,Chris Stroud,66.7,6
2014,44,0,28780,Nicholas Thompson,66.7,6
2014,44,0,20160,Charlie Wi,66.7,4
2014,63,0,24357,K.J. Choi,63.6,7
2014,63,0,34174,John Huh,63.6,7
2014,63,0,29222,Billy Hurley III,63.6,7
2014,63,0,28475,Jeff Overton,63.6,7
2014,63,0,25345,Carl Pettersson,63.6,7
2014,68,0,26758,David Hearn,62.5,10
2014,68,0,29926,Danny Lee,62.5,5
2014,68,0,24912,Will MacKenzie,62.5,5
2014,68,0,26951,Johnson Wagner,62.5,5
2014,68,0,25349,Tim Wilkinson,62.5,5
2014,73,0,27330,Josh Teater,61.5,8
2014,74,0,28486,Michael Putnam,61.1,11
2014,75,0,24494,Erik Compton,60.0,6
2014,75,0,10809,Jim Furyk,60.0,3
2014,75,0,30750,Tommy Gainey,60.0,3
2014,75,0,22378,Trevor Immelman,60.0,6
2014,75,0,31202,William McGirt,60.0,6
2014,75,0,29221,Webb Simpson,60.0,6
2014,75,0,33419,Cameron Tringale,60.0,9
2014,75,0,25632,Jimmy Walker,60.0,3
2014,83,0,20098,Stuart Appleby,58.3,7
2014,83,0,24924,Bill Haas,58.3,7
2014,83,0,30927,Brendon Todd,58.3,7
2014,83,0,28132,Tyrone Van Aswegen,58.3,7
2014,87,0,25720,Chad Collins,57.1,4
2014,87,0,23983,Luke Donald,57.1,4
2014,87,0,30852,Ryo Ishikawa,57.1,4
2014,87,0,23623,Bo Van Pelt,57.1,4
2014,91,0,20229,Stewart Cink,56.3,9
2014,92,0,20593,Greg Chalmers,55.6,5
2014,92,0,37273,Derek Ernst,55.6,5
2014,92,0,33122,Russell Knox,55.6,5
2014,92,0,22046,Geoff Ogilvy,55.6,5
2014,92,0,23621,Rory Sabbatini,55.6,5
2014,92,0,30692,Scott Stallings,55.6,5
2014,92,0,31323,Gary Woodland,55.6,5
2014,99,0,24846,Ricky Barnes,54.5,6
2014,99,0,20104,Ken Duke,54.5,6
2014,99,0,25191,Gonzalo Fernandez-Castaño,54.5,6
2014,99,0,24024,Zach Johnson,54.5,6
2014,99,0,8075,Jerry Kelly,54.5,6
2014,99,0,34261,Scott Langley,54.5,6
2014,105,0,23638,Brendon de Jonge,52.9,9
2014,106,0,22371,Aaron Baddeley,50.0,2
2014,106,0,32334,Charlie Beljan,50.0,5
2014,106,0,24925,Jonathan Byrd,50.0,4
2014,106,0,22621,Ben Curtis,50.0,6
2014,106,0,24358,Robert Garrigus,50.0,4
2014,106,0,27141,J.B. Holmes,50.0,5
2014,106,0,30925,Dustin Johnson,50.0,2
2014,106,0,30926,Chris Kirk,50.0,7
2014,106,0,1724,Jeff Maggert,50.0,2
2014,106,0,27120,Troy Matteson,50.0,2
2014,106,0,27933,John Merrick,50.0,8
2014,106,0,26596,Ryan Moore,50.0,3
2014,106,0,25396,Kevin Na,50.0,5
2014,106,0,35541,John Peterson,50.0,2
2014,106,0,35732,Wes Roach,50.0,3
2014,106,0,33418,Shawn Stefani,50.0,5
2014,106,0,31560,Brian Stuard,50.0,3
2014,106,0,26289,Boo Weekley,50.0,6
2014,106,0,34265,Will Wilcox,50.0,1
2014,125,0,23353,J.J. Henry,46.7,7
2014,125,0,25444,Justin Hicks,46.7,7
2014,127,0,20157,Retief Goosen,46.2,6
2014,128,0,28500,Martin Flores,45.5,5
2014,128,0,24663,Y.E. Yang,45.5,5
2014,130,0,10860,Justin Leonard,44.4,4
2014,131,0,20848,Ángel Cabrera,42.9,3
2014,131,0,25900,Lucas Glover,42.9,3
2014,131,0,27644,Brian Harman,42.9,6
2014,131,0,26956,Bronson La'Cassie,42.9,3
2014,131,0,24138,Ian Poulter,42.9,3
2014,131,0,6567,Vijay Singh,42.9,6
2014,131,0,22293,Heath Slocum,42.9,3
2014,131,0,29425,Andrew Svoboda,42.9,3
2014,131,0,27095,Nick Watney,42.9,3
2014,131,0,21878,Mark Wilson,42.9,3
2014,141,0,7867,Woody Austin,40.0,2
2014,141,0,27436,Graham DeLaet,40.0,2
2014,141,0,25686,Jason Dufner,40.0,2
2014,141,0,28307,Matt Every,40.0,2
2014,141,0,29535,Brice Garnett,40.0,4
2014,141,0,21731,Freddie Jacobson,40.0,4
2014,141,0,26300,Matt Jones,40.0,4
2014,141,0,27408,Martin Kaymer,40.0,2
2014,141,0,27466,Spencer Levin,40.0,2
2014,141,0,34409,David Lingmerth,40.0,4
2014,141,0,1706,Davis Love III,40.0,4
2014,141,0,32150,Michael Thompson,40.0,4
2014,153,0,29461,Jamie Lovemark,37.5,3
2014,153,0,10423,Mike Weir,37.5,3
2014,155,0,24140,Sean O'Hair,36.4,4
2014,155,0,26679,Kevin Stadler,36.4,4
2014,155,0,30110,Kyle Stanley,36.4,4
2014,158,0,33141,Keegan Bradley,33.3,2
2014,158,0,34021,Bud Cauley,33.3,2
2014,158,0,23409,James Driscoll,33.3,2
2014,158,0,28092,D.H. Lee,33.3,2
2014,158,0,23800,Bryce Molder,33.3,3
2014,158,0,27064,Jhonattan Vegas,33.3,3
2014,164,0,23541,Ben Crane,30.0,3
2014,164,0,19846,Brian Gay,30.0,3
2014,164,0,33461,Morgan Hoffmann,30.0,3
2014,164,0,25240,D.A. Points,30.0,3
2014,168,0,23320,Ryan Palmer,28.6,2
2014,169,0,22913,John Rollins,27.3,3
2014,170,0,27936,Martin Laird,25.0,2
2014,170,0,26329,Louis Oosthuizen,25.0,1
2014,170,0,22405,Justin Rose,25.0,1
2014,170,0,34431,Robert Streb,25.0,2
2014,174,0,29479,Scott Brown,20.0,2
2014,175,0,31557,Jim Herman,16.7,1
2014,176,0,20498,Briny Baird,0.0,0
2014,176,0,31193,Jim Renner,0.0,0
2022,1,0,46402,Talor Gooch,100.0,6
2022,1,0,21961,Charles Howell III,100.0,1
2022,1,0,33204,Shane Lowry,100.0,4
2022,1,0,28237,Rory McIlroy,100.0,2
2022,1,0,48699,Callum Tarren,100.0,8
2022,1,0,28114,Dawie van der Walt,100.0,5
2022,1,0,27095,Nick Watney,100.0,5
2022,1,0,57366,Cameron Young,100.0,5
2022,1,0,47483,Will Zalatoris,100.0,3
2022,10,0,51890,Greyson Sigg,90.0,9
2022,11,0,26851,Marc Leishman,88.9,8
2022,11,0,47529,Mito Pereira,88.9,8
2022,13,0,29535,Brice Garnett,87.5,7
2022,13,0,46717,Viktor Hovland,87.5,7
2022,13,0,29908,C.T. Pan,87.5,7
2022,13,0,23325,Vaughn Taylor,87.5,7
