YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES
2013,1,0,24502,Adam Scott,1.11,3,270
2013,2,0,23638,Brendon de Jonge,1.3,7,540
2013,3,0,25632,Jimmy Walker,1.39,6,432
2013,4,0,24663,Y.E. Yang,1.46,5,342
2013,5,0,8075,Jerry Kelly,1.52,6,396
2013,5,0,26476,Chez Reavie,1.52,6,396
2013,7,0,19846,Brian Gay,1.62,7,432
2013,7,0,10860,Justin Leonard,1.62,7,432
2013,9,0,22378,Trevor Immelman,1.69,7,414
2013,9,0,35139,Richard Lee,1.69,7,414
2013,11,0,29420,Billy Horschel,1.71,8,468
2013,12,0,1320,Bob Estes,1.85,6,324
2013,12,0,20572,Rod Pampling,1.85,5,270
2013,12,0,6527,Steve Stricker,1.85,4,216
2013,15,0,23800,Bryce Molder,1.93,8,414
2013,15,0,34046,Jordan Spieth,1.93,8,414
2013,17,0,21753,Brian Davis,1.98,10,504
2013,18,0,23108,Matt Kuchar,2.02,8,396
2013,19,0,27895,Jonas Blixt,2.08,9,432
2013,19,0,28475,Jeff Overton,2.08,9,432
2013,21,0,22792,Peter Hanson,2.14,5,234
2013,21,0,26497,Casey Wittenberg,2.14,10,468
2013,23,0,24507,Jason Bohn,2.17,9,414
2013,23,0,27649,Brandt Snedeker,2.17,9,414
2013,25,0,23353,J.J. Henry,2.22,10,450
2013,25,0,33418,Shawn Stefani,2.22,8,360
2013,25,0,23788,D.J. Trahan,2.22,6,270
2013,28,0,24399,Scott Gardiner,2.27,9,396
2013,29,0,32334,Charlie Beljan,2.31,10,432
2013,30,0,10423,Mike Weir,2.38,9,378
2013,31,0,22371,Aaron Baddeley,2.42,10,414
2013,31,0,28679,Fabián Gómez,2.42,10,414
2013,33,0,22405,Justin Rose,2.43,7,288
2013,34,0,32448,James Hahn,2.44,11,450
2013,34,0,27214,Kevin Streelman,2.44,11,450
2013,34,0,31323,Gary Woodland,2.44,11,450
2013,37,0,6522,Ernie Els,2.47,8,324
2013,38,0,23320,Ryan Palmer,2.53,10,396
2013,38,0,10213,Dicky Pride,2.53,10,396
2013,38,0,27770,Camilo Villegas,2.53,10,396
2013,41,0,26300,Matt Jones,2.55,11,432
2013,41,0,31202,William McGirt,2.55,11,432
2013,41,0,20645,John Senden,2.55,11,432
2013,44,0,26758,David Hearn,2.56,12,468
2013,44,0,34261,Scott Langley,2.56,12,468
2013,44,0,25834,Daniel Summerhays,2.56,12,468
2013,47,0,23325,Vaughn Taylor,2.59,7,270
2013,48,0,22295,Darron Stiles,2.63,9,342
2013,49,0,21099,David Lynn,2.65,10,378
2013,49,0,28310,Lee Williams,2.65,10,378
2013,51,0,25345,Carl Pettersson,2.66,11,414
2013,52,0,33461,Morgan Hoffmann,2.78,10,360
2013,52,0,30711,Colt Knost,2.78,12,432
2013,52,0,29289,S.Y. Noh,2.78,12,432
2013,52,0,20396,Lee Westwood,2.78,9,324
2013,56,0,24846,Ricky Barnes,2.89,13,450
2013,56,0,21961,Charles Howell III,2.89,13,450
2013,58,0,12716,Charley Hoffman,2.9,12,414
2013,58,0,24024,Zach Johnson,2.9,12,414
2013,58,0,27120,Troy Matteson,2.9,12,414
2013,58,0,27933,John Merrick,2.9,12,414
2013,58,0,23497,Tag Ridings,2.9,12,414
2013,63,0,8793,Tiger Woods,2.96,8,270
2013,64,0,27963,Chris Stroud,2.99,14,468
2013,65,0,20098,Stuart Appleby,3.01,13,432
2013,65,0,36884,Ben Kohles,3.01,13,432
