YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS
2009,50,0,23497,Tag Ridings,0.461,0.429,-0.19,0.222,41
2009,52,0,8075,Jerry Kelly,0.453,0.062,0.165,0.226,77
2009,52,0,23349,Charles Warren,0.453,0.628,0.183,-0.358,53
2009,54,0,24663,Y.E. Yang,0.448,0.17,0.386,-0.108,70
2009,55,0,23623,Bo Van Pelt,0.426,0.387,0.082,-0.042,82
2009,56,0,6595,Kevin Sutherland,0.422,0.233,0.013,0.175,73
2009,57,0,24924,Bill Haas,0.42,0.535,-0.126,0.011,82
2009,58,0,6643,Paul Goydos,0.414,0.107,0.395,-0.089,65
2009,59,0,24912,Will MacKenzie,0.397,0.257,0.088,0.052,61
2009,60,0,22405,Justin Rose,0.395,0.189,0.093,0.113,57
2009,61,0,26679,Kevin Stadler,0.377,0.018,0.213,0.146,54
2009,62,0,24358,Robert Garrigus,0.375,0.418,0.311,-0.354,72
2009,63,0,20848,Ángel Cabrera,0.372,0.372,0.295,-0.296,38
2009,64,0,28089,Jason Day,0.37,0.323,0.031,0.016,50
2009,65,0,28780,Nicholas Thompson,0.366,0.473,0.096,-0.203,87
2009,66,0,23541,Ben Crane,0.344,0.282,-0.038,0.1,80
2009,67,0,1948,Tim Petrovic,0.343,0.12,0.044,0.179,86
2009,68,0,6004,Stephen Ames,0.318,0.214,0.236,-0.132,57
2009,69,0,22348,Nick O'Hern,0.316,-0.205,0.451,0.07,85
2009,70,0,10423,Mike Weir,0.311,-0.276,0.229,0.358,67
2009,71,0,7749,Brett Quigley,0.306,-0.297,0.508,0.095,75
2009,72,0,21753,Brian Davis,0.295,0.181,0.038,0.076,91
2009,72,0,25240,D.A. Points,0.295,0.068,0.211,0.016,86
2009,74,0,24490,George McNeill,0.294,-0.02,0.203,0.112,76
2009,75,0,26695,Michael Letzig,0.287,0.24,-0.169,0.215,86
2009,76,0,1035,Tommy Armour III,0.279,0.353,0.264,-0.338,52
2009,77,0,27060,John Mallinger,0.278,0.097,-0.034,0.216,71
2009,78,0,27141,J.B. Holmes,0.276,0.123,0.291,-0.138,61
2009,79,0,2214,Kirk Triplett,0.268,0.37,-0.027,-0.075,55
2009,80,0,20574,Mathew Goggin,0.26,0.403,-0.036,-0.107,60
2009,81,0,6251,Chris DiMarco,0.254,-0.264,0.207,0.311,87
2009,82,0,24846,Ricky Barnes,0.248,-0.042,0.327,-0.037,51
2009,83,0,1313,Steve Elkington,0.24,0.097,0.096,0.047,62
2009,84,0,23353,J.J. Henry,0.238,0.03,0.125,0.084,84
2009,85,0,26498,Matt Weibring,0.236,-0.193,0.373,0.056,55
2009,86,0,29718,Anthony Kim,0.235,0.115,0.1,0.019,60
2009,87,0,22548,Patrick Sheehan,0.23,-0.05,0.266,0.014,39
2009,88,0,24502,Adam Scott,0.22,-0.005,-0.045,0.27,42
2009,89,0,27120,Troy Matteson,0.219,0.486,-0.087,-0.181,88
2009,90,0,8845,Scott Sterling,0.216,-0.14,0.162,0.194,40
2009,91,0,1320,Bob Estes,0.215,-0.128,0.131,0.212,69
2009,92,0,24357,K.J. Choi,0.214,-0.006,-0.002,0.222,50
2009,93,0,26851,Marc Leishman,0.212,0.163,0.239,-0.19,84
2009,94,0,22295,Darron Stiles,0.187,0.094,-0.049,0.143,42
2009,95,0,7457,Steve Flesch,0.18,-0.301,0.318,0.162,63
2009,96,0,20098,Stuart Appleby,0.173,-0.222,0.179,0.216,65
2009,97,0,21878,Mark Wilson,0.167,0.147,-0.174,0.194,88
2009,98,0,27214,Kevin Streelman,0.163,0.437,-0.012,-0.261,87
2009,99,0,10425,Jay Williamson,0.158,-0.084,0.195,0.047,57
2009,100,0,23548,Bill Lunde,0.157,0.143,-0.029,0.043,75
2009,101,0,20127,Chris Riley,0.14,-0.342,-0.246,0.728,67
2009,102,0,23983,Luke Donald,0.135,-0.54,0.426,0.249,61
2009,103,0,25818,Scott Piercy,0.127,0.119,0.111,-0.103,76
2009,104,0,27963,Chris Stroud,0.098,-0.133,0.36,-0.128,76
2009,105,0,26596,Ryan Moore,0.097,0.26,0.017,-0.18,75
2009,106,0,27649,Brandt Snedeker,0.063,-0.037,0.03,0.069,65
2009,107,0,28087,Kris Blanks,0.062,0.154,0.284,-0.375,47
2009,108,0,20104,Ken Duke,0.06,-0.077,-0.04,0.177,71
2009,109,0,1724,Jeff Maggert,0.053,0.447,-0.192,-0.201,73
2009,110,0,12782,Tim Herron,0.04,0.067,-0.243,0.216,81
2009,111,0,1577,Lee Janzen,0.023,-0.331,0.184,0.17,61
2009,112,0,1766,Billy Mayfair,0.02,0.02,-0.01,0.01,69
2009,113,0,12652,Cameron Beckman,0.018,-0.191,0.283,-0.074,75
2009,114,0,22913,John Rollins,0.012,0.618,-0.449,-0.157,79
2009,115,0,22892,Jason Gore,0.0,0.326,-0.163,-0.163,62
2009,116,0,21805,Harrison Frazar,-0.012,-0.056,0.089,-0.045,84
2009,117,0,23638,Brendon de Jonge,-0.019,0.134,0.034,-0.187,79
2009,118,0,21959,Ted Purdy,-0.029,0.421,-0.22,-0.231,89
2009,119,0,26497,Casey Wittenberg,-0.03,-0.132,-0.056,0.158,54
2009,120,0,12705,Cliff Kresge,-0.04,-0.108,0.047,0.02,67
2009,121,0,28475,Jeff Overton,-0.047,-0.017,-0.056,0.026,76
2009,121,0,26476,Chez Reavie,-0.047,-0.203,-0.109,0.265,70
2009,123,0,1941,Tom Pernice Jr.,-0.048,-0.245,0.006,0.192,75
2009,124,0,20229,Stewart Cink,-0.054,0.098,-0.041,-0.11,59
2009,125,0,25632,Jimmy Walker,-0.067,-0.574,0.263,0.244,64
2009,126,0,24361,Pat Perez,-0.09,-0.074,-0.129,0.113,62
2009,127,0,19846,Brian Gay,-0.095,-0.322,-0.032,0.259,82
2009,128,0,27936,Martin Laird,-0.109,0.538,-0.509,-0.138,62
2009,129,0,21731,Freddie Jacobson,-0.122,-0.334,-0.069,0.282,73
2009,130,0,24503,Jeff Klauk,-0.153,-0.016,-0.243,0.105,88
2009,131,0,26301,James Nitties,-0.156,0.262,-0.512,0.095,76
2009,132,0,20160,Charlie Wi,-0.16,-0.167,-0.036,0.044,79
2009,133,0,26881,Jarrod Lyle,-0.168,0.159,-0.601,0.274,50
2009,134,0,10585,Scott McCarron,-0.176,0.259,-0.485,0.05,81
2009,135,0,26951,Johnson Wagner,-0.179,-0.197,0.09,-0.072,74
2009,136,0,26300,Matt Jones,-0.202,-0.234,-0.078,0.11,45
2009,137,0,23800,Bryce Molder,-0.214,-0.321,-0.005,0.112,54
2009,138,0,1161,Mark Calcavecchia,-0.216,-0.095,-0.07,-0.051,62
2009,139,0,23614,Rich Beem,-0.227,0.101,-0.019,-0.309,58
2009,140,0,27466,Spencer Levin,-0.244,-0.493,0.196,0.053,67
2009,141,0,25562,Andres Romero,-0.247,0.37,-0.521,-0.096,43
2009,142,0,27933,John Merrick,-0.248,0.162,-0.082,-0.328,68
2009,143,0,20593,Greg Chalmers,-0.289,-0.221,-0.186,0.118,71
2009,144,0,20850,Daniel Chopra,-0.319,-0.022,-0.345,0.047,83
2009,145,0,12602,Dean Wilson,-0.331,-0.957,0.369,0.257,70
2009,146,0,8931,Glen Day,-0.335,-0.139,-0.263,0.067,64
2009,147,0,1142,Bart Bryant,-0.365,-0.106,-0.033,-0.226,52
2009,148,0,23325,Vaughn Taylor,-0.376,-0.188,-0.004,-0.183,79
2009,149,0,29221,Webb Simpson,-0.38,-0.297,-0.223,0.139,87
2009,150,0,25190,Jeff Quinney,-0.45,-0.563,0.064,0.049,71
2009,151,0,21949,Joe Ogilvie,-0.455,-0.218,-0.287,0.05,77
2009,152,0,21350,Ryuji Imada,-0.457,-0.583,-0.252,0.378,69
2009,153,0,28118,Peter Tomasulo,-0.467,0.249,-0.573,-0.143,46
2009,154,0,20634,Peter Lonard,-0.469,-0.166,-0.269,-0.034,77
2009,155,0,23718,Nathan Green,-0.472,-0.407,-0.153,0.089,92
2009,156,0,1928,Corey Pavin,-0.478,-0.974,0.17,0.326,54
2009,157,0,22621,Ben Curtis,-0.515,0.154,-0.642,-0.028,47
2009,158,0,23778,Brad Adamonis,-0.537,-0.339,-0.379,0.181,61
2009,159,0,10733,Kent Jones,-0.539,0.004,-0.462,-0.08,61
2009,160,0,23320,Ryan Palmer,-0.561,-0.143,-0.15,-0.268,70
2009,161,0,20070,Matt Bettencourt,-0.57,-0.046,-0.267,-0.257,87
2009,162,0,10117,Bob Heintz,-0.581,-0.326,-0.335,0.081,51
2009,163,0,1707,Steve Lowery,-0.601,0.185,-0.314,-0.473,77
2009,164,0,1473,Todd Hamilton,-0.612,0.055,-0.512,-0.155,64
2009,165,0,22961,David Mathis,-0.666,-0.266,-0.286,-0.114,69
2009,166,0,28620,Aron Price,-0.676,-0.456,-0.056,-0.165,77
2009,167,0,6539,Rick Price,-0.711,-0.154,-0.168,-0.39,41
2009,168,0,26420,Richard Johnson,-0.737,-0.503,-0.08,-0.154,74
2009,169,0,31323,Gary Woodland,-0.744,-0.203,-0.021,-0.52,37
2009,170,0,25919,Brian Vranesh,-0.752,0.06,-0.63,-0.182,43
2009,171,0,22371,Aaron Baddeley,-0.755,-0.459,-0.507,0.212,58
2009,172,0,1132,Mark Brooks,-0.771,-0.49,-0.277,-0.004,40
2009,173,0,30711,Colt Knost,-0.877,-0.012,-0.562,-0.304,56
2009,174,0,25345,Carl Pettersson,-0.893,-0.326,-0.423,-0.143,74
2009,175,0,6012,Greg Kraft,-1.038,-0.581,0.016,-0.474,41
2009,176,0,31416,Derek Fathauer,-1.085,-0.35,-0.568,-0.167,51
2009,177,0,26668,Marc Turnesa,-1.203,-0.237,-0.616,-0.35,71
2009,178,0,7223,Brian Bateman,-1.352,-0.64,-0.486,-0.226,48
2009,179,0,27683,Leif Olson,-1.376,-0.599,-0.399,-0.378,43
2009,180,0,30927,Brendon Todd,-1.447,-0.792,-0.71,0.055,47
2009,181,0,9011,David Duval,-1.602,-1.33,-0.266,-0.006,44
2009,182,0,24449,Parker McLachlin,-1.76,-1.036,-0.976,0.252,67
2009,183,0,23048,Eric Axley,-2.498,-1.441,-0.804,-0.253,59
2009,184,0,1329,Brad Faxon,-2.705,-1.03,-1.428,-0.246,52
2017,1,0,30925,Dustin Johnson,1.862,1.071,0.67,0.121,59
2017,2,0,34046,Jordan Spieth,1.646,0.321,0.896,0.429,68
2017,3,0,32839,Hideki Matsuyama,1.613,0.508,0.758,0.346,59
2017,4,0,46970,Jon Rahm,1.522,0.949,0.515,0.057,66
2017,5,0,33448,Justin Thomas,1.479,0.452,0.738,0.289,65
2017,6,0,25198,Francesco Molinari,1.453,0.483,0.842,0.128,59
2017,7,0,25364,Paul Casey,1.41,0.349,0.939,0.122,71
2017,8,0,28237,Rory McIlroy,1.382,0.965,0.322,0.095,36
2017,9,0,21209,Sergio Garcia,1.356,0.795,0.378,0.182,46
2017,10,0,22405,Justin Rose,1.295,0.559,0.363,0.373,53
2017,11,0,29725,Tony Finau,1.28,0.826,0.39,0.065,91
2017,12,0,30110,Kyle Stanley,1.259,0.659,0.562,0.038,94
2017,13,0,32102,Rickie Fowler,1.134,0.378,0.408,0.349,63
2017,14,0,27129,Luke List,1.117,0.6,0.443,0.074,86
2017,15,0,35450,Patrick Cantlay,1.111,0.623,0.467,0.021,46
2017,16,0,24502,Adam Scott,1.103,0.524,0.536,0.043,42
2017,17,0,26851,Marc Leishman,1.066,0.319,0.41,0.337,73
2017,18,0,31323,Gary Woodland,1.04,0.431,0.571,0.039,68
2017,19,0,23320,Ryan Palmer,1.03,0.533,0.555,-0.058,49
2017,20,0,33948,Byeong Hun An,0.964,0.524,0.369,0.071,57
2017,21,0,25900,Lucas Glover,0.944,0.502,0.301,0.14,86
2017,22,0,24138,Ian Poulter,0.911,-0.162,0.573,0.501,55
2017,23,0,12716,Charley Hoffman,0.903,0.586,0.349,-0.031,93
2017,24,0,29221,Webb Simpson,0.893,-0.036,0.503,0.426,84
2017,25,0,29518,Brendan Steele,0.888,0.387,0.411,0.09,71
2017,26,0,24924,Bill Haas,0.868,-0.047,0.399,0.516,72
2017,27,0,32366,Kevin Chappell,0.841,0.442,0.294,0.106,72
2017,28,0,23108,Matt Kuchar,0.84,0.158,0.253,0.43,77
2017,29,0,34021,Bud Cauley,0.803,0.264,0.588,-0.05,82
2017,30,0,33141,Keegan Bradley,0.769,0.625,0.139,0.004,91
2017,31,0,40026,Daniel Berger,0.761,0.282,0.57,-0.09,69
2017,32,0,29461,Jamie Lovemark,0.76,0.319,0.183,0.258,80
2017,33,0,20229,Stewart Cink,0.725,-0.019,0.793,-0.05,81
2017,34,0,1810,Phil Mickelson,0.711,-0.058,0.553,0.216,69
2017,35,0,24358,Robert Garrigus,0.709,0.422,0.477,-0.19,60
2017,36,0,27141,J.B. Holmes,0.708,0.533,0.039,0.137,61
2017,37,0,26329,Louis Oosthuizen,0.705,0.301,0.215,0.189,51
2017,38,0,12510,Chad Campbell,0.691,0.041,0.506,0.144,85
2017,39,0,29478,Kevin Kisner,0.656,0.257,0.334,0.065,77
2017,40,0,25686,Jason Dufner,0.654,0.268,0.519,-0.133,72
2017,41,0,26289,Boo Weekley,0.63,0.634,0.425,-0.429,61
2017,42,0,36689,Brooks Koepka,0.623,0.546,0.058,0.019,67
2017,43,0,28089,Jason Day,0.58,0.311,-0.004,0.273,55
2017,44,0,27936,Martin Laird,0.576,0.235,0.139,0.203,72
2017,45,0,33204,Shane Lowry,0.536,0.582,0.231,-0.277,38
2017,46,0,31646,Emiliano Grillo,0.532,0.368,0.281,-0.116,66
2017,47,0,29974,Branden Grace,0.518,0.18,0.173,0.165,47
2017,48,0,24361,Pat Perez,0.515,-0.147,0.222,0.44,73
2017,49,0,25396,Kevin Na,0.513,-0.406,0.631,0.288,66
2017,50,0,37189,Harold Varner III,0.511,0.262,0.33,-0.081,86
2017,51,0,34098,Russell Henley,0.506,0.31,0.196,0.0,86
2017,51,0,27649,Brandt Snedeker,0.506,-0.311,0.503,0.314,42
2017,51,0,27064,Jhonattan Vegas,0.506,0.394,0.172,-0.06,71
2017,54,0,26331,Charl Schwartzel,0.504,-0.023,0.399,0.127,48
2017,55,0,31557,Jim Herman,0.495,0.422,0.143,-0.07,66
2017,56,0,23621,Rory Sabbatini,0.482,0.308,0.146,0.028,53
2017,57,0,48081,Xander Schauffele,0.479,0.554,0.011,-0.086,74
2017,58,0,27436,Graham DeLaet,0.477,0.486,0.427,-0.436,71
2017,59,0,30944,Jason Kokrak,0.458,0.607,0.077,-0.226,83
2017,60,0,27214,Kevin Streelman,0.45,0.292,0.197,-0.038,78
2017,61,0,26476,Chez Reavie,0.423,0.121,0.375,-0.073,83
2017,62,0,35891,Cameron Smith,0.418,-0.13,0.149,0.399,71
2017,63,0,46501,Ollie Schniederjans,0.402,0.125,0.309,-0.032,81
2017,64,0,34360,Patrick Reed,0.399,0.199,-0.049,0.25,84
2017,65,0,47959,Bryson DeChambeau,0.383,0.42,-0.02,-0.016,73
2017,66,0,28252,Seamus Power,0.364,-0.067,0.202,0.229,68
2017,67,0,25493,Nick Taylor,0.342,0.168,0.053,0.121,83
2017,68,0,30692,Scott Stallings,0.339,0.049,0.375,-0.084,68
2017,69,0,27974,Sung Kang,0.325,0.255,0.251,-0.182,82
2017,70,0,21961,Charles Howell III,0.32,0.016,0.223,0.081,68
2017,71,0,26596,Ryan Moore,0.319,-0.006,0.498,-0.173,65
2017,71,0,34264,Hudson Swafford,0.319,0.454,0.202,-0.337,76
2017,73,0,27095,Nick Watney,0.284,-0.063,0.585,-0.238,64
2017,74,0,25804,Bubba Watson,0.272,0.647,-0.175,-0.201,53
2017,75,0,24140,Sean O'Hair,0.269,0.252,0.118,-0.101,70
2017,76,0,23353,J.J. Henry,0.258,0.208,0.05,0.0,75
2017,77,0,25818,Scott Piercy,0.251,0.19,0.311,-0.25,49
2017,78,0,32448,James Hahn,0.223,0.177,0.016,0.03,81
2017,79,0,24024,Zach Johnson,0.215,-0.005,-0.007,0.226,68
2017,80,0,33413,Ben Martin,0.208,0.138,0.297,-0.227,70
2017,81,0,46550,Brandon Hagy,0.184,0.459,-0.393,0.118,69
2017,82,0,32333,Kevin Tway,0.172,0.288,-0.168,0.053,74
2017,83,0,33122,Russell Knox,0.165,0.102,0.181,-0.119,54
2017,84,0,31420,Anirban Lahiri,0.149,0.234,-0.143,0.059,59
2017,85,0,49771,J.T. Poston,0.147,0.156,0.053,-0.062,73
2017,86,0,27644,Brian Harman,0.146,0.015,-0.198,0.329,86
2017,86,0,34213,Grayson Murray,0.146,0.353,-0.032,-0.176,85
2017,88,0,33399,Adam Hadwin,0.143,0.003,0.183,-0.044,79
2017,89,0,27963,Chris Stroud,0.139,-0.094,0.173,0.06,48
2017,90,0,25632,Jimmy Walker,0.138,-0.258,0.518,-0.123,50
2017,91,0,19803,Ryan Armour,0.136,0.02,0.121,-0.005,49
2017,92,0,22056,Cameron Percy,0.123,-0.019,0.266,-0.123,55
2017,93,0,26300,Matt Jones,0.108,0.073,-0.468,0.503,51
2017,94,0,28132,Tyrone Van Aswegen,0.103,-0.067,0.084,0.085,80
2017,95,0,29926,Danny Lee,0.078,0.037,0.304,-0.263,76
2017,96,0,34431,Robert Streb,0.075,-0.159,-0.072,0.305,84
2017,97,0,25240,D.A. Points,0.071,-0.436,0.421,0.087,58
2017,98,0,46601,Trey Mullinax,0.063,0.427,-0.195,-0.169,70
2017,99,0,20157,Retief Goosen,0.035,-0.001,0.009,0.027,41
2017,100,0,39975,Michael Kim,0.017,-0.247,0.158,0.106,84
2017,101,0,33418,Shawn Stefani,0.014,0.01,-0.119,0.122,60
2017,102,0,29720,Andres Gonzales,-0.003,-0.104,-0.089,0.19,57
2017,103,0,34409,David Lingmerth,-0.009,-0.032,0.054,-0.031,69
2017,104,0,28420,Ryan Brehm,-0.023,0.137,-0.06,-0.099,65
2017,105,0,34174,John Huh,-0.026,-0.049,-0.02,0.043,76
2017,106,0,23325,Vaughn Taylor,-0.033,-0.001,0.135,-0.168,76
2017,107,0,10809,Jim Furyk,-0.036,-0.491,0.492,-0.036,44
2017,108,0,46440,Smylie Kaufman,-0.04,0.091,-0.059,-0.073,63
2017,109,0,26758,David Hearn,-0.044,-0.175,0.016,0.115,71
2017,110,0,39324,J.J. Spaun,-0.045,0.316,-0.122,-0.24,72
2017,111,0,29289,S.Y. Noh,-0.058,-0.541,0.044,0.439,75
2017,112,0,25572,Graeme McDowell,-0.062,0.085,-0.036,-0.111,50
2017,112,0,25834,Daniel Summerhays,-0.062,-0.05,-0.062,0.051,82
2017,112,0,25349,Tim Wilkinson,-0.062,-0.289,-0.31,0.538,46
2017,115,0,23541,Ben Crane,-0.068,-0.15,-0.024,0.105,69
2017,115,0,29223,Sam Saunders,-0.068,0.348,-0.136,-0.28,61
2017,117,0,31202,William McGirt,-0.072,0.257,-0.193,-0.137,72
2017,118,0,29908,C.T. Pan,-0.074,0.052,-0.092,-0.034,76
2017,119,0,40058,Zac Blair,-0.078,-0.155,-0.141,0.218,81
2017,120,0,29420,Billy Horschel,-0.08,0.224,0.02,-0.324,80
2017,121,0,20472,Alex Cejka,-0.093,-0.02,-0.2,0.127,62
2017,122,0,20771,Steven Alker,-0.103,-0.289,-0.212,0.398,51
2017,123,0,32200,Roberto Castro,-0.114,-0.244,0.099,0.031,54
2017,124,0,29740,Brad Fritsch,-0.122,-0.432,0.235,0.075,42
2017,125,0,33461,Morgan Hoffmann,-0.138,0.165,-0.419,0.115,82
2017,126,0,29476,Kyle Reifers,-0.143,-0.023,-0.337,0.218,74
2017,127,0,32640,Troy Merritt,-0.146,-0.118,-0.018,-0.009,70
2017,128,0,30926,Chris Kirk,-0.155,-0.315,0.101,0.059,70
2017,129,0,20572,Rod Pampling,-0.158,-0.11,-0.231,0.183,66
2017,130,0,19846,Brian Gay,-0.168,-0.417,-0.006,0.254,69
2017,131,0,23497,Tag Ridings,-0.173,0.295,-0.356,-0.111,50
2017,132,0,27770,Camilo Villegas,-0.182,-0.524,0.107,0.235,62
2017,133,0,48822,Sebastián Muñoz,-0.188,0.031,-0.077,-0.143,39
2017,134,0,22046,Geoff Ogilvy,-0.195,-0.064,-0.327,0.196,67
2017,135,0,22371,Aaron Baddeley,-0.216,-0.782,0.256,0.31,46
2017,136,0,47128,Richy Werenski,-0.223,0.203,-0.123,-0.303,61
2017,137,0,28500,Martin Flores,-0.257,-0.024,0.047,-0.28,67
2017,138,0,29222,Billy Hurley III,-0.263,-0.812,0.432,0.117,69
2017,139,0,33419,Cameron Tringale,-0.265,-0.75,0.089,0.396,65
2017,140,0,24846,Ricky Barnes,-0.286,-0.638,0.238,0.114,77
2017,140,0,27958,Ryan Blaum,-0.286,-0.198,-0.032,-0.057,82
2017,142,0,35532,Tom Hoge,-0.293,-0.352,0.235,-0.176,39
2017,143,0,33120,Mark Anderson,-0.309,-0.149,-0.241,0.082,42
2017,144,0,35506,Mackenzie Hughes,-0.32,0.021,-0.404,0.063,96
2017,145,0,26499,Rafa Cabrera Bello,-0.326,-0.223,-0.171,0.068,46
2017,146,0,31560,Brian Stuard,-0.333,-0.34,0.171,-0.164,69
2017,147,0,34099,Harris English,-0.336,-0.644,0.138,0.169,72
2017,148,0,48084,Wesley Bryan,-0.337,-0.899,0.421,0.141,77
2017,149,0,34358,Jonathan Randolph,-0.34,0.03,-0.221,-0.149,51
2017,150,0,29479,Scott Brown,-0.344,0.143,-0.225,-0.262,78
2017,151,0,30191,Julián Etulain,-0.385,-0.035,-0.292,-0.058,51
2017,152,0,35545,Blayne Barber,-0.389,0.041,-0.123,-0.306,67
2017,153,0,28679,Fabián Gómez,-0.402,0.022,-0.429,0.006,51
2017,154,0,40009,Dominic Bozzelli,-0.417,0.051,-0.342,-0.125,55
2017,155,0,27466,Spencer Levin,-0.43,-0.161,-0.195,-0.073,67
2017,156,0,20104,Ken Duke,-0.435,-0.179,-0.256,0.0,60
2017,157,0,24357,K.J. Choi,-0.439,-0.141,-0.511,0.213,54
2017,158,0,26951,Johnson Wagner,-0.456,-0.081,-0.088,-0.287,57
2017,159,0,32757,Patton Kizzire,-0.475,-0.744,0.29,-0.021,72
2017,160,0,36801,Mark Hubbard,-0.502,-0.539,0.101,-0.064,61
2017,161,0,35879,Kelly Kraft,-0.524,-0.205,0.159,-0.479,65
2017,162,0,25720,Chad Collins,-0.533,-0.573,-0.254,0.294,54
2017,163,0,25191,Gonzalo Fernandez-Castaño,-0.567,-0.375,-0.312,0.12,44
2017,164,0,46732,Rick Lamb,-0.57,0.686,-0.578,-0.678,38
2017,165,0,37455,Si Woo Kim,-0.573,-0.236,-0.447,0.11,60
2017,166,0,35110,Brett Drewitt,-0.578,-0.209,-0.314,-0.054,43
2017,167,0,34466,Peter Malnati,-0.635,-0.262,-0.563,0.19,73
2017,168,0,25892,Steve Wheatcroft,-0.641,0.259,-0.953,0.054,40
2017,169,0,36699,Patrick Rodgers,-0.65,-0.044,-0.529,-0.077,66
2017,170,0,37454,Whee Kim,-0.651,-0.665,-0.148,0.163,62
2017,171,0,22986,Søren Kjeldsen,-0.655,-0.424,-0.09,-0.142,34
2017,172,0,23983,Luke Donald,-0.657,-1.001,-0.078,0.422,43
2017,173,0,31416,Derek Fathauer,-0.74,-0.456,-0.136,-0.149,64
2017,174,0,29485,Brett Stegmaier,-0.751,-0.141,-0.117,-0.493,58
2017,175,0,46443,Brian Campbell,-0.812,0.063,-0.75,-0.126,41
2017,176,0,24781,Hunter Mahan,-0.837,0.376,-0.886,-0.326,59
2017,177,0,20593,Greg Chalmers,-0.85,-0.496,-0.529,0.175,68
2017,178,0,27895,Jonas Blixt,-0.877,-0.3,-0.614,0.037,59
2017,179,0,30852,Ryo Ishikawa,-0.928,-0.58,-0.328,-0.021,43
2017,180,0,39954,Cody Gribble,-0.985,-0.338,-0.586,-0.061,70
2017,181,0,24507,Jason Bohn,-1.007,-0.685,-0.246,-0.076,62
2017,182,0,32150,Michael Thompson,-1.013,-0.431,-0.373,-0.208,44
2017,183,0,28093,Miguel Angel Carballo,-1.038,0.139,-1.035,-0.142,43
2017,184,0,6522,Ernie Els,-1.136,-0.565,-0.504,-0.067,37
2017,185,0,35300,Andrew Loupe,-1.175,-0.348,-0.424,-0.403,47
2017,186,0,28307,Matt Every,-1.182,-0.734,-0.141,-0.306,61
2017,187,0,23800,Bryce Molder,-1.229,-1.098,-0.431,0.301,64
2017,188,0,25345,Carl Pettersson,-1.456,-1.123,-0.385,0.052,52
2017,189,0,37278,Nicholas Lindheim,-1.621,-0.733,-0.578,-0.311,44
2017,190,0,25274,Steven Bowditch,-2.739,-1.717,-1.26,0.238,45
2010,1,0,24502,Adam Scott,1.609,0.472,1.164,-0.027,52
2010,2,0,6567,Vijay Singh,1.494,0.369,0.979,0.145,57
2010,3,0,6527,Steve Stricker,1.383,0.191,0.773,0.419,56
2010,4,0,10809,Jim Furyk,1.159,0.15,0.641,0.367,60
2010,5,0,1810,Phil Mickelson,1.151,0.185,0.738,0.228,57
2010,6,0,23623,Bo Van Pelt,1.091,0.724,0.26,0.107,87
2010,7,0,27770,Camilo Villegas,1.087,0.21,0.755,0.122,56
2010,8,0,10885,Robert Allenby,1.014,0.403,0.642,-0.031,61
2010,9,0,6522,Ernie Els,0.992,0.215,0.735,0.043,55
2010,10,0,24924,Bill Haas,0.985,0.464,0.515,0.005,75
2010,11,0,23788,D.J. Trahan,0.963,0.692,0.45,-0.179,82
2010,12,0,22405,Justin Rose,0.952,0.338,0.168,0.447,70
2010,13,0,28237,Rory McIlroy,0.944,0.698,0.271,-0.025,40
2010,14,0,24357,K.J. Choi,0.927,0.151,0.507,0.269,61
2010,15,0,20157,Retief Goosen,0.917,0.337,0.185,0.395,53
2010,16,0,12716,Charley Hoffman,0.889,0.638,0.317,-0.065,77
2010,17,0,30925,Dustin Johnson,0.869,0.76,0.288,-0.179,63
2010,18,0,27141,J.B. Holmes,0.868,0.729,0.026,0.113,88
2010,19,0,22293,Heath Slocum,0.837,0.156,0.546,0.134,73
2010,20,0,23108,Matt Kuchar,0.827,0.158,0.336,0.334,75
2010,21,0,27095,Nick Watney,0.806,0.593,0.517,-0.304,69
2010,22,0,20766,Padraig Harrington,0.799,-0.104,0.524,0.379,44
2010,23,0,6621,Joe Durant,0.775,0.597,0.296,-0.118,57
2010,24,0,25804,Bubba Watson,0.77,0.798,0.14,-0.168,67
2010,25,0,23638,Brendon de Jonge,0.757,0.16,0.721,-0.125,91
2010,26,0,28089,Jason Day,0.752,0.254,0.054,0.444,71
2010,26,0,27436,Graham DeLaet,0.752,0.678,0.111,-0.038,76
2010,28,0,12510,Chad Campbell,0.75,0.102,0.606,0.042,81
2010,29,0,20645,John Senden,0.749,0.372,0.455,-0.078,87
2010,30,0,22913,John Rollins,0.71,0.56,-0.074,0.224,75
2010,31,0,24140,Sean O'Hair,0.697,0.431,0.198,0.068,65
2010,32,0,1706,Davis Love III,0.68,0.297,0.364,0.019,66
2010,33,0,32102,Rickie Fowler,0.665,0.408,0.395,-0.138,83
2010,34,0,8075,Jerry Kelly,0.658,0.051,0.246,0.361,82
2010,35,0,1945,Kenny Perry,0.645,0.605,0.151,-0.111,56
2010,36,0,24912,Will MacKenzie,0.644,0.363,0.177,0.103,68
2010,37,0,20229,Stewart Cink,0.628,0.431,0.309,-0.111,65
2010,38,0,23983,Luke Donald,0.619,-0.506,0.661,0.464,53
2010,39,0,25686,Jason Dufner,0.606,0.435,0.176,-0.006,69
2010,40,0,24781,Hunter Mahan,0.596,0.642,0.069,-0.115,67
2010,41,0,23541,Ben Crane,0.594,0.169,0.379,0.046,66
