YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG RTP
2013,1,0,6527,Steve Stricker,-0.318
2013,2,0,23541,Ben Crane,-0.282
2013,3,0,28135,Aaron Watkins,-0.271
2013,4,0,1810,Phil Mickelson,-0.26
2013,5,0,21753,Brian Davis,-0.252
2013,6,0,23800,Bryce Molder,-0.251
2013,7,0,10213,Dicky Pride,-0.25
2013,8,0,24924,Bill Haas,-0.236
2013,9,0,25274,Steven Bowditch,-0.234
2013,9,0,33461,Morgan Hoffmann,-0.234
2013,11,0,21961,Charles Howell III,-0.225
2013,12,0,22405,Justin Rose,-0.219
2013,13,0,20645,John Senden,-0.214
2013,14,0,23108,Matt Kuchar,-0.213
2013,15,0,25632,Jimmy Walker,-0.212
2013,16,0,32102,Rickie Fowler,-0.211
2013,17,0,29420,Billy Horschel,-0.209
2013,18,0,27649,Brandt Snedeker,-0.205
2013,19,0,29221,Webb Simpson,-0.203
2013,20,0,23135,Tim Clark,-0.202
2013,20,0,26300,Matt Jones,-0.202
2013,22,0,20593,Greg Chalmers,-0.201
2013,23,0,24357,K.J. Choi,-0.2
2013,24,0,32200,Roberto Castro,-0.195
2013,25,0,27770,Camilo Villegas,-0.194
2013,26,0,24507,Jason Bohn,-0.188
2013,26,0,23320,Ryan Palmer,-0.188
2013,28,0,27436,Graham DeLaet,-0.186
2013,29,0,26758,David Hearn,-0.185
2013,30,0,22806,Doug LaBelle II,-0.181
2013,31,0,30926,Chris Kirk,-0.18
2013,32,0,35539,Luke Guthrie,-0.179
2013,33,0,8793,Tiger Woods,-0.176
2013,34,0,28679,Fabián Gómez,-0.175
2013,34,0,25336,Alistair Presnell,-0.175
2013,36,0,6573,Brandt Jobe,-0.174
2013,37,0,22621,Ben Curtis,-0.173
2013,37,0,25686,Jason Dufner,-0.173
2013,37,0,31202,William McGirt,-0.173
2013,37,0,34360,Patrick Reed,-0.173
2013,41,0,28307,Matt Every,-0.172
2013,41,0,34046,Jordan Spieth,-0.172
2013,43,0,10809,Jim Furyk,-0.17
2013,44,0,20104,Ken Duke,-0.169
2013,44,0,28780,Nicholas Thompson,-0.169
2013,46,0,22913,John Rollins,-0.167
2013,47,0,24781,Hunter Mahan,-0.166
2013,48,0,8075,Jerry Kelly,-0.164
2013,49,0,19970,Robert Karlsson,-0.163
2013,50,0,27503,Steve LeBrun,-0.159
2013,51,0,34021,Bud Cauley,-0.157
2013,51,0,21209,Sergio Garcia,-0.157
2013,53,0,30110,Kyle Stanley,-0.153
2013,54,0,2206,David Toms,-0.152
2013,55,0,27095,Nick Watney,-0.151
2013,56,0,1724,Jeff Maggert,-0.15
2013,56,0,25818,Scott Piercy,-0.15
2013,58,0,10860,Justin Leonard,-0.149
2013,58,0,10423,Mike Weir,-0.149
2013,60,0,23638,Brendon de Jonge,-0.148
2013,60,0,23325,Vaughn Taylor,-0.148
2013,62,0,1320,Bob Estes,-0.145
2013,62,0,30944,Jason Kokrak,-0.145
2013,64,0,21731,Freddie Jacobson,-0.144
2013,65,0,24024,Zach Johnson,-0.143
2013,66,0,24138,Ian Poulter,-0.142
2013,67,0,26679,Kevin Stadler,-0.141
2013,68,0,22961,David Mathis,-0.14
2013,68,0,33419,Cameron Tringale,-0.14
2013,70,0,26331,Charl Schwartzel,-0.139
2013,71,0,34431,Robert Streb,-0.134
2013,72,0,21878,Mark Wilson,-0.127
2013,73,0,23983,Luke Donald,-0.124
2013,74,0,36884,Ben Kohles,-0.123
2013,74,0,28310,Lee Williams,-0.123
2013,76,0,28237,Rory McIlroy,-0.121
2013,76,0,24502,Adam Scott,-0.121
2013,78,0,26289,Boo Weekley,-0.12
2013,79,0,26476,Chez Reavie,-0.118
2013,80,0,21528,Henrik Stenson,-0.117
2013,81,0,24494,Erik Compton,-0.116
2013,82,0,27895,Jonas Blixt,-0.115
2013,82,0,23621,Rory Sabbatini,-0.115
2013,84,0,21099,David Lynn,-0.113
2013,85,0,22295,Darron Stiles,-0.112
2013,86,0,28500,Martin Flores,-0.111
2013,87,0,25240,D.A. Points,-0.11
2013,88,0,32366,Kevin Chappell,-0.109
2013,88,0,25444,Justin Hicks,-0.109
2013,88,0,30925,Dustin Johnson,-0.109
2013,91,0,25834,Daniel Summerhays,-0.108
2013,91,0,25804,Bubba Watson,-0.108
2013,93,0,23353,J.J. Henry,-0.106
2013,94,0,20848,Ángel Cabrera,-0.105
2013,95,0,27644,Brian Harman,-0.103
2013,96,0,27963,Chris Stroud,-0.102
2013,97,0,23497,Tag Ridings,-0.101
2013,98,0,31557,Jim Herman,-0.099
2013,98,0,34261,Scott Langley,-0.099
2013,100,0,28259,Sangmoon Bae,-0.097
2013,100,0,20572,Rod Pampling,-0.097
2013,102,0,20098,Stuart Appleby,-0.096
2013,103,0,22371,Aaron Baddeley,-0.092
2013,103,0,24846,Ricky Barnes,-0.092
2013,105,0,12510,Chad Campbell,-0.091
2013,105,0,12716,Charley Hoffman,-0.091
2013,105,0,27933,John Merrick,-0.091
2013,108,0,28092,D.H. Lee,-0.09
2013,108,0,30692,Scott Stallings,-0.09
2013,110,0,28089,Jason Day,-0.089
2013,110,0,34409,David Lingmerth,-0.089
2013,112,0,25900,Lucas Glover,-0.088
2013,113,0,22378,Trevor Immelman,-0.087
2013,113,0,27330,Josh Teater,-0.087
2013,115,0,31323,Gary Woodland,-0.086
2013,116,0,33418,Shawn Stefani,-0.085
2013,117,0,28475,Jeff Overton,-0.084
2013,118,0,37273,Derek Ernst,-0.082
2013,118,0,26851,Marc Leishman,-0.082
2013,118,0,27120,Troy Matteson,-0.082
2013,118,0,20160,Charlie Wi,-0.082
2013,122,0,29479,Scott Brown,-0.081
2013,122,0,12782,Tim Herron,-0.081
2013,122,0,26596,Ryan Moore,-0.081
2013,122,0,29289,S.Y. Noh,-0.081
2013,126,0,33141,Keegan Bradley,-0.08
2013,126,0,34099,Harris English,-0.08
2013,128,0,30750,Tommy Gainey,-0.079
2013,128,0,24663,Y.E. Yang,-0.079
2013,130,0,35139,Richard Lee,-0.075
2013,131,0,29740,Brad Fritsch,-0.074
2013,131,0,6567,Vijay Singh,-0.074
2013,133,0,34098,Russell Henley,-0.072
2013,133,0,24140,Sean O'Hair,-0.072
2013,133,0,23788,D.J. Trahan,-0.072
2013,136,0,8725,Tom Gillis,-0.071
2013,137,0,24399,Scott Gardiner,-0.07
2013,138,0,25345,Carl Pettersson,-0.069
2013,139,0,27556,Ted Potter Jr.,-0.068
2013,140,0,24490,George McNeill,-0.067
2013,141,0,20443,Jin Park,-0.066
2013,141,0,22056,Cameron Percy,-0.066
2013,141,0,27214,Kevin Streelman,-0.066
2013,144,0,24361,Pat Perez,-0.064
2013,145,0,28455,Will Claxton,-0.059
2013,146,0,32698,Bobby Gates,-0.054
2013,147,0,10885,Robert Allenby,-0.05
2013,148,0,19846,Brian Gay,-0.047
2013,149,0,30711,Colt Knost,-0.046
2013,150,0,26497,Casey Wittenberg,-0.045
2013,151,0,23409,James Driscoll,-0.043
2013,151,0,32448,James Hahn,-0.043
2013,153,0,24358,Robert Garrigus,-0.037
2013,154,0,6522,Ernie Els,-0.035
2013,155,0,1116,Michael Bradley,-0.034
2013,155,0,29425,Andrew Svoboda,-0.034
2013,157,0,20229,Stewart Cink,-0.033
2013,157,0,27936,Martin Laird,-0.033
2013,159,0,20691,Greg Owen,-0.029
2013,160,0,30163,Henrik Norlander,-0.023
2013,161,0,30852,Ryo Ishikawa,-0.022
2013,162,0,23452,Nicolas Colsaerts,-0.021
2013,163,0,25572,Graeme McDowell,-0.02
2013,163,0,29518,Brendan Steele,-0.02
2013,165,0,23623,Bo Van Pelt,-0.014
2013,166,0,22792,Peter Hanson,-0.012
2013,166,0,34174,John Huh,-0.012
2013,168,0,24227,Justin Bolli,-0.008
2013,169,0,22046,Geoff Ogilvy,0.01
2013,170,0,20396,Lee Westwood,0.014
2013,171,0,27129,Luke List,0.018
2013,172,0,27408,Martin Kaymer,0.02
2013,173,0,33869,Eric Meierdierks,0.021
2013,174,0,31560,Brian Stuard,0.026
2013,175,0,26951,Johnson Wagner,0.027
2013,176,0,32150,Michael Thompson,0.044
2013,177,0,32334,Charlie Beljan,0.048
2013,178,0,25562,Andres Romero,0.066
2013,179,0,20766,Padraig Harrington,0.071
2013,180,0,6004,Stephen Ames,0.074
2014,1,0,25632,Jimmy Walker,-0.265
2014,2,0,26331,Charl Schwartzel,-0.241
2014,3,0,29221,Webb Simpson,-0.232
2014,4,0,28089,Jason Day,-0.229
2014,5,0,24138,Ian Poulter,-0.223
2014,6,0,10860,Justin Leonard,-0.219
2014,7,0,27214,Kevin Streelman,-0.218
2014,8,0,25686,Jason Dufner,-0.211
2014,9,0,10809,Jim Furyk,-0.209
2014,10,0,29222,Billy Hurley III,-0.208
2014,11,0,8075,Jerry Kelly,-0.207
2014,11,0,32839,Hideki Matsuyama,-0.207
2014,13,0,28307,Matt Every,-0.199
2014,13,0,21961,Charles Howell III,-0.199
2014,13,0,29926,Danny Lee,-0.199
2014,16,0,29478,Kevin Kisner,-0.194
2014,17,0,26758,David Hearn,-0.193
2014,18,0,33141,Keegan Bradley,-0.192
2014,19,0,29740,Brad Fritsch,-0.191
2014,20,0,24024,Zach Johnson,-0.186
2014,21,0,33418,Shawn Stefani,-0.182
2014,22,0,20593,Greg Chalmers,-0.181
2014,22,0,28475,Jeff Overton,-0.181
2014,24,0,23135,Tim Clark,-0.179
2014,25,0,28237,Rory McIlroy,-0.177
2014,26,0,21753,Brian Davis,-0.174
2014,27,0,25274,Steven Bowditch,-0.173
2014,27,0,22046,Geoff Ogilvy,-0.173
2014,27,0,31560,Brian Stuard,-0.173
2014,30,0,23108,Matt Kuchar,-0.171
2014,30,0,35139,Richard Lee,-0.171
2014,30,0,33413,Ben Martin,-0.171
2014,30,0,29518,Brendan Steele,-0.171
2014,34,0,25804,Bubba Watson,-0.169
2014,35,0,22621,Ben Curtis,-0.168
