YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST AFTER TEE SHOT,TOTAL TEE SHOTS
2007,186,0,20127,Chris Riley,184.6,4663999.0,702
2007,187,0,6643,Paul Goydos,185.0,4321317.0,649
2007,188,0,6373,José María Olazábal,185.1,3385768.0,508
2007,189,0,19972,José Coceres,185.7,3917068.0,586
2007,190,0,23933,Michael Boyd,185.8,4830593.0,722
2007,191,0,1381,Fred Funk,185.9,4951119.0,740
2007,192,0,7363,Craig Bowden,186.2,6254407.0,933
2007,193,0,20382,Stephen Leaney,187.5,6884601.0,1020
2007,194,0,19846,Brian Gay,189.7,9207514.0,1348
2007,195,0,20623,Gavin Coles,192.1,7379532.0,1067
2007,196,0,1928,Corey Pavin,192.7,6807060.0,981
2009,1,0,30925,Dustin Johnson,155.7,4859387.0,867
2009,2,0,25562,Andres Romero,158.4,3393058.0,595
2009,3,0,23497,Tag Ridings,158.5,3201805.0,561
2009,4,0,31323,Gary Woodland,158.6,2808246.0,492
2009,5,0,29718,Anthony Kim,159.1,4713663.0,823
2009,6,0,24358,Robert Garrigus,161.2,5714625.0,985
2009,7,0,27141,J.B. Holmes,161.9,4888863.0,839
2009,7,0,25804,Bubba Watson,161.9,4540757.0,779
2009,9,0,6567,Vijay Singh,163.3,4157274.0,707
2009,10,0,1810,Phil Mickelson,163.9,3877157.0,657
2009,11,0,12716,Charley Hoffman,165.7,7104889.0,1191
2009,12,0,27095,Nick Watney,165.8,5581369.0,935
2009,13,0,21805,Harrison Frazar,166.2,6874790.0,1149
2009,13,0,27936,Martin Laird,166.2,5110352.0,854
2009,15,0,20848,Ángel Cabrera,166.3,3131583.0,523
2009,16,0,20850,Daniel Chopra,166.4,6803866.0,1136
2009,17,0,27120,Troy Matteson,166.7,7302300.0,1217
2009,18,0,21209,Sergio Garcia,167.0,3637121.0,605
2009,19,0,27214,Kevin Streelman,167.2,7211582.0,1198
2009,20,0,24140,Sean O'Hair,167.3,4848860.0,805
2009,20,0,23349,Charles Warren,167.3,4437981.0,737
2009,22,0,27683,Leif Olson,167.5,3498111.0,580
2009,22,0,26289,Boo Weekley,167.5,5463582.0,906
2009,24,0,1226,Fred Couples,167.8,3486303.0,577
2009,25,0,26851,Marc Leishman,167.9,6910387.0,1143
2009,25,0,24781,Hunter Mahan,167.9,6284465.0,1040
2009,27,0,20229,Stewart Cink,168.0,4934529.0,816
2009,28,0,1706,Davis Love III,168.3,6470310.0,1068
2009,29,0,28158,Steve Marino,168.4,7030970.0,1160
2009,30,0,23621,Rory Sabbatini,168.7,5586555.0,920
2009,31,0,1945,Kenny Perry,169.1,6180315.0,1015
2009,32,0,12782,Tim Herron,169.2,6771788.0,1112
2009,32,0,23320,Ryan Palmer,169.2,5822996.0,956
2009,32,0,23788,D.J. Trahan,169.2,6750393.0,1108
2009,35,0,20070,Matt Bettencourt,169.3,7222242.0,1185
2009,36,0,25818,Scott Piercy,169.4,6329666.0,1038
2009,37,0,21959,Ted Purdy,169.5,7476031.0,1225
2009,38,0,22046,Geoff Ogilvy,169.6,4896589.0,802
2009,39,0,28780,Nicholas Thompson,169.8,7279233.0,1191
2009,40,0,24502,Adam Scott,169.9,3517028.0,575
2009,41,0,24846,Ricky Barnes,170.0,4315169.0,705
2009,42,0,25900,Lucas Glover,170.4,6706627.0,1093
2009,42,0,22913,John Rollins,170.4,6636569.0,1082
2009,44,0,1724,Jeff Maggert,170.5,6187566.0,1008
2009,45,0,28089,Jason Day,171.0,4260553.0,692
2009,45,0,28475,Jeff Overton,171.0,6375851.0,1036
2009,47,0,23548,Bill Lunde,171.1,6351594.0,1031
2009,48,0,24924,Bill Haas,171.2,6983840.0,1133
2009,48,0,26695,Michael Letzig,171.2,7292690.0,1183
2009,48,0,23623,Bo Van Pelt,171.2,6953025.0,1128
2009,51,0,20691,Greg Owen,171.3,6985644.0,1133
2009,52,0,26300,Matt Jones,171.4,3799912.0,616
2009,53,0,1707,Steve Lowery,171.5,6552314.0,1061
2009,53,0,27770,Camilo Villegas,171.5,4803157.0,778
2009,55,0,28118,Peter Tomasulo,171.7,3876305.0,627
2009,56,0,24925,Jonathan Byrd,171.8,6748806.0,1091
2009,57,0,28087,Kris Blanks,171.9,3998392.0,646
2009,58,0,26596,Ryan Moore,172.1,6375313.0,1029
2009,59,0,22892,Jason Gore,172.3,5310099.0,856
2009,59,0,27933,John Merrick,172.3,5787777.0,933
2009,61,0,21961,Charles Howell III,172.7,7067405.0,1137
2009,62,0,23353,J.J. Henry,172.8,7217839.0,1160
2009,63,0,26679,Kevin Stadler,172.9,4611904.0,741
2009,64,0,24490,George McNeill,173.0,6465710.0,1038
2009,65,0,12510,Chad Campbell,173.1,6055724.0,972
2009,65,0,24912,Will MacKenzie,173.1,5272852.0,846
2009,67,0,6522,Ernie Els,173.2,4695927.0,753
2009,68,0,21949,Joe Ogilvie,173.3,6521211.0,1045
2009,69,0,25345,Carl Pettersson,173.4,6360783.0,1019
2009,70,0,20574,Mathew Goggin,173.5,5145950.0,824
2009,71,0,8793,Tiger Woods,173.8,4178405.0,668
2009,72,0,26301,James Nitties,174.0,6571048.0,1049
2009,73,0,1035,Tommy Armour III,174.1,4469747.0,713
2009,74,0,25919,Brian Vranesh,174.2,3718670.0,593
2009,75,0,22371,Aaron Baddeley,174.3,4989686.0,795
2009,75,0,20645,John Senden,174.3,7961306.0,1269
2009,75,0,27963,Chris Stroud,174.3,6524490.0,1040
2009,78,0,26498,Matt Weibring,174.5,4755145.0,757
2009,79,0,22293,Heath Slocum,174.8,7345400.0,1167
2009,80,0,24663,Y.E. Yang,175.0,6092219.0,967
2009,81,0,23614,Rich Beem,175.1,4991512.0,792
2009,81,0,26881,Jarrod Lyle,175.1,4355988.0,691
2009,83,0,26497,Casey Wittenberg,175.2,4659798.0,739
2009,84,0,20157,Retief Goosen,175.3,4896631.0,776
2009,84,0,26951,Johnson Wagner,175.3,6394464.0,1013
2009,86,0,23638,Brendon de Jonge,175.4,6840320.0,1083
2009,86,0,2214,Kirk Triplett,175.4,4741650.0,751
2009,88,0,23778,Brad Adamonis,175.5,5256738.0,832
2009,88,0,6197,Michael Allen,175.5,5053109.0,800
2009,88,0,10885,Robert Allenby,175.5,4927417.0,780
2009,88,0,7223,Brian Bateman,175.5,4120359.0,652
2009,92,0,6004,Stephen Ames,175.6,4986623.0,789
2009,93,0,23325,Vaughn Taylor,175.7,6854857.0,1084
2009,94,0,31416,Derek Fathauer,175.8,4431416.0,700
2009,94,0,20572,Rod Pampling,175.8,5594503.0,884
2009,94,0,22405,Justin Rose,175.8,4993619.0,789
2009,97,0,2206,David Toms,176.0,7026568.0,1109
2009,98,0,7749,Brett Quigley,176.1,6522794.0,1029
2009,98,0,6595,Kevin Sutherland,176.1,6384995.0,1007
2009,100,0,24361,Pat Perez,176.2,5384617.0,849
2009,101,0,10860,Justin Leonard,176.3,6614566.0,1042
2009,102,0,20098,Stuart Appleby,176.4,5633788.0,887
2009,102,0,29221,Webb Simpson,176.4,7574065.0,1193
2009,102,0,25632,Jimmy Walker,176.4,5525122.0,870
2009,105,0,1161,Mark Calcavecchia,176.8,5423393.0,852
2009,106,0,21753,Brian Davis,176.9,8016137.0,1259
2009,106,0,21731,Freddie Jacobson,176.9,6432138.0,1010
2009,108,0,24024,Zach Johnson,177.0,7023574.0,1102
2009,109,0,20766,Padraig Harrington,177.2,4184428.0,656
2009,109,0,10425,Jay Williamson,177.2,5008415.0,785
2009,111,0,20593,Greg Chalmers,177.3,6247052.0,979
2009,112,0,1473,Todd Hamilton,177.4,5665858.0,887
2009,112,0,1797,Rocco Mediate,177.4,5849689.0,916
2009,114,0,12652,Cameron Beckman,177.5,6599350.0,1033
2009,114,0,6621,Joe Durant,177.5,4121992.0,645
2009,114,0,9011,David Duval,177.5,3743706.0,586
2009,117,0,23800,Bryce Molder,177.8,4780306.0,747
2009,118,0,25686,Jason Dufner,177.9,6853035.0,1070
2009,118,0,1948,Tim Petrovic,177.9,7628267.0,1191
2009,120,0,10117,Bob Heintz,178.0,4497528.0,702
2009,121,0,1766,Billy Mayfair,178.1,6065651.0,946
2009,122,0,21878,Mark Wilson,178.2,7811812.0,1218
2009,123,0,2239,Scott Verplank,178.4,7033125.0,1095
2009,124,0,23541,Ben Crane,178.6,7122636.0,1108
2009,124,0,24138,Ian Poulter,178.6,3742456.0,582
2009,126,0,23135,Tim Clark,178.7,5268009.0,819
2009,126,0,22295,Darron Stiles,178.7,3750941.0,583
2009,128,0,8845,Scott Sterling,178.8,3527143.0,548
2009,129,0,8075,Jerry Kelly,179.0,6849111.0,1063
2009,130,0,24507,Jason Bohn,179.1,7326048.0,1136
2009,130,0,26476,Chez Reavie,179.1,6299104.0,977
2009,130,0,22548,Patrick Sheehan,179.1,3481633.0,540
2009,133,0,20498,Briny Baird,179.2,6400293.0,992
2009,133,0,23108,Matt Kuchar,179.2,6335875.0,982
2009,133,0,10585,Scott McCarron,179.2,7225312.0,1120
2009,133,0,20160,Charlie Wi,179.2,6959987.0,1079
2009,137,0,7457,Steve Flesch,179.3,5584461.0,865
2009,137,0,1577,Lee Janzen,179.3,5382252.0,834
2009,139,0,7867,Woody Austin,179.4,6773593.0,1049
2009,140,0,1313,Steve Elkington,179.5,5499579.0,851
2009,140,0,12705,Cliff Kresge,179.5,5969772.0,924
2009,142,0,20104,Ken Duke,179.6,6350797.0,982
2009,143,0,6251,Chris DiMarco,179.7,7723079.0,1194
2009,144,0,6527,Steve Stricker,179.8,5528792.0,854
2009,145,0,30711,Colt Knost,179.9,4993338.0,771
2009,145,0,25240,D.A. Points,179.9,7708871.0,1190
2009,147,0,23718,Nathan Green,180.3,8236482.0,1269
2009,148,0,6012,Greg Kraft,180.4,3689416.0,568
2009,149,0,21350,Ryuji Imada,180.5,6187595.0,952
2009,150,0,20472,Alex Cejka,180.6,6325646.0,973
2009,151,0,10423,Mike Weir,180.8,6035150.0,927
2009,152,0,22961,David Mathis,181.0,6156358.0,945
2009,153,0,24357,K.J. Choi,181.1,4523423.0,694
2009,153,0,27649,Brandt Snedeker,181.1,5895189.0,904
2009,155,0,6643,Paul Goydos,181.2,5896857.0,904
2009,156,0,23048,Eric Axley,181.3,5161956.0,791
2009,156,0,1320,Bob Estes,181.3,6202139.0,950
2009,158,0,10733,Kent Jones,181.4,5519080.0,845
2009,158,0,20634,Peter Lonard,181.4,6927654.0,1061
2009,158,0,6539,Rick Price,181.4,3676238.0,563
2009,161,0,27466,Spencer Levin,181.6,6020395.0,921
2009,162,0,28620,Aron Price,181.7,6901718.0,1055
2009,163,0,25396,Kevin Na,181.8,7009228.0,1071
2009,164,0,27060,John Mallinger,182.0,6415213.0,979
2009,165,0,10809,Jim Furyk,182.2,5909166.0,901
2009,165,0,26668,Marc Turnesa,182.2,6435616.0,981
2009,167,0,24503,Jeff Klauk,182.6,7966549.0,1212
2009,168,0,22621,Ben Curtis,182.7,4315351.0,656
2009,169,0,1941,Tom Pernice Jr.,182.8,6763390.0,1028
2009,170,0,8931,Glen Day,182.9,5805952.0,882
2009,171,0,24449,Parker McLachlin,183.0,6036245.0,916
2009,172,0,22348,Nick O'Hern,183.3,7755376.0,1175
2009,173,0,1677,Tom Lehman,185.0,3216693.0,483
2009,174,0,20127,Chris Riley,185.4,6187038.0,927
2009,175,0,1132,Mark Brooks,185.5,3692754.0,553
2009,176,0,25190,Jeff Quinney,185.6,6561492.0,982
2009,177,0,30927,Brendon Todd,185.8,4293178.0,642
2009,178,0,23983,Luke Donald,186.1,5662561.0,845
2009,179,0,1142,Bart Bryant,186.2,4806271.0,717
2009,180,0,26420,Richard Johnson,186.5,6882418.0,1025
2009,181,0,19846,Brian Gay,186.8,7692411.0,1144
2009,182,0,12602,Dean Wilson,187.7,6467222.0,957
2009,183,0,1329,Brad Faxon,188.5,4837372.0,713
2009,184,0,1928,Corey Pavin,196.0,5257676.0,745
2017,1,0,28237,Rory McIlroy,152.9,2708852.0,492
2017,2,0,30925,Dustin Johnson,156.9,4660952.0,825
2017,3,0,36689,Brooks Koepka,159.3,5286156.0,922
2017,4,0,32333,Kevin Tway,160.1,5891280.0,1022
2017,5,0,29725,Tony Finau,160.3,7272948.0,1260
2017,6,0,28420,Ryan Brehm,160.4,5151025.0,892
2017,6,0,46601,Trey Mullinax,160.4,5527573.0,957
2017,8,0,46550,Brandon Hagy,160.6,5515287.0,954
2017,8,0,23320,Ryan Palmer,160.6,3885210.0,672
2017,10,0,34213,Grayson Murray,160.7,6686555.0,1156
2017,11,0,46970,Jon Rahm,160.8,5278550.0,912
2017,12,0,33448,Justin Thomas,162.0,5218152.0,895
2017,12,0,25804,Bubba Watson,162.0,4287415.0,735
2017,14,0,46440,Smylie Kaufman,162.9,5056607.0,862
2017,14,0,27129,Luke List,162.9,6949335.0,1185
2017,14,0,35300,Andrew Loupe,162.9,3741929.0,638
2017,17,0,23497,Tag Ridings,163.0,4025934.0,686
2017,18,0,48081,Xander Schauffele,163.4,5999397.0,1020
2017,19,0,46732,Rick Lamb,163.6,3114891.0,529
2017,20,0,27141,J.B. Holmes,163.7,4951721.0,840
2017,21,0,21209,Sergio Garcia,164.1,3780603.0,640
2017,22,0,28500,Martin Flores,164.7,5442088.0,918
2017,23,0,28089,Jason Day,165.0,4543820.0,765
2017,24,0,29461,Jamie Lovemark,165.3,6551664.0,1101
2017,25,0,30944,Jason Kokrak,165.4,6805616.0,1143
2017,26,0,31420,Anirban Lahiri,165.5,4843327.0,813
2017,26,0,36699,Patrick Rodgers,165.5,5378861.0,903
2017,28,0,34046,Jordan Spieth,165.7,5637710.0,945
2017,29,0,26300,Matt Jones,166.0,4170477.0,698
2017,30,0,30692,Scott Stallings,166.2,5577270.0,932
2017,31,0,24358,Robert Garrigus,166.4,4918396.0,821
2017,31,0,27064,Jhonattan Vegas,166.4,5906577.0,986
2017,33,0,46501,Ollie Schniederjans,166.5,6689663.0,1116
2017,34,0,32366,Kevin Chappell,166.9,5968030.0,993
2017,35,0,47959,Bryson DeChambeau,167.4,6056886.0,1005
2017,36,0,34264,Hudson Swafford,167.5,6302936.0,1045
2017,37,0,31323,Gary Woodland,167.7,5619247.0,931
2017,38,0,29720,Andres Gonzales,167.8,4736347.0,784
2017,39,0,12716,Charley Hoffman,167.9,7837819.0,1297
2017,40,0,28307,Matt Every,168.1,4979191.0,823
2017,41,0,37189,Harold Varner III,168.2,7158064.0,1182
2017,42,0,27095,Nick Watney,168.4,5287850.0,872
2017,43,0,46443,Brian Campbell,168.6,3422554.0,564
2017,43,0,27974,Sung Kang,168.6,6832863.0,1126
2017,43,0,48822,Sebastián Muñoz,168.6,3270750.0,539
2017,43,0,24140,Sean O'Hair,168.6,5838124.0,962
2017,47,0,32839,Hideki Matsuyama,168.7,4993295.0,822
2017,48,0,25818,Scott Piercy,168.9,4122681.0,678
2017,49,0,40009,Dominic Bozzelli,169.0,4588106.0,754
2017,49,0,26851,Marc Leishman,169.0,6167946.0,1014
2017,51,0,29420,Billy Horschel,169.1,6721782.0,1104
2017,51,0,28252,Seamus Power,169.1,5678873.0,933
2017,51,0,22405,Justin Rose,169.1,4451150.0,731
2017,54,0,29518,Brendan Steele,169.2,5986970.0,983
2017,55,0,33461,Morgan Hoffmann,169.3,6836512.0,1122
2017,55,0,23621,Rory Sabbatini,169.3,4492708.0,737
2017,57,0,21961,Charles Howell III,169.4,5712922.0,937
2017,57,0,22056,Cameron Percy,169.4,4622555.0,758
2017,59,0,24781,Hunter Mahan,169.7,4977896.0,815
2017,60,0,24502,Adam Scott,169.8,3527840.0,577
2017,61,0,39954,Cody Gribble,169.9,5860131.0,958
2017,62,0,40026,Daniel Berger,170.1,5884630.0,961
2017,62,0,25900,Lucas Glover,170.1,7256587.0,1185
2017,64,0,27436,Graham DeLaet,170.4,5998130.0,978
2017,64,0,34360,Patrick Reed,170.4,7146118.0,1165
2017,66,0,33948,Byeong Hun An,170.8,4815189.0,783
2017,67,0,34431,Robert Streb,170.9,7085651.0,1152
2017,68,0,28093,Miguel Angel Carballo,171.0,3669628.0,596
2017,68,0,29289,S.Y. Noh,171.0,6243878.0,1014
2017,70,0,33141,Keegan Bradley,171.1,7774842.0,1262
2017,71,0,34021,Bud Cauley,171.2,6987981.0,1134
2017,71,0,29485,Brett Stegmaier,171.2,4912872.0,797
2017,73,0,35450,Patrick Cantlay,171.3,3933307.0,638
2017,73,0,25686,Jason Dufner,171.3,6142873.0,996
2017,73,0,35532,Tom Hoge,171.3,3292964.0,534
2017,76,0,34099,Harris English,171.4,5995908.0,972
2017,76,0,30191,Julián Etulain,171.4,4338994.0,703
2017,78,0,25191,Gonzalo Fernandez-Castaño,171.5,3748373.0,607
2017,78,0,49771,J.T. Poston,171.5,6218774.0,1007
2017,80,0,30110,Kyle Stanley,171.8,8103216.0,1310
2017,81,0,26289,Boo Weekley,171.9,5215800.0,843
2017,82,0,20229,Stewart Cink,172.2,6918017.0,1116
2017,82,0,35506,Mackenzie Hughes,172.2,8263340.0,1333
2017,84,0,26329,Louis Oosthuizen,172.4,4387932.0,707
2017,84,0,26331,Charl Schwartzel,172.4,4096684.0,660
2017,86,0,33122,Russell Knox,172.5,4681671.0,754
2017,86,0,1810,Phil Mickelson,172.5,5906181.0,951
2017,86,0,39324,J.J. Spaun,172.5,6166228.0,993
2017,89,0,28679,Fabián Gómez,172.6,4423950.0,712
2017,90,0,20157,Retief Goosen,172.7,3487805.0,561
2017,90,0,33418,Shawn Stefani,172.7,5147297.0,828
2017,92,0,25632,Jimmy Walker,172.9,4320352.0,694
2017,93,0,35110,Brett Drewitt,173.0,3680879.0,591
2017,94,0,32757,Patton Kizzire,173.1,6080992.0,976
2017,94,0,27214,Kevin Streelman,173.1,6679939.0,1072
2017,96,0,31557,Jim Herman,173.3,5701696.0,914
2017,97,0,32102,Rickie Fowler,173.5,5407501.0,866
2017,97,0,29974,Branden Grace,173.5,4104788.0,657
2017,97,0,34098,Russell Henley,173.5,7401034.0,1185
2017,97,0,37455,Si Woo Kim,173.5,5189776.0,831
2017,101,0,47128,Richy Werenski,173.6,5254554.0,841
2017,102,0,23353,J.J. Henry,173.7,6497604.0,1039
2017,103,0,25493,Nick Taylor,173.8,7187850.0,1149
2017,104,0,27895,Jonas Blixt,174.0,5054853.0,807
2017,104,0,29223,Sam Saunders,174.0,5297966.0,846
2017,106,0,32448,James Hahn,174.3,7057580.0,1125
2017,106,0,20572,Rod Pampling,174.3,5760875.0,918
2017,108,0,39975,Michael Kim,174.7,7245094.0,1152
2017,108,0,31202,William McGirt,174.7,6345662.0,1009
2017,110,0,25364,Paul Casey,175.0,6212069.0,986
2017,110,0,33204,Shane Lowry,175.0,3325536.0,528
2017,112,0,31646,Emiliano Grillo,175.1,5775358.0,916
2017,112,0,33413,Ben Martin,175.1,6101269.0,968
2017,114,0,35545,Blayne Barber,175.2,5814102.0,922
2017,114,0,29479,Scott Brown,175.2,6806554.0,1079
2017,116,0,35879,Kelly Kraft,175.3,5634766.0,893
2017,116,0,29926,Danny Lee,175.3,6576081.0,1042
2017,116,0,27649,Brandt Snedeker,175.3,3672232.0,582
2017,119,0,27644,Brian Harman,175.6,7537292.0,1192
2017,119,0,32640,Troy Merritt,175.6,6069890.0,960
2017,119,0,23325,Vaughn Taylor,175.6,6694782.0,1059
2017,122,0,27936,Martin Laird,175.7,6320184.0,999
2017,123,0,29478,Kevin Kisner,175.9,6795551.0,1073
2017,123,0,34409,David Lingmerth,175.9,5959884.0,941
2017,123,0,35891,Cameron Smith,175.9,6173124.0,975
2017,126,0,31416,Derek Fathauer,176.0,5577058.0,880
2017,126,0,22046,Geoff Ogilvy,176.0,5859373.0,925
2017,128,0,29740,Brad Fritsch,176.1,3690164.0,582
2017,129,0,25198,Francesco Molinari,176.2,5207983.0,821
2017,130,0,29908,C.T. Pan,176.3,6664751.0,1050
2017,131,0,30852,Ryo Ishikawa,176.8,3724093.0,585
2017,131,0,25834,Daniel Summerhays,176.8,7230730.0,1136
2017,133,0,36801,Mark Hubbard,176.9,5322663.0,836
2017,133,0,27963,Chris Stroud,176.9,4229806.0,664
2017,135,0,24924,Bill Haas,177.0,6366120.0,999
2017,136,0,33120,Mark Anderson,177.1,3717537.0,583
2017,136,0,34466,Peter Malnati,177.1,6420499.0,1007
2017,138,0,28132,Tyrone Van Aswegen,177.2,7029511.0,1102
2017,139,0,12510,Chad Campbell,177.4,7530358.0,1179
2017,139,0,24361,Pat Perez,177.4,6500523.0,1018
2017,141,0,37454,Whee Kim,177.9,5411234.0,845
2017,141,0,37278,Nicholas Lindheim,177.9,3888128.0,607
2017,141,0,26951,Johnson Wagner,177.9,4995374.0,780
2017,144,0,33399,Adam Hadwin,178.2,6998437.0,1091
2017,144,0,29221,Webb Simpson,178.2,7472586.0,1165
2017,146,0,30926,Chris Kirk,178.3,6160584.0,960
2017,147,0,27958,Ryan Blaum,178.6,7308921.0,1137
2017,147,0,25274,Steven Bowditch,178.6,3837589.0,597
2017,147,0,20472,Alex Cejka,178.6,5485113.0,853
2017,147,0,19846,Brian Gay,178.6,6100946.0,949
2017,151,0,29476,Kyle Reifers,178.7,6528413.0,1015
2017,152,0,34358,Jonathan Randolph,178.9,4566531.0,709
2017,153,0,22371,Aaron Baddeley,179.1,4054534.0,629
2017,153,0,24357,K.J. Choi,179.1,4804291.0,745
2017,155,0,23108,Matt Kuchar,179.2,6882155.0,1067
2017,155,0,32150,Michael Thompson,179.2,3891107.0,603
2017,157,0,24846,Ricky Barnes,179.3,6837148.0,1059
2017,158,0,25892,Steve Wheatcroft,179.4,3603698.0,558
2017,159,0,26499,Rafa Cabrera Bello,179.7,4114008.0,636
2017,159,0,27770,Camilo Villegas,179.7,5532105.0,855
2017,161,0,24024,Zach Johnson,180.0,6110341.0,943
2017,162,0,6522,Ernie Els,180.1,3280949.0,506
2017,163,0,20593,Greg Chalmers,180.3,6108589.0,941
2017,163,0,24138,Ian Poulter,180.3,4918750.0,758
2017,165,0,34174,John Huh,180.4,6853275.0,1055
2017,165,0,26476,Chez Reavie,180.4,7467953.0,1150
2017,167,0,26758,David Hearn,180.5,6393169.0,984
2017,167,0,26596,Ryan Moore,180.5,5872631.0,904
2017,169,0,29222,Billy Hurley III,181.3,6181174.0,947
2017,170,0,20771,Steven Alker,181.6,4634707.0,709
2017,170,0,25349,Tim Wilkinson,181.6,4125817.0,631
2017,172,0,25396,Kevin Na,181.8,5975419.0,913
2017,173,0,24507,Jason Bohn,181.9,5579890.0,852
2017,174,0,25345,Carl Pettersson,182.0,4672578.0,713
2017,175,0,27466,Spencer Levin,182.1,6076029.0,927
2017,176,0,33419,Cameron Tringale,182.5,5860812.0,892
2017,177,0,32200,Roberto Castro,182.8,4915390.0,747
2017,178,0,25720,Chad Collins,183.4,4905234.0,743
2017,179,0,20104,Ken Duke,183.5,5508895.0,834
2017,180,0,23541,Ben Crane,183.7,6315832.0,955
2017,181,0,19803,Ryan Armour,184.1,4526481.0,683
2017,182,0,23983,Luke Donald,184.6,3894360.0,586
2017,183,0,40058,Zac Blair,185.1,7509021.0,1127
2017,184,0,25240,D.A. Points,185.8,5378179.0,804
2017,185,0,48084,Wesley Bryan,186.5,7096038.0,1057
2017,186,0,23800,Bryce Molder,186.8,5864350.0,872
2017,186,0,31560,Brian Stuard,186.8,6448765.0,959
2017,188,0,25572,Graeme McDowell,187.2,4669605.0,693
2017,189,0,22986,Søren Kjeldsen,191.5,3239727.0,470
2017,190,0,10809,Jim Furyk,194.4,4261812.0,609
2010,1,0,1249,John Daly,154.2,3542492.0,638
2010,2,0,24358,Robert Garrigus,155.3,4689994.0,839
2010,3,0,30925,Dustin Johnson,158.8,4984130.0,872
2010,4,0,27141,J.B. Holmes,160.1,7009951.0,1216
2010,5,0,27436,Graham DeLaet,160.3,6042547.0,1047
2010,6,0,25804,Bubba Watson,161.1,5312025.0,916
2010,7,0,23322,Brett Wetterich,162.2,4245939.0,727
2010,8,0,20848,Ángel Cabrera,162.4,4167514.0,713
2010,9,0,23349,Charles Warren,163.2,4477042.0,762
2010,10,0,23788,D.J. Trahan,164.6,6714985.0,1133
2010,11,0,28500,Martin Flores,164.8,5107058.0,861
2010,12,0,27120,Troy Matteson,165.0,6444751.0,1085
2010,13,0,30946,Alex Prugh,165.2,6516587.0,1096
2010,14,0,22371,Aaron Baddeley,166.1,7157653.0,1197
2010,15,0,25818,Scott Piercy,166.2,6598974.0,1103
2010,16,0,12716,Charley Hoffman,166.5,6355029.0,1060
2010,17,0,26851,Marc Leishman,166.8,5921699.0,986
2010,18,0,27936,Martin Laird,166.9,6548416.0,1090
2010,18,0,28475,Jeff Overton,166.9,5859025.0,975
2010,20,0,1810,Phil Mickelson,167.2,4665349.0,775
2010,21,0,22913,John Rollins,167.5,6277788.0,1041
2010,22,0,26289,Boo Weekley,167.6,6203435.0,1028
2010,23,0,28237,Rory McIlroy,167.8,3333640.0,552
2010,23,0,27095,Nick Watney,167.8,5764382.0,954
2010,25,0,33419,Cameron Tringale,168.2,3741893.0,618
2010,26,0,20378,Mathias Grönberg,168.3,4167537.0,688
2010,26,0,6567,Vijay Singh,168.3,4792390.0,791
2010,28,0,20850,Daniel Chopra,168.4,5475844.0,903
2010,29,0,1706,Davis Love III,168.5,5533075.0,912
2010,30,0,26881,Jarrod Lyle,168.8,3858254.0,635
2010,31,0,23623,Bo Van Pelt,168.9,7352473.0,1209
2010,32,0,28089,Jason Day,169.4,5933663.0,973
2010,33,0,23409,James Driscoll,169.6,6155780.0,1008
2010,33,0,1945,Kenny Perry,169.6,4761316.0,780
2010,33,0,25562,Andres Romero,169.6,6038183.0,989
2010,36,0,23320,Ryan Palmer,169.7,5939712.0,972
2010,37,0,22056,Cameron Percy,169.8,4895730.0,801
2010,38,0,11123,Chris Couch,169.9,4972099.0,813
2010,38,0,27302,Garth Mulroy,169.9,3517427.0,575
2010,40,0,28307,Matt Every,170.0,4246169.0,694
2010,41,0,25364,Paul Casey,170.4,3765604.0,614
2010,41,0,23621,Rory Sabbatini,170.4,5651375.0,921
2010,43,0,27330,Josh Teater,170.6,7792615.0,1269
2010,44,0,20229,Stewart Cink,170.8,5551856.0,903
2010,45,0,20686,Jeev Milkha Singh,171.2,4405715.0,715
2010,46,0,29910,Blake Adams,171.4,6369378.0,1032
2010,47,0,25900,Lucas Glover,171.5,5030719.0,815
2010,48,0,32102,Rickie Fowler,171.6,7060978.0,1143
2010,49,0,6621,Joe Durant,171.7,4883863.0,790
2010,49,0,20157,Retief Goosen,171.7,4537599.0,734
2010,49,0,12782,Tim Herron,171.7,5830187.0,943
2010,49,0,27797,Derek Lamely,171.7,5364129.0,868
2010,49,0,26392,Chris Wilson,171.7,4401189.0,712
2010,54,0,21961,Charles Howell III,171.9,7599574.0,1228
2010,54,0,26679,Kevin Stadler,171.9,6114525.0,988
2010,56,0,24925,Jonathan Byrd,172.0,6991411.0,1129
2010,56,0,26695,Michael Letzig,172.0,6800107.0,1098
2010,58,0,20070,Matt Bettencourt,172.1,5959886.0,962
2010,59,0,24912,Will MacKenzie,172.2,5827601.0,940
2010,60,0,21959,Ted Purdy,172.5,6316856.0,1017
2010,61,0,20105,Jeff Gove,172.6,3765576.0,606
2010,61,0,1707,Steve Lowery,172.6,4746918.0,764
2010,63,0,24781,Hunter Mahan,172.7,5750041.0,925
2010,63,0,8375,Paul Stankowski,172.7,4520861.0,727
2010,63,0,23307,Roger Tambellini,172.7,5267273.0,847
2010,66,0,22122,Andrew McLardy,172.9,3771918.0,606
2010,66,0,24140,Sean O'Hair,172.9,5614024.0,902
2010,66,0,27214,Kevin Streelman,172.9,6882393.0,1106
2010,69,0,24924,Bill Haas,173.0,6432211.0,1033
