YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF 1 PUTTS,# OF HOLES
2013,101,0,24024,Zach Johnson,38.58,125,324
2013,102,0,34098,Russell Henley,38.54,111,288
2013,102,0,29518,Brendan Steele,38.54,111,288
2013,104,0,28307,Matt Every,38.52,104,270
2013,104,0,34174,John Huh,38.52,104,270
2013,104,0,24502,Adam Scott,38.52,104,270
2013,107,0,35539,Luke Guthrie,38.49,97,252
2013,107,0,27644,Brian Harman,38.49,97,252
2013,109,0,1724,Jeff Maggert,38.38,76,198
2013,110,0,10213,Dicky Pride,38.33,69,180
2013,111,0,23983,Luke Donald,38.03,89,234
2013,111,0,6522,Ernie Els,38.03,89,234
2013,111,0,20160,Charlie Wi,38.03,89,234
2013,114,0,21731,Freddie Jacobson,37.96,82,216
2013,115,0,26331,Charl Schwartzel,37.85,109,288
2013,116,0,29740,Brad Fritsch,37.78,102,270
2013,117,0,32200,Roberto Castro,37.72,129,342
2013,118,0,25444,Justin Hicks,37.7,95,252
2013,118,0,23623,Bo Van Pelt,37.7,95,252
2013,120,0,24781,Hunter Mahan,37.58,115,306
2013,121,0,32448,James Hahn,37.5,81,216
2013,122,0,26679,Kevin Stadler,37.41,101,270
2013,122,0,25834,Daniel Summerhays,37.41,101,270
2013,124,0,23788,D.J. Trahan,37.3,47,126
2013,125,0,25900,Lucas Glover,37.22,67,180
2013,125,0,27503,Steve LeBrun,37.22,67,180
2013,127,0,23638,Brendon de Jonge,37.11,167,450
2013,128,0,32698,Bobby Gates,37.04,20,54
2013,128,0,28679,Fabián Gómez,37.04,60,162
2013,130,0,6573,Brandt Jobe,36.87,73,198
2013,130,0,6527,Steve Stricker,36.87,73,198
2013,132,0,24357,K.J. Choi,36.84,126,342
2013,133,0,19970,Robert Karlsson,36.81,53,144
2013,134,0,30852,Ryo Ishikawa,36.57,79,216
2013,135,0,23452,Nicolas Colsaerts,36.51,46,126
2013,135,0,26476,Chez Reavie,36.51,92,252
2013,135,0,22405,Justin Rose,36.51,92,252
2013,138,0,27933,John Merrick,36.46,105,288
2013,139,0,30711,Colt Knost,36.42,59,162
2013,140,0,36884,Ben Kohles,36.36,72,198
2013,141,0,24361,Pat Perez,36.32,85,234
2013,142,0,32334,Charlie Beljan,36.11,39,108
2013,142,0,27129,Luke List,36.11,52,144
2013,142,0,20691,Greg Owen,36.11,78,216
2013,142,0,28780,Nicholas Thompson,36.11,130,360
2013,146,0,31323,Gary Woodland,35.96,123,342
2013,147,0,27095,Nick Watney,35.95,110,306
2013,148,0,29289,S.Y. Noh,35.8,58,162
2013,149,0,21528,Henrik Stenson,35.56,96,270
2013,150,0,28455,Will Claxton,35.42,51,144
2013,151,0,10809,Jim Furyk,35.19,114,324
2013,151,0,31557,Jim Herman,35.19,57,162
2013,151,0,8793,Tiger Woods,35.19,95,270
2013,154,0,27330,Josh Teater,34.97,107,306
2013,155,0,21878,Mark Wilson,34.92,44,126
2013,156,0,26289,Boo Weekley,34.54,143,414
2013,157,0,1116,Michael Bradley,34.44,31,90
2013,158,0,20848,Ángel Cabrera,34.38,99,288
2013,159,0,20572,Rod Pampling,34.26,37,108
2013,160,0,12782,Tim Herron,34.13,43,126
2013,161,0,23497,Tag Ridings,33.95,55,162
2013,162,0,12716,Charley Hoffman,33.92,116,342
2013,163,0,22961,David Mathis,33.89,61,180
2013,164,0,22056,Cameron Percy,33.76,79,234
2013,165,0,21209,Sergio Garcia,33.7,91,270
2013,166,0,32366,Kevin Chappell,33.33,90,270
2013,166,0,24490,George McNeill,33.33,78,234
2013,168,0,24924,Bill Haas,33.01,101,306
2013,169,0,24846,Ricky Barnes,32.72,53,162
2013,170,0,26497,Casey Wittenberg,32.64,47,144
2013,171,0,26951,Johnson Wagner,32.41,35,108
2013,172,0,27436,Graham DeLaet,32.28,122,378
2013,173,0,20443,Jin Park,32.22,29,90
2013,174,0,6567,Vijay Singh,31.82,63,198
2013,175,0,24140,Sean O'Hair,31.75,40,126
2013,176,0,23353,J.J. Henry,31.48,85,270
2013,176,0,27120,Troy Matteson,31.48,51,162
2013,178,0,20766,Padraig Harrington,30.25,49,162
2013,179,0,24399,Scott Gardiner,30.16,38,126
2013,180,0,29425,Andrew Svoboda,27.78,25,90
2014,1,0,10860,Justin Leonard,48.52,131,270
2014,2,0,30925,Dustin Johnson,47.44,111,234
2014,3,0,35139,Richard Lee,46.58,109,234
2014,4,0,10423,Mike Weir,45.14,65,144
2014,5,0,34046,Jordan Spieth,44.93,186,414
2014,6,0,27214,Kevin Streelman,44.79,129,288
2014,7,0,20098,Stuart Appleby,44.44,136,306
2014,7,0,21753,Brian Davis,44.44,144,324
2014,7,0,25572,Graeme McDowell,44.44,120,270
2014,10,0,35539,Luke Guthrie,44.07,119,270
2014,11,0,1810,Phil Mickelson,44.05,111,252
2014,12,0,22371,Aaron Baddeley,43.98,95,216
2014,12,0,36689,Brooks Koepka,43.98,95,216
2014,12,0,24138,Ian Poulter,43.98,95,216
2014,15,0,35732,Wes Roach,43.89,79,180
2014,16,0,24490,George McNeill,43.75,126,288
2014,17,0,27644,Brian Harman,43.72,181,414
2014,18,0,19846,Brian Gay,43.65,110,252
2014,19,0,26956,Bronson La'Cassie,43.52,47,108
2014,19,0,29221,Webb Simpson,43.52,141,324
2014,21,0,30692,Scott Stallings,43.43,86,198
2014,22,0,31560,Brian Stuard,43.33,117,270
2014,23,0,6522,Ernie Els,43.06,124,288
2014,24,0,33461,Morgan Hoffmann,42.9,139,324
2014,25,0,30927,Brendon Todd,42.89,193,450
2014,26,0,25720,Chad Collins,42.59,69,162
2014,27,0,20396,Lee Westwood,42.42,84,198
2014,28,0,21731,Freddie Jacobson,42.28,137,324
2014,29,0,25396,Kevin Na,42.22,152,360
2014,29,0,28475,Jeff Overton,42.22,114,270
2014,31,0,10885,Robert Allenby,42.13,91,216
2014,32,0,21209,Sergio Garcia,42.06,106,252
2014,32,0,23621,Rory Sabbatini,42.06,106,252
2014,34,0,27963,Chris Stroud,41.98,136,324
2014,35,0,23409,James Driscoll,41.92,83,198
2014,36,0,29479,Scott Brown,41.67,135,324
2014,37,0,20157,Retief Goosen,41.52,142,342
2014,38,0,30852,Ryo Ishikawa,41.45,97,234
2014,39,0,31323,Gary Woodland,41.41,164,396
2014,40,0,29740,Brad Fritsch,41.27,52,126
2014,41,0,25632,Jimmy Walker,41.16,163,396
2014,42,0,34360,Patrick Reed,41.05,133,324
2014,43,0,28259,Sangmoon Bae,41.03,96,234
2014,44,0,20593,Greg Chalmers,40.87,103,252
2014,44,0,24912,Will MacKenzie,40.87,103,252
2014,46,0,26758,David Hearn,40.83,147,360
2014,47,0,12716,Charley Hoffman,40.74,154,378
2014,47,0,32150,Michael Thompson,40.74,110,270
2014,49,0,20645,John Senden,40.66,161,396
2014,50,0,34099,Harris English,40.64,139,342
2014,51,0,22621,Ben Curtis,40.6,95,234
2014,51,0,30944,Jason Kokrak,40.6,95,234
2014,51,0,33413,Ben Martin,40.6,95,234
2014,54,0,32102,Rickie Fowler,40.52,124,306
2014,54,0,24361,Pat Perez,40.52,124,306
2014,56,0,23135,Tim Clark,40.4,80,198
2014,57,0,27141,J.B. Holmes,40.35,138,342
2014,57,0,29289,S.Y. Noh,40.35,138,342
2014,59,0,26300,Matt Jones,40.28,116,288
2014,59,0,29478,Kevin Kisner,40.28,116,288
2014,61,0,24846,Ricky Barnes,40.2,123,306
2014,62,0,20104,Ken Duke,40.17,94,234
2014,63,0,31202,William McGirt,40.12,130,324
2014,64,0,25562,Andres Romero,40.08,101,252
2014,65,0,25274,Steven Bowditch,39.93,115,288
2014,65,0,23541,Ben Crane,39.93,115,288
2014,65,0,28307,Matt Every,39.93,115,288
2014,68,0,2206,David Toms,39.9,79,198
2014,69,0,25364,Paul Casey,39.81,86,216
2014,69,0,29926,Danny Lee,39.81,86,216
2014,69,0,35541,John Peterson,39.81,43,108
2014,72,0,32448,James Hahn,39.74,93,234
2014,73,0,22405,Justin Rose,39.58,114,288
2014,74,0,30926,Chris Kirk,39.56,178,450
2014,75,0,8075,Jerry Kelly,39.54,121,306
2014,75,0,24502,Adam Scott,39.54,121,306
2014,77,0,29461,Jamie Lovemark,39.51,64,162
2014,78,0,23983,Luke Donald,39.35,85,216
2014,79,0,24924,Bill Haas,39.32,184,468
2014,79,0,22046,Geoff Ogilvy,39.32,92,234
2014,81,0,24781,Hunter Mahan,39.2,127,324
2014,81,0,32839,Hideki Matsuyama,39.2,127,324
2014,83,0,24357,K.J. Choi,38.89,112,288
2014,83,0,25191,Gonzalo Fernandez-Castaño,38.89,119,306
2014,83,0,34563,Chesson Hadley,38.89,84,216
2014,83,0,21961,Charles Howell III,38.89,168,432
2014,83,0,24024,Zach Johnson,38.89,161,414
2014,83,0,23108,Matt Kuchar,38.89,147,378
2014,83,0,27556,Ted Potter Jr.,38.89,63,162
2014,83,0,34431,Robert Streb,38.89,105,270
2014,83,0,25834,Daniel Summerhays,38.89,154,396
2014,92,0,33141,Keegan Bradley,38.6,132,342
2014,92,0,26596,Ryan Moore,38.6,132,342
2014,92,0,27649,Brandt Snedeker,38.6,132,342
2014,95,0,27436,Graham DeLaet,38.54,111,288
2014,96,0,26331,Charl Schwartzel,38.49,97,252
2014,97,0,33122,Russell Knox,38.33,138,360
2014,97,0,20160,Charlie Wi,38.33,69,180
2014,99,0,25345,Carl Pettersson,38.24,117,306
2014,100,0,24494,Erik Compton,38.19,110,288
2014,101,0,28500,Martin Flores,38.15,103,270
2014,102,0,30110,Kyle Stanley,38.1,96,252
2014,103,0,34409,David Lingmerth,38.03,89,234
2014,103,0,33418,Shawn Stefani,38.03,89,234
2014,105,0,25686,Jason Dufner,37.96,82,216
2014,105,0,34261,Scott Langley,37.96,123,324
2014,107,0,26851,Marc Leishman,37.91,116,306
2014,107,0,25804,Bubba Watson,37.91,116,306
2014,109,0,32200,Roberto Castro,37.88,75,198
2014,109,0,24663,Y.E. Yang,37.88,75,198
2014,111,0,29518,Brendan Steele,37.85,109,288
2014,112,0,27895,Jonas Blixt,37.78,68,180
2014,112,0,24507,Jason Bohn,37.78,102,270
2014,112,0,29535,Brice Garnett,37.78,102,270
2014,112,0,24358,Robert Garrigus,37.78,102,270
2014,116,0,23320,Ryan Palmer,37.72,129,342
2014,117,0,35300,Andrew Loupe,37.65,61,162
2014,118,0,23800,Bryce Molder,37.61,88,234
2014,118,0,21528,Henrik Stenson,37.61,88,234
2014,120,0,27936,Martin Laird,37.5,81,216
2014,120,0,28237,Rory McIlroy,37.5,108,288
2014,122,0,1706,Davis Love III,37.3,94,252
2014,122,0,28132,Tyrone Van Aswegen,37.3,94,252
2014,124,0,30750,Tommy Gainey,37.22,67,180
2014,125,0,34174,John Huh,37.18,87,234
2014,126,0,34021,Bud Cauley,37.04,60,162
2014,126,0,31193,Jim Renner,37.04,40,108
2014,128,0,10809,Jim Furyk,36.94,133,360
2014,129,0,28486,Michael Putnam,36.87,146,396
2014,130,0,20229,Stewart Cink,36.67,132,360
2014,131,0,34098,Russell Henley,36.6,112,306
2014,132,0,6567,Vijay Singh,36.46,105,288
2014,132,0,23623,Bo Van Pelt,36.46,105,288
2014,134,0,27770,Camilo Villegas,36.42,118,324
2014,135,0,22293,Heath Slocum,36.36,72,198
2014,136,0,20848,Ángel Cabrera,36.11,78,216
2014,136,0,29222,Billy Hurley III,36.11,104,288
2014,136,0,27408,Martin Kaymer,36.11,91,252
2014,136,0,28092,D.H. Lee,36.11,39,108
2014,136,0,27120,Troy Matteson,36.11,39,108
2014,136,0,29425,Andrew Svoboda,36.11,91,252
2014,136,0,27330,Josh Teater,36.11,104,288
2014,143,0,27095,Nick Watney,35.9,84,234
2014,144,0,33419,Cameron Tringale,35.88,155,432
2014,145,0,32334,Charlie Beljan,35.86,71,198
2014,146,0,26679,Kevin Stadler,35.83,129,360
2014,147,0,26951,Johnson Wagner,35.8,58,162
2014,148,0,25900,Lucas Glover,35.71,45,126
2014,148,0,26289,Boo Weekley,35.71,90,252
2014,150,0,28089,Jason Day,35.56,64,180
2014,151,0,7867,Woody Austin,35.42,51,144
2014,152,0,25240,D.A. Points,35.35,70,198
2014,153,0,24925,Jonathan Byrd,35.04,82,234
2014,153,0,24140,Sean O'Hair,35.04,82,234
2014,155,0,27933,John Merrick,34.97,107,306
2014,156,0,25349,Tim Wilkinson,34.72,100,288
2014,157,0,37273,Derek Ernst,34.44,62,180
2014,158,0,32366,Kevin Chappell,34.13,129,378
2014,159,0,26329,Louis Oosthuizen,33.95,55,162
2014,160,0,32640,Troy Merritt,33.89,61,180
2014,161,0,23638,Brendon de Jonge,33.57,139,414
2014,162,0,34264,Hudson Swafford,33.33,60,180
2014,162,0,28780,Nicholas Thompson,33.33,66,198
2014,164,0,29420,Billy Horschel,33.04,113,342
2014,165,0,22913,John Rollins,32.87,71,216
2014,166,0,25444,Justin Hicks,32.78,118,360
2014,167,0,12510,Chad Campbell,32.72,53,162
2014,168,0,20498,Briny Baird,32.64,47,144
2014,169,0,32333,Kevin Tway,32.54,41,126
2014,169,0,21878,Mark Wilson,32.54,41,126
2014,171,0,34265,Will Wilcox,31.94,46,144
2014,172,0,27064,Jhonattan Vegas,31.48,85,270
2014,173,0,22378,Trevor Immelman,31.02,67,216
2014,174,0,31557,Jim Herman,30.86,50,162
2014,175,0,27466,Spencer Levin,30.25,49,162
2014,176,0,1724,Jeff Maggert,29.63,32,108
2014,177,0,23353,J.J. Henry,28.76,88,306
2022,1,0,29926,Danny Lee,47.62,60,126
2022,2,0,47993,Denny McCarthy,46.72,185,396
2022,3,0,33448,Justin Thomas,46.6,151,324
2022,4,0,32366,Kevin Chappell,46.3,75,162
2022,4,0,39058,Lucas Herbert,46.3,75,162
2022,6,0,29908,C.T. Pan,46.18,133,288
2022,7,0,46550,Brandon Hagy,46.11,83,180
2022,7,0,48699,Callum Tarren,46.11,83,180
2022,9,0,28089,Jason Day,45.45,90,198
2022,10,0,40006,Erik van Rooyen,45.14,65,144
2022,10,0,56278,Matthew Wolff,45.14,65,144
2022,12,0,35617,Martin Trainer,45.0,81,180
2022,13,0,33597,Harry Higgs,44.91,97,216
2022,13,0,25818,Scott Piercy,44.91,97,216
2022,15,0,35891,Cameron Smith,44.84,113,252
2022,16,0,35506,Mackenzie Hughes,44.81,121,270
2022,16,0,26851,Marc Leishman,44.81,121,270
2022,18,0,35310,Lanto Griffin,44.79,129,288
2022,19,0,46442,Maverick McNealy,44.72,161,360
2022,20,0,48084,Wesley Bryan,44.44,56,126
2022,20,0,35879,Kelly Kraft,44.44,80,180
2022,20,0,51950,Max McGreevy,44.44,72,162
2022,20,0,51997,Andrew Novak,44.44,96,216
2022,20,0,10381,Curtis Thompson,44.44,64,144
2022,25,0,34046,Jordan Spieth,44.1,127,288
2022,26,0,51894,Vince Whaley,44.07,119,270
2022,27,0,33204,Shane Lowry,44.02,103,234
2022,28,0,23325,Vaughn Taylor,43.89,79,180
2022,29,0,34363,Tyrrell Hatton,43.7,118,270
2022,30,0,24980,Scott Gutschewski,43.52,47,108
2022,31,0,27895,Jonas Blixt,43.33,39,90
2022,32,0,47504,Sam Burns,43.14,132,306
2022,33,0,34563,Chesson Hadley,43.06,93,216
2022,33,0,29289,S.Y. Noh,43.06,93,216
2022,33,0,31560,Brian Stuard,43.06,93,216
2022,36,0,23108,Matt Kuchar,42.96,116,270
2022,37,0,30163,Henrik Norlander,42.93,85,198
2022,38,0,34256,Andrew Putnam,42.9,139,324
2022,39,0,35449,Adam Long,42.81,131,306
2022,40,0,46717,Viktor Hovland,42.71,123,288
2022,40,0,32150,Michael Thompson,42.71,123,288
2022,42,0,31420,Anirban Lahiri,42.59,92,216
2022,43,0,36689,Brooks Koepka,42.36,61,144
2022,43,0,25493,Nick Taylor,42.36,122,288
2022,45,0,53165,Doc Redman,42.31,99,234
2022,46,0,51766,Wyndham Clark,42.22,152,360
2022,46,0,26300,Matt Jones,42.22,76,180
2022,46,0,34360,Patrick Reed,42.22,114,270
2022,46,0,37275,Sam Ryder,42.22,114,270
2022,46,0,23621,Rory Sabbatini,42.22,76,180
2022,51,0,45157,Cam Davis,42.16,129,306
2022,52,0,36801,Mark Hubbard,42.06,106,252
2022,52,0,47347,Adam Schenk,42.06,106,252
2022,54,0,32839,Hideki Matsuyama,41.83,128,306
2022,55,0,24361,Pat Perez,41.67,90,216
2022,55,0,39953,Chase Seiffert,41.67,60,144
2022,57,0,33141,Keegan Bradley,41.5,127,306
2022,58,0,32102,Rickie Fowler,41.45,97,234
2022,58,0,36799,Stephan Jaeger,41.45,97,234
2022,58,0,28775,Nate Lashley,41.45,97,234
2022,58,0,34431,Robert Streb,41.45,97,234
2022,62,0,22405,Justin Rose,41.41,82,198
2022,62,0,34264,Hudson Swafford,41.41,82,198
2022,62,0,27770,Camilo Villegas,41.41,82,198
2022,65,0,30978,Kiradech Aphibarnrat,41.36,67,162
2022,66,0,47128,Richy Werenski,41.27,52,126
2022,67,0,39546,Keith Mitchell,41.23,141,342
2022,68,0,30927,Brendon Todd,41.18,126,306
2022,69,0,25686,Jason Dufner,41.11,37,90
2022,69,0,33399,Adam Hadwin,41.11,148,360
2022,69,0,50095,Austin Smotherman,41.11,111,270
2022,72,0,30911,Tommy Fleetwood,41.03,96,234
2022,72,0,30944,Jason Kokrak,41.03,96,234
2022,72,0,40162,Justin Lower,41.03,96,234
2022,75,0,47483,Will Zalatoris,40.97,118,288
2022,76,0,29535,Brice Garnett,40.91,81,198
2022,76,0,32139,Danny Willett,40.91,81,198
2022,78,0,51890,Greyson Sigg,40.85,125,306
2022,79,0,34076,Joel Dahmen,40.74,132,324
2022,79,0,28252,Seamus Power,40.74,110,270
2022,79,0,33486,Roger Sloan,40.74,66,162
2022,82,0,46046,Scottie Scheffler,40.64,139,342
2022,82,0,39324,J.J. Spaun,40.64,139,342
2022,84,0,35450,Patrick Cantlay,40.63,117,288
2022,85,0,35461,Beau Hossler,40.6,95,234
2022,85,0,50525,Collin Morikawa,40.6,95,234
2022,87,0,32640,Troy Merritt,40.56,146,360
2022,87,0,33667,Carlos Ortiz,40.56,73,180
2022,89,0,48822,Sebastián Muñoz,40.52,124,306
2022,89,0,57366,Cameron Young,40.52,124,306
2022,91,0,45540,Jared Wolfe,40.48,51,126
2022,92,0,29478,Kevin Kisner,40.4,80,198
2022,92,0,29221,Webb Simpson,40.4,80,198
2022,94,0,24138,Ian Poulter,40.28,58,144
2022,94,0,27214,Kevin Streelman,40.28,116,288
2022,94,0,40115,Adam Svensson,40.28,145,360
2022,97,0,34174,John Huh,40.17,94,234
2022,97,0,27936,Martin Laird,40.17,94,234
2022,99,0,47856,Seth Reeves,40.12,65,162
2022,100,0,49964,Aaron Wise,40.06,137,342
2022,101,0,45609,Tyler Duncan,40.0,108,270
2022,102,0,23983,Luke Donald,39.9,79,198
2022,102,0,52374,Brandon Wu,39.9,79,198
2022,104,0,48081,Xander Schauffele,39.87,122,306
2022,104,0,30692,Scott Stallings,39.87,122,306
2022,106,0,45526,Abraham Ancer,39.81,86,216
2022,106,0,47529,Mito Pereira,39.81,129,324
2022,108,0,39977,Max Homa,39.77,136,342
2022,109,0,34466,Peter Malnati,39.72,143,360
2022,110,0,32662,Michael Gligic,39.68,100,252
2022,110,0,37455,Si Woo Kim,39.68,150,378
2022,110,0,46601,Trey Mullinax,39.68,100,252
2022,113,0,31646,Emiliano Grillo,39.63,107,270
2022,114,0,26476,Chez Reavie,39.58,114,288
2022,114,0,27649,Brandt Snedeker,39.58,57,144
2022,116,0,32757,Patton Kizzire,39.54,121,306
2022,116,0,46340,Alex Smalley,39.54,121,306
2022,118,0,45486,Joaquin Niemann,39.51,128,324
2022,118,0,49960,Sepp Straka,39.51,128,324
2022,120,0,29725,Tony Finau,39.47,135,342
2022,121,0,25198,Francesco Molinari,39.44,71,180
2022,121,0,32333,Kevin Tway,39.44,71,180
2022,123,0,46435,Austin Cook,39.39,78,198
2022,123,0,27974,Sung Kang,39.39,78,198
2022,123,0,31323,Gary Woodland,39.39,78,198
2022,126,0,27349,Alex Noren,39.32,92,234
2022,127,0,27644,Brian Harman,39.18,134,342
2022,128,0,49298,Kramer Hickok,38.89,98,252
2022,128,0,28237,Rory McIlroy,38.89,98,252
2022,128,0,22056,Cameron Percy,38.89,49,126
2022,131,0,51634,Sahith Theegala,38.67,174,450
2022,132,0,47995,Davis Riley,38.6,132,342
2022,133,0,29420,Billy Horschel,38.52,104,270
2022,133,0,49771,J.T. Poston,38.52,104,270
2022,135,0,37189,Harold Varner III,38.49,97,252
2022,136,0,49766,Hank Lebioda,38.46,90,234
2022,137,0,21961,Charles Howell III,38.38,76,198
2022,138,0,47983,Chad Ramey,38.33,69,180
2022,139,0,34098,Russell Henley,38.27,124,324
2022,139,0,27095,Nick Watney,38.27,62,162
2022,141,0,36852,Jim Knous,38.19,55,144
2022,142,0,35110,Brett Drewitt,38.1,48,126
2022,142,0,32791,K.H. Lee,38.1,144,378
2022,144,0,33490,Bo Hoag,37.96,41,108
2022,145,0,32448,James Hahn,37.88,75,198
2022,146,0,36699,Patrick Rodgers,37.85,109,288
2022,147,0,46402,Talor Gooch,37.78,102,270
2022,147,0,27139,David Skinns,37.78,68,180
2022,147,0,54783,Dylan Wu,37.78,68,180
2022,150,0,24502,Adam Scott,37.58,115,306
2022,151,0,52372,Cameron Champ,37.5,54,144
2022,151,0,40098,Matt Fitzpatrick,37.5,108,288
2022,151,0,39971,Sungjae Im,37.5,135,360
2022,151,0,36326,David Lipsky,37.5,108,288
2022,151,0,23320,Ryan Palmer,37.5,81,216
2022,156,0,27129,Luke List,37.3,94,252
2022,157,0,27064,Jhonattan Vegas,37.15,107,288
2022,158,0,25900,Lucas Glover,37.13,127,342
2022,159,0,45522,Christiaan Bezuidenhout,37.04,120,324
2022,159,0,32816,Satoshi Kodaira,37.04,60,162
2022,161,0,48117,Kurt Kitayama,36.87,73,198
2022,162,0,54421,Garrick Higgo,36.81,53,144
2022,162,0,49947,Taylor Moore,36.81,106,288
2022,164,0,35532,Tom Hoge,36.73,119,324
2022,165,0,24925,Jonathan Byrd,36.67,66,180
2022,166,0,28114,Dawie van der Walt,36.51,46,126
2022,167,0,33419,Cameron Tringale,36.42,118,324
2022,168,0,34255,Joseph Bramlett,36.32,85,234
2022,169,0,46970,Jon Rahm,36.27,111,306
2022,170,0,19803,Ryan Armour,36.11,52,144
2022,170,0,29974,Branden Grace,36.11,52,144
