YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,LOW RND
2013,1,0,33141,Keegan Bradley,60
2013,1,0,1810,Phil Mickelson,60
2013,3,0,23108,Matt Kuchar,61
2013,3,0,26476,Chez Reavie,61
2013,5,0,32366,Kevin Chappell,62
2013,5,0,32800,Franklin Corpening,62
2013,5,0,27436,Graham DeLaet,62
2013,5,0,30750,Tommy Gainey,62
2013,5,0,26300,Matt Jones,62
2013,5,0,30926,Chris Kirk,62
2013,5,0,24781,Hunter Mahan,62
2013,5,0,27933,John Merrick,62
2013,5,0,23320,Ryan Palmer,62
2013,5,0,34046,Jordan Spieth,62
2013,5,0,31560,Brian Stuard,62
2013,5,0,26951,Johnson Wagner,62
2013,17,0,20848,Ángel Cabrera,63
2013,17,0,32200,Roberto Castro,63
2013,17,0,24494,Erik Compton,63
2013,17,0,1320,Bob Estes,63
2013,17,0,28500,Martin Flores,63
2013,17,0,10809,Jim Furyk,63
2013,17,0,8725,Tom Gillis,63
2013,17,0,35539,Luke Guthrie,63
2013,17,0,20766,Padraig Harrington,63
2013,17,0,34098,Russell Henley,63
2013,17,0,33461,Morgan Hoffmann,63
2013,17,0,34174,John Huh,63
2013,17,0,30925,Dustin Johnson,63
2013,17,0,27408,Martin Kaymer,63
2013,17,0,30944,Jason Kokrak,63
2013,17,0,24361,Pat Perez,63
2013,17,0,34360,Patrick Reed,63
2013,17,0,22405,Justin Rose,63
2013,17,0,26331,Charl Schwartzel,63
2013,17,0,29221,Webb Simpson,63
2013,17,0,27649,Brandt Snedeker,63
2013,17,0,26679,Kevin Stadler,63
2013,17,0,30692,Scott Stallings,63
2013,17,0,25834,Daniel Summerhays,63
2013,17,0,24663,Y.E. Yang,63
2013,42,0,22371,Aaron Baddeley,64
2013,42,0,28259,Sangmoon Bae,64
2013,42,0,24846,Ricky Barnes,64
2013,42,0,12652,Cameron Beckman,64
2013,42,0,24507,Jason Bohn,64
2013,42,0,34099,Harris English,64
2013,42,0,7457,Steve Flesch,64
2013,42,0,32102,Rickie Fowler,64
2013,42,0,21209,Sergio Garcia,64
2013,42,0,24399,Scott Gardiner,64
2013,42,0,28679,Fabián Gómez,64
2013,42,0,25444,Justin Hicks,64
2013,42,0,29420,Billy Horschel,64
2013,42,0,24024,Zach Johnson,64
2013,42,0,19970,Robert Karlsson,64
2013,42,0,8075,Jerry Kelly,64
2013,42,0,33122,Russell Knox,64
2013,42,0,27503,Steve LeBrun,64
2013,42,0,28092,D.H. Lee,64
2013,42,0,26851,Marc Leishman,64
2013,42,0,34409,David Lingmerth,64
2013,42,0,27120,Troy Matteson,64
2013,42,0,24490,George McNeill,64
2013,42,0,23800,Bryce Molder,64
2013,42,0,25396,Kevin Na,64
2013,42,0,30163,Henrik Norlander,64
2013,42,0,20443,Jin Park,64
2013,42,0,25818,Scott Piercy,64
2013,42,0,25240,D.A. Points,64
2013,42,0,27556,Ted Potter Jr.,64
2013,42,0,10213,Dicky Pride,64
2013,42,0,22913,John Rollins,64
2013,42,0,21951,Joey Snyder III,64
2013,42,0,34431,Robert Streb,64
2013,42,0,27963,Chris Stroud,64
2013,42,0,2206,David Toms,64
2013,42,0,23623,Bo Van Pelt,64
2013,42,0,27770,Camilo Villegas,64
2013,42,0,25632,Jimmy Walker,64
2013,42,0,25804,Bubba Watson,64
2013,42,0,20160,Charlie Wi,64
2013,42,0,31323,Gary Woodland,64
2013,84,0,1024,Billy Andrade,65
2013,84,0,10505,Shane Bertsch,65
2013,84,0,20070,Matt Bettencourt,65
2013,84,0,25274,Steven Bowditch,65
2013,84,0,29479,Scott Brown,65
2013,84,0,12510,Chad Campbell,65
2013,84,0,35450,Patrick Cantlay,65
2013,84,0,34021,Bud Cauley,65
2013,84,0,23204,Gary Christian,65
