YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,% MADE,ATTEMPTS,PUTTS MADE
2013,1,0,28135,Aaron Watkins,89.97,628,565
2013,2,0,6527,Steve Stricker,89.69,621,557
2013,3,0,21099,David Lynn,89.6,1000,896
2013,4,0,20593,Greg Chalmers,89.49,1247,1116
2013,5,0,31202,William McGirt,89.22,1290,1151
2013,6,0,35139,Richard Lee,89.03,1294,1152
2013,7,0,19846,Brian Gay,89.02,1293,1151
2013,8,0,24781,Hunter Mahan,88.98,1243,1106
2013,8,0,24138,Ian Poulter,88.98,717,638
2013,10,0,22056,Cameron Percy,88.95,1050,934
2013,11,0,8793,Tiger Woods,88.9,784,697
2013,12,0,22371,Aaron Baddeley,88.86,1059,941
2013,13,0,22806,Doug LaBelle II,88.8,1071,951
2013,14,0,27436,Graham DeLaet,88.79,1472,1307
2013,15,0,21209,Sergio Garcia,88.65,846,750
2013,16,0,30711,Colt Knost,88.63,1055,935
2013,17,0,27649,Brandt Snedeker,88.58,1033,915
2013,18,0,6004,Stephen Ames,88.52,793,702
2013,19,0,23353,J.J. Henry,88.48,1371,1213
2013,20,0,29518,Brendan Steele,88.45,1429,1264
2013,21,0,21731,Freddie Jacobson,88.44,839,742
2013,22,0,26951,Johnson Wagner,88.38,955,844
2013,23,0,27408,Martin Kaymer,88.35,764,675
2013,24,0,23108,Matt Kuchar,88.31,1266,1118
2013,25,0,10860,Justin Leonard,88.27,1381,1219
2013,26,0,20098,Stuart Appleby,88.25,1438,1269
2013,27,0,33141,Keegan Bradley,88.21,1323,1167
2013,28,0,1320,Bob Estes,88.2,1127,994
2013,29,0,27895,Jonas Blixt,88.14,1239,1092
2013,29,0,23800,Bryce Molder,88.14,1298,1144
2013,31,0,34360,Patrick Reed,88.13,1356,1195
2013,32,0,26758,David Hearn,88.09,1327,1169
2013,33,0,24024,Zach Johnson,88.07,1207,1063
2013,33,0,27214,Kevin Streelman,88.07,1257,1107
2013,35,0,28089,Jason Day,88.01,1126,991
2013,35,0,27644,Brian Harman,88.01,1401,1233
2013,37,0,8075,Jerry Kelly,87.99,1174,1033
2013,38,0,26497,Casey Wittenberg,87.98,1140,1003
2013,39,0,23983,Luke Donald,87.96,839,738
2013,40,0,31560,Brian Stuard,87.93,1168,1027
2013,41,0,8725,Tom Gillis,87.88,1114,979
2013,42,0,21961,Charles Howell III,87.85,1465,1287
2013,42,0,1810,Phil Mickelson,87.85,1037,911
2013,44,0,27963,Chris Stroud,87.84,1439,1264
2013,45,0,22405,Justin Rose,87.79,852,748
2013,46,0,27933,John Merrick,87.74,1248,1095
2013,47,0,28475,Jeff Overton,87.73,1377,1208
2013,48,0,34099,Harris English,87.7,1488,1305
2013,48,0,31323,Gary Woodland,87.7,1537,1348
2013,50,0,32698,Bobby Gates,87.66,713,625
2013,51,0,20104,Ken Duke,87.64,1384,1213
2013,52,0,23497,Tag Ridings,87.62,1074,941
2013,53,0,32448,James Hahn,87.6,1242,1088
2013,54,0,22792,Peter Hanson,87.56,603,528
2013,55,0,33418,Shawn Stefani,87.55,924,809
2013,56,0,30926,Chris Kirk,87.54,1469,1286
2013,57,0,26300,Matt Jones,87.53,1307,1144
2013,58,0,34098,Russell Henley,87.5,1200,1050
2013,58,0,30163,Henrik Norlander,87.5,1096,959
2013,60,0,6522,Ernie Els,87.47,902,789
2013,61,0,23320,Ryan Palmer,87.45,1267,1108
2013,62,0,20848,Ángel Cabrera,87.44,1051,919
2013,62,0,27120,Troy Matteson,87.44,1091,954
2013,64,0,23638,Brendon de Jonge,87.42,1796,1570
2013,64,0,29425,Andrew Svoboda,87.42,660,577
2013,66,0,25274,Steven Bowditch,87.4,1087,950
2013,67,0,28500,Martin Flores,87.39,1412,1234
2013,68,0,36884,Ben Kohles,87.38,1125,983
2013,68,0,26476,Chez Reavie,87.38,1244,1087
2013,70,0,25834,Daniel Summerhays,87.31,1442,1259
2013,71,0,27936,Martin Laird,87.26,989,863
2013,72,0,24494,Erik Compton,87.25,1192,1040
2013,73,0,24357,K.J. Choi,87.24,1176,1026
2013,74,0,24227,Justin Bolli,87.22,861,751
2013,74,0,26596,Ryan Moore,87.22,1072,935
2013,76,0,28679,Fabián Gómez,87.21,1032,900
2013,77,0,23409,James Driscoll,87.18,1147,1000
2013,77,0,32102,Rickie Fowler,87.18,1069,932
