YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 240-260,TOTAL DRVS - OVERALL,RELATIVE TO PAR
2013,1,0,23800,Bryce Molder,20.63,33,160,-0.03
2013,2,0,30711,Colt Knost,20.0,26,130,+0.19
2013,3,0,10423,Mike Weir,19.23,20,104,+0.15
2013,4,0,8075,Jerry Kelly,19.01,27,142,-0.11
2013,5,0,24507,Jason Bohn,17.14,24,140,+0.25
2013,6,0,20104,Ken Duke,17.09,27,158,+0.04
2013,7,0,20443,Jin Park,17.0,17,100,+0.06
2013,8,0,23135,Tim Clark,15.96,15,94,E
2013,9,0,21878,Mark Wilson,15.38,16,104,+0.19
2013,10,0,21099,David Lynn,15.25,18,118,+0.39
2013,11,0,35139,Richard Lee,14.94,23,154,+0.13
2013,12,0,22621,Ben Curtis,14.89,14,94,+0.43
2013,13,0,36884,Ben Kohles,14.79,21,142,+0.05
2013,14,0,20593,Greg Chalmers,14.38,21,146,+0.24
2013,15,0,22295,Darron Stiles,14.29,14,98,+0.14
2013,15,0,26951,Johnson Wagner,14.29,16,112,+0.44
2013,17,0,10213,Dicky Pride,13.43,18,134,+0.06
2013,18,0,10860,Justin Leonard,13.41,22,164,+0.36
2013,19,0,24357,K.J. Choi,13.24,18,136,-0.11
2013,20,0,26758,David Hearn,13.13,21,160,+0.33
2013,21,0,24024,Zach Johnson,13.04,18,138,+0.06
2013,22,0,32200,Roberto Castro,12.9,24,186,+0.13
2013,23,0,31560,Brian Stuard,12.5,18,144,E
2013,24,0,19846,Brian Gay,12.33,18,146,+0.22
2013,25,0,10809,Jim Furyk,12.12,16,132,E
2013,26,0,25240,D.A. Points,12.0,18,150,+0.17
2013,27,0,24227,Justin Bolli,11.82,13,110,+0.15
2013,28,0,2206,David Toms,11.76,8,68,-0.13
2013,29,0,28310,Lee Williams,11.67,14,120,E
2013,30,0,10885,Robert Allenby,11.61,13,112,E
2013,31,0,34261,Scott Langley,11.27,16,142,+0.19
2013,32,0,1724,Jeff Maggert,11.11,14,126,+0.07
2013,33,0,27963,Chris Stroud,11.05,19,172,E
2013,34,0,31202,William McGirt,10.67,16,150,+0.06
2013,35,0,23108,Matt Kuchar,10.56,15,142,-0.07
2013,36,0,27556,Ted Potter Jr.,10.53,12,114,-0.25
2013,37,0,28135,Aaron Watkins,10.23,9,88,E
2013,38,0,26497,Casey Wittenberg,9.56,13,136,+0.38
2013,39,0,22378,Trevor Immelman,9.23,12,130,+0.17
2013,40,0,6004,Stephen Ames,9.18,9,98,+0.33
2013,41,0,32102,Rickie Fowler,9.17,11,120,+0.45
2013,42,0,25345,Carl Pettersson,9.09,12,132,+0.08
2013,43,0,25834,Daniel Summerhays,9.04,15,166,+0.07
2013,44,0,21753,Brian Davis,8.99,16,178,-0.13
2013,45,0,22961,David Mathis,8.96,12,134,-0.08
2013,46,0,22806,Doug LaBelle II,8.82,12,136,E
2013,47,0,26596,Ryan Moore,8.77,10,114,E
2013,47,0,23623,Bo Van Pelt,8.77,10,114,+0.40
2013,49,0,23541,Ben Crane,8.62,10,116,+0.20
2013,50,0,6527,Steve Stricker,8.57,6,70,-0.17
2013,51,0,25336,Alistair Presnell,8.49,9,106,+0.22
2013,52,0,26476,Chez Reavie,8.33,12,144,E
2013,52,0,32150,Michael Thompson,8.33,9,108,+0.22
2013,54,0,25686,Jason Dufner,8.2,10,122,+0.30
2013,55,0,25572,Graeme McDowell,8.11,6,74,-0.17
2013,56,0,12782,Tim Herron,7.78,7,90,E
2013,57,0,28092,D.H. Lee,7.69,10,130,+0.50
2013,57,0,26851,Marc Leishman,7.69,10,130,+0.40
2013,59,0,24399,Scott Gardiner,7.63,9,118,+0.22
2013,60,0,25444,Justin Hicks,7.53,11,146,+0.45
2013,61,0,32334,Charlie Beljan,7.5,9,120,+0.22
2013,62,0,27895,Jonas Blixt,7.35,10,136,+0.10
2013,63,0,34409,David Lingmerth,7.26,9,124,+0.11
2013,64,0,12510,Chad Campbell,7.24,11,152,+0.36
2013,65,0,23353,J.J. Henry,7.14,11,154,+0.09
2013,65,0,27649,Brandt Snedeker,7.14,9,126,-0.22
2013,67,0,20160,Charlie Wi,7.04,10,142,+0.40
2013,68,0,28679,Fabián Gómez,6.92,9,130,+0.44
2013,69,0,1320,Bob Estes,6.82,9,132,E
2013,70,0,20766,Padraig Harrington,6.76,5,74,+0.20
2013,71,0,1116,Michael Bradley,6.73,7,104,+0.43
2013,72,0,24490,George McNeill,6.62,9,136,+0.44
2013,73,0,23638,Brendon de Jonge,6.6,14,212,+0.29
2013,74,0,1810,Phil Mickelson,6.45,8,124,+0.50
2013,75,0,24138,Ian Poulter,6.41,5,78,E
2013,76,0,25900,Lucas Glover,6.36,7,110,+0.57
2013,77,0,28307,Matt Every,6.32,11,174,+0.36
2013,77,0,28780,Nicholas Thompson,6.32,12,190,+0.08
2013,79,0,23409,James Driscoll,6.25,9,144,E
2013,79,0,6573,Brandt Jobe,6.25,7,112,+0.29
2013,81,0,27933,John Merrick,6.16,9,146,E
2013,82,0,34046,Jordan Spieth,6.08,9,148,+0.11
2013,83,0,27408,Martin Kaymer,5.95,5,84,E
2013,83,0,20572,Rod Pampling,5.95,5,84,+0.20
2013,85,0,34021,Bud Cauley,5.93,7,118,+0.43
2013,86,0,24846,Ricky Barnes,5.71,8,140,+0.25
2013,87,0,28259,Sangmoon Bae,5.7,9,158,+0.22
2013,88,0,33419,Cameron Tringale,5.63,9,160,+0.33
2013,88,0,25632,Jimmy Walker,5.63,9,160,-0.11
2013,90,0,26331,Charl Schwartzel,5.56,6,108,E
2013,91,0,22371,Aaron Baddeley,5.47,7,128,-0.29
2013,91,0,20645,John Senden,5.47,7,128,+0.14
2013,93,0,23983,Luke Donald,5.43,5,92,+0.80
2013,94,0,29221,Webb Simpson,5.41,8,148,E
2013,94,0,27214,Kevin Streelman,5.41,8,148,+0.38
2013,96,0,20098,Stuart Appleby,5.36,9,168,+0.44
2013,96,0,37273,Derek Ernst,5.36,6,112,+0.17
2013,98,0,34174,John Huh,5.26,8,152,+0.38
2013,99,0,21731,Freddie Jacobson,5.21,5,96,E
2013,100,0,28475,Jeff Overton,5.13,8,156,E
2013,101,0,25562,Andres Romero,5.08,6,118,+0.50
2013,102,0,24361,Pat Perez,5.07,7,138,+0.29
2013,103,0,30750,Tommy Gainey,5.0,8,160,-0.25
2013,103,0,26289,Boo Weekley,5.0,9,180,+0.22
2013,105,0,29479,Scott Brown,4.92,6,122,+0.33
2013,106,0,20848,Ángel Cabrera,4.84,6,124,+0.50
2013,106,0,33461,Morgan Hoffmann,4.84,6,124,+0.17
2013,108,0,27770,Camilo Villegas,4.79,7,146,-0.14
2013,109,0,28455,Will Claxton,4.76,6,126,E
2013,110,0,32448,James Hahn,4.73,7,148,+0.14
2013,111,0,27644,Brian Harman,4.71,8,170,E
2013,112,0,29420,Billy Horschel,4.55,8,176,-0.25
2013,112,0,26679,Kevin Stadler,4.55,7,154,+0.29
2013,114,0,23788,D.J. Trahan,4.35,4,92,+0.25
2013,115,0,34431,Robert Streb,4.23,6,142,+0.67
2013,116,0,21961,Charles Howell III,4.22,7,166,-0.29
2013,117,0,32366,Kevin Chappell,4.05,6,148,+0.17
2013,117,0,24494,Erik Compton,4.05,6,148,+0.67
2013,117,0,35539,Luke Guthrie,4.05,6,148,E
2013,120,0,30852,Ryo Ishikawa,4.03,5,124,E
2013,121,0,30110,Kyle Stanley,3.97,5,126,+0.60
2013,122,0,27095,Nick Watney,3.95,6,152,-0.33
2013,123,0,6567,Vijay Singh,3.92,4,102,+0.25
2013,124,0,29518,Brendan Steele,3.75,6,160,E
2013,125,0,30692,Scott Stallings,3.62,5,138,+0.20
2013,126,0,28500,Martin Flores,3.61,6,166,-0.17
2013,127,0,30926,Chris Kirk,3.53,6,170,E
2013,128,0,24781,Hunter Mahan,3.52,5,142,-0.40
2013,128,0,20691,Greg Owen,3.52,5,142,+0.20
2013,130,0,23320,Ryan Palmer,3.42,5,146,-0.20
2013,131,0,24502,Adam Scott,3.41,3,88,E
2013,132,0,33418,Shawn Stefani,3.39,4,118,E
2013,133,0,27129,Luke List,3.28,4,122,E
2013,134,0,19970,Robert Karlsson,3.26,3,92,+0.33
2013,134,0,22405,Justin Rose,3.26,3,92,+0.33
2013,134,0,24663,Y.E. Yang,3.26,3,92,+0.33
2013,137,0,22046,Geoff Ogilvy,3.19,3,94,+0.33
2013,138,0,25818,Scott Piercy,3.17,4,126,E
2013,139,0,28089,Jason Day,3.13,4,128,-0.25
2013,139,0,23621,Rory Sabbatini,3.13,5,160,-0.60
2013,139,0,21528,Henrik Stenson,3.13,3,96,E
2013,142,0,8725,Tom Gillis,3.08,4,130,+0.50
2013,143,0,22792,Peter Hanson,3.03,2,66,E
2013,144,0,34360,Patrick Reed,3.01,5,166,+0.40
2013,145,0,29289,S.Y. Noh,2.99,4,134,+0.25
2013,146,0,34098,Russell Henley,2.94,4,136,E
2013,146,0,30163,Henrik Norlander,2.94,4,136,+0.25
2013,148,0,20396,Lee Westwood,2.83,3,106,E
2013,149,0,24924,Bill Haas,2.78,4,144,E
2013,149,0,30925,Dustin Johnson,2.78,3,108,-0.33
2013,151,0,20229,Stewart Cink,2.54,3,118,-0.67
2013,151,0,25804,Bubba Watson,2.54,3,118,-0.33
2013,153,0,26300,Matt Jones,2.53,4,158,-0.25
2013,154,0,29425,Andrew Svoboda,2.38,2,84,E
2013,155,0,25274,Steven Bowditch,2.31,3,130,+0.33
2013,155,0,23497,Tag Ridings,2.31,3,130,+0.33
2013,157,0,34099,Harris English,2.3,4,174,-0.50
2013,158,0,8793,Tiger Woods,2.27,2,88,E
2013,159,0,32698,Bobby Gates,2.22,2,90,E
2013,160,0,33869,Eric Meierdierks,2.17,2,92,E
2013,160,0,23325,Vaughn Taylor,2.17,2,92,+0.50
2013,162,0,21209,Sergio Garcia,2.13,2,94,E
2013,163,0,6522,Ernie Els,2.08,2,96,E
2013,164,0,33141,Keegan Bradley,2.05,3,146,-0.67
2013,164,0,22913,John Rollins,2.05,3,146,E
2013,166,0,12716,Charley Hoffman,1.97,3,152,E
2013,167,0,27936,Martin Laird,1.79,2,112,+1.00
2013,168,0,27503,Steve LeBrun,1.61,2,124,+0.50
2013,169,0,27120,Troy Matteson,1.52,2,132,+0.50
2013,169,0,22056,Cameron Percy,1.52,2,132,E
2013,171,0,27330,Josh Teater,1.43,2,140,+1.00
2013,172,0,29740,Brad Fritsch,1.3,2,154,-1.00
2013,173,0,28237,Rory McIlroy,1.22,1,82,E
2013,174,0,31557,Jim Herman,0.98,1,102,+1.00
2013,175,0,24358,Robert Garrigus,0.93,1,108,+1.00
2013,176,0,27436,Graham DeLaet,0.57,1,176,E
2013,177,0,23452,Nicolas Colsaerts,0.0,0,74,E
2013,177,0,30944,Jason Kokrak,0.0,0,152,E
2013,177,0,24140,Sean O'Hair,0.0,0,112,E
2013,177,0,31323,Gary Woodland,0.0,0,172,E
2014,1,0,19846,Brian Gay,24.65,35,142,E
2014,2,0,10860,Justin Leonard,23.91,33,138,+0.03
2014,3,0,10423,Mike Weir,22.13,27,122,+0.11
2014,4,0,8075,Jerry Kelly,19.08,29,152,E
2014,5,0,2206,David Toms,17.5,21,120,-0.10
2014,6,0,23135,Tim Clark,17.39,24,138,-0.04
