YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:ARG,MEASURED ROUNDS
2009,104,0,2239,Scott Verplank,0.006,0.461,79
2009,105,0,1132,Mark Brooks,-0.004,-0.171,40
2009,105,0,1706,Davis Love III,-0.004,-0.304,77
2009,107,0,12510,Chad Campbell,-0.006,-0.431,71
2009,107,0,9011,David Duval,-0.006,-0.263,44
2009,107,0,2206,David Toms,-0.006,-0.453,80
2009,110,0,22621,Ben Curtis,-0.028,-1.299,47
2009,110,0,20645,John Senden,-0.028,-2.537,92
2009,112,0,20634,Peter Lonard,-0.034,-2.65,77
2009,113,0,24846,Ricky Barnes,-0.037,-1.888,51
2009,114,0,24140,Sean O'Hair,-0.038,-2.209,58
2009,115,0,1945,Kenny Perry,-0.042,-3.094,73
2009,115,0,23623,Bo Van Pelt,-0.042,-3.479,82
2009,117,0,21805,Harrison Frazar,-0.045,-3.755,84
2009,118,0,1161,Mark Calcavecchia,-0.051,-3.135,62
2009,119,0,20691,Greg Owen,-0.071,-5.848,82
2009,120,0,26951,Johnson Wagner,-0.072,-5.313,74
2009,121,0,12652,Cameron Beckman,-0.074,-5.53,75
2009,122,0,2214,Kirk Triplett,-0.075,-4.114,55
2009,123,0,10733,Kent Jones,-0.08,-4.893,61
2009,124,0,28158,Steve Marino,-0.081,-6.843,84
2009,125,0,1677,Tom Lehman,-0.087,-3.03,35
2009,126,0,6643,Paul Goydos,-0.089,-5.753,65
2009,127,0,25562,Andres Romero,-0.096,-4.127,43
2009,128,0,25818,Scott Piercy,-0.103,-7.835,76
2009,129,0,6197,Michael Allen,-0.106,-6.134,58
2009,130,0,20574,Mathew Goggin,-0.107,-6.432,60
2009,131,0,24663,Y.E. Yang,-0.108,-7.54,70
2009,132,0,20229,Stewart Cink,-0.11,-6.507,59
2009,133,0,22961,David Mathis,-0.114,-7.874,69
2009,134,0,12716,Charley Hoffman,-0.128,-11.111,87
2009,134,0,27963,Chris Stroud,-0.128,-9.759,76
2009,136,0,6004,Stephen Ames,-0.132,-7.495,57
2009,137,0,27141,J.B. Holmes,-0.138,-8.425,61
2009,137,0,27936,Martin Laird,-0.138,-8.572,62
2009,139,0,25345,Carl Pettersson,-0.143,-10.606,74
2009,139,0,28118,Peter Tomasulo,-0.143,-6.589,46
2009,141,0,26420,Richard Johnson,-0.154,-11.397,74
2009,142,0,1473,Todd Hamilton,-0.155,-9.915,64
2009,143,0,25900,Lucas Glover,-0.157,-12.425,79
2009,143,0,22913,John Rollins,-0.157,-12.407,79
2009,145,0,22892,Jason Gore,-0.163,-10.106,62
2009,146,0,28620,Aron Price,-0.165,-12.69,77
2009,147,0,31416,Derek Fathauer,-0.167,-8.501,51
2009,148,0,26596,Ryan Moore,-0.18,-13.476,75
2009,149,0,27120,Troy Matteson,-0.181,-15.902,88
2009,150,0,25919,Brian Vranesh,-0.182,-7.819,43
2009,151,0,23325,Vaughn Taylor,-0.183,-14.496,79
2009,152,0,23638,Brendon de Jonge,-0.187,-14.747,79
2009,153,0,26851,Marc Leishman,-0.19,-15.989,84
2009,154,0,22293,Heath Slocum,-0.199,-16.888,85
2009,155,0,1724,Jeff Maggert,-0.201,-14.679,73
2009,155,0,27095,Nick Watney,-0.201,-13.672,68
2009,157,0,28780,Nicholas Thompson,-0.203,-17.68,87
2009,158,0,7223,Brian Bateman,-0.226,-10.852,48
2009,158,0,1142,Bart Bryant,-0.226,-11.741,52
2009,160,0,21959,Ted Purdy,-0.231,-20.517,89
2009,161,0,23788,D.J. Trahan,-0.232,-18.538,80
2009,162,0,24507,Jason Bohn,-0.236,-19.311,82
2009,163,0,1329,Brad Faxon,-0.246,-12.792,52
2009,164,0,23048,Eric Axley,-0.253,-14.952,59
2009,165,0,20070,Matt Bettencourt,-0.257,-22.327,87
2009,166,0,27214,Kevin Streelman,-0.261,-22.72,87
2009,167,0,23320,Ryan Palmer,-0.268,-18.747,70
2009,168,0,21209,Sergio Garcia,-0.282,-12.426,44
2009,169,0,20848,Ángel Cabrera,-0.296,-11.246,38
2009,170,0,30711,Colt Knost,-0.304,-17.003,56
2009,171,0,23614,Rich Beem,-0.309,-17.915,58
2009,172,0,27933,John Merrick,-0.328,-22.275,68
2009,173,0,1035,Tommy Armour III,-0.338,-17.564,52
2009,174,0,24781,Hunter Mahan,-0.345,-25.866,75
2009,175,0,26668,Marc Turnesa,-0.35,-24.866,71
2009,176,0,24358,Robert Garrigus,-0.354,-25.487,72
2009,177,0,23349,Charles Warren,-0.358,-18.965,53
2009,178,0,28087,Kris Blanks,-0.375,-17.636,47
2009,179,0,27683,Leif Olson,-0.378,-16.233,43
2009,180,0,6539,Rick Price,-0.39,-15.969,41
2009,181,0,6621,Joe Durant,-0.404,-18.985,47
2009,182,0,1707,Steve Lowery,-0.473,-36.386,77
2009,183,0,6012,Greg Kraft,-0.474,-19.435,41
2009,184,0,31323,Gary Woodland,-0.52,-19.251,37
2017,1,0,25349,Tim Wilkinson,0.538,24.727,46
2017,2,0,24924,Bill Haas,0.516,37.12,72
2017,3,0,26300,Matt Jones,0.503,25.656,51
2017,4,0,24138,Ian Poulter,0.501,27.555,55
2017,5,0,24361,Pat Perez,0.44,32.111,73
2017,6,0,29289,S.Y. Noh,0.439,32.931,75
2017,7,0,23108,Matt Kuchar,0.43,33.074,77
2017,8,0,34046,Jordan Spieth,0.429,29.168,68
2017,9,0,29221,Webb Simpson,0.426,35.798,84
2017,10,0,23983,Luke Donald,0.422,18.126,43
2017,11,0,35891,Cameron Smith,0.399,28.302,71
2017,12,0,20771,Steven Alker,0.398,20.289,51
2017,13,0,33419,Cameron Tringale,0.396,25.75,65
2017,14,0,22405,Justin Rose,0.373,19.776,53
2017,15,0,32102,Rickie Fowler,0.349,21.97,63
2017,16,0,32839,Hideki Matsuyama,0.346,20.436,59
2017,17,0,26851,Marc Leishman,0.337,24.626,73
2017,18,0,27644,Brian Harman,0.329,28.253,86
2017,19,0,27649,Brandt Snedeker,0.314,13.208,42
2017,20,0,22371,Aaron Baddeley,0.31,14.239,46
2017,21,0,34431,Robert Streb,0.305,25.641,84
2017,22,0,23800,Bryce Molder,0.301,19.234,64
2017,23,0,25720,Chad Collins,0.294,15.875,54
2017,24,0,33448,Justin Thomas,0.289,18.811,65
2017,25,0,25396,Kevin Na,0.288,18.98,66
2017,26,0,28089,Jason Day,0.273,15.04,55
2017,27,0,29461,Jamie Lovemark,0.258,20.62,80
2017,28,0,19846,Brian Gay,0.254,17.542,69
2017,29,0,34360,Patrick Reed,0.25,20.96,84
2017,30,0,25274,Steven Bowditch,0.238,10.729,45
2017,31,0,27770,Camilo Villegas,0.235,14.597,62
2017,32,0,28252,Seamus Power,0.229,15.552,68
2017,33,0,24024,Zach Johnson,0.226,15.373,68
2017,34,0,40058,Zac Blair,0.218,17.619,81
2017,34,0,29476,Kyle Reifers,0.218,16.1,74
2017,36,0,1810,Phil Mickelson,0.216,14.937,69
2017,37,0,24357,K.J. Choi,0.213,11.489,54
2017,38,0,27936,Martin Laird,0.203,14.581,72
2017,39,0,22046,Geoff Ogilvy,0.196,13.118,67
2017,40,0,29720,Andres Gonzales,0.19,10.851,57
2017,40,0,34466,Peter Malnati,0.19,13.841,73
2017,42,0,26329,Louis Oosthuizen,0.189,9.644,51
2017,43,0,20572,Rod Pampling,0.183,12.068,66
2017,44,0,21209,Sergio Garcia,0.182,8.385,46
2017,45,0,20593,Greg Chalmers,0.175,11.931,68
2017,46,0,34099,Harris English,0.169,12.187,72
2017,47,0,29974,Branden Grace,0.165,7.762,47
2017,48,0,37454,Whee Kim,0.163,10.078,62
2017,49,0,12510,Chad Campbell,0.144,12.202,85
2017,50,0,48084,Wesley Bryan,0.141,10.848,77
2017,51,0,25900,Lucas Glover,0.14,12.077,86
2017,52,0,27141,J.B. Holmes,0.137,8.342,61
2017,53,0,25198,Francesco Molinari,0.128,7.567,59
2017,54,0,20472,Alex Cejka,0.127,7.854,62
2017,54,0,26331,Charl Schwartzel,0.127,6.12,48
2017,56,0,25364,Paul Casey,0.122,8.685,71
2017,56,0,33418,Shawn Stefani,0.122,7.348,60
2017,58,0,30925,Dustin Johnson,0.121,7.157,59
2017,58,0,25493,Nick Taylor,0.121,10.038,83
2017,60,0,25191,Gonzalo Fernandez-Castaño,0.12,5.262,44
2017,61,0,46550,Brandon Hagy,0.118,8.155,69
2017,62,0,29222,Billy Hurley III,0.117,8.066,69
2017,63,0,26758,David Hearn,0.115,8.152,71
2017,63,0,33461,Morgan Hoffmann,0.115,9.454,82
2017,65,0,24846,Ricky Barnes,0.114,8.788,77
2017,66,0,37455,Si Woo Kim,0.11,6.599,60
2017,67,0,32366,Kevin Chappell,0.106,7.616,72
2017,67,0,39975,Michael Kim,0.106,8.943,84
2017,69,0,23541,Ben Crane,0.105,7.274,69
2017,70,0,28237,Rory McIlroy,0.095,3.424,36
2017,71,0,29518,Brendan Steele,0.09,6.416,71
2017,72,0,25240,D.A. Points,0.087,5.024,58
2017,73,0,28132,Tyrone Van Aswegen,0.085,6.817,80
2017,74,0,33120,Mark Anderson,0.082,3.434,42
2017,75,0,21961,Charles Howell III,0.081,5.535,68
2017,76,0,29740,Brad Fritsch,0.075,3.15,42
2017,77,0,27129,Luke List,0.074,6.36,86
2017,78,0,33948,Byeong Hun An,0.071,4.032,57
2017,79,0,26499,Rafa Cabrera Bello,0.068,3.122,46
2017,80,0,29725,Tony Finau,0.065,5.885,91
2017,80,0,29478,Kevin Kisner,0.065,4.971,77
2017,82,0,35506,Mackenzie Hughes,0.063,6.066,96
2017,83,0,27963,Chris Stroud,0.06,2.869,48
2017,84,0,30926,Chris Kirk,0.059,4.136,70
2017,84,0,31420,Anirban Lahiri,0.059,3.457,59
2017,86,0,46970,Jon Rahm,0.057,3.773,66
2017,87,0,25892,Steve Wheatcroft,0.054,2.158,40
2017,88,0,32333,Kevin Tway,0.053,3.916,74
2017,89,0,25345,Carl Pettersson,0.052,2.723,52
2017,90,0,25834,Daniel Summerhays,0.051,4.15,82
2017,91,0,34174,John Huh,0.043,3.249,76
2017,91,0,24502,Adam Scott,0.043,1.79,42
2017,93,0,31323,Gary Woodland,0.039,2.618,68
2017,94,0,30110,Kyle Stanley,0.038,3.56,94
2017,95,0,27895,Jonas Blixt,0.037,2.208,59
2017,96,0,32200,Roberto Castro,0.031,1.688,54
2017,97,0,32448,James Hahn,0.03,2.465,81
2017,98,0,23621,Rory Sabbatini,0.028,1.473,53
2017,99,0,20157,Retief Goosen,0.027,1.116,41
2017,100,0,35450,Patrick Cantlay,0.021,0.951,46
2017,101,0,36689,Brooks Koepka,0.019,1.245,67
2017,102,0,28679,Fabián Gómez,0.006,0.311,51
2017,103,0,33141,Keegan Bradley,0.004,0.388,91
2017,104,0,20104,Ken Duke,0.0,0.008,60
2017,104,0,34098,Russell Henley,0.0,0.014,86
2017,104,0,23353,J.J. Henry,0.0,0.026,75
2017,107,0,19803,Ryan Armour,-0.005,-0.236,49
2017,108,0,32640,Troy Merritt,-0.009,-0.656,70
2017,109,0,47959,Bryson DeChambeau,-0.016,-1.166,73
2017,110,0,30852,Ryo Ishikawa,-0.021,-0.883,43
2017,110,0,32757,Patton Kizzire,-0.021,-1.519,72
2017,112,0,12716,Charley Hoffman,-0.031,-2.893,93
2017,112,0,34409,David Lingmerth,-0.031,-2.151,69
2017,114,0,46501,Ollie Schniederjans,-0.032,-2.563,81
2017,115,0,29908,C.T. Pan,-0.034,-2.619,76
2017,116,0,10809,Jim Furyk,-0.036,-1.598,44
2017,117,0,27214,Kevin Streelman,-0.038,-3.001,78
2017,118,0,33399,Adam Hadwin,-0.044,-3.464,79
2017,119,0,34021,Bud Cauley,-0.05,-4.064,82
2017,119,0,20229,Stewart Cink,-0.05,-4.065,81
2017,121,0,35110,Brett Drewitt,-0.054,-2.33,43
2017,122,0,27958,Ryan Blaum,-0.057,-4.656,82
2017,123,0,30191,Julián Etulain,-0.058,-2.982,51
2017,123,0,23320,Ryan Palmer,-0.058,-2.862,49
2017,125,0,27064,Jhonattan Vegas,-0.06,-4.26,71
2017,126,0,39954,Cody Gribble,-0.061,-4.304,70
2017,127,0,49771,J.T. Poston,-0.062,-4.497,73
2017,128,0,36801,Mark Hubbard,-0.064,-3.888,61
2017,129,0,6522,Ernie Els,-0.067,-2.468,37
2017,130,0,31557,Jim Herman,-0.07,-4.627,66
2017,131,0,46440,Smylie Kaufman,-0.073,-4.571,63
2017,131,0,27466,Spencer Levin,-0.073,-4.892,67
2017,131,0,26476,Chez Reavie,-0.073,-6.067,83
2017,134,0,24507,Jason Bohn,-0.076,-4.718,62
2017,135,0,36699,Patrick Rodgers,-0.077,-5.052,66
2017,136,0,37189,Harold Varner III,-0.081,-7.007,86
2017,137,0,30692,Scott Stallings,-0.084,-5.683,68
2017,138,0,48081,Xander Schauffele,-0.086,-6.382,74
2017,139,0,40026,Daniel Berger,-0.09,-6.21,69
2017,140,0,28420,Ryan Brehm,-0.099,-6.445,65
2017,141,0,24140,Sean O'Hair,-0.101,-7.099,70
2017,142,0,25572,Graeme McDowell,-0.111,-5.552,50
2017,142,0,23497,Tag Ridings,-0.111,-5.542,50
2017,144,0,31646,Emiliano Grillo,-0.116,-7.68,66
2017,145,0,33122,Russell Knox,-0.119,-6.402,54
2017,146,0,22056,Cameron Percy,-0.123,-6.781,55
2017,146,0,25632,Jimmy Walker,-0.123,-6.142,50
2017,148,0,40009,Dominic Bozzelli,-0.125,-6.872,55
2017,149,0,46443,Brian Campbell,-0.126,-5.152,41
2017,150,0,25686,Jason Dufner,-0.133,-9.575,72
2017,151,0,31202,William McGirt,-0.137,-9.853,72
2017,152,0,28093,Miguel Angel Carballo,-0.142,-6.086,43
2017,152,0,22986,Søren Kjeldsen,-0.142,-4.818,34
2017,154,0,48822,Sebastián Muñoz,-0.143,-5.563,39
2017,155,0,31416,Derek Fathauer,-0.149,-9.52,64
2017,155,0,34358,Jonathan Randolph,-0.149,-7.616,51
2017,157,0,31560,Brian Stuard,-0.164,-11.291,69
2017,158,0,23325,Vaughn Taylor,-0.168,-12.755,76
2017,159,0,46601,Trey Mullinax,-0.169,-11.857,70
2017,160,0,26596,Ryan Moore,-0.173,-11.218,65
2017,161,0,35532,Tom Hoge,-0.176,-6.849,39
2017,161,0,34213,Grayson Murray,-0.176,-14.924,85
2017,163,0,27974,Sung Kang,-0.182,-14.945,82
2017,164,0,24358,Robert Garrigus,-0.19,-11.422,60
2017,165,0,25804,Bubba Watson,-0.201,-10.631,53
2017,166,0,32150,Michael Thompson,-0.208,-9.147,44
2017,167,0,30944,Jason Kokrak,-0.226,-18.72,83
2017,168,0,33413,Ben Martin,-0.227,-15.869,70
2017,169,0,27095,Nick Watney,-0.238,-15.257,64
2017,170,0,39324,J.J. Spaun,-0.24,-17.266,72
2017,171,0,25818,Scott Piercy,-0.25,-12.23,49
2017,172,0,29479,Scott Brown,-0.262,-20.41,78
2017,173,0,29926,Danny Lee,-0.263,-19.988,76
2017,174,0,33204,Shane Lowry,-0.277,-10.522,38
2017,175,0,28500,Martin Flores,-0.28,-18.763,67
2017,175,0,29223,Sam Saunders,-0.28,-17.05,61
2017,177,0,26951,Johnson Wagner,-0.287,-16.372,57
2017,178,0,47128,Richy Werenski,-0.303,-18.508,61
2017,179,0,35545,Blayne Barber,-0.306,-20.499,67
2017,179,0,28307,Matt Every,-0.306,-18.692,61
2017,181,0,37278,Nicholas Lindheim,-0.311,-13.669,44
2017,182,0,29420,Billy Horschel,-0.324,-25.889,80
2017,183,0,24781,Hunter Mahan,-0.326,-19.263,59
2017,184,0,34264,Hudson Swafford,-0.337,-25.582,76
2017,185,0,35300,Andrew Loupe,-0.403,-18.928,47
2017,186,0,26289,Boo Weekley,-0.429,-26.15,61
2017,187,0,27436,Graham DeLaet,-0.436,-30.986,71
2017,188,0,35879,Kelly Kraft,-0.479,-31.103,65
2017,189,0,29485,Brett Stegmaier,-0.493,-28.593,58
2017,190,0,46732,Rick Lamb,-0.678,-25.766,38
2010,1,0,10423,Mike Weir,0.559,22.341,40
2010,2,0,23983,Luke Donald,0.464,24.601,53
2010,3,0,22405,Justin Rose,0.447,31.271,70
2010,4,0,28089,Jason Day,0.444,31.51,71
2010,5,0,6527,Steve Stricker,0.419,23.485,56
2010,6,0,20686,Jeev Milkha Singh,0.396,20.566,52
2010,7,0,20157,Retief Goosen,0.395,20.916,53
2010,8,0,22371,Aaron Baddeley,0.391,34.397,88
2010,9,0,20766,Padraig Harrington,0.379,16.658,44
2010,10,0,10809,Jim Furyk,0.367,22.029,60
2010,11,0,20127,Chris Riley,0.364,22.936,63
2010,12,0,8075,Jerry Kelly,0.361,29.611,82
2010,13,0,24925,Jonathan Byrd,0.354,29.048,82
2010,13,0,21878,Mark Wilson,0.354,27.984,79
2010,15,0,20098,Stuart Appleby,0.348,30.599,88
2010,16,0,23108,Matt Kuchar,0.334,25.017,75
2010,17,0,21961,Charles Howell III,0.324,29.174,90
2010,18,0,26300,Matt Jones,0.321,25.668,80
2010,19,0,7457,Steve Flesch,0.309,20.078,65
2010,20,0,27649,Brandt Snedeker,0.308,23.071,75
2010,21,0,26882,Michael Sim,0.306,16.203,53
2010,22,0,8537,J.P. Hayes,0.304,20.699,68
2010,23,0,6595,Kevin Sutherland,0.303,23.656,78
2010,24,0,25720,Chad Collins,0.293,21.962,75
2010,25,0,25396,Kevin Na,0.276,20.958,76
2010,25,0,23621,Rory Sabbatini,0.276,18.495,67
2010,27,0,1941,Tom Pernice Jr.,0.271,15.698,58
2010,28,0,24357,K.J. Choi,0.269,16.436,61
2010,29,0,10860,Justin Leonard,0.242,17.397,72
2010,30,0,21731,Freddie Jacobson,0.241,18.566,77
2010,31,0,21350,Ryuji Imada,0.24,20.127,84
2010,32,0,19846,Brian Gay,0.228,18.655,82
2010,32,0,1810,Phil Mickelson,0.228,12.972,57
2010,34,0,27060,John Mallinger,0.226,14.661,65
2010,35,0,22913,John Rollins,0.224,16.809,75
2010,36,0,24138,Ian Poulter,0.221,7.525,34
2010,37,0,20572,Rod Pampling,0.22,15.42,70
2010,38,0,8725,Tom Gillis,0.21,18.862,90
2010,39,0,6515,Shaun Micheel,0.205,10.846,53
2010,39,0,23800,Bryce Molder,0.205,14.981,73
2010,41,0,8385,Omar Uresti,0.202,12.342,61
2010,42,0,24361,Pat Perez,0.199,16.533,83
2010,43,0,1948,Tim Petrovic,0.195,18.293,94
2010,44,0,23718,Nathan Green,0.167,13.529,81
2010,44,0,33419,Cameron Tringale,0.167,7.522,45
2010,46,0,6251,Chris DiMarco,0.163,12.697,78
2010,47,0,26881,Jarrod Lyle,0.157,7.201,46
2010,48,0,29221,Webb Simpson,0.153,14.115,92
2010,49,0,24846,Ricky Barnes,0.149,12.342,83
2010,50,0,1116,Michael Bradley,0.147,10.024,68
2010,51,0,6567,Vijay Singh,0.145,8.289,57
2010,52,0,12602,Dean Wilson,0.139,6.519,47
2010,53,0,22293,Heath Slocum,0.134,9.786,73
2010,54,0,23613,Rich Barcelo,0.13,7.533,58
2010,55,0,20160,Charlie Wi,0.127,11.3,89
2010,56,0,1320,Bob Estes,0.123,8.754,71
2010,57,0,27770,Camilo Villegas,0.122,6.849,56
2010,58,0,6004,Stephen Ames,0.12,8.275,69
2010,59,0,26695,Michael Letzig,0.118,9.427,80
2010,60,0,27141,J.B. Holmes,0.113,9.946,88
2010,61,0,22621,Ben Curtis,0.11,7.228,66
2010,62,0,23623,Bo Van Pelt,0.107,9.308,87
2010,63,0,24912,Will MacKenzie,0.103,7.004,68
2010,64,0,27613,David Lutterus,0.1,5.576,56
2010,65,0,22378,Trevor Immelman,0.095,4.081,43
2010,66,0,1577,Lee Janzen,0.086,6.037,70
2010,67,0,27963,Chris Stroud,0.081,5.83,72
2010,68,0,10585,Scott McCarron,0.079,6.546,83
2010,69,0,20472,Alex Cejka,0.077,5.247,68
2010,70,0,26851,Marc Leishman,0.072,5.186,72
2010,71,0,20593,Greg Chalmers,0.07,6.109,87
2010,72,0,25345,Carl Pettersson,0.069,5.735,83
2010,73,0,23548,Bill Lunde,0.068,4.523,67
2010,73,0,24140,Sean O'Hair,0.068,4.392,65
2010,75,0,1766,Billy Mayfair,0.067,4.365,65
2010,76,0,25240,D.A. Points,0.066,5.193,79
2010,77,0,2206,David Toms,0.058,4.063,70
2010,78,0,7867,Woody Austin,0.056,4.636,83
2010,79,0,20498,Briny Baird,0.054,4.287,79
2010,80,0,28158,Steve Marino,0.053,3.329,63
2010,81,0,28620,Aron Price,0.051,3.145,62
2010,82,0,1313,Steve Elkington,0.049,2.871,59
2010,83,0,25632,Jimmy Walker,0.047,3.262,70
2010,84,0,23541,Ben Crane,0.046,3.064,66
2010,85,0,12782,Tim Herron,0.044,3.049,69
2010,86,0,6522,Ernie Els,0.043,2.352,55
2010,87,0,12510,Chad Campbell,0.042,3.433,81
2010,88,0,22046,Geoff Ogilvy,0.041,2.039,50
2010,89,0,23325,Vaughn Taylor,0.039,3.079,79
2010,90,0,20663,Brenden Pappas,0.03,1.639,55
2010,91,0,23409,James Driscoll,0.019,1.398,74
2010,91,0,1706,Davis Love III,0.019,1.269,66
2010,93,0,24490,George McNeill,0.018,1.236,70
2010,94,0,7363,Craig Bowden,0.013,0.626,48
2010,95,0,23673,Michael Connell,0.007,0.558,77
2010,96,0,24924,Bill Haas,0.005,0.39,75
2010,97,0,29910,Blake Adams,0.002,0.147,75
2010,98,0,23307,Roger Tambellini,0.0,-0.004,62
2010,99,0,28500,Martin Flores,-0.001,-0.051,64
2010,100,0,23135,Tim Clark,-0.003,-0.18,68
2010,101,0,12652,Cameron Beckman,-0.004,-0.255,59
2010,102,0,25686,Jason Dufner,-0.006,-0.395,69
2010,102,0,25900,Lucas Glover,-0.006,-0.365,59
2010,104,0,2239,Scott Verplank,-0.013,-0.738,56
2010,105,0,21753,Brian Davis,-0.015,-1.346,89
2010,105,0,12714,Chris Tidland,-0.015,-1.039,68
2010,107,0,7749,Brett Quigley,-0.016,-1.418,88
2010,108,0,20436,Garrett Willis,-0.022,-1.567,71
2010,109,0,28237,Rory McIlroy,-0.025,-1.014,40
2010,110,0,24502,Adam Scott,-0.027,-1.382,52
2010,111,0,10885,Robert Allenby,-0.031,-1.876,61
2010,111,0,1619,Skip Kendall,-0.031,-1.525,49
2010,113,0,27466,Spencer Levin,-0.034,-3.344,98
2010,114,0,27436,Graham DeLaet,-0.038,-2.851,76
2010,115,0,21209,Sergio Garcia,-0.046,-1.659,36
2010,116,0,27936,Martin Laird,-0.049,-3.884,79
2010,117,0,23353,J.J. Henry,-0.052,-4.1,79
2010,118,0,31560,Brian Stuard,-0.058,-4.152,71
2010,119,0,12716,Charley Hoffman,-0.065,-5.035,77
2010,120,0,28475,Jeff Overton,-0.074,-5.266,71
2010,121,0,6514,Kevin Johnson,-0.077,-3.781,49
2010,122,0,20645,John Senden,-0.078,-6.76,87
2010,123,0,27330,Josh Teater,-0.08,-7.373,92
2010,124,0,27797,Derek Lamely,-0.081,-5.153,64
2010,125,0,24663,Y.E. Yang,-0.083,-4.833,58
2010,126,0,20850,Daniel Chopra,-0.084,-5.657,67
2010,126,0,27933,John Merrick,-0.084,-7.697,92
2010,128,0,20378,Mathias Grönberg,-0.085,-4.246,50
2010,129,0,26596,Ryan Moore,-0.091,-5.531,61
2010,130,0,24507,Jason Bohn,-0.103,-7.643,74
2010,131,0,26420,Richard Johnson,-0.104,-7.568,73
2010,132,0,1797,Rocco Mediate,-0.107,-6.553,61
2010,133,0,20070,Matt Bettencourt,-0.111,-7.785,70
2010,133,0,25364,Paul Casey,-0.111,-4.899,44
2010,133,0,20229,Stewart Cink,-0.111,-7.228,65
2010,133,0,1945,Kenny Perry,-0.111,-6.209,56
2010,137,0,24781,Hunter Mahan,-0.115,-7.708,67
2010,138,0,6621,Joe Durant,-0.118,-6.739,57
2010,139,0,23638,Brendon de Jonge,-0.125,-11.332,91
2010,140,0,12755,Vance Veazey,-0.128,-6.161,48
2010,140,0,26951,Johnson Wagner,-0.128,-9.482,74
2010,142,0,24024,Zach Johnson,-0.129,-9.69,75
2010,143,0,12705,Cliff Kresge,-0.136,-6.134,45
2010,144,0,32102,Rickie Fowler,-0.138,-11.481,83
2010,145,0,21949,Joe Ogilvie,-0.142,-12.216,86
2010,145,0,25818,Scott Piercy,-0.142,-11.499,81
2010,147,0,27302,Garth Mulroy,-0.154,-6.481,42
2010,148,0,27214,Kevin Streelman,-0.155,-12.413,80
2010,149,0,8375,Paul Stankowski,-0.16,-8.47,53
2010,150,0,6643,Paul Goydos,-0.162,-10.701,66
2010,150,0,26289,Boo Weekley,-0.162,-11.972,74
2010,152,0,25804,Bubba Watson,-0.168,-11.243,67
2010,153,0,20848,Ángel Cabrera,-0.17,-8.667,51
2010,154,0,30925,Dustin Johnson,-0.179,-11.26,63
2010,154,0,23788,D.J. Trahan,-0.179,-14.661,82
2010,156,0,25562,Andres Romero,-0.184,-13.236,72
2010,157,0,28307,Matt Every,-0.185,-9.411,51
2010,157,0,25892,Steve Wheatcroft,-0.185,-10.724,58
2010,159,0,30946,Alex Prugh,-0.197,-15.799,80
2010,160,0,11123,Chris Couch,-0.199,-11.767,59
2010,161,0,20691,Greg Owen,-0.205,-12.694,62
2010,162,0,22056,Cameron Percy,-0.206,-12.174,59
2010,163,0,20574,Mathew Goggin,-0.209,-15.903,76
2010,164,0,28087,Kris Blanks,-0.21,-15.548,74
2010,165,0,10425,Jay Williamson,-0.219,-13.386,61
2010,166,0,26392,Chris Wilson,-0.221,-11.489,52
2010,167,0,25190,Jeff Quinney,-0.232,-18.583,80
2010,168,0,9011,David Duval,-0.245,-13.71,56
2010,169,0,20105,Jeff Gove,-0.248,-10.921,44
2010,170,0,26287,Roland Thatcher,-0.253,-17.193,68
2010,171,0,21959,Ted Purdy,-0.256,-19.172,75
2010,172,0,26301,James Nitties,-0.258,-20.911,81
2010,173,0,27120,Troy Matteson,-0.269,-21.009,78
2010,174,0,23322,Brett Wetterich,-0.291,-15.433,53
2010,175,0,1249,John Daly,-0.298,-13.984,47
2010,176,0,26679,Kevin Stadler,-0.301,-21.693,72
2010,177,0,27095,Nick Watney,-0.304,-20.961,69
2010,178,0,1161,Mark Calcavecchia,-0.311,-10.273,33
2010,179,0,23320,Ryan Palmer,-0.324,-23.007,71
2010,180,0,32640,Troy Merritt,-0.326,-25.139,77
2010,181,0,28780,Nicholas Thompson,-0.331,-25.462,77
2010,182,0,32617,Jerod Turner,-0.353,-14.124,40
2010,183,0,22122,Andrew McLardy,-0.375,-16.495,44
2010,184,0,23349,Charles Warren,-0.387,-21.299,55
2010,185,0,6012,Greg Kraft,-0.408,-15.915,39
2010,186,0,24227,Justin Bolli,-0.423,-17.764,42
2010,187,0,1724,Jeff Maggert,-0.447,-28.176,63
2010,188,0,29285,Brent Delahoussaye,-0.465,-21.878,47
2010,189,0,22946,Henrik Bjornstad,-0.49,-28.91,59
2010,190,0,1329,Brad Faxon,-0.553,-26.537,48
2010,191,0,1707,Steve Lowery,-0.607,-34.009,56
2010,192,0,24358,Robert Garrigus,-0.845,-51.561,61
2019,1,0,33948,Byeong Hun An,0.631,38.504,61
2019,2,0,34021,Bud Cauley,0.577,42.673,74
2019,3,0,27649,Brandt Snedeker,0.48,38.408,80
2019,4,0,22371,Aaron Baddeley,0.46,19.309,42
2019,5,0,36799,Stephan Jaeger,0.365,20.783,57
2019,6,0,35450,Patrick Cantlay,0.356,20.291,57
2019,7,0,25396,Kevin Na,0.355,15.617,44
2019,8,0,26300,Matt Jones,0.352,23.225,66
2019,8,0,33448,Justin Thomas,0.352,19.729,56
2019,10,0,24502,Adam Scott,0.351,15.457,44
2019,11,0,24924,Bill Haas,0.35,21.342,61
