YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,TOTAL PAR 5 HOLES,TOTAL HOLE OUTS
2013,91,0,32334,Charlie Beljan,4,201,1
2013,91,0,20229,Stewart Cink,4,226,1
2013,91,0,21753,Brian Davis,4,290,2
2013,91,0,34099,Harris English,4,293,0
2013,91,0,31557,Jim Herman,4,167,1
2013,91,0,25444,Justin Hicks,4,239,0
2013,91,0,33461,Morgan Hoffmann,4,188,0
2013,91,0,29420,Billy Horschel,4,301,0
2013,91,0,21731,Freddie Jacobson,4,177,0
2013,91,0,6573,Brandt Jobe,4,180,0
2013,91,0,30711,Colt Knost,4,210,1
2013,91,0,34261,Scott Langley,4,238,0
2013,91,0,34409,David Lingmerth,4,220,1
2013,91,0,1724,Jeff Maggert,4,194,1
2013,91,0,24781,Hunter Mahan,4,270,1
2013,91,0,23320,Ryan Palmer,4,237,1
2013,91,0,20443,Jin Park,4,162,2
2013,91,0,24361,Pat Perez,4,229,1
2013,91,0,24502,Adam Scott,4,184,0
2013,91,0,22295,Darron Stiles,4,153,2
2013,91,0,27330,Josh Teater,4,267,0
2013,91,0,2206,David Toms,4,142,1
2013,91,0,20160,Charlie Wi,4,225,1
2013,91,0,28310,Lee Williams,4,194,2
2013,117,0,20098,Stuart Appleby,3,267,1
2013,117,0,24846,Ricky Barnes,3,220,1
2013,117,0,23135,Tim Clark,3,178,0
2013,117,0,28455,Will Claxton,3,205,1
2013,117,0,23541,Ben Crane,3,174,1
2013,117,0,23409,James Driscoll,3,241,0
2013,117,0,20104,Ken Duke,3,266,0
2013,117,0,37273,Derek Ernst,3,182,1
2013,117,0,1320,Bob Estes,3,209,0
2013,117,0,8725,Tom Gillis,3,195,2
2013,117,0,28679,Fabián Gómez,3,212,1
2013,117,0,35539,Luke Guthrie,3,265,2
2013,117,0,22792,Peter Hanson,3,122,1
2013,117,0,20766,Padraig Harrington,3,145,0
2013,117,0,12782,Tim Herron,3,140,0
2013,117,0,26851,Marc Leishman,3,230,0
2013,117,0,21099,David Lynn,3,229,0
2013,117,0,29289,S.Y. Noh,3,218,0
2013,117,0,30163,Henrik Norlander,3,217,0
2013,117,0,28475,Jeff Overton,3,249,0
2013,117,0,25345,Carl Pettersson,3,249,0
2013,117,0,26476,Chez Reavie,3,221,0
2013,117,0,22913,John Rollins,3,232,0
2013,117,0,22405,Justin Rose,3,178,1
2013,117,0,26331,Charl Schwartzel,3,204,1
2013,117,0,27963,Chris Stroud,3,287,1
2013,117,0,23788,D.J. Trahan,3,145,0
2013,117,0,26951,Johnson Wagner,3,195,1
2013,117,0,21878,Mark Wilson,3,161,0
2013,146,0,10885,Robert Allenby,2,185,1
2013,146,0,27895,Jonas Blixt,2,229,0
2013,146,0,25274,Steven Bowditch,2,205,0
2013,146,0,20848,Ángel Cabrera,2,228,1
2013,146,0,24357,K.J. Choi,2,262,0
2013,146,0,10809,Jim Furyk,2,249,1
2013,146,0,30750,Tommy Gainey,2,255,1
2013,146,0,19846,Brian Gay,2,238,1
2013,146,0,35139,Richard Lee,2,257,0
2013,146,0,22961,David Mathis,2,209,1
2013,146,0,25572,Graeme McDowell,2,148,0
2013,146,0,33869,Eric Meierdierks,2,154,1
2013,146,0,22046,Geoff Ogilvy,2,189,1
2013,146,0,25240,D.A. Points,2,275,1
2013,146,0,24138,Ian Poulter,2,158,0
2013,146,0,20645,John Senden,2,252,0
2013,146,0,33418,Shawn Stefani,2,191,0
2013,146,0,20396,Lee Westwood,2,215,1
2013,146,0,24663,Y.E. Yang,2,164,0
2013,165,0,24227,Justin Bolli,1,180,1
2013,165,0,22621,Ben Curtis,1,182,0
2013,165,0,25686,Jason Dufner,1,226,0
2013,165,0,10213,Dicky Pride,1,206,1
2013,165,0,6567,Vijay Singh,1,189,0
2013,165,0,23325,Vaughn Taylor,1,142,0
2013,165,0,10423,Mike Weir,1,188,0
2013,165,0,26497,Casey Wittenberg,1,224,0
2014,1,0,25274,Steven Bowditch,14,283,3
2014,1,0,29420,Billy Horschel,14,296,2
2014,3,0,26300,Matt Jones,13,271,1
2014,4,0,27644,Brian Harman,11,328,0
2014,4,0,26851,Marc Leishman,11,244,0
2014,4,0,24912,Will MacKenzie,11,262,2
2014,4,0,34360,Patrick Reed,11,272,1
2014,4,0,28780,Nicholas Thompson,11,258,1
2014,4,0,25804,Bubba Watson,11,228,1
2014,10,0,20229,Stewart Cink,10,295,1
2014,10,0,21961,Charles Howell III,10,326,4
2014,10,0,23320,Ryan Palmer,10,257,3
2014,10,0,22405,Justin Rose,10,224,1
2014,14,0,21753,Brian Davis,9,293,4
2014,14,0,32448,James Hahn,9,234,3
2014,14,0,27936,Martin Laird,9,204,1
2014,14,0,27933,John Merrick,9,278,2
2014,14,0,25396,Kevin Na,9,292,1
2014,14,0,25562,Andres Romero,9,231,1
2014,14,0,26679,Kevin Stadler,9,280,1
2014,14,0,25834,Daniel Summerhays,9,314,2
2014,14,0,23623,Bo Van Pelt,9,266,2
2014,23,0,32334,Charlie Beljan,8,220,0
2014,23,0,34099,Harris English,8,276,1
2014,23,0,24924,Bill Haas,8,341,0
2014,23,0,22378,Trevor Immelman,8,247,4
2014,23,0,30925,Dustin Johnson,8,180,2
2014,23,0,33122,Russell Knox,8,282,1
2014,23,0,28237,Rory McIlroy,8,204,0
2014,23,0,26596,Ryan Moore,8,272,2
2014,23,0,29289,S.Y. Noh,8,282,2
2014,23,0,25345,Carl Pettersson,8,267,1
2014,23,0,28486,Michael Putnam,8,314,1
2014,23,0,24502,Adam Scott,8,204,0
2014,23,0,29518,Brendan Steele,8,281,1
2014,23,0,33419,Cameron Tringale,8,353,4
2014,37,0,28259,Sangmoon Bae,7,247,0
2014,37,0,24494,Erik Compton,7,276,2
2014,37,0,24358,Robert Garrigus,7,255,1
2014,37,0,35539,Luke Guthrie,7,257,1
2014,37,0,33461,Morgan Hoffmann,7,297,1
2014,37,0,30926,Chris Kirk,7,320,0
2014,37,0,36689,Brooks Koepka,7,168,0
2014,37,0,32839,Hideki Matsuyama,7,248,0
2014,37,0,24490,George McNeill,7,241,0
2014,37,0,22046,Geoff Ogilvy,7,248,1
2014,37,0,23621,Rory Sabbatini,7,252,0
2014,37,0,20645,John Senden,7,298,2
2014,37,0,30692,Scott Stallings,7,246,0
2014,37,0,33418,Shawn Stefani,7,180,1
2014,37,0,31323,Gary Woodland,7,302,2
2014,52,0,24846,Ricky Barnes,6,261,0
2014,52,0,25364,Paul Casey,6,170,0
2014,52,0,32200,Roberto Castro,6,240,3
2014,52,0,32366,Kevin Chappell,6,310,1
2014,52,0,24357,K.J. Choi,6,259,0
2014,52,0,23638,Brendon de Jonge,6,333,1
2014,52,0,27436,Graham DeLaet,6,246,1
2014,52,0,23409,James Driscoll,6,222,3
2014,52,0,28307,Matt Every,6,259,1
2014,52,0,28500,Martin Flores,6,277,2
2014,52,0,30852,Ryo Ishikawa,6,248,1
2014,52,0,30944,Jason Kokrak,6,211,2
2014,52,0,1706,Davis Love III,6,224,0
2014,52,0,33413,Ben Martin,6,261,4
2014,52,0,28475,Jeff Overton,6,228,2
2014,52,0,26331,Charl Schwartzel,6,188,0
2014,52,0,29221,Webb Simpson,6,250,1
2014,52,0,27649,Brandt Snedeker,6,278,1
2014,52,0,34431,Robert Streb,6,214,2
2014,52,0,34264,Hudson Swafford,6,210,0
2014,52,0,30927,Brendon Todd,6,324,1
2014,52,0,26951,Johnson Wagner,6,192,1
2014,74,0,24507,Jason Bohn,5,250,2
2014,74,0,29479,Scott Brown,5,319,2
2014,74,0,25686,Jason Dufner,5,174,1
2014,74,0,37273,Derek Ernst,5,239,2
2014,74,0,29535,Brice Garnett,5,262,1
2014,74,0,25900,Lucas Glover,5,221,0
2014,74,0,31557,Jim Herman,5,183,1
2014,74,0,27408,Martin Kaymer,5,196,1
2014,74,0,23108,Matt Kuchar,5,262,0
2014,74,0,31202,William McGirt,5,282,0
2014,74,0,24361,Pat Perez,5,275,1
2014,74,0,27214,Kevin Streelman,5,256,1
2014,74,0,27770,Camilo Villegas,5,290,0
2014,74,0,20160,Charlie Wi,5,210,1
2014,74,0,34265,Will Wilcox,5,145,1
2014,74,0,25349,Tim Wilkinson,5,240,2
2014,90,0,6522,Ernie Els,4,254,0
2014,90,0,10809,Jim Furyk,4,252,2
2014,90,0,30750,Tommy Gainey,4,205,0
2014,90,0,34098,Russell Henley,4,284,1
2014,90,0,23353,J.J. Henry,4,260,1
2014,90,0,34174,John Huh,4,256,0
2014,90,0,29222,Billy Hurley III,4,249,3
2014,90,0,21731,Freddie Jacobson,4,285,0
2014,90,0,24024,Zach Johnson,4,286,0
2014,90,0,34409,David Lingmerth,4,238,2
2014,90,0,35300,Andrew Loupe,4,187,1
2014,90,0,25572,Graeme McDowell,4,188,1
2014,90,0,1810,Phil Mickelson,4,237,0
2014,90,0,23800,Bryce Molder,4,234,2
2014,90,0,24140,Sean O'Hair,4,235,2
2014,90,0,24138,Ian Poulter,4,184,0
2014,90,0,27064,Jhonattan Vegas,4,228,0
2014,90,0,25632,Jimmy Walker,4,302,0
2014,90,0,27095,Nick Watney,4,238,0
2014,90,0,21878,Mark Wilson,4,189,1
2014,90,0,24663,Y.E. Yang,4,243,0
2014,111,0,33141,Keegan Bradley,3,284,0
2014,111,0,24925,Jonathan Byrd,3,222,1
2014,111,0,20848,Ángel Cabrera,3,203,0
2014,111,0,12510,Chad Campbell,3,152,0
2014,111,0,20104,Ken Duke,3,234,0
2014,111,0,32102,Rickie Fowler,3,274,0
2014,111,0,34563,Chesson Hadley,3,262,2
2014,111,0,25444,Justin Hicks,3,310,1
2014,111,0,12716,Charley Hoffman,3,306,0
2014,111,0,8075,Jerry Kelly,3,242,0
2014,111,0,34261,Scott Langley,3,284,0
2014,111,0,35139,Richard Lee,3,257,1
2014,111,0,29461,Jamie Lovemark,3,181,0
2014,111,0,32640,Troy Merritt,3,177,1
2014,111,0,31193,Jim Renner,3,177,1
2014,111,0,35732,Wes Roach,3,193,0
2014,111,0,34046,Jordan Spieth,3,314,0
2014,111,0,30110,Kyle Stanley,3,256,1
2014,111,0,31560,Brian Stuard,3,265,0
2014,111,0,29425,Andrew Svoboda,3,234,0
2014,111,0,32150,Michael Thompson,3,248,0
2014,111,0,28132,Tyrone Van Aswegen,3,234,0
2014,133,0,10885,Robert Allenby,2,239,0
2014,133,0,20098,Stuart Appleby,2,273,1
2014,133,0,22371,Aaron Baddeley,2,225,0
2014,133,0,20498,Briny Baird,2,157,0
2014,133,0,34021,Bud Cauley,2,169,1
2014,133,0,23135,Tim Clark,2,206,0
2014,133,0,23541,Ben Crane,2,241,0
2014,133,0,22621,Ben Curtis,2,225,0
2014,133,0,23983,Luke Donald,2,186,1
2014,133,0,25191,Gonzalo Fernandez-Castaño,2,248,1
2014,133,0,21209,Sergio Garcia,2,176,0
2014,133,0,19846,Brian Gay,2,247,0
2014,133,0,20157,Retief Goosen,2,273,1
2014,133,0,26956,Bronson La'Cassie,2,151,0
2014,133,0,28092,D.H. Lee,2,156,0
2014,133,0,29926,Danny Lee,2,241,0
2014,133,0,24781,Hunter Mahan,2,270,0
2014,133,0,26329,Louis Oosthuizen,2,144,0
2014,133,0,35541,John Peterson,2,183,0
2014,133,0,27556,Ted Potter Jr.,2,207,1
2014,133,0,6567,Vijay Singh,2,248,0
2014,133,0,22293,Heath Slocum,2,191,0
2014,133,0,21528,Henrik Stenson,2,176,0
2014,133,0,27963,Chris Stroud,2,271,0
2014,133,0,27330,Josh Teater,2,272,0
2014,133,0,2206,David Toms,2,182,0
2014,133,0,32333,Kevin Tway,2,179,1
2014,133,0,26289,Boo Weekley,2,217,0
2014,133,0,10423,Mike Weir,2,203,0
2014,133,0,20396,Lee Westwood,2,186,0
2014,163,0,7867,Woody Austin,1,182,0
2014,163,0,27895,Jonas Blixt,1,211,0
2014,163,0,20593,Greg Chalmers,1,249,1
2014,163,0,25720,Chad Collins,1,229,0
2014,163,0,28089,Jason Day,1,148,0
2014,163,0,29740,Brad Fritsch,1,144,0
2014,163,0,26758,David Hearn,1,309,0
2014,163,0,27141,J.B. Holmes,1,278,0
2014,163,0,29478,Kevin Kisner,1,262,0
2014,163,0,10860,Justin Leonard,1,229,0
2014,163,0,27466,Spencer Levin,1,176,1
2014,163,0,1724,Jeff Maggert,1,162,0
2014,163,0,25240,D.A. Points,1,236,0
2014,163,0,22913,John Rollins,1,243,0
2022,1,0,36699,Patrick Rodgers,18,278,4
2022,2,0,46442,Maverick McNealy,17,282,3
2022,3,0,39971,Sungjae Im,16,274,6
2022,4,0,46402,Talor Gooch,15,224,3
2022,5,0,36326,David Lipsky,14,290,4
2022,6,0,54628,Lee Hodges,12,290,4
2022,6,0,36799,Stephan Jaeger,12,266,5
2022,6,0,30926,Chris Kirk,12,264,1
2022,6,0,33448,Justin Thomas,12,234,1
2022,6,0,27064,Jhonattan Vegas,12,252,2
2022,11,0,51766,Wyndham Clark,11,316,1
2022,11,0,46601,Trey Mullinax,11,268,2
2022,11,0,28252,Seamus Power,11,240,2
2022,11,0,47995,Davis Riley,11,288,3
2022,11,0,37275,Sam Ryder,11,278,5
2022,11,0,51634,Sahith Theegala,11,366,2
2022,11,0,33419,Cameron Tringale,11,300,2
2022,11,0,49964,Aaron Wise,11,262,1
2022,11,0,31323,Gary Woodland,11,222,0
2022,20,0,55708,Hayden Buckley,10,294,1
2022,20,0,45157,Cam Davis,10,254,2
2022,20,0,45609,Tyler Duncan,10,269,3
2022,20,0,49298,Kramer Hickok,10,286,1
2022,20,0,53165,Doc Redman,10,266,1
2022,20,0,24502,Adam Scott,10,218,1
2022,20,0,34046,Jordan Spieth,10,228,4
2022,27,0,35450,Patrick Cantlay,9,208,2
2022,27,0,31646,Emiliano Grillo,9,272,2
2022,27,0,34098,Russell Henley,9,232,3
2022,27,0,39977,Max Homa,9,254,2
2022,27,0,32757,Patton Kizzire,9,292,1
2022,27,0,32791,K.H. Lee,9,288,3
2022,27,0,32839,Hideki Matsuyama,9,225,0
2022,27,0,28237,Rory McIlroy,9,176,2
2022,27,0,32640,Troy Merritt,9,286,2
2022,27,0,48822,Sebastián Muñoz,9,256,0
2022,27,0,45486,Joaquin Niemann,9,240,3
2022,27,0,25818,Scott Piercy,9,246,2
2022,27,0,49771,J.T. Poston,9,256,1
2022,27,0,34256,Andrew Putnam,9,286,2
2022,27,0,46046,Scottie Scheffler,9,254,3
2022,27,0,30692,Scott Stallings,9,306,2
2022,27,0,48699,Callum Tarren,9,217,0
2022,44,0,33141,Keegan Bradley,8,248,2
2022,44,0,29970,Dylan Frittelli,8,290,4
2022,44,0,32662,Michael Gligic,8,236,1
2022,44,0,33122,Russell Knox,8,274,4
2022,44,0,46414,Aaron Rai,8,274,0
2022,44,0,47856,Seth Reeves,8,232,0
2022,44,0,23621,Rory Sabbatini,8,164,2
2022,44,0,46340,Alex Smalley,8,296,4
2022,44,0,34431,Robert Streb,8,258,2
2022,44,0,34264,Hudson Swafford,8,218,0
2022,44,0,51894,Vince Whaley,8,280,2
2022,55,0,48084,Wesley Bryan,7,162,4
2022,55,0,52372,Cameron Champ,7,200,2
2022,55,0,39997,Corey Conners,7,260,2
2022,55,0,40098,Matt Fitzpatrick,7,206,0
2022,55,0,52375,Doug Ghim,7,270,1
2022,55,0,32448,James Hahn,7,224,1
2022,55,0,27644,Brian Harman,7,256,1
2022,55,0,34363,Tyrrell Hatton,7,188,1
2022,55,0,33597,Harry Higgs,7,250,2
2022,55,0,35532,Tom Hoge,7,304,2
2022,55,0,29420,Billy Horschel,7,202,1
2022,55,0,26300,Matt Jones,7,200,2
2022,55,0,47993,Denny McCarthy,7,302,1
2022,55,0,40250,Taylor Pendrith,7,232,1
2022,55,0,22056,Cameron Percy,7,148,1
2022,55,0,47529,Mito Pereira,7,276,3
2022,55,0,46970,Jon Rahm,7,224,0
2022,55,0,26476,Chez Reavie,7,266,2
2022,55,0,48081,Xander Schauffele,7,220,2
2022,55,0,29221,Webb Simpson,7,172,3
2022,55,0,35891,Cameron Smith,7,184,1
2022,55,0,40115,Adam Svensson,7,320,2
2022,55,0,37189,Harold Varner III,7,213,1
2022,78,0,37212,Paul Barjon,6,234,1
2022,78,0,45522,Christiaan Bezuidenhout,6,240,1
2022,78,0,47504,Sam Burns,6,244,1
2022,78,0,29725,Tony Finau,6,260,2
2022,78,0,24980,Scott Gutschewski,6,194,2
2022,78,0,47988,Nick Hardy,6,188,1
2022,78,0,36801,Mark Hubbard,6,212,2
2022,78,0,35506,Mackenzie Hughes,6,248,0
2022,78,0,29478,Kevin Kisner,6,204,2
2022,78,0,30944,Jason Kokrak,6,190,0
2022,78,0,29926,Danny Lee,6,166,1
2022,78,0,26851,Marc Leishman,6,226,0
2022,78,0,27129,Luke List,6,252,1
2022,78,0,33204,Shane Lowry,6,172,0
2022,78,0,39546,Keith Mitchell,6,256,0
2022,78,0,50525,Collin Morikawa,6,178,0
2022,78,0,23320,Ryan Palmer,6,204,0
2022,78,0,22405,Justin Rose,6,166,1
2022,78,0,27139,David Skinns,6,220,2
2022,78,0,50095,Austin Smotherman,6,258,2
2022,78,0,10381,Curtis Thompson,6,218,0
2022,78,0,32150,Michael Thompson,6,270,1
2022,78,0,35617,Martin Trainer,6,252,0
2022,78,0,27095,Nick Watney,6,246,1
2022,78,0,45540,Jared Wolfe,6,196,1
2022,78,0,52374,Brandon Wu,6,244,1
2022,78,0,57366,Cameron Young,6,246,0
2022,105,0,45526,Abraham Ancer,5,186,2
2022,105,0,32366,Kevin Chappell,5,184,1
2022,105,0,20229,Stewart Cink,5,226,2
2022,105,0,46435,Austin Cook,5,234,2
2022,105,0,29974,Branden Grace,5,170,2
2022,105,0,46550,Brandon Hagy,5,267,2
2022,105,0,33490,Bo Hoag,5,160,2
2022,105,0,35461,Beau Hossler,5,216,0
2022,105,0,34174,John Huh,5,234,0
2022,105,0,27974,Sung Kang,5,271,1
2022,105,0,37455,Si Woo Kim,5,314,2
2022,105,0,48117,Kurt Kitayama,5,222,0
2022,105,0,32816,Satoshi Kodaira,5,157,0
2022,105,0,36884,Ben Kohles,5,208,1
2022,105,0,27936,Martin Laird,5,206,1
2022,105,0,28775,Nate Lashley,5,260,1
2022,105,0,30163,Henrik Norlander,5,230,0
2022,105,0,51997,Andrew Novak,5,250,2
2022,105,0,33667,Carlos Ortiz,5,208,2
2022,105,0,34610,Matthias Schwab,5,216,0
2022,105,0,27649,Brandt Snedeker,5,192,0
2022,105,0,39324,J.J. Spaun,5,310,2
2022,105,0,27214,Kevin Streelman,5,288,2
2022,105,0,32333,Kevin Tway,5,242,1
2022,105,0,28114,Dawie van der Walt,5,208,1
2022,105,0,47128,Richy Werenski,5,210,2
2022,105,0,54783,Dylan Wu,5,218,0
2022,105,0,47483,Will Zalatoris,5,244,3
2022,133,0,30978,Kiradech Aphibarnrat,4,178,0
2022,133,0,32102,Rickie Fowler,4,210,0
2022,133,0,25900,Lucas Glover,4,288,0
2022,133,0,24924,Bill Haas,4,292,0
2022,133,0,33399,Adam Hadwin,4,294,1
2022,133,0,46717,Viktor Hovland,4,216,1
2022,133,0,36852,Jim Knous,4,170,0
2022,133,0,36689,Brooks Koepka,4,142,1
2022,133,0,35879,Kelly Kraft,4,222,1
2022,133,0,23108,Matt Kuchar,4,224,3
2022,133,0,31420,Anirban Lahiri,4,228,1
2022,133,0,35449,Adam Long,4,280,2
2022,133,0,40162,Justin Lower,4,236,0
2022,133,0,34466,Peter Malnati,4,334,1
2022,133,0,36871,Matthew NeSmith,4,280,0
2022,133,0,47983,Chad Ramey,4,234,1
2022,133,0,47347,Adam Schenk,4,283,1
2022,133,0,29518,Brendan Steele,4,230,3
2022,133,0,25493,Nick Taylor,4,282,1
2022,133,0,40006,Erik van Rooyen,4,152,1
2022,133,0,48887,Matt Wallace,4,178,0
2022,154,0,27895,Jonas Blixt,3,162,0
2022,154,0,34255,Joseph Bramlett,3,264,1
2022,154,0,24925,Jonathan Byrd,3,190,1
2022,154,0,34076,Joel Dahmen,3,256,1
2022,154,0,28089,Jason Day,3,192,0
2022,154,0,35110,Brett Drewitt,3,186,1
2022,154,0,30911,Tommy Fleetwood,3,172,1
2022,154,0,35310,Lanto Griffin,3,262,0
2022,154,0,34563,Chesson Hadley,3,266,2
2022,154,0,39058,Lucas Herbert,3,166,1
2022,154,0,12716,Charley Hoffman,3,222,1
2022,154,0,24024,Zach Johnson,3,194,2
2022,154,0,49766,Hank Lebioda,3,260,1
2022,154,0,25198,Francesco Molinari,3,171,0
2022,154,0,27349,Alex Noren,3,208,0
2022,154,0,29908,C.T. Pan,3,262,1
2022,154,0,39953,Chase Seiffert,3,162,2
2022,154,0,51890,Greyson Sigg,3,298,0
2022,154,0,49960,Sepp Straka,3,296,1
2022,154,0,27770,Camilo Villegas,3,228,1
2022,154,0,56278,Matthew Wolff,3,152,0
2022,175,0,23983,Luke Donald,2,206,1
2022,175,0,25686,Jason Dufner,2,164,0
2022,175,0,29535,Brice Garnett,2,268,0
2022,175,0,31557,Jim Herman,2,166,1
2022,175,0,54421,Garrick Higgo,2,176,0
2022,175,0,51950,Max McGreevy,2,232,0
2022,175,0,49947,Taylor Moore,2,272,0
2022,175,0,29289,S.Y. Noh,2,229,0
2022,175,0,24361,Pat Perez,2,221,1
2022,175,0,34360,Patrick Reed,2,224,1
2022,175,0,33486,Roger Sloan,2,233,0
2022,175,0,31560,Brian Stuard,2,288,2
2022,175,0,30927,Brendon Todd,2,258,0
2022,188,0,19803,Ryan Armour,1,156,0
2022,188,0,39436,Joshua Creel,1,154,0
2022,188,0,24138,Ian Poulter,1,136,1
2022,188,0,32139,Danny Willett,1,198,0
2024,1,0,54591,Ben Griffin,17,365,3
2024,1,0,51696,Rico Hoey,17,294,7
2024,3,0,51766,Wyndham Clark,16,230,2
2024,4,0,52955,Ludvig Åberg,15,242,1
2024,4,0,47504,Sam Burns,15,246,4
2024,4,0,32791,K.H. Lee,15,262,1
2024,4,0,40006,Erik van Rooyen,15,268,4
2024,8,0,50188,S.H. Kim,14,344,4
2024,8,0,40115,Adam Svensson,14,332,3
2024,10,0,32366,Kevin Chappell,13,188,2
2024,10,0,47591,Eric Cole,13,356,4
2024,10,0,35310,Lanto Griffin,13,252,3
2024,10,0,36801,Mark Hubbard,13,322,3
2024,10,0,27129,Luke List,13,254,1
2024,10,0,48867,Matti Schmid,13,274,3
2024,10,0,55893,Sam Stevens,13,336,4
2024,10,0,48699,Callum Tarren,13,242,1
2024,10,0,55454,Carl Yuan,13,225,3
2024,19,0,52372,Cameron Champ,12,199,2
2024,19,0,39997,Corey Conners,12,276,1
2024,19,0,34099,Harris English,12,294,1
2024,19,0,52375,Doug Ghim,12,308,3
2024,19,0,35532,Tom Hoge,12,338,2
2024,19,0,35506,Mackenzie Hughes,12,300,4
2024,19,0,36326,David Lipsky,12,240,3
2024,19,0,46442,Maverick McNealy,12,301,3
2024,19,0,46340,Alex Smalley,12,266,3
2024,28,0,37212,Paul Barjon,11,195,0
2024,28,0,34255,Joseph Bramlett,11,280,2
2024,28,0,51349,Nico Echavarria,11,298,3
2024,28,0,29725,Tony Finau,11,270,4
