YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,LOW RND
2013,1,0,10809,Jim Furyk,59
2013,2,0,12716,Charley Hoffman,61
2013,2,0,25818,Scott Piercy,61
2013,2,0,8793,Tiger Woods,61
2013,5,0,34099,Harris English,62
2013,5,0,28307,Matt Every,62
2013,5,0,25900,Lucas Glover,62
2013,5,0,32448,James Hahn,62
2013,5,0,34174,John Huh,62
2013,5,0,34261,Scott Langley,62
2013,5,0,34409,David Lingmerth,62
2013,5,0,1766,Billy Mayfair,62
2013,5,0,25834,Daniel Summerhays,62
2013,5,0,2206,David Toms,62
2013,15,0,29479,Scott Brown,63
2013,15,0,34021,Bud Cauley,63
2013,15,0,23135,Tim Clark,63
2013,15,0,21753,Brian Davis,63
2013,15,0,25686,Jason Dufner,63
2013,15,0,28500,Martin Flores,63
2013,15,0,19846,Brian Gay,63
2013,15,0,34098,Russell Henley,63
2013,15,0,23108,Matt Kuchar,63
2013,15,0,27936,Martin Laird,63
2013,15,0,22913,John Rollins,63
2013,15,0,29221,Webb Simpson,63
2013,15,0,27649,Brandt Snedeker,63
2013,15,0,21528,Henrik Stenson,63
2013,15,0,6527,Steve Stricker,63
2013,15,0,25804,Bubba Watson,63
2013,15,0,26289,Boo Weekley,63
2013,15,0,20160,Charlie Wi,63
2013,33,0,33120,Mark Anderson,64
2013,33,0,20070,Matt Bettencourt,64
2013,33,0,20593,Greg Chalmers,64
2013,33,0,23541,Ben Crane,64
2013,33,0,27436,Graham DeLaet,64
2013,33,0,27896,Ross Fisher,64
2013,33,0,29720,Andres Gonzales,64
2013,33,0,35539,Luke Guthrie,64
2013,33,0,24924,Bill Haas,64
2013,33,0,26758,David Hearn,64
2013,33,0,29420,Billy Horschel,64
2013,33,0,21961,Charles Howell III,64
2013,33,0,22378,Trevor Immelman,64
2013,33,0,30926,Chris Kirk,64
2013,33,0,22806,Doug LaBelle II,64
2013,33,0,1724,Jeff Maggert,64
2013,33,0,24781,Hunter Mahan,64
2013,33,0,28237,Rory McIlroy,64
2013,33,0,1810,Phil Mickelson,64
2013,33,0,28475,Jeff Overton,64
2013,33,0,35541,John Peterson,64
2013,33,0,34360,Patrick Reed,64
2013,33,0,26331,Charl Schwartzel,64
2013,33,0,24502,Adam Scott,64
2013,33,0,34046,Jordan Spieth,64
2013,33,0,29518,Brendan Steele,64
2013,33,0,28780,Nicholas Thompson,64
2013,33,0,30927,Brendon Todd,64
2013,33,0,27770,Camilo Villegas,64
2013,33,0,26951,Johnson Wagner,64
2013,33,0,25632,Jimmy Walker,64
2013,33,0,27095,Nick Watney,64
2013,33,0,31323,Gary Woodland,64
2013,66,0,6004,Stephen Ames,65
2013,66,0,7867,Woody Austin,65
2013,66,0,24846,Ricky Barnes,65
2013,66,0,24227,Justin Bolli,65
2013,66,0,25274,Steven Bowditch,65
2013,66,0,1116,Michael Bradley,65
2013,66,0,32200,Roberto Castro,65
2013,66,0,24357,K.J. Choi,65
2013,66,0,20104,Ken Duke,65
2013,66,0,39412,Zack Fischer,65
2013,66,0,32102,Rickie Fowler,65
2013,66,0,21209,Sergio Garcia,65
2013,66,0,24399,Scott Gardiner,65
2013,66,0,28679,Fabián Gómez,65
2013,66,0,27644,Brian Harman,65
2013,66,0,23353,J.J. Henry,65
2013,66,0,25444,Justin Hicks,65
2013,66,0,33461,Morgan Hoffmann,65
2013,66,0,21350,Ryuji Imada,65
2013,66,0,21731,Freddie Jacobson,65
2013,66,0,30925,Dustin Johnson,65
2013,66,0,24024,Zach Johnson,65
2013,66,0,29478,Kevin Kisner,65
2013,66,0,30711,Colt Knost,65
2013,66,0,30944,Jason Kokrak,65
2013,66,0,23552,Hank Kuehne,65
2013,66,0,6332,Neal Lancaster,65
2013,66,0,27503,Steve LeBrun,65
2013,66,0,35139,Richard Lee,65
2013,66,0,27060,John Mallinger,65
2013,66,0,27120,Troy Matteson,65
2013,66,0,24490,George McNeill,65
2013,66,0,26596,Ryan Moore,65
2013,66,0,20691,Greg Owen,65
2013,66,0,23320,Ryan Palmer,65
2013,66,0,25240,D.A. Points,65
2013,66,0,25336,Alistair Presnell,65
2013,66,0,29476,Kyle Reifers,65
2013,66,0,23497,Tag Ridings,65
2013,66,0,36699,Patrick Rodgers,65
2013,66,0,25562,Andres Romero,65
2013,66,0,23621,Rory Sabbatini,65
2013,66,0,26679,Kevin Stadler,65
2013,66,0,30692,Scott Stallings,65
2013,66,0,30110,Kyle Stanley,65
2013,66,0,33418,Shawn Stefani,65
2013,66,0,34431,Robert Streb,65
2013,66,0,27214,Kevin Streelman,65
2013,66,0,31560,Brian Stuard,65
2013,66,0,6595,Kevin Sutherland,65
2013,66,0,27330,Josh Teater,65
2013,66,0,23788,D.J. Trahan,65
2013,66,0,33419,Cameron Tringale,65
2013,119,0,20098,Stuart Appleby,66
2013,119,0,21407,Arjun Atwal,66
2013,119,0,28259,Sangmoon Bae,66
2013,119,0,35545,Blayne Barber,66
2013,119,0,19824,Craig Barlow,66
2013,119,0,27895,Jonas Blixt,66
2013,119,0,24507,Jason Bohn,66
